position_id,config,truth_x_mm,truth_y_mm,truth_z_mm,solved_x_mm,solved_y_mm,solved_z_mm,error_x_signed_mm,error_y_signed_mm,error_z_signed_mm,error_3d_mm,error_horiz_mm,error_vert_signed_mm,error_unit_x,error_unit_y,error_unit_z,height_tier,edge_center_group,distance_to_centroid_mm
ID13,V4+C_V4,-189.628155,1139.0976,-197.96616,-176.91885493201312,1076.6585856780307,-193.15769228849118,12.709300067986874,-62.43901432196935,4.8084677115088255,63.900533483296115,13.588512425970478,-62.43901432196935,0.1988919242952665,-0.9771282165944857,0.0752492577040187,MID,INNER,164.3333079704134
ID14,V4+C_V4,-198.69532,1132.6278,-194.690585,-156.35930827644037,1050.6511458061925,-171.61373604674483,42.336011723559636,-81.97665419380746,23.076848953255165,95.1054713414524,48.2169974829285,-81.97665419380746,0.445148014371989,-0.8619551855170434,0.24264480926027393,MID,INNER,160.68776077464332
ID15,V4+C_V4,-200.165335,1132.2551,-184.312585,-182.59945605936937,1085.7902787880942,-205.83030912771602,17.565878940630625,-46.46482121190593,-21.517724127716008,54.134574578985706,27.777194865453605,-46.46482121190593,0.3244853973129671,-0.858320612534063,-0.3974857897205844,MID,INNER,161.8802252416719
ID16,V4+C_V4,-184.85465499999998,1122.0572,-185.78015499999998,-162.03368245437815,1087.8109570227932,-183.56840280706783,22.820972545621828,-34.24624297720675,2.2117521929321526,41.21278677479658,22.927900813004346,-34.24624297720675,0.5537352441203479,-0.8309615936515563,0.05366664974679014,MID,INNER,147.9126953292346
ID17,V4+C_V4,-180.39839999999998,209.45865500000002,-328.203235,-151.47514949247773,228.06898794800165,-311.8769241409564,28.923250507522255,18.610332948001627,16.326310859043588,38.07160803830705,33.21299212939134,18.610332948001627,0.7597065634427665,0.4888244523130256,0.428831659608817,LOW,OUTER,780.04035424835
ID18,V4+C_V4,-295.4243,206.90585,-224.00141000000002,-306.23719441477334,259.8155835718371,-251.49074324004727,-10.812894414773325,52.90973357183714,-27.489333240047245,60.59721143955547,29.53950114012426,52.90973357183714,-0.17843881191726083,0.873138091917209,-0.4536402350373385,LOW,OUTER,785.9969931308583
ID19,V4+C_V4,-188.530555,205.96057000000002,-114.135095,-193.03413864165157,161.10123743763,-83.47909323654267,-4.5035836416515735,-44.859332562370014,30.65600176345734,54.52001859573933,30.985040095801896,-44.859332562370014,-0.08260422057162546,-0.8228047920342366,0.5622889087908908,LOW,OUTER,779.8893538325998
ID20,V4+C_V4,-80.19599149999999,202.56013000000002,-220.692665,-43.047210592690696,175.64150206698548,-228.72991528239416,37.148780907309295,-26.918627933014534,-8.037250282394155,46.5751204485526,38.00827955855293,-26.918627933014534,0.7976099803830728,-0.5779615312589294,-0.17256531394851013,LOW,OUTER,780.2962914193158
ID21,V4+C_V4,-212.053465,1598.6443,-226.93474500000002,-176.83487323225796,1583.3909388368897,-222.6098898905168,35.218591767742026,-15.253361163110185,4.324855109483224,38.62277313442378,35.483144982102274,-15.253361163110185,0.9118607730513356,-0.39493179606813733,0.11197681467436005,HIGH,INNER,622.4574407573991
ID22,V4+C_V4,-232.83767,1599.3211999999999,-235.17408,-203.70784654258767,1526.2377612099913,-248.57805147336214,29.12982345741233,-73.08343879000859,-13.403971473362134,79.80853395027155,32.06576158332616,-73.08343879000859,0.3649963483299045,-0.9157346360421387,-0.16795160629957326,HIGH,INNER,625.8071293306682
ID23,V4+C_V4,-230.87733,1599.6642499999998,-223.24148,-182.74860643576145,1610.5340089112362,-248.0900512079027,48.128723564238555,10.869758911236431,-24.848571207902694,55.24470274863923,54.16479966728486,10.869758911236431,0.8711916467941182,0.19675658244905975,-0.44979102016282924,HIGH,INNER,625.467733921248
ID24,V4+C_V4,-218.202475,1599.5815,-226.071175,-209.0338060576071,1576.8750779413656,-245.72851409103635,9.168668942392884,-22.706422058634416,-19.657339091036334,31.401545710681578,21.690446521802752,-22.706422058634416,0.2919814529790507,-0.7230988648724569,-0.6259990916418384,HIGH,INNER,623.9880940820715
ID01,V5+C_V5,-542.215344349341,182.54280058407934,-383.3240609304319,-471.71562876332183,48.76340342028814,-331.7416681117793,70.49971558601914,-133.7793971637912,51.582392818652636,159.77446683408073,87.35532695037766,-133.7793971637912,0.441245193822053,-0.8373014776054027,0.322845031754785,LOW,OUTER,904.8581057484207
ID02,V5+C_V5,-543.22998,1105.589,-259.92136,-521.3692361053163,1057.8573070301309,-224.66494996076645,21.86074389468365,-47.73169296986907,35.25641003923354,63.23939504971062,41.48381096866001,-47.73169296986907,0.3456823689964075,-0.7547778237339019,0.5575070731071908,MID,INNER,414.80151183802343
ID03,V5+C_V5,-554.00287,1625.5614500000001,-256.2951,-558.2660213436502,1714.8029136117311,-257.3696781725722,-4.263151343650179,89.24146361173098,-1.0745781725722168,89.34969504811832,4.396496062529224,89.24146361173098,-0.04771310457583884,0.998788675928563,-0.012026657416049536,HIGH,INNER,762.7501078007356
ID04,V5+C_V5,-321.178815,182.16379,479.93381999999997,-276.08640593041486,37.47231246720482,516.190899434258,45.09240906958513,-144.69147753279518,36.257079434258,155.83171960619657,57.86105049859446,-144.69147753279518,0.28936604937389176,-0.928511075270465,0.23266815976800823,LOW,OUTER,1065.8115580673748
ID05,V5+C_V5,-184.9818897969324,1103.5866165595767,473.70402893394925,-179.96930141812038,1086.2274278198859,502.4046010196146,5.012588378812012,-17.359188739690808,28.70057208566533,33.91445582638886,29.135011245919795,-17.359188739690808,0.14780093787946655,-0.5118521974391702,0.8462636768399331,MID,INNER,692.4979819346567
ID06,V5+C_V5,-193.231255,1684.95255,476.52297999999996,-174.2277466812446,1810.8155964247596,473.0262886882792,19.003508318755394,125.86304642475966,-3.496691311720781,127.33760887448639,19.32253033508989,125.86304642475966,0.14923720090807338,0.9884200554513304,-0.02746000449221082,HIGH,OUTER,983.0246745750289
ID07,V5+C_V5,352.14755,211.565355,53.795866000000004,296.5386860630502,81.81808323868476,56.31494640832963,-55.60886393694983,-129.74727176131523,2.5190804083296285,141.18443980823955,55.66589184107113,-129.74727176131523,-0.3938738859075353,-0.9189912991654139,0.01784247904196178,LOW,OUTER,954.6549679640887
ID08,V5+C_V5,391.90054,1132.2804,-71.53192899999999,438.7174334776292,1196.3563429191267,-109.68807416218604,46.81689347762921,64.07594291912665,-38.15614516218605,88.05361656121042,60.39629896387273,64.07594291912665,0.5316862078581914,0.7276923472482734,-0.4333285406359412,MID,INNER,580.6086421076762
ID09,V5+C_V5,408.80994,1568.1853500000002,-62.425788499999996,447.2957681141839,1516.3817381586823,-47.46149506942409,38.4858281141839,-51.80361184131789,14.964293430575907,66.24728857332062,41.29272385676301,-51.80361184131789,0.5809419365381102,-0.7819733147868101,0.22588537210868415,HIGH,OUTER,825.5734294328125
ID10,V5+C_V5,65.499245,238.64973,-938.19342,70.43289161960662,174.4972057630383,-951.863952722565,4.93364661960662,-64.15252423696171,-13.670532722565099,65.77819319394413,14.533558885760879,-64.15252423696171,0.07500428911235031,-0.9752855942365396,-0.20782773224339152,LOW,OUTER,1063.456429072664
ID11,V5+C_V5,-63.9057945,1133.4998500000002,-956.9902950000001,-88.69092361415592,1152.9566678792569,-969.1001316140939,-24.78512911415592,19.456817879256732,-12.109836614093865,33.756755324112426,27.585336104992955,19.456817879256732,-0.7342272347026173,0.5763829400202674,-0.3587381695255473,MID,OUTER,770.8923252279795
ID12,V5+C_V5,-43.6886845,1590.1300500000002,-956.35754,18.596644551558473,1663.730877057655,-960.0902702611249,62.28532905155848,73.6008270576549,-3.7327302611249706,96.4908142458859,62.39707918054524,73.6008270576549,0.645505269474023,0.7627754790222742,-0.03868482497839554,HIGH,OUTER,972.8722083943703
ID13,V5+C_V5,-189.628155,1139.0976,-197.96616,-173.0725175925131,1072.2034742225385,-189.33984183819283,16.5556374074869,-66.89412577746157,8.626318161807177,69.45017320732723,18.668221527422045,-66.89412577746157,0.2383815135790075,-0.9631959531298047,0.12420873503159344,MID,INNER,164.3333079704134
ID14,V5+C_V5,-198.69532,1132.6278,-194.690585,-169.60811681344893,1061.7513890346456,-163.2257418581054,29.08720318655108,-70.87641096535435,31.46484314189459,82.8225052415679,42.84975779581185,-70.87641096535435,0.35119926765934706,-0.855762703127967,0.3799069232465412,MID,INNER,160.68776077464332
ID15,V5+C_V5,-200.165335,1132.2551,-184.312585,-176.70891126055255,1068.4772771112364,-208.17522591847563,23.456423739447445,-63.777822888763694,-23.86264091847562,72.0224974482219,33.46086439780988,-63.777822888763694,0.32568189899705485,-0.8855264000615165,-0.33132204191656706,MID,INNER,161.8802252416719
ID16,V5+C_V5,-184.85465499999998,1122.0572,-185.78015499999998,-180.12808081737458,1107.7270766307129,-170.32136773488017,4.726574182625399,-14.330123369287094,15.45878726511981,21.602477704908747,16.16522833776533,-14.330123369287094,0.2187977808467487,-0.6633555449072793,0.7156025098735364,MID,INNER,147.9126953292346
ID17,V5+C_V5,-180.39839999999998,209.45865500000002,-328.203235,-153.3228337198959,196.44701057245823,-305.5175283841981,27.075566280104084,-13.011644427541796,22.685706615801905,37.64346510027109,35.32318748423686,-13.011644427541796,0.7192633889569614,-0.3456548007172723,0.602646609587451,LOW,OUTER,780.04035424835
ID18,V5+C_V5,-295.4243,206.90585,-224.00141000000002,-314.8890551508999,223.18708658518122,-238.5031083682517,-19.46475515089986,16.281236585181233,-14.501698368251681,29.227634413186436,24.272946847225537,16.281236585181233,-0.6659709395474742,0.5570494127241353,-0.4961639441373691,LOW,OUTER,785.9969931308583
ID19,V5+C_V5,-188.530555,205.96057000000002,-114.135095,-197.60613154321177,124.85744233065125,-82.01577458488566,-9.075576543211781,-81.10312766934877,32.119320415114345,87.70253218277773,33.37689071079685,-81.10312766934877,-0.10348135130577182,-0.9247524062398178,0.36623025146156113,LOW,OUTER,779.8893538325998
ID20,V5+C_V5,-80.19599149999999,202.56013000000002,-220.692665,-59.154160042134826,174.37958448813555,-213.06634496364995,21.041831457865165,-28.180545511864466,7.626320036350052,35.986977835660255,22.38122937637784,-28.180545511864466,0.5847068223943598,-0.7830761905196654,0.21191887996754677,LOW,OUTER,780.2962914193158
ID21,V5+C_V5,-212.053465,1598.6443,-226.93474500000002,-177.27056148714624,1601.9610398612363,-224.14011475536915,34.78290351285375,3.3167398612363286,2.7946302446308664,35.05226238484205,34.89499011303341,3.3167398612363286,0.9923155067986487,0.09462270437273157,0.07972752839598085,HIGH,INNER,622.4574407573991
ID22,V5+C_V5,-232.83767,1599.3211999999999,-235.17408,-214.8365560616889,1570.4669010417254,-240.58507271629816,18.001113938311107,-28.854298958274512,-5.4109927162981535,34.43674655900833,18.79678018161329,-28.854298958274512,0.5227298086207329,-0.8378927117528906,-0.15712845309083617,HIGH,INNER,625.8071293306682
ID23,V5+C_V5,-230.87733,1599.6642499999998,-223.24148,-187.18863300774856,1654.719700539782,-246.71074838971563,43.68869699225144,55.055450539782214,-23.469268389715637,74.09866016175779,49.593435085999694,55.055450539782214,0.5896017134031677,0.7430019708803891,-0.31672999671629815,HIGH,INNER,625.467733921248
ID24,V5+C_V5,-218.202475,1599.5815,-226.071175,-220.20884460505633,1639.6898917948622,-246.3526647198468,-2.006369605056335,40.1083917948622,-20.281489719846803,44.98941471744787,20.380489303457498,40.1083917948622,-0.04459648158699476,0.8915073033681253,-0.45080581392807495,HIGH,INNER,623.9880940820715
