chunk_id,stage,rows,row_count,max_tracks,max_frames,estimated_cost,status,attempts,gpu_device,started_utc,child_run_id,wall_time_s,log_path,finished_utc,message
partial_raw_0021,partial_raw,"['R2:L2:I8:T6', 'R2:L2:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:07:42.527724+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0021_cuda1,3.822909894006443,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0021_cuda1.log,2026-06-04T23:07:46.355099+00:00,ok
partial_raw_0022,partial_raw,"['R2:L2:I1+I3+I7:T6', 'R2:L2:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:07:45.550785+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0022_cuda0,3.8293077840062324,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0022_cuda0.log,2026-06-04T23:07:49.384485+00:00,ok
partial_raw_0023,partial_raw,"['R2:L2:I1+I2+I3+I8:T6', 'R2:L2:I1+I2+I3+I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:07:46.361209+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0023_cuda1,3.770904024000629,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0023_cuda1.log,2026-06-04T23:07:50.134594+00:00,ok
partial_raw_0024,partial_raw,"['R2:L3:I0:T6', 'R2:L3:I0:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:07:49.388307+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0024_cuda0,3.822519881010521,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0024_cuda0.log,2026-06-04T23:07:53.215151+00:00,ok
partial_raw_0025,partial_raw,"['R2:L3:I1:T6', 'R2:L3:I1:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:07:50.144178+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0025_cuda1,3.9248808789998293,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0025_cuda1.log,2026-06-04T23:07:54.072186+00:00,ok
partial_raw_0026,partial_raw,"['R2:L3:I3:T6', 'R2:L3:I3:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:07:53.218575+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0026_cuda0,3.9206116589921294,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0026_cuda0.log,2026-06-04T23:07:57.143667+00:00,ok
partial_raw_0027,partial_raw,"['R2:L3:I4:T6', 'R2:L3:I4:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:07:54.077954+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0027_cuda1,3.923781271005282,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0027_cuda1.log,2026-06-04T23:07:58.005982+00:00,ok
partial_raw_0028,partial_raw,"['R2:L3:I7:T6', 'R2:L3:I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:07:57.150890+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0028_cuda0,3.821043339994503,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0028_cuda0.log,2026-06-04T23:08:00.975702+00:00,ok
partial_raw_0029,partial_raw,"['R2:L3:I8:T6', 'R2:L3:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:07:58.009396+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0029_cuda1,3.82149351699627,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0029_cuda1.log,2026-06-04T23:08:01.835446+00:00,ok
partial_raw_0030,partial_raw,"['R2:L3:I1+I3+I7:T6', 'R2:L3:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:00.979745+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0030_cuda0,4.373787905002246,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0030_cuda0.log,2026-06-04T23:08:05.357804+00:00,ok
partial_raw_0031,partial_raw,"['R2:L3:I1+I2+I3+I8:T6', 'R2:L3:I1+I2+I3+I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:01.839184+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0031_cuda1,4.324081112004933,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0031_cuda1.log,2026-06-04T23:08:06.166040+00:00,ok
partial_raw_0032,partial_raw,"['R2:L4:I0:T6', 'R2:L4:I0:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:05.361420+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0032_cuda0,3.870770673995139,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0032_cuda0.log,2026-06-04T23:08:09.236427+00:00,ok
partial_raw_0033,partial_raw,"['R2:L4:I1:T6', 'R2:L4:I1:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:06.171735+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0033_cuda1,3.7715154009929392,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0033_cuda1.log,2026-06-04T23:08:09.946794+00:00,ok
partial_raw_0034,partial_raw,"['R2:L4:I3:T6', 'R2:L4:I3:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:09.240186+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0034_cuda0,3.6708353889989667,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0034_cuda0.log,2026-06-04T23:08:12.915467+00:00,ok
partial_raw_0035,partial_raw,"['R2:L4:I4:T6', 'R2:L4:I4:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:09.950360+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0035_cuda1,3.6201997460011626,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0035_cuda1.log,2026-06-04T23:08:13.574915+00:00,ok
partial_raw_0036,partial_raw,"['R2:L4:I7:T6', 'R2:L4:I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:12.918959+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0036_cuda0,3.7205937580001773,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0036_cuda0.log,2026-06-04T23:08:16.643865+00:00,ok
partial_raw_0037,partial_raw,"['R2:L4:I8:T6', 'R2:L4:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:13.578700+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0037_cuda1,3.671480574994348,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0037_cuda1.log,2026-06-04T23:08:17.252659+00:00,ok
partial_raw_0038,partial_raw,"['R2:L4:I1+I3+I7:T6', 'R2:L4:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:16.648278+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0038_cuda0,3.6207976489968132,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0038_cuda0.log,2026-06-04T23:08:20.273083+00:00,ok
partial_raw_0039,partial_raw,"['R2:L4:I1+I2+I3+I8:T6', 'R2:L4:I1+I2+I3+I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:17.256462+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0039_cuda1,3.6212561629945412,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0039_cuda1.log,2026-06-04T23:08:20.879933+00:00,ok
partial_raw_0040,partial_raw,"['R2:L5:I0:T6', 'R2:L5:I0:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:20.276614+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0040_cuda0,4.372431170006166,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0040_cuda0.log,2026-06-04T23:08:24.653433+00:00,ok
partial_raw_0041,partial_raw,"['R2:L5:I1:T6', 'R2:L5:I1:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:20.883974+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0041_cuda1,4.273486898993724,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0041_cuda1.log,2026-06-04T23:08:25.161725+00:00,ok
partial_raw_0042,partial_raw,"['R2:L5:I3:T6', 'R2:L5:I3:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:24.658051+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0042_cuda0,4.070842082001036,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0042_cuda0.log,2026-06-04T23:08:28.732805+00:00,ok
partial_raw_0043,partial_raw,"['R2:L5:I4:T6', 'R2:L5:I4:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:25.165434+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0043_cuda1,4.124200940001174,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0043_cuda1.log,2026-06-04T23:08:29.293860+00:00,ok
partial_raw_0044,partial_raw,"['R2:L5:I7:T6', 'R2:L5:I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:28.736738+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0044_cuda0,4.1230549619940575,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0044_cuda0.log,2026-06-04T23:08:32.864223+00:00,ok
partial_raw_0045,partial_raw,"['R2:L5:I8:T6', 'R2:L5:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:29.297987+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0045_cuda1,4.172661032003816,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0045_cuda1.log,2026-06-04T23:08:33.473377+00:00,ok
partial_raw_0046,partial_raw,"['R2:L5:I1+I3+I7:T6', 'R2:L5:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:32.869215+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0046_cuda0,4.923919559005299,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0046_cuda0.log,2026-06-04T23:08:37.796319+00:00,ok
partial_raw_0047,partial_raw,"['R2:L5:I1+I2+I3+I8:T6', 'R2:L5:I1+I2+I3+I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:33.477395+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0047_cuda1,4.72470524199889,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0047_cuda1.log,2026-06-04T23:08:38.204712+00:00,ok
partial_raw_0048,partial_raw,"['R2:L7:I0:T6', 'R2:L7:I0:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:37.800274+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0048_cuda0,4.473514461002196,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0048_cuda0.log,2026-06-04T23:08:42.276424+00:00,ok
partial_raw_0049,partial_raw,"['R2:L7:I1:T6', 'R2:L7:I1:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:38.208463+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0049_cuda1,4.4236324340017745,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0049_cuda1.log,2026-06-04T23:08:42.635045+00:00,ok
partial_raw_0050,partial_raw,"['R2:L7:I3:T6', 'R2:L7:I3:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:42.281017+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0050_cuda0,3.871699313996942,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0050_cuda0.log,2026-06-04T23:08:46.156533+00:00,ok
partial_raw_0051,partial_raw,"['R2:L7:I4:T6', 'R2:L7:I4:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:42.639733+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0051_cuda1,3.871241175002069,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0051_cuda1.log,2026-06-04T23:08:46.513663+00:00,ok
partial_raw_0052,partial_raw,"['R2:L7:I7:T6', 'R2:L7:I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:46.160688+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0052_cuda0,3.7709490660054144,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0052_cuda0.log,2026-06-04T23:08:49.935729+00:00,ok
partial_raw_0053,partial_raw,"['R2:L7:I8:T6', 'R2:L7:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:46.517616+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0053_cuda1,3.8213558660063427,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0053_cuda1.log,2026-06-04T23:08:50.343177+00:00,ok
partial_raw_0054,partial_raw,"['R2:L7:I1+I3+I7:T6', 'R2:L7:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:49.940091+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0054_cuda0,3.670271501992829,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0054_cuda0.log,2026-06-04T23:08:53.614548+00:00,ok
partial_raw_0055,partial_raw,"['R2:L7:I1+I2+I3+I8:T6', 'R2:L7:I1+I2+I3+I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:50.347154+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0055_cuda1,3.720550785001251,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0055_cuda1.log,2026-06-04T23:08:54.071480+00:00,ok
partial_raw_0056,partial_raw,"['R2:L8:I0:T6', 'R2:L8:I0:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:53.618380+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0056_cuda0,3.7705205069942167,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0056_cuda0.log,2026-06-04T23:08:57.393269+00:00,ok
partial_raw_0057,partial_raw,"['R2:L8:I1:T6', 'R2:L8:I1:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:54.075470+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0057_cuda1,3.8213340200018138,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0057_cuda1.log,2026-06-04T23:08:57.901031+00:00,ok
partial_raw_0058,partial_raw,"['R2:L8:I3:T6', 'R2:L8:I3:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:08:57.397441+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0058_cuda0,3.7209434079995845,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0058_cuda0.log,2026-06-04T23:09:01.121034+00:00,ok
partial_raw_0059,partial_raw,"['R2:L8:I4:T6', 'R2:L8:I4:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:08:57.904952+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0059_cuda1,3.6705370679992484,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0059_cuda1.log,2026-06-04T23:09:01.577892+00:00,ok
partial_raw_0060,partial_raw,"['R2:L8:I7:T6', 'R2:L8:I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:09:01.124760+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0060_cuda0,3.6712141790048918,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0060_cuda0.log,2026-06-04T23:09:04.800278+00:00,ok
partial_raw_0061,partial_raw,"['R2:L8:I8:T6', 'R2:L8:I8:T8']",2,1,20,2,done,1,cuda:1,2026-06-04T23:09:01.582026+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0061_cuda1,3.7213742710009683,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0061_cuda1.log,2026-06-04T23:09:05.307434+00:00,ok
partial_raw_0062,partial_raw,"['R2:L8:I1+I3+I7:T6', 'R2:L8:I1+I3+I7:T8']",2,1,20,2,done,1,cuda:0,2026-06-04T23:09:04.806429+00:00,smoke_nightly_bootstrap_20260604T230701Z_partial_raw_0062_cuda0,3.7710113209905103,runs/phase4_algorithm_factory/smoke_nightly_bootstrap_20260604T230701Z/logs/partial_raw_0062_cuda0.log,2026-06-04T23:09:08.580324+00:00,ok
