mount,dataset_role,hardware_s,x_m,y_m,z_m,sweep
B,HELDOUT,3092.741880,3.5964739336250453,0.3843974987225148,0.961268068806406,25767
B,HELDOUT,3092.861929,3.578415731462553,0.5262497672273333,0.9160117302379303,25768
B,HELDOUT,3092.982177,3.4818285271904132,0.4342258581590332,1.0006644621616572,25769
B,HELDOUT,3093.102063,3.4334729476580517,0.47874982630596413,1.1714618592992452,25770
B,HELDOUT,3093.222082,3.421711965203447,0.7846567099579304,0.9982204071877971,25771
B,HELDOUT,3093.341907,3.25672063875029,0.7999765146232657,0.7984342398465208,25772
B,HELDOUT,3093.461922,3.1377382597364694,0.8822700145501168,1.4034894543078313,25773
B,HELDOUT,3093.581909,3.0400079617056175,0.8180226048038804,1.7604632243744829,25774
B,HELDOUT,3093.702111,3.0020108652349844,0.973770713616031,0.9884866201539131,25775
B,HELDOUT,3093.821945,2.8566074273529773,1.1684047930353911,1.8550381744908584,25776
B,HELDOUT,3093.941930,2.8916772481026283,0.9888126323528209,1.183705630641992,25777
B,HELDOUT,3094.062184,2.972720003144522,0.8874435231674054,1.005155181370331,25778
B,HELDOUT,3094.182101,2.9344662386434957,0.8099005759718944,1.3629241280134738,25779
B,HELDOUT,3094.301943,2.8849398453862136,0.855863427923386,1.131770892578014,25780
B,HELDOUT,3094.421942,2.8887840146418395,0.914126138776015,1.1523932465396052,25781
B,HELDOUT,3094.541929,2.761151488667092,1.0491757360359504,1.6647827418631547,25782
B,HELDOUT,3094.661914,2.6706023823318716,0.9000767071112149,1.4731692685344489,25783
B,HELDOUT,3094.781932,2.528468243210453,0.9036137036029173,1.782765137494083,25784
B,HELDOUT,3094.901920,2.8749911733352027,1.0147634137094648,0.6731289006246566,25785
B,HELDOUT,3095.021937,2.802026856911479,1.2074578842664432,1.5559815739795873,25786
B,HELDOUT,3095.142181,2.76722549348232,1.2514508854156918,1.764700296801449,25787
B,HELDOUT,3095.262425,2.8385383203893406,0.9711388270077913,1.9176011864565565,25788
B,HELDOUT,3095.382197,2.8320664701019487,0.9549753230124061,1.6405398554567872,25789
B,HELDOUT,3095.502109,2.8192771286097806,1.0377484937525223,1.6888703909509841,25790
B,HELDOUT,3095.622092,2.816529107225941,0.9489816368768601,1.6566892522707066,25791
B,HELDOUT,3095.741943,2.784841106171876,0.9641916214575462,1.426698324132491,25792
B,HELDOUT,3095.861962,2.7130378211716346,1.0072160193024853,1.5194557932255786,25793
B,HELDOUT,3095.981947,2.7389759962741107,0.8343748693002765,1.689099349989839,25794
B,HELDOUT,3096.102040,2.8550535706745297,0.9151526230597681,1.5229941149829744,25795
B,HELDOUT,3096.222215,2.702553484444169,0.8544034636577413,1.3239830894206899,25796
B,HELDOUT,3096.341944,2.6746335770991814,0.8386631042754037,1.3122526444128717,25797
B,HELDOUT,3096.461958,2.8424767060082323,0.9154518940219869,0.9389225425599182,25798
B,HELDOUT,3096.581949,2.8925611326101675,0.9411782037472087,1.0067591302953915,25799
B,HELDOUT,3096.701960,2.8898962823630843,0.966252620345848,0.9375223044378621,25800
B,HELDOUT,3096.821951,2.9979089252482907,0.9455731064142685,1.3747584515831213,25801
B,HELDOUT,3096.942315,2.9586896612362845,0.8267454109626875,1.2198317344827547,25802
B,HELDOUT,3097.061954,2.957048396717243,0.9116312636460026,1.2804528551880396,25803
B,HELDOUT,3097.181973,2.9437092711644093,1.2099117264624148,0.44895938017446463,25804
B,HELDOUT,3097.302220,2.938326339187674,1.0266031048994804,0.9369516448978223,25805
B,HELDOUT,3097.422090,2.691802610332939,0.7582820488363381,0.7604822691605952,25806
B,HELDOUT,3097.541936,2.798477757684298,0.8944912675806551,0.7091250044306525,25807
B,HELDOUT,3097.661977,2.841108479114755,0.6972587680260236,0.25508437419737173,25808
B,HELDOUT,3097.781967,2.699148785672238,0.7626500505944831,0.5468754387563115,25809
B,HELDOUT,3097.901985,2.622766245482484,0.7444819201283468,0.5406416200495728,25810
B,HELDOUT,3098.022001,2.654761309119219,0.7208380952093361,0.4223701748467502,25811
B,HELDOUT,3098.141987,2.6577608715107646,0.7282337125673367,0.41163109830403716,25812
B,HELDOUT,3098.261975,2.7208926183800326,0.7517907050075171,0.5515557240917603,25813
B,HELDOUT,3098.382248,2.705564258845066,0.759912782835006,0.6636847620466025,25814
B,HELDOUT,3098.502119,2.6233073558066846,0.782035906652899,0.402155495820141,25815
B,HELDOUT,3098.622573,2.592027761302893,0.788944807855335,0.5440215367562516,25816
B,HELDOUT,3098.742214,2.7289086948293146,0.8000894630549878,0.5982258373519832,25817
B,HELDOUT,3098.862135,2.6532130710680244,0.7799428073746685,0.4702219014450034,25818
B,HELDOUT,3098.981988,2.6966999374088525,0.7869051073646554,0.6092390651005792,25819
B,HELDOUT,3099.101976,2.640093710946635,0.7745940804366037,0.6368471753322876,25820
B,HELDOUT,3099.221956,2.6698343685298074,0.7931295916532344,0.4659925582430416,25821
B,HELDOUT,3099.341950,2.698518509233955,0.756836482701533,0.5636792396478365,25822
B,HELDOUT,3099.462260,2.7007602976101186,0.8269055996839977,0.7290452671150124,25823
B,HELDOUT,3099.582491,2.7095039668275205,0.763179778289021,0.6080903052850395,25824
B,HELDOUT,3099.702260,2.5960652062523506,0.773533256376414,0.5747315872174523,25825
B,HELDOUT,3099.822146,2.7087170769322255,0.8098541169522454,0.7529124416071632,25826
B,HELDOUT,3099.941975,2.694736399798795,0.7271977705793427,0.4859248228389122,25827
B,HELDOUT,3100.061994,2.6583106116303625,0.753292952713733,0.6609221345051759,25828
B,HELDOUT,3100.181976,2.6380044552066675,0.7898038380661813,0.5800010569570984,25829
B,HELDOUT,3100.301995,2.6324406039483748,0.7359967519860712,0.46543051332363605,25830
B,HELDOUT,3100.421960,2.695509117124226,0.7294254446798618,0.5168749535791237,25831
B,HELDOUT,3100.542419,2.699594388939779,0.7631158684838752,0.5497819773119133,25832
B,HELDOUT,3100.662161,2.643448582788792,0.7838048346546317,0.3611125465431279,25833
B,HELDOUT,3100.782164,2.7220821308365553,0.818892214222379,0.7671064844337514,25834
B,HELDOUT,3100.902186,2.637512385073561,0.7731245393240056,0.4766474712285752,25835
B,HELDOUT,3101.022030,2.656984982448778,0.789630254368757,0.3882178036025657,25836
B,HELDOUT,3101.141996,2.6365439579113206,0.79331624398315,0.5679385977571688,25837
B,HELDOUT,3101.261981,2.684496326042796,0.812871856575243,0.6342731584440056,25838
B,HELDOUT,3101.381995,2.6325701390498892,0.7428682361308094,0.48862085402933086,25839
B,HELDOUT,3101.502015,2.6278513426919132,0.767301767183485,0.46560274254898015,25840
B,HELDOUT,3101.622263,2.673719629583928,0.7555928477051475,0.6330041622733792,25841
B,HELDOUT,3101.741990,2.7118492686415294,0.7741845446065372,0.616543438296319,25842
B,HELDOUT,3101.862010,2.647902239081379,0.7804864558938408,0.4936677504415514,25843
B,HELDOUT,3101.982023,2.6102830152627345,0.7451928964661763,0.5023130445760448,25844
B,HELDOUT,3102.102012,2.6397503865720253,0.7809067214033962,0.5146003228581306,25845
B,HELDOUT,3102.222000,2.6955152133602076,0.8005026649911721,0.6833832086234657,25846
B,HELDOUT,3102.341989,2.6460908963858802,0.7614582034964158,0.49222264783140435,25847
B,HELDOUT,3102.462003,2.6799347268528906,0.7956769028907401,0.5231002798128574,25848
B,HELDOUT,3102.582020,2.6435363450490303,0.7647535933980594,0.5088446403957398,25849
B,HELDOUT,3102.702266,2.643397532916393,0.8024891437159789,0.4931767321034551,25850
B,HELDOUT,3102.822495,2.6172900723644257,0.775971810724327,0.49807182866788385,25851
B,HELDOUT,3102.942172,2.6818321714713753,0.762975169880095,0.5876903611431048,25852
B,HELDOUT,3103.062029,2.64087323248218,0.7909717730239721,0.45439229202965786,25853
B,HELDOUT,3103.182016,2.6843297191323034,0.735447301159751,0.5307465263027045,25854
B,HELDOUT,3103.302035,2.6835333618495794,0.7787507301980279,0.5552915305906938,25855
B,HELDOUT,3103.422024,2.6902003450768053,0.7788278135111867,0.4808778089911183,25856
B,HELDOUT,3103.542009,2.619432968550299,0.8127250893983327,0.412610990956976,25857
B,HELDOUT,3103.662028,2.6537515145809283,0.8129477574049134,0.6473650859557875,25858
B,HELDOUT,3103.782275,2.7010361681735433,0.8079009414923685,0.6487503617647563,25859
B,HELDOUT,3103.902193,2.6512232847001718,0.805176499365088,0.561433248630899,25860
B,HELDOUT,3104.022017,2.6489911218996918,0.7868035176877506,0.47472453607696824,25861
B,HELDOUT,3104.142032,2.6849201881257323,0.8027938538846453,0.6617788085883397,25862
B,HELDOUT,3104.262018,2.66877079939237,0.7892170038668396,0.5336787181747891,25863
B,HELDOUT,3104.382284,2.6669755830719732,0.8324158850516772,0.6465232158224271,25864
B,HELDOUT,3104.501992,2.6607382966871174,0.7469410047566611,0.5501889439558325,25865
B,HELDOUT,3104.622009,2.672566907213224,0.7578113736190975,0.6052805941093297,25866
B,HELDOUT,3104.741996,2.6051061429223945,0.8140149140228706,0.54594390689172,25867
B,HELDOUT,3104.862325,2.6890999161875953,0.7404653895755314,0.6225858111450636,25868
B,HELDOUT,3104.982218,2.6326289220928194,0.7995772285210202,0.4124792159195256,25869
B,HELDOUT,3105.102001,2.636767275921057,0.821556760924657,0.5247777354377196,25870
B,HELDOUT,3105.222003,2.685007817966548,0.7766942769291476,0.60733804127973,25871
B,HELDOUT,3105.341994,2.7089746856870347,0.8296551418132483,0.6067097265972534,25872
B,HELDOUT,3105.462048,2.6385395171971564,0.8135727355853584,0.5378513484263998,25873
B,HELDOUT,3105.582026,2.664391562811181,0.8105010533345101,0.6896404678437025,25874
B,HELDOUT,3105.702013,2.6728704442387743,0.776918314789943,0.5476116093287068,25875
B,HELDOUT,3105.822028,2.643990297569796,0.752078141861338,0.5232973011813188,25876
B,HELDOUT,3105.942302,2.6814911401739137,0.7921841078370839,0.5851368696190409,25877
B,HELDOUT,3106.062056,2.6903696624511753,0.8066315520961711,0.7031073981838103,25878
B,HELDOUT,3106.182021,2.6207669803298153,0.7722641589917281,0.42527813204027654,25879
B,HELDOUT,3106.302006,2.6137177230851054,0.7602195106051745,0.44997812879173604,25880
B,HELDOUT,3106.422028,2.666182326097759,0.772139226635989,0.3866033072774266,25881
B,HELDOUT,3106.542012,2.6622096406206657,0.7542800840700183,0.5948444514101746,25882
B,HELDOUT,3106.662028,2.677141748024933,0.7860016678127908,0.753263951261094,25883
B,HELDOUT,3106.782060,2.6990058595256126,0.7825388041726908,0.6040557969533882,25884
B,HELDOUT,3106.902034,2.6818721147671813,0.781974998788054,0.6172344726678266,25885
B,HELDOUT,3107.022336,2.6686112499230963,0.7654317489488348,0.5996166579206836,25886
B,HELDOUT,3107.142012,2.6792432931458623,0.7837680938523894,0.6934214312298341,25887
B,HELDOUT,3107.262025,2.650534999465741,0.8068389892835537,0.5567926537441311,25888
B,HELDOUT,3107.382044,2.7063550227822986,0.7866859878680559,0.6259843840490046,25889
B,HELDOUT,3107.502061,2.640997898227382,0.7243125618042362,0.5098629026910841,25890
B,HELDOUT,3107.622141,2.6632914480002112,0.7576129342332728,0.6480326664804029,25891
B,HELDOUT,3107.742036,2.6806265688462916,0.7180392278401709,0.5377031254081517,25892
B,HELDOUT,3107.862055,2.6699654275196862,0.797025687424375,0.6614620645062675,25893
B,HELDOUT,3107.982041,2.6987929883310993,0.7805887600065564,0.6065320204181642,25894
B,HELDOUT,3108.102368,2.6722742539541264,0.7987075646624977,0.6220434358006389,25895
B,HELDOUT,3108.222256,2.694520153844289,0.7546763155084436,0.5625333765618523,25896
B,HELDOUT,3108.342033,2.670693454676532,0.8232962641449516,0.5446888156465973,25897
B,HELDOUT,3108.462048,2.714413386952651,0.779932207199374,0.6758278907100076,25898
B,HELDOUT,3108.582038,2.597937036918366,0.7590710951188668,0.4415352189621348,25899
