version,case,alignment,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,g_x_layout,g_y_layout,g_z_layout_vertical,g_x_vicon,g_y_vicon_vertical,g_z_vicon,geometry_cond,source_tr_all,layout_json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,mean,-123.01023812178842,1219.6120887919371,-1005.2049020873254,-63.9057945,1133.4998500000002,-956.9902950000001,-59.10444362178842,86.11223879193699,-48.21460708732536,115.03608678230458,76.27570774779039,86.11223879193699,motive_iantenna,False,53.79782462808714,75.30991377028461,96.04292214063689,185.07682642009902,8.0,8.0,91.84013322231473,-0.4576337189339427,-0.009107589331363256,-0.49612310489780326,0.039290820932956,0.49092746949251426,-0.4616233910779075,2.840328730355173,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,mean,23.063754941939884,1746.9134697405386,-988.7242345351665,-43.6886845,1590.1300500000002,-956.35754,66.75243944193988,156.78341974053842,-32.366694535166516,173.44893136632604,74.18551803810922,156.78341974053842,motive_iantenna,False,41.635647865720614,74.12637748654124,71.2164539459922,160.9095041764147,8.0,8.0,91.3405495420483,-0.3551356025671031,-0.047001877882705274,-1.445770901857913,0.013725167232897188,1.4422709910210558,-0.37181982415924664,2.3152995999689505,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143/tag_capture_20260528_115143/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,mean,-146.06272690784323,1054.2920609541645,-193.05500904228103,-189.628155,1139.0976,-197.96616,43.565428092156765,-84.80553904583553,4.911150957718974,95.46750955920616,43.84137233917736,84.80553904583553,motive_iantenna,False,90.77818074216779,155.05238622955756,80.15005470856778,151.67988970727222,8.0,8.0,91.66666666666666,0.019201009311382373,-0.08069942365072294,-0.6320037805545222,-0.06826721668937374,0.6337263652587486,0.006351021395368108,3.6891288724736753,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,mean,-197.69745377762447,1103.5534733698642,-162.44375946764166,-198.69532,1132.6278,-194.690585,0.997866222375535,-29.07432663013583,32.24682553235834,43.430058288102046,32.26226114072161,29.07432663013583,motive_iantenna,False,63.35898625101846,102.84670564738992,62.19884368179734,156.625942681747,8.0,8.0,91.9233971690258,0.021012681612665684,-0.08960153074061379,-0.6112588505082452,-0.07773623829187688,0.6131935207365715,0.00762448733974212,3.697761908771811,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,mean,-156.64974387951818,1044.226463293498,-218.55063706285404,-200.165335,1132.2551,-184.312585,43.515591120481815,-88.02863670650208,-34.238052062854024,103.99467178672657,55.37012623810477,88.02863670650208,motive_iantenna,False,57.06575678468465,99.09078573226225,78.07155857916084,172.21388128646507,8.0,8.0,95.58701082431307,0.025933818003432772,-0.09033584665295617,-0.6098349883420616,-0.07890310061362929,0.6118417619465769,0.012481993613509271,3.6966497520792747,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,mean,-201.45449617097282,1147.1969062340386,-167.4257064194245,-184.85465499999998,1122.0572,-185.78015499999998,-16.599841170972837,25.139706234038613,18.35444858057548,35.27669682853362,24.74753542473501,25.139706234038613,motive_iantenna,False,86.48503323990393,184.81809388691468,79.95817291574434,179.10968502999083,8.0,8.0,89.75853455453789,0.024110174983103964,-0.07442180140654836,-0.5791136329960098,-0.06356360648864247,0.5807766560899401,0.012273901388441168,3.7079954124969348,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,mean,-174.81166178720662,120.06421358622691,-314.2726669849308,-180.39839999999998,209.45865500000002,-328.203235,5.586738212793364,-89.39444141377311,13.930568015069184,90.64567570911073,15.009076223430746,89.39444141377311,motive_iantenna,False,74.20060954567904,130.47639034968714,69.6705301083769,115.1645168026446,8.0,8.0,92.49374478732277,-0.06523340338033407,-0.026381109944756582,1.6268961622881608,-0.05623859946398996,-1.6266342682705066,-0.05138735218754123,2.3485541731230626,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,mean,-333.18894552785855,142.27033298229782,-252.3604570541101,-295.4243,206.90585,-224.00141000000002,-37.764645527858534,-64.63551701770217,-28.35904705411008,80.05094666403204,47.22715322419969,64.63551701770217,motive_iantenna,False,41.908920796527646,73.18511281846068,39.6043189013874,122.7468719435446,8.0,8.0,92.91075896580485,-0.017562916997558308,-0.10250698481237928,1.6251200994562183,-0.1359669686880688,-1.622726420612071,-0.01016970592939372,2.3728003378896236,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,mean,-204.4576952138328,33.8942555659501,-49.26356563223729,-188.530555,205.96057000000002,-114.135095,-15.927140213832814,-172.06631443404993,64.87152936776272,184.57737044616528,66.7981221136013,172.06631443404993,motive_iantenna,False,106.98158789268321,177.4071285628217,179.20323282947396,223.61080197684853,8.0,8.0,89.84179850124896,0.022179650470794718,-0.022097112374154758,1.6318496362583788,-0.05925905144163406,-1.630673716910303,0.03612545400490168,2.343718470827514,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,mean,-59.35648030288325,70.52179419436573,-213.28694187869834,-80.19599149999999,202.56013000000002,-220.692665,20.839511197116742,-132.0383358056343,7.405723121301662,133.8777505196647,22.116282732053687,132.0383358056343,motive_iantenna,False,72.04105156639082,139.58154956767785,114.04649860341416,194.25082448880448,8.0,8.0,91.42381348875936,-0.026088718187820777,0.047930959039997306,1.634664875241184,0.014420132688786363,-1.6355002648949573,-0.006180267001923517,2.3431540376086635,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,mean,-184.74935239153402,1688.0913124402484,-227.47143691828103,-212.053465,1598.6443,-226.93474500000002,27.30411260846597,89.4470124402485,-0.5366919182810079,93.52310216217653,27.30938672967481,89.4470124402485,motive_iantenna,False,58.06461132443228,99.43337717679238,113.69822653106098,187.6436715136407,8.0,8.0,91.3405495420483,0.014619058703568385,-0.1071176590411136,-1.5774961978703963,-0.07369133130998516,1.5794493197171393,-0.009570694134201045,2.6258651021210344,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,mean,-229.42297853707188,1650.7541370735696,-232.65141084748572,-232.83767,1599.3211999999999,-235.17408,3.4146914629281184,51.43293707356975,2.5226691525142826,51.60785786538545,4.245465515116252,51.43293707356975,motive_iantenna,False,39.559985986940276,67.66127872500434,125.4933721051538,200.74215095700328,8.0,8.0,92.67277268942547,0.012065107076200595,-0.12367060593629464,-1.5768744096835265,-0.08998808445519779,1.5791432804686407,-0.013473451785058856,2.6283858791908044,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,mean,-180.01803050355537,1753.5253659473588,-271.1048424607916,-230.87733,1599.6642499999998,-223.24148,50.859299496444635,153.86111594735894,-47.86336246079159,168.96985770216176,69.83960059537975,153.86111594735894,motive_iantenna,False,76.51016208025813,125.26117342751837,89.00983573090133,152.40543377929902,8.0,8.0,93.75520399666945,0.016689089042823037,-0.12132827078812626,-1.577178125413995,-0.08802751319109664,1.5794511099692514,-0.008675390954279093,2.6269791352602554,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
v5-commonmode,zero_tag,rigid_v5_to_vicon,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,mean,-237.91576642229953,1719.2302170586913,-250.77658193729684,-218.202475,1599.5815,-226.071175,-19.713291422299534,119.64871705869132,-24.70540693729683,123.75292515503912,31.60650234742754,119.64871705869132,motive_iantenna,False,76.14736358881493,123.42354664197981,151.58684258222723,199.21256679761362,8.0,8.0,92.5895087427144,0.015160963581451059,-0.11177501276649542,-1.5779822597617053,-0.07836581035904475,1.5800384810639327,-0.009419052090125585,2.6244665434679315,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json
