ID,anchor_id,anchor,n_ranges,median_range_mm,geom_range_mm,d_anchor_mm,d_tag_mm,rho_mm,theta_deg,theta_abs_deg,layer,anchor_layout_z_mm,delta_z_i_mm,delta_y_vicon_vertical_mm,tag_truth_source,source_v5_layout,opti_anchor_truth_source
ID03,0,A,1200,2209.0,2058.3074858527975,99.63407516744715,49.621032516254864,1.4374064635004586,41.78304909719497,41.78304909719497,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,1,B,1201,2435.0,2003.162147849521,113.68825825925543,49.621032516254864,268.52856137496866,43.208472115259426,43.208472115259426,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,2,C,1198,2544.0,2446.6052529669846,127.33774979143755,49.621032516254864,-79.56403527467702,34.09469597117798,34.09469597117798,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,3,D,1201,2978.0,2415.7720005294423,124.5107442518789,49.621032516254864,388.096222702424,33.044685875103774,33.044685875103774,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,4,E,1198,1555.0,1431.3228687449148,109.62530494698989,49.621032516254864,-35.569206208159535,1.8056512560908913,1.8056512560908913,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,5,F,1188,1594.0,1463.6698680024622,111.36188584987471,49.621032516254864,-30.652786368591755,-0.2582908589477986,0.2582908589477986,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,6,G,1156,2240.0,2112.3693736311006,100.04169098589358,49.621032516254864,-22.03209713324909,-0.06745812961537413,0.06745812961537413,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID03,7,H,1173,2140.0,1977.3747929489177,109.67861862456729,49.621032516254864,3.325555910260114,-2.388663210177387,2.388663210177387,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,0,A,1199,2464.0,2304.9977338889335,99.63407516744715,49.621032516254864,9.747158427364532,-1.8300221717129086,1.8300221717129086,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,1,B,1200,1336.0,1142.0742639648402,113.68825825925543,49.621032516254864,30.616445259649545,-3.6953859614140936,3.6953859614140936,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,2,C,1198,1450.0,1358.4621921014116,127.33774979143755,49.621032516254864,-85.42097440910399,-3.1061198065548967,3.1061198065548967,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,3,D,1201,2568.0,2348.5921333501933,124.5107442518789,49.621032516254864,45.276089881672924,-3.118839865176155,3.118839865176155,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,4,E,1200,2810.0,2606.3111643093216,109.62530494698989,49.621032516254864,44.44249822743364,-32.4899302289116,32.4899302289116,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,5,F,1178,2276.0,1804.225612223476,111.36188584987471,49.621032516254864,310.7914694103944,-53.57174851724512,53.57174851724512,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,6,G,1171,2205.0,2059.4453019267157,100.04169098589358,49.621032516254864,-4.108025428864174,-44.65961263053094,44.65961263053094,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID04,7,H,1187,3093.0,2803.3939036735246,109.67861862456729,49.621032516254864,130.30644518565322,-33.01605772645166,33.01605772645166,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,0,A,1196,3074.0,2497.6683768581665,99.63407516744715,49.621032516254864,427.0765154581315,19.9101209076358,19.9101209076358,bottom,0.0,-3.440323989956749,3.440623502440701,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,1,B,1197,1617.0,1505.5683963683389,113.68825825925543,49.621032516254864,-51.87768714384918,34.39878291662765,34.39878291662765,bottom,0.0,-12.494147436912742,12.461488333325178,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,2,C,1199,1741.0,1519.6544481164203,127.33774979143755,49.621032516254864,44.386769575887264,34.03593967053319,34.03593967053319,bottom,0.0,-14.86214460516902,15.954061408605071,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,3,D,1200,2588.0,2415.402357174011,124.5107442518789,49.621032516254864,-1.5341339421445994,19.251588642453772,19.251588642453772,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,4,E,1200,2478.0,2298.0495467520655,109.62530494698989,49.621032516254864,20.704115784689797,-11.949364266630685,11.949364266630685,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,5,F,1189,1481.0,1281.4304446546757,111.36188584987471,49.621032516254864,38.58663697919469,-24.308629329023766,24.308629329023766,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,6,G,1121,1586.0,1460.8840177972897,100.04169098589358,49.621032516254864,-24.54674129943819,-20.994022153178722,20.994022153178722,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID05,7,H,1193,2565.0,2371.3991052039078,109.67861862456729,49.621032516254864,34.30124365527008,-14.738877166449507,14.738877166449507,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,reconstructed_from_relabelled_balls,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,0,A,1198,3018.5,2750.2633473494343,99.63407516744715,49.621032516254864,118.98154496686368,31.367093253786745,31.367093253786745,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,1,B,1200,1996.0,1880.7717307541154,113.68825825925543,49.621032516254864,-48.08102152962572,49.56642752391277,49.56642752391277,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,2,C,1200,2239.0,1914.6070578302824,127.33774979143755,49.621032516254864,147.43415986202515,48.39214515285226,48.39214515285226,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,3,D,1200,2869.0,2680.0884279228835,124.5107442518789,49.621032516254864,14.77979530898272,30.926362417948187,30.926362417948187,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,4,E,1200,2493.0,2249.515343345785,109.62530494698989,49.621032516254864,84.23831919097032,2.680208797104658,2.680208797104658,top,-1326.3747130504792,66.98787928657134,-67.48968469509055,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,5,F,1194,1373.0,1146.8259383209565,111.36188584987471,49.621032516254864,65.19114331291388,2.673458192551971,2.673458192551971,top,-1378.0729960177282,-0.8078551770443028,-1.5888359752382257,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,6,G,1152,1553.0,1378.3803972112412,100.04169098589358,49.621032516254864,24.956879286610366,2.39512620860298,2.39512620860298,top,-1373.9617889643982,15.372162129036496,-15.681251693183867,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID06,7,H,1176,2469.0,2311.1961500594766,109.67861862456729,49.621032516254864,-1.4958012002987786,-0.5533949020986633,0.5533949020986633,top,-1453.8877084696278,-30.738589762521542,32.4388971715332,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,0,A,1201,2365.0,2269.390657440308,99.63407516744715,49.621032516254864,-53.64576512401015,-0.6429042770159337,0.6429042770159337,bottom,0.0,-3.440323989956749,3.440623502440701,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,1,B,1197,1993.0,1934.461745619734,113.68825825925543,49.621032516254864,-104.77103639524438,-0.7542214176430929,0.7542214176430929,bottom,0.0,-12.494147436912742,12.461488333325178,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,2,C,1200,1284.0,1257.6338144239362,127.33774979143755,49.621032516254864,-150.59259673162862,-1.1601708156864237,1.1601708156864237,bottom,0.0,-14.86214460516902,15.954061408605071,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
ID07,3,D,1199,1806.0,1630.9489951780133,124.5107442518789,49.621032516254864,0.9192280538529118,-2.7987211758569623,2.7987211758569623,bottom,-54.17128793413731,-20.016980444000758,20.464701947608063,motive_iantenna,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/opti_captures/full
