layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,accuracy_median_mm,horizontal_median_mm,vertical_median_mm
v4-io,T4,static,6,ABEFGH,CD,2,0,lower_heavy,0,0,0,137.4000500826312,69.11648939000833,103.35274989292486
v4-io,T4,static,6,ACDEFG,BH,1,1,balanced,0,1,1,150.4444781050063,77.86655417903776,106.55776296997914
v4-io,T4,static,6,ACDEFH,BG,1,1,balanced,1,0,1,92.6759828672692,54.82828608205814,70.9831428838454
v4-io,T4,static,6,ACDEGH,BF,1,1,balanced,0,0,1,89.99765748240208,60.160630389173626,45.8740612182462
v4-io,T4,static,6,ACDFGH,BE,1,1,balanced,0,0,0,92.44972029090314,43.290648456055635,77.55800760827827
v4-io,T4,static,6,ACEFGH,BD,2,0,lower_heavy,0,0,0,130.5167883750624,62.64329746892198,103.22931419629407
v4-io,T4,static,6,ADEFGH,BC,2,0,lower_heavy,0,0,0,142.00433262787988,39.497186533114224,100.12078926257202
v4-io,T4,static,6,BCDEFG,AH,1,1,balanced,0,1,1,105.39262872506691,64.50536159017321,82.36623000147283
v4-io,T4,static,6,BCDEFH,AG,1,1,balanced,1,0,1,137.78672347266752,71.95430468286762,63.57573388461067
v4-io,T4,static,6,BCDEGH,AF,1,1,balanced,0,0,1,91.19942874660984,45.94771508275747,57.22294809682171
v4-io,T4,static,6,BCDFGH,AE,1,1,balanced,0,0,0,104.61253022940036,54.939175881137245,60.15892675746477
v4-io,T4,static,6,BCEFGH,AD,2,0,lower_heavy,0,0,0,132.90072958378153,63.25913907935298,115.96445778130874
v4-io,T4,static,6,BDEFGH,AC,2,0,lower_heavy,0,0,0,123.96589474609237,51.177121150666466,84.54918725656216
v4-io,T4,static,6,CDEFGH,AB,2,0,lower_heavy,0,0,0,96.84740870293307,44.95906866196337,86.5115107071174
v4-io,T4,static,5,ABCDE,FGH,0,3,upper_heavy,1,1,3,95.9071966761851,63.214502799305436,52.764427426878115
v4-io,T4,static,5,ABCDF,EGH,0,3,upper_heavy,1,1,2,132.15081511401036,59.41466508369459,96.81526753627625
v4-io,T4,static,5,ABCDG,EFH,0,3,upper_heavy,0,1,2,110.67588625298822,53.678161009892854,85.58201030353638
v4-io,T4,static,5,ABCDH,EFG,0,3,upper_heavy,1,0,2,102.2077718979034,52.741719879651896,78.47752032075672
v4-io,T4,static,5,ABCEF,DGH,1,2,upper_heavy,1,1,2,111.40449756589226,90.2378311014696,68.16549266890513
v4-io,T4,static,5,ABCEG,DFH,1,2,upper_heavy,0,1,2,176.57568278642432,110.70502862720589,98.54741272526354
v4-io,T4,static,5,ABCEH,DFG,1,2,upper_heavy,1,0,2,121.06216826868157,68.93039131516596,82.1250599141872
v4-io,T4,static,5,ABCFG,DEH,1,2,upper_heavy,0,1,1,123.58397257338031,81.9590683252044,93.91362190303252
v4-io,T4,static,5,ABCFH,DEG,1,2,upper_heavy,1,0,1,121.09816029680059,71.8266659711041,73.00731104390377
v4-io,T4,static,5,ABCGH,DEF,1,2,upper_heavy,0,0,1,124.27041337445365,59.6664878841122,87.4645273566633
v4-io,T4,static,5,ABDEF,CGH,1,2,upper_heavy,1,1,2,123.35005870897879,66.16349602195416,64.58711866577644
v4-io,T4,static,5,ABDEG,CFH,1,2,upper_heavy,0,1,2,97.67802618154563,48.53175117295438,49.70525008712448
v4-io,T4,static,5,ABDEH,CFG,1,2,upper_heavy,1,0,2,99.43406413588912,53.72865698261948,53.7710417387468
v4-io,T4,static,5,ABDFG,CEH,1,2,upper_heavy,0,1,1,121.91481078391422,69.87336762284599,99.33018109794585
v4-io,T4,static,5,ABDFH,CEG,1,2,upper_heavy,1,0,1,201.44468899932846,119.50325004887331,79.35203944628711
v4-io,T4,static,5,ABDGH,CEF,1,2,upper_heavy,0,0,1,102.35857345071545,67.82089085679387,77.12581080348593
v4-io,T4,static,5,ABEFG,CDH,2,1,lower_heavy,0,1,1,127.3851731123998,79.27805492744666,87.91997949950951
v4-io,T4,static,5,ABEFH,CDG,2,1,lower_heavy,1,0,1,123.06145799030314,75.0480664208269,85.41507439567931
v4-io,T4,static,5,ABEGH,CDF,2,1,lower_heavy,0,0,1,146.29947482905567,65.55058517866081,121.6862477466926
v4-io,T4,static,5,ABFGH,CDE,2,1,lower_heavy,0,0,0,128.78470436983253,67.66248500290249,120.77994699832021
v4-io,T4,static,5,ACDEF,BGH,1,2,upper_heavy,1,1,2,208.3822546484617,97.3561876448461,135.3955311073268
v4-io,T4,static,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,179.20049508632087,107.08918648833867,82.56900071705047
v4-io,T4,static,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,90.70594951718124,69.63396527428628,41.04014803542702
v4-io,T4,static,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,171.70103952310117,70.98515572956092,134.15164597278272
v4-io,T4,static,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,95.02130790733625,67.30427233311875,64.8325032807002
v4-io,T4,static,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,69.06441226521939,55.14624831257629,44.435808608783105
v4-io,T4,static,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,186.43809576839234,127.49866504328696,124.69072458511687
v4-io,T4,static,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,120.2498254689619,80.87905847809415,88.1811773070392
v4-io,T4,static,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,133.51273202891628,57.89070685834098,98.1127827002104
v4-io,T4,static,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,128.44538323424476,73.04449931082442,103.67064372763127
v4-io,T4,static,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,182.50807093061502,88.96800094818065,137.0040245174091
v4-io,T4,static,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,95.93582117607181,43.25494275306703,68.96581927885086
v4-io,T4,static,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,101.92335294241371,54.72081316502121,69.9885304783013
v4-io,T4,static,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,142.41728166200926,76.73285719772204,111.44923238283104
v4-io,T4,static,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,140.03247067438053,61.56073873366151,112.34187798655319
v4-io,T4,static,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,152.4168800161055,81.64906437568264,89.31998801972009
v4-io,T4,static,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,100.35214054603324,56.08262809575018,55.73019722706209
v4-io,T4,static,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,131.12970234457362,74.59017402235031,78.9656138509207
v4-io,T4,static,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,113.8482964238453,61.6928417154281,73.39792903642558
v4-io,T4,static,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,163.59456949030715,92.17300227240378,73.29986578669767
v4-io,T4,static,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,99.35032793686528,55.91563934769148,53.90470330250842
v4-io,T4,static,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,144.04876155253817,81.46011787370801,127.53448429067134
v4-io,T4,static,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,152.46094915021635,74.95146310377058,88.94585695997762
v4-io,T4,static,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,163.8144756824571,51.74994712131643,132.94549687536096
v4-io,T4,static,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,127.91972900908499,81.06846493750973,94.5763476989705
v4-io,T4,static,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,101.1098051679462,55.69237112427067,85.09451547740164
v4-io,T4,static,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,183.39404026525807,87.7133693968038,87.62196721750456
v4-io,T4,static,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,72.65179700524719,47.71494545872392,65.08411532390795
v4-io,T4,static,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,122.7812380282466,86.50011291368197,77.66701444095659
v4-io,T4,static,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,173.31494063846205,67.4427026082315,142.67480586411284
v4-io,T4,static,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,146.627110192425,76.87715079122556,126.60063433057881
v4-io,T4,static,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,159.4099528384083,82.69179161782343,91.47657262798322
v4-io,T4,static,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,109.9490348138201,69.79200718808252,60.73040248755456
v4-io,T4,static,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,101.27721470414093,54.75461387753058,77.72213041458656
v4-io,T4,static,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,139.84029956934936,61.49729883634156,119.16411010574467
v4-io,T4,static,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,120.72537597439243,45.43426414905234,107.44178223714687
v4-io,T4,static,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,1894.1113994841373,56.290092399794204,1892.827113295496
v4-io,T4,static,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,175.23379642947538,102.5516670711678,97.58370006254881
v4-io,T4,static,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,123.4993586730979,84.40833375512277,90.7548578988238
v4-io,T4,static,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,183.86178567602553,128.24277689291128,130.89074100068083
v4-io,T4,static,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,164.60678285490832,73.77816285209092,139.3590420960461
v4-io,T4,static,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,120.20593316144719,76.9524397640281,50.14879344395358
v4-io,T4,static,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,194.37456499977253,123.20879038455536,99.7601088675026
v4-io,T4,static,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,123.3197250967516,74.78015380718027,95.0083345265833
v4-io,T4,static,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,158.19774858963353,98.68116164774985,86.56073231202993
v4-io,T4,static,4,ABEF,CDGH,2,2,balanced,1,1,2,227.14413102035257,124.84002940920793,76.52315684462735
v4-io,T4,static,4,ABEG,CDFH,2,2,balanced,0,1,2,171.79033643349567,101.06334333398559,99.20943116646879
v4-io,T4,static,4,ABEH,CDFG,2,2,balanced,1,0,2,115.63398105072702,65.77185314271091,87.4138707727027
v4-io,T4,static,4,ABFG,CDEH,2,2,balanced,0,1,1,166.98536699193488,89.69902143888578,132.46472597140416
v4-io,T4,static,4,ABFH,CDEG,2,2,balanced,1,0,1,275.9618690142697,137.9187492817316,176.97467162326268
v4-io,T4,static,4,ABGH,CDEF,2,2,balanced,0,0,1,276.3395427275683,166.94421227129288,220.20896264699945
v4-io,T4,static,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,201.19101778259312,103.13975521336334,117.78095653760943
v4-io,T4,static,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,178.5132268615016,81.1353934871486,157.10832177527294
v4-io,T4,static,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,195.62058763639783,97.77556180388589,107.35144090390575
v4-io,T4,static,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,87.05472258882261,52.344725614388594,54.842719048932224
v4-io,T4,static,4,ACEF,BDGH,2,2,balanced,1,1,2,220.39364555829718,155.66153003325095,107.28630074001103
v4-io,T4,static,4,ACEG,BDFH,2,2,balanced,0,1,2,281.71821860379544,217.79973745872724,73.68568228133677
v4-io,T4,static,4,ACEH,BDFG,2,2,balanced,1,0,2,114.47151856230005,64.53439067045856,88.89623943118073
v4-io,T4,static,4,ACFG,BDEH,2,2,balanced,0,1,1,163.1991722265301,123.08179056582645,113.01108310923627
v4-io,T4,static,4,ACFH,BDEG,2,2,balanced,1,0,1,132.17724367802987,83.85709664478046,94.11316228108433
v4-io,T4,static,4,ACGH,BDEF,2,2,balanced,0,0,1,174.56823551853353,94.36143883121485,124.13844568456085
v4-io,T4,static,4,ADEF,BCGH,2,2,balanced,1,1,2,187.3521187680478,99.90915955502042,120.18903077071343
v4-io,T4,static,4,ADEG,BCFH,2,2,balanced,0,1,2,224.0136986522835,121.55738919472972,121.31963056354448
v4-io,T4,static,4,ADEH,BCFG,2,2,balanced,1,0,2,99.23068134314792,62.44093213945169,49.288773331686485
v4-io,T4,static,4,ADFG,BCEH,2,2,balanced,0,1,1,889.0314177537914,495.51865087888353,735.5285179856251
v4-io,T4,static,4,ADFH,BCEG,2,2,balanced,1,0,1,213.60676955359327,115.68677641840605,115.49360580211214
v4-io,T4,static,4,ADGH,BCEF,2,2,balanced,0,0,1,112.98348208358372,68.46075090332242,86.65365665867768
v4-io,T4,static,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,199.92149324773044,111.60858264962151,117.14942832047382
v4-io,T4,static,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,135.16646817380968,80.88628613958973,102.93897833844136
v4-io,T4,static,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,151.94601489883513,55.49657222001606,91.84085729683363
v4-io,T4,static,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,175.79190984816364,67.93442988075353,143.23605074252737
v4-io,T4,static,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,149.10689101389565,83.32779233412873,117.42109847961683
v4-io,T4,static,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,205.85744040852728,94.29677660775053,132.93275414977
v4-io,T4,static,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,119.98670824190665,66.33350531439993,66.46493848555968
v4-io,T4,static,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,172.61085938621744,106.57278529408764,103.43902117806279
v4-io,T4,static,4,BCEF,ADGH,2,2,balanced,1,1,2,175.96648714964664,92.23150300823555,135.7269084187928
v4-io,T4,static,4,BCEG,ADFH,2,2,balanced,0,1,2,200.25253909480531,110.2385543126087,143.03814710533118
v4-io,T4,static,4,BCEH,ADFG,2,2,balanced,1,0,2,268.82404827519923,106.98563836250294,240.77673922978477
v4-io,T4,static,4,BCFG,ADEH,2,2,balanced,0,1,1,136.59433953014224,93.08373452579576,105.02190712678038
v4-io,T4,static,4,BCFH,ADEG,2,2,balanced,1,0,1,204.71364015882256,117.90782029194528,80.66005237232355
v4-io,T4,static,4,BCGH,ADEF,2,2,balanced,0,0,1,120.13184538941259,65.80269074195677,90.36411705993683
v4-io,T4,static,4,BDEF,ACGH,2,2,balanced,1,1,2,191.50103940912976,107.29267222552579,107.85024562877044
v4-io,T4,static,4,BDEG,ACFH,2,2,balanced,0,1,2,79.98273600540799,48.986172561421824,56.34400896012187
v4-io,T4,static,4,BDEH,ACFG,2,2,balanced,1,0,2,181.67925186078696,114.4201498013773,101.60377096265267
v4-io,T4,static,4,BDFG,ACEH,2,2,balanced,0,1,1,120.16959469259453,92.86489179862758,86.23655998833988
v4-io,T4,static,4,BDFH,ACEG,2,2,balanced,1,0,1,275.21119296026507,200.24926098764263,69.41400669951986
v4-io,T4,static,4,BDGH,ACEF,2,2,balanced,0,0,1,126.94204849664007,92.88644331065089,76.11763549215713
v4-io,T4,static,4,BEFG,ACDH,3,1,lower_heavy,0,1,1,165.04651977266047,84.43350735357146,148.24817259270344
v4-io,T4,static,4,BEFH,ACDG,3,1,lower_heavy,1,0,1,217.45648716739333,87.63991734416652,144.28391354002724
v4-io,T4,static,4,BEGH,ACDF,3,1,lower_heavy,0,0,1,162.34118743351394,47.37649307540927,147.98888135874412
v4-io,T4,static,4,BFGH,ACDE,3,1,lower_heavy,0,0,0,189.62868988834452,81.27280052847813,139.3682090573568
v4-io,T4,static,4,CDEF,ABGH,2,2,balanced,1,1,2,624.4647073335557,340.8446005336014,476.63935955175873
v4-io,T4,static,4,CDEG,ABFH,2,2,balanced,0,1,2,174.45535497565874,85.37119380900137,57.5755729121708
v4-io,T4,static,4,CDEH,ABFG,2,2,balanced,1,0,2,120.24260857633845,81.78454813745702,80.12446925495533
v4-io,T4,static,4,CDFG,ABEH,2,2,balanced,0,1,1,163.9137718033575,83.4604302233318,122.32325519014285
v4-io,T4,static,4,CDFH,ABEG,2,2,balanced,1,0,1,362.30857348164614,248.61780638296176,201.49200115435497
v4-io,T4,static,4,CDGH,ABEF,2,2,balanced,0,0,1,85.0492959265516,62.043894704757534,49.866016542666785
v4-io,T4,static,4,CEFG,ABDH,3,1,lower_heavy,0,1,1,187.57387739168368,103.20429454862166,125.30754302522246
v4-io,T4,static,4,CEFH,ABDG,3,1,lower_heavy,1,0,1,150.09239913152152,86.0621688862563,128.54066320534156
v4-io,T4,static,4,CEGH,ABDF,3,1,lower_heavy,0,0,1,154.4025617653408,61.00182258226651,119.08186442163867
v4-io,T4,static,4,CFGH,ABDE,3,1,lower_heavy,0,0,0,140.71291370201675,67.89555768867268,119.18647759033979
v4-io,T4,static,4,DEFG,ABCH,3,1,lower_heavy,0,1,1,191.1319781290294,89.5916251617078,142.02118707409005
v4-io,T4,static,4,DEFH,ABCG,3,1,lower_heavy,1,0,1,196.33447577429177,89.82613222010232,145.84595138955788
v4-io,T4,static,4,DEGH,ABCF,3,1,lower_heavy,0,0,1,110.21608405094221,46.72215804917015,82.52197451831103
v4-io,T4,static,4,DFGH,ABCE,3,1,lower_heavy,0,0,0,147.8892451113276,79.95009943611971,125.72264906318195
v4-io,T4,static,4,EFGH,ABCD,4,0,lower_heavy,0,0,0,355.26194252503535,47.36697626435017,211.75321229182407
