a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,D,A,5833,100,5833,1,0
A,E,A,1685,93,1685,1,0
A,F,A,4039,100,4039,1,0
A,G,A,3439,100,3439,1,0
A,H,A,5338,100,5338,1,0
A,B,A,3790,93,3790,1,0
A,C,A,2910,93,2910,1,0
A,D,A,5770,100,5770,1,0
A,E,A,1692,93,1692,1,0
A,F,A,4061,100,4061,1,0
A,G,A,3488,100,3488,1,0
A,H,A,5280,100,5280,1,0
A,B,A,3793,94,3793,1,0
A,C,A,2914,94,2914,1,0
A,D,A,5370,100,5370,1,0
A,E,A,1698,94,1698,1,0
A,F,A,4072,100,4072,1,0
A,G,A,3487,100,3487,1,0
A,H,A,5329,100,5329,1,0
A,B,A,3834,94,3834,1,0
A,C,A,2998,94,2998,1,0
A,D,A,5818,100,5818,1,0
A,E,A,1665,94,1665,1,0
A,F,A,4058,100,4058,1,0
A,G,A,3402,100,3402,1,0
A,H,A,5342,100,5342,1,0
A,B,A,3834,94,3834,1,0
A,C,A,43235,94,43235,1,0
A,D,A,5691,100,5691,1,0
A,E,A,1690,94,1690,1,0
A,F,A,4099,100,4099,1,0
A,G,A,3427,100,3427,1,0
A,H,A,5374,100,5374,1,0
A,B,A,3833,90,3833,1,0
A,C,A,2973,95,2973,1,0
A,D,A,5438,100,5438,1,0
A,E,A,1712,95,1712,1,0
A,F,A,4056,100,4056,1,0
A,G,A,3460,100,3460,1,0
A,H,A,5316,100,5316,1,0
A,B,A,3829,90,3829,1,0
A,C,A,2988,95,2988,1,0
A,D,A,5860,100,5860,1,0
A,E,A,1712,95,1712,1,0
A,F,A,4057,100,4057,1,0
A,G,A,3451,100,3451,1,0
A,H,A,5304,100,5304,1,0
A,B,A,3824,90,3824,1,0
A,C,A,3019,95,3019,1,0
A,D,A,5809,100,5809,1,0
A,E,A,1704,95,1704,1,0
A,F,A,4052,100,4052,1,0
A,G,A,3499,100,3499,1,0
A,H,A,5333,100,5333,1,0
A,B,A,3782,91,3782,1,0
A,C,A,2953,95,2953,1,0
A,D,A,5736,100,5736,1,0
A,E,A,1702,95,1702,1,0
A,F,A,4050,100,4050,1,0
A,G,A,3497,100,3497,1,0
A,H,A,5276,100,5276,1,0
A,B,A,3783,91,3783,1,0
A,C,A,3012,95,3012,1,0
A,D,A,5767,100,5767,1,0
A,E,A,1681,95,1681,1,0
A,F,A,4073,100,4073,1,0
A,G,A,3506,100,3506,1,0
A,H,A,5330,100,5330,1,0
A,B,A,3747,92,3747,1,0
A,C,A,2978,96,2978,1,0
A,D,A,5392,100,5392,1,0
A,E,A,1697,96,1697,1,0
A,F,A,4098,100,4098,1,0
A,G,A,3492,100,3492,1,0
A,H,A,5303,100,5303,1,0
A,B,A,3826,92,3826,1,0
A,C,A,2982,96,2982,1,0
A,D,A,5794,100,5794,1,0
A,E,A,1687,96,1687,1,0
A,F,A,4094,100,4094,1,0
A,G,A,3511,100,3511,1,0
A,H,A,5320,100,5320,1,0
A,B,A,3818,92,3818,1,0
A,C,A,2982,96,2982,1,0
A,D,A,5699,100,5699,1,0
A,E,A,1656,96,1656,1,0
A,F,A,4055,100,4055,1,0
A,G,A,3505,100,3505,1,0
A,H,A,5325,100,5325,1,0
A,B,A,3816,92,3816,1,0
A,C,A,2920,92,2920,1,0
A,D,A,5758,100,5758,1,0
A,E,A,1687,96,1687,1,0
A,F,A,4054,100,4054,1,0
A,G,A,3461,100,3461,1,0
A,H,A,5276,100,5276,1,0
A,B,A,3827,93,3827,1,0
A,C,A,3002,93,3002,1,0
A,D,A,5781,100,5781,1,0
A,E,A,1673,96,1673,1,0
A,F,A,4095,100,4095,1,0
A,G,A,3461,100,3461,1,0
A,H,A,5270,100,5270,1,0
A,B,A,3803,93,3803,1,0
A,C,A,2966,93,2966,1,0
A,D,A,5762,100,5762,1,0
A,E,A,1645,96,1645,1,0
A,F,A,4211,100,4211,1,0
A,G,A,3476,96,3476,1,0
A,H,A,5288,100,5288,1,0
A,B,A,3779,93,3779,1,0
A,C,A,2976,93,2976,1,0
A,D,A,5791,100,5791,1,0
A,E,A,1701,96,1701,1,0
A,F,A,4044,100,4044,1,0
A,G,A,3512,96,3512,1,0
A,H,A,5291,100,5291,1,0
A,B,A,3734,93,3734,1,0
A,C,A,2946,93,2946,1,0
A,D,A,5728,100,5728,1,0
A,E,A,1661,96,1661,1,0
A,F,A,4062,100,4062,1,0
A,G,A,3503,96,3503,1,0
A,H,A,5333,100,5333,1,0
A,B,A,3822,94,3822,1,0
A,C,A,2946,93,2946,1,0
A,D,A,5762,100,5762,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4061,100,4061,1,0
A,G,A,3513,100,3513,1,0
A,H,A,5308,100,5308,1,0
A,B,A,3850,94,3850,1,0
A,C,A,3022,88,3022,1,0
A,D,A,5802,100,5802,1,0
A,E,A,1693,100,1693,1,0
A,F,A,4091,100,4091,1,0
A,G,A,3514,100,3514,1,0
A,H,A,5327,100,5327,1,0
A,B,A,3779,94,3779,1,0
A,C,A,2965,89,2965,1,0
A,D,A,5784,100,5784,1,0
A,E,A,1687,100,1687,1,0
A,F,A,4085,100,4085,1,0
A,G,A,3527,100,3527,1,0
A,H,A,5307,100,5307,1,0
A,B,A,3828,95,3828,1,0
A,C,A,3038,90,3038,1,0
A,D,A,5541,100,5541,1,0
A,E,A,1646,100,1646,1,0
A,F,A,4002,100,4002,1,0
A,G,A,3490,100,3490,1,0
A,H,A,5315,100,5315,1,0
A,B,A,3791,95,3791,1,0
A,C,A,2941,90,2941,1,0
A,D,A,5734,100,5734,1,0
A,E,A,1708,100,1708,1,0
A,F,A,4058,100,4058,1,0
A,G,A,3499,100,3499,1,0
A,H,A,5264,100,5264,1,0
A,B,A,3834,95,3834,1,0
A,C,A,2916,90,2916,1,0
A,D,A,5793,100,5793,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4094,100,4094,1,0
A,G,A,3500,100,3500,1,0
A,H,A,5333,100,5333,1,0
A,B,A,3800,95,3800,1,0
A,C,A,3006,91,3006,1,0
A,D,A,5503,100,5503,1,0
A,E,A,1649,100,1649,1,0
A,F,A,4078,100,4078,1,0
A,G,A,3456,100,3456,1,0
A,H,A,5352,100,5352,1,0
A,B,A,3811,95,3811,1,0
A,C,A,2929,91,2929,1,0
A,D,A,5815,100,5815,1,0
A,E,A,1746,100,1746,1,0
A,F,A,4084,100,4084,1,0
A,G,A,3466,100,3466,1,0
A,H,A,5308,100,5308,1,0
A,B,A,3794,96,3794,1,0
A,C,A,2946,92,2946,1,0
A,D,A,5787,100,5787,1,0
A,E,A,1727,100,1727,1,0
A,F,A,4072,100,4072,1,0
A,G,A,3482,100,3482,1,0
A,H,A,5379,100,5379,1,0
A,B,A,3782,96,3782,1,0
A,C,A,3028,92,3028,1,0
A,D,A,5754,100,5754,1,0
A,E,A,1736,100,1736,1,0
A,F,A,4108,100,4108,1,0
A,G,A,3469,100,3469,1,0
A,H,A,5348,100,5348,1,0
A,B,A,3785,96,3785,1,0
A,C,A,2989,92,2989,1,0
A,D,A,5495,100,5495,1,0
A,E,A,1747,100,1747,1,0
A,F,A,4065,100,4065,1,0
A,G,A,3546,100,3546,1,0
A,H,A,5374,100,5374,1,0
A,B,A,3777,96,3777,1,0
A,C,A,2966,92,2966,1,0
A,D,A,5774,100,5774,1,0
A,E,A,1691,100,1691,1,0
A,F,A,4112,100,4112,1,0
A,G,A,3508,100,3508,1,0
A,H,A,5290,100,5290,1,0
A,B,A,3829,96,3829,1,0
A,C,A,2966,92,2966,1,0
A,D,A,5736,100,5736,1,0
A,E,A,1689,100,1689,1,0
A,F,A,4051,100,4051,1,0
A,G,A,3453,100,3453,1,0
A,H,A,5321,100,5321,1,0
A,B,A,3797,96,3797,1,0
A,C,A,2988,90,2988,1,0
A,D,A,5363,100,5363,1,0
A,E,A,1703,100,1703,1,0
A,F,A,4053,100,4053,1,0
A,G,A,3429,100,3429,1,0
A,H,A,5331,100,5331,1,0
A,B,A,3789,96,3789,1,0
A,C,A,2948,90,2948,1,0
A,D,A,5419,100,5419,1,0
A,E,A,1636,100,1636,1,0
A,F,A,4058,100,4058,1,0
A,G,A,3473,100,3473,1,0
A,H,A,5260,100,5260,1,0
A,B,A,3804,96,3804,1,0
A,C,A,3023,90,3023,1,0
A,D,A,5764,100,5764,1,0
A,E,A,1660,100,1660,1,0
A,F,A,4068,100,4068,1,0
A,G,A,3489,100,3489,1,0
A,H,A,5305,100,5305,1,0
A,B,A,3731,100,3731,1,0
A,C,A,3006,94,3006,1,0
A,D,A,5755,100,5755,1,0
A,E,A,1665,100,1665,1,0
A,F,A,4115,100,4115,1,0
A,G,A,3454,100,3454,1,0
A,H,A,5358,100,5358,1,0
A,B,A,3788,100,3788,1,0
A,C,A,2967,94,2967,1,0
A,D,A,5533,100,5533,1,0
A,E,A,1705,100,1705,1,0
A,F,A,4087,100,4087,1,0
A,G,A,3485,100,3485,1,0
A,H,A,5357,100,5357,1,0
A,B,A,3803,100,3803,1,0
A,C,A,2967,94,2967,1,0
A,D,A,5759,100,5759,1,0
A,E,A,1736,100,1736,1,0
A,F,A,4080,100,4080,1,0
A,G,A,3463,100,3463,1,0
A,H,A,5308,100,5308,1,0
A,B,A,3806,100,3806,1,0
A,C,A,2973,90,2973,1,0
A,D,A,5758,100,5758,1,0
A,E,A,1665,100,1665,1,0
A,F,A,4051,100,4051,1,0
A,G,A,3466,100,3466,1,0
A,H,A,5297,100,5297,1,0
A,B,A,3818,100,3818,1,0
A,C,A,2943,90,2943,1,0
A,D,A,5726,100,5726,1,0
A,E,A,1753,100,1753,1,0
A,F,A,4098,100,4098,1,0
A,G,A,3551,100,3551,1,0
A,H,A,5333,100,5333,1,0
A,B,A,3820,100,3820,1,0
A,C,A,2927,90,2927,1,0
A,D,A,5751,100,5751,1,0
A,E,A,1718,100,1718,1,0
A,F,A,4075,100,4075,1,0
A,G,A,3507,100,3507,1,0
A,H,A,5275,100,5275,1,0
A,B,A,3730,100,3730,1,0
A,C,A,2964,91,2964,1,0
A,D,A,5386,100,5386,1,0
A,E,A,1671,100,1671,1,0
A,F,A,4115,100,4115,1,0
A,G,A,3483,100,3483,1,0
A,H,A,5307,100,5307,1,0
A,B,A,3797,100,3797,1,0
A,C,A,2938,91,2938,1,0
A,D,A,5770,100,5770,1,0
A,E,A,1678,100,1678,1,0
A,F,A,4073,100,4073,1,0
A,G,A,3509,100,3509,1,0
A,H,A,5342,100,5342,1,0
A,B,A,3814,100,3814,1,0
A,C,A,2987,92,2987,1,0
A,D,A,5722,100,5722,1,0
A,E,A,1662,100,1662,1,0
A,F,A,4093,100,4093,1,0
A,G,A,3443,100,3443,1,0
A,H,A,5344,100,5344,1,0
A,B,A,3790,100,3790,1,0
A,C,A,2960,92,2960,1,0
A,D,A,5446,100,5446,1,0
A,E,A,1748,100,1748,1,0
A,F,A,4077,100,4077,1,0
A,G,A,3474,100,3474,1,0
A,H,A,5308,100,5308,1,0
A,B,A,3789,100,3789,1,0
A,C,A,2944,92,2944,1,0
A,D,A,5774,100,5774,1,0
A,E,A,1640,100,1640,1,0
A,F,A,4031,100,4031,1,0
A,G,A,3536,100,3536,1,0
A,H,A,5231,100,5231,1,0
A,B,A,3808,100,3808,1,0
A,C,A,2970,92,2970,1,0
A,D,A,5777,100,5777,1,0
A,E,A,1675,100,1675,1,0
A,F,A,4084,100,4084,1,0
A,G,A,3469,100,3469,1,0
A,H,A,5290,100,5290,1,0
A,B,A,3783,100,3783,1,0
A,C,A,2953,93,2953,1,0
A,D,A,5353,100,5353,1,0
A,E,A,1652,100,1652,1,0
A,F,A,4042,100,4042,1,0
A,G,A,3492,100,3492,1,0
A,H,A,5300,100,5300,1,0
A,B,A,3790,100,3790,1,0
A,C,A,2969,93,2969,1,0
A,D,A,5818,100,5818,1,0
A,E,A,1637,100,1637,1,0
A,F,A,4039,100,4039,1,0
A,G,A,3476,100,3476,1,0
A,H,A,5359,100,5359,1,0
A,B,A,3814,100,3814,1,0
A,C,A,2997,93,2997,1,0
A,D,A,5783,100,5783,1,0
A,E,A,1686,100,1686,1,0
A,F,A,4063,100,4063,1,0
A,G,A,3525,100,3525,1,0
A,H,A,5351,100,5351,1,0
A,B,A,3801,100,3801,1,0
A,C,A,3042,93,3042,1,0
A,D,A,5614,100,5614,1,0
A,E,A,1725,100,1725,1,0
A,F,A,4103,100,4103,1,0
A,G,A,3459,100,3459,1,0
A,H,A,5326,100,5326,1,0
A,B,A,3826,100,3826,1,0
A,C,A,2937,94,2937,1,0
A,D,A,5781,100,5781,1,0
A,E,A,1672,100,1672,1,0
A,F,A,3996,100,3996,1,0
A,G,A,3557,100,3557,1,0
A,H,A,5319,100,5319,1,0
A,B,A,3803,100,3803,1,0
A,C,A,2974,94,2974,1,0
A,D,A,5845,100,5845,1,0
A,E,A,1666,100,1666,1,0
A,F,A,4070,100,4070,1,0
A,G,A,3448,100,3448,1,0
A,H,A,5299,100,5299,1,0
A,B,A,3778,100,3778,1,0
A,C,A,2990,94,2990,1,0
A,D,A,5722,100,5722,1,0
A,E,A,1704,100,1704,1,0
A,F,A,4081,100,4081,1,0
A,G,A,3467,100,3467,1,0
A,H,A,5312,100,5312,1,0
A,B,A,3743,100,3743,1,0
A,C,A,2991,95,2991,1,0
A,D,A,5786,100,5786,1,0
A,E,A,1652,100,1652,1,0
A,F,A,4061,100,4061,1,0
A,G,A,3496,100,3496,1,0
A,H,A,5298,100,5298,1,0
A,B,A,3823,100,3823,1,0
A,C,A,2997,95,2997,1,0
A,D,A,5797,100,5797,1,0
A,E,A,1701,100,1701,1,0
A,F,A,4024,100,4024,1,0
A,G,A,3415,100,3415,1,0
A,H,A,5328,100,5328,1,0
A,B,A,3845,100,3845,1,0
A,C,A,2968,95,2968,1,0
A,D,A,5431,100,5431,1,0
A,E,A,1648,100,1648,1,0
A,F,A,4052,100,4052,1,0
A,G,A,3484,100,3484,1,0
A,H,A,5339,100,5339,1,0
A,B,A,3822,100,3822,1,0
A,C,A,2925,95,2925,1,0
A,D,A,5739,100,5739,1,0
A,E,A,1708,100,1708,1,0
A,F,A,4060,100,4060,1,0
A,G,A,3484,100,3484,1,0
A,H,A,5281,100,5281,1,0
A,B,A,3782,100,3782,1,0
A,C,A,2967,95,2967,1,0
A,D,A,5793,100,5793,1,0
A,E,A,1674,100,1674,1,0
A,F,A,4103,100,4103,1,0
A,G,A,3510,95,3510,1,0
A,H,A,5304,100,5304,1,0
A,B,A,3804,100,3804,1,0
A,C,A,2971,96,2971,1,0
A,D,A,5812,100,5812,1,0
A,E,A,1740,100,1740,1,0
A,F,A,4078,100,4078,1,0
A,G,A,3450,96,3450,1,0
A,H,A,5305,100,5305,1,0
A,B,A,3764,100,3764,1,0
A,C,A,2991,96,2991,1,0
A,D,A,5850,100,5850,1,0
A,E,A,1664,100,1664,1,0
A,F,A,4041,100,4041,1,0
A,G,A,3450,96,3450,1,0
A,H,A,5357,100,5357,1,0
A,B,A,3850,100,3850,1,0
A,C,A,3058,96,3058,1,0
A,D,A,5408,100,5408,1,0
A,E,A,1741,100,1741,1,0
A,F,A,4086,100,4086,1,0
A,G,A,3477,96,3477,1,0
A,H,A,5352,100,5352,1,0
A,B,A,3844,100,3844,1,0
A,C,A,2937,96,2937,1,0
A,D,A,5456,100,5456,1,0
A,E,A,1660,100,1660,1,0
A,F,A,4097,100,4097,1,0
A,G,A,3486,96,3486,1,0
A,H,A,5352,100,5352,1,0
A,B,A,3791,100,3791,1,0
A,C,A,2956,96,2956,1,0
A,D,A,5422,100,5422,1,0
A,E,A,1763,100,1763,1,0
A,F,A,4122,100,4122,1,0
A,G,A,2711,96,2711,1,0
A,H,A,5329,100,5329,1,0
A,B,A,3829,100,3829,1,0
A,C,A,2926,96,2926,1,0
A,D,A,5487,100,5487,1,0
A,E,A,1693,100,1693,1,0
A,F,A,4068,100,4068,1,0
A,G,A,3496,96,3496,1,0
A,H,A,5276,100,5276,1,0
A,B,A,3732,100,3732,1,0
A,C,A,2987,96,2987,1,0
A,D,A,5784,100,5784,1,0
A,E,A,1708,100,1708,1,0
A,F,A,4039,100,4039,1,0
A,G,A,3526,96,3526,1,0
A,H,A,5322,100,5322,1,0
A,B,A,3793,100,3793,1,0
A,C,A,2928,96,2928,1,0
A,D,A,5812,100,5812,1,0
A,E,A,1649,100,1649,1,0
A,F,A,4050,100,4050,1,0
A,G,A,3485,96,3485,1,0
A,H,A,5263,100,5263,1,0
A,B,A,3831,100,3831,1,0
A,C,A,2928,96,2928,1,0
A,D,A,5445,100,5445,1,0
A,E,A,1634,100,1634,1,0
A,F,A,4103,100,4103,1,0
A,G,A,3451,100,3451,1,0
A,H,A,5362,100,5362,1,0
A,B,A,3782,100,3782,1,0
A,C,A,2977,94,2977,1,0
A,D,A,5772,100,5772,1,0
A,E,A,1724,100,1724,1,0
A,F,A,4086,100,4086,1,0
A,G,A,3494,100,3494,1,0
A,H,A,5358,100,5358,1,0
A,B,A,3804,100,3804,1,0
A,C,A,2918,94,2918,1,0
A,D,A,5345,100,5345,1,0
A,E,A,1722,100,1722,1,0
A,F,A,4077,100,4077,1,0
A,G,A,3550,100,3550,1,0
A,H,A,5247,100,5247,1,0
A,B,A,3800,100,3800,1,0
A,C,A,2990,95,2990,1,0
A,D,A,5796,100,5796,1,0
A,E,A,1641,100,1641,1,0
A,F,A,4085,100,4085,1,0
A,G,A,3458,100,3458,1,0
A,H,A,5341,100,5341,1,0
A,B,A,3766,100,3766,1,0
A,C,A,2955,95,2955,1,0
A,D,A,5756,100,5756,1,0
A,E,A,1755,100,1755,1,0
A,F,A,4100,100,4100,1,0
A,G,A,3464,100,3464,1,0
A,H,A,5290,100,5290,1,0
A,B,A,3812,100,3812,1,0
A,C,A,2947,95,2947,1,0
A,D,A,5818,100,5818,1,0
A,E,A,1650,100,1650,1,0
A,F,A,4088,100,4088,1,0
A,G,A,3507,100,3507,1,0
A,H,A,5291,100,5291,1,0
A,B,A,3845,100,3845,1,0
A,C,A,2934,95,2934,1,0
A,D,A,5840,100,5840,1,0
A,E,A,1674,100,1674,1,0
A,F,A,4082,100,4082,1,0
A,G,A,3441,100,3441,1,0
A,H,A,5339,100,5339,1,0
A,B,A,3808,100,3808,1,0
A,C,A,3002,95,3002,1,0
A,D,A,5782,100,5782,1,0
A,E,A,1703,100,1703,1,0
A,F,A,4133,100,4133,1,0
A,G,A,3469,100,3469,1,0
A,H,A,5318,100,5318,1,0
A,B,A,3786,100,3786,1,0
A,C,A,2950,96,2950,1,0
A,D,A,5436,100,5436,1,0
A,E,A,1692,100,1692,1,0
A,F,A,4064,100,4064,1,0
A,G,A,3571,100,3571,1,0
A,H,A,5310,100,5310,1,0
A,B,A,3818,100,3818,1,0
A,C,A,2940,96,2940,1,0
A,D,A,5398,100,5398,1,0
A,E,A,1655,100,1655,1,0
A,F,A,4096,100,4096,1,0
A,G,A,3549,100,3549,1,0
A,H,A,5277,100,5277,1,0
A,B,A,3764,100,3764,1,0
A,C,A,2971,96,2971,1,0
A,D,A,5857,100,5857,1,0
A,E,A,1725,100,1725,1,0
A,F,A,4055,100,4055,1,0
A,G,A,3464,100,3464,1,0
A,H,A,5373,100,5373,1,0
A,B,A,3794,100,3794,1,0
A,C,A,2911,96,2911,1,0
A,D,A,5804,100,5804,1,0
A,E,A,1753,100,1753,1,0
A,F,A,4055,100,4055,1,0
A,G,A,3455,100,3455,1,0
A,H,A,5274,100,5274,1,0
A,B,A,3800,100,3800,1,0
A,C,A,3002,96,3002,1,0
A,D,A,5788,100,5788,1,0
A,E,A,1735,100,1735,1,0
A,F,A,4078,100,4078,1,0
A,G,A,3463,100,3463,1,0
A,H,A,5332,100,5332,1,0
A,B,A,3830,100,3830,1,0
A,C,A,2957,96,2957,1,0
A,D,A,5719,100,5719,1,0
A,E,A,1760,100,1760,1,0
A,F,A,4162,100,4162,1,0
A,G,A,3470,100,3470,1,0
A,H,A,5310,100,5310,1,0
A,B,A,3797,100,3797,1,0
A,C,A,2980,96,2980,1,0
A,D,A,5405,100,5405,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4130,100,4130,1,0
A,G,A,3470,100,3470,1,0
A,H,A,5250,100,5250,1,0
A,B,A,3815,100,3815,1,0
A,C,A,2944,96,2944,1,0
A,D,A,5857,100,5857,1,0
A,E,A,1698,100,1698,1,0
A,F,A,4092,100,4092,1,0
A,G,A,3465,96,3465,1,0
A,H,A,5345,100,5345,1,0
A,B,A,3767,100,3767,1,0
A,C,A,2960,100,2960,1,0
A,D,A,5780,100,5780,1,0
A,E,A,1645,100,1645,1,0
A,F,A,4166,100,4166,1,0
A,G,A,3510,100,3510,1,0
A,H,A,5279,100,5279,1,0
A,B,A,3806,100,3806,1,0
A,C,A,2919,100,2919,1,0
A,D,A,5860,100,5860,1,0
A,E,A,1643,100,1643,1,0
A,F,A,4117,100,4117,1,0
A,G,A,3456,100,3456,1,0
A,H,A,5356,100,5356,1,0
A,B,A,3789,100,3789,1,0
A,C,A,2984,100,2984,1,0
A,D,A,5746,100,5746,1,0
A,E,A,1711,100,1711,1,0
A,F,A,4089,100,4089,1,0
A,G,A,3464,100,3464,1,0
A,H,A,5337,100,5337,1,0
A,B,A,3833,100,3833,1,0
A,C,A,2976,100,2976,1,0
A,D,A,5788,100,5788,1,0
A,E,A,1713,100,1713,1,0
A,F,A,4080,100,4080,1,0
A,G,A,3475,100,3475,1,0
A,H,A,5375,100,5375,1,0
A,B,A,3792,100,3792,1,0
A,C,A,2912,100,2912,1,0
A,D,A,5754,100,5754,1,0
A,E,A,1615,100,1615,1,0
A,F,A,4113,100,4113,1,0
A,G,A,3524,100,3524,1,0
A,H,A,5306,100,5306,1,0
A,B,A,3783,100,3783,1,0
A,C,A,2961,100,2961,1,0
A,D,A,5730,100,5730,1,0
A,E,A,1643,100,1643,1,0
A,F,A,4059,100,4059,1,0
A,G,A,3439,100,3439,1,0
A,H,A,5374,100,5374,1,0
A,B,A,3777,100,3777,1,0
A,C,A,2957,100,2957,1,0
A,D,A,5701,100,5701,1,0
A,E,A,1668,100,1668,1,0
A,F,A,4071,100,4071,1,0
A,G,A,3476,100,3476,1,0
A,H,A,5327,100,5327,1,0
A,B,A,3790,100,3790,1,0
A,C,A,2963,100,2963,1,0
A,D,A,5699,100,5699,1,0
A,E,A,1737,100,1737,1,0
A,F,A,4146,100,4146,1,0
A,G,A,3516,100,3516,1,0
A,H,A,5292,100,5292,1,0
A,B,A,3818,100,3818,1,0
A,C,A,2896,100,2896,1,0
A,D,A,5785,100,5785,1,0
A,E,A,1673,100,1673,1,0
A,F,A,4041,100,4041,1,0
A,G,A,3435,100,3435,1,0
A,H,A,5344,100,5344,1,0
A,B,A,3816,100,3816,1,0
A,C,A,3027,100,3027,1,0
A,D,A,5490,100,5490,1,0
A,E,A,1699,100,1699,1,0
A,F,A,4087,100,4087,1,0
A,G,A,3478,100,3478,1,0
A,H,A,5385,100,5385,1,0
A,B,A,3797,100,3797,1,0
A,C,A,3028,100,3028,1,0
A,D,A,5788,100,5788,1,0
A,E,A,1671,100,1671,1,0
A,F,A,4087,100,4087,1,0
A,G,A,3487,100,3487,1,0
A,H,A,5283,100,5283,1,0
A,B,A,3810,100,3810,1,0
A,C,A,3008,100,3008,1,0
A,D,A,5735,100,5735,1,0
A,E,A,1640,100,1640,1,0
A,F,A,4064,100,4064,1,0
A,G,A,3474,100,3474,1,0
A,H,A,5310,100,5310,1,0
A,B,A,3804,100,3804,1,0
A,C,A,2952,100,2952,1,0
A,D,A,5862,100,5862,1,0
A,E,A,1676,100,1676,1,0
A,F,A,4056,100,4056,1,0
A,G,A,3498,100,3498,1,0
A,H,A,5327,100,5327,1,0
A,B,A,3800,100,3800,1,0
A,C,A,2928,100,2928,1,0
A,D,A,5748,100,5748,1,0
A,E,A,1728,100,1728,1,0
A,F,A,4057,100,4057,1,0
A,G,A,3434,100,3434,1,0
A,H,A,5335,100,5335,1,0
A,B,A,3792,100,3792,1,0
A,C,A,2964,100,2964,1,0
A,D,A,5767,100,5767,1,0
A,E,A,1664,100,1664,1,0
