case_id,report_label,experiment,layout_solver,layout_variant,delay_mode,scale_source,alignment_frame,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,anchor_fit_det,anchor_fit_scale
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-100.85897653673807,1454.0091496704881,-1061.5731349941304,-63.9057945,1133.4998500000002,-956.9902950000001,-36.95318203673807,320.50929967048796,-104.58283999413038,339.15972529052567,110.91937650328809,320.50929967048796,motive_iantenna,False,63.05587286391875,72.10663833120329,159.86120639327905,244.59384224163006,8.0,8.0,91.84013322231473,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,37.989052040643514,1919.5060429262717,-1047.0641367297735,-43.6886845,1590.1300500000002,-956.35754,81.67773654064351,329.37599292627146,-90.70659672977354,351.26554635043243,122.06121143385616,329.37599292627146,motive_iantenna,False,49.18587326848205,91.64394108038185,98.0317601905361,182.2443293409305,8.0,8.0,91.3405495420483,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-139.15420594629092,1280.6501844050767,-202.78429502996886,-189.628155,1139.0976,-197.96616,50.47394905370908,141.5525844050767,-4.8181350299688575,150.35946298786715,50.70339197966377,141.5525844050767,motive_iantenna,False,274.00990567689934,518.1291031175358,154.59366648697693,258.63159329120185,8.0,8.0,91.66666666666666,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-175.81937827191155,1102.6563106926624,-260.9053602367805,-198.69532,1132.6278,-194.690585,22.875941728088463,-29.971489307337606,-66.2147752367805,76.1970822335351,70.05501530657358,29.971489307337606,motive_iantenna,False,138.12835550019167,284.485912068254,157.54784237174925,234.0915015758397,8.0,8.0,91.9233971690258,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-133.08053551050511,1181.7257297523875,-264.87332792407335,-200.165335,1132.2551,-184.312585,67.08479948949488,49.47062975238737,-80.56074292407334,115.92129584818382,104.83512590264947,49.47062975238737,motive_iantenna,False,155.94242055011406,265.8770139785244,153.70546563529504,247.72288119050202,8.0,8.0,95.58701082431307,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-149.4586264680031,1063.1551356901632,-282.31853429158144,-184.85465499999998,1122.0572,-185.78015499999998,35.396028531996876,-58.90206430983676,-96.53837929158146,118.49890586854939,102.82284528295831,58.90206430983676,motive_iantenna,False,172.85215557132256,354.8252492252278,188.27710954502285,266.2712868716242,8.0,8.0,89.75853455453789,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-203.80342354276516,-8.472747636626725,-336.244610061782,-180.39839999999998,209.45865500000002,-328.203235,-23.40502354276518,-217.93140263662676,-8.041375061781991,219.33206581594303,24.74790576840072,217.93140263662676,motive_iantenna,False,87.5978063033512,156.1956473643012,92.29893611503188,131.31688461075092,8.0,8.0,92.49374478732277,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-344.18709402942244,31.500713165029254,-269.25659036345354,-295.4243,206.90585,-224.00141000000002,-48.76279402942242,-175.40513683497073,-45.25518036345352,187.5974505673768,66.52699776244667,175.40513683497073,motive_iantenna,False,60.95685471356211,110.31261879835637,89.64220704246132,141.68854594621098,8.0,8.0,92.91075896580485,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-237.6131354886056,-194.14469125645203,-33.16066286363474,-188.530555,205.96057000000002,-114.135095,-49.0825804886056,-400.1052612564521,80.97443213636527,411.1571213688522,94.68874467024722,400.1052612564521,motive_iantenna,False,108.7309859282369,233.77633050198105,170.0965761899567,221.41998919544332,8.0,8.0,89.84179850124896,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,-13.133325186376684,-87.35192057437973,-243.82565374052166,-80.19599149999999,202.56013000000002,-220.692665,67.06266631362331,-289.91205057437975,-23.132988740521654,298.46529689296074,70.94037201172185,289.91205057437975,motive_iantenna,False,96.24733486938592,208.06985672382797,132.84447907876455,207.09131900153662,8.0,8.0,91.42381348875936,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-224.87515970787874,1912.97117835787,-219.39745994713178,-212.053465,1598.6443,-226.93474500000002,-12.821694707878748,314.3268783578701,7.537285052868242,314.67855500391744,14.87301318328727,314.3268783578701,motive_iantenna,False,66.92800724933483,115.67304419498595,110.5804214508075,210.3327301459993,8.0,8.0,91.3405495420483,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-222.71908895224243,1827.6293504454807,-227.31952058645487,-232.83767,1599.3211999999999,-235.17408,10.118581047757573,228.3081504454808,7.854559413545132,228.6672065378795,12.80936321605993,228.3081504454808,motive_iantenna,False,54.08319075840648,93.24612008939643,151.17219421165376,227.45283357595534,8.0,8.0,92.67277268942547,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-194.63319973395198,1961.004812428042,-293.77628712055974,-230.87733,1599.6642499999998,-223.24148,36.24413026604802,361.3405624280422,-70.53480712055975,369.94026281291775,79.30192932253807,361.3405624280422,motive_iantenna,False,83.31074862005818,132.53195528335382,102.581916730853,174.19704850228595,8.0,8.0,93.75520399666945,,
D1,"Vicon coords, no residual correction",align_to_vicon,v4-io,vicon_truth,zero_delay,OptiTrack truth anchors,OptiTrack,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-285.79366044880885,1929.8338684040634,-318.72188426192685,-218.202475,1599.5815,-226.071175,-67.59118544880886,330.2523684040634,-92.65070926192683,349.59884026353205,114.68531848982836,330.2523684040634,motive_iantenna,False,96.05670311678273,200.59756240239375,157.59385089179864,219.3399458469668,8.0,8.0,92.5895087427144,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-484.31785377142273,-110.80082429871608,-351.134288951883,-542.215344349341,182.54280058407934,-383.3240609304319,57.897490577918234,-293.34362488279544,32.18977197854895,300.730415978546,66.24425133738856,293.34362488279544,reconstructed_from_relabelled_balls,True,52.968120731187945,98.89612922000835,86.14380867657069,170.18958998175123,8.0,8.0,91.75686927560366,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-548.129232038174,1278.1510468943075,-174.73547977245374,-543.22998,1105.589,-259.92136,-4.8992520381740405,172.5620468943075,85.18588022754625,192.50531652146285,85.3266480103104,172.5620468943075,motive_iantenna,False,71.50416709637457,102.46236616072514,110.30535122668645,204.49842340298437,8.0,8.0,95.67027477102414,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-610.2923929166932,2053.4910398257057,-271.9994003027478,-554.00287,1625.5614500000001,-256.2951,-56.28952291669316,427.92958982570553,-15.70430030274781,431.90145784262455,58.439160142731424,427.92958982570553,motive_iantenna,False,62.79184069771278,119.85788376130469,130.66496340380593,195.01221743386293,8.0,8.0,92.2564529558701,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-220.83246447819755,-202.84567660070311,574.4654768429506,-321.178815,182.16379,479.93381999999997,100.34635052180244,-385.00946660070315,94.53165684295061,408.9473237235766,137.86088715991136,385.00946660070315,motive_iantenna,False,52.287611160669954,109.69816535023405,99.37210267125099,134.79977521598104,8.0,8.0,93.83846794338052,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-191.27438085017405,1242.7078737963293,543.9247656244072,-184.9818897969324,1103.5866165595767,473.70402893394925,-6.292491053241662,139.12125723675263,70.22073669045795,155.96561005600066,70.50210851460936,139.12125723675263,reconstructed_from_relabelled_balls,True,181.39076495426409,556.1094333361951,214.18656806724584,330.99137778108985,8.0,8.0,91.5,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-225.9728358603836,1947.9840679728777,487.7061765229082,-193.231255,1684.95255,476.52297999999996,-32.74158086038361,263.03151797287774,11.183196522908247,265.2972944619363,34.59877167916551,263.03151797287774,motive_iantenna,False,66.30000391661636,130.53263856061542,115.94234507921892,200.33691944631573,8.0,8.0,92.83930058284763,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,381.7491503928175,-68.3187128786542,127.10224467041839,352.14755,211.565355,53.795866000000004,29.60160039281749,-279.8840678786542,73.30637867041838,290.8352993566805,79.05744683195141,279.8840678786542,motive_iantenna,False,78.48559275335167,146.35908059535063,78.15311769718208,197.77587389407074,8.0,8.0,90.84096586178185,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,543.8008459499422,1326.2281918572814,-33.150717644782056,391.90054,1132.2804,-71.53192899999999,151.9003059499422,193.94779185728135,38.381211355217935,249.32421923891647,156.67424910552452,193.94779185728135,motive_iantenna,False,73.4018689118872,122.76598092597993,142.39088955985952,179.93361505276008,8.0,8.0,90.25811823480433,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,406.11446719262125,1831.1545219456998,-14.248188174593059,408.80994,1568.1853500000002,-62.425788499999996,-2.695472807378735,262.9691719456996,48.177600325406935,267.35955591782556,48.25294547247835,262.9691719456996,motive_iantenna,False,107.66452340564253,139.71364948825342,125.01518831386348,243.78523581472663,8.0,8.0,93.42214820982515,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,117.94408197143233,10.19249950337345,-1024.7149585935722,65.499245,238.64973,-938.19342,52.44483697143232,-228.45723049662655,-86.52153859357225,249.85824727582613,101.17528139599675,228.45723049662655,motive_iantenna,False,67.89001350282956,118.69087736969458,99.3362630956827,146.1535073298815,8.0,8.0,90.75770191507078,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-63.30943236956546,1384.9426983618882,-1022.7364353668737,-63.9057945,1133.4998500000002,-956.9902950000001,0.5963621304345423,251.44284836188808,-65.74614036687365,259.89693459767994,65.7488450159489,251.44284836188808,motive_iantenna,False,59.988864619297125,79.39947257128867,133.75209659705146,227.53057939896132,8.0,8.0,91.84013322231473,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,62.16617592329557,1879.082292628958,-1014.1316649708855,-43.6886845,1590.1300500000002,-956.35754,105.85486042329558,288.9522426289577,-57.77412497088551,313.10780812954977,120.59478011666543,288.9522426289577,motive_iantenna,False,50.3504162431633,94.35086324430867,91.5564317276247,177.97685127353333,8.0,8.0,91.3405495420483,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-119.44995372863167,1265.9855296953406,-152.39027711690048,-189.628155,1139.0976,-197.96616,70.17820127136832,126.88792969534052,45.575882883099524,151.99568328287606,83.67879680216899,126.88792969534052,motive_iantenna,False,199.33489291297096,415.4835702447175,126.32571042693311,219.61224262633002,8.0,8.0,91.66666666666666,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-196.4534912884765,1110.786060893732,-215.2349095373622,-198.69532,1132.6278,-194.690585,2.2418287115235103,-21.84173910626805,-20.5443245373622,30.069197426179382,20.666278491017046,21.84173910626805,motive_iantenna,False,95.24611433912831,191.0992802303726,120.91051318576925,212.60324704034457,8.0,8.0,91.9233971690258,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-130.5765707303026,1166.5740568072683,-219.02724372334444,-200.165335,1132.2551,-184.312585,69.5887642696974,34.31895680726825,-34.71465872334443,85.00290841612969,77.76698298675208,34.31895680726825,motive_iantenna,False,118.41232189410975,194.94007136484424,115.40600898624278,229.509757491593,8.0,8.0,95.58701082431307,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-181.20428124906977,1125.7588064320405,-246.7498331156313,-184.85465499999998,1122.0572,-185.78015499999998,3.650373750930214,3.701606432040535,-60.969678115631325,61.190920635523185,61.07885786460953,3.701606432040535,motive_iantenna,False,132.52178995064293,251.40436960859293,142.24374250812946,237.98068068758266,8.0,8.0,89.75853455453789,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-171.94760785741335,34.752072525535176,-315.42392698716714,-180.39839999999998,209.45865500000002,-328.203235,8.450792142586636,-174.70658247446485,12.779308012832871,175.37706965573076,15.32078983355814,174.70658247446485,motive_iantenna,False,80.63512082817492,147.3079085045527,78.98238971948939,117.03316394415498,8.0,8.0,92.49374478732277,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-336.48201204425385,78.13334434522073,-262.3315625132534,-295.4243,206.90585,-224.00141000000002,-41.05771204425383,-128.77250565477925,-38.33015251325338,140.4894818931591,56.16881973121859,128.77250565477925,motive_iantenna,False,48.85054370997314,82.57761891256506,68.97877383428063,140.3878161370048,8.0,8.0,92.91075896580485,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-194.20425517486228,-76.33036036400745,-17.683133859163405,-188.530555,205.96057000000002,-114.135095,-5.67370017486229,-282.29093036400747,96.4519611408366,298.36779492325337,96.61869219559787,282.29093036400747,motive_iantenna,False,111.45144404221895,226.6067846875024,179.03351660397337,232.02047725575062,8.0,8.0,89.84179850124896,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,-7.59169382595128,-71.47496147303332,-202.7227868523347,-80.19599149999999,202.56013000000002,-220.692665,72.60429767404871,-274.03509147303333,17.9698781476653,284.0590289359195,74.79505706518188,274.03509147303333,motive_iantenna,False,82.62714126190936,167.51363731290422,122.17612978897877,191.2313967376087,8.0,8.0,91.42381348875936,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-203.05338707735976,1864.9818165071172,-199.6127457401468,-212.053465,1598.6443,-226.93474500000002,9.00007792264023,266.33751650711724,27.321999259853214,267.8864792133936,28.766178859365656,266.33751650711724,motive_iantenna,False,56.45785735214841,95.30122318422309,98.17913510562137,200.99007857739744,8.0,8.0,91.3405495420483,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-208.82275373476662,1742.9843045352527,-231.64892100809632,-232.83767,1599.3211999999999,-235.17408,24.01491626523338,143.66310453525284,3.5251589919036803,145.69910965359864,24.272267078795302,143.66310453525284,motive_iantenna,False,45.553769519036685,78.00176877188413,160.2466086229909,224.90235605783482,8.0,8.0,92.67277268942547,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-166.90049218041077,1898.0233807071,-260.2077569579192,-230.87733,1599.6642499999998,-223.24148,63.976837819589235,298.3591307071001,-36.96627695791918,307.37226987127525,73.88870962145441,298.3591307071001,motive_iantenna,False,71.69006016365232,117.87970536964946,91.09314434542966,153.6984147195102,8.0,8.0,93.75520399666945,,
D2,"Vicon coords, transplanted AutoPos delays",align_to_vicon,v4-io,vicon_truth,solver_delay,OptiTrack truth anchors,OptiTrack,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-277.0438720351761,1825.7922619126125,-307.2351777470434,-218.202475,1599.5815,-226.071175,-58.8413970351761,226.2107619126125,-81.16400274704338,247.42921038563324,100.24921619131642,226.2107619126125,motive_iantenna,False,88.71066412559875,180.9495666923048,162.15218855604553,219.71085630929662,8.0,8.0,92.5895087427144,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-447.03636845650334,90.47087478293814,-319.1455173234024,-542.215344349341,182.54280058407934,-383.3240609304319,95.17897589283763,-92.0719258011412,64.17854360702955,147.1569313089248,114.79513452898934,92.0719258011412,reconstructed_from_relabelled_balls,True,43.19742692807146,74.19748539435736,95.52510209417675,183.23565227785193,8.0,8.0,91.75686927560366,,
