layout_solver,layout_variant,delay_mode,tag_method,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_xz_median_mm,err_horizontal_xz_p95_mm,err_vertical_y_median_mm,err_vertical_y_p95_mm,d3_std_median_mm,residual_rms_median_mm
v1-old,solver_similarity_scale_to_vicon,solver_delay,T3,24,28818,28818,320.7009670727068,437.0160313216869,506.0068063538414,364.9063855130432,103.48397649589529,205.31225151352288,296.4733158304474,497.4966610974796,78.62267196117236,149.42474285611775
v1-old,solver_similarity_scale_to_vicon,solver_delay,T4,24,28818,28818,303.0118932544619,348.339555932797,463.1140007656983,312.9560378644214,81.15806198116123,136.27229028956947,278.1705359811508,455.2578933142801,91.3392825014619,152.5817772038025
v1-old,vicon_truth,vicon_inter_anchor_delaycal,T1,24,28818,28818,61.75339279295396,99.04240875813053,130.45500374169268,76.91056036195398,37.25040904364562,76.80471773407915,38.103218639399074,113.06515664905835,59.764144427726976,91.94304469810845
v1-old,vicon_truth,vicon_inter_anchor_delaycal,T2,24,28818,28818,60.191772039298414,98.84886291630335,129.800469430168,76.60401031936149,38.017100924709034,74.40400684065048,38.935159953214225,112.97560315095168,59.31660446145514,92.05086255830261
v1-old,vicon_truth,vicon_inter_anchor_delaycal,T3,24,28818,28818,65.84236787713999,98.60922860243554,160.82436160764203,89.0038557860065,39.59069028979303,88.32146022126837,48.060460160736156,138.47198264020642,57.06782549035389,97.37574268410651
v1-old,vicon_truth,vicon_inter_anchor_delaycal,T4,24,28818,28818,64.09048082988876,102.95808259859669,128.3843598352106,77.67175013600712,40.34614213574806,81.28621990750632,44.455447152428476,112.83427844950873,59.78332300936975,91.30708111727935
v2,original_rigid_no_scale,solver_delay,T1,24,28818,28818,81.13679433087509,143.56012572103904,247.50777149079028,134.70400749376432,43.37669917044588,74.80892502265371,73.5868609411483,236.93658507796673,61.9125359108146,86.18887696006414
v2,original_rigid_no_scale,solver_delay,T2,24,28818,28818,81.14479226092126,142.49775742250534,246.40046241594194,134.32204568548593,44.427112849051014,74.39502054449262,73.36186970323035,235.9364902725837,61.78371012472907,86.17937672196715
v2,original_rigid_no_scale,solver_delay,T3,24,28818,28818,74.05436087793042,110.1221045797211,204.68349143436382,106.09882857829487,49.001985767631524,90.73354044657707,59.779086780695934,197.07679851404595,63.19941344275696,87.41383306247013
v2,original_rigid_no_scale,solver_delay,T4,24,28818,28818,76.10720146619195,119.89840903081323,168.8735190631369,105.00343141170154,42.72139565061675,75.17716375932879,65.97843957556961,161.93008077493587,62.74372742444831,86.73068579015992
v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,24,28818,28818,64.28959393270326,102.22450210738214,128.39916648694592,80.31261547760785,35.52421042293109,81.00358878674835,44.466121886098676,112.22132392181227,60.09082709166961,90.40105616345555
v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,24,28818,28818,63.78613632906047,101.07695983763693,128.6066140128955,80.20280779072746,36.490798604855186,79.28590225321888,45.19573706478184,112.21919539811915,60.04896717205344,90.37103187716369
v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,24,28818,28818,68.90779619325913,101.97041553690018,152.05165008793998,93.83801688884809,28.372506872564117,94.73185730634356,61.76266670896791,136.2786242792288,56.55380128031082,95.82565560464118
v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,24,28818,28818,64.6644625337128,104.71359168246873,128.25079118893453,79.89345218371919,34.25333418488374,82.92661094645575,54.21695399505737,113.42716362593164,62.820019861490266,90.73795933167989
v2,solver_similarity_scale_to_vicon,solver_delay,T1,24,28818,28818,301.64764732852075,412.66767427156356,521.3285694549991,338.7459928378296,106.53883264138537,204.371298409492,273.86941099583385,510.0187872883793,78.56537527985822,154.26963147061022
v2,solver_similarity_scale_to_vicon,solver_delay,T2,24,28818,28818,301.5872912406404,411.94636357312913,520.2180749538735,338.5646018335444,106.04671661330326,204.9667800287063,273.8476080228806,508.88589497786563,78.72055133936084,154.19251712488187
v2,solver_similarity_scale_to_vicon,solver_delay,T3,24,28818,28818,299.20818225174065,440.8421227970122,569.070859198919,358.28426964558656,122.04003830158535,231.18572682295098,271.64744261430064,559.8364100519354,83.93730156229083,170.21649717303802
v2,solver_similarity_scale_to_vicon,solver_delay,T4,24,28818,28818,271.7854452828759,318.5252972354223,442.83622724926886,291.8490112032387,99.34818754588319,149.92270099185455,241.29639902229383,429.19496782349944,102.10665299527909,170.1337446153478
v2,vicon_truth,vicon_inter_anchor_delaycal,T1,24,28818,28818,61.75339279295396,99.04240875813053,130.45500374169268,76.91056036195398,37.25040904364562,76.80471773407915,38.103218639399074,113.06515664905835,59.764144427726976,91.94304469810845
v2,vicon_truth,vicon_inter_anchor_delaycal,T2,24,28818,28818,60.191772039298414,98.84886291630335,129.800469430168,76.60401031936149,38.017100924709034,74.40400684065048,38.935159953214225,112.97560315095168,59.31660446145514,92.05086255830261
v2,vicon_truth,vicon_inter_anchor_delaycal,T3,24,28818,28818,65.84236787713999,98.60922860243554,160.82436160764203,89.0038557860065,39.59069028979303,88.32146022126837,48.060460160736156,138.47198264020642,57.06782549035389,97.37574268410651
v2,vicon_truth,vicon_inter_anchor_delaycal,T4,24,28818,28818,64.09048082988876,102.95808259859669,128.3843598352106,77.67175013600712,40.34614213574806,81.28621990750632,44.455447152428476,112.83427844950873,59.78332300936975,91.30708111727935
v3-full,original_rigid_no_scale,solver_delay,T1,24,28818,28818,116.36037866600851,174.2380187592005,291.61535505166296,160.2365418205184,48.991257113062034,104.83338586058028,109.82297781442277,274.7325449859696,64.53735780195152,92.3134415353272
v3-full,original_rigid_no_scale,solver_delay,T2,24,28818,28818,116.89829324533612,173.87431969522441,291.62266256049236,159.80896828935275,47.41384362526228,104.75898815133519,109.94710588806072,274.74070067017215,65.37993425270548,91.94620975964975
v3-full,original_rigid_no_scale,solver_delay,T3,24,28818,28818,89.79414285098909,147.38861557295243,250.1058040205516,129.26234045929695,46.19817722004824,111.7432572819994,70.3598336911582,242.5338784053345,58.16111901828158,95.07043926596702
v3-full,original_rigid_no_scale,solver_delay,T4,24,28818,28818,98.23116551429396,152.26199717976814,236.90424046191904,132.8652935043397,40.799664517486505,106.42406235816173,89.38548789602436,234.14521519919788,61.54613447514889,91.68198605583888
v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,24,28818,28818,69.84352936921726,96.14562861817132,146.46134301127753,88.85095191066536,44.83136691919563,105.27449481677309,56.68859197232178,109.56389247040447,62.51331860923953,85.87098171526037
v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,24,28818,28818,70.40439365846686,94.89455894674671,146.62416884533116,88.68782528038822,44.51390822527283,104.96170504643679,56.846279009157485,108.60040039607539,62.49585648902541,85.9360179069687
v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,24,28818,28818,85.27479095467382,116.68532213863499,160.24329399625285,103.15648039896642,48.60714669311736,105.76390319595585,63.96316201829758,142.75361172034985,62.77242281201829,88.91032865572953
v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,24,28818,28818,71.4028788946195,98.72763853526497,150.46047322518274,88.98485512204529,42.83560335294844,106.27383461587378,56.6068561668755,104.86481403146874,65.64021368430923,86.09675136487715
v3-full,solver_similarity_scale_to_vicon,solver_delay,T1,24,28818,28818,261.9863398431621,328.94036393989813,400.33316821653403,275.7800232752691,81.01868862475006,139.82350760779812,252.3175138921997,387.6530334126741,69.50407013015258,120.21424215051445
v3-full,solver_similarity_scale_to_vicon,solver_delay,T2,24,28818,28818,261.8389221149921,327.46736729411367,400.9312527580966,275.75567145536235,82.27640632876569,136.12608029659404,251.37495203908236,388.54504034116184,71.3080724301628,120.23364797613371
v3-full,solver_similarity_scale_to_vicon,solver_delay,T3,24,28818,28818,239.0668193930196,285.7167994480072,413.51691293147707,269.3627524243877,82.22032188392504,228.36037830820035,195.34658469202168,400.75618802453255,73.43842228158036,125.79734858825657
v3-full,solver_similarity_scale_to_vicon,solver_delay,T4,24,28818,28818,236.4965624566497,282.1786866837197,352.0957575901524,234.8851267188344,68.19054194015838,128.56651338212518,220.0344542061269,344.9890620407744,79.43590774393111,122.72542771669137
v3-full,vicon_truth,vicon_inter_anchor_delaycal,T1,24,28818,28818,61.75339279295396,99.04240875813053,130.45500374169268,76.91056036195398,37.25040904364562,76.80471773407915,38.103218639399074,113.06515664905835,59.764144427726976,91.94304469810845
v3-full,vicon_truth,vicon_inter_anchor_delaycal,T2,24,28818,28818,60.191772039298414,98.84886291630335,129.800469430168,76.60401031936149,38.017100924709034,74.40400684065048,38.935159953214225,112.97560315095168,59.31660446145514,92.05086255830261
v3-full,vicon_truth,vicon_inter_anchor_delaycal,T3,24,28818,28818,65.84236787713999,98.60922860243554,160.82436160764203,89.0038557860065,39.59069028979303,88.32146022126837,48.060460160736156,138.47198264020642,57.06782549035389,97.37574268410651
v3-full,vicon_truth,vicon_inter_anchor_delaycal,T4,24,28818,28818,64.09048082988876,102.95808259859669,128.3843598352106,77.67175013600712,40.34614213574806,81.28621990750632,44.455447152428476,112.83427844950873,59.78332300936975,91.30708111727935
v3-lite,original_rigid_no_scale,solver_delay,T1,24,28818,28818,82.11265121856228,143.84604431057002,248.00454970344543,134.89933289214326,43.77773832834321,74.61293625172391,74.51471089972085,237.51375788797205,62.12086961304168,86.06518648564519
v3-lite,original_rigid_no_scale,solver_delay,T2,24,28818,28818,81.8488827196878,142.87575596851224,247.07875107285818,134.55222103781892,44.64610906677585,74.19506279411726,73.93122281189835,236.70192519341677,61.98874331979471,86.08062218037097
v3-lite,original_rigid_no_scale,solver_delay,T3,24,28818,28818,74.77213103887783,110.39533831167478,204.71467498838345,106.16362339173213,49.22220384789254,89.25454190129821,64.115145781362,197.0901802890123,63.0745195114979,87.3667212127603
v3-lite,original_rigid_no_scale,solver_delay,T4,24,28818,28818,76.7589148207916,119.79545224540439,168.7200641425809,105.02895273990505,43.290122785773875,74.98640469039243,66.34915117084654,161.76360446419233,62.71028270202258,86.71866977698086
v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,24,28818,28818,64.24761054922233,102.4378912235712,127.889830050764,80.3385818975521,35.5746666568381,80.8183023384652,44.591328367004394,112.25905763285827,60.17867726882244,90.24684804711302
v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,24,28818,28818,63.71909546884715,101.43153672252711,128.0970524923827,80.20386531476625,36.48703209709778,78.93074177068844,45.22055082323857,112.17726445106736,60.13547380705366,90.21462472488332
v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,24,28818,28818,68.75006319858207,102.15943646379941,152.0972635784715,93.82601383956627,28.456488212715293,94.51207906364326,61.746243167458374,136.36912016078253,56.60950489429208,95.67042827272009
v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,24,28818,28818,64.60096725046326,104.97140851058529,128.13793761079276,79.89717052525104,34.177728588103506,82.59430119722423,54.20765140741699,113.40929429262414,62.962501802274105,90.59930890107964
v3-lite,solver_similarity_scale_to_vicon,solver_delay,T1,24,28818,28818,301.2531946145988,412.7985181281542,522.202003755272,338.6867781461404,107.23295341113703,204.64916270172927,273.80067918116174,510.8955645866924,78.92818411055795,154.59884149267725
v3-lite,solver_similarity_scale_to_vicon,solver_delay,T2,24,28818,28818,301.19756889348554,412.0073338126332,521.1479460806667,338.46681424365073,106.73928357009137,205.27221722200736,273.76811200942666,509.81040236198857,79.09798235400345,154.56953094749738
v3-lite,solver_similarity_scale_to_vicon,solver_delay,T3,24,28818,28818,299.53707009415035,440.5204258166696,570.299229314575,358.3543211328938,122.19098261889592,229.2997177717952,271.96983938581093,561.2355866867176,88.01197514244473,170.40637062275465
v3-lite,solver_similarity_scale_to_vicon,solver_delay,T4,24,28818,28818,272.05924125708685,318.1327832133191,442.401617202023,291.4657643211983,99.4238926682425,149.64634882021835,240.48165341261165,428.66539314325394,102.21063101428349,170.44987798958724
v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T1,24,28818,28818,61.75339279295396,99.04240875813053,130.45500374169268,76.91056036195398,37.25040904364562,76.80471773407915,38.103218639399074,113.06515664905835,59.764144427726976,91.94304469810845
v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T2,24,28818,28818,60.191772039298414,98.84886291630335,129.800469430168,76.60401031936149,38.017100924709034,74.40400684065048,38.935159953214225,112.97560315095168,59.31660446145514,92.05086255830261
v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T3,24,28818,28818,65.84236787713999,98.60922860243554,160.82436160764203,89.0038557860065,39.59069028979303,88.32146022126837,48.060460160736156,138.47198264020642,57.06782549035389,97.37574268410651
v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T4,24,28818,28818,64.09048082988876,102.95808259859669,128.3843598352106,77.67175013600712,40.34614213574806,81.28621990750632,44.455447152428476,112.83427844950873,59.78332300936975,91.30708111727935
v4-io,original_rigid_no_scale,solver_delay,T1,24,28818,28818,70.78279774649242,146.3243482112772,283.3359150555946,139.3296023414011,42.90423279655191,73.45680574575985,64.11742714902073,275.1657172659598,58.6702784900546,80.6844847981329
v4-io,original_rigid_no_scale,solver_delay,T2,24,28818,28818,71.09962669646274,146.23444107857776,282.76636662164117,139.08199710972048,42.820296917194504,72.91304550657402,64.03277029099479,274.84853440028405,58.97324401217823,80.6655246588711
v4-io,original_rigid_no_scale,solver_delay,T3,24,28818,28818,69.25122555104923,118.98792946674794,172.989529587644,106.60662459047212,45.488879662493105,102.70915397733378,47.70617991057334,164.27513189093366,59.01875215641043,82.2335739754381
v4-io,original_rigid_no_scale,solver_delay,T4,24,28818,28818,69.6240069146989,132.19810322729708,174.06635331236643,108.93074979421621,37.51038541571015,75.14500203431876,59.98082139238102,172.86301918367826,67.44115764606303,79.59724289805993
v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,24,28818,28818,65.01849595709596,105.9014017489652,132.42388683833954,82.83497608647077,37.08053908278677,78.57837646162261,46.93037714979073,117.18246930305959,61.227815898690146,88.61266174117813
v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,24,28818,28818,65.01518627021667,105.9797579610381,132.43741133578118,82.6564450088661,37.850493117989295,77.37836361299625,47.31778182589858,116.95905821651816,60.80070812777521,88.61422471093292
v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,24,28818,28818,72.19417193229879,103.52971010869341,160.9378806245977,95.53572546558759,31.631898039285762,95.57437675931565,60.713375250156595,144.51542115866152,58.11545169388938,93.22539937045792
v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,24,28818,28818,67.05420723538984,105.59570987544669,132.61209744798145,81.6108812979677,36.095388726436084,80.52222152026634,51.18160271564457,117.35752931619609,63.299548128396026,88.73609051835383
v4-io,solver_similarity_scale_to_vicon,solver_delay,T1,24,28818,28818,239.3013796889161,334.98197532966867,418.1666640443179,275.98668406741285,70.20793430598874,164.6433503872939,221.83702684428425,407.9653178871424,70.11663943837289,123.83794505642337
v4-io,solver_similarity_scale_to_vicon,solver_delay,T2,24,28818,28818,239.01392431415934,333.7350657705521,417.93718237685096,275.57524860386826,69.36765428320722,165.26984844034564,221.49598999787287,407.94091821241466,70.15942134567715,124.10282626382622
v4-io,solver_similarity_scale_to_vicon,solver_delay,T3,24,28818,28818,230.1508371791479,343.12284750693095,433.4610448221704,286.370045475435,75.82662919338907,216.29184281357172,201.64919386706595,429.01549829539556,70.69882664317214,133.91368171802907
v4-io,solver_similarity_scale_to_vicon,solver_delay,T4,24,28818,28818,192.02393497456433,266.12939137666984,384.9390354164144,227.61062914413586,76.54759291905602,140.68626428447163,169.81355853152445,379.60027344566896,86.59940521336402,127.67911836504366
v4-io,vicon_truth,vicon_inter_anchor_delaycal,T1,24,28818,28818,61.75339279295396,99.04240875813053,130.45500374169268,76.91056036195398,37.25040904364562,76.80471773407915,38.103218639399074,113.06515664905835,59.764144427726976,91.94304469810845
v4-io,vicon_truth,vicon_inter_anchor_delaycal,T2,24,28818,28818,60.191772039298414,98.84886291630335,129.800469430168,76.60401031936149,38.017100924709034,74.40400684065048,38.935159953214225,112.97560315095168,59.31660446145514,92.05086255830261
v4-io,vicon_truth,vicon_inter_anchor_delaycal,T3,24,28818,28818,65.84236787713999,98.60922860243554,160.82436160764203,89.0038557860065,39.59069028979303,88.32146022126837,48.060460160736156,138.47198264020642,57.06782549035389,97.37574268410651
v4-io,vicon_truth,vicon_inter_anchor_delaycal,T4,24,28818,28818,64.09048082988876,102.95808259859669,128.3843598352106,77.67175013600712,40.34614213574806,81.28621990750632,44.455447152428476,112.83427844950873,59.78332300936975,91.30708111727935
