experiment_id,deployability,description,capture_id,tag,n_samples,availability_fraction,effective_update_rate_hz,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,max_gap_s,imu_only_endpoint_drift_3d_mm,imu_only_endpoint_drift_xz_mm,imu_only_drift_rate_3d_mm_s,turn_center_abs_error_3d_mm,turn_center_abs_error_xz_mm,turn_center_abs_error_y_mm,fused_radius_mm,opti_radius_mm,nominal_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm,A,L,I,T,P,U,stress_id,seed_id,kind,uwb_update_accept_rate,uwb_innovation_nis_median,uwb_innovation_nis_p95,filter_divergence_count
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R06,BS2DCE,1200,1.0,9.541347429083926,2375.981565504744,6036.336036319809,3319.1186305476976,498.7943187285915,4161.315217891414,2323.035151951394,4429.826575778084,0.19066100000000574,6508.996166468884,4949.727302201254,54.284342474646444,3357.7246783622536,2528.533978104183,2209.260269242973,2582.7136957672355,361.6911856341384,440.0,2221.022510133097,2221.022510133097,309.1435426302586,578.5737498223461,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R06,BSDC91,1201,1.0,9.664403585493515,4949.813979098773,17241.49692941773,8656.020903830462,2091.6277953974404,7517.379114346855,4486.1733797527795,15516.385778212103,0.2421109999999942,19001.25390349415,8421.361193828456,158.36958357377517,6119.676403357873,4227.397460935383,4424.878528173653,3836.7713803624406,469.19249804748443,560.0,3367.578882314956,3367.578882314956,661.1640985654141,1240.2390150360939,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R07,BS2DCE,1200,1.0,9.925656830340007,2001.6629508602978,6675.7965286886965,3526.1852113915375,1441.1799569744426,4619.3939026642765,1389.120167885867,4819.487448275847,0.20860400000000823,7041.515102368689,4865.470726376327,58.73278340222265,2896.9491974681337,2564.728492539059,1347.0272500100325,2559.78509324366,359.8923130975424,440.0,2199.8927801461177,2199.8927801461177,364.20364105903116,700.364678775146,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R07,BSDC91,1201,1.0,9.795326649655625,2550.1250188514637,10986.968771595051,5265.1113080630375,1859.9036747020195,8113.254498499952,1744.6764549916134,7408.683029430749,0.22745200000000132,12505.609940182781,9160.670116194653,104.23174532060447,4077.6931007956473,3729.6302957801036,1648.4656141623457,2966.0160497693178,467.0012460447542,560.0,2499.0148037245635,2499.0148037245635,1236.3625739564832,2307.741792752473,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R08,BS2DCE,1201,1.0,9.895503483217244,4892.8827449758,14288.827778415653,7482.552250147303,3025.44953965413,7208.50438991467,3845.3812085524796,12337.263219280187,0.23738199999999665,15574.821063155103,7587.4263924043635,129.82469374861537,6053.086165087038,4788.363556353792,3702.8943509302244,4558.96691194259,360.6086329403899,440.0,4198.3582790022,4198.3582790022,308.8608491462787,571.042377774123,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R08,BSDC91,1200,1.0,9.686074330934694,2560.5883367866263,6919.068660960687,3697.208249472697,1175.1577759104075,3818.4592369408533,2274.998165956338,5769.998279695185,0.2214879999999999,7533.337817949168,4228.99635923027,62.82991685813101,3071.0739743032927,1934.184934481754,2385.4609606671065,1876.0746998904917,468.3368491162471,560.0,1407.7378507742446,1407.7378507742446,351.42605543414976,686.3089553574367,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R09,BS2DCE,1200,1.0,9.553014453711114,5508.322232360011,22321.895445831775,10762.43696202897,3307.085625171779,13015.240648926743,4405.087791621106,18134.787757187612,0.2122150000000005,25031.83458440228,14511.706223291054,208.81230961372887,15814.972610676743,15119.858435535894,4637.158565954976,14787.002208426558,362.34192685475176,440.0,14424.660281571807,14424.660281571807,395.2128437961826,718.2016089189248,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R09,BSDC91,1200,1.0,9.76286012750288,1914.8339278412088,10090.544967492118,4636.693638548589,1638.8650984362264,7188.3940259265755,990.3077687412492,7081.390334314521,0.23627600000000015,11505.597280736076,8188.145163885207,95.96616295097752,4041.1797674881304,3930.7777788912667,938.1470919477724,3561.361284049419,470.4331214231617,560.0,3090.9281626262573,3090.9281626262573,670.5387538483766,1322.76725610708,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R10,BS2DCE,1200,1.0,10.230807006056772,6606.9956078830155,25468.09134529058,12478.576959173926,4818.281270356888,16508.970717498472,4520.680945734481,19392.719268895835,0.22822800000000143,28326.16118402578,18081.885251942786,236.29340216138897,21390.195294057543,20905.40627854346,4528.1831949422085,20708.680914650286,313.7983706055772,440.0,20394.882544044707,20394.882544044707,351.48231720021465,658.6926134071977,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R10,BSDC91,1200,1.0,9.706193522086027,3593.2388250431827,19097.58808127232,8804.339108670052,2001.9179954337746,12518.116485327962,2983.905026539762,14422.712295557709,0.20685799999999688,21771.61211903155,14385.646150296192,181.61911806206737,23564.241339348268,23364.170239800373,3064.150600847899,23399.509301337774,405.59485612190014,560.0,22993.914445215873,22993.914445215873,268.8582364200528,496.99217453843573,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R11,BS2DCE,1201,1.0,9.788279514109378,5883.409988605206,27391.8807337683,12720.013725764838,3286.1315223881056,14427.154392502262,4880.148841130437,23284.59461248767,0.20445999999999742,31153.66150120209,16299.938328634686,259.6239819963145,18956.26383787933,18325.422626550313,4849.621041855688,18212.20882414877,313.22875369861083,440.0,17898.980070450158,17898.980070450158,363.5560987737602,637.3462701887147,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R11,BSDC91,1200,1.0,9.54863597735027,4049.4541437871185,15327.520857117388,7541.375925763561,3680.0119165931346,14307.337721282296,1689.8494464017756,5498.4527382408905,0.18422900000000197,16989.089690014673,15926.645577776784,141.70573054077073,14924.26780392758,14824.982266551837,1718.6245313543477,14629.645776069481,405.0202579913873,560.0,14224.625518078094,14224.625518078094,512.3654121635057,992.790304099175,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R12,BS2DCE,1200,1.0,9.557853688376094,4870.595274037176,15533.60234374261,7978.216269585978,4597.531641597858,14796.19729719512,1607.918253180274,4729.201521987954,0.19435199999999497,16994.23629226,16230.828797879798,141.7400077374589,51385.4299538375,51359.30974699261,1638.2044601362625,51223.00356463428,312.4971456957752,440.0,50910.50641893851,50910.50641893851,145.96583253079413,271.11536132700166,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R12,BSDC91,1200,1.0,10.241494438868845,5018.081589945415,16490.183864231123,8391.46247090212,3972.828252102563,14300.12052468325,3065.579584224296,8211.742614624925,0.22837300000000482,17931.212767185865,15590.460725849542,149.58279539461856,7801.839591516581,7176.907495301284,3059.5260769674564,5551.6995943822085,405.07303073094835,560.0,5146.62656365126,5146.62656365126,1882.3202475241908,3215.5965794508797,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R13,BS2DCE,1201,1.0,9.591544094726066,6401.6793239534145,22346.194163131768,11151.195283822039,1674.8412598256014,7481.994236719392,6178.705764245327,21056.40415213581,0.20947100000000063,24666.037862675716,8300.433802043286,205.55949889291065,7762.554221753106,4739.048673913647,6148.061947633113,4297.330731325789,312.9256941817329,440.0,3984.405037144056,3984.405037144056,601.93179142794,1149.3190981282569,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R13,BSDC91,1200,1.0,10.239711649719927,4816.917993369332,15487.120444133672,7865.428339908306,4814.833996852571,15479.779700557754,67.18691467625473,476.78087595440746,0.2275070000000028,16972.534482688243,16963.092866204795,141.56800632688837,14841.747620835853,14841.56636705922,73.34993362797422,14738.996427552996,404.7056833816649,560.0,14334.290744171332,14334.290744171332,421.4692406749691,717.8860872009432,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R14,BS2DCE,1201,1.0,9.913553810770187,3917.8758043607686,16347.602233511154,7815.226479488033,3102.325029203412,12604.006971870009,2392.766230030336,10410.720774189991,0.22201900000000308,18417.590164095844,14252.06745642152,153.48560595487936,11420.193502569382,11165.001888394829,2400.739983477563,13976.44486872336,3519.476794205686,440.0,10456.968074517674,10456.968074517674,223.42895704860794,422.53135276481953,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R14,BSDC91,1200,1.0,9.69170680648559,6297.139103187151,23356.743869880855,11458.592620286176,6189.40528900575,22670.739218463703,1159.8375105222435,5619.169607468257,0.24100400000000022,26052.5010981901,25230.172762873688,217.2888405501327,10689.402370112486,10618.328783671213,1230.6164601637145,11317.872541061182,3671.731055538712,560.0,7646.14148552247,7646.14148552247,2128.380663808119,3576.240775451254,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R15,BS2DCE,1200,1.0,10.218262077985642,5695.889437189815,20045.344118376324,10027.139085525516,5128.535368271997,17891.24784594848,2478.160887436552,9039.860133430138,0.20982399999999757,22083.91556334841,19653.51030482273,184.20277165465512,10911.132170426314,10613.774453108803,2529.9401374433687,6296.564938448057,3877.162448810546,440.0,2419.402489637511,2419.402489637511,2703.3255924389746,4921.698152839259,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R15,BSDC91,1200,1.0,9.582031774017846,3898.087756618397,11486.161861501547,6033.966077597561,1754.7729342536793,5863.236441862461,3480.784160584446,9876.96166980174,0.20667399999999958,12414.200450772774,6117.002889108525,103.56010907632118,6804.536630748051,5853.844521962809,3469.0377731985063,3039.3303654585193,4673.0834398405395,560.0,-1633.7530743820203,1633.7530743820203,540.392917246955,955.2439665508155,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R16,BS2DCE,1201,1.0,9.989860291803902,5113.231267387212,18945.34784463111,9264.706510499238,4970.303564667966,18059.68355714418,1200.5067550143722,5724.861113589112,0.21618399999999838,21097.979187211713,20088.471562958854,175.8237723309388,26677.226798388434,26647.45494443091,1259.9899353481626,15855.571724816311,10574.864179320666,440.0,5280.707545495645,5280.707545495645,919.6648635205504,1435.8136979085557,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R16,BSDC91,1200,1.0,9.615754452094354,2796.601255537243,11092.987284020624,5360.32252448646,1739.423891388722,8725.731557715164,2189.8359002710076,6849.5237315419,0.22661499999999535,12419.835254199535,9853.266005403879,103.59391798378685,21591.561998648318,21479.947918954786,2192.5754127199443,9710.818795580708,11331.750282028692,560.0,-1620.9314864479838,1620.9314864479838,351.1941757155707,577.8719543976531,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R17,BS2DCE,1201,1.0,10.213982942648773,3774.2667524276276,12030.811916933537,6207.664959363982,2767.863724952302,8496.159730637211,2565.934511746891,8517.963677553964,0.21145999999999887,13044.370283979713,9036.249689471862,108.7059428543623,13413.433884690176,13160.73108465925,2591.4023030472013,3777.2081810369737,9979.831054517754,440.0,-6202.62287348078,6202.62287348078,894.1254466302977,1537.1760063158981,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_L2_I5_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST0_nominal/S00.,R17,BSDC91,1200,1.0,9.542348944616176,4532.875734105024,16564.229036466542,8151.678614666693,4433.806427696183,16164.839918785623,942.5084610792042,3615.471463219583,0.21490299999999252,18511.43578097449,18047.804368874447,154.40092438672778,19255.038381054997,19229.992529418952,981.7791882048994,17313.405209604254,9684.284195854798,560.0,7629.121013749456,7629.121013749456,484.88387291740776,853.5939579235974,A0,L2,I5,T11,,,ST0_nominal,S00,imu_only,,,,
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R01,BS2DCE,1201,1.0,9.670244657189972,81.56339192438212,147.00728543035996,91.18411881670815,49.08361319782671,98.44233128590324,52.9812536430486,133.82301950275132,0.2472799999999893,,,,44.744147399474386,38.75568001036418,22.36148459830315,422.6433875381186,426.45493419491004,440.0,-3.8115466567914495,3.8115466567914495,31.717931274580483,61.614611097619786,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.8329141449658997,4.040373842008654,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R01,BSDC91,1200,1.0,9.75562167699062,63.50256590178066,101.8082694885481,67.83924642522636,43.79928856495417,81.20711078287998,34.15885183240448,85.34768230834163,0.229810999999998,,,,49.65909768319819,38.22846084843427,31.695595338613657,545.9114319628178,553.4977558404732,560.0,-7.586323877655445,7.586323877655445,22.03186511241371,42.50419796285786,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.48175876290679653,1.8915233707043577,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R02,BS2DCE,1201,1.0,10.185685038246906,59.369385576899724,109.59663778681184,67.74344548339087,30.765833003756093,76.31318590618038,40.98666980129997,101.06515284711827,0.2527329999999921,,,,43.32059906425684,27.86080073974118,33.17303250272016,425.4551983453445,411.38212265509225,440.0,14.073075690252267,14.073075690252267,25.760886844791184,49.379263796801865,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.22060771031651238,0.7992023576527494,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R02,BSDC91,1200,1.0,9.564252649297773,84.1726929073015,134.12236381089104,88.92870954485434,60.30618537027526,121.4244844014946,38.09816655213888,104.97543305670412,0.21061200000000468,,,,58.67743645907573,53.82592434871955,23.362607247796404,525.1264491861313,533.9870329923971,560.0,-8.860583806265822,8.860583806265822,34.676535645192466,64.66959893499839,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.8092730073663512,3.378949358532164,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R03,BS2DCE,1050,1.0,9.709869110964398,66.23798685485369,174.71150973509404,97.50079135433758,38.94202825818435,92.85994300602263,46.48174028234405,151.28390133655333,0.21259900000000087,,,,40.61284465634178,13.11455786037845,38.437111275522966,434.8512621569045,410.241275797954,440.0,24.609986358950493,24.609986358950493,28.77008860248817,52.90106878861208,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.4993491492628451,1.225492493235458,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R03,BSDC91,1200,1.0,9.619824534400529,97.00664170729331,148.57650366287947,102.57275758148545,49.441660612883204,112.06628114808885,78.17557921922185,112.83971603457603,0.22298299999999927,,,,82.63331381963722,45.003538619380166,69.30329043089228,518.1430237063432,532.4057597268549,560.0,-14.262736020511625,14.262736020511625,30.089292173212307,55.224664186348086,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.37019346440846235,1.7077119145760982,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R04,BS2DCE,1200,1.0,9.648877353119858,97.39035296117532,202.6193608822478,118.01605988288287,76.35827464981249,116.59653452925822,56.2572397353473,167.8852102971772,0.22420100000000076,,,,74.50289754075547,69.33937838867155,27.253116273940805,431.0968601198442,410.89796258200374,440.0,20.19889753784048,20.19889753784048,25.505321694812995,48.42214111493515,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5411012830522186,3.4995844731393353,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R04,BSDC91,1200,1.0,10.10243872870947,82.33289499185615,118.9515107825392,85.30573440933715,66.36710151647836,92.11592641198777,44.7421946502061,91.91051932337278,0.2215089999999975,,,,66.14760759915634,62.90981302110792,20.4416588549268,536.3869869147894,533.4026523194126,560.0,2.984334595376822,2.984334595376822,25.597737697823213,45.43467922220761,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.3045314091984656,0.9421225498803986,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R05,BS2DCE,1200,1.0,9.883473843386287,82.97352965392379,140.07578525238674,91.65317786167404,63.43295130379737,117.79746154869815,43.73208750281344,102.31369078514143,0.24221000000000004,,,,71.69755183440442,55.76995696038106,45.0583048913777,441.5298689338735,412.072896874072,440.0,29.4569720598015,29.4569720598015,35.560397848692325,65.39912866892098,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.7764997636509148,2.525781378314996,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R05,BSDC91,1201,1.0,10.079629069650302,48.47850462174516,82.99289644552765,54.00286784676179,43.755184674243694,81.39417995202895,12.87371520022134,40.642129224643895,0.20794599999999974,,,,29.896529999832357,29.73607178602963,3.093305799136033,546.6250197658862,534.7991719953401,560.0,11.825847770546147,11.825847770546147,28.54677613437686,54.369077685230764,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5787888915483759,1.507327743441978,0.0
