capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R12,BSDC91,1200,1200,0.00036077513895,0.000654150562133,0.0013904607808026,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R13,BS2DCE,1201,1201,3.9326451938051834,0.0005924907397477,134.955423240356,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R13,BSDC91,1200,1200,0.0003168839450311,0.0005667802846381,0.0011769763128781,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R14,BS2DCE,1201,1201,0.0004349314347252,0.0008570721158729,0.0018809553376706,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R14,BSDC91,1200,1200,0.0003392695242622,0.0006412912393053,0.0010968170821001,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R15,BS2DCE,1200,1200,0.0004166988940355,0.0006872413911343,0.0014021210244001,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R15,BSDC91,1200,1200,0.0003872785557917,0.0006459839641347,0.0013075027092509,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R16,BS2DCE,1201,1201,0.0003813076459119,0.0006685292224175,0.001269504219356,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R16,BSDC91,1200,1200,0.0003773249080535,0.000681584934452,0.0014294796340843,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R17,BS2DCE,1201,1201,0.0003560890143561,0.000624014143668,0.0011631021160164,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R17,BSDC91,1200,1200,0.0004308978828728,0.0008072842867981,0.0016329049672391,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R01,BS2DCE,1201,1201,0.0005500804019133,0.0011098680853385,0.0032834714957843,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R01,BSDC91,1200,1200,0.0004099908828094,0.0008312818362674,0.0014566108823421,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R02,BS2DCE,1201,1201,0.000812744875729,0.0015298612994151,0.0065605265839439,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R02,BSDC91,1200,1200,0.0005986520963467,0.001234112206087,0.0031880724451592,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R03,BS2DCE,1200,1200,0.0003618542308328,0.0006206912945473,0.0018006593220921,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R03,BSDC91,1200,1200,0.0003615410567154,0.0006338425410585,0.0012998429586252,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R04,BS2DCE,1200,1200,0.0003859061923941,0.0006909487462361,0.0014177465444287,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R04,BSDC91,1200,1200,0.0003865171125302,0.0006868959782133,0.0013435337877868,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R05,BS2DCE,1200,1200,0.0005802001148897,0.0011927600294174,0.0021811477386218,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R05,BSDC91,1201,1201,0.000763438793724,0.0016735235618844,0.0038313618710053,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R06,BS2DCE,1200,1200,0.0004797486649977,0.0009696022722778,0.0022083509276835,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R06,BSDC91,1201,1201,0.0008454967776011,0.0018140392956571,0.0067924721407237,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R07,BS2DCE,1200,1200,0.000432307479667,0.0007617078133265,0.0017568515814062,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R07,BSDC91,1201,1201,0.0004334171921347,0.0008024428194446,0.0014369443471314,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R08,BS2DCE,1201,1201,0.0002911932444073,0.0004287636011026,0.0006554027398724,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R08,BSDC91,1200,1200,0.0003729084747781,0.0006673232258366,0.0018571334788488,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R09,BS2DCE,1200,1200,0.0004778863115853,0.0008919108488514,0.002633259091629,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R09,BSDC91,1200,1200,0.0006709224268518,0.0013739866581704,0.0035068720372895,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R10,BS2DCE,1200,1200,0.0005819974881108,0.0011878924132206,0.0035660349565784,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R10,BSDC91,1200,1200,0.0005417217118599,0.0012202856222396,0.0029407864075735,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R11,BS2DCE,1201,1201,0.0004286716535362,0.0007715473867545,0.0014146473382491,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R11,BSDC91,1200,1200,0.0005234435799137,0.0010062286721997,0.0027090041618705,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R12,BS2DCE,1200,1200,0.0005913335543326,0.0013038290031546,0.0035212968163909,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R12,BSDC91,1200,1200,0.0003436996698882,0.0006138316680602,0.0015311862408168,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R13,BS2DCE,1201,1201,3.713414010049905,0.0005512594944741,127.74647699550924,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R13,BSDC91,1200,1200,0.0003083868557904,0.0005374206434958,0.0011019152445258,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R14,BS2DCE,1201,1201,0.0003706280567583,0.0007102186694868,0.0015294676655892,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R14,BSDC91,1200,1200,0.0003074335126664,0.0005833490633956,0.0011889638377248,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R15,BS2DCE,1200,1200,0.0003832152071878,0.0006297140170234,0.0011617582684814,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R15,BSDC91,1200,1200,0.0003606145493767,0.0005829044811854,0.0012192075652165,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R16,BS2DCE,1201,1201,0.0003404759877425,0.0005802498269896,0.0010731732085983,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R16,BSDC91,1200,1200,0.0003361839058849,0.0005888214482358,0.0011332824782772,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R17,BS2DCE,1201,1201,0.0003334779348947,0.0005679505939552,0.0013613153244841,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R17,BSDC91,1200,1200,0.0003809014335333,0.0007118226538156,0.0013016218329569,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R01,BS2DCE,1201,1201,0.0006269815287474,0.0011889585851912,0.0019052517418571,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R01,BSDC91,1200,1200,0.0004782309232237,0.0009425087142762,0.0014379362618821,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R02,BS2DCE,1201,1201,0.000443397701085,0.0008313986800317,0.001083376468136,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R02,BSDC91,1200,1200,0.0005561433732682,0.0010613100645647,0.0017962129378052,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R03,BS2DCE,1200,1200,0.0004346259355408,0.000797361351955,0.0013462891384158,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R03,BSDC91,1200,1200,0.0004886910568454,0.0009874357018159,0.0014473416959968,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R04,BS2DCE,1200,1200,0.0003750462450843,0.0005977622424178,0.0009660463069043,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R04,BSDC91,1200,1200,0.00044394793007,0.0007751561108609,0.0016035864999654,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R05,BS2DCE,1200,1200,0.0005469817807856,0.0010633202383066,0.0021843507657979,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R05,BSDC91,1201,1201,0.0004837569881872,0.0008490240203262,0.0011663078654847,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R06,BS2DCE,1200,1200,0.0005753214551249,0.0011040494248587,0.0021429917275255,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R06,BSDC91,1201,1201,0.0005525580389461,0.0010793737528376,0.0018136424362993,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R07,BS2DCE,1200,1200,0.0005047091431112,0.000974876611132,0.0019870163003715,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R07,BSDC91,1201,1201,0.0005330877539324,0.0010543370880612,0.0018554783797404,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R08,BS2DCE,1201,1201,0.0003691960806108,0.0006081437276435,0.0010476350523615,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R08,BSDC91,1200,1200,0.0005122392435248,0.0010039454151045,0.0024910259712947,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R09,BS2DCE,1200,1200,0.0004045822363029,0.0007260191843766,0.0010857570293439,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R09,BSDC91,1200,1200,0.0005766828935276,0.0010913757309489,0.0018626952029196,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R10,BS2DCE,1200,1200,0.0004648976577972,0.0009240403865669,0.0016905302294684,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R10,BSDC91,1200,1200,0.000487563799652,0.0008880779236185,0.0017445734730332,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R11,BS2DCE,1201,1201,0.0004621009718168,0.0007962637143327,0.0017957325867886,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R11,BSDC91,1200,1200,0.0004961310180347,0.0008689904250984,0.0018702203341424,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R12,BS2DCE,1200,1200,0.0002647154879971,0.0003873988166815,0.0005403041704863,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R12,BSDC91,1200,1200,0.0003199096255587,0.0005412454683539,0.0008465621981875,1.0,1.0,R2:L2:I1:T6,R2,L2,I1,T6,118.53562499999998,1.0,False,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
