figure_path,figure_kind,phase,experiment_id,capture_id,tag,metric_context,baseline_id,comparison_id,notes
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R13__BSDC91__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R13,BSDC91,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R14__BS2DCE__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R14,BS2DCE,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R14__BSDC91__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R14,BSDC91,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R15__BS2DCE__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R15,BS2DCE,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R15__BSDC91__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R15,BSDC91,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R16__BS2DCE__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R16,BS2DCE,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R16__BSDC91__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R16,BSDC91,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R17__BS2DCE__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R17,BS2DCE,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/full/B2_A2_U4_P0_T1/B2_A2_U4_P0_T1__R17__BSDC91__xz.png,trajectory_xz_overlay,phase0,B2_A2_U4_P0_T1,R17,BSDC91,Opti/UWB/output top-view,B0,B2_A2_U4_P0_T1,full per-track PNG
runs/phase0_baseline/20260604T161756Z/figs/contact_sheets/B0_A0_U4_P0_T1__contact_sheet.png,contact_sheet_xz,phase0,B0_A0_U4_P0_T1,R01-R17,both,contact sheet,,B0_A0_U4_P0_T1,all official dynamic ROTO tracks
runs/phase0_baseline/20260604T161756Z/figs/contact_sheets/B1_A1_U4_P0_T1__contact_sheet.png,contact_sheet_xz,phase0,B1_A1_U4_P0_T1,R01-R17,both,contact sheet,B0,B1_A1_U4_P0_T1,all official dynamic ROTO tracks
runs/phase0_baseline/20260604T161756Z/figs/contact_sheets/B2_A2_U4_P0_T1__contact_sheet.png,contact_sheet_xz,phase0,B2_A2_U4_P0_T1,R01-R17,both,contact sheet,B0,B2_A2_U4_P0_T1,all official dynamic ROTO tracks
