position_id,anchor_id,anchor_label,raw_frame_count,segment_index,segment_start,segment_end,segment_n,segment_mean_mm,segment_median_mm,segment_mad_mm,regime_label
ID13,0,A,1199,0,0,1199,1199,2079.2393661384485,2081.0,9.0,LOS-like
ID13,1,B,1199,0,0,1199,1199,2026.116763969975,2024.0,24.0,LOS-like
ID13,2,C,1198,0,0,1198,1198,2017.8414023372286,2018.0,14.0,LOS-like
ID13,3,D,1199,0,0,1199,1199,2197.302752293578,2197.0,19.0,LOS-like
ID13,4,E,1195,0,0,1195,1195,1914.5012552301255,1915.0,14.0,LOS-like
ID13,5,F,1192,0,0,1192,1192,1881.168624161074,1877.0,70.5,LOS-like
ID13,6,G,1137,0,0,969,969,2058.583075335397,2053.0,16.0,LOS-like
ID13,6,G,1137,1,969,1137,168,2134.7678571428573,2057.5,19.5,NLOS-like
ID13,7,H,1179,0,0,1179,1179,1975.9312977099237,1974.0,24.0,LOS-like
ID14,0,A,1198,0,0,1198,1198,2134.153589315526,2130.0,15.0,LOS-like
ID14,1,B,1199,0,0,1199,1199,1941.0942452043369,1940.0,14.0,LOS-like
ID14,2,C,1196,0,0,1196,1196,2054.953177257525,2054.0,16.0,LOS-like
ID14,3,D,1200,0,0,1200,1200,2129.2508333333335,2129.0,19.0,LOS-like
ID14,4,E,1199,0,0,1199,1199,1857.0400333611342,1858.0,20.0,LOS-like
ID14,5,F,1198,0,0,1198,1198,1926.719532554257,1915.0,30.0,LOS-like
ID14,6,G,1138,0,0,1138,1138,2005.4604569420035,1980.0,17.0,LOS-like
ID14,7,H,1182,0,0,1182,1182,2017.7241962774958,2017.0,17.0,LOS-like
ID15,0,A,1199,0,0,1199,1199,2031.231859883236,2031.0,15.0,LOS-like
ID15,1,B,1199,0,0,1199,1199,2020.5663052543787,2019.0,20.0,LOS-like
ID15,2,C,1200,0,0,1200,1200,2028.8991666666666,2029.0,20.0,LOS-like
ID15,3,D,1201,0,0,1201,1201,2195.88176519567,2198.0,15.0,LOS-like
ID15,4,E,1200,0,0,1200,1200,1866.1,1865.5,14.5,LOS-like
ID15,5,F,1196,0,0,1196,1196,1908.742474916388,1908.0,39.0,LOS-like
ID15,6,G,1158,0,0,1158,1158,2059.6934369602764,2018.0,18.0,LOS-like
ID15,7,H,1201,0,0,1201,1201,1979.1823480432972,1980.0,23.0,LOS-like
ID16,0,A,1199,0,0,1199,1199,2150.3544620517096,2145.0,22.0,LOS-like
ID16,1,B,1199,0,0,1199,1199,1971.6847372810676,1972.0,15.0,LOS-like
ID16,2,C,1199,0,0,1199,1199,2093.391993327773,2094.0,11.0,LOS-like
ID16,3,D,1198,0,0,1198,1198,2166.11101836394,2163.0,14.0,LOS-like
ID16,4,E,1199,0,0,1199,1199,1877.251876563803,1877.0,18.0,LOS-like
ID16,5,F,1176,0,0,1176,1176,1956.674319727891,1950.0,32.0,LOS-like
ID16,6,G,1155,0,0,1155,1155,2016.7367965367966,1989.0,19.0,LOS-like
ID16,7,H,1159,0,0,1159,1159,2010.4849007765315,2011.0,20.0,LOS-like
ID17,0,A,1199,0,0,1199,1199,1722.8507089241034,1722.0,24.0,LOS-like
ID17,1,B,1198,0,0,1198,1198,1850.1811352253756,1852.0,17.0,LOS-like
ID17,2,C,1197,0,0,1197,1197,1935.531328320802,1934.0,21.0,LOS-like
ID17,3,D,1197,0,0,1197,1197,1780.3149540517961,1779.0,17.0,LOS-like
ID17,4,E,1198,0,0,1198,1198,2372.057595993322,2372.0,15.0,LOS-like
ID17,5,F,1192,0,0,1192,1192,2400.261744966443,2385.0,53.0,LOS-like
ID17,6,G,1160,0,0,1160,1160,2573.294827586207,2562.0,15.0,LOS-like
ID17,7,H,1159,0,0,1159,1159,2274.925798101812,2273.0,28.0,LOS-like
ID18,0,A,1192,0,0,1192,1192,1693.3330536912752,1695.0,13.0,LOS-like
ID18,1,B,1198,0,0,1198,1198,1727.0358931552587,1728.0,16.0,LOS-like
ID18,2,C,1195,0,0,1195,1195,1992.6309623430961,1994.0,17.0,LOS-like
ID18,3,D,1199,0,0,1199,1199,1991.1659716430358,1991.0,22.0,LOS-like
ID18,4,E,1199,0,0,1199,1199,2215.6630525437863,2217.0,23.0,LOS-like
ID18,5,F,1192,0,0,1192,1192,2340.511744966443,2329.0,25.0,LOS-like
ID18,6,G,1154,0,0,1154,1154,2504.798960138648,2483.0,18.0,LOS-like
ID18,7,H,1176,0,0,1176,1176,2475.828231292517,2474.0,25.0,LOS-like
ID19,0,A,1195,0,0,1195,1195,1955.2845188284518,1953.0,14.0,LOS-like
ID19,1,B,1198,0,0,1198,1198,1624.5559265442405,1626.0,12.5,LOS-like
ID19,2,C,1200,0,0,1200,1200,1727.4916666666666,1727.0,14.0,LOS-like
ID19,3,D,1199,0,0,1199,1199,1981.211009174312,1983.0,19.0,LOS-like
ID19,4,E,1199,0,0,1199,1199,2719.0792326939118,2719.0,16.0,LOS-like
ID19,5,F,1190,0,0,1190,1190,2296.7697478991595,2293.0,53.0,LOS-like
ID19,6,G,1143,0,0,1143,1143,2819.0603674540685,2808.0,27.0,LOS-like
ID19,7,H,1161,0,0,1161,1161,2405.068044788975,2404.0,24.0,LOS-like
ID20,0,A,1199,0,0,1199,1199,1905.2168473728107,1908.0,24.0,LOS-like
ID20,1,B,1198,0,0,1198,1198,1890.2771285475792,1890.0,15.0,LOS-like
ID20,2,C,1199,0,0,1199,1199,1808.627189324437,1808.0,18.0,LOS-like
ID20,3,D,1197,0,0,1197,1197,1791.9281537176273,1793.0,17.0,LOS-like
ID20,4,E,1201,0,0,1201,1201,2309.3213988343045,2311.0,22.0,LOS-like
ID20,5,F,1184,0,0,1184,1184,2699.0320945945946,2683.0,28.0,LOS-like
ID20,6,G,1157,0,0,1157,1157,2354.2402765773554,2341.0,22.0,LOS-like
ID20,7,H,1170,0,0,1170,1170,2562.47094017094,2518.0,55.0,LOS-like
ID21,0,A,1198,0,0,1198,1198,2298.0876460767945,2295.0,30.0,LOS-like
ID21,1,B,1200,0,0,1200,1200,2339.5583333333334,2339.0,16.0,LOS-like
ID21,2,C,1200,0,0,1200,1200,2337.733333333333,2338.0,12.0,LOS-like
ID21,3,D,1201,0,0,1201,1201,2645.2689425478766,2642.0,19.0,LOS-like
ID21,4,E,1200,0,0,1200,1200,1785.0683333333334,1786.0,16.0,LOS-like
ID21,5,F,1174,0,0,1174,1174,1825.5076660988075,1816.0,52.0,LOS-like
ID21,6,G,1150,0,0,1150,1150,1980.2721739130434,1963.0,15.0,LOS-like
ID21,7,H,1180,0,0,1180,1180,1895.9347457627118,1897.0,19.0,LOS-like
ID22,0,A,1199,0,0,1199,1199,2613.025020850709,2614.0,15.0,LOS-like
ID22,1,B,1200,0,0,1200,1200,2236.545833333333,2237.0,17.0,LOS-like
ID22,2,C,1196,0,0,1196,1196,2403.8645484949834,2405.0,15.0,LOS-like
ID22,3,D,1199,0,0,1199,1199,2352.004170141785,2353.0,17.0,LOS-like
ID22,4,E,1200,0,0,1200,1200,1736.4208333333333,1738.0,26.0,LOS-like
ID22,5,F,1194,0,0,1194,1194,1848.7001675041877,1837.0,30.0,LOS-like
ID22,6,G,1146,0,0,1146,1146,2038.1553228621292,2021.0,15.0,LOS-like
ID22,7,H,1184,0,0,1184,1184,1916.037162162162,1915.0,17.0,LOS-like
ID23,0,A,1201,0,0,1201,1201,2282.185678601166,2281.0,13.0,LOS-like
ID23,1,B,1200,0,0,1200,1200,2508.9475,2509.0,13.0,LOS-like
ID23,2,C,1196,0,0,1196,1196,2391.382107023411,2391.0,20.0,LOS-like
ID23,3,D,1197,0,0,1197,1197,2453.1035923141185,2452.0,16.0,LOS-like
ID23,4,E,1199,0,0,1199,1199,1793.6438698915763,1794.0,22.0,LOS-like
ID23,5,F,1193,0,0,1193,1193,1818.138306789606,1808.0,57.0,LOS-like
ID23,6,G,1159,0,0,1159,1159,2021.260569456428,2006.0,17.0,LOS-like
ID23,7,H,1188,0,0,1188,1188,1915.1523569023568,1912.0,17.0,LOS-like
ID24,0,A,1197,0,0,1197,1197,2425.65664160401,2424.0,16.0,LOS-like
ID24,1,B,1197,0,0,1197,1197,2244.9014202172098,2244.0,17.0,LOS-like
ID24,2,C,1199,0,0,1199,1199,2839.0366972477063,2839.0,13.0,LOS-like
ID24,3,D,1201,0,0,1201,1201,2353.4721065778517,2354.0,22.0,LOS-like
ID24,4,E,1201,0,0,1201,1201,1763.0566194837636,1765.0,21.0,LOS-like
ID24,5,F,1188,0,0,1188,1188,1835.4680134680134,1833.0,38.0,LOS-like
ID24,6,G,1146,0,0,1146,1146,2030.0750436300175,2015.0,17.0,LOS-like
ID24,7,H,1189,0,0,1189,1189,1926.5634987384356,1927.0,17.0,LOS-like
