config,height_tier,d_tag_mm,n_positions,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope
V4+C_V4,LOW,82.0,8,82.60230978819635,82.4919740688708,116.50077876150003,1670.1283448774334
V4+C_V4,LOW,84.0,8,83.39407401860814,82.9525112615631,116.25506671151447,1674.2646703798132
V4+C_V4,LOW,86.0,8,84.23143967820226,83.50984373301652,116.07941118988391,1678.8429783889476
V4+C_V4,LOW,88.0,8,85.11375112383595,84.15738537512694,117.15317680663334,1683.8137688893123
V4+C_V4,LOW,90.0,8,86.04103847947724,84.89452850567226,118.82721204742371,1689.2436486941422
V4+C_V4,LOW,92.0,8,87.0121529725815,85.71354286702935,120.52758668674085,1695.2668114101323
V4+C_V4,LOW,94.0,8,88.02847800523038,86.61088807120937,122.24916409049509,1701.9134839637895
V4+C_V4,LOW,96.0,8,89.09534755748366,87.58751663535462,123.9949010525564,1709.3458992902968
V4+C_V4,LOW,98.0,8,90.21207450202667,88.63823440067442,125.76663077119947,1717.4671133470035
V4+C_V4,LOW,100.0,8,91.37890716741236,89.75871487016421,127.9762759742753,1726.2366879382257
V4+C_V4,LOW,102.0,8,92.5942250592678,90.94447392041742,130.30938895120676,1735.7176091503907
V4+C_V4,LOW,104.0,8,93.82701180392439,92.19412580424336,132.6601093484773,1746.0217585648622
V4+C_V4,LOW,106.0,8,94.26402695445876,93.50064995953868,135.02535238027107,1757.0672865247593
V4+C_V4,LOW,108.0,8,94.76711777416247,94.86250416036945,137.40501201367096,1768.695678488115
V4+C_V4,LOW,110.0,8,95.32985967919139,96.2767911672774,139.80480470775476,1780.8139631528388
V4+C_V4,LOW,112.0,8,95.95956869971275,97.74338299424949,142.22408553960202,1793.4568082734359
V4+C_V4,LOW,114.0,8,96.40647938951432,99.25756886954534,144.65969919603214,1806.425787764064
V4+C_V4,LOW,116.0,8,96.94725757348908,100.81858420442728,147.1124460125787,1819.7558529223186
V4+C_V4,LOW,118.0,8,97.58675894808242,102.42282499058317,149.58556802934518,1833.3372730623246
V4+C_V4,LOW,120.0,8,98.32314804356503,104.06782289142363,152.07840945900026,1847.3029574183518
V4+C_V4,MID,0.0,8,62.64240681778762,63.308669466583844,82.43729714651283,-227.50392117559562
V4+C_V4,MID,2.0,8,61.65094400524251,62.49712426597488,81.40844863241084,-230.3082950552133
V4+C_V4,MID,4.0,8,62.345834634755064,61.732723633608444,80.36427139485261,-234.02585745307172
V4+C_V4,MID,6.0,8,62.4650547156172,61.018110235058344,79.29895777801286,-238.35221954942878
V4+C_V4,MID,8.0,8,61.853634236378845,60.35937104303337,78.21498425523909,-242.8804563073344
V4+C_V4,MID,10.0,8,61.358802256818024,59.76256351029948,77.11378381545795,-247.03594617324413
V4+C_V4,MID,12.0,8,60.98904722481618,59.2250051441824,75.97657755156577,-250.9783168176073
V4+C_V4,MID,14.0,8,60.76518749944856,58.75334566138881,74.80864539444602,-255.06383692570478
V4+C_V4,MID,16.0,8,60.70746215426294,58.36016746894411,74.06603750176822,-259.30997449849747
V4+C_V4,MID,18.0,8,60.824642669920934,58.05312505204307,74.08220729595438,-263.95792684795634
V4+C_V4,MID,20.0,8,61.1135138533713,57.82855827862141,74.58082720973557,-268.8637808106751
V4+C_V4,MID,22.0,8,61.565127684331536,57.68678704154352,75.06486856385868,-274.1498133263819
V4+C_V4,MID,24.0,8,62.18485491002887,57.62758642903278,75.58851997723634,-280.1993344517903
V4+C_V4,MID,26.0,8,62.94861460226977,57.65011598332935,76.31065303693035,-287.1212392877982
V4+C_V4,MID,28.0,8,62.958656534030304,57.751222176042795,77.01884615024287,-295.14508546251886
V4+C_V4,MID,30.0,8,62.20752611966836,57.93125752796775,78.64207577636334,-304.7899826749408
V4+C_V4,MID,32.0,8,61.490902306167015,58.18853810925805,80.31992261742162,-316.10168932142847
V4+C_V4,MID,34.0,8,60.8207575676239,58.52245863494306,82.02709519743118,-329.0106930874558
V4+C_V4,MID,36.0,8,60.19085021239876,58.92278945907944,83.75374716720233,-344.1125059305924
V4+C_V4,MID,38.0,8,59.606954286985754,59.38523200076786,85.48538910303327,-361.17275602068565
V4+C_V4,MID,40.0,8,59.07481123259712,59.9097154479434,87.21752958242168,-379.608692266056
V4+C_V4,MID,42.0,8,58.58952571690564,60.492195210983134,88.95589467737877,-399.31676725532884
V4+C_V4,MID,44.0,8,58.16560273536889,61.125858742444656,90.68061044603687,-420.11876927157215
V4+C_V4,MID,46.0,8,57.81430051502829,61.81279096302377,92.3877610408522,-442.934690685787
V4+C_V4,MID,48.0,8,57.548418786244696,62.54846904348732,94.0690856775068,-467.59011239964775
V4+C_V4,MID,50.0,8,57.38094073476204,63.333810511506314,96.08819185173438,-494.1108751811046
V4+C_V4,MID,52.0,8,57.32078445738746,64.16552230528086,98.21398860502978,-522.3320364840914
V4+C_V4,MID,54.0,8,57.37942977166982,65.04310728331903,100.2981555885212,-552.531404453668
V4+C_V4,MID,56.0,8,57.5733580825966,65.96528521242905,102.34294280680761,-584.068691260624
V4+C_V4,MID,58.0,8,57.914739072541764,66.92620524461219,104.32898645800464,-616.342128437536
V4+C_V4,MID,60.0,8,58.02875432184457,67.93272856622384,106.27101722019182,-649.0681123927285
V4+C_V4,MID,62.0,8,58.132166019863,68.97652449081623,108.16214663765173,-681.9226297705809
V4+C_V4,MID,64.0,8,58.34001232984694,70.05739358400533,109.99801947178808,-715.2111197332838
V4+C_V4,MID,66.0,8,58.77968063308252,71.17690380345591,111.7955181174344,-749.1180545411808
V4+C_V4,MID,68.0,8,59.60525908763846,72.32959860765735,113.54515526308994,-783.1107341946091
V4+C_V4,MID,70.0,8,60.454180694381165,73.52438236892675,115.26035876730175,-817.3796785207975
V4+C_V4,MID,72.0,8,61.3330370941637,74.76222689763732,116.94790986886143,-852.4466305144083
V4+C_V4,MID,74.0,8,62.25877512977594,76.04672960203351,118.61928070112499,-888.4789523291652
V4+C_V4,MID,76.0,8,63.24943152443587,77.38234726391747,120.28114798726813,-925.4989000336135
V4+C_V4,MID,78.0,8,64.30063923536343,78.7645718693649,121.93185302025698,-963.3880888546217
V4+C_V4,MID,80.0,8,65.4104939853691,80.19583119678309,123.57350463793257,-1001.8835532857513
V4+C_V4,MID,82.0,8,66.59195263122871,81.67487200805199,125.20587163867533,-1041.340564232954
V4+C_V4,MID,84.0,8,67.86340549038871,83.19841426263118,126.82053006646892,-1081.8614403075348
V4+C_V4,MID,86.0,8,69.21136818985771,84.76511352545889,128.41650755755583,-1123.5261775605743
V4+C_V4,MID,88.0,8,70.66315697878353,86.37342434393341,129.9901600105516,-1165.7157257828749
V4+C_V4,MID,90.0,8,72.228976681951,88.0259613529566,131.54386475441896,-1208.7400411624405
V4+C_V4,MID,92.0,8,73.90169453947946,89.71993174150937,133.0746349717303,-1252.2658627797693
V4+C_V4,MID,94.0,8,75.70443702942899,91.45904698540352,134.58444602990787,-1296.681521354557
V4+C_V4,MID,96.0,8,77.6253181892022,93.2341978797255,136.0567769714995,-1341.6922509351134
V4+C_V4,MID,98.0,8,79.66059713074907,95.048766875069,137.50731711530383,-1387.4799018579117
V4+C_V4,MID,100.0,8,81.86267749259045,96.90266903745038,138.93429511876528,-1434.0679375539137
V4+C_V4,MID,102.0,8,84.19234909611616,98.79225805170202,140.3403782195026,-1480.9996935027687
V4+C_V4,MID,104.0,8,86.60312016296618,100.71241827891964,141.71492347872461,-1528.3683242602253
V4+C_V4,MID,106.0,8,89.08029353191064,102.66712523804547,143.0715282655356,-1576.015957168989
V4+C_V4,MID,108.0,8,91.61444179600728,104.6474491429713,144.40658831202094,-1623.211544147931
V4+C_V4,MID,110.0,8,94.20220453461644,106.653467098568,145.81415929383695,-1670.4408368958184
V4+C_V4,MID,112.0,8,96.8386943778437,108.6813615311401,147.55662278743213,-1717.1752507893245
V4+C_V4,MID,114.0,8,99.51836115736589,110.72526360168229,149.27524113648911,-1763.4962944839735
V4+C_V4,MID,116.0,8,102.23002491550642,112.78440207101528,150.97666300568687,-1809.4835454425877
V4+C_V4,MID,118.0,8,104.96558889172084,114.85707147636941,152.6569299488204,-1854.9070904726593
V4+C_V4,MID,120.0,8,107.72390520718582,116.94357611751349,154.3153023749562,-1900.0616330120135
V4+C_V4,HIGH,0.0,8,83.43311637831343,103.69456332187164,160.15440639524797,1230.9780079905438
V4+C_V4,HIGH,2.0,8,80.56235026907778,100.80768769535939,155.77955292999397,1221.3395240716004
V4+C_V4,HIGH,4.0,8,77.79248978032247,98.00364725458574,151.45927633314753,1211.3673433210151
V4+C_V4,HIGH,6.0,8,75.13157698692878,95.29402637090523,147.2300647514646,1201.208381126461
V4+C_V4,HIGH,8.0,8,72.57403041798776,92.680299923065,143.2685444405734,1191.0297458503057
V4+C_V4,HIGH,10.0,8,70.12138816451824,90.16915836600496,139.40966859084605,1180.901102732918
V4+C_V4,HIGH,12.0,8,67.78114733010219,87.76808178114659,135.65818111632217,1170.906431818833
V4+C_V4,HIGH,14.0,8,65.55763205054222,85.49296535773524,132.0439895100613,1161.1368944069723
V4+C_V4,HIGH,16.0,8,63.45806863268881,83.34610465171777,128.56764903140936,1151.4347162405695
V4+C_V4,HIGH,18.0,8,62.19077313706057,81.33206808973056,125.22691855914894,1141.83795050041
V4+C_V4,HIGH,20.0,8,62.11133411563354,79.45101913744232,122.01843164490425,1132.3615029975729
V4+C_V4,HIGH,22.0,8,62.132179431742934,77.70606681335897,118.94290284908915,1122.8549233693661
V4+C_V4,HIGH,24.0,8,62.212241810789735,76.10236309681764,116.00902485078504,1113.3321933297823
V4+C_V4,HIGH,26.0,8,62.33840909338481,74.6367986338757,113.21033427729374,1103.7632359654856
V4+C_V4,HIGH,28.0,8,62.51420771139077,73.31312017220341,110.55274573352123,1094.165607285478
V4+C_V4,HIGH,30.0,8,62.73417219279818,72.12839168256419,108.02830784703106,1084.530047198199
V4+C_V4,HIGH,32.0,8,62.9989736575217,71.08184688122081,105.63377077555826,1074.863436062617
V4+C_V4,HIGH,34.0,8,63.314259121798564,70.17471808383567,103.38520807865484,1065.010741225931
V4+C_V4,HIGH,36.0,8,64.93489311078986,69.40187771755313,101.27002640717063,1054.9870540580625
V4+C_V4,HIGH,38.0,8,66.64785101747346,68.76056570604113,99.29245770599333,1044.7843268820368
V4+C_V4,HIGH,40.0,8,65.99502018224086,68.23527165248063,97.43681039852888,1034.1514254969109
V4+C_V4,HIGH,42.0,8,65.32426539683935,67.82783774723741,95.70376412217942,1023.1913797373898
V4+C_V4,HIGH,44.0,8,65.62825790574381,67.53536048891296,94.09581738560227,1011.9390538247426
V4+C_V4,HIGH,46.0,8,66.259159254183,67.35635015680027,92.60174571063695,1000.6174050667978
V4+C_V4,HIGH,48.0,8,66.55289065338242,67.28180326757459,92.46078705743696,989.2077511155586
V4+C_V4,HIGH,50.0,8,65.66077053789161,67.3095630022741,92.49866874309691,978.0106900571702
V4+C_V4,HIGH,52.0,8,64.88312053568816,67.43449757727741,92.59785755503991,967.1818043662289
V4+C_V4,HIGH,54.0,8,64.21979283826423,67.65467350140176,92.76249203145224,956.73950801552
V4+C_V4,HIGH,56.0,8,63.67453149150187,67.96756274044084,92.99445967117589,946.67515625515
V4+C_V4,HIGH,58.0,8,63.24127385327162,68.36636479173636,93.45721175093848,937.2062176573621
V4+C_V4,HIGH,60.0,8,62.92309395145451,68.84849604472163,94.81001800761335,928.3430605623053
V4+C_V4,HIGH,62.0,8,62.705380598000296,69.40528365242031,96.30481536803148,920.104778242061
V4+C_V4,HIGH,64.0,8,62.58945982614961,70.03707637366567,98.59053768742041,912.5543137867306
V4+C_V4,HIGH,66.0,8,62.57042648775381,70.73782241975017,100.8735024466036,905.7523465167841
V4+C_V4,HIGH,68.0,8,62.63953647910213,71.50604092252316,103.15874767929004,899.8384472625702
V4+C_V4,HIGH,70.0,8,62.799974699068144,72.33694085182451,105.44728760127664,894.6870316204287
V4+C_V4,HIGH,72.0,8,63.05153107158117,73.22551398317393,107.73017026882106,890.1409213417375
V4+C_V4,HIGH,74.0,8,63.38274783555249,74.16348090000201,110.00454941350623,886.2516669619348
V4+C_V4,HIGH,76.0,8,63.80293415766134,75.15100085881367,112.27720065823961,882.9089532840254
V4+C_V4,HIGH,78.0,8,64.31813632931284,76.19450184686188,114.56113600448153,880.1855817871512
V4+C_V4,HIGH,80.0,8,64.92514648562049,77.29158757381444,116.84772377734431,877.8542487888761
V4+C_V4,HIGH,82.0,8,65.61569835174237,78.44051920235654,119.14148240058691,876.0739062146006
V4+C_V4,HIGH,84.0,8,66.39252155221179,79.63569216419263,121.42404687481748,874.806075214886
V4+C_V4,HIGH,86.0,8,67.25888007737154,80.87696542148787,123.70787545069807,874.1070735279842
V4+C_V4,HIGH,88.0,8,68.21370378036625,82.1664028985224,125.9749713038434,873.8541771101692
V4+C_V4,HIGH,90.0,8,69.26044101418388,83.49486239424945,128.218396411999,873.932902021463
V4+C_V4,HIGH,92.0,8,70.4041241730081,84.85828920392689,130.43690113168904,874.227007607578
V4+C_V4,HIGH,94.0,8,71.63640265098256,86.25447648100959,132.63181090826595,874.6478752759648
V4+C_V4,HIGH,96.0,8,72.94709429795947,87.68084356180313,134.79120671061455,875.1146146634085
V4+C_V4,HIGH,98.0,8,74.34163874874645,89.13490993896316,136.91693646035887,875.5900707699508
V4+C_V4,HIGH,100.0,8,75.81007079601449,90.60687173546597,139.00266532967558,875.9157324729342
V4+C_V4,HIGH,102.0,8,77.35328149214104,92.0949092661672,141.0460711848694,875.9514816651457
V4+C_V4,HIGH,104.0,8,78.9678801198038,93.59921554846963,143.04937399833415,875.6752586181615
V4+C_V4,HIGH,106.0,8,80.6545759657067,95.10357998428144,145.00325662421324,874.8052539910527
V4+C_V4,HIGH,108.0,8,82.40832994318282,96.60684476145052,146.8941440764363,873.325841034309
V4+C_V4,HIGH,110.0,8,84.22434594437546,98.11504382270145,148.74374684201575,871.474060045889
V4+C_V4,HIGH,112.0,8,86.10562076813406,99.62592276121043,150.55295056614037,869.3916322550991
V4+C_V4,HIGH,114.0,8,88.05515641472553,101.1366984039045,152.30876077751208,867.078015070848
V4+C_V4,HIGH,116.0,8,90.06319945493398,102.64930928491948,154.0164450434094,864.5954113886971
V4+C_V4,HIGH,118.0,8,92.13538852473613,104.16661828431545,155.6802527337169,862.0698963620943
V4+C_V4,HIGH,120.0,8,94.26451903235406,105.68717491771793,157.29540977929184,859.4802853848086
V5+C_V5,LOW,0.0,8,169.05892877187466,172.41218334302565,244.14928699253812,1467.1178985500612
V5+C_V5,LOW,2.0,8,165.3581377970513,169.0515064571934,240.08682207160274,1460.160248647001
V5+C_V5,LOW,4.0,8,161.65258524279716,165.72355906766143,236.03503146856107,1454.0277392689932
V5+C_V5,LOW,6.0,8,157.94354300508223,162.43201961156547,231.99221455091916,1448.7383020650595
V5+C_V5,LOW,8.0,8,154.230239722722,159.18001525753454,227.96468651339245,1444.2141628013064
V5+C_V5,LOW,10.0,8,150.51694160575968,155.96665510647196,223.95005671265943,1440.3504643918252
V5+C_V5,LOW,12.0,8,146.8005536124142,152.79299960950536,219.94954051958507,1437.2835571380442
V5+C_V5,LOW,14.0,8,143.08039898002573,149.6641755767926,215.96623612895252,1435.086716482996
V5+C_V5,LOW,16.0,8,139.35458656907636,146.58146615442834,212.00532908847384,1433.5515357281333
V5+C_V5,LOW,18.0,8,135.6252869755827,143.54579211652566,208.06871682819667,1432.6289819105818
V5+C_V5,LOW,20.0,8,131.89315918810325,140.55692570809546,204.15426980652924,1432.203941725876
V5+C_V5,LOW,22.0,8,128.15876759924947,137.61888080759863,200.26975742403323,1432.3283111290127
V5+C_V5,LOW,24.0,8,124.42016207875619,134.73200946378057,196.41826122199535,1432.8897276233213
V5+C_V5,LOW,26.0,8,120.68060690381346,131.89809981053878,193.0462785950892,1433.7826679655695
V5+C_V5,LOW,28.0,8,116.9443889252096,129.12302205233078,189.79133554400138,1434.9785430836528
V5+C_V5,LOW,30.0,8,113.20790363501588,126.40664981328845,186.57727446454481,1436.4533937813405
V5+C_V5,LOW,32.0,8,109.47450346284839,123.75236332035249,183.4012195677718,1438.0088873829225
V5+C_V5,LOW,34.0,8,105.7475641863659,121.15860396358133,180.2596049933411,1439.620352423915
V5+C_V5,LOW,36.0,8,102.02774539696841,118.63187630520135,177.16203659965038,1441.400855521257
V5+C_V5,LOW,38.0,8,98.31123993153395,116.1700560842227,174.10281522939889,1443.225198577429
V5+C_V5,LOW,40.0,8,94.59976290962678,113.77606578880113,171.08523440668944,1445.0689919046063
V5+C_V5,LOW,42.0,8,90.88898373265597,111.45423721991419,168.11380804989992,1446.9054236758902
V5+C_V5,LOW,44.0,8,87.18105613068576,109.20464481741637,165.18663366349384,1448.74650239336
V5+C_V5,LOW,46.0,8,83.4773391572829,107.02998639520075,162.3082876079255,1450.6292919539444
V5+C_V5,LOW,48.0,8,79.77777625553618,104.92942751840228,159.88852818529435,1452.5046215121492
V5+C_V5,LOW,50.0,8,76.08285911533243,102.90703292342741,158.0485423876445,1454.3844625856632
V5+C_V5,LOW,52.0,8,72.39236741510223,100.96864658209394,156.24285055797236,1456.329644434008
V5+C_V5,LOW,54.0,8,68.70655029798604,99.11580157252837,154.47200133318734,1458.334292072512
V5+C_V5,LOW,56.0,8,65.03185858609388,97.35194481762115,152.73709726318398,1460.480623359258
V5+C_V5,LOW,58.0,8,61.368051339841514,95.68007273570258,151.04190126468183,1462.931864666862
V5+C_V5,LOW,60.0,8,57.714449989095584,94.1035902084072,149.38886023338114,1465.7138091391205
V5+C_V5,LOW,62.0,8,54.0783977202013,92.62301824927343,147.77456882830555,1468.7319457084977
V5+C_V5,LOW,64.0,8,51.08840284102086,91.24038862811949,146.19804839892856,1472.0133369524635
V5+C_V5,LOW,66.0,8,49.87236274632436,89.9585254718555,144.6627471325855,1475.6655993480226
V5+C_V5,LOW,68.0,8,48.726027279225434,88.77962995719159,143.168923810075,1479.7548389139317
V5+C_V5,LOW,70.0,8,48.45652774291281,87.70572463849842,142.1080419003688,1484.1974880214134
V5+C_V5,LOW,72.0,8,50.6744862575583,86.73972800501684,141.1514702028415,1489.17036681737
V5+C_V5,LOW,74.0,8,52.95420966218575,85.88451307218806,140.2293214128602,1494.8196072799958
V5+C_V5,LOW,76.0,8,55.284798015666354,85.13950607257333,139.34203368805623,1501.0735084644662
V5+C_V5,LOW,78.0,8,57.657057368557716,84.50759188953951,138.48848100224322,1508.0208682498167
V5+C_V5,LOW,80.0,8,60.06548995951573,83.98966874257083,137.67277360434093,1515.57591022749
V5+C_V5,LOW,82.0,8,62.506821681294184,83.58550328111461,136.89876595229646,1523.7825349854995
V5+C_V5,LOW,84.0,8,64.97409627710861,83.29440117076386,136.16700942000378,1532.7274005582005
V5+C_V5,LOW,86.0,8,67.46416785670061,83.11397086824873,135.47774883068902,1542.2960586132485
V5+C_V5,LOW,88.0,8,69.96935549424836,83.04213774650059,134.83588106177464,1552.4064772865584
V5+C_V5,LOW,90.0,8,72.48541058308993,83.07714066296681,134.2395276347005,1563.13214598928
V5+C_V5,LOW,92.0,8,75.00975435079187,83.21479538601389,133.68806029261486,1574.3157518414976
V5+C_V5,LOW,94.0,8,77.5430436686751,83.45671490186061,133.18802891578687,1585.974236322913
V5+C_V5,LOW,96.0,8,80.07828006926364,83.79829485407178,132.74115457260507,1597.9644713562634
V5+C_V5,LOW,98.0,8,82.61630423893203,84.2391065848742,132.35334476459388,1610.3652043776217
V5+C_V5,LOW,100.0,8,83.03413229136962,84.77418390091344,132.02549602210638,1623.2159254725561
V5+C_V5,LOW,102.0,8,83.31362930269673,85.4007884908811,131.75952086550723,1636.5123583403024
V5+C_V5,LOW,104.0,8,83.63787305475728,86.11377359307018,131.55479055430195,1650.1431631340288
V5+C_V5,LOW,106.0,8,84.00699169530299,86.90874714590116,131.41088357623363,1664.063261834195
V5+C_V5,LOW,108.0,8,84.42075723834333,87.78167307067594,131.77386723618088,1678.3056842572523
V5+C_V5,LOW,110.0,8,84.87709899006617,88.72831019264159,132.89926233521322,1692.8441066576333
V5+C_V5,LOW,112.0,8,85.3746110794508,89.74545638993445,134.05701076621887,1707.6190910776666
V5+C_V5,LOW,114.0,8,85.91179164999096,90.82774086328357,135.2452287460492,1722.5587858541573
V5+C_V5,LOW,116.0,8,86.49365568650255,91.97491076265521,136.46889913124036,1737.7264041434703
V5+C_V5,LOW,118.0,8,87.1177058492509,93.18360647622421,137.73029124520428,1753.1261385015227
V5+C_V5,LOW,120.0,8,87.78320327345125,94.45100109748653,139.03016466652383,1768.7083506238873
V5+C_V5,MID,0.0,8,80.80305631865072,81.93555132773596,111.1715915838401,-120.29619229955964
V5+C_V5,MID,2.0,8,80.34827950389183,80.64393425453865,108.56003488103862,-109.01409596766985
V5+C_V5,MID,4.0,8,79.8898144626796,79.36652166333639,105.95647286226547,-98.57063986615908
V5+C_V5,MID,6.0,8,79.40471131343867,78.10329985375134,103.35871038020248,-88.74364273163756
V5+C_V5,MID,8.0,8,78.34115611213363,76.85967592944728,100.76462265697026,-79.5910525248126
V5+C_V5,MID,10.0,8,77.27975527140003,75.63689102691461,98.59797670444793,-71.23229257437481
V5+C_V5,MID,12.0,8,76.2292747025804,74.43526750762054,96.704071947048,-63.01019981519496
V5+C_V5,MID,14.0,8,75.1966941644974,73.25636646154878,94.78869640164218,-54.77999813492672
V5+C_V5,MID,16.0,8,74.1963964897191,72.10888549563167,92.86141620916078,-46.36734955561211
V5+C_V5,MID,18.0,8,73.23551660565592,70.99704821660725,91.67497434352804,-37.849537603335435
V5+C_V5,MID,20.0,8,72.33581777867164,69.92643218679042,90.52568937370732,-29.417148391709635
V5+C_V5,MID,22.0,8,71.51324230739374,68.9025555970463,89.35727937894035,-21.2205786900964
V5+C_V5,MID,24.0,8,70.11252602464825,67.92698177906453,88.15716726081124,-12.892061861900197
V5+C_V5,MID,26.0,8,68.38871852851739,67.00784130390375,86.92316981908223,-4.355483063967499
V5+C_V5,MID,28.0,8,66.65589261776547,66.14879972295238,85.6609744094749,3.838983046748854
V5+C_V5,MID,30.0,8,65.32233359748176,65.3619072834118,84.36622599569851,12.33899912946888
V5+C_V5,MID,32.0,8,66.13543879267972,64.64796244026381,83.03693925245065,21.065840711295483
V5+C_V5,MID,34.0,8,66.94833088718356,64.02104599732932,81.68258036269557,29.27566071856071
V5+C_V5,MID,36.0,8,67.75483739022084,63.48949596327335,80.32122399019366,36.582049539467164
V5+C_V5,MID,38.0,8,68.54112389314646,63.05529498448693,78.94927955455778,42.9106019181893
V5+C_V5,MID,40.0,8,69.26847367532145,62.72480293834977,78.40961074753919,47.86841295207964
V5+C_V5,MID,42.0,8,68.60784103525964,62.50051632369883,78.14121207117937,50.54543267376415
V5+C_V5,MID,44.0,8,67.9694507038075,62.38513223222912,79.50612479226393,51.05096144271814
V5+C_V5,MID,46.0,8,67.35876050280316,62.374940358420794,81.75873650893698,48.911160692162234
V5+C_V5,MID,48.0,8,66.78828982454375,62.47474188439671,84.1714564192883,44.5366260283044
V5+C_V5,MID,50.0,8,66.24442236193842,62.67385485737133,86.70829912982171,38.26538878556417
V5+C_V5,MID,52.0,8,65.73333944493662,62.96506887501047,89.32069445710789,30.157164857202996
V5+C_V5,MID,54.0,8,65.27060247870315,63.344826261168436,91.97971798925377,20.123140702876643
V5+C_V5,MID,56.0,8,64.85726302160677,63.81258786191989,94.67954696501151,7.373392930486849
V5+C_V5,MID,58.0,8,64.20145575923199,64.36130030403892,97.402589296951,-8.312625336691225
