config,height_tier,d_tag_mm,n_positions,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope
Vicon+C_Vicon_cm,HIGH,78.0,8,61.25892811805022,63.558843190070206,94.61055776676938,864.0857075082288
Vicon+C_Vicon_cm,HIGH,80.0,8,60.72738185965074,64.0070898072047,96.8975994776163,852.4450763082101
Vicon+C_Vicon_cm,HIGH,82.0,8,60.302119541491365,64.56789750881343,99.17731137296225,841.0356102402051
Vicon+C_Vicon_cm,HIGH,84.0,8,59.97855198391122,65.23667750722863,101.4550996299031,829.8600927108922
Vicon+C_Vicon_cm,HIGH,86.0,8,59.766457255414124,66.01140211448956,103.73347652073258,819.1302358004908
Vicon+C_Vicon_cm,HIGH,88.0,8,59.66984345820238,66.88656205751508,106.01171522154425,808.7318446937326
Vicon+C_Vicon_cm,HIGH,90.0,8,59.68325512934028,67.8562689355063,108.28819549278163,798.680226564013
Vicon+C_Vicon_cm,HIGH,92.0,8,59.80633989208194,68.91253994121547,110.56232974950413,788.9894634297194
Vicon+C_Vicon_cm,HIGH,94.0,8,60.046423990145485,70.05161468339212,112.83312161387079,779.6668689311199
Vicon+C_Vicon_cm,HIGH,96.0,8,60.39573674169934,71.2657631020148,115.10274522745382,770.6993134321337
Vicon+C_Vicon_cm,HIGH,98.0,8,60.85653592394302,72.54739726589307,117.36188276445567,762.0083387730207
Vicon+C_Vicon_cm,HIGH,100.0,8,61.427398971319164,73.88936125561462,119.60554694091225,753.7243974657785
Vicon+C_Vicon_cm,HIGH,102.0,8,62.112798013199516,75.2889342681154,121.83679633836775,745.842538040348
Vicon+C_Vicon_cm,HIGH,104.0,8,62.915640376733336,76.74339788595229,124.05449318406941,738.3247256555126
Vicon+C_Vicon_cm,HIGH,106.0,8,63.835226227445204,78.24783202710184,126.24966885907871,731.2851387945587
Vicon+C_Vicon_cm,HIGH,108.0,8,64.87466410883503,79.80100653948362,128.42660541675684,724.5260567672361
Vicon+C_Vicon_cm,HIGH,110.0,8,66.02989529707816,81.40258757992939,130.59082894136375,718.1853001135587
Vicon+C_Vicon_cm,HIGH,112.0,8,67.29298126117035,83.03915660024612,132.7278600906106,712.1620490090578
Vicon+C_Vicon_cm,HIGH,114.0,8,68.65675821322863,84.70219075784152,134.82486793155184,706.4099822328881
Vicon+C_Vicon_cm,HIGH,116.0,8,70.12005696174637,86.3902377696857,136.88018549489803,700.8474861987555
Vicon+C_Vicon_cm,HIGH,118.0,8,71.66855999458912,88.09673424220568,138.89770341436866,695.5469658849053
Vicon+C_Vicon_cm,HIGH,120.0,8,73.304381569272,89.82716922808403,140.87867609560115,690.4549292406799
