host_elapsed_s,host_epoch_s,sweep,peer_name,anchor_id,raw_mm,range_mm,quality_percent,valid,status
0.0,86216.0,86216,BS955A,5,2392,2392,95,1,O
0.0,86216.0,86216,BS955A,6,3078,3078,95,1,O
0.0,86216.0,86216,BS955A,7,3033,3033,95,1,O
0.0,84906.0,84906,BS9336,0,2797,2797,100,1,O
0.0,84906.0,84906,BS9336,1,2142,2142,100,1,O
0.0,84906.0,84906,BS9336,2,3331,3331,100,1,O
0.0,84906.0,84906,BS9336,3,3705,3705,95,1,O
0.0,84906.0,84906,BS9336,4,2494,2494,100,1,O
0.0,84906.0,84906,BS9336,5,2055,2055,100,1,O
0.0,84906.0,84906,BS9336,6,3315,3315,95,1,O
0.0,84906.0,84906,BS9336,7,3175,3175,100,1,O
0.0,84857.0,84857,BSCCF4,0,2926,2926,100,1,O
0.0,84857.0,84857,BSCCF4,1,2427,2427,100,1,O
0.0,84857.0,84857,BSCCF4,2,2881,2881,100,1,O
0.0,84857.0,84857,BSCCF4,3,3057,3057,100,1,O
0.0,84857.0,84857,BSCCF4,4,2869,2869,100,1,O
0.0,84857.0,84857,BSCCF4,5,2128,2128,95,1,O
0.0,84857.0,84857,BSCCF4,6,2856,2856,100,1,O
0.0,84857.0,84857,BSCCF4,7,2911,2911,100,1,O
0.0,86217.0,86217,BS955A,0,3107,3107,95,1,O
0.0,86217.0,86217,BS955A,1,2068,2068,95,1,O
0.0,86217.0,86217,BS955A,2,2979,2979,85,1,O
0.0,86217.0,86217,BS955A,3,3080,3080,95,1,O
0.0,86217.0,86217,BS955A,4,2724,2724,95,1,O
0.0,86217.0,86217,BS955A,5,2426,2426,95,1,O
0.0,86217.0,86217,BS955A,6,2972,2972,95,1,O
0.0,86217.0,86217,BS955A,7,3110,3110,95,1,O
0.0,86218.0,86218,BS955A,0,3197,3197,95,1,O
0.0,86218.0,86218,BS955A,1,2089,2089,95,1,O
0.0,86218.0,86218,BS955A,2,2985,2985,86,1,O
0.0,86218.0,86218,BS955A,3,3094,3094,95,1,O
0.0,86218.0,86218,BS955A,4,2652,2652,95,1,O
0.0,86218.0,86218,BS955A,5,2375,2375,95,1,O
0.0,86218.0,86218,BS955A,6,2961,2961,95,1,O
0.0,86218.0,86218,BS955A,7,3111,3111,95,1,O
0.0,84858.0,84858,BSCCF4,0,2911,2911,100,1,O
0.0,84858.0,84858,BSCCF4,1,2454,2454,100,1,O
0.0,84858.0,84858,BSCCF4,2,2885,2885,100,1,O
0.0,84858.0,84858,BSCCF4,3,3124,3124,100,1,O
0.0,84858.0,84858,BSCCF4,4,2875,2875,100,1,O
0.0,84858.0,84858,BSCCF4,5,2199,2199,95,1,O
0.0,84858.0,84858,BSCCF4,6,2870,2870,100,1,O
0.0,84858.0,84858,BSCCF4,7,0,2911,95,0,T
0.0,84907.0,84907,BS9336,0,2748,2748,100,1,O
0.0,84907.0,84907,BS9336,1,2171,2171,100,1,O
0.0,84907.0,84907,BS9336,2,3325,3325,100,1,O
0.0,84907.0,84907,BS9336,3,3726,3726,96,1,O
0.0,84907.0,84907,BS9336,4,2518,2518,100,1,O
0.0,84907.0,84907,BS9336,5,1999,1999,100,1,O
0.0,84907.0,84907,BS9336,6,3321,3321,96,1,O
0.0,84907.0,84907,BS9336,7,3255,3255,100,1,O
0.0,86219.0,86219,BS955A,0,3108,3108,95,1,O
0.0,86219.0,86219,BS955A,1,2127,2127,95,1,O
0.0,86219.0,86219,BS955A,2,2972,2972,86,1,O
0.0,86219.0,86219,BS955A,3,3078,3078,95,1,O
0.0,86219.0,86219,BS955A,4,2709,2709,95,1,O
0.0,86219.0,86219,BS955A,5,2435,2435,95,1,O
0.0,86219.0,86219,BS955A,6,3036,3036,95,1,O
0.0,86219.0,86219,BS955A,7,3060,3060,95,1,O
0.0,84859.0,84859,BSCCF4,0,2864,2864,100,1,O
0.0,84859.0,84859,BSCCF4,1,2451,2451,100,1,O
0.0,84859.0,84859,BSCCF4,2,2897,2897,100,1,O
0.0,84859.0,84859,BSCCF4,3,3127,3127,100,1,O
0.0,84859.0,84859,BSCCF4,4,2886,2886,100,1,O
0.0,84859.0,84859,BSCCF4,5,2232,2232,96,1,O
0.0,84859.0,84859,BSCCF4,6,2811,2811,100,1,O
0.0,84859.0,84859,BSCCF4,7,2955,2955,96,1,O
0.0,84860.0,84860,BSCCF4,0,2974,2974,100,1,O
0.0,84860.0,84860,BSCCF4,1,2447,2447,100,1,O
0.0,84860.0,84860,BSCCF4,2,2897,2897,100,1,O
0.0,84860.0,84860,BSCCF4,3,3104,3104,100,1,O
0.0,84860.0,84860,BSCCF4,4,2857,2857,100,1,O
0.0,84860.0,84860,BSCCF4,5,2145,2145,96,1,O
0.0,84860.0,84860,BSCCF4,6,2850,2850,100,1,O
0.0,84860.0,84860,BSCCF4,7,2839,2839,96,1,O
0.0,86220.0,86220,BS955A,0,3184,3184,95,1,O
0.0,86220.0,86220,BS955A,1,2088,2088,95,1,O
0.0,86220.0,86220,BS955A,2,2981,2981,87,1,O
0.0,86220.0,86220,BS955A,3,3128,3128,95,1,O
0.0,86220.0,86220,BS955A,4,2785,2785,95,1,O
0.0,86220.0,86220,BS955A,5,2460,2460,95,1,O
0.0,86220.0,86220,BS955A,6,3022,3022,95,1,O
0.0,86220.0,86220,BS955A,7,3066,3066,95,1,O
0.0,84908.0,84908,BS9336,0,2776,2776,100,1,O
0.0,84908.0,84908,BS9336,1,2184,2184,100,1,O
0.0,84908.0,84908,BS9336,2,3326,3326,100,1,O
0.0,84908.0,84908,BS9336,3,3736,3736,96,1,O
0.0,84908.0,84908,BS9336,4,2497,2497,100,1,O
0.0,84908.0,84908,BS9336,5,2028,2028,100,1,O
0.0,84908.0,84908,BS9336,6,3317,3317,96,1,O
0.0,84908.0,84908,BS9336,7,3286,3286,100,1,O
0.0,86221.0,86221,BS955A,0,3167,3167,96,1,O
0.0,86221.0,86221,BS955A,1,2125,2125,96,1,O
0.0,86221.0,86221,BS955A,2,2932,2932,88,1,O
0.0,86221.0,86221,BS955A,3,3100,3100,96,1,O
0.0,86221.0,86221,BS955A,4,2700,2700,96,1,O
0.0,86221.0,86221,BS955A,5,2431,2431,96,1,O
0.0,86221.0,86221,BS955A,6,3020,3020,96,1,O
0.0,86221.0,86221,BS955A,7,3091,3091,96,1,O
0.0,86222.0,86222,BS955A,0,3196,3196,96,1,O
0.0,86222.0,86222,BS955A,1,2110,2110,96,1,O
0.0,86222.0,86222,BS955A,2,2978,2978,88,1,O
0.0,86222.0,86222,BS955A,3,3098,3098,96,1,O
0.0,86222.0,86222,BS955A,4,2755,2755,96,1,O
0.0,86222.0,86222,BS955A,5,2376,2376,96,1,O
0.0,86222.0,86222,BS955A,6,2930,2930,96,1,O
0.0,86222.0,86222,BS955A,7,3122,3122,96,1,O
0.0,84909.0,84909,BS9336,0,2712,2712,100,1,O
0.0,84909.0,84909,BS9336,1,2149,2149,100,1,O
0.0,84909.0,84909,BS9336,2,3341,3341,100,1,O
0.0,84909.0,84909,BS9336,3,3658,3658,96,1,O
0.0,84909.0,84909,BS9336,4,2480,2480,100,1,O
0.0,84909.0,84909,BS9336,5,1985,1985,100,1,O
0.0,84909.0,84909,BS9336,6,3295,3295,96,1,O
0.0,84909.0,84909,BS9336,7,3241,3241,100,1,O
0.0,84910.0,84910,BS9336,0,2761,2761,100,1,O
0.0,84910.0,84910,BS9336,1,0,2149,96,0,T
0.0,84910.0,84910,BS9336,2,3326,3326,100,1,O
0.0,84910.0,84910,BS9336,3,3717,3717,96,1,O
0.0,84910.0,84910,BS9336,4,2493,2493,100,1,O
0.0,84910.0,84910,BS9336,5,1983,1983,100,1,O
0.0,84910.0,84910,BS9336,6,3290,3290,96,1,O
0.0,84910.0,84910,BS9336,7,3279,3279,100,1,O
0.0,84861.0,84861,BSCCF4,0,2954,2954,100,1,O
0.0,84861.0,84861,BSCCF4,1,2470,2470,100,1,O
0.0,84861.0,84861,BSCCF4,2,2920,2920,100,1,O
0.0,84861.0,84861,BSCCF4,3,3161,3161,100,1,O
0.0,84861.0,84861,BSCCF4,4,2914,2914,100,1,O
0.0,84861.0,84861,BSCCF4,5,2071,2071,96,1,O
0.0,84861.0,84861,BSCCF4,6,2817,2817,100,1,O
0.0,84861.0,84861,BSCCF4,7,2927,2927,96,1,O
0.0,84862.0,84862,BSCCF4,0,2956,2956,100,1,O
0.0,84862.0,84862,BSCCF4,1,2395,2395,100,1,O
0.0,84862.0,84862,BSCCF4,2,2902,2902,100,1,O
0.0,84862.0,84862,BSCCF4,3,3091,3091,100,1,O
0.0,84862.0,84862,BSCCF4,4,2900,2900,100,1,O
0.0,84862.0,84862,BSCCF4,5,2119,2119,96,1,O
0.0,84862.0,84862,BSCCF4,6,2745,2745,100,1,O
0.0,84862.0,84862,BSCCF4,7,2884,2884,96,1,O
0.0,86223.0,86223,BS955A,0,3147,3147,96,1,O
0.0,86223.0,86223,BS955A,1,2138,2138,96,1,O
0.0,86223.0,86223,BS955A,2,2971,2971,88,1,O
0.0,86223.0,86223,BS955A,3,3073,3073,96,1,O
0.0,86223.0,86223,BS955A,4,2732,2732,96,1,O
0.0,86223.0,86223,BS955A,5,2404,2404,96,1,O
0.0,86223.0,86223,BS955A,6,3000,3000,96,1,O
0.0,86223.0,86223,BS955A,7,3100,3100,96,1,O
0.0,86224.0,86224,BS955A,0,3167,3167,96,1,O
0.0,86224.0,86224,BS955A,1,2077,2077,96,1,O
0.0,86224.0,86224,BS955A,2,2926,2926,89,1,O
0.0,86224.0,86224,BS955A,3,3086,3086,96,1,O
0.0,86224.0,86224,BS955A,4,2716,2716,96,1,O
0.0,86224.0,86224,BS955A,5,2441,2441,96,1,O
0.0,86224.0,86224,BS955A,6,2955,2955,96,1,O
0.0,86224.0,86224,BS955A,7,3049,3049,96,1,O
0.0,84863.0,84863,BSCCF4,0,3003,3003,100,1,O
0.0,84863.0,84863,BSCCF4,1,2452,2452,100,1,O
0.0,84863.0,84863,BSCCF4,2,2882,2882,100,1,O
0.0,84863.0,84863,BSCCF4,3,3053,3053,100,1,O
0.0,84863.0,84863,BSCCF4,4,2869,2869,100,1,O
0.0,84863.0,84863,BSCCF4,5,2113,2113,96,1,O
0.0,84863.0,84863,BSCCF4,6,2839,2839,100,1,O
0.0,84863.0,84863,BSCCF4,7,2926,2926,96,1,O
0.0,86225.0,86225,BS955A,0,3166,3166,96,1,O
0.0,86225.0,86225,BS955A,1,2108,2108,96,1,O
0.0,86225.0,86225,BS955A,2,0,2926,86,0,T
0.0,86225.0,86225,BS955A,3,3140,3140,96,1,O
0.0,86225.0,86225,BS955A,4,2687,2687,96,1,O
0.0,86225.0,86225,BS955A,5,2376,2376,96,1,O
0.0,86225.0,86225,BS955A,6,3033,3033,96,1,O
0.0,86225.0,86225,BS955A,7,2995,2995,96,1,O
0.0,84911.0,84911,BS9336,0,2719,2719,100,1,O
0.0,84911.0,84911,BS9336,1,2195,2195,96,1,O
0.0,84911.0,84911,BS9336,2,3339,3339,100,1,O
0.0,84911.0,84911,BS9336,3,3707,3707,96,1,O
0.0,84911.0,84911,BS9336,4,2513,2513,100,1,O
0.0,84911.0,84911,BS9336,5,2011,2011,100,1,O
0.0,84911.0,84911,BS9336,6,3307,3307,96,1,O
0.0,84911.0,84911,BS9336,7,3299,3299,100,1,O
0.0,84864.0,84864,BSCCF4,0,2894,2894,100,1,O
0.0,84864.0,84864,BSCCF4,1,2473,2473,100,1,O
0.0,84864.0,84864,BSCCF4,2,2868,2868,100,1,O
0.0,84864.0,84864,BSCCF4,3,3120,3120,100,1,O
0.0,84864.0,84864,BSCCF4,4,2874,2874,100,1,O
0.0,84864.0,84864,BSCCF4,5,2167,2167,96,1,O
0.0,84864.0,84864,BSCCF4,6,2864,2864,100,1,O
0.0,84864.0,84864,BSCCF4,7,2918,2918,96,1,O
0.0,84912.0,84912,BS9336,0,2759,2759,100,1,O
0.0,84912.0,84912,BS9336,1,2172,2172,96,1,O
0.0,84912.0,84912,BS9336,2,3323,3323,100,1,O
0.0,84912.0,84912,BS9336,3,3737,3737,96,1,O
0.0,84912.0,84912,BS9336,4,2465,2465,100,1,O
0.0,84912.0,84912,BS9336,5,1992,1992,100,1,O
0.0,84912.0,84912,BS9336,6,3246,3246,96,1,O
0.0,84912.0,84912,BS9336,7,3202,3202,100,1,O
0.0,84865.0,84865,BSCCF4,0,2969,2969,100,1,O
0.0,84865.0,84865,BSCCF4,1,2447,2447,100,1,O
0.0,84865.0,84865,BSCCF4,2,2887,2887,100,1,O
0.0,84865.0,84865,BSCCF4,3,3124,3124,100,1,O
0.0,84865.0,84865,BSCCF4,4,2875,2875,100,1,O
0.0,84865.0,84865,BSCCF4,5,2158,2158,96,1,O
0.0,84865.0,84865,BSCCF4,6,2817,2817,100,1,O
0.0,84865.0,84865,BSCCF4,7,2927,2927,96,1,O
0.0,86226.0,86226,BS955A,0,3216,3216,96,1,O
0.0,86226.0,86226,BS955A,1,2071,2071,96,1,O
0.0,86226.0,86226,BS955A,2,2961,2961,86,1,O
0.0,86226.0,86226,BS955A,3,3151,3151,96,1,O
0.0,86226.0,86226,BS955A,4,2716,2716,96,1,O
0.0,86226.0,86226,BS955A,5,2460,2460,96,1,O
0.0,86226.0,86226,BS955A,6,2938,2938,96,1,O
0.0,86226.0,86226,BS955A,7,3070,3070,96,1,O
0.0,84913.0,84913,BS9336,0,2677,2677,100,1,O
0.0,84913.0,84913,BS9336,1,2190,2190,96,1,O
0.0,84913.0,84913,BS9336,2,3344,3344,100,1,O
0.0,84913.0,84913,BS9336,3,3743,3743,96,1,O
0.0,84913.0,84913,BS9336,4,2492,2492,100,1,O
0.0,84913.0,84913,BS9336,5,2004,2004,100,1,O
0.0,84913.0,84913,BS9336,6,3344,3344,96,1,O
0.0,84913.0,84913,BS9336,7,3271,3271,100,1,O
0.0,84866.0,84866,BSCCF4,0,2936,2936,100,1,O
0.0,84866.0,84866,BSCCF4,1,2403,2403,100,1,O
0.0,84866.0,84866,BSCCF4,2,2919,2919,100,1,O
0.0,84866.0,84866,BSCCF4,3,3095,3095,100,1,O
0.0,84866.0,84866,BSCCF4,4,2883,2883,100,1,O
0.0,84866.0,84866,BSCCF4,5,2130,2130,96,1,O
0.0,84866.0,84866,BSCCF4,6,2857,2857,100,1,O
0.0,84866.0,84866,BSCCF4,7,3000,3000,96,1,O
0.0,84867.0,84867,BSCCF4,0,2937,2937,100,1,O
0.0,84867.0,84867,BSCCF4,1,2443,2443,100,1,O
0.0,84867.0,84867,BSCCF4,2,2887,2887,100,1,O
0.0,84867.0,84867,BSCCF4,3,3080,3080,100,1,O
0.0,84867.0,84867,BSCCF4,4,2895,2895,100,1,O
0.0,84867.0,84867,BSCCF4,5,2129,2129,100,1,O
0.0,84867.0,84867,BSCCF4,6,2845,2845,100,1,O
0.0,84867.0,84867,BSCCF4,7,2906,2906,100,1,O
0.0,86227.0,86227,BS955A,0,3167,3167,96,1,O
0.0,86227.0,86227,BS955A,1,2141,2141,96,1,O
0.0,86227.0,86227,BS955A,2,2980,2980,87,1,O
0.0,86227.0,86227,BS955A,3,3086,3086,96,1,O
0.0,86227.0,86227,BS955A,4,3038,3038,96,1,O
0.0,86227.0,86227,BS955A,5,2378,2378,96,1,O
0.0,86227.0,86227,BS955A,6,3033,3033,96,1,O
0.0,86227.0,86227,BS955A,7,3038,3038,96,1,O
0.0,86228.0,86228,BS955A,0,3164,3164,96,1,O
0.0,86228.0,86228,BS955A,1,2153,2153,96,1,O
0.0,86228.0,86228,BS955A,2,2916,2916,87,1,O
0.0,86228.0,86228,BS955A,3,3105,3105,96,1,O
0.0,86228.0,86228,BS955A,4,2699,2699,96,1,O
0.0,86228.0,86228,BS955A,5,2405,2405,96,1,O
0.0,86228.0,86228,BS955A,6,2946,2946,96,1,O
0.0,86228.0,86228,BS955A,7,2983,2983,96,1,O
0.0,84914.0,84914,BS9336,0,0,2677,96,0,T
0.0,84914.0,84914,BS9336,1,0,2190,93,0,T
0.0,84914.0,84914,BS9336,2,0,3344,96,0,T
0.0,84914.0,84914,BS9336,3,0,3743,93,0,T
0.0,84914.0,84914,BS9336,4,0,2492,96,0,T
0.0,84914.0,84914,BS9336,5,0,2004,96,0,T
0.0,84914.0,84914,BS9336,6,0,3344,93,0,T
0.0,84914.0,84914,BS9336,7,0,3271,96,0,T
0.0,84915.0,84915,BS9336,0,2789,2789,100,1,O
0.0,84915.0,84915,BS9336,1,2290,2290,94,1,O
0.0,84915.0,84915,BS9336,2,3357,3357,100,1,O
0.0,84915.0,84915,BS9336,3,3706,3706,94,1,O
0.0,84915.0,84915,BS9336,4,2522,2522,100,1,O
0.0,84915.0,84915,BS9336,5,2000,2000,100,1,O
0.0,84915.0,84915,BS9336,6,3259,3259,94,1,O
0.0,84915.0,84915,BS9336,7,3221,3221,100,1,O
0.0,86229.0,86229,BS955A,0,3174,3174,100,1,O
0.0,86229.0,86229,BS955A,1,2122,2122,100,1,O
0.0,86229.0,86229,BS955A,2,2935,2935,88,1,O
0.0,86229.0,86229,BS955A,3,3109,3109,100,1,O
0.0,86229.0,86229,BS955A,4,2692,2692,100,1,O
0.0,86229.0,86229,BS955A,5,2413,2413,100,1,O
0.0,86229.0,86229,BS955A,6,2953,2953,100,1,O
0.0,86229.0,86229,BS955A,7,0,2983,94,0,T
0.0,84916.0,84916,BS9336,0,2749,2749,100,1,O
0.0,84916.0,84916,BS9336,1,2140,2140,94,1,O
0.0,84916.0,84916,BS9336,2,3324,3324,100,1,O
0.0,84916.0,84916,BS9336,3,3731,3731,94,1,O
0.0,84916.0,84916,BS9336,4,2395,2395,100,1,O
0.0,84916.0,84916,BS9336,5,2003,2003,100,1,O
0.0,84916.0,84916,BS9336,6,3262,3262,94,1,O
0.0,84916.0,84916,BS9336,7,3322,3322,100,1,O
0.0,84868.0,84868,BSCCF4,0,2938,2938,100,1,O
0.0,84868.0,84868,BSCCF4,1,2444,2444,100,1,O
0.0,84868.0,84868,BSCCF4,2,2883,2883,100,1,O
0.0,84868.0,84868,BSCCF4,3,3122,3122,100,1,O
0.0,84868.0,84868,BSCCF4,4,2868,2868,100,1,O
0.0,84868.0,84868,BSCCF4,5,2072,2072,100,1,O
0.0,84868.0,84868,BSCCF4,6,2874,2874,100,1,O
0.0,84868.0,84868,BSCCF4,7,2867,2867,100,1,O
0.0,84869.0,84869,BSCCF4,0,2920,2920,100,1,O
0.0,84869.0,84869,BSCCF4,1,2450,2450,100,1,O
0.0,84869.0,84869,BSCCF4,2,2925,2925,100,1,O
0.0,84869.0,84869,BSCCF4,3,3148,3148,100,1,O
0.0,84869.0,84869,BSCCF4,4,2915,2915,100,1,O
0.0,84869.0,84869,BSCCF4,5,2164,2164,100,1,O
0.0,84869.0,84869,BSCCF4,6,2848,2848,100,1,O
0.0,84869.0,84869,BSCCF4,7,2879,2879,100,1,O
0.0,86230.0,86230,BS955A,0,3178,3178,100,1,O
0.0,86230.0,86230,BS955A,1,2089,2089,100,1,O
0.0,86230.0,86230,BS955A,2,2937,2937,88,1,O
0.0,86230.0,86230,BS955A,3,3102,3102,100,1,O
0.0,86230.0,86230,BS955A,4,2736,2736,100,1,O
0.0,86230.0,86230,BS955A,5,2430,2430,100,1,O
0.0,86230.0,86230,BS955A,6,2943,2943,100,1,O
0.0,86230.0,86230,BS955A,7,2995,2995,94,1,O
0.0,84917.0,84917,BS9336,0,2772,2772,100,1,O
0.0,84917.0,84917,BS9336,1,2241,2241,94,1,O
0.0,84917.0,84917,BS9336,2,3325,3325,100,1,O
0.0,84917.0,84917,BS9336,3,3704,3704,94,1,O
0.0,84917.0,84917,BS9336,4,2528,2528,100,1,O
0.0,84917.0,84917,BS9336,5,1999,1999,100,1,O
0.0,84917.0,84917,BS9336,6,3254,3254,94,1,O
0.0,84917.0,84917,BS9336,7,3325,3325,100,1,O
0.0,86231.0,86231,BS955A,0,3178,3178,100,1,O
0.0,86231.0,86231,BS955A,1,2087,2087,100,1,O
0.0,86231.0,86231,BS955A,2,2931,2931,89,1,O
0.0,86231.0,86231,BS955A,3,3109,3109,100,1,O
0.0,86231.0,86231,BS955A,4,2766,2766,100,1,O
0.0,86231.0,86231,BS955A,5,2442,2442,100,1,O
0.0,86231.0,86231,BS955A,6,2993,2993,100,1,O
0.0,86231.0,86231,BS955A,7,3008,3008,94,1,O
0.0,84918.0,84918,BS9336,0,2826,2826,100,1,O
0.0,84918.0,84918,BS9336,1,2206,2206,95,1,O
0.0,84918.0,84918,BS9336,2,3324,3324,100,1,O
0.0,84918.0,84918,BS9336,3,3736,3736,95,1,O
0.0,84918.0,84918,BS9336,4,2498,2498,100,1,O
0.0,84918.0,84918,BS9336,5,2015,2015,100,1,O
0.0,84918.0,84918,BS9336,6,3343,3343,95,1,O
0.0,84918.0,84918,BS9336,7,3258,3258,100,1,O
0.0,84919.0,84919,BS9336,0,2799,2799,100,1,O
0.0,84919.0,84919,BS9336,1,2207,2207,95,1,O
0.0,84919.0,84919,BS9336,2,3347,3347,100,1,O
0.0,84919.0,84919,BS9336,3,3750,3750,95,1,O
0.0,84919.0,84919,BS9336,4,0,2498,95,0,T
0.0,84919.0,84919,BS9336,5,2013,2013,100,1,O
0.0,84919.0,84919,BS9336,6,3296,3296,95,1,O
0.0,84919.0,84919,BS9336,7,3310,3310,100,1,O
0.0,84870.0,84870,BSCCF4,0,2951,2951,100,1,O
0.0,84870.0,84870,BSCCF4,1,2479,2479,100,1,O
0.0,84870.0,84870,BSCCF4,2,2857,2857,100,1,O
0.0,84870.0,84870,BSCCF4,3,3110,3110,100,1,O
0.0,84870.0,84870,BSCCF4,4,2863,2863,100,1,O
0.0,84870.0,84870,BSCCF4,5,2256,2256,100,1,O
0.0,84870.0,84870,BSCCF4,6,2821,2821,100,1,O
0.0,84870.0,84870,BSCCF4,7,2902,2902,100,1,O
0.0,86232.0,86232,BS955A,0,3177,3177,100,1,O
0.0,86232.0,86232,BS955A,1,2121,2121,100,1,O
0.0,86232.0,86232,BS955A,2,2895,2895,90,1,O
0.0,86232.0,86232,BS955A,3,3109,3109,100,1,O
0.0,86232.0,86232,BS955A,4,2681,2681,100,1,O
0.0,86232.0,86232,BS955A,5,2375,2375,100,1,O
0.0,86232.0,86232,BS955A,6,2977,2977,100,1,O
0.0,86232.0,86232,BS955A,7,3100,3100,95,1,O
0.0,86233.0,86233,BS955A,0,3183,3183,100,1,O
0.0,86233.0,86233,BS955A,1,2108,2108,100,1,O
0.0,86233.0,86233,BS955A,2,2970,2970,90,1,O
0.0,86233.0,86233,BS955A,3,3069,3069,100,1,O
0.0,86233.0,86233,BS955A,4,2732,2732,100,1,O
0.0,86233.0,86233,BS955A,5,2382,2382,100,1,O
0.0,86233.0,86233,BS955A,6,2937,2937,100,1,O
0.0,86233.0,86233,BS955A,7,3099,3099,95,1,O
0.0,86234.0,86234,BS955A,0,3186,3186,100,1,O
0.0,86234.0,86234,BS955A,1,2150,2150,100,1,O
0.0,86234.0,86234,BS955A,2,2939,2939,90,1,O
0.0,86234.0,86234,BS955A,3,3103,3103,100,1,O
0.0,86234.0,86234,BS955A,4,2763,2763,100,1,O
0.0,86234.0,86234,BS955A,5,2465,2465,100,1,O
0.0,86234.0,86234,BS955A,6,3004,3004,100,1,O
0.0,86234.0,86234,BS955A,7,3085,3085,95,1,O
0.0,84871.0,84871,BSCCF4,0,2953,2953,100,1,O
0.0,84871.0,84871,BSCCF4,1,2448,2448,100,1,O
0.0,84871.0,84871,BSCCF4,2,2875,2875,100,1,O
0.0,84871.0,84871,BSCCF4,3,3086,3086,100,1,O
0.0,84871.0,84871,BSCCF4,4,2855,2855,100,1,O
0.0,84871.0,84871,BSCCF4,5,2252,2252,100,1,O
0.0,84871.0,84871,BSCCF4,6,2898,2898,100,1,O
0.0,84871.0,84871,BSCCF4,7,2933,2933,100,1,O
0.0,84872.0,84872,BSCCF4,0,2915,2915,100,1,O
0.0,84872.0,84872,BSCCF4,1,2449,2449,100,1,O
0.0,84872.0,84872,BSCCF4,2,2887,2887,100,1,O
0.0,84872.0,84872,BSCCF4,3,3171,3171,100,1,O
0.0,84872.0,84872,BSCCF4,4,2849,2849,100,1,O
0.0,84872.0,84872,BSCCF4,5,2234,2234,100,1,O
0.0,84872.0,84872,BSCCF4,6,2842,2842,100,1,O
