a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,C,A,5345,100,5345,1,0
A,D,A,3021,100,3021,1,0
A,E,A,1492,100,1492,1,0
A,F,A,4905,100,4905,1,0
A,G,A,5532,100,5532,1,0
A,H,A,3263,100,3263,1,0
A,B,A,4545,100,4545,1,0
A,C,A,5331,100,5331,1,0
A,D,A,3042,100,3042,1,0
A,E,A,1493,100,1493,1,0
A,F,A,4912,100,4912,1,0
A,G,A,5536,100,5536,1,0
A,H,A,3274,100,3274,1,0
A,B,A,4556,100,4556,1,0
A,C,A,5367,100,5367,1,0
A,D,A,3048,100,3048,1,0
A,E,A,1491,100,1491,1,0
A,F,A,4917,100,4917,1,0
A,G,A,5533,100,5533,1,0
A,H,A,3267,100,3267,1,0
A,B,A,4506,100,4506,1,0
A,C,A,5335,100,5335,1,0
A,D,A,3031,100,3031,1,0
A,E,A,1502,100,1502,1,0
A,F,A,4992,100,4992,1,0
A,G,A,5558,100,5558,1,0
A,H,A,3262,100,3262,1,0
A,B,A,4539,100,4539,1,0
A,C,A,5360,100,5360,1,0
A,D,A,3040,100,3040,1,0
A,E,A,1514,100,1514,1,0
A,F,A,4923,100,4923,1,0
A,G,A,5539,100,5539,1,0
A,H,A,3296,100,3296,1,0
A,B,A,4588,100,4588,1,0
A,C,A,5392,100,5392,1,0
A,D,A,3018,100,3018,1,0
A,E,A,1520,100,1520,1,0
A,F,A,4919,100,4919,1,0
A,G,A,5559,100,5559,1,0
A,H,A,3259,100,3259,1,0
A,B,A,4542,100,4542,1,0
A,C,A,5379,100,5379,1,0
A,D,A,3030,100,3030,1,0
A,E,A,1514,100,1514,1,0
A,F,A,4874,100,4874,1,0
A,G,A,5554,100,5554,1,0
A,H,A,3256,100,3256,1,0
A,B,A,4550,100,4550,1,0
A,C,A,5319,100,5319,1,0
A,D,A,3065,100,3065,1,0
A,E,A,1511,100,1511,1,0
A,F,A,4910,100,4910,1,0
A,G,A,5547,100,5547,1,0
A,H,A,3267,100,3267,1,0
A,B,A,4524,100,4524,1,0
A,C,A,5300,100,5300,1,0
A,D,A,3036,100,3036,1,0
A,E,A,1503,100,1503,1,0
A,F,A,4919,100,4919,1,0
A,G,A,5503,100,5503,1,0
A,H,A,3253,100,3253,1,0
A,B,A,4568,100,4568,1,0
A,C,A,5281,100,5281,1,0
A,D,A,3050,100,3050,1,0
A,E,A,1520,100,1520,1,0
A,F,A,4890,100,4890,1,0
A,G,A,5515,100,5515,1,0
A,H,A,3257,100,3257,1,0
A,B,A,4513,100,4513,1,0
A,C,A,5388,100,5388,1,0
A,D,A,3036,100,3036,1,0
A,E,A,1498,100,1498,1,0
A,F,A,4924,100,4924,1,0
A,G,A,5533,100,5533,1,0
A,H,A,3313,100,3313,1,0
A,B,A,4545,100,4545,1,0
A,C,A,5402,100,5402,1,0
A,D,A,3032,100,3032,1,0
A,E,A,1494,100,1494,1,0
A,F,A,4936,100,4936,1,0
A,G,A,5546,100,5546,1,0
A,H,A,3292,100,3292,1,0
A,B,A,4554,100,4554,1,0
A,C,A,5392,100,5392,1,0
A,D,A,3034,100,3034,1,0
A,E,A,1479,100,1479,1,0
A,F,A,4910,100,4910,1,0
A,G,A,5511,100,5511,1,0
A,H,A,3272,100,3272,1,0
A,B,A,4552,100,4552,1,0
A,C,A,5359,100,5359,1,0
A,D,A,3057,100,3057,1,0
A,E,A,1468,100,1468,1,0
A,F,A,4944,100,4944,1,0
A,G,A,5531,100,5531,1,0
A,H,A,3255,100,3255,1,0
A,B,A,4537,100,4537,1,0
A,C,A,5411,100,5411,1,0
A,D,A,3037,100,3037,1,0
A,E,A,1493,100,1493,1,0
A,F,A,4977,100,4977,1,0
A,G,A,5507,100,5507,1,0
A,H,A,3267,100,3267,1,0
A,B,A,4561,100,4561,1,0
A,C,A,5348,100,5348,1,0
A,D,A,3035,100,3035,1,0
A,E,A,1515,100,1515,1,0
A,F,A,4935,100,4935,1,0
A,G,A,5550,100,5550,1,0
A,H,A,3303,100,3303,1,0
A,B,A,4569,100,4569,1,0
A,C,A,5408,100,5408,1,0
A,D,A,3027,100,3027,1,0
A,E,A,1517,100,1517,1,0
A,F,A,4898,100,4898,1,0
A,G,A,5508,100,5508,1,0
A,H,A,3262,100,3262,1,0
A,B,A,4520,100,4520,1,0
A,C,A,5347,100,5347,1,0
A,D,A,3013,100,3013,1,0
A,E,A,1512,100,1512,1,0
A,F,A,4916,100,4916,1,0
A,G,A,5530,100,5530,1,0
A,H,A,3278,100,3278,1,0
A,B,A,4558,100,4558,1,0
A,C,A,5358,100,5358,1,0
A,D,A,3036,100,3036,1,0
A,E,A,1499,100,1499,1,0
A,F,A,4930,100,4930,1,0
A,G,A,5476,100,5476,1,0
A,H,A,3303,100,3303,1,0
A,B,A,4567,100,4567,1,0
A,C,A,5362,100,5362,1,0
A,D,A,3019,100,3019,1,0
A,E,A,1544,100,1544,1,0
A,F,A,4923,100,4923,1,0
A,G,A,5532,100,5532,1,0
A,H,A,3266,100,3266,1,0
A,B,A,4522,100,4522,1,0
A,C,A,5383,100,5383,1,0
A,D,A,3060,100,3060,1,0
A,E,A,1527,100,1527,1,0
A,F,A,4897,100,4897,1,0
A,G,A,5527,100,5527,1,0
A,H,A,3254,100,3254,1,0
A,B,A,4534,100,4534,1,0
A,C,A,5377,100,5377,1,0
A,D,A,3075,100,3075,1,0
A,E,A,1483,100,1483,1,0
A,F,A,4931,100,4931,1,0
A,G,A,5506,100,5506,1,0
A,H,A,3218,100,3218,1,0
A,B,A,4536,100,4536,1,0
A,C,A,5390,100,5390,1,0
A,D,A,3021,100,3021,1,0
A,E,A,1498,100,1498,1,0
A,F,A,4934,100,4934,1,0
A,G,A,5538,100,5538,1,0
A,H,A,3270,100,3270,1,0
A,B,A,4583,100,4583,1,0
A,C,A,5379,100,5379,1,0
A,D,A,3048,100,3048,1,0
A,E,A,1503,100,1503,1,0
A,F,A,4942,100,4942,1,0
A,G,A,5520,100,5520,1,0
A,H,A,3318,100,3318,1,0
A,B,A,4546,100,4546,1,0
A,C,A,5368,100,5368,1,0
A,D,A,3013,100,3013,1,0
A,E,A,1502,100,1502,1,0
A,F,A,4957,100,4957,1,0
A,G,A,5536,100,5536,1,0
A,H,A,3240,100,3240,1,0
A,B,A,4576,100,4576,1,0
A,C,A,5330,100,5330,1,0
A,D,A,3068,100,3068,1,0
A,E,A,1489,100,1489,1,0
A,F,A,4934,100,4934,1,0
A,G,A,5523,100,5523,1,0
A,H,A,3289,100,3289,1,0
A,B,A,4581,100,4581,1,0
A,C,A,5346,100,5346,1,0
A,D,A,3052,100,3052,1,0
A,E,A,1489,100,1489,1,0
A,F,A,4933,100,4933,1,0
A,G,A,5520,100,5520,1,0
A,H,A,3246,100,3246,1,0
A,B,A,4554,100,4554,1,0
A,C,A,5330,100,5330,1,0
A,D,A,3049,100,3049,1,0
A,E,A,1505,100,1505,1,0
A,F,A,4924,100,4924,1,0
A,G,A,5540,100,5540,1,0
A,H,A,3306,100,3306,1,0
A,B,A,4551,100,4551,1,0
A,C,A,5383,100,5383,1,0
A,D,A,3013,100,3013,1,0
A,E,A,1512,100,1512,1,0
A,F,A,4924,100,4924,1,0
A,G,A,5509,100,5509,1,0
A,H,A,3264,100,3264,1,0
A,B,A,4541,100,4541,1,0
A,C,A,5364,100,5364,1,0
A,D,A,3047,100,3047,1,0
A,E,A,1505,100,1505,1,0
A,F,A,4930,100,4930,1,0
A,G,A,5502,100,5502,1,0
A,H,A,3270,100,3270,1,0
A,B,A,4543,100,4543,1,0
A,C,A,5299,100,5299,1,0
A,D,A,3045,100,3045,1,0
A,E,A,1490,100,1490,1,0
A,F,A,4914,100,4914,1,0
A,G,A,5514,100,5514,1,0
A,H,A,3267,100,3267,1,0
A,B,A,4539,100,4539,1,0
A,C,A,5404,100,5404,1,0
A,D,A,3074,100,3074,1,0
A,E,A,1489,100,1489,1,0
A,F,A,4954,100,4954,1,0
A,G,A,5514,100,5514,1,0
A,H,A,3251,100,3251,1,0
A,B,A,4544,100,4544,1,0
A,C,A,5380,100,5380,1,0
A,D,A,3030,100,3030,1,0
A,E,A,1505,100,1505,1,0
A,F,A,4939,100,4939,1,0
A,G,A,5513,100,5513,1,0
A,H,A,3284,100,3284,1,0
A,B,A,4589,100,4589,1,0
A,C,A,5354,100,5354,1,0
A,D,A,3051,100,3051,1,0
A,E,A,1501,100,1501,1,0
A,F,A,4884,100,4884,1,0
A,G,A,5554,100,5554,1,0
A,H,A,3278,100,3278,1,0
A,B,A,4623,100,4623,1,0
A,C,A,5357,100,5357,1,0
A,D,A,3034,100,3034,1,0
A,E,A,1537,100,1537,1,0
A,F,A,4931,100,4931,1,0
A,G,A,5508,100,5508,1,0
A,H,A,3257,100,3257,1,0
A,B,A,4560,100,4560,1,0
A,C,A,5369,100,5369,1,0
A,D,A,3031,100,3031,1,0
A,E,A,1504,100,1504,1,0
A,F,A,4942,100,4942,1,0
A,G,A,5511,100,5511,1,0
A,H,A,3263,100,3263,1,0
A,B,A,4576,100,4576,1,0
A,C,A,5392,100,5392,1,0
A,D,A,3052,100,3052,1,0
A,E,A,1483,100,1483,1,0
A,F,A,4878,100,4878,1,0
A,G,A,5518,100,5518,1,0
A,H,A,3245,100,3245,1,0
A,B,A,4541,100,4541,1,0
A,C,A,5332,100,5332,1,0
A,D,A,3044,100,3044,1,0
A,E,A,1513,100,1513,1,0
A,F,A,4956,100,4956,1,0
A,G,A,5528,100,5528,1,0
A,H,A,3306,100,3306,1,0
A,B,A,4544,100,4544,1,0
A,C,A,5346,100,5346,1,0
A,D,A,3037,100,3037,1,0
A,E,A,1481,100,1481,1,0
A,F,A,4930,100,4930,1,0
A,G,A,5560,100,5560,1,0
A,H,A,3325,100,3325,1,0
A,B,A,4519,100,4519,1,0
A,C,A,5298,100,5298,1,0
A,D,A,3035,100,3035,1,0
A,E,A,1487,100,1487,1,0
A,F,A,4941,100,4941,1,0
A,G,A,5527,100,5527,1,0
A,H,A,3255,100,3255,1,0
A,B,A,4577,100,4577,1,0
A,C,A,5377,100,5377,1,0
A,D,A,3030,100,3030,1,0
A,E,A,1495,100,1495,1,0
A,F,A,4916,100,4916,1,0
A,G,A,5519,100,5519,1,0
A,H,A,3276,100,3276,1,0
A,B,A,4550,100,4550,1,0
A,C,A,5375,100,5375,1,0
A,D,A,3038,100,3038,1,0
A,E,A,1502,100,1502,1,0
A,F,A,4986,100,4986,1,0
A,G,A,5503,100,5503,1,0
A,H,A,3306,100,3306,1,0
A,B,A,4523,100,4523,1,0
A,C,A,5322,100,5322,1,0
A,D,A,3061,100,3061,1,0
A,E,A,1485,100,1485,1,0
A,F,A,4998,100,4998,1,0
A,G,A,5533,100,5533,1,0
A,H,A,3257,100,3257,1,0
A,B,A,4555,100,4555,1,0
A,C,A,5367,100,5367,1,0
A,D,A,3028,100,3028,1,0
A,E,A,1482,100,1482,1,0
A,F,A,4943,100,4943,1,0
A,G,A,5561,100,5561,1,0
A,H,A,3278,100,3278,1,0
A,B,A,4574,100,4574,1,0
A,C,A,5415,100,5415,1,0
A,D,A,3032,100,3032,1,0
A,E,A,1519,100,1519,1,0
A,F,A,4906,100,4906,1,0
A,G,A,5542,100,5542,1,0
A,H,A,3246,100,3246,1,0
A,B,A,4574,100,4574,1,0
A,C,A,5307,100,5307,1,0
A,D,A,3034,100,3034,1,0
A,E,A,1517,100,1517,1,0
A,F,A,4888,100,4888,1,0
A,G,A,5546,100,5546,1,0
A,H,A,3260,100,3260,1,0
A,B,A,4532,100,4532,1,0
A,C,A,5388,100,5388,1,0
A,D,A,3010,100,3010,1,0
A,E,A,1520,100,1520,1,0
A,F,A,4902,100,4902,1,0
A,G,A,5571,100,5571,1,0
A,H,A,3281,100,3281,1,0
A,B,A,4543,100,4543,1,0
A,C,A,5373,100,5373,1,0
A,D,A,3018,100,3018,1,0
A,E,A,1495,100,1495,1,0
A,F,A,4909,100,4909,1,0
A,G,A,5510,100,5510,1,0
A,H,A,3256,100,3256,1,0
A,B,A,4522,100,4522,1,0
A,C,A,5379,100,5379,1,0
A,D,A,3047,100,3047,1,0
A,E,A,1492,100,1492,1,0
A,F,A,4925,100,4925,1,0
A,G,A,5522,100,5522,1,0
A,H,A,3302,100,3302,1,0
A,B,A,4532,100,4532,1,0
A,C,A,5363,100,5363,1,0
A,D,A,3047,100,3047,1,0
A,E,A,1479,100,1479,1,0
A,F,A,4934,100,4934,1,0
A,G,A,5527,100,5527,1,0
A,H,A,3273,100,3273,1,0
A,B,A,4608,100,4608,1,0
A,C,A,5343,100,5343,1,0
A,D,A,3030,100,3030,1,0
A,E,A,1487,100,1487,1,0
A,F,A,4939,100,4939,1,0
A,G,A,5506,100,5506,1,0
A,H,A,3279,100,3279,1,0
A,B,A,4522,100,4522,1,0
A,C,A,5293,100,5293,1,0
A,D,A,3047,100,3047,1,0
A,E,A,1496,100,1496,1,0
A,F,A,4931,100,4931,1,0
A,G,A,5549,100,5549,1,0
A,H,A,3270,100,3270,1,0
A,B,A,4577,100,4577,1,0
A,C,A,5356,100,5356,1,0
A,D,A,3000,100,3000,1,0
A,E,A,1499,100,1499,1,0
A,F,A,4931,100,4931,1,0
A,G,A,5524,100,5524,1,0
A,H,A,3270,100,3270,1,0
A,B,A,4526,100,4526,1,0
A,C,A,5364,100,5364,1,0
A,D,A,3034,100,3034,1,0
A,E,A,1500,100,1500,1,0
A,F,A,4968,100,4968,1,0
A,G,A,5522,100,5522,1,0
A,H,A,3272,100,3272,1,0
A,B,A,4559,100,4559,1,0
A,C,A,5323,100,5323,1,0
A,D,A,3047,100,3047,1,0
A,E,A,1501,100,1501,1,0
A,F,A,4917,100,4917,1,0
A,G,A,5493,100,5493,1,0
A,H,A,3234,100,3234,1,0
A,B,A,4525,100,4525,1,0
A,C,A,5374,100,5374,1,0
A,D,A,3028,100,3028,1,0
A,E,A,1510,100,1510,1,0
A,F,A,4914,100,4914,1,0
A,G,A,5516,100,5516,1,0
A,H,A,3272,100,3272,1,0
A,B,A,4545,100,4545,1,0
A,C,A,5328,100,5328,1,0
A,D,A,3020,100,3020,1,0
A,E,A,1490,100,1490,1,0
A,F,A,4893,100,4893,1,0
A,G,A,5540,100,5540,1,0
A,H,A,3269,100,3269,1,0
A,B,A,4548,100,4548,1,0
A,C,A,5362,100,5362,1,0
A,D,A,3021,100,3021,1,0
A,E,A,1509,100,1509,1,0
A,F,A,4903,100,4903,1,0
A,G,A,5502,100,5502,1,0
A,H,A,3284,100,3284,1,0
A,B,A,4519,100,4519,1,0
A,C,A,5438,100,5438,1,0
A,D,A,3004,100,3004,1,0
A,E,A,1514,100,1514,1,0
A,F,A,4923,100,4923,1,0
A,G,A,5530,100,5530,1,0
A,H,A,3299,100,3299,1,0
A,B,A,4530,100,4530,1,0
A,C,A,5338,100,5338,1,0
A,D,A,3021,100,3021,1,0
A,E,A,1525,100,1525,1,0
A,F,A,4897,100,4897,1,0
A,G,A,5516,100,5516,1,0
A,H,A,3274,100,3274,1,0
A,B,A,4537,100,4537,1,0
A,C,A,5350,100,5350,1,0
A,D,A,3045,100,3045,1,0
A,E,A,1511,100,1511,1,0
A,F,A,4955,100,4955,1,0
A,G,A,5554,100,5554,1,0
A,H,A,3250,100,3250,1,0
A,B,A,4547,100,4547,1,0
A,C,A,5332,100,5332,1,0
A,D,A,3066,100,3066,1,0
A,E,A,1533,100,1533,1,0
A,F,A,4926,100,4926,1,0
A,G,A,5540,100,5540,1,0
A,H,A,3296,100,3296,1,0
A,B,A,4556,100,4556,1,0
A,C,A,5372,100,5372,1,0
A,D,A,3026,100,3026,1,0
A,E,A,1501,100,1501,1,0
A,F,A,4959,100,4959,1,0
A,G,A,5501,100,5501,1,0
A,H,A,3286,100,3286,1,0
A,B,A,4503,100,4503,1,0
A,C,A,5301,100,5301,1,0
A,D,A,3021,100,3021,1,0
A,E,A,1519,100,1519,1,0
A,F,A,4952,100,4952,1,0
A,G,A,5522,100,5522,1,0
A,H,A,3250,100,3250,1,0
A,B,A,4529,100,4529,1,0
A,C,A,5341,100,5341,1,0
A,D,A,3015,100,3015,1,0
A,E,A,1486,100,1486,1,0
A,F,A,4896,100,4896,1,0
A,G,A,5514,100,5514,1,0
A,H,A,3261,100,3261,1,0
A,B,A,4526,100,4526,1,0
A,C,A,5437,100,5437,1,0
A,D,A,3033,100,3033,1,0
A,E,A,1508,100,1508,1,0
A,F,A,4921,100,4921,1,0
A,G,A,5542,100,5542,1,0
A,H,A,3277,100,3277,1,0
A,B,A,4543,100,4543,1,0
A,C,A,5402,100,5402,1,0
A,D,A,3044,100,3044,1,0
A,E,A,1499,100,1499,1,0
A,F,A,4887,100,4887,1,0
A,G,A,5507,100,5507,1,0
A,H,A,3238,100,3238,1,0
A,B,A,4519,100,4519,1,0
A,C,A,5386,100,5386,1,0
A,D,A,3065,100,3065,1,0
A,E,A,1523,100,1523,1,0
A,F,A,4936,100,4936,1,0
A,G,A,5528,100,5528,1,0
A,H,A,3209,100,3209,1,0
A,B,A,4574,100,4574,1,0
A,C,A,5422,100,5422,1,0
A,D,A,3024,100,3024,1,0
A,E,A,1499,100,1499,1,0
A,F,A,4934,100,4934,1,0
A,G,A,5548,100,5548,1,0
A,H,A,3251,100,3251,1,0
A,B,A,4550,100,4550,1,0
A,C,A,5306,100,5306,1,0
A,D,A,3035,100,3035,1,0
A,E,A,1490,100,1490,1,0
A,F,A,4965,100,4965,1,0
A,G,A,5534,100,5534,1,0
A,H,A,3269,100,3269,1,0
A,B,A,4534,100,4534,1,0
A,C,A,5359,100,5359,1,0
A,D,A,3043,100,3043,1,0
A,E,A,1488,100,1488,1,0
A,F,A,4930,100,4930,1,0
A,G,A,5519,100,5519,1,0
A,H,A,3305,100,3305,1,0
A,B,A,4587,100,4587,1,0
A,C,A,5403,100,5403,1,0
A,D,A,3018,100,3018,1,0
A,E,A,1505,100,1505,1,0
A,F,A,4956,100,4956,1,0
A,G,A,5514,100,5514,1,0
A,H,A,3212,100,3212,1,0
A,B,A,4548,100,4548,1,0
A,C,A,5351,100,5351,1,0
A,D,A,3067,100,3067,1,0
A,E,A,1495,100,1495,1,0
A,F,A,4897,100,4897,1,0
A,G,A,5518,100,5518,1,0
A,H,A,3285,100,3285,1,0
A,B,A,4556,100,4556,1,0
A,C,A,5332,100,5332,1,0
A,D,A,3044,100,3044,1,0
A,E,A,1484,100,1484,1,0
A,F,A,4912,100,4912,1,0
A,G,A,5507,100,5507,1,0
A,H,A,3297,100,3297,1,0
A,B,A,4540,100,4540,1,0
A,C,A,5443,100,5443,1,0
A,D,A,2999,100,2999,1,0
A,E,A,1493,100,1493,1,0
A,F,A,4901,100,4901,1,0
A,G,A,5532,100,5532,1,0
A,H,A,3229,100,3229,1,0
A,B,A,4575,100,4575,1,0
A,C,A,5414,100,5414,1,0
A,D,A,3084,100,3084,1,0
A,E,A,1478,100,1478,1,0
