a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,C,C,5162,66,5162,1,0
B,C,C,3446,100,3446,1,0
C,D,C,3967,100,3967,1,0
C,E,C,5020,100,5020,1,0
C,F,C,3560,100,3560,1,0
C,G,C,1599,50,1599,1,0
C,H,C,4019,66,4019,1,0
A,C,C,5221,60,5221,1,0
B,C,C,3446,100,3446,1,0
C,D,C,3990,100,3990,1,0
C,E,C,5034,100,5034,1,0
C,F,C,3547,100,3547,1,0
C,G,C,1599,50,1599,1,0
C,H,C,4019,66,4019,1,0
A,C,C,5191,66,5191,1,0
B,C,C,3446,100,3446,1,0
C,D,C,4075,100,4075,1,0
C,E,C,5100,100,5100,1,0
C,F,C,3559,100,3559,1,0
C,G,C,1631,50,1631,1,0
C,H,C,4019,66,4019,1,0
A,C,C,5116,71,5116,1,0
B,C,C,3446,100,3446,1,0
C,D,C,4025,100,4025,1,0
C,E,C,5061,100,5061,1,0
C,F,C,3555,100,3555,1,0
C,G,C,1607,57,1607,1,0
C,H,C,4019,66,4019,1,0
A,C,C,5168,75,5168,1,0
B,C,C,3446,100,3446,1,0
C,D,C,3958,100,3958,1,0
C,E,C,5070,100,5070,1,0
C,F,C,3554,100,3554,1,0
C,G,C,1607,57,1607,1,0
C,H,C,4035,37,4035,1,0
A,C,C,5158,77,5158,1,0
B,C,C,3446,100,3446,1,0
C,D,C,3958,100,3958,1,0
C,E,C,5067,100,5067,1,0
C,F,C,3561,100,3561,1,0
C,G,C,1651,55,1651,1,0
C,H,C,4057,44,4057,1,0
A,C,C,5158,80,5158,1,0
B,C,C,3439,27,3439,1,0
C,D,C,3964,90,3964,1,0
C,E,C,5103,100,5103,1,0
C,F,C,3594,100,3594,1,0
C,G,C,1634,60,1634,1,0
C,H,C,4137,50,4137,1,0
A,D,D,2813,100,2813,1,0
B,D,D,5684,100,5684,1,0
C,D,D,4007,100,4007,1,0
D,E,D,3117,100,3117,1,0
D,F,D,5324,100,5324,1,0
D,G,D,4137,100,4137,1,0
A,D,D,2813,100,2813,1,0
B,D,D,5721,100,5721,1,0
C,D,D,4031,100,4031,1,0
D,E,D,3174,100,3174,1,0
D,F,D,5367,100,5367,1,0
D,G,D,4137,100,4137,1,0
D,H,D,1738,100,1738,1,0
A,D,D,2813,100,2813,1,0
B,D,D,5673,100,5673,1,0
C,D,D,3990,100,3990,1,0
D,E,D,3149,100,3149,1,0
D,F,D,5312,100,5312,1,0
D,G,D,4137,100,4137,1,0
D,H,D,1738,100,1738,1,0
A,D,D,2863,50,2863,1,0
B,D,D,5673,100,5673,1,0
C,D,D,3981,100,3981,1,0
D,E,D,3114,100,3114,1,0
D,F,D,5330,100,5330,1,0
D,G,D,4137,100,4137,1,0
D,H,D,1746,66,1746,1,0
A,D,D,2789,60,2789,1,0
B,D,D,5710,80,5710,1,0
C,D,D,4043,100,4043,1,0
D,E,D,3143,100,3143,1,0
D,F,D,5360,100,5360,1,0
D,G,D,4137,100,4137,1,0
D,H,D,1810,75,1810,1,0
A,D,D,2789,60,2789,1,0
B,D,D,5736,83,5736,1,0
C,D,D,4046,100,4046,1,0
D,E,D,3153,100,3153,1,0
D,F,D,5378,100,5378,1,0
D,G,D,4137,100,4137,1,0
D,H,D,1765,80,1765,1,0
A,D,D,2762,57,2762,1,0
B,D,D,5736,83,5736,1,0
C,D,D,4046,100,4046,1,0
D,E,D,3102,100,3102,1,0
D,F,D,5333,100,5333,1,0
D,G,D,4134,28,4134,1,0
D,H,D,1765,80,1765,1,0
A,D,D,2752,62,2752,1,0
B,D,D,5736,83,5736,1,0
C,D,D,3991,87,3991,1,0
D,E,D,3099,100,3099,1,0
D,F,D,5302,100,5302,1,0
D,G,D,4134,28,4134,1,0
D,H,D,1762,71,1762,1,0
A,D,D,2752,62,2752,1,0
B,D,D,5701,66,5701,1,0
C,D,D,4019,88,4019,1,0
D,E,D,3116,100,3116,1,0
D,F,D,5405,100,5405,1,0
D,G,D,4125,33,4125,1,0
D,H,D,1762,71,1762,1,0
A,D,D,2752,62,2752,1,0
B,D,D,5670,70,5670,1,0
C,D,D,4022,90,4022,1,0
D,E,D,3120,100,3120,1,0
D,F,D,5360,100,5360,1,0
D,G,D,4125,33,4125,1,0
D,H,D,1748,66,1748,1,0
A,E,E,1625,100,1625,1,0
B,E,E,4653,100,4653,1,0
C,E,E,5015,100,5015,1,0
D,E,E,3172,100,3172,1,0
E,G,E,4959,100,4959,1,0
E,H,E,2777,100,2777,1,0
A,E,E,1657,100,1657,1,0
B,E,E,4622,100,4622,1,0
C,E,E,5104,100,5104,1,0
D,E,E,3172,100,3172,1,0
E,F,E,4354,100,4354,1,0
E,G,E,4999,100,4999,1,0
E,H,E,2842,100,2842,1,0
A,E,E,1652,100,1652,1,0
B,E,E,4573,100,4573,1,0
C,E,E,5044,100,5044,1,0
D,E,E,3172,100,3172,1,0
E,F,E,4247,100,4247,1,0
E,G,E,4956,100,4956,1,0
E,H,E,2798,100,2798,1,0
A,E,E,1570,100,1570,1,0
B,E,E,4538,100,4538,1,0
C,E,E,5081,100,5081,1,0
D,E,E,3045,50,3045,1,0
E,F,E,4316,100,4316,1,0
E,G,E,4946,100,4946,1,0
E,H,E,2798,100,2798,1,0
A,E,E,1570,100,1570,1,0
B,E,E,4605,100,4605,1,0
C,E,E,5087,100,5087,1,0
D,E,E,3073,60,3073,1,0
E,F,E,4300,100,4300,1,0
E,G,E,4946,100,4946,1,0
E,H,E,2798,100,2798,1,0
A,E,E,1621,83,1621,1,0
B,E,E,4605,100,4605,1,0
C,E,E,5034,100,5034,1,0
D,E,E,3122,66,3122,1,0
E,F,E,4288,100,4288,1,0
E,G,E,4946,100,4946,1,0
E,H,E,2798,100,2798,1,0
A,E,E,1655,85,1655,1,0
B,E,E,4605,100,4605,1,0
C,E,E,5034,100,5034,1,0
D,E,E,3100,71,3100,1,0
E,F,E,4326,100,4326,1,0
E,G,E,4921,71,4921,1,0
E,H,E,2798,100,2798,1,0
A,E,E,1620,87,1620,1,0
B,E,E,4605,100,4605,1,0
C,E,E,5043,77,5043,1,0
D,E,E,3072,75,3072,1,0
E,F,E,4326,100,4326,1,0
E,G,E,4913,75,4913,1,0
E,H,E,2759,50,2759,1,0
A,E,E,1655,88,1655,1,0
B,E,E,4598,66,4598,1,0
C,E,E,5009,80,5009,1,0
D,E,E,3049,77,3049,1,0
E,F,E,4326,100,4326,1,0
E,G,E,4960,77,4960,1,0
E,H,E,2782,55,2782,1,0
A,E,E,1619,90,1619,1,0
B,E,E,4567,70,4567,1,0
C,E,E,5050,81,5050,1,0
D,E,E,3093,80,3093,1,0
E,F,E,4326,100,4326,1,0
E,G,E,4971,80,4971,1,0
E,H,E,2771,60,2771,1,0
A,F,F,4654,100,4654,1,0
B,F,F,1543,100,1543,1,0
C,F,F,3555,100,3555,1,0
D,F,F,5312,100,5312,1,0
E,F,F,4398,100,4398,1,0
A,F,F,4655,100,4655,1,0
B,F,F,1590,100,1590,1,0
C,F,F,3588,100,3588,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4398,100,4398,1,0
F,G,F,3436,100,3436,1,0
F,H,F,5223,100,5223,1,0
A,F,F,4655,100,4655,1,0
B,F,F,1618,100,1618,1,0
C,F,F,3537,100,3537,1,0
D,F,F,5342,100,5342,1,0
E,F,F,4315,66,4315,1,0
F,G,F,3436,100,3436,1,0
F,H,F,5223,100,5223,1,0
A,F,F,4586,75,4586,1,0
B,F,F,1602,80,1602,1,0
C,F,F,3575,100,3575,1,0
D,F,F,5355,100,5355,1,0
E,F,F,4342,75,4342,1,0
F,G,F,3436,100,3436,1,0
F,H,F,5149,66,5149,1,0
A,F,F,4642,80,4642,1,0
B,F,F,1566,71,1566,1,0
C,F,F,3563,100,3563,1,0
D,F,F,5364,100,5364,1,0
E,F,F,4306,66,4306,1,0
F,G,F,3409,50,3409,1,0
F,H,F,5199,75,5199,1,0
A,F,F,4637,83,4637,1,0
B,F,F,1607,75,1607,1,0
C,F,F,3563,100,3563,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4375,71,4375,1,0
F,G,F,3413,60,3413,1,0
F,H,F,5192,80,5192,1,0
A,F,F,4637,85,4637,1,0
B,F,F,1602,77,1602,1,0
C,F,F,3563,100,3563,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4347,75,4347,1,0
F,G,F,3421,66,3421,1,0
F,H,F,5189,83,5189,1,0
A,F,F,4627,87,4627,1,0
B,F,F,1581,80,1581,1,0
C,F,F,3563,100,3563,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4332,77,4332,1,0
F,G,F,3407,71,3407,1,0
F,H,F,5154,85,5154,1,0
A,F,F,4641,88,4641,1,0
B,F,F,1578,81,1578,1,0
C,F,F,3563,100,3563,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4334,80,4334,1,0
F,G,F,3400,75,3400,1,0
F,H,F,5209,87,5209,1,0
A,F,F,4613,90,4613,1,0
B,F,F,1589,83,1589,1,0
C,F,F,3554,60,3554,1,0
D,F,F,5343,100,5343,1,0
E,F,F,4372,81,4372,1,0
F,G,F,3416,77,3416,1,0
F,H,F,5172,88,5172,1,0
A,G,G,5285,100,5285,1,0
B,G,G,3687,100,3687,1,0
C,G,G,1609,100,1609,1,0
E,G,G,4936,100,4936,1,0
F,G,G,3374,100,3374,1,0
G,H,G,3710,100,3710,1,0
A,G,G,5262,100,5262,1,0
B,G,G,3687,100,3687,1,0
C,G,G,1668,100,1668,1,0
D,G,G,4073,100,4073,1,0
E,G,G,4986,100,4986,1,0
F,G,G,3413,100,3413,1,0
G,H,G,3710,100,3710,1,0
A,G,G,5231,100,5231,1,0
B,G,G,3713,66,3713,1,0
C,G,G,1642,100,1642,1,0
D,G,G,4073,100,4073,1,0
E,G,G,4900,100,4900,1,0
F,G,G,3384,100,3384,1,0
G,H,G,3703,66,3703,1,0
A,G,G,5302,100,5302,1,0
B,G,G,3719,75,3719,1,0
C,G,G,1582,100,1582,1,0
D,G,G,4090,66,4090,1,0
E,G,G,4900,100,4900,1,0
F,G,G,3384,100,3384,1,0
G,H,G,3673,75,3673,1,0
A,G,G,5302,100,5302,1,0
B,G,G,3719,75,3719,1,0
C,G,G,1583,100,1583,1,0
D,G,G,4071,75,4071,1,0
E,G,G,4946,80,4946,1,0
F,G,G,3412,80,3412,1,0
G,H,G,3673,75,3673,1,0
A,G,G,5207,83,5207,1,0
B,G,G,3719,75,3719,1,0
C,G,G,1599,100,1599,1,0
D,G,G,4095,80,4095,1,0
E,G,G,4946,80,4946,1,0
F,G,G,3405,83,3405,1,0
G,H,G,3758,66,3758,1,0
A,G,G,5330,85,5330,1,0
B,G,G,3703,57,3703,1,0
C,G,G,1608,100,1608,1,0
D,G,G,4095,80,4095,1,0
E,G,G,4908,71,4908,1,0
F,G,G,3409,85,3409,1,0
G,H,G,3690,71,3690,1,0
A,G,G,5256,87,5256,1,0
B,G,G,3669,62,3669,1,0
C,G,G,1608,100,1608,1,0
D,G,G,4122,71,4122,1,0
E,G,G,4920,75,4920,1,0
F,G,G,3430,87,3430,1,0
G,H,G,3701,75,3701,1,0
A,G,G,5256,87,5256,1,0
B,G,G,3762,66,3762,1,0
C,G,G,1603,88,1603,1,0
D,G,G,4078,75,4078,1,0
E,G,G,4934,77,4934,1,0
F,G,G,3430,87,3430,1,0
G,H,G,3708,77,3708,1,0
A,G,G,5256,87,5256,1,0
B,G,G,3762,66,3762,1,0
C,G,G,1614,90,1614,1,0
D,G,G,4132,77,4132,1,0
E,G,G,4944,80,4944,1,0
F,G,G,3430,87,3430,1,0
G,H,G,3715,80,3715,1,0
B,H,H,5529,100,5529,1,0
C,H,H,4071,100,4071,1,0
D,H,H,1726,100,1726,1,0
E,H,H,2866,100,2866,1,0
G,H,H,3752,100,3752,1,0
A,H,H,3196,100,3196,1,0
B,H,H,5526,100,5526,1,0
C,H,H,4083,100,4083,1,0
D,H,H,1790,100,1790,1,0
E,H,H,2849,100,2849,1,0
G,H,H,3777,100,3777,1,0
A,H,H,3196,100,3196,1,0
B,H,H,5523,100,5523,1,0
C,H,H,4020,100,4020,1,0
D,H,H,1753,100,1753,1,0
E,H,H,2786,100,2786,1,0
G,H,H,3750,100,3750,1,0
A,H,H,3196,100,3196,1,0
B,H,H,5524,100,5524,1,0
C,H,H,4099,100,4099,1,0
D,H,H,1683,100,1683,1,0
E,H,H,2788,100,2788,1,0
G,H,H,3718,100,3718,1,0
A,H,H,3196,100,3196,1,0
B,H,H,5552,100,5552,1,0
C,H,H,4054,100,4054,1,0
D,H,H,1739,100,1739,1,0
E,H,H,2830,100,2830,1,0
G,H,H,3748,100,3748,1,0
A,H,H,3158,40,3158,1,0
B,H,H,5559,100,5559,1,0
C,H,H,4078,100,4078,1,0
D,H,H,1750,100,1750,1,0
E,H,H,2886,100,2886,1,0
F,H,H,5162,100,5162,1,0
G,H,H,3765,100,3765,1,0
A,H,H,3158,40,3158,1,0
B,H,H,5553,100,5553,1,0
C,H,H,4082,100,4082,1,0
D,H,H,1743,100,1743,1,0
E,H,H,2781,100,2781,1,0
F,H,H,5162,100,5162,1,0
G,H,H,3765,100,3765,1,0
A,H,H,3197,42,3197,1,0
B,H,H,5533,100,5533,1,0
C,H,H,4082,100,4082,1,0
D,H,H,1745,100,1745,1,0
E,H,H,2810,100,2810,1,0
F,H,H,5232,66,5232,1,0
G,H,H,3692,87,3692,1,0
A,H,H,3169,50,3169,1,0
B,H,H,5503,100,5503,1,0
C,H,H,4008,88,4008,1,0
D,H,H,1745,100,1745,1,0
E,H,H,2844,100,2844,1,0
F,H,H,5211,75,5211,1,0
G,H,H,3764,88,3764,1,0
A,H,H,3135,55,3135,1,0
B,H,H,5481,100,5481,1,0
C,H,H,4077,90,4077,1,0
D,H,H,1819,90,1819,1,0
E,H,H,2844,100,2844,1,0
F,H,H,5211,75,5211,1,0
G,H,H,3764,88,3764,1,0
