version,tag_method,eval_set,ID,capture,location,height,facing,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T1,all8,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,median,1201,1201,1.0,ok,707.3162972010232,1028.3343913553651,-1099.470692701714,705.8803424093891,1028.9134794683741,-1097.464368729127,707.3162972010232,1028.3343913553651,-1099.470692701714,19.579970595698832,22.74714214124641,30.600583836184555,42.937467325484874,31.41590953758131,71.58668721479354,8.0,8.0,100.0,91.84013322231473,101.95779223589241,186.18110601817904,0,{},-141.03356497048298,1267.9301879473705,-1023.5174445601833,-63.9057945,1133.4998500000002,-956.9902950000001,-77.12777047048299,134.4303379473704,-66.52714956018326,101.85555756241531,134.4303379473704,168.6596287408303,-1.000000000000001,1.0,0.9569413681749183,766.8231758128924,33.018356802267256,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,median,1201,1201,1.0,ok,728.2110839961742,1156.922151166434,-1619.2917786720716,727.225709198683,1155.881210736671,-1619.7890603376406,728.2110839961742,1156.922151166434,-1619.2917786720716,27.359884032939288,24.167910984940832,23.39815669205312,43.38694183487167,34.90069831469075,79.77983032177855,8.0,8.0,100.0,91.3405495420483,70.68637718196692,156.83721795845753,0,{},2.94846082828667,1784.030258939014,-1013.7573996243856,-43.6886845,1590.1300500000002,-956.35754,46.63714532828667,193.90020893901374,-57.39985962438561,73.9578745589062,193.90020893901374,207.52604230762,-1.000000000000001,1.0,0.9569413681749183,979.4994874142343,42.1759078014258,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID12_BSF66F_120s_20260528_115143/tag_capture_20260528_115143/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,median,1200,1200,1.0,ok,1511.0148054126414,1085.8372162978749,-891.2591249410996,1512.6283392008613,1084.2166986919096,-892.1850150685684,1511.0148054126414,1085.8372162978749,-891.2591249410996,37.69249246829728,42.939143052230385,61.58422413402827,84.04283132931623,70.63053395189092,147.3151074958054,8.0,8.0,99.83333333333333,91.66666666666666,88.06445473520083,156.22644514547255,0,{},-145.17019037441173,1090.8592757053184,-210.36388938421396,-189.628155,1139.0976,-197.96616,44.45796462558826,-48.23832429468166,-12.39772938421396,46.15424479432264,48.23832429468166,66.76189214883843,-1.000000000000001,1.0,0.9569413681749183,198.4671527963758,8.545724061631388,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,median,1201,1201,1.0,ok,1553.063676522694,1035.3512605744527,-957.2915817290072,1553.092406090067,1035.9136806039312,-956.5288259066247,1553.063676522694,1035.3512605744527,-957.2915817290072,15.65834720277095,19.197793778481216,28.851176992796777,38.03982748482808,30.92848782039652,66.9828533778597,8.0,8.0,99.91673605328893,91.9233971690258,61.32148421962854,172.7407944454923,0,{},-196.18567914364849,1160.0451469223115,-174.47573303750778,-198.69532,1132.6278,-194.690585,2.509640856351524,27.41734692231148,20.21485196249222,20.370040183891252,27.41734692231148,34.1562505165852,-1.000000000000001,1.0,0.9569413681749183,196.6054014938295,8.46555959774518,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,median,1201,1201,1.0,ok,1482.4138370221006,1075.5653711717348,-868.6522987791516,1483.641254731659,1074.6863911723528,-870.2071954937406,1482.4138370221006,1075.5653711717348,-868.6522987791516,24.567416705998966,30.64928737654033,41.26229671253313,57.010619836616094,47.90227699788959,95.93785919630665,8.0,8.0,99.91673605328893,95.58701082431307,87.26175570221034,177.1464317690599,0,{},-154.2170838893071,1067.432371739646,-238.717525352145,-200.165335,1132.2551,-184.312585,45.948251110692894,-64.8227282603541,-54.40494035214499,71.21193239093955,64.8227282603541,96.29706856372864,-1.000000000000001,1.0,0.9569413681749183,198.12466536771635,8.530977021536021,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,median,1201,1201,1.0,ok,1556.434324550156,1029.8688031705803,-1016.7867017018602,1556.06914556664,1030.1435340233768,-1016.7382817661745,1556.434324550156,1029.8688031705803,-1016.7867017018602,18.98259969628946,21.2613002709657,31.943658641014768,42.81343813613974,33.84791776891655,71.33212725243389,8.0,8.0,99.91673605328893,89.75853455453789,81.17566397648378,202.5527337985861,0,{},-199.91501040007654,1219.7669684898642,-173.78001403698,-184.85465499999998,1122.0572,-185.78015499999998,-15.06035540007656,97.70976848986425,12.000140963019987,19.256627116630927,97.70976848986425,99.5892391087101,-1.000000000000001,1.0,0.9569413681749183,182.35420477000045,7.851922564947014,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,median,1199,1199,1.0,ok,1363.5718490329357,1074.170656934501,90.24220103447881,1364.028205754029,1074.8402343258535,90.55041800277127,1363.5718490329357,1074.170656934501,90.24220103447881,18.413629338459785,25.353823800806364,59.03299280746898,66.83953889415042,51.54162704184237,114.86498150711397,8.0,8.0,99.83319432860718,92.49374478732277,68.29090224695982,114.06995224014094,0,{},-179.22834462000696,104.98884204291176,-320.4543841822067,-180.39839999999998,209.45865500000002,-328.203235,1.1700553799930162,-104.46981295708827,7.748850817793311,7.836690538018371,104.46981295708827,104.76333107474998,-1.000000000000001,1.0,0.9569413681749183,759.197218346439,32.689993507405504,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,median,1199,1199,1.0,ok,1430.3050756831697,931.315086718247,58.224727345687754,1430.4237092594512,929.8214761735281,58.91509184189481,1430.3050756831697,931.315086718247,58.224727345687754,15.965071506932722,22.91552425837466,33.30577997410541,43.49714116425922,34.77353909210221,75.65490962904204,8.0,8.0,99.83319432860718,92.91075896580485,43.66116927832659,123.84022208160135,0,{},-325.1505205124422,144.00765259685292,-265.0431298366507,-295.4243,206.90585,-224.00141000000002,-29.726220512442183,-62.898197403147066,-41.04171983665066,50.676137906360445,62.898197403147066,80.77285552504455,-1.000000000000001,1.0,0.9569413681749183,771.8383154164356,33.23430185200761,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,median,1201,1201,1.0,ok,1639.2535143013158,1065.2510190239768,202.4748371965422,1636.4372138574024,1066.97790433478,206.64770466103923,1639.2535143013158,1065.2510190239768,202.4748371965422,25.68312178165396,22.935575337102772,102.87187276998141,108.61220958824907,65.52508519440589,203.6339044083574,8.0,8.0,99.91673605328893,89.84179850124896,174.65552551377974,215.19806185674145,0,{},-210.5584027623355,4.359423787188234,-41.94360743595348,-188.530555,205.96057000000002,-114.135095,-22.02784776233551,-201.60114621281178,72.19148756404653,75.47739366029084,201.60114621281178,215.2669484804159,-1.000000000000001,1.0,0.9569413681749183,760.9482531632328,32.76539067089473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,median,1201,1201,1.0,ok,1449.7121501121655,1213.6983369883662,217.1497081573201,1448.472736357935,1212.710542120316,222.7770850178532,1449.7121501121655,1213.6983369883662,217.1497081573201,20.959878313664206,24.114831787879247,90.5700103151016,96.21822922422194,69.3076789946269,187.85258358960363,8.0,8.0,100.0,91.42381348875936,110.13518057139491,169.19411398912428,0,{},-50.145180668445164,-22.49282980676108,-220.05717076452947,-80.19599149999999,202.56013000000002,-220.692665,30.050810831554827,-225.0529598067611,0.6354942354705315,30.057529581740567,225.0529598067611,227.05129332893225,-1.000000000000001,1.0,0.9569413681749183,754.9009760364719,32.50500319154929,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,median,1201,1201,1.0,ok,1509.4575152531163,1018.3316336510876,-1563.2219913539807,1508.3823439022578,1016.3847351580068,-1563.8546807138118,1509.4575152531163,1018.3316336510876,-1563.2219913539807,28.276521964671065,36.77449551287247,49.29814199217019,67.73166705114446,51.000402394024405,124.93544592742602,8.0,8.0,99.91673605328893,91.3405495420483,120.24347118776231,185.99806791925442,0,{},-190.16751653920528,1763.9437940262228,-242.39503849993866,-212.053465,1598.6443,-226.93474500000002,21.885948460794708,165.29949402622287,-15.460293499938643,26.795809656228105,165.29949402622287,167.45727258156958,-1.000000000000001,1.0,0.9569413681749183,649.7332332902304,27.976624076763972,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,median,1201,1201,1.0,ok,1513.4548218157613,995.1983377790825,-1519.8636120788701,1514.1924667699745,996.5348023310403,-1521.069624728667,1513.4548218157613,995.1983377790825,-1519.8636120788701,20.574060312260933,26.31190824819405,27.99290967139113,43.62334454570375,36.85587164986832,74.467485075688,8.0,8.0,99.83347210657784,92.67277268942547,106.4289418271915,189.4879038578574,0,{},-214.9393122200695,1721.505188672637,-238.3453711790421,-232.83767,1599.3211999999999,-235.17408,17.898357779930507,122.18398867263704,-3.1712911790421003,18.177136709632492,122.18398867263704,123.52868244628762,-1.000000000000001,1.0,0.9569413681749183,654.1341801897697,28.16612282899297,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,median,1201,1201,1.0,ok,1473.2525498077462,1021.2312049894085,-1695.316205207806,1473.0432275316518,1016.7845397311229,-1681.9738570698555,1473.2525498077462,1021.2312049894085,-1695.316205207806,36.76263625508731,46.168850871026955,63.16107374484473,87.57973711621591,69.63699111293197,166.00229940541564,8.0,8.0,100.0,93.75520399666945,105.33594565708971,162.03802846042615,0,{},-180.4509590985292,1894.3109834231586,-283.3593255162182,-230.87733,1599.6642499999998,-223.24148,50.42637090147079,294.6467334231588,-60.11784551621818,78.46638918546319,294.6467334231588,304.9158437155121,-1.000000000000001,1.0,0.9569413681749183,653.8078913837548,28.15207327942613,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
