version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v3-full,T3,all8,24,28818,28818,78.87692728882709,140.35881590405185,233.34615927112935,124.06806872612617,40.022309085865004,70.49166903309424,56.171709308240395,99.21996815958678,95.07043926596731,91.88176519567027,25.740620928287015
v3-full,T4,all8,24,28818,28818,102.186358030023,147.51310281175228,224.51057730989183,129.91186695840844,44.3416353415163,77.68557332978534,61.549326097345514,120.34519050965525,91.68198605583908,91.88176519567027,25.740620928287015
v4-io,T1,all8,24,28818,28818,76.4358947813046,148.21938513972486,273.83102538899556,136.4163353742928,41.43078659696801,62.30798235604311,58.642925839111115,105.71174741554805,80.60602578271512,91.88176519567027,29.965280112685775
v4-io,T2,all8,24,28818,28818,75.99807789524766,148.6411995701667,273.0970007549415,136.13142396644523,42.296804594018454,62.5505485088529,58.932548549420076,106.37996232697304,80.56301364137059,91.88176519567027,29.965280112685775
v4-io,T3,all8,24,28818,28818,62.25534493207166,93.90459437184629,158.16659114861565,99.59144565006329,43.87562113168438,48.62419214775332,58.73631247742905,102.0387972848806,82.24662816266243,91.88176519567027,29.965280112685775
v4-io,T4,all8,24,28818,28818,69.14042154041556,116.10850213094396,182.3348386535258,104.84896219811824,38.1451699015152,55.042081953411866,67.43706618523899,120.56527240039956,79.59724289805993,91.88176519567027,29.965280112685775
v1-old,T1,noG,24,28818,28818,159.572282272343,199.7025709099312,382.5293076989335,199.7801822122121,72.74197344934146,139.3217598187607,57.93613241797685,100.78117160038502,92.1361627936888,0.0,34.061913754592055
v1-old,T2,noG,24,28818,28818,159.6191057559388,199.78916357201922,382.1173709770638,199.91170547947078,72.8087881715897,139.49115656052595,57.97371854607856,100.70253487526928,92.15735364029034,0.0,34.061913754592055
v1-old,T3,noG,24,28818,28818,143.86191503927046,194.5113656887657,346.0843622763885,185.5146597242904,71.93970527780526,104.42100934245926,57.481700972373005,101.10919253648326,100.48289991985558,0.0,34.061913754592055
v1-old,T4,noG,24,28818,28818,143.86191503927046,194.5113656887657,346.0843622763885,185.5146597242904,71.93970527780526,104.42100934245926,57.481700972373005,101.10919253648326,100.48289991985558,0.0,34.061913754592055
v2,T1,noG,24,28818,28818,89.43230613118965,141.21524694022904,304.2287191796049,147.9551338040481,63.94425212226956,58.0476764080248,56.222755829090374,96.83540105525422,82.60678669322141,0.0,47.98679683325369
v2,T2,noG,24,28818,28818,90.03288025325682,141.36486620400427,303.8346040639632,148.05212928493128,63.74508004484237,58.169816897135874,56.1440706556613,97.2240020238157,82.60880186525824,0.0,47.98679683325369
v2,T3,noG,24,28818,28818,89.09917206436032,139.38610221991362,256.2699892189087,129.49093489240389,67.0489766351318,46.25861094620234,58.43805756789202,101.66114806998115,84.13612035776026,0.0,47.98679683325369
v2,T4,noG,24,28818,28818,89.09917206436032,139.38610221991362,256.2699892189087,129.49093489240389,67.0489766351318,46.25861094620234,58.43805756789202,101.66114806998115,84.13612035776026,0.0,47.98679683325369
v3-lite,T1,noG,24,28818,28818,90.05377908633574,141.54648380894426,304.3182054394033,148.2396838898262,64.12357552788838,58.300258165524596,56.26869450435089,97.2181928827535,82.63597839812772,0.0,47.89472586919992
v3-lite,T2,noG,24,28818,28818,90.34481510922168,141.66637596725656,303.8586022268175,148.33713499469127,63.97936475405139,58.38863647626296,56.19199882215463,97.3119788441164,82.71620515073369,0.0,47.89472586919992
v3-lite,T3,noG,24,28818,28818,89.59051214638842,139.8721433544972,257.2480058743767,130.08303799854752,67.21141830590582,46.527794231868484,58.46673154151906,101.7634809641466,84.41822647921111,0.0,47.89472586919992
v3-lite,T4,noG,24,28818,28818,89.59051214638842,139.8721433544972,257.2480058743767,130.08303799854752,67.21141830590582,46.527794231868484,58.46673154151906,101.7634809641466,84.41822647921111,0.0,47.89472586919992
v3-full,T1,noG,24,28818,28818,125.82401166371176,178.18768443441164,303.9568532651443,166.82639968568577,73.86056584839953,89.67987467738146,65.23604371148748,119.41751570841535,83.56977063384127,0.0,29.05807030457591
v3-full,T2,noG,24,28818,28818,125.61346899192176,178.1626323753498,304.7754172941627,166.82461970859956,73.95925085303955,89.24245035949968,65.09753960142827,117.86639474986245,83.56085514696792,0.0,29.05807030457591
v3-full,T3,noG,24,28818,28818,110.38566344412334,181.38723705783107,281.42652813784304,156.75499326534816,73.68897688750094,69.0705636345973,63.50063721975439,110.78309955571261,86.77803391394946,0.0,29.05807030457591
v3-full,T4,noG,24,28818,28818,110.38566344412334,181.38723705783107,281.42652813784304,156.75499326534816,73.68897688750094,69.0705636345973,63.50063721975439,110.78309955571261,86.77803391394946,0.0,29.05807030457591
v4-io,T1,noG,24,28818,28818,91.57059061696461,153.9184059265174,329.2344222879244,153.31057871759734,63.68121480761172,56.22358267274723,55.755760594793784,95.99928652442992,81.4708348936488,0.0,31.22154632101148
v4-io,T2,noG,24,28818,28818,92.3658097493691,153.88620687926002,328.83879350369244,153.2891402633758,63.70408414476013,57.258432192425076,55.91766692775114,96.10377676133352,81.47518828742265,0.0,31.22154632101148
v4-io,T3,noG,24,28818,28818,82.95762231490997,146.76659582697556,291.14449217145807,137.11450641311896,66.18777543831577,43.87462864978551,56.21513805945555,97.38508263572132,82.92363701917819,0.0,31.22154632101148
v4-io,T4,noG,24,28818,28818,82.95762231490997,146.76659582697556,291.14449217145807,137.11450641311896,66.18777543831577,43.87462864978551,56.21513805945555,97.38508263572132,82.92363701917819,0.0,31.22154632101148
