link_id,position_id,anchor_id,anchor_label,estimator_id,estimator_name,extracted_range_mm,source
ID09_G,ID09,6,G,model_M4,model_M4,1489.6339128614143,mixture
ID09_H,ID09,7,H,model_M4,model_M4,1756.407163751911,mixture
ID10_A,ID10,0,A,model_M4,model_M4,1512.7038614510961,mixture
ID10_B,ID10,1,B,model_M4,model_M4,2573.7836621615943,mixture
ID10_C,ID10,2,C,model_M4,model_M4,2461.8300182392545,mixture
ID10_D,ID10,3,D,model_M4,model_M4,1298.5726517732076,mixture
ID10_E,ID10,4,E,model_M4,model_M4,2100.9906383028706,mixture
ID10_F,ID10,5,F,model_M4,model_M4,3115.7000975675123,mixture
ID10_G,ID10,6,G,model_M4,model_M4,2835.999999982215,mixture
ID10_H,ID10,7,H,model_M4,model_M4,1982.8589535974472,mixture
ID11_A,ID11,0,A,model_M4,model_M4,1722.7719066499606,mixture
ID11_B,ID11,1,B,model_M4,model_M4,2609.380443849056,mixture
ID11_C,ID11,2,C,model_M4,model_M4,2766.8308008178305,mixture
ID11_D,ID11,3,D,model_M4,model_M4,1734.6733184034192,mixture
ID11_E,ID11,4,E,model_M4,model_M4,1530.9353178311262,mixture
ID11_F,ID11,5,F,model_M4,model_M4,2582.9210059484635,mixture
ID11_G,ID11,6,G,model_M4,model_M4,2634.9842123793296,mixture
ID11_H,ID11,7,H,model_M4,model_M4,1467.9999999953104,mixture
ID12_A,ID12,0,A,model_M4,model_M4,2116.7392564658817,mixture
ID12_B,ID12,1,B,model_M4,model_M4,2813.125226867701,mixture
ID12_C,ID12,2,C,model_M4,model_M4,3009.985588451185,mixture
ID12_D,ID12,3,D,model_M4,model_M4,1966.3489354356307,mixture
ID12_E,ID12,4,E,model_M4,model_M4,1473.3814266319353,mixture
ID12_F,ID12,5,F,model_M4,model_M4,2545.851225243939,mixture
ID12_G,ID12,6,G,model_M4,model_M4,2509.5014021526863,mixture
ID12_H,ID12,7,H,model_M4,model_M4,1268.7605409408989,mixture
ID13_A,ID13,0,A,model_M4,model_M4,2078.9648084713576,mixture
ID13_B,ID13,1,B,model_M4,model_M4,2023.7721191425937,mixture
ID13_C,ID13,2,C,model_M4,model_M4,2017.370111338973,mixture
ID13_D,ID13,3,D,model_M4,model_M4,2196.2475910918533,mixture
ID13_E,ID13,4,E,model_M4,model_M4,1914.4243200098936,mixture
ID13_F,ID13,5,F,model_M4,model_M4,1875.103359774249,mixture
ID13_G,ID13,6,G,model_M4,model_M4,2067.5381017564423,mixture
ID13_H,ID13,7,H,model_M4,model_M4,1974.5602903524032,mixture
ID14_A,ID14,0,A,model_M4,model_M4,2130.999999740865,mixture
ID14_B,ID14,1,B,model_M4,model_M4,1940.7284218427365,mixture
ID14_C,ID14,2,C,model_M4,model_M4,2054.6372983003826,mixture
ID14_D,ID14,3,D,model_M4,model_M4,2128.2700137945726,mixture
ID14_E,ID14,4,E,model_M4,model_M4,1856.9003956124436,mixture
ID14_F,ID14,5,F,model_M4,model_M4,1924.5481709352557,mixture
ID14_G,ID14,6,G,model_M4,model_M4,1842.37,mixture
ID14_H,ID14,7,H,model_M4,model_M4,2016.9635475678679,mixture
ID15_A,ID15,0,A,model_M4,model_M4,2030.4140775231056,mixture
ID15_B,ID15,1,B,model_M4,model_M4,2017.3553402144084,mixture
ID15_C,ID15,2,C,model_M4,model_M4,2027.8902161515941,mixture
ID15_D,ID15,3,D,model_M4,model_M4,2194.8950488996215,mixture
ID15_E,ID15,4,E,model_M4,model_M4,1865.0657121169024,mixture
ID15_F,ID15,5,F,model_M4,model_M4,1901.3467120223418,mixture
ID15_G,ID15,6,G,model_M4,model_M4,1881.5700000000004,mixture
ID15_H,ID15,7,H,model_M4,model_M4,1977.5185542330798,mixture
ID16_A,ID16,0,A,model_M4,model_M4,2147.1427804132927,mixture
ID16_B,ID16,1,B,model_M4,model_M4,1970.9367954491859,mixture
ID16_C,ID16,2,C,model_M4,model_M4,2092.9999999951438,mixture
ID16_D,ID16,3,D,model_M4,model_M4,2161.4756812531255,mixture
ID16_E,ID16,4,E,model_M4,model_M4,1876.409490519767,mixture
ID16_F,ID16,5,F,model_M4,model_M4,1952.9513113497733,mixture
ID16_G,ID16,6,G,model_M4,model_M4,2016.990301324829,mixture
ID16_H,ID16,7,H,model_M4,model_M4,2008.926753425238,mixture
ID17_A,ID17,0,A,model_M4,model_M4,1721.162023240522,mixture
ID17_B,ID17,1,B,model_M4,model_M4,1849.9692478272666,mixture
ID17_C,ID17,2,C,model_M4,model_M4,1931.8178680698504,mixture
ID17_D,ID17,3,D,model_M4,model_M4,1779.984909344435,mixture
ID17_E,ID17,4,E,model_M4,model_M4,2371.70800270509,mixture
ID17_F,ID17,5,F,model_M4,model_M4,2397.4846677167143,mixture
ID17_G,ID17,6,G,model_M4,model_M4,2572.9999999042807,mixture
ID17_H,ID17,7,H,model_M4,model_M4,2274.320140163205,mixture
ID18_A,ID18,0,A,model_M4,model_M4,1692.9540091413724,mixture
ID18_B,ID18,1,B,model_M4,model_M4,1725.7564253696823,mixture
ID18_C,ID18,2,C,model_M4,model_M4,1991.291163150798,mixture
ID18_D,ID18,3,D,model_M4,model_M4,1989.4539657073012,mixture
ID18_E,ID18,4,E,model_M4,model_M4,2213.8931861359783,mixture
ID18_F,ID18,5,F,model_M4,model_M4,2339.438337155569,mixture
ID18_G,ID18,6,G,model_M4,model_M4,2344.5900000000006,mixture
ID18_H,ID18,7,H,model_M4,model_M4,2474.982256824867,mixture
ID19_A,ID19,0,A,model_M4,model_M4,1952.2519814801626,mixture
ID19_B,ID19,1,B,model_M4,model_M4,1621.7215620694997,mixture
ID19_C,ID19,2,C,model_M4,model_M4,1726.7210376983257,mixture
ID19_D,ID19,3,D,model_M4,model_M4,1977.4346097342238,mixture
ID19_E,ID19,4,E,model_M4,model_M4,2718.5884725740493,mixture
ID19_F,ID19,5,F,model_M4,model_M4,2288.843115171031,mixture
ID19_G,ID19,6,G,model_M4,model_M4,2816.8112623419374,mixture
ID19_H,ID19,7,H,model_M4,model_M4,2403.1917578560538,mixture
ID20_A,ID20,0,A,model_M4,model_M4,1896.2956436513932,mixture
ID20_B,ID20,1,B,model_M4,model_M4,1889.309157469841,mixture
ID20_C,ID20,2,C,model_M4,model_M4,1807.465177332936,mixture
ID20_D,ID20,3,D,model_M4,model_M4,1791.7466951887532,mixture
ID20_E,ID20,4,E,model_M4,model_M4,2306.985394825341,mixture
ID20_F,ID20,5,F,model_M4,model_M4,2686.999999987017,mixture
ID20_G,ID20,6,G,model_M4,model_M4,2341.312623724901,mixture
ID20_H,ID20,7,H,model_M4,model_M4,2562.471019102214,mixture
ID21_A,ID21,0,A,model_M4,model_M4,2290.480895960739,mixture
ID21_B,ID21,1,B,model_M4,model_M4,2339.1098855689243,mixture
ID21_C,ID21,2,C,model_M4,model_M4,2337.4813764127725,mixture
ID21_D,ID21,3,D,model_M4,model_M4,2643.532554176459,mixture
ID21_E,ID21,4,E,model_M4,model_M4,1784.9411219816152,mixture
ID21_F,ID21,5,F,model_M4,model_M4,1817.9374572331055,mixture
ID21_G,ID21,6,G,model_M4,model_M4,1977.999997465786,mixture
ID21_H,ID21,7,H,model_M4,model_M4,1890.8830026878227,mixture
ID22_A,ID22,0,A,model_M4,model_M4,2612.415450513522,mixture
ID22_B,ID22,1,B,model_M4,model_M4,2236.194895443471,mixture
ID22_C,ID22,2,C,model_M4,model_M4,2403.6666665605003,mixture
ID22_D,ID22,3,D,model_M4,model_M4,2350.9537917117996,mixture
ID22_E,ID22,4,E,model_M4,model_M4,1734.6521127659805,mixture
ID22_F,ID22,5,F,model_M4,model_M4,1847.9615733323374,mixture
ID22_G,ID22,6,G,model_M4,model_M4,2037.939638617696,mixture
ID22_H,ID22,7,H,model_M4,model_M4,1914.1655992983667,mixture
ID23_A,ID23,0,A,model_M4,model_M4,2281.671508817015,mixture
ID23_B,ID23,1,B,model_M4,model_M4,2508.508407720612,mixture
ID23_C,ID23,2,C,model_M4,model_M4,2390.8675453285327,mixture
ID23_D,ID23,3,D,model_M4,model_M4,2451.758630145005,mixture
ID23_E,ID23,4,E,model_M4,model_M4,1792.9734154981793,mixture
ID23_F,ID23,5,F,model_M4,model_M4,1815.9656928568834,mixture
ID23_G,ID23,6,G,model_M4,model_M4,2020.9991455941436,mixture
ID23_H,ID23,7,H,model_M4,model_M4,1913.8689232083668,mixture
ID24_A,ID24,0,A,model_M4,model_M4,2424.6770726115046,mixture
ID24_B,ID24,1,B,model_M4,model_M4,2243.8449637234994,mixture
ID24_C,ID24,2,C,model_M4,model_M4,2838.8552273855366,mixture
ID24_D,ID24,3,D,model_M4,model_M4,2352.654030736329,mixture
ID24_E,ID24,4,E,model_M4,model_M4,1760.5584164010988,mixture
ID24_F,ID24,5,F,model_M4,model_M4,1826.9359862828942,mixture
ID24_G,ID24,6,G,model_M4,model_M4,2028.9468868583604,mixture
ID24_H,ID24,7,H,model_M4,model_M4,1923.9954595647566,mixture
ID01_A,ID01,0,A,model_M5,model_M5,1534.852950204718,mixture
ID01_B,ID01,1,B,model_M5,model_M5,1754.3685770809714,mixture
ID01_C,ID01,2,C,model_M5,model_M5,2177.1708484211276,mixture
ID01_D,ID01,3,D,model_M5,model_M5,2123.8796571446546,mixture
ID01_E,ID01,4,E,model_M5,model_M5,2293.5013695354587,mixture
ID01_F,ID01,5,F,model_M5,model_M5,2349.580932746604,mixture
ID01_G,ID01,6,G,model_M5,model_M5,2716.400546336311,mixture
ID01_H,ID01,7,H,model_M5,model_M5,2540.9999999994884,mixture
ID02_A,ID02,0,A,model_M5,model_M5,1884.6262888322622,mixture
ID02_B,ID02,1,B,model_M5,model_M5,1816.3303755732206,mixture
ID02_C,ID02,2,C,model_M5,model_M5,2216.257269501689,mixture
ID02_D,ID02,3,D,model_M5,model_M5,2462.975363764441,mixture
ID02_E,ID02,4,E,model_M5,model_M5,1710.041130213076,mixture
ID02_F,ID02,5,F,model_M5,model_M5,1650.6429069904677,mixture
ID02_G,ID02,6,G,model_M5,model_M5,2217.4887276829677,mixture
ID02_H,ID02,7,H,model_M5,model_M5,2157.7333953180537,mixture
ID03_A,ID03,0,A,model_M5,model_M5,2232.053334806106,mixture
ID03_B,ID03,1,B,model_M5,model_M5,2419.8593507040196,mixture
ID03_C,ID03,2,C,model_M5,model_M5,2526.204615291327,mixture
ID03_D,ID03,3,D,model_M5,model_M5,2965.5173119545293,mixture
ID03_E,ID03,4,E,model_M5,model_M5,1567.4926915786118,mixture
ID03_F,ID03,5,F,model_M5,model_M5,1531.4990163209463,mixture
ID03_G,ID03,6,G,model_M5,model_M5,2186.535497788599,mixture
ID03_H,ID03,7,H,model_M5,model_M5,2163.6824310922166,mixture
ID04_A,ID04,0,A,model_M5,model_M5,2476.779015647035,mixture
ID04_B,ID04,1,B,model_M5,model_M5,1320.1919066929988,mixture
ID04_C,ID04,2,C,model_M5,model_M5,1435.2318542624685,mixture
ID04_D,ID04,3,D,model_M5,model_M5,2547.9607445320175,mixture
ID04_E,ID04,4,E,model_M5,model_M5,2801.7599762647365,mixture
ID04_F,ID04,5,F,model_M5,model_M5,2207.917573817833,mixture
ID04_G,ID04,6,G,model_M5,model_M5,2154.5833972026685,mixture
ID04_H,ID04,7,H,model_M5,model_M5,3065.2865542171608,mixture
ID05_A,ID05,0,A,model_M5,model_M5,3122.447617527248,mixture
ID05_B,ID05,1,B,model_M5,model_M5,1587.906190237792,mixture
ID05_C,ID05,2,C,model_M5,model_M5,1728.862421419854,mixture
ID05_D,ID05,3,D,model_M5,model_M5,2576.809574535791,mixture
ID05_E,ID05,4,E,model_M5,model_M5,2462.457579391619,mixture
ID05_F,ID05,5,F,model_M5,model_M5,1402.3512928835428,mixture
ID05_G,ID05,6,G,model_M5,model_M5,1527.0299911161476,mixture
ID05_H,ID05,7,H,model_M5,model_M5,2525.144465190403,mixture
ID06_A,ID06,0,A,model_M5,model_M5,3037.758097767073,mixture
ID06_B,ID06,1,B,model_M5,model_M5,1977.6196913517442,mixture
ID06_C,ID06,2,C,model_M5,model_M5,2225.0381709972867,mixture
ID06_D,ID06,3,D,model_M5,model_M5,2853.5908767860806,mixture
ID06_E,ID06,4,E,model_M5,model_M5,2497.7452715829236,mixture
ID06_F,ID06,5,F,model_M5,model_M5,1320.8663255479098,mixture
ID06_G,ID06,6,G,model_M5,model_M5,1500.3019539165118,mixture
ID06_H,ID06,7,H,model_M5,model_M5,2435.2333295806297,mixture
ID07_A,ID07,0,A,model_M5,model_M5,2388.3705541037225,mixture
ID07_B,ID07,1,B,model_M5,model_M5,1963.2758750017829,mixture
ID07_C,ID07,2,C,model_M5,model_M5,1259.789729159218,mixture
ID07_D,ID07,3,D,model_M5,model_M5,1786.1072815407385,mixture
ID07_E,ID07,4,E,model_M5,model_M5,2938.562148434844,mixture
ID07_F,ID07,5,F,model_M5,model_M5,2420.5523016620255,mixture
ID07_G,ID07,6,G,model_M5,model_M5,2173.428669246623,mixture
ID07_H,ID07,7,H,model_M5,model_M5,2350.1920521575744,mixture
ID08_A,ID08,0,A,model_M5,model_M5,2543.3678638149627,mixture
ID08_B,ID08,1,B,model_M5,model_M5,2676.564582403963,mixture
ID08_C,ID08,2,C,model_M5,model_M5,1670.1190655886576,mixture
ID08_D,ID08,3,D,model_M5,model_M5,1990.3020517363866,mixture
ID08_E,ID08,4,E,model_M5,model_M5,2303.2551660105228,mixture
ID08_F,ID08,5,F,model_M5,model_M5,2136.324337763603,mixture
ID08_G,ID08,6,G,model_M5,model_M5,1591.1167235361308,mixture
ID08_H,ID08,7,H,model_M5,model_M5,1707.9314003008503,mixture
ID09_A,ID09,0,A,model_M5,model_M5,2676.9530923249536,mixture
ID09_B,ID09,1,B,model_M5,model_M5,2567.6455463052944,mixture
ID09_C,ID09,2,C,model_M5,model_M5,1967.0555223034157,mixture
ID09_D,ID09,3,D,model_M5,model_M5,2397.27776194545,mixture
ID09_E,ID09,4,E,model_M5,model_M5,2295.1940665075645,mixture
ID09_F,ID09,5,F,model_M5,model_M5,2180.6016974935146,mixture
ID09_G,ID09,6,G,model_M5,model_M5,1414.102328678487,mixture
ID09_H,ID09,7,H,model_M5,model_M5,1721.904941639206,mixture
ID10_A,ID10,0,A,model_M5,model_M5,1518.3713824663662,mixture
ID10_B,ID10,1,B,model_M5,model_M5,2549.9387697584143,mixture
ID10_C,ID10,2,C,model_M5,model_M5,2431.0204076051646,mixture
ID10_D,ID10,3,D,model_M5,model_M5,1274.144763170281,mixture
ID10_E,ID10,4,E,model_M5,model_M5,2114.7715557609195,mixture
ID10_F,ID10,5,F,model_M5,model_M5,3043.7362393741414,mixture
ID10_G,ID10,6,G,model_M5,model_M5,2759.4814786445727,mixture
ID10_H,ID10,7,H,model_M5,model_M5,2026.0848276595684,mixture
ID11_A,ID11,0,A,model_M5,model_M5,1733.785359052899,mixture
ID11_B,ID11,1,B,model_M5,model_M5,2616.329815950802,mixture
ID11_C,ID11,2,C,model_M5,model_M5,2771.1577199441263,mixture
ID11_D,ID11,3,D,model_M5,model_M5,1743.5197102292384,mixture
ID11_E,ID11,4,E,model_M5,model_M5,1543.1655215014569,mixture
ID11_F,ID11,5,F,model_M5,model_M5,2520.0743138688717,mixture
ID11_G,ID11,6,G,model_M5,model_M5,2568.6030679072182,mixture
ID11_H,ID11,7,H,model_M5,model_M5,1432.5666777132249,mixture
ID12_A,ID12,0,A,model_M5,model_M5,2107.7933300922846,mixture
ID12_B,ID12,1,B,model_M5,model_M5,2847.258656869958,mixture
ID12_C,ID12,2,C,model_M5,model_M5,2993.7426515481425,mixture
ID12_D,ID12,3,D,model_M5,model_M5,1939.0783868847625,mixture
ID12_E,ID12,4,E,model_M5,model_M5,1459.2260041789887,mixture
ID12_F,ID12,5,F,model_M5,model_M5,2475.1318384377237,mixture
ID12_G,ID12,6,G,model_M5,model_M5,2440.2023411297682,mixture
ID12_H,ID12,7,H,model_M5,model_M5,1218.0956725220603,mixture
ID13_A,ID13,0,A,model_M5,model_M5,2091.790773994133,mixture
ID13_B,ID13,1,B,model_M5,model_M5,1986.1439025300342,mixture
ID13_C,ID13,2,C,model_M5,model_M5,2003.6898847766604,mixture
ID13_D,ID13,3,D,model_M5,model_M5,2219.8378173013452,mixture
ID13_E,ID13,4,E,model_M5,model_M5,1928.2269279635989,mixture
ID13_F,ID13,5,F,model_M5,model_M5,1759.1585744366203,mixture
ID13_G,ID13,6,G,model_M5,model_M5,2003.3085130704528,mixture
ID13_H,ID13,7,H,model_M5,model_M5,1938.9606135697018,mixture
ID14_A,ID14,0,A,model_M5,model_M5,2108.133588148507,mixture
ID14_B,ID14,1,B,model_M5,model_M5,1924.2328674097553,mixture
ID14_C,ID14,2,C,model_M5,model_M5,2044.3670805027737,mixture
ID14_D,ID14,3,D,model_M5,model_M5,2138.7146718018184,mixture
ID14_E,ID14,4,E,model_M5,model_M5,1880.7441714994327,mixture
ID14_F,ID14,5,F,model_M5,model_M5,1854.394643205522,mixture
ID14_G,ID14,6,G,model_M5,model_M5,1926.5851477800788,mixture
ID14_H,ID14,7,H,model_M5,model_M5,1990.8109183323468,mixture
ID15_A,ID15,0,A,model_M5,model_M5,2041.031692509149,mixture
ID15_B,ID15,1,B,model_M5,model_M5,1989.6071668552495,mixture
ID15_C,ID15,2,C,model_M5,model_M5,2046.613042110176,mixture
ID15_D,ID15,3,D,model_M5,model_M5,2219.4528735834156,mixture
ID15_E,ID15,4,E,model_M5,model_M5,1848.9643516637243,mixture
ID15_F,ID15,5,F,model_M5,model_M5,1834.742059818404,mixture
ID15_G,ID15,6,G,model_M5,model_M5,1962.088509478893,mixture
ID15_H,ID15,7,H,model_M5,model_M5,2001.2528478135387,mixture
ID16_A,ID16,0,A,model_M5,model_M5,2110.1360215553523,mixture
ID16_B,ID16,1,B,model_M5,model_M5,1995.7492088282274,mixture
ID16_C,ID16,2,C,model_M5,model_M5,2083.5826052848997,mixture
ID16_D,ID16,3,D,model_M5,model_M5,2134.5874726351785,mixture
ID16_E,ID16,4,E,model_M5,model_M5,1867.1562023604642,mixture
ID16_F,ID16,5,F,model_M5,model_M5,1871.3176239652298,mixture
ID16_G,ID16,6,G,model_M5,model_M5,1925.4409216839906,mixture
ID16_H,ID16,7,H,model_M5,model_M5,1972.0932391082492,mixture
ID17_A,ID17,0,A,model_M5,model_M5,1698.081372623319,mixture
ID17_B,ID17,1,B,model_M5,model_M5,1872.5264817599127,mixture
ID17_C,ID17,2,C,model_M5,model_M5,1907.4912041595617,mixture
ID17_D,ID17,3,D,model_M5,model_M5,1761.5395665247252,mixture
ID17_E,ID17,4,E,model_M5,model_M5,2361.4577250328,mixture
ID17_F,ID17,5,F,model_M5,model_M5,2283.4946644279216,mixture
ID17_G,ID17,6,G,model_M5,model_M5,2517.6708484955066,mixture
ID17_H,ID17,7,H,model_M5,model_M5,2228.905697810673,mixture
ID18_A,ID18,0,A,model_M5,model_M5,1710.5170558222837,mixture
ID18_B,ID18,1,B,model_M5,model_M5,1748.0651105298566,mixture
ID18_C,ID18,2,C,model_M5,model_M5,2007.2631241482918,mixture
ID18_D,ID18,3,D,model_M5,model_M5,1975.4228156662075,mixture
ID18_E,ID18,4,E,model_M5,model_M5,2239.20878050396,mixture
ID18_F,ID18,5,F,model_M5,model_M5,2268.1738733394395,mixture
ID18_G,ID18,6,G,model_M5,model_M5,2426.2089925316554,mixture
ID18_H,ID18,7,H,model_M5,model_M5,2429.7199889045664,mixture
ID19_A,ID19,0,A,model_M5,model_M5,1931.6636928364067,mixture
ID19_B,ID19,1,B,model_M5,model_M5,1642.3340789756248,mixture
ID19_C,ID19,2,C,model_M5,model_M5,1709.123012093968,mixture
ID19_D,ID19,3,D,model_M5,model_M5,2003.8642278078053,mixture
ID19_E,ID19,4,E,model_M5,model_M5,2725.271110295916,mixture
ID19_F,ID19,5,F,model_M5,model_M5,2180.8604106584103,mixture
ID19_G,ID19,6,G,model_M5,model_M5,2741.4059507356133,mixture
ID19_H,ID19,7,H,model_M5,model_M5,2366.08640742375,mixture
ID20_A,ID20,0,A,model_M5,model_M5,1941.4473851550858,mixture
ID20_B,ID20,1,B,model_M5,model_M5,1899.8674703847712,mixture
ID20_C,ID20,2,C,model_M5,model_M5,1802.149469987537,mixture
ID20_D,ID20,3,D,model_M5,model_M5,1812.2379520163515,mixture
ID20_E,ID20,4,E,model_M5,model_M5,2328.244950751579,mixture
ID20_F,ID20,5,F,model_M5,model_M5,2616.0299903603427,mixture
ID20_G,ID20,6,G,model_M5,model_M5,2280.637148805874,mixture
ID20_H,ID20,7,H,model_M5,model_M5,2419.5374252630404,mixture
ID21_A,ID21,0,A,model_M5,model_M5,2250.8390905793462,mixture
ID21_B,ID21,1,B,model_M5,model_M5,2320.052219978382,mixture
ID21_C,ID21,2,C,model_M5,model_M5,2329.3802547778205,mixture
ID21_D,ID21,3,D,model_M5,model_M5,2612.9235114953754,mixture
ID21_E,ID21,4,E,model_M5,model_M5,1768.9845257343154,mixture
ID21_F,ID21,5,F,model_M5,model_M5,1710.528849851401,mixture
ID21_G,ID21,6,G,model_M5,model_M5,1917.107185491375,mixture
ID21_H,ID21,7,H,model_M5,model_M5,1931.2048006464797,mixture
ID22_A,ID22,0,A,model_M5,model_M5,2623.4360663369025,mixture
ID22_B,ID22,1,B,model_M5,model_M5,2222.443171252083,mixture
ID22_C,ID22,2,C,model_M5,model_M5,2411.3580599275774,mixture
ID22_D,ID22,3,D,model_M5,model_M5,2366.823224967863,mixture
ID22_E,ID22,4,E,model_M5,model_M5,1755.1172942267453,mixture
ID22_F,ID22,5,F,model_M5,model_M5,1774.0882476884653,mixture
ID22_G,ID22,6,G,model_M5,model_M5,1971.4802349433085,mixture
ID22_H,ID22,7,H,model_M5,model_M5,1888.4912170790712,mixture
ID23_A,ID23,0,A,model_M5,model_M5,2265.8800215480114,mixture
ID23_B,ID23,1,B,model_M5,model_M5,2498.800745614593,mixture
ID23_C,ID23,2,C,model_M5,model_M5,2374.73216983849,mixture
ID23_D,ID23,3,D,model_M5,model_M5,2429.1760814866234,mixture
ID23_E,ID23,4,E,model_M5,model_M5,1776.0512418601827,mixture
ID23_F,ID23,5,F,model_M5,model_M5,1702.391879734818,mixture
ID23_G,ID23,6,G,model_M5,model_M5,1955.2524070716895,mixture
ID23_H,ID23,7,H,model_M5,model_M5,1876.1892370770756,mixture
ID24_A,ID24,0,A,model_M5,model_M5,2405.398663925389,mixture
ID24_B,ID24,1,B,model_M5,model_M5,2227.2798650936475,mixture
ID24_C,ID24,2,C,model_M5,model_M5,2824.3145433045315,mixture
