config_id,estimator,loss,geometry,all_data_median,all_data_dtag_mm,loo_median,loo_p95,loo_rmse,gap_mm,mean_train_dtag_mm
30,p20,huber50,V5,42.7833130518559,39.0,54.00065816917077,158.5187720861101,77.77296874549221,11.21734511731487,24.452726408953918
32,p20,huber50,V5,42.88113762153888,37.0,54.00065816917077,158.5187720861101,77.77296874549221,11.119520547631886,24.452726408953918
25,p20,huber50,V5,42.65870261833594,38.0,54.00065816917077,158.5187720861101,77.77296874549221,11.341955550834832,24.452726408953918
39,p05,huber50,V5,43.07470281219781,17.0,54.25853058304925,158.34634251673634,78.03419967476965,11.183827770851437,0.46201357869802706
96,p05,huber50,V5,43.93813989512365,20.0,54.25853058304925,158.34634251673634,78.03419967476965,10.320390687925602,0.46201357869802706
65,p05,huber50,V5,43.58209182963806,19.0,54.25853058304925,158.34634251673634,78.03419967476965,10.67643875341119,0.46201357869802706
51,p05,huber50,V5,43.24071712092268,18.0,54.25853058304925,158.34634251673634,78.03419967476965,11.017813462126568,0.46201357869802706
73,p05,huber50,V5,43.671712042626346,16.0,54.25853058304925,158.34634251673634,78.03419967476965,10.586818540422904,0.46201357869802706
21,p25,huber50,V5,42.36153558398067,41.0,54.62465112886825,156.11090513102818,78.08220256980097,12.263115544887583,29.081323705700807
48,p25,huber50,V5,43.22548206890845,39.0,54.62465112886825,156.11090513102818,78.08220256980097,11.399169059959803,29.081323705700807
18,p25,huber50,V5,42.2005819083391,40.0,54.62465112886825,156.11090513102818,78.08220256980097,12.424069220529148,29.081323705700807
36,p25,huber50,V5,43.00850248051214,44.0,54.62465112886825,156.11090513102818,78.08220256980097,11.61614864835611,29.081323705700807
47,p25,huber50,V5,43.20885615256216,43.0,54.62465112886825,156.11090513102818,78.08220256980097,11.415794976306088,29.081323705700807
50,p25,huber50,V5,43.238802855787526,45.0,54.62465112886825,156.11090513102818,78.08220256980097,11.385848273080725,29.081323705700807
56,p25,huber50,V5,43.42632734093642,42.0,54.62465112886825,156.11090513102818,78.08220256980097,11.198323787931834,29.081323705700807
77,kde_bw5,student5,V4,43.74583347668978,20.0,57.8121138947503,128.16064587934184,78.80650794767199,14.066280418060515,31.818365755084514
81,kde_bw5,student5,V4,43.77139889252811,21.0,57.8121138947503,128.16064587934184,78.80650794767199,14.040715002222186,31.818365755084514
42,p30,huber50,V5,43.14210564537733,48.0,58.83605553096653,154.47230274457542,78.95198488964685,15.693949885589205,32.97030050028088
28,p30,huber50,V5,42.71406122566887,49.0,58.83605553096653,154.47230274457542,78.95198488964685,16.12199430529766,32.97030050028088
58,p30,huber50,V5,43.46310931377812,47.0,58.83605553096653,154.47230274457542,78.95198488964685,15.372946217188414,32.97030050028088
45,p30,huber50,V5,43.14497346418612,50.0,58.83605553096653,154.47230274457542,78.95198488964685,15.69108206678041,32.97030050028088
87,p35,huber50,V5,43.81099412611452,52.0,61.628749476458516,154.17189687288246,80.48228472562072,17.817755350343994,36.745942439528406
68,p35,huber50,V5,43.6246125315094,53.0,61.628749476458516,154.17189687288246,80.48228472562072,18.004136944949117,36.745942439528406
