capture_id,tag,sector_deg,n_frames,median_3d,mean_signed_radial,worst_anchor
R02,BS2DCE,300,85,109.43945909553179,21.930779965747902,G
R02,BS2DCE,330,86,109.79006091770208,12.701101753021515,G
R02,BSDC91,0,100,127.41929723013763,24.44435661024764,E
R02,BSDC91,30,113,147.99686662073813,5.12577010581478,D
R02,BSDC91,60,104,115.23777818183454,26.245721151816234,A
R02,BSDC91,90,99,109.0308978440868,71.67580643775341,E
R02,BSDC91,120,91,132.25332743855725,51.94184502616219,E
R02,BSDC91,150,77,78.94980676396504,-7.533056002598066,H
R02,BSDC91,180,89,75.72921295077245,-12.477948226749486,H
R02,BSDC91,210,94,75.5809968841127,8.044365961489346,C
R02,BSDC91,240,101,77.81504063854142,38.61059109762265,G
R02,BSDC91,270,114,125.23664474696358,80.18510398659369,C
R02,BSDC91,300,112,166.9361671258037,31.757829360619443,G
R02,BSDC91,330,106,125.6152834968362,-22.179175992349705,G
R03,BS2DCE,0,99,165.1170429956621,68.18470030111703,D
R03,BS2DCE,30,90,195.62635681711166,106.1576273636636,D
R03,BS2DCE,60,95,179.01339557076932,79.30018102921382,D
R03,BS2DCE,90,93,154.27754668556216,77.05643546827343,E
R03,BS2DCE,120,95,160.28694868383323,118.44574093131688,H
R03,BS2DCE,150,89,88.99556719666285,52.99738605588101,H
R03,BS2DCE,180,90,72.52110237889899,-12.339360623955418,F
R03,BS2DCE,210,79,65.06855475386963,-7.433382030787289,A
R03,BS2DCE,240,73,89.16634412734392,13.704649589938647,E
R03,BS2DCE,270,75,92.64436339553187,-14.460157197467069,D
R03,BS2DCE,300,84,138.12083131061326,12.50407629405924,D
R03,BS2DCE,330,88,107.28124559035405,63.69092498801117,G
R03,BSDC91,0,100,129.4627161134994,38.51642964589516,H
R03,BSDC91,30,91,145.2195115685041,85.6562238012585,F
R03,BSDC91,60,77,118.54916305881169,55.93756933041831,A
R03,BSDC91,90,89,102.62441167774551,49.8473694080368,E
R03,BSDC91,120,92,95.93952821948105,60.06418764485,H
R03,BSDC91,150,103,124.98983994573231,25.11931089606602,H
R03,BSDC91,180,113,86.84455541014071,-9.211144853682978,H
R03,BSDC91,210,107,99.51366351568669,6.797307147439833,H
R03,BSDC91,240,105,77.81501973201436,-2.7892985685632508,H
R03,BSDC91,270,103,67.53173151072818,-24.114378711468568,A
R03,BSDC91,300,109,91.03935422910575,-39.25696543144852,H
R03,BSDC91,330,111,69.99377199872605,16.06800137106807,C
R04,BS2DCE,0,109,117.5845995874052,38.463617539126204,D
R04,BS2DCE,30,105,107.22021196933065,63.9504287664615,D
R04,BS2DCE,60,109,141.5171139379377,107.58836135648296,A
R04,BS2DCE,90,105,116.20670407986157,75.66233194403092,D
R04,BS2DCE,120,90,90.19326060423433,27.615928297828713,D
R04,BS2DCE,150,86,75.6277498576031,-2.72330299216809,F
R04,BS2DCE,180,87,56.45150331009418,-12.140117320741833,F
R04,BS2DCE,210,88,174.67101694581447,-17.47674119949963,H
R04,BS2DCE,240,97,88.13752749729373,4.120821308453885,H
R04,BS2DCE,270,109,95.80672010645532,16.154567621216582,D
R04,BS2DCE,300,106,215.80987355748957,138.74278861006533,D
R04,BS2DCE,330,109,125.73118087145184,69.23243093022118,D
R04,BSDC91,0,87,71.61674712757616,-3.6021178915225645,F
R04,BSDC91,30,89,88.22625954288556,44.61485067092645,A
R04,BSDC91,60,103,114.72228410082036,94.0898097731655,H
R04,BSDC91,90,107,146.3081241062467,119.19894798633459,H
R04,BSDC91,120,108,119.30203544131739,26.3933862396417,E
R04,BSDC91,150,102,106.81229428018219,-22.737753841966526,D
R04,BSDC91,180,107,83.07520219369334,-27.8381187226366,G
R04,BSDC91,210,108,80.94730136774879,-6.787575081217342,E
R04,BSDC91,240,109,67.34358094482123,-25.18131687480345,E
R04,BSDC91,270,104,93.44896342301107,20.37613631909249,G
R04,BSDC91,300,87,180.03363010217666,115.12110727104907,D
R04,BSDC91,330,89,65.26044866182471,34.04540810368411,C
R05,BS2DCE,0,99,81.73797682830605,59.694731493240134,A
R05,BS2DCE,30,91,72.78102537806916,38.141493077433665,F
R05,BS2DCE,60,86,80.8550354993564,50.03811292169073,A
R05,BS2DCE,90,91,98.50419851372706,2.554169488453192,A
R05,BS2DCE,120,90,132.78334656646757,-32.1837770290209,F
R05,BS2DCE,150,99,73.82426319552371,7.792711767567691,E
R05,BS2DCE,180,110,102.66389405686164,20.11838256507794,D
R05,BS2DCE,210,113,152.52702267322843,58.9580908523958,H
R05,BS2DCE,240,107,162.39011252732726,58.91545628282805,A
R05,BS2DCE,270,102,115.35531211142573,55.99651027546604,C
R05,BS2DCE,300,110,213.17054246866024,177.68064242839966,D
R05,BS2DCE,330,102,132.54341452396773,122.11785298903692,F
R05,BSDC91,0,115,113.2708969107993,103.40271777420674,F
R05,BSDC91,30,105,94.4213436596554,50.569290730668406,A
R05,BSDC91,60,105,106.65864035742054,50.670229216242355,A
R05,BSDC91,90,108,89.70064983473523,21.725478603183305,H
R05,BSDC91,120,100,73.86022058599983,-4.990581710359678,F
R05,BSDC91,150,103,92.14888410475638,5.71290936876906,D
R05,BSDC91,180,99,96.60981252698241,23.534222074860025,D
R05,BSDC91,210,94,104.65371091844398,73.660376646563,B
R05,BSDC91,240,87,64.92686194510489,20.272402559794884,C
R05,BSDC91,270,87,86.5575655562907,45.038351413414496,C
R05,BSDC91,300,95,113.30238937867284,82.84977929520326,D
R05,BSDC91,330,103,108.96294786472951,97.92477129347218,F
R06,BS2DCE,0,49,72.41454201540814,21.055995660608396,H
R06,BS2DCE,30,75,91.19187450807415,11.02342880908669,F
R06,BS2DCE,60,110,145.05681164284454,92.46673244259118,A
R06,BS2DCE,90,140,122.9509387646711,111.72536980499385,F
R06,BS2DCE,120,120,183.4849638571334,66.05942096876696,B
R06,BS2DCE,150,110,130.32811704347654,-33.01068414065533,B
R06,BS2DCE,180,103,139.16499168681452,-39.78255513428569,G
R06,BS2DCE,210,125,108.34855524892666,21.37178081806789,G
R06,BS2DCE,240,130,99.42264963407831,25.28412881744676,D
R06,BS2DCE,270,114,86.23879594551026,29.66736758159371,D
R06,BS2DCE,300,73,105.72417630587717,37.60592580690791,D
R06,BS2DCE,330,51,79.622505738632,17.618912608800095,D
R06,BSDC91,0,106,96.47648332827612,-6.5135237601692175,D
R06,BSDC91,30,118,101.50661385086806,23.29199319483688,E
R06,BSDC91,60,131,108.30204843490722,88.47086564299454,A
R06,BSDC91,90,110,127.98327775884768,112.74722652456924,A
R06,BSDC91,120,73,183.62328453697998,59.200894916680554,B
R06,BSDC91,150,58,98.64152040309261,-20.951559701094396,A
R06,BSDC91,180,54,74.6004570825227,-6.691529405107792,C
R06,BSDC91,210,76,50.15860118986241,9.32984002185676,C
R06,BSDC91,240,107,60.397818569985944,-2.380243573149186,H
R06,BSDC91,270,139,84.60016658151542,20.8911465613506,D
R06,BSDC91,300,125,91.49590601871377,25.926564219105057,B
R06,BSDC91,330,104,117.65395779442059,-36.07347560882716,C
R07,BS2DCE,0,137,157.84599200576613,112.95393977795621,D
R07,BS2DCE,30,131,167.34533642950217,104.28270276390688,C
R07,BS2DCE,60,114,84.87225276721986,37.02664998696034,C
R07,BS2DCE,90,112,85.98138070189606,50.693488771635835,H
R07,BS2DCE,120,119,146.93426744579918,83.04185496388547,H
R07,BS2DCE,150,135,104.93740174684602,-8.482212067534231,F
R07,BS2DCE,180,113,65.57574677806912,-21.17646006593357,F
R07,BS2DCE,210,69,60.245305870792734,-5.630728827171642,E
R07,BS2DCE,240,51,57.702203704536636,-20.536294544863143,H
R07,BS2DCE,270,51,45.750951478668654,-8.112737560208107,C
R07,BS2DCE,300,66,116.33996503886279,-11.612001510951089,H
R07,BS2DCE,330,102,172.9334678174232,118.13484322861294,G
R07,BSDC91,0,116,123.87435324523203,79.4467671113976,H
R07,BSDC91,30,70,140.2808216207111,71.58261817167305,A
R07,BSDC91,60,50,55.03572803335348,8.493821860290195,C
R07,BSDC91,90,54,105.2647682883473,34.314106337164375,C
R07,BSDC91,120,66,96.5342013088032,42.76016924288289,H
R07,BSDC91,150,106,91.52052299514206,-29.476048743737717,E
R07,BSDC91,180,141,60.00674725698551,-13.02879663902116,E
R07,BSDC91,210,127,98.50877077552366,8.824010819018085,C
R07,BSDC91,240,113,90.78553425534874,7.437125750993352,C
R07,BSDC91,270,105,68.55505764351567,-14.697360552374887,C
R07,BSDC91,300,118,89.56980575229693,-12.906198141769483,H
R07,BSDC91,330,135,134.46101893114692,94.41106585219329,D
R08,BS2DCE,0,109,108.3948756556579,38.43568377221962,H
R08,BS2DCE,30,121,118.82606068574987,69.73615238072085,D
R08,BS2DCE,60,132,117.5840586642297,50.31514326200528,G
R08,BS2DCE,90,109,73.12175223842007,40.66889626296249,A
R08,BS2DCE,120,70,68.25396021993825,-20.096176773192436,D
R08,BS2DCE,150,55,73.86164961239302,-18.32012092858917,D
R08,BS2DCE,180,51,53.1920646660823,-3.420750606732923,D
R08,BS2DCE,210,72,97.77429924358658,-17.887188467515735,B
R08,BS2DCE,240,110,136.33411674935752,30.835768648175577,H
R08,BS2DCE,270,139,110.17576876748517,59.421475051864334,B
R08,BS2DCE,300,125,232.52373808225346,87.85875965650334,D
R08,BS2DCE,330,108,93.16532788368937,-23.55626940307799,D
R08,BSDC91,0,55,72.05277820219659,6.838845974731389,C
R08,BSDC91,30,70,73.63965067006406,48.79904400119467,C
R08,BSDC91,60,109,125.76631457610233,53.14989564480791,F
R08,BSDC91,90,143,103.29285137684282,53.41962026741082,A
R08,BSDC91,120,125,88.37511267487528,8.865898142995663,D
R08,BSDC91,150,105,61.280287209029524,-15.773898932198037,D
R08,BSDC91,180,106,55.544166389988604,-28.179342009435253,D
R08,BSDC91,210,118,71.56429295165276,-24.27286239445506,B
R08,BSDC91,240,133,60.06160117840212,12.840315408956041,E
R08,BSDC91,270,108,94.09115020667846,68.03093717723794,B
R08,BSDC91,300,73,118.99540632334558,37.79666730200867,F
R08,BSDC91,330,55,75.37275383413863,-31.40556886635596,H
R09,BS2DCE,0,104,71.95542683479526,37.982021955633336,H
R09,BS2DCE,30,67,54.69188997552211,19.282612631882067,F
R09,BS2DCE,60,54,81.19764201826648,27.393286215024578,F
R09,BS2DCE,90,50,103.51898781006295,-3.411512934853574,F
R09,BS2DCE,120,74,79.1116266868759,-3.1472690309766156,F
R09,BS2DCE,150,112,149.87813337379146,104.5188641807152,E
R09,BS2DCE,180,141,161.49654117917552,101.45174606358692,E
R09,BS2DCE,210,126,281.0022419057534,145.08024113392557,A
R09,BS2DCE,240,109,75.86357938949135,-2.9146056686261623,A
R09,BS2DCE,270,116,65.2337401298413,12.034631113775838,F
R09,BS2DCE,300,114,147.25687279256329,100.75601517266338,F
R09,BS2DCE,330,133,194.5159727038287,138.9972468906639,H
R09,BSDC91,0,140,89.57867916030413,49.74198029945691,G
R09,BSDC91,30,127,112.51413854083857,35.72276663923559,A
R09,BSDC91,60,104,129.6613654741803,34.56080623653866,F
R09,BSDC91,90,109,107.83273473815647,-21.45412380947682,F
R09,BSDC91,120,113,85.06071485184908,-2.1727220027673475,F
R09,BSDC91,150,134,102.91755792505076,83.98726249460843,D
R09,BSDC91,180,103,115.5718131905692,98.46625144862611,D
R09,BSDC91,210,71,202.82735860656211,144.86098835760328,C
R09,BSDC91,240,53,74.17192042435157,-35.245836853781974,F
R09,BSDC91,270,56,73.08063095741335,-0.4612726313598543,F
R09,BSDC91,300,73,90.7342588017457,50.41214031854282,F
R09,BSDC91,330,117,116.72046410382103,83.90020266368168,F
R10,BS2DCE,0,28,53.76049952619648,3.539369834997409,D
R10,BS2DCE,30,51,66.68717827030751,11.222579038201946,D
R10,BS2DCE,60,199,97.00346608688811,41.437442417324164,D
R10,BS2DCE,90,247,157.843585230252,77.36204609083586,A
R10,BS2DCE,120,83,137.02563535099648,29.434990322163905,G
R10,BS2DCE,150,45,134.644598278027,0.04132711242904874,H
R10,BS2DCE,180,41,115.58983006554512,-30.081778063554893,H
R10,BS2DCE,210,63,125.85309790574368,-11.80224034785402,G
R10,BS2DCE,240,164,98.98374911203906,8.435284104323415,D
R10,BS2DCE,270,197,83.30683270180859,-23.03519138029172,F
R10,BS2DCE,300,57,52.571838647639204,12.770588948577807,D
R10,BS2DCE,330,25,84.74518824860446,-18.75772789713321,D
R10,BSDC91,0,41,98.99900603644375,13.59334872127227,D
R10,BSDC91,30,57,71.50539264819956,33.35501376355531,D
R10,BSDC91,60,165,89.65956915595682,39.47722254947052,D
R10,BSDC91,90,200,125.16194847089196,79.7091551127492,C
R10,BSDC91,120,53,73.62960562305544,23.96337640040037,C
R10,BSDC91,150,32,61.21148869429995,4.139622565268546,C
R10,BSDC91,180,28,76.37621181261586,-29.56279700255194,H
R10,BSDC91,210,53,57.71010258700391,-25.161862994110013,G
R10,BSDC91,240,202,85.11557227269246,-29.2660645690918,H
R10,BSDC91,270,248,85.50963789382419,-1.3902795512567405,F
R10,BSDC91,300,78,83.75499898463758,-9.106194617791637,D
R10,BSDC91,330,43,99.95557308621832,-22.114767094862096,D
R11,BS2DCE,0,248,134.72781022992132,109.96438868054109,A
R11,BS2DCE,30,77,105.58299412173164,71.7113088521241,A
R11,BS2DCE,60,44,81.10770634359847,25.32379029458797,H
R11,BS2DCE,90,37,106.06359538559892,25.110340785799515,H
R11,BS2DCE,120,63,93.62794981971084,33.402001318792465,H
R11,BS2DCE,150,172,89.40528191857105,-21.33616623597105,D
R11,BS2DCE,180,208,91.74965133298063,-21.43440759759549,D
R11,BS2DCE,210,48,93.32538657760216,-12.21939274305887,F
R11,BS2DCE,240,28,87.35109102363273,-52.797317518958394,F
R11,BS2DCE,270,29,73.22749182033398,-25.63893323408307,F
R11,BS2DCE,300,48,67.06292378614647,-14.444023099477993,C
R11,BS2DCE,330,199,100.80981184783874,57.43146913023258,H
R11,BSDC91,0,210,104.64058875804182,64.642985477889,H
R11,BSDC91,30,50,51.558684041226655,39.89654330515061,B
R11,BSDC91,60,31,53.136746456734116,18.899316743064443,B
R11,BSDC91,90,29,51.69630742456386,38.2350098414894,A
R11,BSDC91,120,53,62.44368860058566,38.799821386347354,H
R11,BSDC91,150,203,82.81313156875021,1.3869879403712597,D
R11,BSDC91,180,248,94.025802617309,-25.76045343197219,D
R11,BSDC91,210,74,84.66265824181383,-11.111172386712104,A
R11,BSDC91,240,41,127.53432725487384,-51.08599899300652,B
R11,BSDC91,270,34,118.32995556855921,4.966717571320448,E
R11,BSDC91,300,63,61.963126229999865,1.6139861496133658,F
R11,BSDC91,330,164,120.73402766456724,48.39009339627464,B
R12,BS2DCE,0,41,114.11395925437041,-18.058313480133553,H
R12,BS2DCE,30,62,111.41828207195144,36.11908220387571,H
R12,BS2DCE,60,169,121.51606726259345,63.799833203955295,E
R12,BS2DCE,90,202,87.7451211469549,5.585564740706028,F
R12,BS2DCE,120,60,136.72567233636713,-57.15718991419556,H
R12,BS2DCE,150,29,74.01340925620303,-31.262200446937207,D
R12,BS2DCE,180,28,56.26517691661444,-10.733134811965483,D
R12,BS2DCE,210,49,92.53967812666971,10.143876132406184,D
R12,BS2DCE,240,194,102.10405983048551,18.145292210242715,D
R12,BS2DCE,270,244,114.43275451619797,28.60720850488935,A
R12,BS2DCE,300,84,137.51444870777294,-14.407760137887516,H
R12,BS2DCE,330,38,176.91215057412745,-41.087496658710805,H
R12,BSDC91,0,27,83.5385485862217,-13.958978669942237,H
R12,BSDC91,30,53,97.41267838414244,41.54294741023961,H
R12,BSDC91,60,204,91.56253871703943,46.71176214242827,E
R12,BSDC91,90,239,116.10915173146454,9.126243157318218,D
R12,BSDC91,120,74,95.12009023052927,-23.2532961465774,B
R12,BSDC91,150,45,59.491679737414785,-17.422669003762802,C
R12,BSDC91,180,38,53.36524324909812,-4.653504492651102,C
R12,BSDC91,210,60,129.69804285410783,19.254107899924186,C
R12,BSDC91,240,165,100.34010528408494,-3.5592180193321203,A
R12,BSDC91,270,205,78.43404734712915,36.15973755924343,A
R12,BSDC91,300,57,57.92473509082543,-23.207224214489216,H
R12,BSDC91,330,33,70.48705301338859,-28.300814712452134,H
R13,BS2DCE,0,212,97.11715364572518,28.083316558688672,B
R13,BS2DCE,30,56,53.60946104436813,20.37342330768136,F
R13,BS2DCE,60,30,66.30081196106906,7.5492576605254476,F
R13,BS2DCE,90,27,65.89718966752478,-15.11279946643813,F
R13,BS2DCE,120,51,40.23747785379612,-10.128993774751883,F
R13,BS2DCE,150,176,82.8841723793604,52.13350137296564,F
R13,BS2DCE,180,259,112.49405089944122,41.7472983229584,D
R13,BS2DCE,210,88,69.84843478857607,21.77578941976394,C
R13,BS2DCE,240,46,45.14867894052895,-3.1648710963134605,F
R13,BS2DCE,270,39,58.938834134975146,3.632140728588034,F
R13,BS2DCE,300,61,65.32540869939291,25.892722154369952,F
R13,BS2DCE,330,156,158.95734312056538,109.16627682996702,D
R13,BSDC91,0,257,100.15931562889924,25.586282086373625,C
R13,BSDC91,30,89,85.30079033730577,18.806745241977527,B
R13,BSDC91,60,42,99.66200213587132,-38.838663600584084,C
R13,BSDC91,90,37,77.32685443830937,-38.26158538931979,F
R13,BSDC91,120,55,74.52794060318695,-32.25606318490699,A
R13,BSDC91,150,157,90.20343037005081,32.23241630355713,A
R13,BSDC91,180,212,78.5844299723629,34.60118818117426,D
R13,BSDC91,210,58,75.6837951439812,48.5605031382704,C
R13,BSDC91,240,30,60.25041043185557,-0.10599508653723339,C
R13,BSDC91,270,30,82.76471549875288,-31.25254630393805,F
R13,BSDC91,300,50,71.03627101271431,12.021096446948805,A
R13,BSDC91,330,183,121.37425569989611,69.62314181414986,A
R14,BS2DCE,30,1,137.45675941832403,94.94115271124085,D
R14,BS2DCE,60,576,117.31271979012637,16.829468577524494,D
R14,BS2DCE,90,74,134.99469945239275,32.344545262528875,H
R14,BS2DCE,120,2,105.8725808688531,29.46062882064665,H
R14,BS2DCE,150,3,90.65155549010227,59.95615679959055,C
R14,BS2DCE,180,1,71.1362843171238,57.689273684316525,C
R14,BS2DCE,210,7,103.93055116285582,47.60304600595493,H
R14,BS2DCE,240,508,80.00073137942363,-2.11494983128953,D
R14,BS2DCE,270,28,59.887000007481404,35.31116932210217,D
R14,BS2DCE,300,1,44.018010630229185,43.98071745197329,D
R14,BSDC91,0,1,88.21159378526255,71.35306980674726,D
R14,BSDC91,30,3,93.27437889845848,43.354220791372086,D
R14,BSDC91,60,498,84.94902422719326,30.735029279302722,D
R14,BSDC91,90,35,73.88693743377814,55.891408371727806,A
R14,BSDC91,120,2,47.79945888728431,38.50497161715263,H
R14,BSDC91,210,3,67.33733737707065,53.616661464365,A
R14,BSDC91,240,593,81.3391711512889,-2.624041668758886,H
R14,BSDC91,270,61,92.44202917775294,12.321242121914795,D
R14,BSDC91,300,1,91.20323049694504,65.2610199381112,D
R14,BSDC91,330,3,91.26401373293875,50.38696811872072,D
R15,BS2DCE,0,551,107.24883803960377,68.71086177166795,D
R15,BS2DCE,30,3,116.40084415983787,50.8369272196359,F
R15,BS2DCE,90,2,153.98578035452653,44.6858607634486,G
R15,BS2DCE,120,4,91.22146299096373,52.37981956888144,G
R15,BS2DCE,150,137,95.53348656210171,15.86843508081645,H
R15,BS2DCE,180,414,116.8600494571634,-44.049955491354325,D
R15,BS2DCE,210,1,53.4438190667026,45.266357581526016,F
R15,BS2DCE,240,1,62.163029024346855,37.46553269952779,A
R15,BS2DCE,330,87,63.78240765747993,32.24661550864574,F
R15,BSDC91,0,393,89.67308588625122,40.18947636239309,H
R15,BSDC91,30,1,88.46053689651532,66.85055162629891,A
R15,BSDC91,60,2,74.48185663315188,71.64699399700004,A
R15,BSDC91,90,1,19.723631072464023,17.80623129239514,A
R15,BSDC91,150,76,68.96703365303233,27.709724779793806,G
R15,BSDC91,180,559,108.924547275657,-10.063000341603175,A
R15,BSDC91,210,5,70.44027283475435,43.45166964907535,B
R15,BSDC91,240,2,66.06285962402173,49.42833823090638,B
R15,BSDC91,270,5,74.59803390697279,66.0402134470192,B
R15,BSDC91,300,3,76.30976821363551,51.1953567511315,E
R15,BSDC91,330,153,100.16984299890123,78.02219128910838,B
R16,BS2DCE,0,1,223.47833664306094,52.01500307492785,H
R16,BS2DCE,30,2,269.85188653140375,55.783320791906306,H
R16,BS2DCE,60,172,143.18676075848805,31.334061067928282,H
R16,BS2DCE,90,380,104.01508578056453,31.05622082032185,A
R16,BS2DCE,240,70,75.61591856778763,22.429045627077254,B
R16,BS2DCE,270,572,109.93375747326645,3.313576345215617,D
R16,BS2DCE,300,4,211.0879389914171,47.480987140094896,H
R16,BSDC91,60,73,97.91553537460646,31.094701491935353,E
R16,BSDC91,90,571,112.67865351113647,35.061421714033294,E
R16,BSDC91,120,3,107.22234184070538,21.192951809976186,C
R16,BSDC91,210,1,59.84675328310927,15.680500017546557,C
R16,BSDC91,240,204,70.46099889655326,5.131516530597206,C
R16,BSDC91,270,348,83.87696128908522,-0.9242703922460431,B
R17,BS2DCE,0,433,120.91650017957352,54.77818961849759,D
R17,BS2DCE,120,1,86.47929140011924,55.00613024640453,F
R17,BS2DCE,150,5,91.55232844689483,42.72621828038642,F
R17,BS2DCE,180,640,100.45615303354994,-1.7919350481444187,A
R17,BS2DCE,210,2,129.2368800691231,67.53222822991474,F
R17,BS2DCE,240,1,27.5215300788863,26.82551057733297,E
R17,BS2DCE,300,1,47.05464377721977,34.12177161461934,C
R17,BS2DCE,330,118,64.38597784543835,31.15053325482348,C
R17,BSDC91,0,644,96.12149670521532,44.84813365430362,C
R17,BSDC91,30,2,67.7443384346746,49.59711803370841,G
R17,BSDC91,60,1,109.77709859930208,70.10184420211326,C
R17,BSDC91,150,117,79.23665713847792,49.06689371093804,F
R17,BSDC91,180,432,80.749355849729,6.406191409419282,C
R17,BSDC91,300,1,86.55289783650193,77.80100268843798,G
R17,BSDC91,330,3,82.3269194888703,50.89642289369262,F
