case,extended_mechanism_ablation,config,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,distance_to_array_centroid_mm,d_tag_mm,static_id
V5_CV5,True,V5_CV5,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,mean,-88.69092361415592,1152.9566678792569,-969.1001316140939,-63.9057945,1133.4998500000002,-956.9902950000001,-24.78512911415592,19.456817879256732,-12.109836614093865,33.756755324112426,27.585336104992955,19.456817879256732,motive_iantenna,False,35.98513822014251,60.676472543236684,51.66124200363998,157.47230262443827,8.0,8.0,91.84013322231473,772.412567618685,49.621,ID11
V5_CV5,True,V5_CV5,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,mean,18.596644551558473,1663.730877057655,-960.0902702611249,-43.6886845,1590.1300500000002,-956.35754,62.28532905155848,73.6008270576549,-3.7327302611249706,96.4908142458859,62.39707918054524,73.6008270576549,motive_iantenna,False,40.90807037027401,71.7378626099776,61.663034799809076,144.2267267561783,8.0,8.0,91.3405495420483,990.2052092885641,49.621,ID12
V5_CV5,True,V5_CV5,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,mean,-173.0725175925131,1072.2034742225385,-189.33984183819283,-189.628155,1139.0976,-197.96616,16.5556374074869,-66.89412577746157,8.626318161807177,69.45017320732723,18.668221527422045,66.89412577746157,motive_iantenna,False,77.44962013355455,128.68577536770016,58.12439572544709,127.27515354615699,8.0,8.0,91.66666666666666,210.42408004244712,49.621,ID13
V5_CV5,True,V5_CV5,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,mean,-169.60811681344893,1061.7513890346456,-163.2257418581054,-198.69532,1132.6278,-194.690585,29.08720318655108,-70.87641096535435,31.46484314189459,82.8225052415679,42.84975779581185,70.87641096535435,motive_iantenna,False,46.120729125155094,76.16706691981389,48.53831547735326,127.95483120866854,8.0,8.0,91.9233971690258,208.15261748624962,49.621,ID14
V5_CV5,True,V5_CV5,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,mean,-176.70891126055255,1068.4772771112364,-208.17522591847563,-200.165335,1132.2551,-184.312585,23.456423739447445,-63.777822888763694,-23.86264091847562,72.0224974482219,33.46086439780988,63.777822888763694,motive_iantenna,False,62.774045274212895,106.57837383594345,61.27655186721269,142.16631623776559,8.0,8.0,95.58701082431307,209.439366523459,49.621,ID15
V5_CV5,True,V5_CV5,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,mean,-180.12808081737458,1107.7270766307129,-170.32136773488017,-184.85465499999998,1122.0572,-185.78015499999998,4.726574182625399,-14.330123369287094,15.45878726511981,21.602477704908747,16.16522833776533,14.330123369287094,motive_iantenna,False,56.78385346683711,117.13286301502285,51.30440769870849,148.0050903639933,8.0,8.0,89.75853455453789,193.9946298264024,49.621,ID16
V5_CV5,True,V5_CV5,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,mean,-153.3228337198959,196.44701057245823,-305.5175283841981,-180.39839999999998,209.45865500000002,-328.203235,27.075566280104084,-13.011644427541796,22.685706615801905,37.64346510027109,35.32318748423686,13.011644427541796,motive_iantenna,False,76.00942410848401,131.44294109427435,83.28321475504455,121.05485639533454,8.0,8.0,92.49374478732277,746.0479146483464,49.621,ID17
V5_CV5,True,V5_CV5,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,mean,-314.8890551508999,223.18708658518122,-238.5031083682517,-295.4243,206.90585,-224.00141000000002,-19.46475515089986,16.281236585181233,-14.501698368251681,29.227634413186436,24.272946847225537,16.281236585181233,motive_iantenna,False,46.756944065187014,82.16767776223713,54.365098862407756,125.77784768618793,8.0,8.0,92.91075896580485,758.3430541074473,49.621,ID18
V5_CV5,True,V5_CV5,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,mean,-197.60613154321177,124.85744233065125,-82.01577458488566,-188.530555,205.96057000000002,-114.135095,-9.075576543211781,-81.10312766934877,32.119320415114345,87.70253218277773,33.37689071079685,81.10312766934877,motive_iantenna,False,113.2800106171866,175.53709138524408,188.26538047638795,229.75300154879844,8.0,8.0,89.84179850124896,747.0845615290667,49.621,ID19
V5_CV5,True,V5_CV5,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,mean,-59.154160042134826,174.37958448813555,-213.06634496364995,-80.19599149999999,202.56013000000002,-220.692665,21.041831457865165,-28.180545511864466,7.626320036350052,35.986977835660255,22.38122937637784,28.180545511864466,motive_iantenna,False,72.93916723522143,126.19304432700072,123.39277198843008,204.1862214603078,8.0,8.0,91.42381348875936,741.3886596640334,49.621,ID20
V5_CV5,True,V5_CV5,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,mean,-177.27056148714624,1601.9610398612363,-224.14011475536915,-212.053465,1598.6443,-226.93474500000002,34.78290351285375,3.3167398612363286,2.7946302446308664,35.05226238484205,34.89499011303341,3.3167398612363286,motive_iantenna,False,56.48754402533578,94.84342045201981,111.76420749660433,169.6552140306563,8.0,8.0,91.3405495420483,663.0470140007798,49.621,ID21
V5_CV5,True,V5_CV5,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,mean,-214.8365560616889,1570.4669010417254,-240.58507271629816,-232.83767,1599.3211999999999,-235.17408,18.001113938311107,-28.854298958274512,-5.4109927162981535,34.43674655900833,18.79678018161329,28.854298958274512,motive_iantenna,False,38.22120747910055,69.72227632308314,116.97407261052747,179.89223223676936,8.0,8.0,92.67277268942547,667.3618160827639,49.621,ID22
V5_CV5,True,V5_CV5,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,mean,-187.18863300774856,1654.719700539782,-246.71074838971563,-230.87733,1599.6642499999998,-223.24148,43.68869699225144,55.055450539782214,-23.469268389715637,74.09866016175779,49.593435085999694,55.055450539782214,motive_iantenna,False,69.02825264776313,125.60295296299505,81.10793108104117,135.09539147076234,8.0,8.0,93.75520399666945,667.011187668517,49.621,ID23
V5_CV5,True,V5_CV5,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,mean,-220.20884460505633,1639.6898917948622,-246.3526647198468,-218.202475,1599.5815,-226.071175,-2.006369605056335,40.1083917948622,-20.281489719846803,44.98941471744787,20.380489303457498,40.1083917948622,motive_iantenna,False,66.61506304886309,111.3279583753647,148.56204092352527,184.9174844472365,8.0,8.0,92.5895087427144,664.8880006105873,49.621,ID24
Vicon_CV5,True,Vicon_Ccm,T4,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,mean,-483.2008088511881,104.3256140432223,-339.1124186367788,-542.215344349341,182.54280058407934,-383.3240609304319,59.01453549815284,-78.21718654085704,44.21164229365314,107.49564170110298,73.73862430480162,78.21718654085704,reconstructed_from_relabelled_balls,True,44.50705683637772,77.92991237496057,69.38633003370384,177.49913636622972,8.0,8.0,91.75686927560366,889.8367413746068,49.621,ID01
Vicon_CV5,True,Vicon_Ccm,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-550.0113655329857,1119.4744658020977,-212.3001770763611,-543.22998,1105.589,-259.92136,-6.781385532985723,13.88546580209777,47.621182923638884,50.06566101965389,48.10160343266806,13.88546580209777,motive_iantenna,False,59.32188425824954,109.24789571855008,66.59239482507627,128.88488479669044,8.0,8.0,95.67027477102414,461.6346339824702,49.621,ID02
Vicon_CV5,True,Vicon_Ccm,T4,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,mean,-545.3448307584399,1773.1814436017696,-285.0535229847605,-554.00287,1625.5614500000001,-256.2951,8.658039241560118,147.61999360176947,-28.7584229847605,150.6441869010061,30.03345694519357,147.61999360176947,motive_iantenna,False,73.9428839695624,161.61278879539398,147.20084238708202,180.18158877685747,8.0,8.0,92.2564529558701,813.3092827400905,49.621,ID03
Vicon_CV5,True,Vicon_Ccm,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,mean,-250.47274745199647,48.485851956484986,531.4647872044957,-321.178815,182.16379,479.93381999999997,70.70606754800352,-133.677938043515,51.53096720449571,159.76413768020495,87.49164856792703,133.677938043515,motive_iantenna,False,59.34915596861709,118.72262102695468,77.57213228995516,128.67221026052937,8.0,8.0,93.83846794338052,1047.8906733259494,49.621,ID04
Vicon_CV5,True,Vicon_Ccm,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-204.71346096625885,1124.5635488438802,484.10701475556425,-184.9818897969324,1103.5866165595767,473.70402893394925,-19.731571169326457,20.97693228430353,10.402985821615005,30.620070262414057,22.305986075825427,20.97693228430353,reconstructed_from_relabelled_balls,True,54.18144937615881,96.93516804056792,173.9420134756408,222.403067509532,8.0,8.0,91.5,705.9514108073571,49.621,ID05
Vicon_CV5,True,Vicon_Ccm,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-225.81856127609808,1724.9287227071711,471.59265175627235,-193.231255,1684.95255,476.52297999999996,-32.587306276098076,39.976172707171145,-4.930328243727615,51.81056891442801,32.95816540590691,39.976172707171145,motive_iantenna,False,60.03951456524779,117.64609508472623,85.42300954741063,132.01503177499268,8.0,8.0,92.83930058284763,1013.9317064581626,49.621,ID06
Vicon_CV5,True,Vicon_Ccm,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,314.95656902168537,133.30501125509815,100.94290236295461,352.14755,211.565355,53.795866000000004,-37.190980978314656,-78.26034374490186,47.14703636295461,98.64427761917732,60.05007996613433,78.26034374490186,motive_iantenna,False,84.09711065298335,159.13992167271797,93.90669704228867,204.74327114612535,8.0,8.0,90.84096586178185,906.6934696461826,49.621,ID07
Vicon_CV5,True,Vicon_Ccm,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,405.17651141784825,1306.0625151993042,-125.27560907212955,391.90054,1132.2804,-71.53192899999999,13.275971417848268,173.78211519930414,-53.743680072129564,182.3865623556932,55.359141655041405,173.78211519930414,motive_iantenna,False,60.31006225258984,109.72897446554828,116.70015982835821,144.8333495461317,8.0,8.0,90.25811823480433,557.6228692802323,49.621,ID08
Vicon_CV5,True,Vicon_Ccm,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,437.55001955862355,1545.9525371840227,-51.11243689235496,408.80994,1568.1853500000002,-62.425788499999996,28.740079558623563,-22.232812815977468,11.313351607645039,38.0563012304731,30.886632992837153,22.232812815977468,motive_iantenna,False,72.95127959068165,141.52698946726642,107.75263083495715,174.49248531704131,8.0,8.0,93.42214820982515,828.1828777899989,49.621,ID09
Vicon_CV5,True,Vicon_Ccm,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,79.53743809570256,219.24441624357797,-949.7134934398316,65.499245,238.64973,-938.19342,14.038193095702553,-19.405313756422032,-11.520073439831663,26.577230093381214,18.159927242457382,19.405313756422032,motive_iantenna,False,43.679052806506796,76.68128802991671,50.60801278995451,135.49231934286428,8.0,8.0,90.75770191507078,1028.888366883956,49.621,ID10
Vicon_CV5,True,Vicon_Ccm,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,mean,-75.3439471997012,1194.717981285957,-957.5579036806568,-63.9057945,1133.4998500000002,-956.9902950000001,-11.438152699701206,61.218131285956815,-0.56760868065669,62.2801181352499,11.452227590999003,61.218131285956815,motive_iantenna,False,36.28486927132713,63.83189258835538,46.66201514277516,145.94950507156088,8.0,8.0,91.84013322231473,772.412567618685,49.621,ID11
Vicon_CV5,True,Vicon_Ccm,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,mean,6.3716598124560395,1652.2995146735745,-947.0672944774271,-43.6886845,1590.1300500000002,-956.35754,50.06034431245604,62.16946467357434,9.290245522572832,80.3578812086913,50.915093386454025,62.16946467357434,motive_iantenna,False,45.924712554559335,85.8684281032141,76.42415568236842,141.40719529799293,8.0,8.0,91.3405495420483,990.2052092885641,49.621,ID12
Vicon_CV5,True,Vicon_Ccm,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,mean,-197.83741273872,1141.3578181303158,-184.51327410240538,-189.628155,1139.0976,-197.96616,-8.209257738719998,2.2602181303157067,13.452885897594626,15.92107526491356,15.759823970921584,2.2602181303157067,motive_iantenna,False,61.23414501405772,106.93243540791363,66.3484339898655,111.89687427595305,8.0,8.0,91.66666666666666,210.42408004244712,49.621,ID13
Vicon_CV5,True,Vicon_Ccm,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,mean,-163.62779494024107,1100.3999091995186,-155.6741634891392,-198.69532,1132.6278,-194.690585,35.067525059758935,-32.22789080048142,39.016421510860795,61.56824998956635,52.45962696521947,32.22789080048142,motive_iantenna,False,50.40319405730639,103.05740841739676,67.55799482510496,139.48782765738292,8.0,8.0,91.9233971690258,208.15261748624962,49.621,ID14
Vicon_CV5,True,Vicon_Ccm,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,mean,-207.93757664394525,1140.679720017672,-199.24084149477585,-200.165335,1132.2551,-184.312585,-7.77224164394525,8.424620017671941,-14.928256494775837,18.821126549382015,16.83034705957348,8.424620017671941,motive_iantenna,False,50.523498222069726,81.64543373219438,63.48755732534114,153.45003375265497,8.0,8.0,95.58701082431307,209.439366523459,49.621,ID15
Vicon_CV5,True,Vicon_Ccm,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,mean,-169.03058630358015,1137.6933036348883,-175.87077514464448,-184.85465499999998,1122.0572,-185.78015499999998,15.824068696419829,15.636103634888286,9.909379855355496,24.353330287821127,18.670751437120554,15.636103634888286,motive_iantenna,False,52.520429423642504,103.10762512029387,56.85553565058089,156.46881485922276,8.0,8.0,89.75853455453789,193.9946298264024,49.621,ID16
Vicon_CV5,True,Vicon_Ccm,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,mean,-158.04433695413152,256.55734230687665,-296.6629541047213,-180.39839999999998,209.45865500000002,-328.203235,22.354063045868457,47.09868730687663,31.540280895278727,60.93258405518912,38.65867889118491,47.09868730687663,motive_iantenna,False,72.64547285271287,130.4395258089653,77.89056623467462,109.14083216116218,8.0,8.0,92.49374478732277,746.0479146483464,49.621,ID17
Vicon_CV5,True,Vicon_Ccm,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,mean,-320.00638627257007,284.24803093393814,-246.08598746226923,-295.4243,206.90585,-224.00141000000002,-24.582086272570052,77.34218093393815,-22.08457746226921,84.10600738839689,33.04553717522301,77.34218093393815,motive_iantenna,False,40.00193449405318,67.35951374061669,38.941552562707315,140.12881948013455,8.0,8.0,92.91075896580485,758.3430541074473,49.621,ID18
Vicon_CV5,True,Vicon_Ccm,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,mean,-159.0122085799466,194.33732244984856,-40.50406025156675,-188.530555,205.96057000000002,-114.135095,29.518346420053405,-11.623247550151461,73.63103474843325,80.17457163659414,79.32756175188585,11.623247550151461,motive_iantenna,False,108.83991433911038,169.91906319644332,197.81769447174028,235.95364543613516,8.0,8.0,89.84179850124896,747.0845615290667,49.621,ID19
Vicon_CV5,True,Vicon_Ccm,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,mean,-28.204944172093068,175.29719848049393,-201.83229739866263,-80.19599149999999,202.56013000000002,-220.692665,51.99104732790693,-27.262931519506083,18.860367601337373,61.66076469966548,55.30626066107014,27.262931519506083,motive_iantenna,False,77.32443625292908,144.50633544382296,111.92465476443441,191.4469453826823,8.0,8.0,91.42381348875936,741.3886596640334,49.621,ID20
Vicon_CV5,True,Vicon_Ccm,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,mean,-220.51409341287535,1652.3317702267227,-207.12673422952992,-212.053465,1598.6443,-226.93474500000002,-8.460628412875366,53.68747022672278,19.808010770470105,57.847074110702074,21.53925541479588,53.68747022672278,motive_iantenna,False,68.64188956375831,123.22864770051497,95.22275223070838,156.89198506754008,8.0,8.0,91.3405495420483,663.0470140007798,49.621,ID21
Vicon_CV5,True,Vicon_Ccm,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,mean,-231.5100185041041,1541.4592257277889,-247.0085579204043,-232.83767,1599.3211999999999,-235.17408,1.327651495895907,-57.861974272211,-11.834477920404282,59.07474581258136,11.908716393595537,57.861974272211,motive_iantenna,False,40.856591467739754,71.31964950354424,145.81087901264456,183.70768457280408,8.0,8.0,92.67277268942547,667.3618160827639,49.621,ID22
Vicon_CV5,True,Vicon_Ccm,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,mean,-195.71760783305282,1674.104239103105,-256.8300711058584,-230.87733,1599.6642499999998,-223.24148,35.159722166947176,74.43998910310529,-33.5885911058584,88.91406802640346,48.62509141722477,74.43998910310529,motive_iantenna,False,48.76068156644862,100.02808653510974,74.80878007836681,105.35691287776852,8.0,8.0,93.75520399666945,667.011187668517,49.621,ID23
Vicon_CV5,True,Vicon_Ccm,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,mean,-241.1279919387289,1614.0378463953011,-251.64922941804497,-218.202475,1599.5815,-226.071175,-22.92551693872892,14.456346395301125,-25.578054418044957,37.266635826451406,34.34845258116318,14.456346395301125,motive_iantenna,False,60.178422409161385,114.46550037999769,155.87106166243672,185.75648803316307,8.0,8.0,92.5895087427144,664.8880006105873,49.621,ID24
Vicon_Ccm,True,Vicon_Ccm,T4,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,mean,-471.2409624475623,40.244188273681296,-341.7243110114491,-542.215344349341,182.54280058407934,-383.3240609304319,70.97438190177866,-142.29861231039806,41.59974991898281,164.36787138953406,82.26726007143691,142.29861231039806,reconstructed_from_relabelled_balls,True,49.78626738109324,85.13144074509067,82.11727527446605,169.69812146313575,8.0,8.0,91.75686927560366,889.8367413746068,49.621,ID01
Vicon_Ccm,True,Vicon_Ccm,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-523.9134475643025,1057.606595114408,-229.3873903231032,-543.22998,1105.589,-259.92136,19.316532435697468,-47.982404885591905,30.53396967689679,60.06465606472644,36.131035545206906,47.982404885591905,motive_iantenna,False,66.34963225300366,112.45662137777724,62.86405149405468,129.33850260140136,8.0,8.0,95.67027477102414,461.6346339824702,49.621,ID02
Vicon_Ccm,True,Vicon_Ccm,T4,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,mean,-551.5380206808264,1723.7798053568542,-266.3645041285887,-554.00287,1625.5614500000001,-256.2951,2.464849319173595,98.21835535685409,-10.069404128588701,98.76392919824696,10.366695793311855,98.21835535685409,motive_iantenna,False,68.49979801278432,148.17197409410946,149.39461463232797,195.60180049869763,8.0,8.0,92.2564529558701,813.3092827400905,49.621,ID03
Vicon_Ccm,True,Vicon_Ccm,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,mean,-256.2936171957106,25.864049152705142,516.5785552843704,-321.178815,182.16379,479.93381999999997,64.88519780428936,-156.29974084729486,36.64473528437043,173.1546548813946,74.51795433426322,156.29974084729486,motive_iantenna,False,65.8535619932999,154.52400261273604,79.6218977151193,118.9240287655711,8.0,8.0,93.83846794338052,1047.8906733259494,49.621,ID04
Vicon_Ccm,True,Vicon_Ccm,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-183.452782230633,1082.9677462921954,495.28578672149246,-184.9818897969324,1103.5866165595767,473.70402893394925,1.5291075662993876,-20.618870267381226,21.58175778754321,29.887258995307576,21.635860027960433,20.618870267381226,reconstructed_from_relabelled_balls,True,51.74783101610879,90.32374887450725,155.34900515507442,208.93811988519758,8.0,8.0,91.5,705.9514108073571,49.621,ID05
Vicon_Ccm,True,Vicon_Ccm,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-200.51083482576377,1766.8232260709744,455.1717913799878,-193.231255,1684.95255,476.52297999999996,-7.279579825763761,81.87067607097447,-21.35118862001218,84.92157051212276,22.558048185226586,81.87067607097447,motive_iantenna,False,57.72340351023957,107.53004597271192,80.45906546453593,147.39586400166306,8.0,8.0,92.83930058284763,1013.9317064581626,49.621,ID06
Vicon_Ccm,True,Vicon_Ccm,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,307.62556365029934,85.29452357874823,59.993516407929945,352.14755,211.565355,53.795866000000004,-44.52198634970068,-126.27083142125178,6.197650407929942,134.03335781407566,44.95128628973645,126.27083142125178,motive_iantenna,False,79.55231614201409,146.71904347275606,99.30756495212125,190.22459001785202,8.0,8.0,90.84096586178185,906.6934696461826,49.621,ID07
