rank,total_cost,motion_timing_cost,topology_cost,segment_length_cost,left_right_cost,posterior,mapping_json
11,3.493945832515171,3.493945832515171,not_fit_no_lengths,not_fit_no_lengths,3.493945832515171,0.010358519677988379,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
12,3.4947989835453104,3.4947989835453104,not_fit_no_lengths,not_fit_no_lengths,3.4947989835453104,0.010349686064993206,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
13,3.4953978448066008,3.4953978448066008,not_fit_no_lengths,not_fit_no_lengths,3.4953978448066008,0.010343489894450799,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
14,3.495737550275309,3.495737550275309,not_fit_no_lengths,not_fit_no_lengths,3.495737550275309,0.01033997675111891,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
15,3.504985941305037,3.504985941305037,not_fit_no_lengths,not_fit_no_lengths,3.504985941305037,0.010244789446063633,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
16,3.505180059121849,3.505180059121849,not_fit_no_lengths,not_fit_no_lengths,3.505180059121849,0.010242800942910853,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
17,3.505584802566327,3.505584802566327,not_fit_no_lengths,not_fit_no_lengths,3.505584802566327,0.01023865607523671,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
18,3.506602616355913,3.506602616355913,not_fit_no_lengths,not_fit_no_lengths,3.506602616355913,0.010228240331439518,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Pelvis""}"
19,3.509572311085738,3.509572311085738,not_fit_no_lengths,not_fit_no_lengths,3.509572311085738,0.01019791063728831,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
20,3.50987842969362,3.50987842969362,not_fit_no_lengths,not_fit_no_lengths,3.50987842969362,0.010194789344847943,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
21,3.510171172347028,3.510171172347028,not_fit_no_lengths,not_fit_no_lengths,3.510171172347028,0.010191805331959432,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
22,3.51047729095491,3.51047729095491,not_fit_no_lengths,not_fit_no_lengths,3.51047729095491,0.010188685908180601,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
23,3.5113208410602312,3.5113208410602312,not_fit_no_lengths,not_fit_no_lengths,3.5113208410602312,0.010180094865106746,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
24,3.5116502006948354,3.5116502006948354,not_fit_no_lengths,not_fit_no_lengths,3.5116502006948354,0.010176742504878112,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
25,3.5164290376596496,3.5164290376596496,not_fit_no_lengths,not_fit_no_lengths,3.5164290376596496,0.010128225531300734,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
26,3.517578706372852,3.517578706372852,not_fit_no_lengths,not_fit_no_lengths,3.517578706372852,0.010116588118153837,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
27,3.5181775676341425,3.5181775676341425,not_fit_no_lengths,not_fit_no_lengths,3.5181775676341425,0.010110531499151702,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
28,3.5182756608877943,3.5182756608877943,not_fit_no_lengths,not_fit_no_lengths,3.5182756608877943,0.010109539772862426,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
29,3.5191574620448245,3.5191574620448245,not_fit_no_lengths,not_fit_no_lengths,3.5191574620448245,0.010100629098292638,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
30,3.5197160810598196,3.5197160810598196,not_fit_no_lengths,not_fit_no_lengths,3.5197160810598196,0.010094988270498439,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
31,3.520569232089959,3.520569232089959,not_fit_no_lengths,not_fit_no_lengths,3.520569232089959,0.010086379393714442,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
32,3.521168093351249,3.521168093351249,not_fit_no_lengths,not_fit_no_lengths,3.521168093351249,0.010080340860131263,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
33,3.5213187635863155,3.5213187635863155,not_fit_no_lengths,not_fit_no_lengths,3.5213187635863155,0.010078822167218096,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
34,3.5219176248476054,3.5219176248476054,not_fit_no_lengths,not_fit_no_lengths,3.5219176248476054,0.010072788158010236,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
35,3.522216103142954,3.522216103142954,not_fit_no_lengths,not_fit_no_lengths,3.522216103142954,0.010069782098015574,"{""BSF1120"":""Wrist_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
36,3.523168149276377,3.523168149276377,not_fit_no_lengths,not_fit_no_lengths,3.523168149276377,0.010060199763041004,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
37,3.525973946372441,3.525973946372441,not_fit_no_lengths,not_fit_no_lengths,3.525973946372441,0.01003201244619796,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
38,3.5259947773597218,3.5259947773597218,not_fit_no_lengths,not_fit_no_lengths,3.5259947773597218,0.010031803471650873,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Pelvis""}"
39,3.526572807633731,3.526572807633731,not_fit_no_lengths,not_fit_no_lengths,3.526572807633731,0.010026006461126549,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
40,3.52742595866387,3.52742595866387,not_fit_no_lengths,not_fit_no_lengths,3.52742595866387,0.010017456411146637,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
41,3.5277656641325787,3.5277656641325787,not_fit_no_lengths,not_fit_no_lengths,3.5277656641325787,0.010014054004362036,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
42,3.5282394571314657,3.5282394571314657,not_fit_no_lengths,not_fit_no_lengths,3.5282394571314657,0.010009310539483252,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Knee_R"",""BSFEC35"":""Wrist_R""}"
43,3.5283645253938687,3.5283645253938687,not_fit_no_lengths,not_fit_no_lengths,3.5283645253938687,0.010008058770686133,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
44,3.529344419804551,3.529344419804551,not_fit_no_lengths,not_fit_no_lengths,3.529344419804551,0.009998256733100199,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
45,3.529461682658151,3.529461682658151,not_fit_no_lengths,not_fit_no_lengths,3.529461682658151,0.009997084377722865,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
46,3.5299927473636017,3.5299927473636017,not_fit_no_lengths,not_fit_no_lengths,3.5299927473636017,0.009991776688540382,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Pelvis"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
47,3.5314625335603966,3.5314625335603966,not_fit_no_lengths,not_fit_no_lengths,3.5314625335603966,0.009977101700271536,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
48,3.5323728649005615,3.5323728649005615,not_fit_no_lengths,not_fit_no_lengths,3.5323728649005615,0.009968023364683404,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Pelvis""}"
49,3.5326789835084424,3.5326789835084424,not_fit_no_lengths,not_fit_no_lengths,3.5326789835084424,0.009964972434244797,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Pelvis""}"
50,3.5372081729791187,3.5372081729791187,not_fit_no_lengths,not_fit_no_lengths,3.5372081729791187,0.009919941240403672,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
51,3.5376129164235968,3.5376129164235968,not_fit_no_lengths,not_fit_no_lengths,3.5376129164235968,0.009915927021636177,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
52,3.537807034240409,3.537807034240409,not_fit_no_lengths,not_fit_no_lengths,3.537807034240409,0.009914002350343606,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
53,3.5381055125357577,3.5381055125357577,not_fit_no_lengths,not_fit_no_lengths,3.5381055125357577,0.009911043677393788,"{""BSF1120"":""Wrist_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
54,3.5386307302131828,3.5386307302131828,not_fit_no_lengths,not_fit_no_lengths,3.5386307302131828,0.009905839588811978,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Pelvis""}"
55,3.5389799439803347,3.5389799439803347,not_fit_no_lengths,not_fit_no_lengths,3.5389799439803347,0.009902380937191898,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
56,3.5392295914744727,3.5392295914744727,not_fit_no_lengths,not_fit_no_lengths,3.5392295914744727,0.009899909141156607,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Pelvis""}"
57,3.5402553299425183,3.5402553299425183,not_fit_no_lengths,not_fit_no_lengths,3.5402553299425183,0.009889759629782382,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Pelvis"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
58,3.5410553837153365,3.5410553837153365,not_fit_no_lengths,not_fit_no_lengths,3.5410553837153365,0.00988185045458292,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Elbow_R""}"
59,3.5421992862042977,3.5421992862042977,not_fit_no_lengths,not_fit_no_lengths,3.5421992862042977,0.00987055304405229,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
