capture_id,tag,antenna_marker,body_markers,reference_frame_index,reference_time_s,n_pose_frames,n_antenna_fit_frames,lever_x_mm,lever_y_mm,lever_z_mm,lever_norm_mm,body_marker_fit_rms_median_mm,body_marker_fit_rms_p95_mm,bodyfit_antenna_residual_p50_mm,bodyfit_antenna_residual_p95_mm,bodyfit_antenna_residual_rmse_mm,note
R06,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10150,84.583333,20298,20298,18.199749366002244,18.54524367297377,-21.027116563631036,33.42598646047412,0.5710122945413677,0.8518795651126289,0.7004520488828729,1.7564979351715528,1.3489320565908611,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R06,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10149,84.575,20298,20298,-5.756154710454979,-8.945632715699123,15.660463536645262,18.931660780752317,30.876149302836534,31.05545867591509,0.5039119078700782,1.2652262950263218,0.9498298331861594,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R07,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10198,84.983333,20294,20221,4.316584284884962,-24.774617644403847,22.025238284054616,33.429413706858625,0.6333958427698331,1.2057025394612724,0.7345729476629348,1.921113435386176,2.1316903505766804,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R07,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10141,84.508333,20295,20262,-17.24839768591302,2.725232078404778,-7.492582331943611,19.001918392981526,0.6324848157063799,1.5157481129845591,0.6254129096507486,2.1674493590022097,1.7838276310658927,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R08,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10036,83.633333,20072,20072,-2.6286911733836997,2.6140278653698017,-33.18321900748402,33.38965682160576,0.561203120639056,0.9030416140587402,0.4894984001513697,1.1253748008819977,0.6343189279419539,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R08,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10035,83.625,20072,20072,2.1908015917138046,-6.106405497766267,17.808759335283796,18.953619938667742,0.4803259584750982,0.8505848765470345,0.5703253847244443,1.363075911988912,0.7275613202727295,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R09,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10950,91.25,21900,21900,33.372065889492944,-1.850484666547885,-1.001178773893762,33.43832283729378,0.4235753185057204,0.6650087989809064,0.5622706955893533,1.0691393346208595,0.6459247117009439,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R09,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10950,91.25,21900,21900,-17.60582403571263,3.1447214644645776,6.406345821179003,18.997251902474694,0.5971526132094234,0.7882000420908319,0.5960290117974123,1.146040561962285,0.6899977976560743,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R10,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10100,84.166667,20200,20200,8.025675602215788,23.6675475291047,22.274210011730737,33.476927973771986,0.4584201514434997,0.9411654261217802,0.4454905632539467,1.542240316192683,0.7659460163420112,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R10,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10097,84.141667,20200,20200,-2.3130197770708034,-16.783243907401356,-8.73081470536683,19.059235608069255,0.4159963005972741,0.8167438065196624,0.484149461250592,1.296089409411331,0.6856534791974616,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R11,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10184,84.866667,20370,20367,-28.9182608950173,15.820405704599604,-5.097446800999499,33.354685034331155,0.6394452176706322,1.3996701550816313,0.6219310384981156,1.8286041406157152,3.541243526410238,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R11,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10188,84.9,20370,20353,18.30734288754374,-5.048627792652447,-1.262885221649817,19.032664691889643,0.7479025701344985,31.085301982510995,0.6225250081959135,2.421816952954173,1.2253691692940876,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R12,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10077,83.975,20156,20156,6.233695929542916,-18.112944604695937,-27.410672781714283,33.440734285314306,0.5800349619036422,0.9328343823838784,0.4885691909212325,1.5058789614503003,0.8023603062970662,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R12,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10078,83.983333,20156,20156,-5.2754108973144325,6.3639003384988015,17.03996676747483,18.939103861864627,0.4003118818239808,0.997054964038986,0.7006776662405032,2.1205481826288577,1.0911044075748944,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R13,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10370,86.416667,20740,20740,-32.30877546579836,-7.866323379212739,-3.549394089495252,33.44150436221832,0.569399243266137,0.9097973454761048,0.5314007392770711,1.8525144688920308,0.8165917094158783,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R13,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10370,86.416667,20740,20740,18.520893102553963,0.3043933911117893,3.900727744343741,18.92965434413097,0.6593644309111142,0.9313442950017984,0.5477951177787088,1.530857241467796,0.7980858124651242,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R14,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10435,86.958333,20872,20872,1.2878171561700344,33.075415806199246,4.594853535166797,33.41787370241164,0.7664266358787173,1.2042563154516652,0.5603603953801655,1.272093621034081,0.761137667943263,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R14,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10434,86.95,20872,20872,2.92996608514523,-18.728221133414195,1.8528580215002912,19.046365819494312,0.4357063320549919,1.0758806101202807,0.4253177261007901,1.266805073745264,0.7194836383826446,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R15,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10052,83.766667,20089,20051,-9.750791846509134,-31.906710841477302,-0.2201170500537567,33.364121296256535,0.6043993102178594,0.9730861035463676,0.727786657340769,1.572452990192624,0.9709920179233152,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R15,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10045,83.708333,20090,20090,-1.161959703863538,18.70668084502347,-3.3549982606773447,19.04064263411607,1.0051487996885229,1.3336222161804954,0.7080748231617446,2.071984270110174,1.04057200609875,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R16,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10170,84.75,20340,20340,-0.6487337107597784,-24.708583295096343,22.61361007351829,33.500900054107774,0.5006665185029816,1.1628704809284962,0.4950292857593648,1.422104447536924,0.7510964799869501,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R16,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10193,84.941667,20340,20340,-3.4262448973837114,14.55510168902252,-11.756891406522506,19.021425677887475,0.6819381152016493,1.2023974667043411,0.518044805790744,1.6613542572072346,0.9620633398702324,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R17,BS2DCE,WandBantenna,WandBshort;WandB4;WandBtop;WandBlong;WandBcenter,10206,85.05,20413,20413,3.3729971018766745,-33.289333469523505,0.6632892622384237,33.46635302717951,0.7258904102788187,1.1089408770182756,0.6827255605704251,1.5220625913477903,0.9037593487273552,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
R17,BSDC91,WandCantenna,WandCshort;WandClong;WandCtop;WandC4;WandC5;WandCcenter,10207,85.058333,20413,20413,2.6511687078236528,18.52674153082983,3.055317664619964,18.96322265067984,0.6631558205349989,1.2389835446558732,0.750318492685355,1.865635707144263,1.0356074294715072,body pose excludes the UWB antenna marker; lever arm is estimated from the antenna marker for this oracle pseudo-IMU diagnostic
