method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,runtime_uses_vicon_link_distance
iter1_estimated_distance,anchor_only_3d_rigid,ID23,-206.71826286122337,1570.2005815113032,-233.25322890509665,-230.87733,1599.6642499999998,-223.24148,24.159067138776635,-29.463668488696612,-10.011748905096653,26.151398455046742,29.463668488696612,39.39547438433043,False
iter1_estimated_distance,anchor_only_3d_rigid,ID24,-225.4066525753575,1518.1577151786053,-223.44785829551643,-218.202475,1599.5815,-226.071175,-7.204177575357505,-81.42378482139475,2.6233167044835852,7.666939746033391,81.42378482139475,81.78395135789233,False
iter2_estimated_distance,anchor_only_3d_rigid,ID01,-458.29826777568724,185.30138341280963,-357.1768379253756,-542.215344349341,182.54280058407932,-383.3240609304319,83.91707657365373,2.7585828287303116,26.147223005056333,87.89626278485684,2.7585828287303116,87.93954054216782,False
iter2_estimated_distance,anchor_only_3d_rigid,ID02,-516.5810289274036,1078.697026449699,-209.7087906463721,-543.22998,1105.589,-259.92136,26.648951072596333,-26.891973550300918,50.212569353627885,56.84600878129021,26.891973550300918,62.8859837785226,False
iter2_estimated_distance,anchor_only_3d_rigid,ID03,-539.4390582535145,1672.808784276702,-231.8914856161564,-554.00287,1625.56145,-256.2951,14.563811746485499,47.24733427670208,24.403614383843603,28.419025450961673,47.24733427670208,55.135756128276995,False
iter2_estimated_distance,anchor_only_3d_rigid,ID04,-274.62470857487517,42.69500539727403,423.58042608742676,-321.178815,182.16379,479.93382,46.554106425124814,-139.46878460272598,-56.35339391257327,73.09575795152203,139.46878460272598,157.46279468201075,False
iter2_estimated_distance,anchor_only_3d_rigid,ID05,-188.33545612619037,1113.6260983151428,454.2633952973408,-184.9818897969324,1103.586616559577,473.7040289339493,-3.3535663292579727,10.03948175556593,-19.44063363660848,19.727763261899863,10.03948175556593,22.13539783328746,False
iter2_estimated_distance,anchor_only_3d_rigid,ID06,-186.20278253935987,1655.4870282064594,443.3152594647165,-193.231255,1684.95255,476.52298,7.028472460640131,-29.465521793540574,-33.2077205352835,33.94336648418165,29.465521793540574,44.948516136187195,False
iter2_estimated_distance,anchor_only_3d_rigid,ID07,256.20765459240556,149.33185701695785,37.2005679059846,352.14755,211.565355,53.795866,-95.93989540759446,-62.233497983042156,-16.595298094015398,97.36461086888498,62.233497983042156,115.5546438740335,False
iter2_estimated_distance,anchor_only_3d_rigid,ID08,356.2069765488666,1177.2523720527006,-99.86800284772994,391.90054,1132.2804,-71.53192899999999,-35.6935634511334,44.971972052700494,-28.33607384772995,45.573715592917054,44.971972052700494,64.0268835978526,False
iter2_estimated_distance,anchor_only_3d_rigid,ID09,350.1148764956479,1537.7803790400471,-33.71020090885327,408.80994,1568.1853500000002,-62.4257885,-58.695063504352106,-30.40497095995306,28.715587591146736,65.34290665776008,30.40497095995306,72.07050512907715,False
iter2_estimated_distance,anchor_only_3d_rigid,ID10,38.436538776582665,194.52138982915528,-924.4597521634258,65.499245,238.64973,-938.19342,-27.062706223417337,-44.12834017084472,13.733667836574114,30.34804277676473,44.12834017084472,53.556643907307425,False
iter2_estimated_distance,anchor_only_3d_rigid,ID11,-99.79204384552395,1112.1135185371925,-887.8140946364675,-63.9057945,1133.4998500000002,-956.990295,-35.88624934552395,-21.386331462807675,69.17620036353242,77.93054336282214,21.386331462807675,80.81178603558875,False
iter2_estimated_distance,anchor_only_3d_rigid,ID12,-9.231394864139247,1578.302369099577,-882.1517853359442,-43.6886845,1590.1300500000002,-956.35754,34.457289635860754,-11.827680900423275,74.2057546640558,81.81563930149075,11.827680900423275,82.6661531087172,False
iter2_estimated_distance,anchor_only_3d_rigid,ID13,-194.14475939626402,1085.8547801280795,-185.9082467258354,-189.628155,1139.0976,-197.96616,-4.516604396264029,-53.242819871920574,12.057913274164605,12.876062589146828,53.242819871920574,54.777649235006486,False
iter2_estimated_distance,anchor_only_3d_rigid,ID14,-187.89778936528432,1043.2039800037594,-171.7572158108685,-198.69532,1132.6278,-194.690585,10.797530634715685,-89.42381999624058,22.933369189131497,25.348098354169085,89.42381999624058,92.94700464723253,False
iter2_estimated_distance,anchor_only_3d_rigid,ID15,-199.76233792988,1081.3974383157772,-197.99825830317104,-200.165335,1132.2551,-184.312585,0.4029970701199943,-50.857661684222876,-13.68567330317103,13.691605471954468,50.857661684222876,52.66841380169451,False
iter2_estimated_distance,anchor_only_3d_rigid,ID16,-193.33009671045,1085.8265335615183,-183.97970087571775,-184.854655,1122.0572,-185.780155,-8.475441710449985,-36.23066643848165,1.800454124282254,8.664568497096687,36.23066643848165,37.25232795165157,False
iter2_estimated_distance,anchor_only_3d_rigid,ID17,-178.60025599594974,280.57108919150744,-308.315163642779,-180.3984,209.458655,-328.203235,1.7981440040502719,71.11243419150745,19.88807135722101,19.969193878802834,71.11243419150745,73.8630286463444,False
iter2_estimated_distance,anchor_only_3d_rigid,ID18,-329.15290682201703,294.8071750722127,-254.23277801528798,-295.4243,206.90585,-224.00141,-33.728606822017014,87.90132507221273,-30.231368015287984,45.29408935203345,87.90132507221273,98.88476869407545,False
iter2_estimated_distance,anchor_only_3d_rigid,ID19,-209.9844335586548,218.75284366036271,-96.4977501993842,-188.530555,205.96057,-114.135095,-21.45387855865482,12.792273660362724,17.637344800615807,27.7730955571272,12.792273660362724,30.57755880097246,False
iter2_estimated_distance,anchor_only_3d_rigid,ID20,-71.43805021927062,226.4575320292274,-242.55454843718826,-80.19599149999999,202.56013,-220.692665,8.75794128072937,23.897402029227408,-21.861883437188254,23.550870109146917,23.897402029227408,33.55188976264127,False
iter2_estimated_distance,anchor_only_3d_rigid,ID21,-205.6750919672487,1571.423898381545,-212.7957360119981,-212.053465,1598.6443,-226.934745,6.378373032751284,-27.220401618454844,14.139008988001905,15.511132057581337,27.220401618454844,31.329626266167082,False
iter2_estimated_distance,anchor_only_3d_rigid,ID22,-220.19609677824064,1508.887886877452,-234.68658113681772,-232.83767,1599.3212,-235.17408,12.641573221759359,-90.43331312254804,0.48749886318228164,12.650969475210479,90.43331312254804,91.31391542904908,False
iter2_estimated_distance,anchor_only_3d_rigid,ID23,-204.41441887259396,1595.1248629151821,-240.06438790755624,-230.87733,1599.6642499999998,-223.24148,26.462911127406045,-4.53938708481769,-16.822907907556242,31.357549263345007,4.53938708481769,31.68441148118296,False
iter2_estimated_distance,anchor_only_3d_rigid,ID24,-227.50473027077226,1539.5511848662434,-229.0136219512633,-218.202475,1599.5815,-226.071175,-9.302255270772264,-60.03031513375663,-2.9424469512632925,9.756533563905215,60.03031513375663,60.81799636819466,False
iter3_estimated_distance,anchor_only_3d_rigid,ID01,-457.874708891091,187.16060096903402,-356.70067450532633,-542.215344349341,182.54280058407932,-383.3240609304319,84.34063545824995,4.617800384954705,26.623386425105593,88.4429052792925,4.617800384954705,88.5633760345505,False
iter3_estimated_distance,anchor_only_3d_rigid,ID02,-515.9691178674248,1077.998513721628,-209.40757092347076,-543.22998,1105.589,-259.92136,27.2608621325752,-27.590486278372055,50.513789076529235,57.400326576417285,27.590486278372055,63.68698787159268,False
iter3_estimated_distance,anchor_only_3d_rigid,ID03,-538.8718199943108,1671.9400948094772,-231.37114969336858,-554.00287,1625.56145,-256.2951,15.13105000568919,46.37864480947724,24.92395030663141,29.157365675967693,46.37864480947724,54.7825763133293,False
iter3_estimated_distance,anchor_only_3d_rigid,ID04,-274.75478659605994,43.84430216429536,423.0019685078921,-321.178815,182.16379,479.93382,46.42402840394004,-138.31948783570465,-56.93185149210791,73.46037113688755,138.31948783570465,156.61643222440264,False
iter3_estimated_distance,anchor_only_3d_rigid,ID05,-188.15574121873635,1113.221252646404,453.843584777115,-184.9818897969324,1103.586616559577,473.7040289339493,-3.1738514218039597,9.634636086827186,-19.86044415683432,20.112448258589044,9.634636086827186,22.301049021963387,False
iter3_estimated_distance,anchor_only_3d_rigid,ID06,-185.74376449811336,1650.3040600227948,443.1391664152068,-193.231255,1684.95255,476.52298,7.48749050188664,-34.648489977205145,-33.383813584793245,34.21317762909591,34.648489977205145,48.69352504369091,False
iter3_estimated_distance,anchor_only_3d_rigid,ID07,255.64993571344462,150.758663329698,36.85431652641864,352.14755,211.565355,53.795866,-96.4976142865554,-60.806691670302,-16.941549473581354,97.97349468893424,60.806691670302,115.30940730681864,False
iter3_estimated_distance,anchor_only_3d_rigid,ID08,355.0687488947376,1176.83552139516,-99.89114500179517,391.90054,1132.2804,-71.53192899999999,-36.83179110526237,44.55512139515986,-28.359216001795176,46.484685308799925,44.55512139515986,64.38932217996701,False
iter3_estimated_distance,anchor_only_3d_rigid,ID09,349.94271935430424,1535.5207926865035,-33.91527728337519,408.80994,1568.1853500000002,-62.4257885,-58.86722064569574,-32.66455731349674,28.510511216624813,65.4079423035331,32.66455731349674,73.11068472438915,False
iter3_estimated_distance,anchor_only_3d_rigid,ID10,38.11274019100665,196.46312780232307,-923.621375915777,65.499245,238.64973,-938.19342,-27.38650480899335,-42.18660219767693,14.572044084222966,31.022010161263783,42.18660219767693,52.364821392138765,False
iter3_estimated_distance,anchor_only_3d_rigid,ID11,-99.59169609221112,1109.4679171490657,-886.151317192939,-63.9057945,1133.4998500000002,-956.990295,-35.685901592211124,-24.03193285093448,70.83897780706093,79.31988621523764,24.03193285093448,82.8805052213732,False
iter3_estimated_distance,anchor_only_3d_rigid,ID12,-9.610128818445219,1575.8914243834827,-880.9004973089154,-43.6886845,1590.1300500000002,-956.35754,34.07855568155478,-14.238625616517538,75.45704269108455,82.79561129084674,14.238625616517538,84.0110213512033,False
iter3_estimated_distance,anchor_only_3d_rigid,ID13,-194.4280262131973,1085.7395447424465,-185.62281603236784,-189.628155,1139.0976,-197.96616,-4.799871213197321,-53.35805525755359,12.343343967632165,13.243749618841399,53.35805525755359,54.9770767214364,False
iter3_estimated_distance,anchor_only_3d_rigid,ID14,-187.82710927823462,1042.6500061045026,-171.51270134670995,-198.69532,1132.6278,-194.690585,10.868210721765394,-89.97779389549737,23.177883653290053,25.599458879791708,89.97779389549737,93.5485739562007,False
iter3_estimated_distance,anchor_only_3d_rigid,ID15,-200.0728334071572,1081.041331094249,-197.54785659098684,-200.165335,1132.2551,-184.312585,0.09250159284280812,-51.21376890575107,-13.235271590986827,13.23559483483313,51.21376890575107,52.896418557058624,False
iter3_estimated_distance,anchor_only_3d_rigid,ID16,-193.43875159756976,1085.5580959509043,-183.621663829799,-184.854655,1122.0572,-185.780155,-8.584096597569754,-36.49910404909565,2.1584911702010174,8.851316203155573,36.49910404909565,37.55702856876399,False
iter3_estimated_distance,anchor_only_3d_rigid,ID17,-178.44820259554297,281.8671431303342,-308.0087313467541,-180.3984,209.458655,-328.203235,1.9501974044570431,72.40848813033423,20.19450365324593,20.288451092119235,72.40848813033423,75.19714356967337,False
iter3_estimated_distance,anchor_only_3d_rigid,ID18,-328.85688593380394,296.48196506309597,-254.1583681931295,-295.4243,206.90585,-224.00141,-33.43258593380392,89.57611506309598,-30.156958193129498,45.02421492578571,89.57611506309598,100.25497653224181,False
iter3_estimated_distance,anchor_only_3d_rigid,ID19,-210.04037195815647,219.6448968949059,-96.5998931554102,-188.530555,205.96057,-114.135095,-21.509816958156478,13.684326894905922,17.535201844589807,27.751676153052482,13.684326894905922,30.9421449138638,False
iter3_estimated_distance,anchor_only_3d_rigid,ID20,-71.60999581100373,226.85557453955627,-242.542943171871,-80.19599149999999,202.56013,-220.692665,8.585995688996263,24.295444539556286,-21.850278171870997,23.476668804572864,24.295444539556286,33.78494640419398,False
iter3_estimated_distance,anchor_only_3d_rigid,ID21,-205.51017113763112,1569.95493889244,-212.6283435634366,-212.053465,1598.6443,-226.934745,6.54329386236887,-28.68936110755999,14.306401436563391,15.731745504978688,28.68936110755999,32.71952410096139,False
iter3_estimated_distance,anchor_only_3d_rigid,ID22,-219.93404068046323,1507.289102600137,-234.41151553220084,-232.83767,1599.3212,-235.17408,12.903629319536776,-92.032097399863,0.7625644677991659,12.92614227770834,92.032097399863,92.93541900697187,False
iter3_estimated_distance,anchor_only_3d_rigid,ID23,-204.55519629924004,1593.2749378394835,-239.55181073875747,-230.87733,1599.6642499999998,-223.24148,26.322133700759963,-6.389312160516283,-16.31033073875747,30.965813591254797,6.389312160516283,31.61811065280248,False
iter3_estimated_distance,anchor_only_3d_rigid,ID24,-227.3571843214005,1537.9971234222717,-228.6027995274544,-218.202475,1599.5815,-226.071175,-9.154709321400503,-61.584376577728335,-2.5316245274543974,9.498306454697383,61.584376577728335,62.31254499677252,False
iter4_estimated_distance,anchor_only_3d_rigid,ID01,-457.91101995933957,187.0151887876235,-356.741765576784,-542.215344349341,182.54280058407932,-383.3240609304319,84.3043243900014,4.47238820354417,26.582295353647908,88.39591357706054,4.47238820354417,88.50898142768538,False
iter4_estimated_distance,anchor_only_3d_rigid,ID02,-516.0156555391392,1078.0484071134306,-209.4314370787058,-543.22998,1105.589,-259.92136,27.21432446086078,-27.540592886569357,50.48992292129418,57.35722946986921,27.540592886569357,63.62653557284875,False
iter4_estimated_distance,anchor_only_3d_rigid,ID03,-538.9184645288394,1671.9920477850044,-231.41293025487926,-554.00287,1625.56145,-256.2951,15.084405471160608,46.430597785004466,24.882169745120734,29.09745108498993,46.430597785004466,54.79472666522066,False
iter4_estimated_distance,anchor_only_3d_rigid,ID04,-274.74251432131496,43.77338096593934,423.0493942956125,-321.178815,182.16379,479.93382,46.43630067868503,-138.39040903406067,-56.884425704387525,73.43138231328093,138.39040903406067,156.66548190668502,False
iter4_estimated_distance,anchor_only_3d_rigid,ID05,-188.1682452622598,1113.2462709249307,453.87533405194085,-184.9818897969324,1103.586616559577,473.7040289339493,-3.1863554653274093,9.659654365353845,-19.82869488200845,20.083077500104658,9.659654365353845,22.285397109616635,False
iter4_estimated_distance,anchor_only_3d_rigid,ID06,-185.77306471224858,1650.8868600629214,443.1372883804163,-193.231255,1684.95255,476.52298,7.458190287751421,-34.06568993707856,-33.385691619583724,34.208610133798956,34.06568993707856,48.277326336236015,False
iter4_estimated_distance,anchor_only_3d_rigid,ID07,255.69008851559283,150.66195132300058,36.87806809043764,352.14755,211.565355,53.795866,-96.45746148440719,-60.90340367699943,-16.91779790956236,97.92984101960285,60.90340367699943,115.32336424839608,False
iter4_estimated_distance,anchor_only_3d_rigid,ID08,355.15410762796773,1176.8662200040126,-99.88775377021443,391.90054,1132.2804,-71.53192899999999,-36.746432372032245,44.585820004012476,-28.35582477021444,46.415009323186034,44.585820004012476,64.36030170766483,False
iter4_estimated_distance,anchor_only_3d_rigid,ID09,349.96521150173453,1535.622952111545,-33.931824060286544,408.80994,1568.1853500000002,-62.4257885,-58.844728498265454,-32.56239788845528,28.49396443971346,65.38048700894043,32.56239788845528,73.0405218886907,False
iter4_estimated_distance,anchor_only_3d_rigid,ID10,38.13834686629548,196.30755182216024,-923.688419814037,65.499245,238.64973,-938.19342,-27.360898133704524,-42.34217817783977,14.5050001859629,30.96794757612683,42.34217817783977,52.45830563334723,False
iter4_estimated_distance,anchor_only_3d_rigid,ID11,-99.60876317750785,1109.714137699417,-886.2976730928676,-63.9057945,1133.4998500000002,-956.990295,-35.702968677507855,-23.7857123005831,70.69262190713232,79.19689870501162,23.7857123005831,82.6916493615769,False
iter4_estimated_distance,anchor_only_3d_rigid,ID12,-9.578263429545359,1576.1049474766605,-881.004691956136,-43.6886845,1590.1300500000002,-956.35754,34.11042107045464,-14.025102523339683,75.35284804386401,82.7137989329796,14.025102523339683,83.89443387207263,False
iter4_estimated_distance,anchor_only_3d_rigid,ID13,-194.40721091911178,1085.746183976922,-185.64425693370868,-189.628155,1139.0976,-197.96616,-4.779055919111784,-53.351416023077945,12.321903066291327,13.216227549988574,53.351416023077945,54.964008790485934,False
iter4_estimated_distance,anchor_only_3d_rigid,ID14,-187.8324223270738,1042.6896874241038,-171.53105138881642,-198.69532,1132.6278,-194.690585,10.86289767292621,-89.93811257589618,23.159533611183576,25.580589182816087,89.93811257589618,93.50524389923049,False
iter4_estimated_distance,anchor_only_3d_rigid,ID15,-200.05003151296376,1081.066749810941,-197.5818912597192,-200.165335,1132.2551,-184.312585,0.11530348703624327,-51.188350189059065,-13.269306259719201,13.269807214437815,51.188350189059065,52.88038368417999,False
iter4_estimated_distance,anchor_only_3d_rigid,ID16,-193.43070240969678,1085.5778158233456,-183.64910280883123,-184.854655,1122.0572,-185.780155,-8.57604740969677,-36.47938417665432,2.131052191168777,8.836853094560977,36.47938417665432,37.534456736747764,False
iter4_estimated_distance,anchor_only_3d_rigid,ID17,-178.4602793667582,281.7790140067648,-308.0334753410327,-180.3984,209.458655,-328.203235,1.938120633241823,72.32035900676479,20.16975965896728,20.2626631095101,72.32035900676479,75.10532499867666,False
iter4_estimated_distance,anchor_only_3d_rigid,ID18,-328.8776080394747,296.3597084027566,-254.1638973679394,-295.4243,206.90585,-224.00141,-33.45330803947468,89.45385840275662,-30.162487367939406,45.04330652832988,89.45385840275662,100.15434212327251,False
iter4_estimated_distance,anchor_only_3d_rigid,ID19,-210.03390015249533,219.59448669642785,-96.59520314462088,-188.530555,205.96057,-114.135095,-21.503345152495342,13.63391669642786,17.539891855379125,27.74962448476988,13.63391669642786,30.918042362524737,False
iter4_estimated_distance,anchor_only_3d_rigid,ID20,-71.5974721210033,226.8347290036569,-242.54355720076978,-80.19599149999999,202.56013,-220.692665,8.598519378996684,24.274599003656903,-21.850892200769778,23.48182329974917,24.274599003656903,33.77354263723283,False
iter4_estimated_distance,anchor_only_3d_rigid,ID21,-205.52301089504965,1570.0611617080635,-212.64232241825562,-212.053465,1598.6443,-226.934745,6.530454104950337,-28.583138291936393,14.292422581744376,15.713693839197049,28.583138291936393,32.61772476258851,False
iter4_estimated_distance,anchor_only_3d_rigid,ID22,-219.9544442187273,1507.4113660582968,-234.43323557424014,-232.83767,1599.3212,-235.17408,12.8832257812727,-91.90983394170325,0.7408444257598603,12.904509172937535,91.90983394170325,92.81133514924724,False
iter4_estimated_distance,anchor_only_3d_rigid,ID23,-204.54619658446165,1593.4144872152692,-239.5904864918532,-230.87733,1599.6642499999998,-223.24148,26.331133415538346,-6.249762784730592,-16.349006491853203,30.99384778012466,6.249762784730592,31.617687060930656,False
iter4_estimated_distance,anchor_only_3d_rigid,ID24,-227.36799941032234,1538.11103298319,-228.63352491706223,-218.202475,1599.5815,-226.071175,-9.165524410322348,-61.47046701681006,-2.562349917062221,9.516957224537872,61.47046701681006,62.20281979201921,False
iter0_additive_only,anchor_only_3d_rigid,ID01,-501.04005705208453,-96.19560920440296,-396.0865300420048,-542.215344349341,182.54280058407932,-383.3240609304319,41.17528729725643,-278.7384097884823,-12.762469111572898,43.10782877663243,278.7384097884823,282.0520980124901,False
iter0_additive_only,anchor_only_3d_rigid,ID02,-614.6981086940464,1208.0702660974173,-249.27571540363397,-543.22998,1105.589,-259.92136,-71.46812869404641,102.48126609741735,10.645644596366026,72.25664791492142,102.48126609741735,125.39311412047545,False
iter0_additive_only,anchor_only_3d_rigid,ID03,-598.1200648154672,2029.5216065827321,-283.2581157845366,-554.00287,1625.56145,-256.2951,-44.1171948154672,403.9601565827322,-26.963015784536594,51.704265767759004,403.9601565827322,407.25561899736704,False
iter0_additive_only,anchor_only_3d_rigid,ID04,-273.0974546713651,-289.6936328646236,518.6984166438522,-321.178815,182.16379,479.93382,48.0813603286349,-471.85742286462363,38.764596643852144,61.76172895906152,471.85742286462363,475.882273967477,False
iter0_additive_only,anchor_only_3d_rigid,ID05,-219.66738657830876,1209.2970688347796,525.3274664280518,-184.9818897969324,1103.586616559577,473.7040289339493,-34.68549678137637,105.71045227520267,51.62343749410252,62.19375359052049,105.71045227520267,122.64894090821284,False
iter0_additive_only,anchor_only_3d_rigid,ID06,-251.7887075422169,2042.5330718994917,501.35735121901394,-193.231255,1684.95255,476.52298,-58.55745254221691,357.5805218994917,24.834371219013917,63.605984325987535,357.5805218994917,363.1935446617831,False
iter0_additive_only,anchor_only_3d_rigid,ID07,342.2901047956145,-125.411649397178,95.57973915557545,352.14755,211.565355,53.795866,-9.857445204385499,-336.977004397178,41.783873155575456,42.9308895998986,336.977004397178,339.7006958696647,False
iter0_additive_only,anchor_only_3d_rigid,ID08,546.4458657917733,1264.3131418341318,-106.82254704025945,391.90054,1132.2804,-71.53192899999999,154.54532579177328,132.03274183413168,-35.29061804025946,158.5234539295332,132.03274183413168,206.30639922694422,False
iter0_additive_only,anchor_only_3d_rigid,ID09,367.54223220473614,1848.2093158829184,-9.706562933698024,408.80994,1568.1853500000002,-62.4257885,-41.267707795263846,280.0239658829182,52.71922556630198,66.95028342722613,280.0239658829182,287.9162411531931,False
iter0_additive_only,anchor_only_3d_rigid,ID10,88.26612742479733,-66.23638541139928,-1048.7063383558466,65.499245,238.64973,-938.19342,22.76688242479733,-304.88611541139926,-110.51291835584664,112.83366544994703,304.88611541139926,325.09533898461797,False
iter0_additive_only,anchor_only_3d_rigid,ID11,-123.12582551010746,1385.0701066069644,-1084.3823392752145,-63.9057945,1133.4998500000002,-956.990295,-59.22003101010746,251.57025660696422,-127.39204427521452,140.483967118872,251.57025660696422,288.1377084429425,False
iter0_additive_only,anchor_only_3d_rigid,ID12,38.58504087372012,1854.6002920711014,-1054.1194858277545,-43.6886845,1590.1300500000002,-956.35754,82.27372537372011,264.4702420711012,-97.76194582775452,127.77466078569383,264.4702420711012,293.7190373129498,False
iter0_additive_only,anchor_only_3d_rigid,ID13,-144.8402362670231,1114.6800489928894,-233.32540821705493,-189.628155,1139.0976,-197.96616,44.78791873297689,-24.41755100711066,-35.359248217054926,57.06342172449041,24.41755100711066,62.06811497131112,False
iter0_additive_only,anchor_only_3d_rigid,ID14,-199.36737346582152,1142.3067763302474,-212.19567068815536,-198.69532,1132.6278,-194.690585,-0.6720534658215058,9.678976330247451,-17.50508568815536,17.517981642032407,9.678976330247451,20.014051654077313,False
