method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_rms_mm,anchor_fit_det
production_baseline_T4_mean,anchor_only_3d_rigid,ID11,-98.85453765479383,1149.4123603322048,-1008.5431626782835,-63.9057945,1133.4998500000002,-956.990295,-34.94874315479383,15.912510332204647,-51.55286767828352,62.282524145657085,15.912510332204647,64.28312997223205,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID12,38.37974519032559,1690.9266709476788,-993.1380385212364,-43.6886845,1590.1300500000002,-956.35754,82.06842969032559,100.79662094767855,-36.78049852123638,89.93348777461367,100.79662094767855,135.08512507961998,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID13,-158.38624821099506,1069.0332185730965,-193.6436437946811,-189.628155,1139.0976,-197.96616,31.24190678900493,-70.06438142690354,4.322516205318891,31.539513093231427,70.06438142690354,76.83591888493781,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID14,-177.8486303659738,1078.9520447960963,-175.99699099570262,-198.69532,1132.6278,-194.690585,20.846689634026205,-53.67575520390369,18.69359400429738,28.000623662606493,53.67575520390369,60.54024795294708,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID15,-166.8062378411455,1061.1579241071097,-217.9971494663116,-200.165335,1132.2551,-184.312585,33.359097158854496,-71.09717589289039,-33.6845644663116,47.40758638170684,71.09717589289039,85.45342395997712,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID16,-183.1495763803439,1121.3287100258353,-179.77713560550296,-184.854655,1122.0572,-185.780155,1.7050786196561205,-0.7284899741646313,6.003019394497045,6.240475538764341,0.7284899741646313,6.282852265681128,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID17,-165.31966013379565,165.61045412934567,-330.563426686502,-180.3984,209.458655,-328.203235,15.078739866204359,-43.848200870654324,-2.3601916865019916,15.262336018765074,43.848200870654324,46.42847854865529,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID18,-326.26839805083364,183.6721407487831,-265.7828649072635,-295.4243,206.90585,-224.00141,-30.844098050833622,-23.23370925121688,-41.78145490726351,51.9331142792066,23.23370925121688,56.893352900907615,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID19,-196.20178985320047,81.71019414616318,-61.75304335018427,-188.530555,205.96057,-114.135095,-7.671234853200474,-124.25037585383681,52.382051649815736,52.940789370927604,124.25037585383681,135.0588134074805,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID20,-43.087362299851065,118.10637095083283,-231.79791701140175,-80.19599149999999,202.56013,-220.692665,37.108629200148926,-84.45375904916716,-11.105252011401745,38.734699990459305,84.45375904916716,92.9129399001327,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID21,-176.25815718031743,1642.6007996047601,-230.62370239663505,-212.053465,1598.6443,-226.934745,35.79530781968256,43.95649960476021,-3.688957396635061,35.98489222687788,43.95649960476021,56.80744956502889,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID22,-214.24165974446657,1594.7085762327674,-248.75472168338388,-232.83767,1599.3212,-235.17408,18.59601025553343,-4.612623767232662,-13.580641683383874,23.027058560666582,4.612623767232662,23.484499653482246,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID23,-179.67345446725346,1683.6266253321014,-272.65067593335766,-230.87733,1599.6642499999998,-223.24148,51.20387553274654,83.9623753321016,-49.409195933357665,71.155502333649,83.9623753321016,110.0581027628708,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,anchor_only_3d_rigid,ID24,-224.76282708774568,1635.8887340657548,-254.93709296133125,-218.202475,1599.5815,-226.071175,-6.5603520877456845,36.307234065754756,-28.865917961331235,29.60201748640613,36.307234065754756,46.8454339799622,105.41990950811795,-1.0000000000000009
production_baseline_T4_mean,official_height_preserving,ID01,250.54124020837833,3291.313211308035,-372.78807814211314,-542.215344349341,182.54280058407932,-383.3240609304319,792.7565845577193,3108.7704107239556,10.53598278831879,792.8265947185022,3108.7704107239556,3208.274844193641,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID02,298.7333911421821,2298.035638607744,-203.4423699107026,-543.22998,1105.589,-259.92136,841.963371142182,1192.4466386077443,56.47899008929738,843.855553200081,1192.4466386077443,1460.8289361159038,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID03,350.8137945604824,1554.2538362714197,-231.39073402661916,-554.00287,1625.56145,-256.2951,904.8166645604824,-71.30761372858024,24.904365973380834,905.1593362004795,71.30761372858024,907.9637656242439,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID04,-44.186141319195485,3439.925017873068,488.21946883818714,-321.178815,182.16379,479.93382,276.9926736808045,3257.761227873068,8.285648838187115,277.11656978519056,3257.761227873068,3269.526236487872,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID05,-111.4907881324848,2271.4637510742414,519.5217127199246,-184.9818897969324,1103.586616559577,473.7040289339493,73.4911016644476,1167.8771345146645,45.817683785975305,86.60370760750256,1167.8771345146645,1171.0837730468088,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID06,-56.77738744599242,1532.6144909168154,485.41848210460716,-193.231255,1684.95255,476.52298,136.4538675540076,-152.3380590831846,8.895502104607147,136.74351146632046,152.3380590831846,204.70874962583196,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID07,-603.2855009779441,3290.8266612766192,47.04214564670224,352.14755,211.565355,53.795866,-955.4330509779442,3079.261306276619,-6.7537203532977585,955.4569208706552,3079.261306276619,3224.0887270625826,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID08,-688.7777070194129,2213.906550919094,-135.36765618633353,391.90054,1132.2804,-71.53192899999999,-1080.678247019413,1081.626150919094,-63.83572718633354,1082.5619952900431,1081.626150919094,1530.3122570241717,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID09,-672.0611176215314,1779.4702260145534,-99.19167022054421,408.80994,1568.1853500000002,-62.4257885,-1080.8710576215312,211.28487601455322,-36.76588172054421,1081.4961734849442,211.28487601455322,1101.9415919616893,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID10,-272.3355449020157,3205.9285881273686,-1010.1098929735726,65.499245,238.64973,-938.19342,-337.8347899020157,2967.2788581273685,-71.9164729735727,345.404580677642,2967.2788581273685,2987.314537547521,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID11,-68.15818199119599,2190.6864755610695,-1005.7270143611701,-63.9057945,1133.4998500000002,-956.990295,-4.252387491195989,1057.1866255610694,-48.73671936117012,48.92188276696569,1057.1866255610694,1058.3179635056117,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID12,-199.6775974538059,1647.6280650534939,-995.8012411913488,-43.6886845,1590.1300500000002,-956.35754,-155.9889129538059,57.498015053493646,-39.44370119134885,160.89855974551932,57.498015053493646,170.8635954885482,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID13,-69.47846178404643,2278.005336195247,-189.36941483310738,-189.628155,1139.0976,-197.96616,120.14969321595356,1138.9077361952468,8.596745166892617,120.45685039611591,1138.9077361952468,1145.2600946390887,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID14,-51.24480847135055,2268.46575379763,-170.26177127489518,-198.69532,1132.6278,-194.690585,147.45051152864946,1135.83795379763,24.428813725104817,149.4604305161612,1135.83795379763,1145.629205972536,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID15,-59.39075521731934,2285.7999258588193,-213.107407060676,-200.165335,1132.2551,-184.312585,140.77457978268066,1153.5448258588192,-28.794822060675983,143.68933186042838,1153.5448258588192,1162.4595861173625,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID16,-45.17550506519842,2226.1312922142724,-173.28306181420862,-184.854655,1122.0572,-185.780155,139.6791499348016,1104.0740922142725,12.497093185791385,140.2370930410465,1104.0740922142725,1112.944762044987,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID17,-63.31450381106538,3180.3757496194203,-333.096354068648,-180.3984,209.458655,-328.203235,117.08389618893463,2970.9170946194204,-4.893119068647991,117.18609713187477,2970.9170946194204,2973.227365080393,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID18,92.65738124723646,3164.8257599937806,-256.5574042518242,-295.4243,206.90585,-224.00141,388.0816812472365,2957.9199099937805,-32.55599425182422,389.4448408714724,2957.9199099937805,2983.447247400064,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID19,-53.221747625714215,3266.6999361137955,-63.470218745424745,-188.530555,205.96057,-114.135095,135.30880737428578,3060.7393661137953,50.66487625457526,144.48322753504297,3060.7393661137953,3064.1476580474414,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID20,-193.01545229214457,3227.094883761011,-243.95049088954102,-80.19599149999999,202.56013,-220.692665,-112.81946079214458,3024.534753761011,-23.25782588954101,115.1918278287937,3024.534753761011,3026.727545370861,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID21,-42.09771103266621,1704.4418681569678,-220.0604965201137,-212.053465,1598.6443,-226.934745,169.95575396733378,105.79756815696783,6.87424847988629,170.0947194911356,105.79756815696783,200.31310248382746,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID22,-3.4619536243435505,1752.6668789034934,-235.76947404612497,-232.83767,1599.3212,-235.17408,229.37571637565645,153.3456789034933,-0.5953940461249658,229.37648911105896,153.3456789034933,275.91388329565626,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID23,-35.12167972897964,1663.1433665833101,-261.37414912848567,-230.87733,1599.6642499999998,-223.24148,195.75565027102036,63.479116583310315,-38.132669128485674,199.43514000269008,63.479116583310315,209.29398775428334,3035.8551079218914,0.9999999999999997
production_baseline_T4_mean,official_height_preserving,ID24,7.97494332926567,1711.5759216767092,-240.8145407743766,-218.202475,1599.5815,-226.071175,226.17741832926566,111.99442167670918,-14.7433657743766,226.65743181384698,111.99442167670918,252.81681487422716,3035.8551079218914,0.9999999999999997
distance_rho,anchor_only_3d_rigid,ID01,-457.9455625610376,186.02021901708378,-356.76828239229167,-542.215344349341,182.54280058407932,-383.3240609304319,84.26978178830336,3.477418433004459,26.55577853814026,88.35499700874318,3.477418433004459,88.42340151437975,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID02,-516.7687089623649,1078.4693025267934,-209.97255788060625,-543.22998,1105.589,-259.92136,26.461271037635015,-27.119697473206543,49.94880211939375,56.525053720359566,27.119697473206543,62.694175878846835,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID03,-540.0505215338065,1676.3789616393353,-232.67006439481133,-554.00287,1625.56145,-256.2951,13.952348466193484,50.81751163933541,23.625035605188657,27.437389363212446,50.81751163933541,57.75144867691643,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID04,-274.3580135404875,42.24459713373497,423.53828151672064,-321.178815,182.16379,479.93382,46.820801459512495,-139.91919286626504,-56.39553848327938,73.29832337871129,139.91919286626504,157.9557683102368,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID05,-188.8846180783455,1112.7088262100613,454.5803763097431,-184.9818897969324,1103.586616559577,473.7040289339493,-3.9027282814131183,9.122209650484365,-19.123652624206215,19.517822053954973,9.122209650484365,21.544374825862114,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID06,-185.03023058684516,1656.9221013128938,442.00407297279867,-193.231255,1684.95255,476.52298,8.20102441315484,-28.030448687106173,-34.51890702720135,35.47973708721265,28.030448687106173,45.2163443610629,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID07,257.25825180364836,149.38294311372087,38.635691174643625,352.14755,211.565355,53.795866,-94.88929819635166,-62.18241188627914,-15.160174825356371,96.09271467146463,62.18241188627914,114.45725036417039,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID08,356.16633412269016,1176.6601137382247,-99.99302516514581,391.90054,1132.2804,-71.53192899999999,-35.73420587730982,44.37971373822461,-28.46109616514582,45.6833390264289,44.37971373822461,63.690866347463064,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID09,348.9675805816187,1537.1847011014852,-34.4004070681749,408.80994,1568.1853500000002,-62.4257885,-59.84235941838131,-31.00064889851501,28.025381431825103,66.07972446339359,31.00064889851501,72.990206310758,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID10,38.91431025217162,197.40427345442487,-923.3622633319123,65.499245,238.64973,-938.19342,-26.584934747828385,-41.24545654557514,14.831156668087601,30.442108397081377,41.24545654557514,51.26314123532209,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID11,-99.96876744989117,1110.835897484706,-887.5127815919467,-63.9057945,1133.4998500000002,-956.990295,-36.062972949891176,-22.663952515294113,69.47751340805326,78.27938992704786,22.663952515294113,81.49427974383423,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID12,-10.26586221425464,1576.8837402944596,-881.7126962427383,-43.6886845,1590.1300500000002,-956.35754,33.42282228574536,-13.246309705540625,74.6448437572617,81.78592635099591,13.246309705540625,82.85168960199681,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID13,-194.67874750629733,1085.5225809993383,-185.31256776240184,-189.628155,1139.0976,-197.96616,-5.050592506297335,-53.57501900066177,12.653592237598161,13.624312136033556,53.57501900066177,55.28023645120687,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID14,-187.79946412438062,1043.0691354064502,-171.44893163405504,-198.69532,1132.6278,-194.690585,10.89585587561939,-89.55866459354979,23.241653365944956,25.668933099079325,89.55866459354979,93.16463132661964,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID15,-201.22413601326275,1081.23921170854,-198.33584076616035,-200.165335,1132.2551,-184.312585,-1.0588010132627517,-51.01588829145999,-14.023255766160332,14.063170406022792,51.01588829145999,52.91874545031807,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID16,-192.9909366727726,1085.5339505650204,-183.71296494020544,-184.854655,1122.0572,-185.780155,-8.136281672772583,-36.52324943497956,2.0671900597945694,8.394781367135685,36.52324943497956,37.475593437486,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID17,-178.3329767817603,280.79253454431563,-308.66788302343616,-180.3984,209.458655,-328.203235,2.065423218239715,71.33387954431564,19.535351976563845,19.644234521067006,71.33387954431564,73.98931220630189,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID18,-328.8209694539262,296.8246765837382,-254.1359392009124,-295.4243,206.90585,-224.00141,-33.396669453926165,89.91882658373822,-30.134529200912397,44.98252305924432,89.91882658373822,100.54264147600179,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID19,-210.07696139478594,215.81428445950456,-94.65813693066411,-188.530555,205.96057,-114.135095,-21.546406394785947,9.853714459504573,19.476958069335893,29.04478480147411,9.853714459504573,30.670755008858045,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID20,-72.19356499481023,225.0199796942535,-242.68052753148845,-80.19599149999999,202.56013,-220.692665,8.00242650518976,22.459849694253506,-21.987862531488446,23.398823232688372,22.459849694253506,32.4337752499313,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID21,-206.4137696147618,1571.7004226967913,-212.1333758189428,-212.053465,1598.6443,-226.934745,5.639695385238184,-26.943877303208637,14.801369181057197,15.839403198107771,26.943877303208637,31.25474712427839,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID22,-220.03706245994476,1509.1537719214812,-234.72681303085528,-232.83767,1599.3212,-235.17408,12.800607540055239,-90.16742807851892,0.44726696914472086,12.808419150551208,90.16742807851892,91.07261216980157,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID23,-204.04869364643844,1595.0429619893525,-240.0290246598347,-230.87733,1599.6642499999998,-223.24148,26.828636353561564,-4.621288010647277,-16.78754465983471,31.648023386897165,4.621288010647277,31.98364718375536,47.94487929056874,0.9999999999999998
distance_rho,anchor_only_3d_rigid,ID24,-227.8792433200125,1541.686688078158,-229.435991420321,-218.202475,1599.5815,-226.071175,-9.676768320012513,-57.89481192184189,-3.3648164203209774,10.245088318880393,57.89481192184189,58.79431164770199,47.94487929056874,0.9999999999999998
distance_rho,official_height_preserving,ID01,236.14818926074042,154.8638974964833,-322.1691314196462,-542.215344349341,182.54280058407932,-383.3240609304319,778.3635336100814,-27.678903087596012,61.154929510785735,780.7622659026507,27.678903087596012,781.2527360166964,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID02,288.1714779658429,1048.1033293107819,-177.63052471141032,-543.22998,1105.589,-259.92136,831.4014579658428,-57.48567068921807,82.29083528858968,835.464042242527,57.48567068921807,837.4394116679798,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID03,316.9700074209061,1645.6755056254626,-202.75658398086034,-554.00287,1625.56145,-256.2951,870.9728774209061,20.114055625462697,53.53851601913965,872.6168265054166,20.114055625462697,872.8486129530645,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID04,-12.27226494625927,18.2897339400933,441.30249677832853,-321.178815,182.16379,479.93382,308.9065500537407,-163.8740560599067,-38.631323221671494,311.3127620255255,163.8740560599067,351.81009372882824,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID05,-93.36178032646171,1089.4265551614342,457.22039337885576,-184.9818897969324,1103.586616559577,473.7040289339493,91.62010947047068,-14.160061398142716,-16.483635555093542,93.09110967484582,14.160061398142716,94.16189271299375,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID06,-92.77737133542087,1633.5364230557016,440.33197625578464,-193.231255,1684.95255,476.52298,100.45388366457914,-51.41612694429841,-36.19100374421538,106.77439531699822,51.41612694429841,118.5090275264413,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID07,-509.537050556894,125.3485146422851,12.921085795097724,352.14755,211.565355,53.795866,-861.684600556894,-86.21684035771491,-40.87478020490227,862.6535216955258,86.21684035771491,866.9512339543446,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID08,-590.2429234900658,1152.0338165879707,-141.03659628385867,391.90054,1132.2804,-71.53192899999999,-982.1434634900658,19.753416587970605,-69.50466728385868,984.59975708432,19.753416587970605,984.7978874456422,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID09,-586.2546013757872,1513.0199235000705,-77.74903354070739,408.80994,1568.1853500000002,-62.4257885,-995.0645413757871,-55.16542649992971,-15.323245040707384,995.1825176026673,55.16542649992971,996.7103228234884,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID10,-212.04031717230328,164.54223471073894,-928.0251057522285,65.499245,238.64973,-938.19342,-277.53956217230325,-74.10749528926107,10.168314247771491,277.7257697539701,74.10749528926107,287.44307965836134,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID11,-70.92171819739087,1077.438946634129,-887.5756215226468,-63.9057945,1133.4998500000002,-956.990295,-7.015923697390875,-56.06090336587113,69.41467347735318,69.76833149284258,56.06090336587113,89.50108918606918,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID12,-157.89655534388612,1544.011740499359,-892.6795135209785,-43.6886845,1590.1300500000002,-956.35754,-114.20787084388613,-46.11830950064132,63.67802647902147,130.7605782296665,46.11830950064132,138.65506586545504,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID13,-34.80431383755149,1057.1498950825924,-179.77637589894675,-189.628155,1139.0976,-197.96616,154.8238411624485,-81.94770491740769,18.18978410105325,155.888710424899,81.94770491740769,176.11563354560133,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID14,-43.07115569025984,1014.8464675681355,-166.215426980541,-198.69532,1132.6278,-194.690585,155.62416430974017,-117.78133243186448,28.475158019459002,158.2078226300399,117.78133243186448,197.2362984107224,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID15,-27.230441089211467,1052.7272062460258,-192.18086210216188,-200.165335,1132.2551,-184.312585,172.93489391078853,-79.52789375397424,-7.868277102161869,173.11379874663976,79.52789375397424,190.50740983341174,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID16,-36.618602604875946,1057.1833366427581,-178.3221400871264,-184.854655,1122.0572,-185.780155,148.23605239512406,-64.87386335724182,7.458014912873608,148.4235467037849,64.87386335724182,161.9819970336972,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID17,-45.89090454622533,251.57351712926828,-298.08931889882524,-180.3984,209.458655,-328.203235,134.50749545377468,42.11486212926829,30.113916101174766,137.83727462553736,42.11486212926829,144.12763748970247,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID18,99.66510657903632,267.19569833929984,-231.40503669172222,-295.4243,206.90585,-224.00141,395.08940657903634,60.28984833929985,-7.4036266917222235,395.15876920443696,60.28984833929985,399.7315582887361,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID19,-32.37028183019186,188.1131181188928,-81.71003272590247,-188.530555,205.96057,-114.135095,156.16027316980814,-17.84745188110719,32.42506227409754,159.49111442318096,17.84745188110719,160.4865948252272,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID20,-157.47168386322937,196.91801913264717,-240.70473978949371,-80.19599149999999,202.56013,-220.692665,-77.27569236322938,-5.642110867352812,-20.01207478949371,79.82490693760161,5.642110867352812,80.02405377532594,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID21,-17.86646284535982,1543.027368186352,-209.13877669243243,-212.053465,1598.6443,-226.934745,194.18700215464017,-55.61693181364785,17.795968307567563,195.00073921349676,55.61693181364785,202.77704849951368,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID22,-2.8095232392972775,1480.2289356547687,-230.06212435666635,-232.83767,1599.3212,-235.17408,230.02814676070273,-119.09226434523134,5.111955643333658,230.084941690374,119.09226434523134,259.07923077610303,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID23,-17.769779647807923,1566.1614633767044,-237.30683025135068,-230.87733,1599.6642499999998,-223.24148,213.10755035219208,-33.50278662329538,-14.06535025135068,213.57121082862562,33.50278662329538,216.18302154963814,2190.9113519995008,0.9999999999999998
distance_rho,official_height_preserving,ID24,4.770123769915585,1512.7583666979428,-224.38160546866084,-218.202475,1599.5815,-226.071175,222.97259876991558,-86.82313330205716,1.689569531339174,222.97900001437577,86.82313330205716,239.28621131147062,2190.9113519995008,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID01,-497.0743882285227,228.12707611817308,-386.1278087342059,-542.215344349341,182.54280058407932,-383.3240609304319,45.14095612081826,45.58427553409376,-2.8037478037740016,45.22794403075169,45.58427553409376,64.21443059949209,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID02,-547.5272206829738,1069.2275178427126,-201.4759564557637,-543.22998,1105.589,-259.92136,-4.297240682973893,-36.361482157287355,58.445403544236285,58.60316947858736,36.361482157287355,68.96730281525268,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID03,-582.2210192295404,1651.5962452659153,-245.58755162402576,-554.00287,1625.56145,-256.2951,-28.21814922954036,26.034795265915363,10.707548375974227,30.181377340413697,26.034795265915363,39.858827161653494,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID04,-283.2364522786917,39.73524188594658,486.1052165652957,-321.178815,182.16379,479.93382,37.942362721308314,-142.42854811405343,6.171396565295652,38.44098105461761,142.42854811405343,147.52491431049435,47.94487929056874,0.9999999999999998
