mode,position,anchor,dropped_frames,frames,dropped_frame_percent,oracle_dropped_this_link,in_top12_abs_bias,high_noise_FG_anchor,cir_watchlist_anchor_member
B3_frame_exhaustive_t2_g2,ID16,E,435,1201,36.21981681931724,False,False,False,True
B3_frame_exhaustive_t2_g2,ID16,A,328,1201,27.310574521232304,False,False,False,False
B3_frame_exhaustive_t2_g2,ID16,B,160,1201,13.322231473771856,True,False,False,False
B3_frame_exhaustive_t2_g2,ID16,C,160,1201,13.322231473771856,False,False,False,True
B3_frame_exhaustive_t2_g2,ID16,F,156,1201,12.98917568692756,True,False,True,True
B3_frame_exhaustive_t2_g2,ID17,A,195,1199,16.263552960800666,False,False,False,False
B3_frame_exhaustive_t2_g2,ID17,B,152,1199,12.67723102585488,True,False,False,False
B3_frame_exhaustive_t2_g2,ID17,D,94,1199,7.839866555462886,False,False,False,False
B3_frame_exhaustive_t2_g2,ID18,A,504,1199,42.035029190992496,False,False,False,False
B3_frame_exhaustive_t2_g2,ID18,G,203,1199,16.930775646371977,False,False,True,True
B3_frame_exhaustive_t2_g2,ID18,D,150,1199,12.51042535446205,False,False,False,False
B3_frame_exhaustive_t2_g2,ID18,B,91,1199,7.589658048373645,False,False,False,False
B3_frame_exhaustive_t2_g2,ID18,H,78,1199,6.505421184320268,False,False,False,True
B3_frame_exhaustive_t2_g2,ID18,F,71,1199,5.921601334445372,False,False,True,True
B3_frame_exhaustive_t2_g2,ID18,C,62,1199,5.170975813177648,True,False,False,True
B3_frame_exhaustive_t2_g2,ID19,E,732,1201,60.94920899250624,False,True,False,True
B3_frame_exhaustive_t2_g2,ID19,G,685,1201,57.03580349708576,False,True,True,True
B3_frame_exhaustive_t2_g2,ID20,F,875,1201,72.85595337218984,False,True,True,True
B3_frame_exhaustive_t2_g2,ID20,H,838,1201,69.77518734388009,False,False,False,True
B3_frame_exhaustive_t2_g2,ID21,D,778,1201,64.77935054121565,False,True,False,False
B3_frame_exhaustive_t2_g2,ID21,G,476,1201,39.633638634471275,False,False,True,True
B3_frame_exhaustive_t2_g2,ID21,E,160,1201,13.322231473771856,False,False,False,True
B3_frame_exhaustive_t2_g2,ID21,F,82,1201,6.827643630308076,False,False,True,True
B3_frame_exhaustive_t2_g2,ID22,A,1185,1201,98.66777685262281,False,True,False,False
B3_frame_exhaustive_t2_g2,ID22,G,1009,1201,84.01332223147378,False,False,True,True
B3_frame_exhaustive_t2_g2,ID22,F,79,1201,6.577851790174854,False,False,True,True
B3_frame_exhaustive_t2_g2,ID23,B,977,1201,81.3488759367194,False,False,False,False
B3_frame_exhaustive_t2_g2,ID23,G,610,1201,50.7910074937552,False,False,True,True
B3_frame_exhaustive_t2_g2,ID23,A,202,1201,16.81931723563697,False,False,False,False
B3_frame_exhaustive_t2_g2,ID23,F,115,1201,9.575353871773522,False,False,True,True
B3_frame_exhaustive_t2_g2,ID23,H,63,1201,5.245628642797668,False,False,False,True
B3_frame_exhaustive_t2_g2,ID24,C,1185,1201,98.66777685262281,False,True,False,True
B3_frame_exhaustive_t2_g2,ID24,E,629,1201,52.37302248126561,False,False,False,True
B3_frame_exhaustive_t2_g2,ID24,A,344,1201,28.642797668609493,False,False,False,False
B3_frame_exhaustive_t2_g2,ID24,D,107,1201,8.90924229808493,False,False,False,False
B3_frame_exhaustive_t2_g2,ID24,F,64,1201,5.328892589508743,True,False,True,True
