method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID12,-10.26586221425464,1576.8837402944596,-881.7126962427383,-43.6886845,1590.1300500000002,-956.35754,33.42282228574536,-13.246309705540625,74.6448437572617,81.78592635099591,13.246309705540625,82.85168960199681
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID13,-194.67874750629733,1085.5225809993383,-185.31256776240184,-189.628155,1139.0976,-197.96616,-5.050592506297335,-53.57501900066177,12.653592237598161,13.624312136033556,53.57501900066177,55.28023645120687
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID14,-187.79946412438062,1043.0691354064502,-171.44893163405504,-198.69532,1132.6278,-194.690585,10.89585587561939,-89.55866459354979,23.241653365944956,25.668933099079325,89.55866459354979,93.16463132661964
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID15,-201.22413601326275,1081.23921170854,-198.33584076616035,-200.165335,1132.2551,-184.312585,-1.0588010132627517,-51.01588829145999,-14.023255766160332,14.063170406022792,51.01588829145999,52.91874545031807
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID16,-192.9909366727726,1085.5339505650204,-183.71296494020544,-184.854655,1122.0572,-185.780155,-8.136281672772583,-36.52324943497956,2.0671900597945694,8.394781367135685,36.52324943497956,37.475593437486
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID17,-178.3329767817603,280.79253454431563,-308.66788302343616,-180.3984,209.458655,-328.203235,2.065423218239715,71.33387954431564,19.535351976563845,19.644234521067006,71.33387954431564,73.98931220630189
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID18,-328.8209694539262,296.8246765837382,-254.1359392009124,-295.4243,206.90585,-224.00141,-33.396669453926165,89.91882658373822,-30.134529200912397,44.98252305924432,89.91882658373822,100.54264147600179
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID19,-210.07696139478594,215.81428445950456,-94.65813693066411,-188.530555,205.96057,-114.135095,-21.546406394785947,9.853714459504573,19.476958069335893,29.04478480147411,9.853714459504573,30.670755008858045
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID20,-72.19356499481023,225.0199796942535,-242.68052753148845,-80.19599149999999,202.56013,-220.692665,8.00242650518976,22.459849694253506,-21.987862531488446,23.398823232688372,22.459849694253506,32.4337752499313
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID21,-206.4137696147618,1571.7004226967913,-212.1333758189428,-212.053465,1598.6443,-226.934745,5.639695385238184,-26.943877303208637,14.801369181057197,15.839403198107771,26.943877303208637,31.25474712427839
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID22,-220.03706245994476,1509.1537719214812,-234.72681303085528,-232.83767,1599.3212,-235.17408,12.800607540055239,-90.16742807851892,0.44726696914472086,12.808419150551208,90.16742807851892,91.07261216980157
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID23,-204.04869364643844,1595.0429619893525,-240.0290246598347,-230.87733,1599.6642499999998,-223.24148,26.828636353561564,-4.621288010647277,-16.78754465983471,31.648023386897165,4.621288010647277,31.98364718375536
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID24,-227.8792433200125,1541.686688078158,-229.435991420321,-218.202475,1599.5815,-226.071175,-9.676768320012513,-57.89481192184189,-3.3648164203209774,10.245088318880393,57.89481192184189,58.79431164770199
