source,pair,measured_median_mm,layout_pair_dist_mm,pair_bias_mm,delaycal_pair_predicted_bias_mm,delaycal_pair_residual_mm
v1-old one-baseline A-B scaled layout,A-E,1550.0,1366.5294429545092,183.47055704549075,228.59070437281517,45.12014732732442
v1-old one-baseline A-B scaled layout,A-F,3322.0,3033.2293706733785,288.7706293266215,249.37032297365636,-39.40030635296512
v1-old one-baseline A-B scaled layout,A-G,4020.5,3725.9263718900647,294.57362810993527,237.9650141473465,-56.60861396258878
v1-old one-baseline A-B scaled layout,A-H,2688.0,2495.4628445568883,192.53715544311171,243.46027407787886,50.92311863476715
v1-old one-baseline A-B scaled layout,B-C,2407.0,2082.2594837847446,324.7405162152554,305.700023034562,-19.04049318069343
v1-old one-baseline A-B scaled layout,B-D,3670.0,3338.4557242160145,331.54427578398554,302.73719593077504,-28.807079853210496
v1-old one-baseline A-B scaled layout,B-E,3135.0,2836.0209576911966,298.9790423088034,261.09023321597766,-37.88880909282574
v1-old one-baseline A-B scaled layout,B-F,1620.0,1325.3062131020022,294.6937868979978,281.8698518168188,-12.823935081179002
v1-old one-baseline A-B scaled layout,B-G,2745.0,2548.4934075568503,196.50659244314966,270.464542990509,73.95795054735936
v1-old one-baseline A-B scaled layout,B-H,3902.0,3615.145409709561,286.85459029043886,275.9598029210414,-10.894787369397477
v1-old one-baseline A-B scaled layout,C-D,2887.0,2596.3865915263937,290.61340847360634,310.5048936715792,19.891485197972884
v1-old one-baseline A-B scaled layout,C-E,3885.0,3601.4631418700005,283.5368581299995,268.85793095678184,-14.67892717321763
v1-old one-baseline A-B scaled layout,C-F,2672.0,2440.2652628179058,231.73473718209425,289.63754955762306,57.90281237552881
v1-old one-baseline A-B scaled layout,C-G,1618.0,1345.888645775239,272.11135422476104,278.23224073131314,6.120886506552097
v1-old one-baseline A-B scaled layout,C-H,3347.0,3044.5604616016753,302.43953839832466,283.7275006618455,-18.712037736479147
v1-old one-baseline A-B scaled layout,D-E,2793.0,2554.785443171625,238.21455682837495,265.8951038529949,27.680547024619955
v1-old one-baseline A-B scaled layout,D-F,3850.0,3570.711032261187,279.28896773881297,286.6747224538361,7.385754715023154
v1-old one-baseline A-B scaled layout,D-G,3160.0,2874.883283822729,285.116716177271,275.2694136275262,-9.847302549744768
v1-old one-baseline A-B scaled layout,D-H,1659.0,1365.9796955941033,293.0203044058967,280.7646735580586,-12.25563084783812
v1-old one-baseline A-B scaled layout,E-F,2762.0,2558.4968965415273,203.50310345847265,245.02775973903871,41.52465628056606
v1-old one-baseline A-B scaled layout,E-G,3711.0,3403.063807675531,307.9361923244692,233.62245091272885,-74.31374141174032
v1-old one-baseline A-B scaled layout,E-H,2333.0,2106.4384162020124,226.56158379798762,239.11771084326122,12.556127045273598
v1-old one-baseline A-B scaled layout,F-G,2374.0,2133.4572448161875,240.54275518381246,254.40206951357004,13.85931432975758
v1-old one-baseline A-B scaled layout,F-H,3660.0,3331.6543742891663,328.3456257108337,259.8973294441024,-68.44829626673129
v1-old one-baseline A-B scaled layout,G-H,2880.0,2678.3394859226128,201.66051407738723,248.49202061779255,46.831506540405314
v1-old one-baseline A-C scaled layout,A-B,2895.0,2665.6833027884436,229.3166972115564,264.8110332396285,35.4943360280721
v1-old one-baseline A-C scaled layout,A-C,3718.0,3414.1085019320176,303.8914980679824,272.57434180827636,-31.317156259706053
v1-old one-baseline A-C scaled layout,A-D,2429.0,2155.214978755622,273.7850212443782,269.6141554363487,-4.170865808029475
v1-old one-baseline A-C scaled layout,A-E,1550.0,1366.8468112197043,183.15318878029575,227.9683198103471,44.81513103005136
v1-old one-baseline A-C scaled layout,A-F,3322.0,3033.9338199981066,288.0661800018934,248.74924198560225,-39.31693801629112
v1-old one-baseline A-C scaled layout,A-G,4020.5,3726.7916959377744,293.7083040622256,237.33166557236802,-56.376638489857555
v1-old one-baseline A-C scaled layout,A-H,2688.0,2496.0424008320347,191.95759916796533,242.82973068372547,50.872131515760145
v1-old one-baseline A-C scaled layout,B-C,2407.0,2082.7430760581956,324.2569239418044,305.0910372444158,-19.1658866973886
v1-old one-baseline A-C scaled layout,B-D,3670.0,3339.2310605302728,330.76893946972723,302.13085087248817,-28.63808859723906
v1-old one-baseline A-C scaled layout,B-E,3135.0,2836.67960654508,298.3203934549201,260.48501524648657,-37.83537820843355
v1-old one-baseline A-C scaled layout,B-F,1620.0,1325.6140075193664,294.3859924806336,281.2659374217417,-13.120055058891921
v1-old one-baseline A-C scaled layout,B-G,2745.0,2549.085279862118,195.9147201378819,269.8483610085075,73.9336408706256
v1-old one-baseline A-C scaled layout,B-H,3902.0,3615.9850055433894,286.01499445661057,275.34642611986493,-10.668568336745636
v1-old one-baseline A-C scaled layout,C-D,2887.0,2596.9895867363234,290.0104132636766,309.894159441136,19.883746177459443
v1-old one-baseline A-C scaled layout,C-E,3885.0,3602.299560079204,282.7004399207958,268.2483238151344,-14.45211610566139
v1-old one-baseline A-C scaled layout,C-F,2672.0,2440.8319997858284,231.16800021417157,289.02924599038954,57.86124577621797
v1-old one-baseline A-C scaled layout,C-G,1618.0,1346.2012203391155,271.7987796608845,277.6116695771553,5.812889916270763
v1-old one-baseline A-C scaled layout,C-H,3347.0,3045.2675425042953,301.7324574957047,283.10973468851273,-18.622722807191963
v1-old one-baseline A-C scaled layout,D-E,2793.0,2555.378776764418,237.62122323558197,265.2881374432068,27.666914207624814
v1-old one-baseline A-C scaled layout,D-F,3850.0,3571.540308477419,278.4596915225811,286.0690596184619,7.609368095880768
v1-old one-baseline A-C scaled layout,D-G,3160.0,2875.550958218718,284.4490417812822,274.6514832052277,-9.797558576054485
v1-old one-baseline A-C scaled layout,D-H,1659.0,1366.296936183772,292.703063816228,280.14954831658514,-12.553515499642856
v1-old one-baseline A-C scaled layout,E-F,2762.0,2559.0910920971,202.90890790289995,244.42322399246032,41.51431608956037
v1-old one-baseline A-C scaled layout,E-G,3711.0,3403.854148829583,307.1458511704168,233.0056475792261,-74.1402035911907
v1-old one-baseline A-C scaled layout,E-H,2333.0,2106.927623887465,226.07237611253504,238.50371269058354,12.431336578048501
v1-old one-baseline A-C scaled layout,F-G,2374.0,2133.9527274624975,240.04727253750252,253.7865697544812,13.739297216978684
v1-old one-baseline A-C scaled layout,F-H,3660.0,3332.4281310307056,327.5718689692944,259.2846348658387,-68.28723410345572
v1-old one-baseline A-C scaled layout,G-H,2880.0,2678.961514200623,201.0384857993772,247.86705845260445,46.82857265322724
v1-old one-baseline A-D scaled layout,A-B,2895.0,2678.8494362397696,216.1505637602304,251.58495556672864,35.43439180649824
v1-old one-baseline A-D scaled layout,A-C,3718.0,3430.971198302108,287.02880169789205,259.25489815482814,-27.77390354306391
v1-old one-baseline A-D scaled layout,A-D,2429.0,2165.8598471827563,263.1401528172437,256.35088513646343,-6.789267680780256
v1-old one-baseline A-D scaled layout,A-E,1550.0,1373.5978335580342,176.40216644196585,214.72902481760957,38.326858375643724
v1-old one-baseline A-D scaled layout,A-F,3322.0,3048.9187874602203,273.0812125397797,235.53767648240284,-37.543536057376855
v1-old one-baseline A-D scaled layout,A-G,4020.5,3745.198772563374,275.30122743662605,223.85914532842241,-51.442082108203635
v1-old one-baseline A-D scaled layout,A-H,2688.0,2508.3706572738797,179.62934272612029,229.4168819334024,49.78753920728212
v1-old one-baseline A-D scaled layout,B-C,2407.0,2093.0299969596845,313.97000304031553,292.13675944203953,-21.833243598276
v1-old one-baseline A-D scaled layout,B-D,3670.0,3355.7239281270217,314.27607187297826,289.2327464236748,-25.04332544930344
v1-old one-baseline A-D scaled layout,B-E,3135.0,2850.690311499925,284.309688500075,247.61088610482096,-36.69880239525406
v1-old one-baseline A-D scaled layout,B-F,1620.0,1332.1613760344815,287.83862396551854,268.41953776961424,-19.4190861959043
v1-old one-baseline A-D scaled layout,B-G,2745.0,2561.675521522996,183.32447847700405,256.74100661563375,73.4165281386297
v1-old one-baseline A-D scaled layout,B-H,3902.0,3633.844794472995,268.1552055270049,262.2987432206138,-5.8564623063911085
v1-old one-baseline A-D scaled layout,C-D,2887.0,2609.8164335845236,277.18356641547643,296.9026890117743,19.719122596297893
v1-old one-baseline A-D scaled layout,C-E,3885.0,3620.0917549322244,264.9082450677756,255.28082869292044,-9.627416374855187
v1-old one-baseline A-D scaled layout,C-F,2672.0,2452.887565354262,219.11243464573818,276.0894803577137,56.97704571197551
v1-old one-baseline A-D scaled layout,C-G,1618.0,1352.8502715976733,265.1497284023267,264.41094920373325,-0.73877919859342
v1-old one-baseline A-D scaled layout,C-H,3347.0,3060.3084885978014,286.69151140219856,269.96868580871325,-16.72282559348531
v1-old one-baseline A-D scaled layout,D-E,2793.0,2568.0001027705384,224.99989722946157,252.37681567455576,27.37691844509419
v1-old one-baseline A-D scaled layout,D-F,3850.0,3589.180579652548,260.8194203474518,273.18546733934903,12.366046991897235
v1-old one-baseline A-D scaled layout,D-G,3160.0,2889.7536534985334,270.24634650146663,261.50693618536855,-8.739410316098088
v1-old one-baseline A-D scaled layout,D-H,1659.0,1373.0452426225434,285.95475737745664,267.0646727903486,-18.89008458710805
v1-old one-baseline A-D scaled layout,E-F,2762.0,2571.7307536793305,190.26924632066948,231.56360702049517,41.29436069982569
v1-old one-baseline A-D scaled layout,E-G,3711.0,3420.666197704804,290.33380229519616,219.8850758665147,-70.44872642868145
v1-old one-baseline A-D scaled layout,E-H,2333.0,2117.3339952067317,215.66600479326826,225.4428124714947,9.776807678226447
v1-old one-baseline A-D scaled layout,F-G,2374.0,2144.4925790492184,229.50742095078158,240.69372753130799,11.186306580526406
v1-old one-baseline A-D scaled layout,F-H,3660.0,3348.8873981327674,311.11260186723257,246.25146413628798,-64.86113773094459
v1-old one-baseline A-D scaled layout,G-H,2880.0,2692.1932303501126,187.80676964988743,234.57293298230752,46.76616333242009
v1-old one-baseline A-E scaled layout,A-B,2895.0,2737.432233401054,157.56776659894604,192.73543619831537,35.16766959936933
v1-old one-baseline A-E scaled layout,A-C,3718.0,3506.0018764198285,211.99812358017152,199.98994624348467,-12.008177336686856
v1-old one-baseline A-E scaled layout,A-D,2429.0,2213.2242590794476,215.77574092055238,197.3358769302962,-18.439863990256185
v1-old one-baseline A-E scaled layout,A-E,1550.0,1403.6365517390245,146.36344826097547,155.82069489787352,9.457246636898049
v1-old one-baseline A-E scaled layout,A-F,3322.0,3115.5944984840285,206.40550151597154,176.75272910827016,-29.652772407701377
v1-old one-baseline A-E scaled layout,A-G,4020.5,3827.1011807590903,193.3988192409097,163.91307812348285,-29.48574111742684
v1-old one-baseline A-E scaled layout,A-H,2688.0,2563.2253151850246,124.77468481497544,169.73632343077884,44.961638615803395
v1-old one-baseline A-E scaled layout,B-C,2407.0,2138.801718992889,268.19828100711084,234.4966153805223,-33.70166562658855
v1-old one-baseline A-E scaled layout,B-D,3670.0,3429.1090506916853,240.8909493083147,231.84254606733384,-9.04840324098086
v1-old one-baseline A-E scaled layout,B-E,3135.0,2913.0310351064954,221.96896489350456,190.32736403491114,-31.64160085859342
v1-old one-baseline A-E scaled layout,B-F,1620.0,1361.293935193115,258.706064806885,211.25939824530778,-47.446666561577246
v1-old one-baseline A-E scaled layout,B-G,2745.0,2617.6958843848442,127.30411561515575,198.41974726052047,71.11563164536472
v1-old one-baseline A-E scaled layout,B-H,3902.0,3713.312042475189,188.68795752481083,204.2429925678165,15.55503504300566
v1-old one-baseline A-E scaled layout,C-D,2887.0,2666.8895727794907,220.11042722050934,239.0970561125031,18.986628891993774
v1-old one-baseline A-E scaled layout,C-E,3885.0,3699.258242647233,185.74175735276685,197.5818740800804,11.840116727313557
v1-old one-baseline A-E scaled layout,C-F,2672.0,2506.5288834353155,165.4711165646845,218.51390829047705,53.04279172579254
v1-old one-baseline A-E scaled layout,C-G,1618.0,1382.4352687902897,235.56473120971032,205.67425730568976,-29.890473904020553
v1-old one-baseline A-E scaled layout,C-H,3347.0,3127.2332769092104,219.76672309078958,211.49750261298573,-8.269220477803856
v1-old one-baseline A-E scaled layout,D-E,2793.0,2624.158775630457,168.84122436954294,194.92780476689197,26.086580397349024
v1-old one-baseline A-E scaled layout,D-F,3850.0,3667.671081966165,182.32891803383518,215.8598389772886,33.530920943453424
v1-old one-baseline A-E scaled layout,D-G,3160.0,2952.948639315509,207.0513606844911,203.0201879925013,-4.031172691989809
v1-old one-baseline A-E scaled layout,D-H,1659.0,1403.071876390633,255.92812360936705,208.8434332997973,-47.08469030956974
v1-old one-baseline A-E scaled layout,E-F,2762.0,2627.971010805432,134.0289891945681,174.3446569448659,40.31566775029779
v1-old one-baseline A-E scaled layout,E-G,3711.0,3495.471519461852,215.52848053814796,161.50500596007862,-54.02347457806934
v1-old one-baseline A-E scaled layout,E-H,2333.0,2163.6372126574297,169.3627873425703,167.32825126737458,-2.0345360751957173
v1-old one-baseline A-E scaled layout,F-G,2374.0,2191.389717825583,182.61028217441708,182.43704017047526,-0.173242003941823
v1-old one-baseline A-E scaled layout,F-H,3660.0,3422.123015075905,237.8769849240948,188.26028547777122,-49.616699446323594
v1-old one-baseline A-E scaled layout,G-H,2880.0,2751.0678381570997,128.9321618429003,175.42063449298394,46.48847265008362
v1-old one-baseline A-F scaled layout,A-B,2895.0,2700.90781700092,194.0921829990798,229.42614498168092,35.333961982601124
v1-old one-baseline A-F scaled layout,A-C,3718.0,3459.2227558733775,258.77724412662246,236.93966333508024,-21.837580791542223
v1-old one-baseline A-F scaled layout,A-D,2429.0,2183.6941310130214,245.30586898697857,234.12976247394948,-11.176106513029083
v1-old one-baseline A-F scaled layout,A-E,1550.0,1384.9084147409192,165.09158525908083,192.5480700947478,27.45648483566697
v1-old one-baseline A-F scaled layout,A-F,3322.0,3074.0244207271753,247.9755792728247,213.40317941096936,-34.57239986185533
v1-old one-baseline A-F scaled layout,A-G,4020.5,3776.03776613793,244.4622338620702,201.28744784017073,-43.17478602189948
v1-old one-baseline A-F scaled layout,A-H,2688.0,2529.0252690261227,158.97473097387729,206.9451573439348,47.97042637005751
v1-old one-baseline A-F scaled layout,B-C,2407.0,2110.2645798342837,296.7354201657163,270.4333190730842,-26.302101092632086
v1-old one-baseline A-F scaled layout,B-D,3670.0,3383.355879043917,286.64412095608304,267.62341821195344,-19.020702744129608
v1-old one-baseline A-F scaled layout,B-E,3135.0,2874.16367714434,260.83632285566,226.04172583275172,-34.79459702290828
v1-old one-baseline A-F scaled layout,B-F,1620.0,1343.130758064819,276.869241935181,246.89683514897328,-29.9724067862077
v1-old one-baseline A-F scaled layout,B-G,2745.0,2582.7690601429163,162.23093985708374,234.78110357817468,72.55016372109094
v1-old one-baseline A-F scaled layout,B-H,3902.0,3663.7668688602466,238.23313113975337,240.43881308193875,2.205681942185379
v1-old one-baseline A-F scaled layout,C-D,2887.0,2631.3063776739255,255.69362232607455,275.13693656535276,19.44331423927821
v1-old one-baseline A-F scaled layout,C-E,3885.0,3649.9005830210053,235.09941697899467,233.55524418615104,-1.544172792843625
v1-old one-baseline A-F scaled layout,C-F,2672.0,2473.0853141149487,198.9146858850513,254.4103535023726,55.49566761732129
v1-old one-baseline A-F scaled layout,C-G,1618.0,1363.9900116666847,254.00998833331528,242.294621931574,-11.715366401741278
v1-old one-baseline A-F scaled layout,C-H,3347.0,3085.5079077868213,261.4920922131787,247.95233143533807,-13.539760777840627
v1-old one-baseline A-F scaled layout,D-E,2793.0,2589.1457197265636,203.85428027343642,230.7453433250203,26.89106305158387
v1-old one-baseline A-F scaled layout,D-F,3850.0,3618.7348766486625,231.26512335133748,251.60045264124184,20.335329289904365
v1-old one-baseline A-F scaled layout,D-G,3160.0,2913.548677411588,246.45132258841204,239.48472107044324,-6.9666015179687975
v1-old one-baseline A-F scaled layout,D-H,1659.0,1384.3512736201533,274.6487263798467,245.1424305742073,-29.50629580563941
v1-old one-baseline A-F scaled layout,E-F,2762.0,2592.9070898378304,169.09291016216957,210.01876026204013,40.92585009987056
v1-old one-baseline A-F scaled layout,E-G,3711.0,3448.8329010756684,262.16709892433164,197.90302869124153,-64.26407023309011
v1-old one-baseline A-F scaled layout,E-H,2333.0,2134.7687038667145,198.23129613328547,203.5607381950056,5.32944206172013
v1-old one-baseline A-F scaled layout,F-G,2374.0,2162.150918935066,211.84908106493413,218.7581380074631,6.909056942528963
v1-old one-baseline A-F scaled layout,F-H,3660.0,3376.46305518721,283.5369448127899,224.41584751122716,-59.12109730156274
v1-old one-baseline A-F scaled layout,G-H,2880.0,2714.3614875706508,165.63851242934925,212.30011594042855,46.661603511079306
v1-old one-baseline A-G scaled layout,A-B,2895.0,2671.1140044269996,223.8859955730004,259.3556061048952,35.46961053189477
v1-old one-baseline A-G scaled layout,A-C,3718.0,3421.063943569159,296.93605643084084,267.0804035354461,-29.855652895394712
v1-old one-baseline A-G scaled layout,A-D,2429.0,2159.6057214610005,269.3942785389995,264.1433872706998,-5.250891268299711
v1-old one-baseline A-G scaled layout,A-E,1550.0,1369.6314395397983,180.3685604602017,222.50744086086726,42.138880400665556
v1-old one-baseline A-G scaled layout,A-F,3322.0,3040.1147452979344,281.8852547020656,243.29980075888506,-38.58545394318054
v1-old one-baseline A-G scaled layout,A-G,4020.5,3734.3841559079874,286.1158440920126,231.7745870242308,-54.34125706778178
v1-old one-baseline A-G scaled layout,A-H,2688.0,2501.1274991038076,186.87250089619238,237.29726513828848,50.4247642420961
v1-old one-baseline A-G scaled layout,B-C,2407.0,2086.9861743377273,320.01382566227267,299.7477207766201,-20.266104885652567
v1-old one-baseline A-G scaled layout,B-D,3670.0,3346.033957023254,323.96604297674594,296.81070451187384,-27.155338464872102
v1-old one-baseline A-G scaled layout,B-E,3135.0,2842.4586728622253,292.5413271377747,255.17475810204127,-37.36656903573345
v1-old one-baseline A-G scaled layout,B-F,1620.0,1328.3146337172334,291.6853662827666,275.9671180000591,-15.71824828270752
v1-old one-baseline A-G scaled layout,B-G,2745.0,2554.2784405019,190.72155949809985,264.44190426540484,73.720344767305
v1-old one-baseline A-G scaled layout,B-H,3902.0,3623.351722990303,278.6482770096968,269.9645823794625,-8.6836946302343
v1-old one-baseline A-G scaled layout,C-D,2887.0,2602.280341114102,284.71965888589784,304.53550194242473,19.815843056526887
v1-old one-baseline A-G scaled layout,C-E,3885.0,3609.6383966555622,275.36160334443775,262.8995555325922,-12.462047811845537
v1-old one-baseline A-G scaled layout,C-F,2672.0,2445.804619874197,226.19538012580279,283.69191543061004,57.49653530480725
v1-old one-baseline A-G scaled layout,C-G,1618.0,1348.9437881323238,269.0562118676762,272.1667016959558,3.110489828279583
v1-old one-baseline A-G scaled layout,C-H,3347.0,3051.471557593266,295.52844240673403,277.6893798100134,-17.839062596720623
v1-old one-baseline A-G scaled layout,D-E,2793.0,2560.5847589212594,232.41524107874056,259.9625392678459,27.547298189105334
v1-old one-baseline A-G scaled layout,D-F,3850.0,3578.816480326163,271.18351967383705,280.75489916586366,9.571379492026608
v1-old one-baseline A-G scaled layout,D-G,3160.0,2881.4092157559935,278.5907842440065,269.2296854312094,-9.361098812797081
v1-old one-baseline A-G scaled layout,D-H,1659.0,1369.0804442630424,289.9195557369576,274.75236354526714,-15.167192191690447
v1-old one-baseline A-G scaled layout,E-F,2762.0,2564.3046372217323,197.69536277826774,239.11895275603115,41.42358997776341
v1-old one-baseline A-G scaled layout,E-G,3711.0,3410.78869963842,300.21130036158,227.5937390213769,-72.61756134020311
v1-old one-baseline A-G scaled layout,E-H,2333.0,2111.2199924848132,221.78000751518675,233.11641713543457,11.33640962024782
v1-old one-baseline A-G scaled layout,F-G,2374.0,2138.3001533406987,235.69984665930133,248.38609891939473,12.686252260093397
v1-old one-baseline A-G scaled layout,F-H,3660.0,3339.2171681577447,320.7828318422553,253.9087770334524,-66.8740548088029
v1-old one-baseline A-G scaled layout,G-H,2880.0,2684.419267066306,195.58073293369398,242.38356329879815,46.80283036510417
v1-old one-baseline A-H scaled layout,A-B,2895.0,2688.2792052268896,206.72079477311036,242.11225368942848,35.39145891631813
v1-old one-baseline A-H scaled layout,A-C,3718.0,3443.0484973707953,274.9515026292047,249.71532625596194,-25.236176373242756
v1-old one-baseline A-H scaled layout,A-D,2429.0,2173.483850884167,255.51614911583283,246.85154537934878,-8.664603736484054
v1-old one-baseline A-H scaled layout,A-E,1550.0,1378.4330102112779,171.56698978872214,205.24685651091602,33.67986672219388
v1-old one-baseline A-H scaled layout,A-F,3322.0,3059.6512308134375,262.34876918656255,226.07536842408368,-36.27340076247887
v1-old one-baseline A-H scaled layout,A-G,4020.5,3758.382178378705,262.1178216212952,214.20993783372575,-47.90788378756946
v1-old one-baseline A-H scaled layout,A-H,2688.0,2517.200327023952,170.799672976048,219.8104119973103,49.01073902126231
v1-old one-baseline A-H scaled layout,B-C,2407.0,2100.3976336351325,306.6023663648675,282.85872443479957,-23.74364193006795
v1-old one-baseline A-H scaled layout,B-D,3670.0,3367.5363506539134,302.46364934608664,279.9949435581864,-22.468705787900262
v1-old one-baseline A-H scaled layout,B-E,3135.0,2860.7249744143887,274.2750255856113,238.39025468975365,-35.88477089585763
