layout,tag_method,kind,keep_k,drop_category,dropped_lower_count,dropped_upper_count,drop_sets,d3_std_mm_median,d3_std_mm_p95_over_drop_sets,z_std_mm_median,residual_rms_median_mm
v4-io,T2,static,6,balanced,1,1,16,75.03868865966797,94.38851165771484,49.600707054138184,67.0659532546997
v4-io,T2,static,6,lower_heavy,2,0,6,89.28962707519531,93.045485496521,64.94974327087402,69.75585651397705
v4-io,T2,static,6,upper_heavy,0,2,6,69.17434310913086,75.45306396484375,44.871864318847656,70.79676055908203
v4-io,T2,static,5,lower_heavy,2,1,24,101.08853912353516,137.9962142944336,66.22415924072266,57.829551696777344
v4-io,T2,static,5,lower_heavy,3,0,4,110.85089683532715,116.48937587738037,77.12176513671875,55.6490273475647
v4-io,T2,static,5,upper_heavy,0,3,4,66.65720844268799,74.62003517150879,37.93875789642334,60.73686695098877
v4-io,T2,static,5,upper_heavy,1,2,24,74.81529998779297,106.85697269439696,49.14510536193848,58.164934158325195
v4-io,T2,static,4,balanced,2,2,36,110.91367721557617,163.6480884552002,71.77136039733887,35.50797891616821
v4-io,T2,static,4,lower_heavy,3,1,16,126.36498260498047,172.0245361328125,84.02634239196777,32.24835395812988
v4-io,T2,static,4,lower_heavy,4,0,1,149.50920867919922,149.50920867919922,89.6219367980957,24.530702114105225
v4-io,T2,static,4,upper_heavy,0,4,1,46.64209747314453,46.64209747314453,28.062570571899414,46.33314037322998
v4-io,T2,static,4,upper_heavy,1,3,16,68.43837070465088,103.61275482177734,39.947195053100586,32.770302534103394
v4-io,T3,static,7,lower_heavy,1,0,4,65.15434169769287,70.87012786865235,47.787611961364746,77.83772468566895
v4-io,T3,static,7,upper_heavy,0,1,4,60.96120548248291,70.79837303161621,39.75382137298584,79.25644111633301
v4-io,T3,static,6,balanced,1,1,16,71.4950942993164,89.40018653869629,47.04798889160156,67.56015968322754
v4-io,T3,static,6,lower_heavy,2,0,6,84.48698234558105,88.82389450073242,64.42616844177246,71.12936687469482
v4-io,T3,static,6,upper_heavy,0,2,6,63.054049491882324,71.77767181396484,43.82903289794922,73.47759437561035
v4-io,T3,static,5,lower_heavy,2,1,24,92.75899887084961,126.89911746978758,60.301639556884766,58.284483909606934
v4-io,T3,static,5,lower_heavy,3,0,4,103.11425971984863,107.39779663085938,70.64580535888672,55.929187297821045
v4-io,T3,static,5,upper_heavy,0,3,4,58.9251070022583,65.42584066390991,33.59976291656494,63.33046817779541
v4-io,T3,static,5,upper_heavy,1,2,24,68.56553077697754,104.89290332794188,46.89545726776123,58.36812877655029
v4-io,T3,static,4,balanced,2,2,36,105.82518577575684,146.1852264404297,61.394554138183594,35.50291061401367
v4-io,T3,static,4,lower_heavy,3,1,16,117.57040214538574,161.10710906982422,78.02316093444824,32.37805366516113
v4-io,T3,static,4,lower_heavy,4,0,1,109.00264739990234,109.00264739990234,80.60561752319336,24.55890703201294
v4-io,T3,static,4,upper_heavy,0,4,1,50.31393814086914,50.31393814086914,30.321352005004883,46.36601257324219
v4-io,T3,static,4,upper_heavy,1,3,16,65.83121109008789,101.7334337234497,39.67100524902344,32.77789545059204
v4-io,T4,static,7,lower_heavy,1,0,4,65.15434169769287,70.87012786865235,47.787611961364746,77.83772468566895
v4-io,T4,static,7,upper_heavy,0,1,4,60.96120548248291,70.79837303161621,39.75382137298584,79.25644111633301
v4-io,T4,static,6,balanced,1,1,16,71.4950942993164,89.40018653869629,47.04798889160156,67.56015968322754
v4-io,T4,static,6,lower_heavy,2,0,6,84.48698234558105,88.82389450073242,64.42616844177246,71.12936687469482
v4-io,T4,static,6,upper_heavy,0,2,6,63.054049491882324,71.77767181396484,43.82903289794922,73.47759437561035
v4-io,T4,static,5,lower_heavy,2,1,24,92.75899887084961,126.89911746978758,60.301639556884766,58.284483909606934
v4-io,T4,static,5,lower_heavy,3,0,4,103.11425971984863,107.39779663085938,70.64580535888672,55.929187297821045
v4-io,T4,static,5,upper_heavy,0,3,4,58.9251070022583,65.42584066390991,33.59976291656494,63.33046817779541
v4-io,T4,static,5,upper_heavy,1,2,24,68.56553077697754,104.89290332794188,46.89545726776123,58.36812877655029
v4-io,T4,static,4,balanced,2,2,36,105.82518577575684,146.1852264404297,61.394554138183594,35.50291061401367
v4-io,T4,static,4,lower_heavy,3,1,16,117.57040214538574,161.10710906982422,78.02316093444824,32.37805366516113
v4-io,T4,static,4,lower_heavy,4,0,1,109.00264739990234,109.00264739990234,80.60561752319336,24.55890703201294
v4-io,T4,static,4,upper_heavy,0,4,1,50.31393814086914,50.31393814086914,30.321352005004883,46.36601257324219
v4-io,T4,static,4,upper_heavy,1,3,16,65.83121109008789,101.7334337234497,39.67100524902344,32.77789545059204
