position_id,likelihood,post_mean_x,post_mean_y,post_mean_z,post_std_x,post_std_y,post_std_z,post_std,cr50_contains_truth,cr90_contains_truth,cr95_contains_truth,mahalanobis2,actual_error_3d
ID05,gaussian_exp_tail,-140.5263671875,1197.814208984375,583.6654663085938,24.163206622748145,35.755997824128656,21.861604384249453,48.376457920626514,False,False,False,30.29078674581719,151.4814760691691
ID06,gaussian_exp_tail,-191.79966735839844,1775.3087158203125,494.936279296875,23.093303745870127,29.340275964550237,21.002046277499247,42.83968276513265,False,False,False,11.683820251416856,92.22441192400964
ID07,gaussian_exp_tail,336.7486267089844,78.83468627929688,94.29995727539062,24.65858075652231,31.22917148160804,19.27492973884953,44.21345578883423,False,False,False,23.3154907375682,139.62499228773427
ID08,gaussian_exp_tail,486.125,1205.5286865234375,-93.70140075683594,25.56241356841498,38.66269137574039,19.344316085606433,50.223931115338715,False,False,False,17.576918621714015,121.38799722706621
ID09,gaussian_exp_tail,425.476318359375,1613.0904541015625,-34.915000915527344,30.292461321822948,36.81242421979122,21.30579519241641,52.2180495485345,False,True,True,4.789475927128066,55.236621522357325
ID10,gaussian_exp_tail,85.08297729492188,156.09654235839844,-962.5300903320312,21.61074284090191,28.14648499098148,20.68486936454158,41.074476796561754,False,False,False,10.569217849098637,88.26565367068974
ID11,gaussian_exp_tail,-77.46693420410156,1146.527587890625,-962.93408203125,21.93692113527303,33.68664787791147,19.9500720270831,44.8778801641899,True,True,True,0.5761351307423976,19.72192420201998
ID12,gaussian_exp_tail,4.116128444671631,1668.640625,-961.9334106445312,21.359838938645048,29.388578972016578,20.77547585097733,41.85154346393755,False,False,False,13.387549650354748,92.0885882190571
ID13,gaussian_exp_tail,-176.8393096923828,1085.041015625,-176.7279815673828,22.717844147453363,35.285774280907056,17.977564901862387,45.6550013592353,False,True,True,4.3523963739124465,59.470455730027034
ID14,gaussian_exp_tail,-174.58555603027344,1068.9615478515625,-168.31800842285156,21.862857561667006,34.21558955731576,17.623099053948483,44.263582432759726,False,False,True,7.221126684147914,73.00812037836059
ID15,gaussian_exp_tail,-186.5102081298828,1079.21728515625,-194.77511596679688,22.906182259808823,35.66548238312174,18.014677388430567,46.057012720644174,False,True,True,2.5865794929069765,55.7578640642074
ID16,gaussian_exp_tail,-169.4099884033203,1100.2550048828125,-177.59959411621094,23.03817186240544,35.734847727584565,18.532577783696446,46.38095669759459,True,True,True,1.0556357053822865,27.94275100010761
ID17,gaussian_exp_tail,-151.8121795654297,191.3533935546875,-312.90631103515625,23.175389962334066,30.730283228812887,18.823756561578577,42.846036203117855,True,True,True,2.154794843709304,37.1344706871085
ID18,gaussian_exp_tail,-323.99163818359375,227.0998992919922,-248.27032470703125,22.86445639856033,29.174123854869713,18.206693213728318,41.29644714596844,False,True,True,3.7242286266178404,42.57785379038241
ID19,gaussian_exp_tail,-204.88360595703125,-13.766989707946777,-85.47881317138672,25.04568177247186,31.427501270194004,20.51184953891292,45.11884288235878,False,False,False,51.6987869039569,222.1909223533052
ID20,gaussian_exp_tail,-38.50583267211914,89.02996063232422,-229.9332275390625,24.13440998669636,31.97904156680798,19.392177744937925,44.51050890103198,False,False,False,15.053242538222822,121.29533357091957
ID21,gaussian_exp_tail,-226.3419647216797,1680.6783447265625,-193.61102294921875,24.95258094864619,31.885402914742134,19.413221615643785,44.90193078846706,False,False,False,8.55930385066077,89.68956336989142
ID22,gaussian_exp_tail,-168.69029235839844,1680.4976806640625,-196.2205352783203,24.502639026896855,31.684225991313905,20.118947103575287,44.82233292129629,False,False,False,13.176293754888666,110.55266872001516
ID23,gaussian_exp_tail,-177.9199981689453,1692.1685791015625,-256.2289123535156,24.5791544575604,32.140847766577686,19.25944646714226,44.81177531881159,False,False,False,12.719266036195414,111.57817989617317
ID24,gaussian_exp_tail,-272.51226806640625,1772.97607421875,-290.9075622558594,24.51347540444549,30.437583447862455,20.090304511017354,43.94288677243848,False,False,False,41.28778096791432,192.92219656657937
