case_id,source_kind,version,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,layout_json,source_tr_all,eval_set,method,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,scale_bias_expected_mm,n_frames,pct_ge8
production_style_T1_median,production_style_probe,v4-io,T1,median,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1470.9001162397135,1211.8011145896753,156.75768146931708,1469.8598522744642,1211.112953711455,160.84590534783155,1470.9001162397135,1211.8011145896753,156.75768146931708,20.09379029322542,23.649667189684994,82.8093171434279,88.53654308410947,57.40483949999744,185.39417814619853,8.0,8.0,100.0,91.42381348875936,107.07520924666584,174.20371919111648,0,{},-42.14747471834062,23.109580047639582,-231.4896753456444,-80.19599149999999,202.56013000000002,-220.692665,38.04851678165937,-179.45054995236043,-10.797010345644395,39.550790911031946,179.45054995236043,183.75735343080225,-1.0000000000000009,1.0,0.9582672713308588,741.3886596640334,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,,,,,,,,,
production_style_T1_mean,production_style_probe,v4-io,T1,mean,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1498.226915232176,1051.0521125810787,-1478.9149016301974,1498.2269152321737,1051.0521125810787,-1478.914901630197,1498.4916139683073,1052.945222523696,-1478.583224773934,24.644705696449353,30.499593699750196,39.584812363758125,55.718435948870486,44.240385563736204,97.70271971965299,8.0,8.0,99.91673605328893,91.3405495420483,103.60462270142607,179.70053661926082,0,{},-183.76211682925748,1660.7702833766925,-226.53905872113455,-212.053465,1598.6443,-226.93474500000002,28.29134817074251,62.1259833766926,0.3956862788654689,28.294115093945912,62.1259833766926,68.2656191612626,-1.0000000000000009,1.0,0.9582672713308588,663.0470140007798,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,,,,,,,,,
production_style_T1_median,production_style_probe,v4-io,T1,median,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1498.4916139683073,1052.945222523696,-1478.583224773934,1498.2269152321737,1051.0521125810787,-1478.914901630197,1498.4916139683073,1052.945222523696,-1478.583224773934,24.644705696449353,30.499593699750196,39.584812363758125,55.752202152032616,43.96277140542968,97.08677825874605,8.0,8.0,99.91673605328893,91.3405495420483,103.60462270142607,179.70053661926082,0,{},-181.89310868201414,1660.4180650672274,-226.15605608309988,-212.053465,1598.6443,-226.93474500000002,30.160356317985844,61.77376506722749,0.778688916900137,30.170406852695436,61.77376506722749,68.74773814634331,-1.0000000000000009,1.0,0.9582672713308588,663.0470140007798,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,,,,,,,,,
production_style_T1_mean,production_style_probe,v4-io,T1,mean,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1479.5657249273609,1022.7501606490016,-1416.1742825419246,1479.565724927363,1022.7501606490016,-1416.174282541925,1479.2883424838415,1020.7001218492201,-1414.329922196262,18.663558567502182,23.773765015864566,28.037317824006447,41.226344880385405,34.31621395982673,70.24702571967235,8.0,8.0,99.83347210657784,92.67277268942547,125.77090719683433,193.9569958067105,0,{},-211.6502540850098,1598.2210207738012,-246.42541933781717,-232.83767,1599.3211999999999,-235.17408,21.187415914990197,-1.1001792261986338,-11.251339337817171,23.989565024182745,1.1001792261986338,24.014779290662887,-1.0000000000000009,1.0,0.9582672713308588,667.3618160827639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,,,,,,,,,
production_style_T1_median,production_style_probe,v4-io,T1,median,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1479.2883424838415,1020.7001218492201,-1414.329922196262,1479.565724927363,1022.7501606490016,-1416.174282541925,1479.2883424838415,1020.7001218492201,-1414.329922196262,18.663558567502182,23.773765015864566,28.037317824006447,41.31939952832951,34.119256562130175,71.47225854516176,8.0,8.0,99.83347210657784,92.67277268942547,125.77090719683433,193.9569958067105,0,{},-213.70237130583234,1596.3992189347919,-246.81415852624718,-232.83767,1599.3211999999999,-235.17408,19.13529869416766,-2.9219810652080014,-11.64007852624718,22.397568712077103,2.9219810652080014,22.587364998105674,-1.0000000000000009,1.0,0.9582672713308588,667.3618160827639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,,,,,,,,,
production_style_T1_mean,production_style_probe,v4-io,T1,mean,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1455.4324092001314,1045.466185415037,-1540.5174008906793,1455.4324092001327,1045.4661854150372,-1540.5174008906768,1456.7902591987074,1042.8447935759946,-1536.8607363542264,38.753637955478766,44.102379775214715,54.370888656943556,80.01910952995756,69.23798804529281,129.1861265062756,8.0,8.0,100.0,93.75520399666945,88.86143500282073,154.14406684828032,0,{},-185.94069947603043,1722.0753924851788,-270.0635072393691,-230.87733,1599.6642499999998,-223.24148,44.93663052396957,122.41114248517897,-46.82202723936908,64.89686431293867,122.41114248517897,138.54995778483212,-1.0000000000000009,1.0,0.9582672713308588,667.011187668517,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,,,,,,,,,
production_style_T1_median,production_style_probe,v4-io,T1,median,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1456.7902591987074,1042.8447935759946,-1536.8607363542264,1455.4324092001327,1045.4661854150372,-1540.5174008906768,1456.7902591987074,1042.8447935759946,-1536.8607363542264,38.753637955478766,44.102379775214715,54.370888656943556,80.15699930319191,68.53178808918271,129.40028785013757,8.0,8.0,100.0,93.75520399666945,88.86143500282073,154.14406684828032,0,{},-188.68604337548618,1718.462040267258,-268.8414516156138,-230.87733,1599.6642499999998,-223.24148,42.19128662451382,118.79779026725828,-45.59997161561378,62.12456903976607,118.79779026725828,134.06109447099166,-1.0000000000000009,1.0,0.9582672713308588,667.011187668517,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,,,,,,,,,
production_style_T1_mean,production_style_probe,v4-io,T1,mean,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1471.0855281790882,1015.6314457571629,-1474.135223702567,1471.08552817909,1015.6314457571626,-1474.1352237025678,1472.3692323507291,1016.730636448611,-1470.633247177162,29.050514383974146,35.30493334041939,50.27353622327577,67.95439020797674,49.94098927258349,128.8679219693682,8.0,8.0,99.91673605328893,92.5895087427144,161.63902902625256,208.3744614059077,0,{},-217.50868157625052,1656.1904910179187,-255.76778979581127,-218.202475,1599.5815,-226.071175,0.6937934237494687,56.6089910179187,-29.696614795811257,29.70471813779141,56.6089910179187,63.92924325934442,-1.0000000000000009,1.0,0.9582672713308588,664.8880006105873,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,,,,,,,,,
production_style_T1_median,production_style_probe,v4-io,T1,median,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1472.3692323507291,1016.730636448611,-1470.633247177162,1471.08552817909,1015.6314457571626,-1474.1352237025678,1472.3692323507291,1016.730636448611,-1470.633247177162,29.050514383974146,35.30493334041939,50.27353622327577,68.06555005800593,49.81822285223756,129.6241286169372,8.0,8.0,99.91673605328893,92.5895087427144,161.63902902625256,208.3744614059077,0,{},-216.53425351929445,1652.6863969535652,-254.3923731640516,-218.202475,1599.5815,-226.071175,1.6682214807055402,53.10489695356523,-28.321198164051594,28.37028777358747,53.10489695356523,60.208000372084676,-1.0000000000000009,1.0,0.9582672713308588,664.8880006105873,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,1201,1.0,ok,1337.3399892903635,767.7077458413088,125.99885835912563,1337.3399892903644,767.7077458413088,125.99885835912565,1336.24753801369,768.4433038577371,120.77324276012865,18.534728299707837,29.810442893383783,48.405279147991116,59.79355908489333,45.57864678430807,110.95004790203484,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,{},-476.7935696639903,58.094269984250374,-392.3068898926565,-542.215344349341,182.54280058407934,-383.3240609304319,65.42177468535067,-124.44853059982897,-8.982828962224573,66.0355950919303,124.44853059982897,140.8834148776993,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,1201,1.0,ok,1336.24753801369,768.4433038577371,120.77324276012865,1337.3399892903644,767.7077458413088,125.99885835912565,1336.24753801369,768.4433038577371,120.77324276012865,18.534728299707837,29.810442893383783,48.405279147991116,60.0359164318706,44.95839579909863,113.96188708823681,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,{},-475.9269788824299,63.301328953658924,-393.3918373947663,-542.215344349341,182.54280058407934,-383.3240609304319,66.28836546691105,-119.24147163042042,-10.067776464334372,67.04854598878764,119.24147163042042,136.79925466097734,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1506.1004387432035,717.5045287282596,-867.2787143411651,1506.1004387432024,717.5045287282596,-867.2787143411655,1506.128498933301,718.166276955703,-866.9489921576721,24.56557723205123,30.399986941250845,43.445003173431765,58.43881493931573,45.29899466366173,106.45443057978171,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,{},-524.802306688745,1053.281354307478,-234.51393344995859,-543.22998,1105.589,-259.92136,18.42767331125492,-52.307645692521874,25.407426550041407,31.386565080653313,52.307645692521874,61.0016906770336,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1506.128498933301,718.166276955703,-866.9489921576721,1506.1004387432024,717.5045287282596,-867.2787143411655,1506.128498933301,718.166276955703,-866.9489921576721,24.56557723205123,30.399986941250845,43.445003173431765,58.44349840932413,45.07273624851845,106.39052333174459,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,{},-524.147708457929,1052.9439353769592,-234.44276863688515,-543.22998,1105.589,-259.92136,19.082271542071,-52.64506462304075,25.478591363114845,31.832243167171285,52.64506462304075,61.52068379186028,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1477.5345222588148,665.7602740483853,-1611.0605166774897,1477.5345222588141,665.7602740483852,-1611.0605166774883,1484.6727774722976,664.2966183601717,-1614.2698330049088,39.54557326934373,51.569615795889696,60.035797199685334,88.47358127677694,59.18409514637455,183.37510590715826,8.0,8.0,100.0,92.2564529558701,136.97873174047163,192.1138821677738,0,{},-565.373583561396,1797.3671981992338,-271.8646680673269,-554.00287,1625.5614500000001,-256.2951,-11.370713561395974,171.80574819923368,-15.569568067326884,19.2796415085561,171.80574819923368,172.8841221483249,-1.0000000000000009,1.0,0.9582672713308588,813.3092827400905,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1484.6727774722976,664.2966183601717,-1614.2698330049088,1477.5345222588141,665.7602740483852,-1611.0605166774883,1484.6727774722976,664.2966183601717,-1614.2698330049088,39.54557326934372,51.569615795889696,60.035797199685334,88.83113908249949,57.9805209275947,184.99019729554297,8.0,8.0,100.0,92.2564529558701,136.97873174047163,192.1138821677738,0,{},-567.2319323654315,1800.653509698433,-264.85443389087686,-554.00287,1625.5614500000001,-256.2951,-13.229062365431446,175.09205969843288,-8.559333890876871,15.756595054896476,175.09205969843288,175.79960084472197,-1.0000000000000009,1.0,0.9582672713308588,813.3092827400905,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2201.792586752164,1052.1720355521281,274.6106649241589,2201.7925867521594,1052.1720355521288,274.61066492415864,2201.205009039631,1054.9865521451566,273.0651800185729,19.228708972084704,24.7084155197068,46.747051039229696,56.26309471662543,35.2587272736596,118.77579867432993,8.0,8.0,100.0,93.83846794338052,79.1715929587363,108.64117551556745,0,{},-247.76452707107126,-86.6942641337082,489.09294699557586,-321.178815,182.16379,479.93381999999997,73.41428792892873,-268.8580541337082,9.159126995575889,73.98342570760519,268.8580541337082,278.85157441190233,-1.0000000000000009,1.0,0.9582672713308588,1047.8906733259494,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2201.205009039631,1054.9865521451566,273.0651800185729,2201.7925867521594,1052.1720355521288,274.61066492415864,2201.205009039631,1054.9865521451566,273.0651800185729,19.228708972084704,24.7084155197068,46.747051039229696,56.35770667713553,34.611686522670745,121.45063237311318,8.0,8.0,100.0,93.83846794338052,79.1715929587363,108.64117551556745,0,{},-244.9001296846185,-85.18774560981285,488.66761845934116,-321.178815,182.16379,479.93381999999997,76.2786853153815,-267.35153560981286,8.733798459341187,76.77706082529721,267.35153560981286,278.15743862405765,-1.0000000000000009,1.0,0.9582672713308588,1047.8906733259494,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,1200,1.0,ok,2233.8932478569936,1119.0995598700517,-893.850601874668,2233.8932478569945,1119.099559870051,-893.8506018746683,2236.484690665885,1122.726867859483,-898.8901868648865,26.520661932896257,39.486667811515154,54.79167862394609,72.55804910997615,42.80592082326045,143.54255106127025,8.0,8.0,99.75,91.5,159.3213679138928,224.89715165097826,0,{},-168.29606203204548,1081.1042247191203,516.3496977411169,-184.9818897969324,1103.5866165595767,473.70402893394925,16.68582776488691,-22.48239184045633,42.645668807167624,45.79377595492755,22.48239184045633,51.01497681150035,-1.0000000000000009,1.0,0.9582672713308588,705.9514108073571,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,1200,1.0,ok,2236.484690665885,1122.726867859483,-898.8901868648865,2233.8932478569945,1119.099559870051,-893.8506018746683,2236.484690665885,1122.726867859483,-898.8901868648865,26.520661932896257,39.486667811515154,54.79167862394609,72.86934092333543,41.85293759195013,143.21230764876492,8.0,8.0,99.75,91.5,159.3213679138928,224.89715165097826,0,{},-164.7716494699623,1086.121278188622,519.1206265622841,-184.9818897969324,1103.5866165595767,473.70402893394925,20.21024032697008,-17.46533837095467,45.41659762833484,49.71037270236422,17.46533837095467,52.68927024186138,-1.0000000000000009,1.0,0.9582672713308588,705.9514108073571,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2199.1415791699837,1064.7957103145138,-1632.699862032094,2199.1415791699837,1064.7957103145145,-1632.699862032095,2198.9265426489974,1063.0232913005893,-1636.4434713763494,32.75365526242486,45.709992822211035,44.93705408130848,71.98294385729719,47.65963557211416,154.78056325036343,8.0,8.0,99.83347210657784,92.83930058284763,96.75766515170767,180.62818735752245,0,{},-211.10435843889286,1820.2371219367283,472.70538771440897,-193.231255,1684.95255,476.52297999999996,-17.873103438892855,135.2845719367283,-3.8175922855909903,18.276264317315164,135.2845719367283,136.5135057109742,-1.0000000000000009,1.0,0.9582672713308588,1013.9317064581626,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2198.9265426489974,1063.0232913005893,-1636.4434713763494,2199.1415791699837,1064.7957103145145,-1632.699862032095,2198.9265426489974,1063.0232913005893,-1636.4434713763494,32.75365526242486,45.709992822211035,44.93705408130848,72.10233371501555,46.569110876600604,154.83643234621107,8.0,8.0,99.83347210657784,92.83930058284763,96.75766515170767,180.62818735752245,0,{},-212.81320639206785,1823.99986849568,472.35339652886523,-193.231255,1684.95255,476.52297999999996,-19.58195139206785,139.04731849567997,-4.169583471134729,20.02094519856812,139.04731849567997,140.48129778544592,-1.0000000000000009,1.0,0.9582672713308588,1013.9317064581626,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1767.2973255995423,1616.4799235929938,125.5123083277101,1767.297325599544,1616.4799235929947,125.51230832771016,1767.0099603903395,1614.8051641099728,125.18180497823413,18.238688492984924,26.2775916468843,79.4413559613682,85.63930533163703,73.73171471433196,148.7600635018832,8.0,8.0,100.0,90.84096586178185,80.02289283738357,185.4535192568529,0,{},343.95176549189637,51.9592420852787,88.9593708766663,352.14755,211.565355,53.795866000000004,-8.195784508103657,-159.6061129147213,35.163504876666295,36.1059961628897,159.6061129147213,163.63909752458724,-1.0000000000000009,1.0,0.9582672713308588,906.6934696461826,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,,,,,,,,,
