case_id,source_kind,version,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,layout_json,source_tr_all,eval_set,method,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,scale_bias_expected_mm,n_frames,pct_ge8
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,motive_iantenna,False,1200,1200,1.0,ok,1524.6302674955914,1084.3278448363037,-891.1981802406674,1525.3772935459012,1084.959971277619,-888.8486998690636,1524.6302674955914,1084.3278448363037,-891.1981802406674,32.64704192550306,37.56687053838889,57.0043318338791,75.71704330026914,66.6622022800288,128.5003205631825,8.0,8.0,99.83333333333331,91.66666666666666,59.48583247857371,133.88775711231375,0,{},-159.5350186493041,1072.9370023623687,-193.66905089575835,-189.628155,1139.0976,-197.96616,30.09313635069589,-66.16059763763133,4.297109104241656,30.39838814929717,66.16059763763133,72.80993532371717,-1.0000000000000009,1.0,0.9582672713308588,210.42408004244712,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID13_BSF66F_120s_20260528_115704/tag_capture_20260528_115704/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.481399537538401,0.481399537538401,8.781571037865104,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1546.1746853706777,1069.3077453054914,-901.7950090541392,1544.141978880724,1067.0701925462645,-898.2302965403684,1546.1746853706777,1069.3077453054914,-901.7950090541392,18.883304429034048,21.35148161024508,32.696379484769174,43.62755892615015,29.450808530192568,73.78352935606563,8.0,8.0,99.91673605328891,91.9233971690258,43.04771472370011,140.32332578659015,0,{},-175.7141650750143,1083.8937637453314,-173.16922862028196,-198.69532,1132.6278,-194.690585,22.981154924985702,-48.73403625466858,21.521356379718043,31.48495294754345,48.73403625466858,58.01989789529431,-1.0000000000000009,1.0,0.9582672713308588,208.1526174862496,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID14_BSF66F_120s_20260528_120122/tag_capture_20260528_120122/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.0167156256319243,1.0167156256319243,8.6867767073252,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1500.9492639303353,1076.573078343279,-878.3068746114734,1501.1107917957052,1075.3072669494695,-880.1568818514958,1500.9492639303353,1076.573078343279,-878.3068746114734,21.74852695633848,28.279452596867195,40.01797153560789,53.658315350911714,45.47807813533343,93.564853776679,8.0,8.0,99.91673605328891,95.58701082431308,56.01018674565723,157.72744333359103,0,{},-165.98379378608854,1059.9423277494468,-217.6828766006261,-200.165335,1132.2551,-184.312585,34.18154121391146,-72.31277225055328,-33.37029160062605,47.76980344599652,72.31277225055328,86.66655151688875,-1.0000000000000009,1.0,0.9582672713308588,209.439366523459,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID15_BSF66F_120s_20260528_120437/tag_capture_20260528_120437/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.2066814206861238,1.2066814206861238,8.740476255760337,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1545.0705409152026,1061.8987297730678,-949.4042857156096,1544.5546214820656,1060.9555674513308,-947.668480749896,1545.0705409152026,1061.8987297730678,-949.4042857156096,18.402115259195725,20.50452356490242,32.01835938572232,42.28968452584228,31.07911114029044,72.81312903204292,8.0,8.0,99.91673605328891,89.75853455453789,58.16103641164663,173.49841023781707,0,{},-182.44439049161213,1131.577885224595,-175.08873245182485,-184.854655,1122.0572,-185.780155,2.410264508387854,9.520685224595129,10.691422548175126,10.959739554570705,9.520685224595129,14.517552763804428,-1.0000000000000009,1.0,0.9582672713308588,193.9946298264024,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID16_BSF66F_120s_20260528_120804/tag_capture_20260528_120804/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.6908759326306466,0.6908759326306466,8.095925249815744,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,1199,1199,1.0,ok,1380.637459889019,1079.7741130525744,17.13663343002378,1380.5200175531293,1081.0256986419945,24.809446876723225,1380.637459889019,1079.7741130525744,17.13663343002378,18.62258555306413,24.66860337191266,55.19935175809415,63.739794829396025,48.43106873486803,115.1479487035427,8.0,8.0,99.83319432860718,92.49374478732275,65.56868196888631,104.42220124084064,0,{},-166.6304709559106,163.54998590479485,-330.7519006498685,-180.3984,209.458655,-328.203235,13.767929044089383,-45.90866909520517,-2.5486656498684965,14.00184154880706,45.90866909520517,47.99643179290462,-1.0000000000000009,1.0,0.9582672713308588,746.0479146483464,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.145788046074479,1.145788046074479,31.13461519619808,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,1199,1199,1.0,ok,1455.2160521693943,925.5180767283032,0.0351351919598873,1455.246847989048,924.152054586411,-0.0205934277886569,1455.2160521693943,925.5180767283032,0.0351351919598873,15.808540248095442,21.077139083153607,32.365435459465445,41.75580462331895,34.277086992802865,75.13275868071658,8.0,8.0,99.83319432860718,92.91075896580485,35.895086134995765,120.85962168277824,0,{},-324.94349855467067,183.1306954064869,-265.9218650266448,-295.4243,206.90585,-224.00141,-29.51919855467065,-23.77515459351312,-41.92045502664479,51.27092385505666,23.77515459351312,56.51518034029854,-1.0000000000000009,1.0,0.9582672713308588,758.3430541074473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.8878688194487976,1.8878688194487976,31.647724915193997,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1653.7356688823038,1065.077281052639,111.818463997471,1651.1845811196954,1066.5794171311848,119.58968560978016,1653.7356688823038,1065.077281052639,111.818463997471,23.92304476060932,22.97250780762617,109.9744907950354,115.16767410230835,68.0401852660819,221.2745845236279,8.0,8.0,99.91673605328891,89.84179850124896,176.343607593833,221.13836216150324,0,{},-199.23346466967791,71.34001531612749,-58.35945620488337,-188.530555,205.96057,-114.135095,-10.702909669677922,-134.6205546838725,55.77563879511664,56.79325803650117,134.6205546838725,146.11012251652556,-1.0000000000000009,1.0,0.9582672713308588,747.0845615290667,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,all8,,"0,1,2,3,4",0.0,2.6772087824857564,2.6772087824857564,31.177877299196894,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1470.9001162397135,1211.8011145896753,156.75768146931708,1469.8598522744642,1211.112953711455,160.84590534783155,1470.9001162397135,1211.8011145896753,156.75768146931708,20.09379029322542,23.649667189684997,82.8093171434279,88.53654308410947,57.40483949999744,185.39417814619853,8.0,8.0,100.0,91.42381348875936,107.07520924666584,174.20371919111648,0,{},-42.14747471834062,23.109580047639582,-231.4896753456444,-80.19599149999999,202.56013,-220.692665,38.04851678165937,-179.45054995236043,-10.797010345644397,39.550790911031946,179.45054995236043,183.75735343080223,-1.0000000000000009,1.0,0.9582672713308588,741.3886596640334,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.4963705153659816,1.4963705153659816,30.940171772137404,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1498.491613968307,1052.945222523696,-1478.583224773934,1498.2269152321735,1051.0521125810787,-1478.914901630197,1498.491613968307,1052.945222523696,-1478.583224773934,24.644705696449357,30.4995936997502,39.584812363758125,55.752202152032616,43.96277140542968,97.08677825874604,8.0,8.0,99.91673605328891,91.3405495420483,103.60462270142608,179.70053661926082,0,{},-181.89310868201412,1660.4180650672274,-226.15605608309988,-212.053465,1598.6443,-226.934745,30.160356317985844,61.77376506722749,0.778688916900137,30.17040685269544,61.77376506722749,68.74773814634331,-1.0000000000000009,1.0,0.9582672713308588,663.0470140007798,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.110395865917397,1.110395865917397,27.670761130178835,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1479.2883424838417,1020.70012184922,-1414.329922196262,1479.565724927363,1022.7501606490016,-1416.174282541925,1479.2883424838417,1020.70012184922,-1414.329922196262,18.663558567502182,23.77376501586457,28.037317824006447,41.31939952832951,34.119256562130175,71.47225854516176,8.0,8.0,99.83347210657784,92.67277268942549,125.77090719683432,193.9569958067105,0,{},-213.70237130583237,1596.399218934792,-246.8141585262472,-232.83767,1599.3212,-235.17408,19.13529869416766,-2.9219810652080014,-11.64007852624718,22.397568712077103,2.9219810652080014,22.587364998105677,-1.0000000000000009,1.0,0.9582672713308588,667.3618160827639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.8995698510122168,0.8995698510122168,27.850829594727323,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1456.7902591987074,1042.8447935759946,-1536.8607363542264,1455.4324092001327,1045.4661854150372,-1540.5174008906768,1456.7902591987074,1042.8447935759946,-1536.8607363542264,38.753637955478766,44.10237977521472,54.37088865694356,80.15699930319191,68.53178808918271,129.40028785013757,8.0,8.0,100.0,93.75520399666944,88.86143500282073,154.14406684828032,0,{},-188.68604337548615,1718.462040267258,-268.8414516156138,-230.87733,1599.6642499999998,-223.24148,42.19128662451382,118.79779026725828,-45.59997161561378,62.12456903976607,118.79779026725828,134.06109447099166,-1.0000000000000009,1.0,0.9582672713308588,667.011187668517,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,all8,,"0,1,2,3,4",0.0,2.6953588961350192,2.6953588961350192,27.836196914251865,,
raw_replay_T1_median,existing_raw_replay_matrix,v4-io,T1,median,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1472.3692323507291,1016.730636448611,-1470.633247177162,1471.08552817909,1015.6314457571626,-1474.1352237025678,1472.3692323507291,1016.730636448611,-1470.633247177162,29.050514383974143,35.30493334041939,50.27353622327577,68.06555005800593,49.81822285223756,129.6241286169372,8.0,8.0,99.91673605328891,92.5895087427144,161.63902902625256,208.3744614059077,0,{},-216.53425351929445,1652.6863969535652,-254.3923731640516,-218.202475,1599.5815,-226.071175,1.6682214807055402,53.10489695356523,-28.321198164051594,28.37028777358747,53.10489695356523,60.20800037208468,-1.0000000000000009,1.0,0.9582672713308588,664.8880006105873,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.4256908686659244,1.4256908686659244,27.747590524849453,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,1201,1201,1.0,ok,1336.24753801369,768.4433038577371,120.77324276012864,1337.3399892903644,767.7077458413088,125.99885835912563,1336.24753801369,768.4433038577371,120.77324276012864,18.53472829970784,29.810442893383783,48.40527914799112,60.0359164318706,44.95839579909863,113.9618870882368,8.0,8.0,99.7502081598668,91.75686927560366,79.04918869053262,159.35578906817096,0,{},-475.9269788824299,63.30132895365893,-393.3918373947663,-542.215344349341,182.54280058407932,-383.3240609304319,66.28836546691105,-119.24147163042042,-10.067776464334372,67.04854598878764,119.24147163042042,136.79925466097734,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,all8,,"0,1,4,2,3",54.12208743140742,29.051378695781,1.5155498742221385,37.13531528761927,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1506.128498933301,718.166276955703,-866.9489921576721,1506.1004387432024,717.5045287282596,-867.2787143411655,1506.128498933301,718.166276955703,-866.9489921576721,24.56557723205123,30.399986941250845,43.445003173431765,58.44349840932413,45.07273624851845,106.3905233317446,8.0,8.0,99.91673605328891,95.67027477102414,58.31895545765461,132.23078394866351,0,{},-524.147708457929,1052.9439353769592,-234.44276863688515,-543.22998,1105.589,-259.92136,19.082271542071,-52.64506462304075,25.478591363114845,31.832243167171285,52.64506462304075,61.52068379186028,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,19.26527292426876,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1484.6727774722976,664.2966183601717,-1614.2698330049088,1477.534522258814,665.7602740483852,-1611.0605166774883,1484.6727774722976,664.2966183601717,-1614.2698330049088,39.54557326934372,51.569615795889696,60.03579719968533,88.83113908249949,57.9805209275947,184.99019729554297,8.0,8.0,100.0,92.2564529558701,136.97873174047163,192.1138821677738,0,{},-567.2319323654315,1800.653509698433,-264.85443389087686,-554.00287,1625.56145,-256.2951,-13.229062365431446,175.09205969843288,-8.559333890876871,15.756595054896476,175.09205969843288,175.79960084472197,-1.0000000000000009,1.0,0.9582672713308588,813.3092827400905,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,33.94161562068607,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2201.205009039631,1054.9865521451566,273.0651800185729,2201.7925867521594,1052.1720355521288,274.61066492415864,2201.205009039631,1054.9865521451566,273.0651800185729,19.228708972084704,24.7084155197068,46.747051039229696,56.35770667713553,34.611686522670745,121.45063237311318,8.0,8.0,100.0,93.83846794338052,79.1715929587363,108.64117551556744,0,{},-244.9001296846185,-85.18774560981285,488.6676184593412,-321.178815,182.16379,479.93382,76.2786853153815,-267.35153560981286,8.733798459341187,76.77706082529721,267.35153560981286,278.15743862405765,-1.0000000000000009,1.0,0.9582672713308588,1047.8906733259494,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,43.73133714483557,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,1200,1200,1.0,ok,2236.484690665885,1122.726867859483,-898.8901868648865,2233.8932478569945,1119.099559870051,-893.8506018746683,2236.484690665885,1122.726867859483,-898.8901868648865,26.520661932896257,39.486667811515154,54.79167862394609,72.86934092333543,41.85293759195013,143.21230764876492,8.0,8.0,99.75,91.5,159.3213679138928,224.89715165097823,0,{},-164.7716494699623,1086.121278188622,519.1206265622841,-184.9818897969324,1103.586616559577,473.7040289339493,20.21024032697008,-17.46533837095467,45.41659762833484,49.71037270236422,17.46533837095467,52.68927024186138,-1.0000000000000009,1.0,0.9582672713308588,705.9514108073571,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,all8,,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,29.461278680820897,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,2198.9265426489974,1063.023291300589,-1636.4434713763494,2199.141579169984,1064.7957103145145,-1632.699862032095,2198.9265426489974,1063.023291300589,-1636.4434713763494,32.75365526242486,45.70999282221104,44.93705408130848,72.10233371501555,46.56911087660061,154.83643234621107,8.0,8.0,99.83347210657784,92.83930058284764,96.75766515170768,180.62818735752245,0,{},-212.81320639206783,1823.99986849568,472.3533965288652,-193.231255,1684.95255,476.52298,-19.58195139206785,139.04731849567997,-4.169583471134729,20.02094519856812,139.04731849567997,140.48129778544592,-1.0000000000000009,1.0,0.9582672713308588,1013.9317064581626,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,42.31413679465786,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1767.0099603903395,1614.8051641099728,125.18180497823413,1767.297325599544,1616.4799235929947,125.51230832771016,1767.0099603903395,1614.8051641099728,125.18180497823413,18.238688492984924,26.2775916468843,79.4413559613682,85.65679919445276,73.70116646704183,148.8181210274835,8.0,8.0,100.0,90.84096586178184,80.02289283738357,185.4535192568529,0,{},342.30205500920715,52.307468615715976,88.56716664383748,352.14755,211.565355,53.795866,-9.845494990792872,-159.25788638428403,34.77130064383748,36.13830544004325,159.25788638428403,163.30661804001508,-1.0000000000000009,1.0,0.9582672713308588,906.6934696461826,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,all8,,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,37.83879255482639,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1587.1069516657578,1701.049493866784,-948.5986931671998,1585.917415033864,1704.1359624140046,-951.4078020298144,1587.1069516657578,1701.049493866784,-948.5986931671998,28.470851176639368,40.17758214159678,61.887537989935545,79.20686340221053,60.88636238194677,141.8311090700478,8.0,8.0,100.0,90.25811823480431,124.97187368981088,162.7885994729825,0,{},452.8648907224608,1123.4291775009915,-93.86605202684903,391.90054,1132.2804,-71.53192899999999,60.96435072246084,-8.8512224990086,-22.334123026849056,64.92661326751643,8.8512224990086,65.52716421543509,-1.0000000000000009,1.0,0.9582672713308588,557.6228692802323,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,all8,,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,23.271123903379948,,
raw_replay_T4_median,existing_raw_replay_matrix,v4-io,T4,median,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1626.3986530575228,1686.9744666283757,-1390.454136161378,1621.8919867683228,1686.9902192041995,-1385.8441269343573,1626.3986530575228,1686.9744666283757,-1390.454136161378,37.38377161082887,35.63476268700136,58.99479497312126,78.67230135053383,46.01675101616652,116.86257511513443,8.0,8.0,99.91673605328891,93.42214820982517,131.2577379677226,222.0438434203753,0,{},441.9442402153511,1565.735300906209,-58.87734978807544,408.80994,1568.1853500000002,-62.4257885,33.13430021535112,-2.450049093791222,3.548438711924561,33.32376431397422,2.450049093791222,33.413709890033,-1.0000000000000009,1.0,0.9582672713308588,828.1828777899989,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,all8,,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,34.56233132723858,,
