version,solver,solver_family,eval_set,median_radial_signed_mm,median_tangential_mm,radially_outward_fraction,radial_slope_mm_per_m,radial_r2
v3-lite,T5d,native_range_filter,all8,105.91770440725288,45.03260210482573,0.7916666666666666,196.6732911721447,0.4018466096659533
v3-lite,T5d,native_range_filter,noG,95.93075708299179,67.74024663035641,0.7916666666666666,190.9296923985776,0.3706853232715194
v3-lite,T5e,native_range_filter,all8,39.02451989113861,40.55081769157618,0.7083333333333334,162.63739308319617,0.23687337413454157
v3-lite,T5e,native_range_filter,noG,38.30417716883804,55.71308574472289,0.6666666666666666,152.87042138780922,0.23135391027444085
v4-io,T1+F0,external_position_filter,all8,61.333520709358446,39.584368196779955,0.8333333333333334,211.83801086033466,0.4503757030823059
v4-io,T1+F0,external_position_filter,noG,63.12828166175798,58.66777724621021,0.7916666666666666,210.43735658367342,0.3508431085315912
v4-io,T1+F1,external_position_filter,all8,65.22697720712311,37.79552703173674,0.8333333333333334,204.47007577893285,0.44356312829001276
v4-io,T1+F1,external_position_filter,noG,70.22036074507258,58.437680496878755,0.8333333333333334,204.34514920121393,0.3627205880934572
v4-io,T1+F2,external_position_filter,all8,65.22697720712311,37.79552703173674,0.8333333333333334,204.45224914284404,0.44363696231676764
v4-io,T1+F2,external_position_filter,noG,70.22036074507258,58.437680496878755,0.8333333333333334,204.353097510488,0.36257513350401094
v4-io,T1+F3,external_position_filter,all8,64.13659097954138,38.03346439370394,0.8333333333333334,206.24179371870002,0.4461725337986727
v4-io,T1+F3,external_position_filter,noG,69.032675543633,58.85992666949059,0.7916666666666666,204.83365496779257,0.3598252208206355
v4-io,T1+F4,external_position_filter,all8,65.72338137070419,38.147367848679245,0.8333333333333334,204.4381970591437,0.44439310438855184
v4-io,T1+F4,external_position_filter,noG,69.62956718158523,58.09010728237537,0.8333333333333334,204.3309191301305,0.3614094990427923
v4-io,T1+F5,external_position_filter,all8,66.64938640060177,38.13051537379917,0.8333333333333334,203.03502777736267,0.4436638228160411
v4-io,T1+F5,external_position_filter,noG,70.24416536474259,58.27555274737588,0.8333333333333334,203.71282083510252,0.36380793642337506
v4-io,T2+F0,external_position_filter,all8,61.77156552500262,39.324789997278415,0.8333333333333334,211.59511334960015,0.45150882053053143
v4-io,T2+F0,external_position_filter,noG,64.1233922523327,58.60341512614207,0.7916666666666666,210.20516164554644,0.3514279437189035
v4-io,T2+F1,external_position_filter,all8,65.55290984870217,37.49961707930591,0.8333333333333334,204.14568017072946,0.4431023595889598
v4-io,T2+F1,external_position_filter,noG,71.0975816136467,58.612112243895695,0.8333333333333334,204.36166357488395,0.36292316392500756
v4-io,T2+F2,external_position_filter,all8,65.55290984870217,37.49961707930591,0.8333333333333334,204.1445385995166,0.44310706754626783
v4-io,T2+F2,external_position_filter,noG,71.0975816136467,58.612112243895695,0.8333333333333334,204.31354687512803,0.36268656069943495
v4-io,T2+F3,external_position_filter,all8,65.00330085451435,37.62781369056657,0.8333333333333334,205.7000904939565,0.44566722402042114
v4-io,T2+F3,external_position_filter,noG,69.22462553812122,59.023927623861496,0.8333333333333334,204.66417470440095,0.35947792825979075
v4-io,T2+F4,external_position_filter,all8,66.34228378138491,37.90355167844287,0.8333333333333334,203.67508084978647,0.44195719980900483
v4-io,T2+F4,external_position_filter,noG,69.99494375395244,58.157618636133684,0.8333333333333334,204.19881728302062,0.36114233268317153
v4-io,T2+F5,external_position_filter,all8,67.34774308614854,37.80583269694564,0.8333333333333334,202.29439597230382,0.4409685804585941
v4-io,T2+F5,external_position_filter,noG,70.41005137451134,58.141168526414646,0.8333333333333334,203.56991737119208,0.36359565317349174
v4-io,T3+F0,external_position_filter,all8,32.5584367902388,40.93917594998425,0.7916666666666666,181.4321827518276,0.6412506594827518
v4-io,T3+F0,external_position_filter,noG,34.54319267970453,56.78907699568594,0.75,187.8490457991337,0.3482502686444502
v4-io,T3+F1,external_position_filter,all8,37.75168222626607,40.591566483673034,0.75,172.85493261042961,0.6222649415091411
v4-io,T3+F1,external_position_filter,noG,38.758907596475396,56.60684549636575,0.75,182.6612362169692,0.35797025015716777
v4-io,T3+F2,external_position_filter,all8,37.75168222626607,40.591566483673034,0.75,172.85493261042961,0.6222649415091411
v4-io,T3+F2,external_position_filter,noG,38.758907596475396,56.60684549636575,0.75,182.62240559806156,0.35786843446152494
v4-io,T3+F3,external_position_filter,all8,37.0509465595102,40.071846540269235,0.75,174.6554272919394,0.6252866425830763
v4-io,T3+F3,external_position_filter,noG,37.98511569618662,56.794727325521784,0.75,183.11958832772405,0.3564436982387239
v4-io,T3+F4,external_position_filter,all8,37.66958953252646,40.815671896013995,0.75,172.43067232460524,0.619284567840181
v4-io,T3+F4,external_position_filter,noG,38.005567164187404,56.39692387025664,0.75,182.70043257019452,0.35683444322723834
v4-io,T3+F5,external_position_filter,all8,37.38123775964125,40.9119473816951,0.75,171.3721538855716,0.6163008228239092
v4-io,T3+F5,external_position_filter,noG,38.980806112224464,56.563765987875534,0.7916666666666666,181.83968682271993,0.35743933404719763
v4-io,T4+F0,external_position_filter,all8,53.38116025247723,39.645033896264415,0.8333333333333334,185.15209194602724,0.6426980863739813
v4-io,T4+F0,external_position_filter,noG,34.54319267970453,56.78907699568594,0.75,187.8490457991337,0.3482502686444502
v4-io,T4+F1,external_position_filter,all8,55.81951182139184,39.21623135221456,0.8333333333333334,180.34271472751558,0.634339448219746
v4-io,T4+F1,external_position_filter,noG,38.758907596475396,56.60684549636575,0.75,182.6612362169692,0.35797025015716777
v4-io,T4+F2,external_position_filter,all8,55.81951182139184,39.21623135221456,0.8333333333333334,180.34271472751558,0.634339448219746
v4-io,T4+F2,external_position_filter,noG,38.758907596475396,56.60684549636575,0.75,182.62240559806156,0.35786843446152494
v4-io,T4+F3,external_position_filter,all8,55.728725037248914,39.702240111320776,0.8333333333333334,181.7968702929276,0.6353620818844594
v4-io,T4+F3,external_position_filter,noG,37.98511569618662,56.794727325521784,0.75,183.11958832772405,0.3564436982387239
v4-io,T4+F4,external_position_filter,all8,56.35954316075612,39.62178905165881,0.8333333333333334,179.99765884090556,0.6361756426773586
v4-io,T4+F4,external_position_filter,noG,38.005567164187404,56.39692387025664,0.75,182.70043257019452,0.35683444322723834
v4-io,T4+F5,external_position_filter,all8,56.55410743034892,39.25303471072301,0.8333333333333334,179.20296276035415,0.6354072037878638
v4-io,T4+F5,external_position_filter,noG,38.980806112224464,56.563765987875534,0.7916666666666666,181.83968682271993,0.35743933404719763
v4-io,T5a,native_range_filter,all8,118.64141733010163,50.000814046200574,0.7916666666666666,191.87184580878758,0.3876188584266663
v4-io,T5a,native_range_filter,noG,111.8874156968093,65.31567849083166,0.8333333333333334,198.32314099872895,0.3992966502496529
v4-io,T5b,native_range_filter,all8,57.033186122999915,37.792750790431334,0.8333333333333334,180.24284651157794,0.4438831299948822
v4-io,T5b,native_range_filter,noG,52.33742284015894,54.382749455246426,0.8333333333333334,190.52972853989243,0.3722526906621463
v4-io,T5c,native_range_filter,all8,57.033186122999915,37.792750790431334,0.8333333333333334,180.24284651157794,0.4438831299948822
v4-io,T5c,native_range_filter,noG,52.33742284015894,54.382749455246426,0.8333333333333334,190.52972853989243,0.3722526906621463
v4-io,T5d,native_range_filter,all8,118.33526084004046,49.77211892006299,0.7916666666666666,191.6619038163197,0.38734288555127927
v4-io,T5d,native_range_filter,noG,111.42034980758947,65.15716364731946,0.8333333333333334,198.21474303432078,0.39935250306682835
v4-io,T5e,native_range_filter,all8,49.057090063383534,41.10009687201861,0.7083333333333334,159.5052624437704,0.23125274123021722
v4-io,T5e,native_range_filter,noG,49.63140175597411,50.784513569237255,0.6666666666666666,165.20240110253314,0.25710525279272844
