version,solver,solver_family,eval_set,n_positions,metric,value_mm,unit
v1-old,T1+F2,external_position_filter,noG,24,p90_3d_error_mm,308.00870306498035,mm
v1-old,T1+F2,external_position_filter,noG,24,p95_3d_error_mm,377.45913267486674,mm
v1-old,T1+F2,external_position_filter,noG,24,p99_3d_error_mm,414.8288201226801,mm
v1-old,T1+F2,external_position_filter,noG,24,max_3d_error_mm,422.933942848014,mm
v1-old,T1+F2,external_position_filter,noG,24,repeatability_d3_std_p50_mm,31.006436564698195,mm
v1-old,T1+F2,external_position_filter,noG,24,repeatability_d3_std_p95_mm,48.101001292335106,mm
v1-old,T1+F3,external_position_filter,all8,24,mean_3d_error_mm,168.27909249087608,mm
v1-old,T1+F3,external_position_filter,all8,24,rmse_3d_error_mm,192.46923809431627,mm
v1-old,T1+F3,external_position_filter,all8,24,p50_3d_error_mm,169.27892334766673,mm
v1-old,T1+F3,external_position_filter,all8,24,p90_3d_error_mm,279.7853719589805,mm
v1-old,T1+F3,external_position_filter,all8,24,p95_3d_error_mm,312.2296953587139,mm
v1-old,T1+F3,external_position_filter,all8,24,p99_3d_error_mm,393.5753523255989,mm
v1-old,T1+F3,external_position_filter,all8,24,max_3d_error_mm,416.6512732339029,mm
v1-old,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,37.08145824215319,mm
v1-old,T1+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,59.68136777971148,mm
v1-old,T1+F3,external_position_filter,noG,24,mean_3d_error_mm,176.6077147325603,mm
v1-old,T1+F3,external_position_filter,noG,24,rmse_3d_error_mm,200.0416237609766,mm
v1-old,T1+F3,external_position_filter,noG,24,p50_3d_error_mm,162.06881986146942,mm
v1-old,T1+F3,external_position_filter,noG,24,p90_3d_error_mm,308.88018139890846,mm
v1-old,T1+F3,external_position_filter,noG,24,p95_3d_error_mm,378.0860556189997,mm
v1-old,T1+F3,external_position_filter,noG,24,p99_3d_error_mm,415.38943814000476,mm
v1-old,T1+F3,external_position_filter,noG,24,max_3d_error_mm,423.4625592651212,mm
v1-old,T1+F3,external_position_filter,noG,24,repeatability_d3_std_p50_mm,36.92734684996374,mm
v1-old,T1+F3,external_position_filter,noG,24,repeatability_d3_std_p95_mm,57.25626875252301,mm
v1-old,T1+F4,external_position_filter,all8,24,mean_3d_error_mm,167.3314051134721,mm
v1-old,T1+F4,external_position_filter,all8,24,rmse_3d_error_mm,191.5251222549964,mm
v1-old,T1+F4,external_position_filter,all8,24,p50_3d_error_mm,169.36169243200885,mm
v1-old,T1+F4,external_position_filter,all8,24,p90_3d_error_mm,276.52165566355393,mm
v1-old,T1+F4,external_position_filter,all8,24,p95_3d_error_mm,311.039445475736,mm
v1-old,T1+F4,external_position_filter,all8,24,p99_3d_error_mm,392.5570284427703,mm
v1-old,T1+F4,external_position_filter,all8,24,max_3d_error_mm,415.5081836116619,mm
v1-old,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,23.80437600997446,mm
v1-old,T1+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,42.72473185786609,mm
v1-old,T1+F4,external_position_filter,noG,24,mean_3d_error_mm,176.31647736743957,mm
v1-old,T1+F4,external_position_filter,noG,24,rmse_3d_error_mm,199.84034048296834,mm
v1-old,T1+F4,external_position_filter,noG,24,p50_3d_error_mm,163.33610874153274,mm
v1-old,T1+F4,external_position_filter,noG,24,p90_3d_error_mm,309.6017156352623,mm
v1-old,T1+F4,external_position_filter,noG,24,p95_3d_error_mm,378.36938077691906,mm
v1-old,T1+F4,external_position_filter,noG,24,p99_3d_error_mm,414.6237011085075,mm
v1-old,T1+F4,external_position_filter,noG,24,max_3d_error_mm,422.4860526043097,mm
v1-old,T1+F4,external_position_filter,noG,24,repeatability_d3_std_p50_mm,21.504057313417682,mm
v1-old,T1+F4,external_position_filter,noG,24,repeatability_d3_std_p95_mm,33.539248193766475,mm
v1-old,T1+F5,external_position_filter,all8,24,mean_3d_error_mm,166.87298072840943,mm
v1-old,T1+F5,external_position_filter,all8,24,rmse_3d_error_mm,191.10095495871147,mm
v1-old,T1+F5,external_position_filter,all8,24,p50_3d_error_mm,169.1924942441966,mm
v1-old,T1+F5,external_position_filter,all8,24,p90_3d_error_mm,275.3603057738934,mm
v1-old,T1+F5,external_position_filter,all8,24,p95_3d_error_mm,310.52012288711757,mm
v1-old,T1+F5,external_position_filter,all8,24,p99_3d_error_mm,390.83103892300977,mm
v1-old,T1+F5,external_position_filter,all8,24,max_3d_error_mm,413.37696950054595,mm
v1-old,T1+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,21.013875327040996,mm
v1-old,T1+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,40.62165410468259,mm
v1-old,T1+F5,external_position_filter,noG,24,mean_3d_error_mm,176.0878933382218,mm
v1-old,T1+F5,external_position_filter,noG,24,rmse_3d_error_mm,199.50432464249997,mm
v1-old,T1+F5,external_position_filter,noG,24,p50_3d_error_mm,162.91507701481697,mm
v1-old,T1+F5,external_position_filter,noG,24,p90_3d_error_mm,307.0236505844967,mm
v1-old,T1+F5,external_position_filter,noG,24,p95_3d_error_mm,377.7214827269525,mm
v1-old,T1+F5,external_position_filter,noG,24,p99_3d_error_mm,413.70000102868187,mm
v1-old,T1+F5,external_position_filter,noG,24,max_3d_error_mm,421.3367418238901,mm
v1-old,T1+F5,external_position_filter,noG,24,repeatability_d3_std_p50_mm,18.114665209707056,mm
v1-old,T1+F5,external_position_filter,noG,24,repeatability_d3_std_p95_mm,30.30980919791712,mm
v1-old,T2+F0,external_position_filter,all8,24,mean_3d_error_mm,170.18517730350246,mm
v1-old,T2+F0,external_position_filter,all8,24,rmse_3d_error_mm,194.02312113770617,mm
v1-old,T2+F0,external_position_filter,all8,24,p50_3d_error_mm,167.6754767581387,mm
v1-old,T2+F0,external_position_filter,all8,24,p90_3d_error_mm,291.5220289731145,mm
v1-old,T2+F0,external_position_filter,all8,24,p95_3d_error_mm,316.3487611324706,mm
v1-old,T2+F0,external_position_filter,all8,24,p99_3d_error_mm,398.6836846210935,mm
v1-old,T2+F0,external_position_filter,all8,24,max_3d_error_mm,422.68367321319494,mm
v1-old,T2+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,62.85817666612623,mm
v1-old,T2+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,97.28142792089777,mm
v1-old,T2+F0,external_position_filter,noG,24,mean_3d_error_mm,177.24884836178094,mm
v1-old,T2+F0,external_position_filter,noG,24,rmse_3d_error_mm,201.58638772291,mm
v1-old,T2+F0,external_position_filter,noG,24,p50_3d_error_mm,159.6191057559388,mm
v1-old,T2+F0,external_position_filter,noG,24,p90_3d_error_mm,315.6050483471276,mm
v1-old,T2+F0,external_position_filter,noG,24,p95_3d_error_mm,382.1173709770638,mm
v1-old,T2+F0,external_position_filter,noG,24,p99_3d_error_mm,422.7464598870566,mm
v1-old,T2+F0,external_position_filter,noG,24,max_3d_error_mm,431.8034242626713,mm
v1-old,T2+F0,external_position_filter,noG,24,repeatability_d3_std_p50_mm,57.97371854607856,mm
v1-old,T2+F0,external_position_filter,noG,24,repeatability_d3_std_p95_mm,99.08322287556105,mm
v1-old,T2+F1,external_position_filter,all8,24,mean_3d_error_mm,167.7049378567818,mm
v1-old,T2+F1,external_position_filter,all8,24,rmse_3d_error_mm,191.83325147914158,mm
v1-old,T2+F1,external_position_filter,all8,24,p50_3d_error_mm,169.5141917458156,mm
v1-old,T2+F1,external_position_filter,all8,24,p90_3d_error_mm,277.7264958777187,mm
v1-old,T2+F1,external_position_filter,all8,24,p95_3d_error_mm,311.573832118692,mm
v1-old,T2+F1,external_position_filter,all8,24,p99_3d_error_mm,393.5047069758441,mm
v1-old,T2+F1,external_position_filter,all8,24,max_3d_error_mm,416.6423659657303,mm
v1-old,T2+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,33.633892151715415,mm
v1-old,T2+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,57.69400624191641,mm
v1-old,T2+F1,external_position_filter,noG,24,mean_3d_error_mm,176.61403923619903,mm
v1-old,T2+F1,external_position_filter,noG,24,rmse_3d_error_mm,199.974878291924,mm
v1-old,T2+F1,external_position_filter,noG,24,p50_3d_error_mm,163.01892571044658,mm
v1-old,T2+F1,external_position_filter,noG,24,p90_3d_error_mm,307.9398013269896,mm
v1-old,T2+F1,external_position_filter,noG,24,p95_3d_error_mm,377.4713838516555,mm
v1-old,T2+F1,external_position_filter,noG,24,p99_3d_error_mm,415.45885090903766,mm
v1-old,T2+F1,external_position_filter,noG,24,max_3d_error_mm,423.7403937439251,mm
v1-old,T2+F1,external_position_filter,noG,24,repeatability_d3_std_p50_mm,32.10215150059506,mm
v1-old,T2+F1,external_position_filter,noG,24,repeatability_d3_std_p95_mm,48.509954566387194,mm
v1-old,T2+F2,external_position_filter,all8,24,mean_3d_error_mm,167.71336737277142,mm
v1-old,T2+F2,external_position_filter,all8,24,rmse_3d_error_mm,191.84296957440642,mm
v1-old,T2+F2,external_position_filter,all8,24,p50_3d_error_mm,169.5141917458156,mm
v1-old,T2+F2,external_position_filter,all8,24,p90_3d_error_mm,277.7264958777187,mm
v1-old,T2+F2,external_position_filter,all8,24,p95_3d_error_mm,311.573832118692,mm
v1-old,T2+F2,external_position_filter,all8,24,p99_3d_error_mm,393.5047069758441,mm
v1-old,T2+F2,external_position_filter,all8,24,max_3d_error_mm,416.6423659657303,mm
v1-old,T2+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,33.633892151715415,mm
v1-old,T2+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,57.69400624191641,mm
v1-old,T2+F2,external_position_filter,noG,24,mean_3d_error_mm,176.61607696006024,mm
v1-old,T2+F2,external_position_filter,noG,24,rmse_3d_error_mm,199.9784091967807,mm
v1-old,T2+F2,external_position_filter,noG,24,p50_3d_error_mm,163.01892571044658,mm
v1-old,T2+F2,external_position_filter,noG,24,p90_3d_error_mm,307.9779460116132,mm
v1-old,T2+F2,external_position_filter,noG,24,p95_3d_error_mm,377.4795577126463,mm
v1-old,T2+F2,external_position_filter,noG,24,p99_3d_error_mm,415.45885090903766,mm
v1-old,T2+F2,external_position_filter,noG,24,max_3d_error_mm,423.7403937439251,mm
v1-old,T2+F2,external_position_filter,noG,24,repeatability_d3_std_p50_mm,31.543554532141247,mm
v1-old,T2+F2,external_position_filter,noG,24,repeatability_d3_std_p95_mm,48.37968035761515,mm
v1-old,T2+F3,external_position_filter,all8,24,mean_3d_error_mm,168.19080504588183,mm
v1-old,T2+F3,external_position_filter,all8,24,rmse_3d_error_mm,192.22874861081175,mm
v1-old,T2+F3,external_position_filter,all8,24,p50_3d_error_mm,168.91027972724578,mm
v1-old,T2+F3,external_position_filter,all8,24,p90_3d_error_mm,279.77239935425405,mm
v1-old,T2+F3,external_position_filter,all8,24,p95_3d_error_mm,312.062098756925,mm
v1-old,T2+F3,external_position_filter,all8,24,p99_3d_error_mm,393.7821144421107,mm
v1-old,T2+F3,external_position_filter,all8,24,max_3d_error_mm,416.98026136067244,mm
v1-old,T2+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,38.51561991188911,mm
v1-old,T2+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,63.22489660324325,mm
v1-old,T2+F3,external_position_filter,noG,24,mean_3d_error_mm,176.73729452223526,mm
v1-old,T2+F3,external_position_filter,noG,24,rmse_3d_error_mm,200.1702010354036,mm
v1-old,T2+F3,external_position_filter,noG,24,p50_3d_error_mm,162.13658187070405,mm
v1-old,T2+F3,external_position_filter,noG,24,p90_3d_error_mm,308.90924506495213,mm
v1-old,T2+F3,external_position_filter,noG,24,p95_3d_error_mm,378.0086628487892,mm
v1-old,T2+F3,external_position_filter,noG,24,p99_3d_error_mm,415.9282838302813,mm
v1-old,T2+F3,external_position_filter,noG,24,max_3d_error_mm,424.1895429007424,mm
v1-old,T2+F3,external_position_filter,noG,24,repeatability_d3_std_p50_mm,36.93676229500508,mm
v1-old,T2+F3,external_position_filter,noG,24,repeatability_d3_std_p95_mm,57.474657067650796,mm
v1-old,T2+F4,external_position_filter,all8,24,mean_3d_error_mm,167.2380170459642,mm
v1-old,T2+F4,external_position_filter,all8,24,rmse_3d_error_mm,191.35353742814718,mm
v1-old,T2+F4,external_position_filter,all8,24,p50_3d_error_mm,169.3867873946782,mm
v1-old,T2+F4,external_position_filter,all8,24,p90_3d_error_mm,276.64357524645663,mm
v1-old,T2+F4,external_position_filter,all8,24,p95_3d_error_mm,310.7175632181736,mm
v1-old,T2+F4,external_position_filter,all8,24,p99_3d_error_mm,392.6779302767941,mm
v1-old,T2+F4,external_position_filter,all8,24,max_3d_error_mm,415.7902536895987,mm
v1-old,T2+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,25.809361744804526,mm
v1-old,T2+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,49.30123230536027,mm
v1-old,T2+F4,external_position_filter,noG,24,mean_3d_error_mm,176.43300979906144,mm
v1-old,T2+F4,external_position_filter,noG,24,rmse_3d_error_mm,200.00646006437074,mm
v1-old,T2+F4,external_position_filter,noG,24,p50_3d_error_mm,163.21143214790993,mm
v1-old,T2+F4,external_position_filter,noG,24,p90_3d_error_mm,309.82493261943347,mm
v1-old,T2+F4,external_position_filter,noG,24,p95_3d_error_mm,378.5682249050554,mm
v1-old,T2+F4,external_position_filter,noG,24,p99_3d_error_mm,415.40857287838435,mm
v1-old,T2+F4,external_position_filter,noG,24,max_3d_error_mm,423.4513215868724,mm
v1-old,T2+F4,external_position_filter,noG,24,repeatability_d3_std_p50_mm,22.15087230197834,mm
v1-old,T2+F4,external_position_filter,noG,24,repeatability_d3_std_p95_mm,33.779808878166754,mm
v1-old,T2+F5,external_position_filter,all8,24,mean_3d_error_mm,166.84777553983312,mm
v1-old,T2+F5,external_position_filter,all8,24,rmse_3d_error_mm,190.98729726375745,mm
v1-old,T2+F5,external_position_filter,all8,24,p50_3d_error_mm,169.29294200109865,mm
v1-old,T2+F5,external_position_filter,all8,24,p90_3d_error_mm,275.5674436281575,mm
v1-old,T2+F5,external_position_filter,all8,24,p95_3d_error_mm,310.25276822742575,mm
v1-old,T2+F5,external_position_filter,all8,24,p99_3d_error_mm,390.98979477270717,mm
v1-old,T2+F5,external_position_filter,all8,24,max_3d_error_mm,413.6920875636748,mm
v1-old,T2+F5,external_position_filter,all8,24,repeatability_d3_std_p50_mm,23.109696195779442,mm
v1-old,T2+F5,external_position_filter,all8,24,repeatability_d3_std_p95_mm,47.27658414857264,mm
v1-old,T2+F5,external_position_filter,noG,24,mean_3d_error_mm,176.1611630934232,mm
v1-old,T2+F5,external_position_filter,noG,24,rmse_3d_error_mm,199.5873744157567,mm
v1-old,T2+F5,external_position_filter,noG,24,p50_3d_error_mm,162.87919384227368,mm
v1-old,T2+F5,external_position_filter,noG,24,p90_3d_error_mm,307.22353204396603,mm
v1-old,T2+F5,external_position_filter,noG,24,p95_3d_error_mm,377.99635424215774,mm
v1-old,T2+F5,external_position_filter,noG,24,p99_3d_error_mm,413.8317056376689,mm
v1-old,T2+F5,external_position_filter,noG,24,max_3d_error_mm,421.4280306181362,mm
v1-old,T2+F5,external_position_filter,noG,24,repeatability_d3_std_p50_mm,18.807078738963856,mm
v1-old,T2+F5,external_position_filter,noG,24,repeatability_d3_std_p95_mm,30.586550284204584,mm
v1-old,T3+F0,external_position_filter,all8,24,mean_3d_error_mm,149.0794664062746,mm
v1-old,T3+F0,external_position_filter,all8,24,rmse_3d_error_mm,168.26649934912726,mm
v1-old,T3+F0,external_position_filter,all8,24,p50_3d_error_mm,119.80987316866273,mm
v1-old,T3+F0,external_position_filter,all8,24,p90_3d_error_mm,254.25144805795824,mm
v1-old,T3+F0,external_position_filter,all8,24,p95_3d_error_mm,312.376926294218,mm
v1-old,T3+F0,external_position_filter,all8,24,p99_3d_error_mm,336.06441988988746,mm
v1-old,T3+F0,external_position_filter,all8,24,max_3d_error_mm,340.22364572966563,mm
v1-old,T3+F0,external_position_filter,all8,24,repeatability_d3_std_p50_mm,64.45682832770855,mm
v1-old,T3+F0,external_position_filter,all8,24,repeatability_d3_std_p95_mm,105.30419190640464,mm
v1-old,T3+F0,external_position_filter,noG,24,mean_3d_error_mm,166.20721651927175,mm
v1-old,T3+F0,external_position_filter,noG,24,rmse_3d_error_mm,187.40965442159552,mm
v1-old,T3+F0,external_position_filter,noG,24,p50_3d_error_mm,143.15063985150857,mm
v1-old,T3+F0,external_position_filter,noG,24,p90_3d_error_mm,303.556832013034,mm
v1-old,T3+F0,external_position_filter,noG,24,p95_3d_error_mm,346.0843622763885,mm
v1-old,T3+F0,external_position_filter,noG,24,p99_3d_error_mm,385.9969072713118,mm
v1-old,T3+F0,external_position_filter,noG,24,max_3d_error_mm,396.7894533045831,mm
v1-old,T3+F0,external_position_filter,noG,24,repeatability_d3_std_p50_mm,57.481700972373005,mm
v1-old,T3+F0,external_position_filter,noG,24,repeatability_d3_std_p95_mm,96.27488095417426,mm
v1-old,T3+F1,external_position_filter,all8,24,mean_3d_error_mm,145.81365892959516,mm
v1-old,T3+F1,external_position_filter,all8,24,rmse_3d_error_mm,165.4830822901529,mm
v1-old,T3+F1,external_position_filter,all8,24,p50_3d_error_mm,120.51054756670999,mm
v1-old,T3+F1,external_position_filter,all8,24,p90_3d_error_mm,252.8431458170405,mm
v1-old,T3+F1,external_position_filter,all8,24,p95_3d_error_mm,310.55695893038705,mm
v1-old,T3+F1,external_position_filter,all8,24,p99_3d_error_mm,324.7505531517519,mm
v1-old,T3+F1,external_position_filter,all8,24,max_3d_error_mm,326.09793899090806,mm
v1-old,T3+F1,external_position_filter,all8,24,repeatability_d3_std_p50_mm,35.980718724456956,mm
v1-old,T3+F1,external_position_filter,all8,24,repeatability_d3_std_p95_mm,62.27380962413666,mm
v1-old,T3+F1,external_position_filter,noG,24,mean_3d_error_mm,163.77352298855408,mm
v1-old,T3+F1,external_position_filter,noG,24,rmse_3d_error_mm,184.60552472669315,mm
v1-old,T3+F1,external_position_filter,noG,24,p50_3d_error_mm,144.64193389535603,mm
v1-old,T3+F1,external_position_filter,noG,24,p90_3d_error_mm,295.04007412443576,mm
v1-old,T3+F1,external_position_filter,noG,24,p95_3d_error_mm,341.4669422561528,mm
v1-old,T3+F1,external_position_filter,noG,24,p99_3d_error_mm,380.841756989309,mm
v1-old,T3+F1,external_position_filter,noG,24,max_3d_error_mm,391.0518861839946,mm
v1-old,T3+F1,external_position_filter,noG,24,repeatability_d3_std_p50_mm,34.595153011046534,mm
v1-old,T3+F1,external_position_filter,noG,24,repeatability_d3_std_p95_mm,52.53889440577223,mm
v1-old,T3+F2,external_position_filter,all8,24,mean_3d_error_mm,145.81365892959516,mm
v1-old,T3+F2,external_position_filter,all8,24,rmse_3d_error_mm,165.4830822901529,mm
v1-old,T3+F2,external_position_filter,all8,24,p50_3d_error_mm,120.51054756670999,mm
v1-old,T3+F2,external_position_filter,all8,24,p90_3d_error_mm,252.8431458170405,mm
v1-old,T3+F2,external_position_filter,all8,24,p95_3d_error_mm,310.55695893038705,mm
v1-old,T3+F2,external_position_filter,all8,24,p99_3d_error_mm,324.7505531517519,mm
v1-old,T3+F2,external_position_filter,all8,24,max_3d_error_mm,326.09793899090806,mm
v1-old,T3+F2,external_position_filter,all8,24,repeatability_d3_std_p50_mm,35.980718724456956,mm
v1-old,T3+F2,external_position_filter,all8,24,repeatability_d3_std_p95_mm,62.27380962413666,mm
v1-old,T3+F2,external_position_filter,noG,24,mean_3d_error_mm,163.7863373004083,mm
v1-old,T3+F2,external_position_filter,noG,24,rmse_3d_error_mm,184.62782095068695,mm
v1-old,T3+F2,external_position_filter,noG,24,p50_3d_error_mm,144.64193389535603,mm
v1-old,T3+F2,external_position_filter,noG,24,p90_3d_error_mm,295.04007412443576,mm
v1-old,T3+F2,external_position_filter,noG,24,p95_3d_error_mm,341.70956128210696,mm
v1-old,T3+F2,external_position_filter,noG,24,p99_3d_error_mm,380.9074068433907,mm
v1-old,T3+F2,external_position_filter,noG,24,max_3d_error_mm,391.0518861839946,mm
v1-old,T3+F2,external_position_filter,noG,24,repeatability_d3_std_p50_mm,34.595153011046534,mm
v1-old,T3+F2,external_position_filter,noG,24,repeatability_d3_std_p95_mm,52.526537905292145,mm
v1-old,T3+F3,external_position_filter,all8,24,mean_3d_error_mm,146.42286247236908,mm
v1-old,T3+F3,external_position_filter,all8,24,rmse_3d_error_mm,166.08636261689443,mm
v1-old,T3+F3,external_position_filter,all8,24,p50_3d_error_mm,120.03476146277353,mm
v1-old,T3+F3,external_position_filter,all8,24,p90_3d_error_mm,253.50225529207142,mm
v1-old,T3+F3,external_position_filter,all8,24,p95_3d_error_mm,310.9178439991644,mm
v1-old,T3+F3,external_position_filter,all8,24,p99_3d_error_mm,327.24867256559327,mm
v1-old,T3+F3,external_position_filter,all8,24,max_3d_error_mm,329.2321507941866,mm
v1-old,T3+F3,external_position_filter,all8,24,repeatability_d3_std_p50_mm,42.02677686066717,mm
v1-old,T3+F3,external_position_filter,all8,24,repeatability_d3_std_p95_mm,67.619819079778,mm
v1-old,T3+F3,external_position_filter,noG,24,mean_3d_error_mm,164.14550935158607,mm
v1-old,T3+F3,external_position_filter,noG,24,rmse_3d_error_mm,185.0333453278234,mm
v1-old,T3+F3,external_position_filter,noG,24,p50_3d_error_mm,144.27208138533464,mm
v1-old,T3+F3,external_position_filter,noG,24,p90_3d_error_mm,295.6835767237817,mm
v1-old,T3+F3,external_position_filter,noG,24,p95_3d_error_mm,342.87431863916623,mm
v1-old,T3+F3,external_position_filter,noG,24,p99_3d_error_mm,381.5645482568584,mm
v1-old,T3+F3,external_position_filter,noG,24,max_3d_error_mm,391.5464406901718,mm
v1-old,T3+F3,external_position_filter,noG,24,repeatability_d3_std_p50_mm,39.19263060778519,mm
v1-old,T3+F3,external_position_filter,noG,24,repeatability_d3_std_p95_mm,61.12857782097361,mm
v1-old,T3+F4,external_position_filter,all8,24,mean_3d_error_mm,145.45613185490686,mm
v1-old,T3+F4,external_position_filter,all8,24,rmse_3d_error_mm,165.16192985308624,mm
v1-old,T3+F4,external_position_filter,all8,24,p50_3d_error_mm,120.31941999119215,mm
v1-old,T3+F4,external_position_filter,all8,24,p90_3d_error_mm,252.04841398559512,mm
v1-old,T3+F4,external_position_filter,all8,24,p95_3d_error_mm,310.86940863498523,mm
v1-old,T3+F4,external_position_filter,all8,24,p99_3d_error_mm,323.81530027886623,mm
v1-old,T3+F4,external_position_filter,all8,24,max_3d_error_mm,324.74226726482686,mm
v1-old,T3+F4,external_position_filter,all8,24,repeatability_d3_std_p50_mm,26.811802925662533,mm
v1-old,T3+F4,external_position_filter,all8,24,repeatability_d3_std_p95_mm,54.27522674707489,mm
v1-old,T3+F4,external_position_filter,noG,24,mean_3d_error_mm,163.7698777146036,mm
v1-old,T3+F4,external_position_filter,noG,24,rmse_3d_error_mm,184.74728750045873,mm
v1-old,T3+F4,external_position_filter,noG,24,p50_3d_error_mm,144.6874598357794,mm
v1-old,T3+F4,external_position_filter,noG,24,p90_3d_error_mm,294.07809594748363,mm
v1-old,T3+F4,external_position_filter,noG,24,p95_3d_error_mm,342.322367629898,mm
