position_id,d_tag_mm,x_mm,y_mm,z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_3d_mm,err_horiz_mm,err_vertical_y_mm,err_y_vertical_mm,n_anchors,config,convention,range_aggregation,solver
ID14,33.795153519303135,-148.1494322411543,1057.6519840697606,-168.85708652987566,-198.69532,1132.6278,-194.690585,94.04057308917722,56.76492237760697,74.97581593023938,-74.97581593023938,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID15,33.795153519303135,-171.7752848618638,1091.0825576769112,-211.32494196823197,-200.165335,1132.2551,-184.312585,56.840483963207284,39.18752831992694,41.17254232308892,-41.17254232308892,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID16,33.418543786059686,-168.3531948557465,1106.6172200782735,-177.41227227918918,-184.85465499999998,1122.0572,-185.78015499999998,24.097979751525795,18.501882285908916,15.43997992172649,-15.43997992172649,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID17,34.13232247905801,-180.99289495286953,219.01824689508848,-311.7798139562954,-180.39839999999998,209.45865500000002,-328.203235,19.01231128054733,16.43417728478631,9.55959189508846,9.55959189508846,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID18,34.13232247905801,-307.52374281598594,234.94646323199467,-249.61629859537217,-295.4243,206.90585,-224.00141000000002,39.859691727821414,28.328766902402222,28.040613231994683,28.040613231994683,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID19,34.13232247905801,-204.83099691516784,151.53085429408154,-86.24240548734208,-188.530555,205.96057000000002,-114.135095,63.29534332560657,32.30644726489278,54.42971570591848,-54.42971570591848,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID20,33.795153519303135,-36.92486829463413,144.131622820184,-223.51786996863913,-80.19599149999999,202.56013000000002,-220.692665,72.76168179633142,43.36325502737053,58.42850717981602,-58.42850717981602,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID21,33.08137482630481,-166.1106383368921,1573.4658133392782,-230.98306510086763,-212.053465,1598.6443,-226.93474500000002,52.54605987093239,46.12084363317161,25.178486660721774,-25.178486660721774,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID22,33.795153519303135,-212.48535790145405,1530.4441750858055,-256.82269377989064,-232.83767,1599.3211999999999,-235.17408,75.01282321962057,29.71328131236082,68.87702491419441,-68.87702491419441,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID23,32.546810389875745,-194.2287885880381,1614.160071102531,-242.2467068953402,-230.87733,1599.6642499999998,-223.24148,43.754349114165066,41.283340913347224,14.495821102531181,14.495821102531181,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
ID24,32.11004976580654,-206.45643142995766,1548.2338918806893,-248.39648004288938,-218.202475,1599.5815,-226.071175,57.20983870263663,25.226747408403533,51.347608119310735,-51.347608119310735,8,V4_CV4,scalar_p50_t4_dtag_loo_per_fold,p50,TagPositionSolver_T4
