elevation_deg,azimuth_deg,predicted_correction_mm
-20.0,-60.0,26.586262972703388
-20.0,-45.0,21.90131474662291
-20.0,-30.0,19.435054300847924
-20.0,-15.0,12.573292877349617
-20.0,0.0,8.353255412283678
-20.0,15.0,3.1145737631919017
-20.0,30.0,1.112868425042223
-20.0,45.0,-8.371557698070932
-20.0,60.0,-4.023974168654768
-20.0,75.0,8.858989424658468
-20.0,90.0,12.40296073395394
-20.0,105.0,12.402960733953941
-20.0,120.0,19.376290958511227
-20.0,135.0,28.280954974057938
-20.0,150.0,32.700135626164496
-20.0,165.0,32.700135626164496
-20.0,180.0,37.234519696822986
-15.0,-180.0,29.16970751352639
-15.0,-165.0,29.667811280620036
-15.0,-150.0,29.667811280620036
-15.0,-135.0,30.441902466221705
-15.0,-120.0,31.612107580031513
-15.0,-105.0,31.83073507980315
-15.0,-90.0,29.18030265883879
-15.0,-75.0,28.82120890884313
-15.0,-60.0,26.8491287392589
-15.0,-45.0,25.748147295754144
-15.0,-30.0,25.63206209995771
-15.0,-15.0,21.118381755193173
-15.0,0.0,7.598840347679376
-15.0,15.0,0.24875158680936216
-15.0,30.0,-5.798487303345031
-15.0,45.0,-7.441620257133417
-15.0,60.0,-5.4984640437640735
-15.0,75.0,-5.462581069104502
-15.0,90.0,12.540726831344875
-15.0,105.0,16.66615817844587
-15.0,120.0,29.835948251251633
-15.0,135.0,29.876392290884514
-15.0,150.0,36.87708528183706
-15.0,165.0,39.789162193644785
-15.0,180.0,39.789162193644785
-10.0,-180.0,30.088883675292546
-10.0,-165.0,30.088883675292543
-10.0,-150.0,30.088883675292543
-10.0,-135.0,30.088883675292543
-10.0,-120.0,30.970761286909287
-10.0,-105.0,32.68258396415337
-10.0,-90.0,33.167467361643865
-10.0,-75.0,29.374628096547767
-10.0,-60.0,27.7826801172582
-10.0,-45.0,27.05327889894665
-10.0,-30.0,26.228998527523018
-10.0,-15.0,23.89950007531273
-10.0,0.0,10.529112742553387
-10.0,15.0,-4.792916584133366
-10.0,30.0,-6.4633625303586895
-10.0,45.0,-6.266367114949887
-10.0,60.0,-6.266367114949887
-10.0,75.0,-6.266367114949887
-10.0,90.0,2.1005534037144553
-10.0,105.0,22.706687601335226
-10.0,120.0,36.071861406559236
-10.0,135.0,36.924872503970285
-10.0,150.0,36.924872503970285
-10.0,165.0,38.468223376300074
-10.0,180.0,38.468223376300074
-5.0,-180.0,30.992180963533954
-5.0,-165.0,30.99218096353395
-5.0,-150.0,30.992180963533954
-5.0,-135.0,30.992180963533947
-5.0,-120.0,30.99218096353395
-5.0,-105.0,32.58017689687149
-5.0,-90.0,33.50958512747023
-5.0,-75.0,30.066044976675578
-5.0,-60.0,27.609580947793518
-5.0,-45.0,27.609580947793518
-5.0,-30.0,27.609580947793518
-5.0,-15.0,25.075441427478413
-5.0,0.0,11.146045767845955
-5.0,15.0,-2.670712926749186
-5.0,30.0,-5.845619786533676
-5.0,45.0,-5.8456197865336765
-5.0,60.0,-5.8456197865336765
-5.0,75.0,-4.353687073534038
-5.0,90.0,2.3288331668773363
-5.0,105.0,26.729352290985087
-5.0,120.0,34.24134709600529
-5.0,135.0,37.34285038835279
-5.0,150.0,37.34285038835279
-5.0,165.0,37.34285038835279
-5.0,180.0,37.34285038835279
0.0,-180.0,30.864844563861816
0.0,-165.0,30.992180963533954
0.0,-150.0,30.992180963533954
0.0,-135.0,30.99218096353395
0.0,-120.0,30.992180963533954
0.0,-105.0,33.44472487103302
0.0,-90.0,33.50958512747023
0.0,-75.0,30.117159460296612
0.0,-60.0,27.609580947793518
0.0,-45.0,27.609580947793518
0.0,-30.0,27.609580947793518
0.0,-15.0,22.626540691778793
0.0,0.0,17.952757194513243
0.0,15.0,-1.2166695453204655
0.0,30.0,-5.845619786533676
0.0,45.0,-5.845619786533676
0.0,60.0,-5.845619786533676
0.0,75.0,-3.9192064290773523
0.0,90.0,11.676916457479674
0.0,105.0,23.088029240203326
0.0,120.0,37.34285038835279
0.0,135.0,37.342850388352794
0.0,150.0,37.342850388352794
0.0,165.0,37.34285038835279
0.0,180.0,37.34285038835279
5.0,-180.0,30.892289706816698
5.0,-165.0,30.751896649131588
5.0,-150.0,30.751896649131588
5.0,-135.0,30.92700084605273
5.0,-120.0,32.47830272234275
5.0,-105.0,33.17464043155428
5.0,-90.0,33.4318165172168
5.0,-75.0,30.035736261636508
5.0,-60.0,28.632379624466328
5.0,-45.0,27.609580947793518
5.0,-30.0,27.609580947793518
5.0,-15.0,25.5099220719351
5.0,0.0,18.094428335222325
5.0,15.0,-0.8705654613605354
5.0,30.0,-5.732164261948358
5.0,45.0,-5.60869981461828
5.0,60.0,-5.60869981461828
5.0,75.0,-4.116767101618643
5.0,90.0,11.658217394771853
5.0,105.0,27.94940037353694
5.0,120.0,35.361789951610405
5.0,135.0,37.34285038835279
5.0,150.0,37.34285038835279
5.0,165.0,38.68664312872358
5.0,180.0,38.686643128723574
10.0,-180.0,30.419536093654674
10.0,-165.0,30.502288284355316
10.0,-150.0,30.502288284355316
10.0,-135.0,33.55117229311139
10.0,-120.0,34.3392559154576
10.0,-105.0,34.2649760007872
10.0,-90.0,34.895510685524066
10.0,-75.0,30.882598979963532
10.0,-60.0,30.64659211493462
10.0,-45.0,28.86812086338346
10.0,-30.0,28.155269378376154
10.0,-15.0,27.75261390166727
10.0,0.0,13.387193918896958
10.0,15.0,-2.7209560329400615
10.0,30.0,-4.866416477201549
10.0,45.0,-4.061790058866858
10.0,60.0,-3.725180489604405
10.0,75.0,-1.7816989899023583
10.0,90.0,6.19184211141493
10.0,105.0,30.400268904599763
10.0,120.0,34.97690590284127
10.0,135.0,36.183150824725296
10.0,150.0,37.93062768099027
10.0,165.0,38.54151514825885
10.0,180.0,40.69425891456098
15.0,-180.0,30.715222593074273
15.0,-165.0,30.44372097779562
15.0,-150.0,32.42704527031836
15.0,-135.0,33.3089228819351
15.0,-120.0,34.045620169743586
15.0,-105.0,33.308171650874485
15.0,-90.0,33.61717790653225
15.0,-75.0,33.04493501706123
15.0,-60.0,30.678323157560968
15.0,-45.0,29.187459464116056
15.0,-30.0,28.943822341462685
15.0,-15.0,20.85160187016266
15.0,0.0,14.966553100397764
15.0,15.0,11.104526128173596
15.0,30.0,-3.814607797556634
15.0,45.0,-3.3341263313282843
15.0,60.0,0.6096030691122183
15.0,75.0,11.042996772260924
15.0,90.0,15.66066720497649
15.0,105.0,19.75490576579094
15.0,120.0,35.69854358682113
15.0,135.0,38.3714578930829
15.0,150.0,40.274188834895355
15.0,165.0,40.274188834895355
15.0,180.0,40.729822216616455
20.0,-180.0,30.429968105297903
20.0,-165.0,31.683600246162534
20.0,-150.0,32.261105595409546
20.0,-135.0,33.06510160576336
20.0,-120.0,32.794129527959115
20.0,-105.0,32.794129527959115
20.0,-90.0,32.72969127841229
20.0,-75.0,32.78995470940218
20.0,-60.0,32.564356113298984
20.0,-45.0,28.113041249786143
20.0,-30.0,25.44372094540755
20.0,-15.0,17.78300383877289
20.0,0.0,14.54514659700487
20.0,15.0,9.603250189235759
20.0,30.0,3.7324963944092775
20.0,45.0,3.5303971687574283
20.0,60.0,11.193013758235493
20.0,75.0,11.193013758235491
20.0,90.0,13.943424243433224
20.0,105.0,19.86823222320278
20.0,120.0,24.701727965547935
20.0,135.0,35.75420648258729
20.0,150.0,39.59807323855691
20.0,165.0,41.800714715836754
20.0,180.0,41.80071471583675
25.0,-180.0,32.284304426237966
25.0,-165.0,33.32567104002123
25.0,-150.0,33.32567104002122
25.0,-135.0,33.80752197516372
25.0,-120.0,33.80752197516372
25.0,-105.0,32.53312967304592
25.0,-90.0,32.854392958949006
25.0,-75.0,32.13716826514148
25.0,-60.0,32.421150123136776
25.0,-45.0,32.41765160247768
25.0,-30.0,30.139524815268555
25.0,-15.0,22.80480435180464
25.0,0.0,13.685631795822715
25.0,15.0,3.3035307021727287
25.0,30.0,0.9833544867895836
25.0,45.0,1.0756011660125768
25.0,60.0,1.4632615772408388
25.0,75.0,9.530482935892662
25.0,90.0,17.36251309529882
25.0,105.0,22.883466179111096
25.0,120.0,33.57371581100595
25.0,135.0,34.33532925520298
25.0,150.0,35.75017143491348
25.0,165.0,38.74742556307745
25.0,180.0,38.74742556307745
30.0,-180.0,33.31160036346368
30.0,-165.0,33.31160036346368
30.0,-150.0,33.311600363463675
30.0,-135.0,33.10110589918018
30.0,-120.0,33.569638775679486
30.0,-105.0,34.08972639315583
30.0,-90.0,34.07943187318564
30.0,-75.0,32.05554433829915
30.0,-60.0,32.41765160247768
30.0,-45.0,32.417651602477676
30.0,-30.0,27.952342488959328
30.0,-15.0,25.67869325512943
30.0,0.0,14.218676582802438
30.0,15.0,7.866145810894014
30.0,30.0,1.4185898253494622
30.0,45.0,-0.3264038125955214
30.0,60.0,1.696395182831775
30.0,75.0,8.37859818597013
30.0,90.0,19.793563319790277
30.0,105.0,29.19321658358043
30.0,120.0,34.15363401487689
30.0,135.0,35.75017143491348
30.0,150.0,35.75017143491348
30.0,165.0,35.75017143491348
30.0,180.0,35.75017143491348
35.0,-180.0,33.81028876325726
35.0,-165.0,33.81028876325726
35.0,-150.0,33.55556809912194
35.0,-135.0,32.91108998453015
35.0,-120.0,33.24876811683283
35.0,-105.0,34.01059612534596
35.0,-90.0,33.968192617363414
35.0,-75.0,34.02295768864555
35.0,-60.0,34.02295768864555
35.0,-45.0,32.92564612676907
35.0,-30.0,23.468856555395192
35.0,-15.0,16.857346954318984
35.0,0.0,15.110203130320894
35.0,15.0,12.288124266598134
35.0,30.0,10.589572420933417
35.0,45.0,10.357643966074743
35.0,60.0,11.622594999290737
35.0,75.0,15.533378210526829
35.0,90.0,21.19653822170752
35.0,105.0,21.19653822170752
35.0,120.0,23.76828727329275
35.0,135.0,31.382707011542543
35.0,150.0,36.622428965650144
35.0,165.0,36.622428965650144
35.0,180.0,36.622428965650144
40.0,-180.0,33.55556809912194
40.0,-165.0,32.91108998453014
40.0,-150.0,33.248768116832835
40.0,-135.0,32.684576592403864
40.0,-120.0,32.684576592403864
40.0,-105.0,33.2434980006156
40.0,-90.0,33.2434980006156
40.0,-75.0,33.2434980006156
40.0,-60.0,33.298263071897736
40.0,-45.0,31.483419606904548
40.0,-30.0,19.13547374152811
40.0,-15.0,16.665642101858207
40.0,0.0,16.665642101858207
40.0,15.0,14.026166863009209
40.0,30.0,12.24835191373045
40.0,45.0,13.340904894483016
40.0,60.0,15.31073890900664
40.0,75.0,15.533378210526829
40.0,90.0,17.966705351877476
40.0,105.0,22.021410521611834
40.0,120.0,22.021410521611834
40.0,135.0,23.81432038115814
40.0,150.0,29.060191342825192
40.0,165.0,33.64212934457142
40.0,180.0,36.622428965650144
45.0,-180.0,33.248768116832835
45.0,-165.0,33.248768116832835
45.0,-150.0,32.68457659240387
45.0,-135.0,33.2434980006156
45.0,-120.0,33.2434980006156
45.0,-105.0,33.2434980006156
45.0,-90.0,33.2434980006156
45.0,-75.0,33.2434980006156
45.0,-60.0,31.42865453562242
45.0,-45.0,31.483419606904548
45.0,-30.0,19.076124355039333
45.0,-15.0,16.665642101858207
45.0,0.0,15.162435590946652
45.0,15.0,15.162435590946654
45.0,30.0,14.860105058959746
45.0,45.0,15.698823996823627
45.0,60.0,17.966705351877472
45.0,75.0,17.966705351877472
45.0,90.0,17.966705351877472
45.0,105.0,17.966705351877472
45.0,120.0,22.021410521611834
45.0,135.0,22.021410521611834
45.0,150.0,23.81432038115814
45.0,165.0,23.81432038115814
45.0,180.0,31.278258676373223
