fixed_var,fixed_value,var1,var2,median_3d
s,1.0,0.0,95.0,74.8277587890625
s,1.0,0.0,100.0,75.72874450683594
s,1.0,0.0,105.0,74.80061340332031
s,1.0,0.0,110.0,75.92637634277344
s,1.0,0.0,115.0,78.20598602294922
s,1.0,0.0,120.0,79.81031799316406
s,1.0,0.0,125.0,81.39749908447266
s,1.0,0.0,130.0,82.96684265136719
s,1.0,0.0,135.0,83.38853454589844
s,1.0,0.0,140.0,84.33332061767578
s,1.0,10.0,0.0,157.33139038085938
s,1.0,10.0,5.0,148.7361602783203
s,1.0,10.0,10.0,140.14886474609375
s,1.0,10.0,15.0,131.63291931152344
s,1.0,10.0,20.0,123.19387817382812
s,1.0,10.0,25.0,114.98348999023438
s,1.0,10.0,30.0,107.05375671386719
s,1.0,10.0,35.0,99.24809265136719
s,1.0,10.0,40.0,91.58064270019531
s,1.0,10.0,45.0,84.06837463378906
s,1.0,10.0,50.0,77.6715087890625
s,1.0,10.0,55.0,75.54069519042969
s,1.0,10.0,60.0,73.83917236328125
s,1.0,10.0,65.0,75.52605438232422
s,1.0,10.0,70.0,74.67471313476562
s,1.0,10.0,75.0,73.10502624511719
s,1.0,10.0,80.0,73.13160705566406
s,1.0,10.0,85.0,74.82774353027344
s,1.0,10.0,90.0,75.72880554199219
s,1.0,10.0,95.0,74.80061340332031
s,1.0,10.0,100.0,75.92637634277344
s,1.0,10.0,105.0,78.20598602294922
s,1.0,10.0,110.0,79.81031799316406
s,1.0,10.0,115.0,81.39752197265625
s,1.0,10.0,120.0,82.96684265136719
s,1.0,10.0,125.0,83.38853454589844
s,1.0,10.0,130.0,84.33332061767578
s,1.0,10.0,135.0,83.88581848144531
s,1.0,10.0,140.0,82.42420959472656
s,1.0,20.0,0.0,140.14886474609375
s,1.0,20.0,5.0,131.63290405273438
s,1.0,20.0,10.0,123.19375610351562
s,1.0,20.0,15.0,114.98356628417969
s,1.0,20.0,20.0,107.05375671386719
s,1.0,20.0,25.0,99.24809265136719
s,1.0,20.0,30.0,91.58064270019531
s,1.0,20.0,35.0,84.06836700439453
s,1.0,20.0,40.0,77.67153930664062
s,1.0,20.0,45.0,75.54066467285156
s,1.0,20.0,50.0,73.83917999267578
s,1.0,20.0,55.0,75.5260009765625
s,1.0,20.0,60.0,74.67475891113281
s,1.0,20.0,65.0,73.10501098632812
s,1.0,20.0,70.0,73.13154602050781
s,1.0,20.0,75.0,74.82774353027344
s,1.0,20.0,80.0,75.72879791259766
s,1.0,20.0,85.0,74.80058288574219
s,1.0,20.0,90.0,75.92643737792969
s,1.0,20.0,95.0,78.2060317993164
s,1.0,20.0,100.0,79.81037902832031
s,1.0,20.0,105.0,81.39746856689453
s,1.0,20.0,110.0,82.96693420410156
s,1.0,20.0,115.0,83.38862609863281
s,1.0,20.0,120.0,84.33334350585938
s,1.0,20.0,125.0,83.88581848144531
s,1.0,20.0,130.0,82.42420959472656
s,1.0,20.0,135.0,83.62967681884766
s,1.0,20.0,140.0,84.536376953125
s,1.0,30.0,0.0,123.1937484741211
s,1.0,30.0,5.0,114.98356628417969
s,1.0,30.0,10.0,107.05381774902344
s,1.0,30.0,15.0,99.24809265136719
s,1.0,30.0,20.0,91.58056640625
s,1.0,30.0,25.0,84.06842041015625
s,1.0,30.0,30.0,77.67149353027344
s,1.0,30.0,35.0,75.54071044921875
s,1.0,30.0,40.0,73.83912658691406
s,1.0,30.0,45.0,75.5260009765625
s,1.0,30.0,50.0,74.6747055053711
s,1.0,30.0,55.0,73.10504150390625
s,1.0,30.0,60.0,73.13165283203125
s,1.0,30.0,65.0,74.82769775390625
s,1.0,30.0,70.0,75.72885131835938
s,1.0,30.0,75.0,74.80058288574219
s,1.0,30.0,80.0,75.92643737792969
s,1.0,30.0,85.0,78.20591735839844
s,1.0,30.0,90.0,79.81044006347656
s,1.0,30.0,95.0,81.39752197265625
s,1.0,30.0,100.0,82.96693420410156
s,1.0,30.0,105.0,83.38862609863281
s,1.0,30.0,110.0,84.333251953125
s,1.0,30.0,115.0,83.88571166992188
s,1.0,30.0,120.0,82.42424011230469
s,1.0,30.0,125.0,83.62970733642578
s,1.0,30.0,130.0,84.53633117675781
s,1.0,30.0,135.0,87.93821716308594
s,1.0,30.0,140.0,92.81478881835938
s,1.0,40.0,0.0,107.05381774902344
s,1.0,40.0,5.0,99.24809265136719
s,1.0,40.0,10.0,91.58056640625
s,1.0,40.0,15.0,84.06842041015625
s,1.0,40.0,20.0,77.67149353027344
s,1.0,40.0,25.0,75.54071044921875
s,1.0,40.0,30.0,73.83912658691406
s,1.0,40.0,35.0,75.5260009765625
s,1.0,40.0,40.0,74.6747055053711
s,1.0,40.0,45.0,73.10504150390625
s,1.0,40.0,50.0,73.13165283203125
s,1.0,40.0,55.0,74.82769775390625
s,1.0,40.0,60.0,75.72889709472656
s,1.0,40.0,65.0,74.80058288574219
s,1.0,40.0,70.0,75.92643737792969
s,1.0,40.0,75.0,78.20591735839844
s,1.0,40.0,80.0,79.81044006347656
s,1.0,40.0,85.0,81.39752197265625
s,1.0,40.0,90.0,82.96693420410156
s,1.0,40.0,95.0,83.38862609863281
s,1.0,40.0,100.0,84.333251953125
s,1.0,40.0,105.0,83.88571166992188
s,1.0,40.0,110.0,82.42424011230469
s,1.0,40.0,115.0,83.62970733642578
s,1.0,40.0,120.0,84.53633117675781
s,1.0,40.0,125.0,87.93821716308594
s,1.0,40.0,130.0,92.81478881835938
s,1.0,40.0,135.0,96.26879119873047
s,1.0,40.0,140.0,97.65599060058594
s,1.0,50.0,0.0,91.58056640625
s,1.0,50.0,5.0,84.06842041015625
s,1.0,50.0,10.0,77.67149353027344
s,1.0,50.0,15.0,75.54071044921875
s,1.0,50.0,20.0,73.83912658691406
s,1.0,50.0,25.0,75.5260009765625
s,1.0,50.0,30.0,74.6747055053711
s,1.0,50.0,35.0,73.10504150390625
s,1.0,50.0,40.0,73.13165283203125
s,1.0,50.0,45.0,74.82769775390625
s,1.0,50.0,50.0,75.72883605957031
s,1.0,50.0,55.0,74.80058288574219
s,1.0,50.0,60.0,75.92643737792969
s,1.0,50.0,65.0,78.20591735839844
s,1.0,50.0,70.0,79.81044006347656
s,1.0,50.0,75.0,81.39752197265625
s,1.0,50.0,80.0,82.96693420410156
s,1.0,50.0,85.0,83.38862609863281
s,1.0,50.0,90.0,84.333251953125
s,1.0,50.0,95.0,83.88571166992188
s,1.0,50.0,100.0,82.42424011230469
s,1.0,50.0,105.0,83.62970733642578
s,1.0,50.0,110.0,84.53633117675781
s,1.0,50.0,115.0,87.93821716308594
s,1.0,50.0,120.0,92.81478881835938
s,1.0,50.0,125.0,96.26879119873047
s,1.0,50.0,130.0,97.65599060058594
s,1.0,50.0,135.0,101.30314636230469
s,1.0,50.0,140.0,102.72918701171875
s,1.0,60.0,0.0,77.67149353027344
s,1.0,60.0,5.0,75.54071044921875
s,1.0,60.0,10.0,73.83912658691406
s,1.0,60.0,15.0,75.5260009765625
s,1.0,60.0,20.0,74.6747055053711
s,1.0,60.0,25.0,73.10504150390625
s,1.0,60.0,30.0,73.13165283203125
s,1.0,60.0,35.0,74.82769775390625
s,1.0,60.0,40.0,75.72883605957031
s,1.0,60.0,45.0,74.80058288574219
s,1.0,60.0,50.0,75.92643737792969
s,1.0,60.0,55.0,78.20591735839844
s,1.0,60.0,60.0,79.81044006347656
s,1.0,60.0,65.0,81.39752197265625
s,1.0,60.0,70.0,82.96693420410156
s,1.0,60.0,75.0,83.38862609863281
s,1.0,60.0,80.0,84.333251953125
s,1.0,60.0,85.0,83.88571166992188
s,1.0,60.0,90.0,82.42424011230469
s,1.0,60.0,95.0,83.62970733642578
s,1.0,60.0,100.0,84.53633117675781
s,1.0,60.0,105.0,87.93821716308594
s,1.0,60.0,110.0,92.81478881835938
s,1.0,60.0,115.0,96.26879119873047
s,1.0,60.0,120.0,97.65599060058594
s,1.0,60.0,125.0,101.30314636230469
s,1.0,60.0,130.0,102.72918701171875
s,1.0,60.0,135.0,104.0755615234375
s,1.0,60.0,140.0,105.40476989746094
d_tag_mm,50.0,0.93,-60.0,387.4451904296875
d_tag_mm,50.0,0.93,-50.0,370.5196533203125
d_tag_mm,50.0,0.93,-40.0,353.5930480957031
d_tag_mm,50.0,0.93,-30.0,336.66790771484375
d_tag_mm,50.0,0.93,-20.0,318.7574462890625
d_tag_mm,50.0,0.93,-10.0,301.44293212890625
d_tag_mm,50.0,0.93,0.0,284.6799011230469
d_tag_mm,50.0,0.93,10.0,267.6398620605469
d_tag_mm,50.0,0.93,20.0,251.34408569335938
d_tag_mm,50.0,0.93,30.0,235.38772583007812
d_tag_mm,50.0,0.93,40.0,219.71783447265625
d_tag_mm,50.0,0.93,50.0,204.33004760742188
d_tag_mm,50.0,0.93,60.0,189.2215576171875
d_tag_mm,50.0,0.935,-60.0,374.1534729003906
d_tag_mm,50.0,0.935,-50.0,357.17730712890625
d_tag_mm,50.0,0.935,-40.0,339.3843994140625
d_tag_mm,50.0,0.935,-30.0,321.3870849609375
d_tag_mm,50.0,0.935,-20.0,303.9927978515625
d_tag_mm,50.0,0.935,-10.0,287.15618896484375
d_tag_mm,50.0,0.935,0.0,270.8380126953125
d_tag_mm,50.0,0.935,10.0,253.7728271484375
d_tag_mm,50.0,0.935,20.0,237.78097534179688
d_tag_mm,50.0,0.935,30.0,222.07650756835938
d_tag_mm,50.0,0.935,40.0,206.65533447265625
d_tag_mm,50.0,0.935,50.0,191.51412963867188
d_tag_mm,50.0,0.935,60.0,175.05523681640625
d_tag_mm,50.0,0.94,-60.0,360.74627685546875
d_tag_mm,50.0,0.94,-50.0,342.09124755859375
d_tag_mm,50.0,0.94,-40.0,324.0077819824219
d_tag_mm,50.0,0.94,-30.0,306.5343017578125
d_tag_mm,50.0,0.94,-20.0,289.62445068359375
d_tag_mm,50.0,0.94,-10.0,273.23883056640625
d_tag_mm,50.0,0.94,0.0,257.11346435546875
d_tag_mm,50.0,0.94,10.0,240.162353515625
d_tag_mm,50.0,0.94,20.0,224.42385864257812
d_tag_mm,50.0,0.94,30.0,208.969482421875
d_tag_mm,50.0,0.94,40.0,193.79595947265625
d_tag_mm,50.0,0.94,50.0,177.8485107421875
d_tag_mm,50.0,0.94,60.0,160.46945190429688
d_tag_mm,50.0,0.945,-60.0,344.78759765625
d_tag_mm,50.0,0.945,-50.0,326.6190185546875
d_tag_mm,50.0,0.945,-40.0,309.06671142578125
d_tag_mm,50.0,0.945,-30.0,292.08447265625
d_tag_mm,50.0,0.945,-20.0,275.63165283203125
d_tag_mm,50.0,0.945,-10.0,259.674072265625
d_tag_mm,50.0,0.945,0.0,242.968017578125
d_tag_mm,50.0,0.945,10.0,226.75962829589844
d_tag_mm,50.0,0.945,20.0,211.27249145507812
d_tag_mm,50.0,0.945,30.0,196.06698608398438
d_tag_mm,50.0,0.945,40.0,180.63043212890625
d_tag_mm,50.0,0.945,50.0,163.20631408691406
d_tag_mm,50.0,0.945,60.0,145.974609375
d_tag_mm,50.0,0.95,-60.0,329.2205505371094
d_tag_mm,50.0,0.95,-50.0,311.5902099609375
d_tag_mm,50.0,0.95,-40.0,294.535888671875
d_tag_mm,50.0,0.95,-30.0,278.01629638671875
d_tag_mm,50.0,0.95,-20.0,261.9966735839844
d_tag_mm,50.0,0.95,-10.0,246.375732421875
d_tag_mm,50.0,0.95,0.0,229.08395385742188
d_tag_mm,50.0,0.95,10.0,213.56431579589844
d_tag_mm,50.0,0.95,20.0,198.3273162841797
d_tag_mm,50.0,0.95,30.0,183.3702392578125
d_tag_mm,50.0,0.95,40.0,165.93231201171875
d_tag_mm,50.0,0.95,50.0,148.65487670898438
d_tag_mm,50.0,0.95,60.0,131.60328674316406
d_tag_mm,50.0,0.955,-60.0,314.1046142578125
d_tag_mm,50.0,0.955,-50.0,296.978515625
d_tag_mm,50.0,0.955,-40.0,280.39263916015625
d_tag_mm,50.0,0.955,-30.0,264.3114013671875
d_tag_mm,50.0,0.955,-20.0,248.70602416992188
d_tag_mm,50.0,0.955,-10.0,232.1278076171875
d_tag_mm,50.0,0.955,0.0,215.84490966796875
d_tag_mm,50.0,0.955,10.0,200.57656860351562
d_tag_mm,50.0,0.955,20.0,185.5889892578125
d_tag_mm,50.0,0.955,30.0,168.64759826660156
d_tag_mm,50.0,0.955,40.0,151.32493591308594
d_tag_mm,50.0,0.955,50.0,134.22645568847656
d_tag_mm,50.0,0.955,60.0,117.3924560546875
d_tag_mm,50.0,0.96,-60.0,299.41241455078125
d_tag_mm,50.0,0.96,-50.0,282.76043701171875
d_tag_mm,50.0,0.96,-40.0,266.6178894042969
d_tag_mm,50.0,0.96,-30.0,250.95526123046875
d_tag_mm,50.0,0.96,-20.0,235.24807739257812
d_tag_mm,50.0,0.96,-10.0,217.81101989746094
d_tag_mm,50.0,0.96,0.0,202.4759521484375
d_tag_mm,50.0,0.96,10.0,187.4916229248047
d_tag_mm,50.0,0.96,20.0,171.35159301757812
d_tag_mm,50.0,0.96,30.0,153.984619140625
d_tag_mm,50.0,0.96,40.0,136.84014892578125
d_tag_mm,50.0,0.96,50.0,119.95738220214844
d_tag_mm,50.0,0.96,60.0,103.38575744628906
d_tag_mm,50.0,0.965,-60.0,285.11968994140625
d_tag_mm,50.0,0.965,-50.0,268.9161376953125
d_tag_mm,50.0,0.965,-40.0,253.19650268554688
d_tag_mm,50.0,0.965,-30.0,237.9368896484375
d_tag_mm,50.0,0.965,-20.0,220.2992401123047
d_tag_mm,50.0,0.965,-10.0,204.18292236328125
d_tag_mm,50.0,0.965,0.0,189.172607421875
d_tag_mm,50.0,0.965,10.0,174.04470825195312
d_tag_mm,50.0,0.965,20.0,156.63401794433594
d_tag_mm,50.0,0.965,30.0,139.44424438476562
d_tag_mm,50.0,0.965,40.0,122.5137710571289
d_tag_mm,50.0,0.965,50.0,105.89012145996094
d_tag_mm,50.0,0.965,60.0,89.63800048828125
d_tag_mm,50.0,0.97,-60.0,271.20587158203125
d_tag_mm,50.0,0.97,-50.0,255.42953491210938
d_tag_mm,50.0,0.97,-40.0,240.11660766601562
d_tag_mm,50.0,0.97,-30.0,223.0189971923828
d_tag_mm,50.0,0.97,-20.0,205.8809814453125
d_tag_mm,50.0,0.97,-10.0,190.8451385498047
d_tag_mm,50.0,0.97,0.0,176.1655731201172
d_tag_mm,50.0,0.97,10.0,159.27252197265625
d_tag_mm,50.0,0.97,20.0,142.03826904296875
d_tag_mm,50.0,0.97,30.0,125.06101989746094
d_tag_mm,50.0,0.97,40.0,108.38672637939453
d_tag_mm,50.0,0.97,50.0,92.07684326171875
d_tag_mm,50.0,0.97,60.0,77.87451171875
d_tag_mm,50.0,0.975,-60.0,257.6544189453125
d_tag_mm,50.0,0.975,-50.0,242.28846740722656
d_tag_mm,50.0,0.975,-40.0,225.72703552246094
d_tag_mm,50.0,0.975,-30.0,208.10076904296875
d_tag_mm,50.0,0.975,-20.0,192.50958251953125
d_tag_mm,50.0,0.975,-10.0,177.80499267578125
d_tag_mm,50.0,0.975,0.0,161.90048217773438
d_tag_mm,50.0,0.975,10.0,144.62258911132812
d_tag_mm,50.0,0.975,20.0,127.59945678710938
d_tag_mm,50.0,0.975,30.0,110.8756332397461
d_tag_mm,50.0,0.975,40.0,94.50993347167969
d_tag_mm,50.0,0.975,50.0,79.93325805664062
d_tag_mm,50.0,0.975,60.0,72.89703369140625
d_tag_mm,50.0,0.98,-60.0,244.45254516601562
d_tag_mm,50.0,0.98,-50.0,228.42298889160156
d_tag_mm,50.0,0.98,-40.0,210.75155639648438
d_tag_mm,50.0,0.98,-30.0,194.1656951904297
d_tag_mm,50.0,0.98,-20.0,179.43643188476562
d_tag_mm,50.0,0.98,-10.0,164.51779174804688
d_tag_mm,50.0,0.98,0.0,147.1966552734375
d_tag_mm,50.0,0.98,10.0,130.12850952148438
d_tag_mm,50.0,0.98,20.0,113.35647583007812
d_tag_mm,50.0,0.98,30.0,96.93671417236328
d_tag_mm,50.0,0.98,40.0,82.00244903564453
d_tag_mm,50.0,0.98,50.0,73.82011413574219
d_tag_mm,50.0,0.98,60.0,74.77525329589844
d_tag_mm,50.0,0.985,-60.0,231.138671875
d_tag_mm,50.0,0.985,-50.0,213.5267333984375
d_tag_mm,50.0,0.985,-40.0,196.08206176757812
d_tag_mm,50.0,0.985,-30.0,181.0597686767578
d_tag_mm,50.0,0.985,-20.0,166.669677734375
d_tag_mm,50.0,0.985,-10.0,149.76058959960938
d_tag_mm,50.0,0.985,0.0,132.6480712890625
d_tag_mm,50.0,0.985,10.0,115.82890319824219
d_tag_mm,50.0,0.985,20.0,99.35676574707031
d_tag_mm,50.0,0.985,30.0,84.08032989501953
d_tag_mm,50.0,0.985,40.0,74.7613754272461
d_tag_mm,50.0,0.985,50.0,74.53795623779297
d_tag_mm,50.0,0.985,60.0,72.97250366210938
d_tag_mm,50.0,0.99,-60.0,216.29110717773438
d_tag_mm,50.0,0.99,-50.0,198.80474853515625
d_tag_mm,50.0,0.99,-40.0,182.67520141601562
d_tag_mm,50.0,0.99,-30.0,168.2610321044922
d_tag_mm,50.0,0.99,-20.0,152.31393432617188
d_tag_mm,50.0,0.99,-10.0,135.15809631347656
d_tag_mm,50.0,0.99,0.0,118.29267883300781
d_tag_mm,50.0,0.99,10.0,101.76947021484375
d_tag_mm,50.0,0.99,20.0,86.3661880493164
d_tag_mm,50.0,0.99,30.0,75.71820068359375
d_tag_mm,50.0,0.99,40.0,74.30281829833984
d_tag_mm,50.0,0.99,50.0,74.4925537109375
d_tag_mm,50.0,0.99,60.0,73.65670776367188
d_tag_mm,50.0,0.995,-60.0,201.5172119140625
d_tag_mm,50.0,0.995,-50.0,184.28289794921875
d_tag_mm,50.0,0.995,-40.0,169.8448486328125
d_tag_mm,50.0,0.995,-30.0,154.8569793701172
d_tag_mm,50.0,0.995,-20.0,137.65850830078125
d_tag_mm,50.0,0.995,-10.0,120.74781036376953
d_tag_mm,50.0,0.995,0.0,104.35848999023438
d_tag_mm,50.0,0.995,10.0,88.97380828857422
d_tag_mm,50.0,0.995,20.0,76.68880462646484
d_tag_mm,50.0,0.995,30.0,74.06985473632812
d_tag_mm,50.0,0.995,40.0,75.03488159179688
d_tag_mm,50.0,0.995,50.0,73.39300537109375
d_tag_mm,50.0,0.995,60.0,74.86014556884766
d_tag_mm,50.0,1.0,-60.0,186.84249877929688
d_tag_mm,50.0,1.0,-50.0,171.42111206054688
d_tag_mm,50.0,1.0,-40.0,157.33139038085938
d_tag_mm,50.0,1.0,-30.0,140.14886474609375
d_tag_mm,50.0,1.0,-20.0,123.19387817382812
d_tag_mm,50.0,1.0,-10.0,107.05375671386719
d_tag_mm,50.0,1.0,0.0,91.58064270019531
d_tag_mm,50.0,1.0,10.0,77.6715087890625
d_tag_mm,50.0,1.0,20.0,73.83917999267578
d_tag_mm,50.0,1.0,30.0,74.6747055053711
d_tag_mm,50.0,1.0,40.0,73.13165283203125
d_tag_mm,50.0,1.0,50.0,75.72883605957031
d_tag_mm,50.0,1.0,60.0,75.92643737792969
d_tag_mm,50.0,1.005,-60.0,172.98968505859375
d_tag_mm,50.0,1.005,-50.0,158.87669372558594
d_tag_mm,50.0,1.005,-40.0,142.62939453125
d_tag_mm,50.0,1.005,-30.0,125.78677368164062
d_tag_mm,50.0,1.005,-20.0,109.7436294555664
d_tag_mm,50.0,1.005,-10.0,94.1857681274414
d_tag_mm,50.0,1.005,0.0,79.2315673828125
d_tag_mm,50.0,1.005,10.0,74.46290588378906
d_tag_mm,50.0,1.005,20.0,74.6032943725586
d_tag_mm,50.0,1.005,30.0,72.87216186523438
d_tag_mm,50.0,1.005,40.0,75.92214965820312
d_tag_mm,50.0,1.005,50.0,74.82818603515625
d_tag_mm,50.0,1.005,60.0,79.503662109375
d_tag_mm,50.0,1.01,-60.0,160.57159423828125
d_tag_mm,50.0,1.01,-50.0,145.4530029296875
d_tag_mm,50.0,1.01,-40.0,128.53939819335938
d_tag_mm,50.0,1.01,-30.0,112.42718505859375
d_tag_mm,50.0,1.01,-20.0,96.78831481933594
d_tag_mm,50.0,1.01,-10.0,81.73335266113281
d_tag_mm,50.0,1.01,0.0,75.34993743896484
d_tag_mm,50.0,1.01,10.0,75.04729461669922
d_tag_mm,50.0,1.01,20.0,72.92376708984375
d_tag_mm,50.0,1.01,30.0,75.87616729736328
d_tag_mm,50.0,1.01,40.0,74.48878479003906
d_tag_mm,50.0,1.01,50.0,79.20048522949219
d_tag_mm,50.0,1.01,60.0,82.34071350097656
d_tag_mm,50.0,1.015,-60.0,148.44192504882812
d_tag_mm,50.0,1.015,-50.0,131.47096252441406
d_tag_mm,50.0,1.015,-40.0,115.10394287109375
d_tag_mm,50.0,1.015,-30.0,99.38722229003906
d_tag_mm,50.0,1.015,-20.0,84.236572265625
d_tag_mm,50.0,1.015,-10.0,76.2525405883789
d_tag_mm,50.0,1.015,0.0,75.504150390625
d_tag_mm,50.0,1.015,10.0,73.23334503173828
d_tag_mm,50.0,1.015,20.0,75.70559692382812
d_tag_mm,50.0,1.015,30.0,74.79609680175781
d_tag_mm,50.0,1.015,40.0,78.9002685546875
d_tag_mm,50.0,1.015,50.0,82.03276062011719
d_tag_mm,50.0,1.015,60.0,83.91365051269531
d_tag_mm,50.0,1.02,-60.0,134.40554809570312
d_tag_mm,50.0,1.02,-50.0,117.773681640625
d_tag_mm,50.0,1.02,-40.0,101.98194122314453
d_tag_mm,50.0,1.02,-30.0,86.73997497558594
d_tag_mm,50.0,1.02,-20.0,77.16852569580078
d_tag_mm,50.0,1.02,-10.0,75.97308349609375
d_tag_mm,50.0,1.02,0.0,73.92054748535156
d_tag_mm,50.0,1.02,10.0,75.45137023925781
d_tag_mm,50.0,1.02,20.0,75.38629150390625
d_tag_mm,50.0,1.02,30.0,78.60345458984375
d_tag_mm,50.0,1.02,40.0,81.72755432128906
d_tag_mm,50.0,1.02,50.0,84.78311920166016
d_tag_mm,50.0,1.02,60.0,85.49470520019531
d_tag_mm,50.0,1.025,-60.0,120.49302673339844
d_tag_mm,50.0,1.025,-50.0,104.57162475585938
d_tag_mm,50.0,1.025,-40.0,89.24254608154297
d_tag_mm,50.0,1.025,-30.0,78.09671020507812
d_tag_mm,50.0,1.025,-20.0,76.14894104003906
d_tag_mm,50.0,1.025,-10.0,74.7620849609375
d_tag_mm,50.0,1.025,0.0,75.19935607910156
d_tag_mm,50.0,1.025,10.0,76.52251434326172
d_tag_mm,50.0,1.025,20.0,78.11772155761719
d_tag_mm,50.0,1.025,30.0,81.42581176757812
d_tag_mm,50.0,1.025,40.0,84.47396087646484
d_tag_mm,50.0,1.025,50.0,85.04562377929688
d_tag_mm,50.0,1.025,60.0,82.60104370117188
d_tag_mm,50.0,1.03,-60.0,107.15557861328125
d_tag_mm,50.0,1.03,-50.0,91.74302673339844
d_tag_mm,50.0,1.03,-40.0,79.03532409667969
d_tag_mm,50.0,1.03,-30.0,75.9278793334961
d_tag_mm,50.0,1.03,-20.0,74.3486328125
d_tag_mm,50.0,1.03,-10.0,74.94915771484375
d_tag_mm,50.0,1.03,0.0,76.8548583984375
d_tag_mm,50.0,1.03,10.0,77.03980255126953
d_tag_mm,50.0,1.03,20.0,81.12702941894531
d_tag_mm,50.0,1.03,30.0,84.1680908203125
d_tag_mm,50.0,1.03,40.0,84.42193603515625
d_tag_mm,50.0,1.03,50.0,82.59439086914062
d_tag_mm,50.0,1.03,60.0,86.42575073242188
d_tag_mm,50.0,1.035,-60.0,94.2408447265625
d_tag_mm,50.0,1.035,-50.0,79.98309326171875
d_tag_mm,50.0,1.035,-40.0,75.77861022949219
d_tag_mm,50.0,1.035,-30.0,74.6390380859375
d_tag_mm,50.0,1.035,-20.0,74.70114135742188
d_tag_mm,50.0,1.035,-10.0,77.1138916015625
d_tag_mm,50.0,1.035,0.0,75.9725341796875
d_tag_mm,50.0,1.035,10.0,80.83137512207031
d_tag_mm,50.0,1.035,20.0,83.86515045166016
d_tag_mm,50.0,1.035,30.0,84.0263671875
d_tag_mm,50.0,1.035,40.0,84.17616271972656
d_tag_mm,50.0,1.035,50.0,85.60881042480469
d_tag_mm,50.0,1.035,60.0,91.6082763671875
d_tag_mm,50.0,1.04,-60.0,81.77296447753906
d_tag_mm,50.0,1.04,-50.0,76.62437438964844
d_tag_mm,50.0,1.04,-40.0,75.02809143066406
d_tag_mm,50.0,1.04,-30.0,74.45520782470703
d_tag_mm,50.0,1.04,-20.0,77.02500915527344
d_tag_mm,50.0,1.04,-10.0,74.91635131835938
d_tag_mm,50.0,1.04,0.0,80.53910064697266
d_tag_mm,50.0,1.04,10.0,83.56525421142578
d_tag_mm,50.0,1.04,20.0,83.56379699707031
d_tag_mm,50.0,1.04,30.0,85.75665283203125
d_tag_mm,50.0,1.04,40.0,84.04084777832031
d_tag_mm,50.0,1.04,50.0,90.35493469238281
d_tag_mm,50.0,1.04,60.0,97.67668151855469
d_tag_mm,50.0,1.045,-60.0,77.48380279541016
d_tag_mm,50.0,1.045,-50.0,75.43058776855469
d_tag_mm,50.0,1.045,-40.0,74.21084594726562
d_tag_mm,50.0,1.045,-30.0,76.95614624023438
d_tag_mm,50.0,1.045,-20.0,75.34075927734375
d_tag_mm,50.0,1.045,-10.0,80.24942779541016
d_tag_mm,50.0,1.045,0.0,83.26829528808594
d_tag_mm,50.0,1.045,10.0,83.75569152832031
d_tag_mm,50.0,1.045,20.0,86.52555847167969
d_tag_mm,50.0,1.045,30.0,83.32987976074219
d_tag_mm,50.0,1.045,40.0,89.16313171386719
d_tag_mm,50.0,1.045,50.0,96.8040542602539
d_tag_mm,50.0,1.045,60.0,99.96981811523438
d_tag_mm,50.0,1.05,-60.0,75.84593200683594
d_tag_mm,50.0,1.05,-50.0,74.44352722167969
d_tag_mm,50.0,1.05,-40.0,76.90721130371094
d_tag_mm,50.0,1.05,-30.0,76.12515258789062
d_tag_mm,50.0,1.05,-20.0,79.96304321289062
d_tag_mm,50.0,1.05,-10.0,82.97445678710938
d_tag_mm,50.0,1.05,0.0,85.30076599121094
d_tag_mm,50.0,1.05,10.0,87.20235443115234
d_tag_mm,50.0,1.05,20.0,82.91734313964844
d_tag_mm,50.0,1.05,30.0,88.63749694824219
d_tag_mm,50.0,1.05,40.0,95.57931518554688
d_tag_mm,50.0,1.05,50.0,99.64421081542969
d_tag_mm,50.0,1.05,60.0,104.63845825195312
d_tag_mm,50.0,1.055,-60.0,75.2837142944336
d_tag_mm,50.0,1.055,-50.0,76.87769317626953
d_tag_mm,50.0,1.055,-40.0,76.61319732666016
d_tag_mm,50.0,1.055,-30.0,79.26129150390625
d_tag_mm,50.0,1.055,-20.0,82.68368530273438
d_tag_mm,50.0,1.055,-10.0,85.58521270751953
d_tag_mm,50.0,1.055,0.0,86.65869903564453
d_tag_mm,50.0,1.055,10.0,82.51983642578125
d_tag_mm,50.0,1.055,20.0,88.16558837890625
d_tag_mm,50.0,1.055,30.0,94.36105346679688
d_tag_mm,50.0,1.055,40.0,99.32132720947266
d_tag_mm,50.0,1.055,50.0,104.21527099609375
d_tag_mm,50.0,1.055,60.0,106.81942749023438
d_tag_mm,50.0,1.06,-60.0,76.65987396240234
d_tag_mm,50.0,1.06,-50.0,76.77007293701172
d_tag_mm,50.0,1.06,-40.0,78.21307373046875
d_tag_mm,50.0,1.06,-30.0,82.39547729492188
d_tag_mm,50.0,1.06,-20.0,85.32759094238281
d_tag_mm,50.0,1.06,-10.0,86.04066467285156
d_tag_mm,50.0,1.06,0.0,83.00263977050781
d_tag_mm,50.0,1.06,10.0,87.74629974365234
d_tag_mm,50.0,1.06,20.0,93.14915466308594
d_tag_mm,50.0,1.06,30.0,99.0013427734375
d_tag_mm,50.0,1.06,40.0,102.97896575927734
d_tag_mm,50.0,1.06,50.0,106.4970703125
