loss,weighting,dtag_model,delay_source,median_3d,rmse_3d,p95_3d,vertical_slope,fail_rate
L1,uniform,elevation_2params,V5_common_mode,93.7398910522461,119.58539623293264,208.39938354492188,146.60001163765278,0.0
L1,uniform,elevation_2params,V5_no_regularization,96.3658447265625,122.30464732712531,211.581298828125,151.54484717980006,0.0
L1,uniform,elevation_2params,per_anchor_independent,113.8568115234375,132.8400045049495,232.65008544921875,168.48436396759925,0.0
L1,inverse_rho_rms,scalar,V5_common_mode,89.5499267578125,112.6709985144802,194.4419403076172,135.50472231167367,0.0
L1,inverse_rho_rms,scalar,V5_no_regularization,90.93287658691406,115.57747756510565,201.88731384277344,140.2907748583442,0.0
L1,inverse_rho_rms,scalar,per_anchor_independent,110.47203063964844,127.1439460132196,215.45631408691406,160.04487781185284,0.0
L1,inverse_rho_rms,per_anchor_8params,V5_common_mode,110.47213745117188,127.14414571289745,215.45663452148438,160.04526538802313,0.0
L1,inverse_rho_rms,per_anchor_8params,V5_no_regularization,115.020263671875,129.89469142107,219.8102264404297,165.08328859186582,0.0
L1,inverse_rho_rms,per_anchor_8params,per_anchor_independent,126.83465576171875,154.28932972057723,258.4106140136719,182.13956995240216,0.0
L1,inverse_rho_rms,elevation_2params,V5_common_mode,90.89396667480469,113.46351285765834,195.86196899414062,137.6524484988081,0.0
L1,inverse_rho_rms,elevation_2params,V5_no_regularization,92.25918579101562,116.37399720969673,203.31759643554688,142.4372059389595,0.0
L1,inverse_rho_rms,elevation_2params,per_anchor_independent,112.0021743774414,128.01257262472308,216.44302368164062,162.15589724213746,0.0
L1,inverse_range_std,scalar,V5_common_mode,95.7511215209961,120.34582330725068,206.77865600585938,135.4415130327895,0.0
L1,inverse_range_std,scalar,V5_no_regularization,95.15003967285156,122.2817571226387,210.71812438964844,139.84379510813926,0.0
L1,inverse_range_std,scalar,per_anchor_independent,126.77786254882812,140.5619650389998,245.5157470703125,172.6774922464408,0.0
L1,inverse_range_std,per_anchor_8params,V5_common_mode,126.77798461914062,140.56215262295893,245.51614379882812,172.6777821656144,0.0
L1,inverse_range_std,per_anchor_8params,V5_no_regularization,128.36427307128906,142.79279814866365,247.04678344726562,177.39150231173414,0.0
L1,inverse_range_std,per_anchor_8params,per_anchor_independent,153.05184936523438,173.35623659281774,296.55267333984375,208.75338750881295,0.0
L1,inverse_range_std,elevation_2params,V5_common_mode,97.05641174316406,121.00532255209892,207.39041137695312,137.34254509880043,0.0
L1,inverse_range_std,elevation_2params,V5_no_regularization,96.28744506835938,122.9449071548411,211.32833862304688,141.73723344387534,0.0
L1,inverse_range_std,elevation_2params,per_anchor_independent,128.21615600585938,141.34332508779818,245.85072326660156,174.59553185241353,0.0
L1,NLOS_probability_based,scalar,V5_common_mode,91.05669403076172,116.73726426119254,206.31748962402344,139.64859952208124,0.0
L1,NLOS_probability_based,scalar,V5_no_regularization,93.62046813964844,119.6347427785403,208.90171813964844,145.16416239334455,0.0
L1,NLOS_probability_based,scalar,per_anchor_independent,112.31460571289062,131.32483729525424,235.37925720214844,165.03162710900824,0.0
L1,NLOS_probability_based,per_anchor_8params,V5_common_mode,112.31478118896484,131.32501576480013,235.37954711914062,165.03198157911706,0.0
L1,NLOS_probability_based,per_anchor_8params,V5_no_regularization,117.23768615722656,134.0392098067763,239.25379943847656,170.90379079381114,0.0
L1,NLOS_probability_based,per_anchor_8params,per_anchor_independent,137.1597900390625,159.9376770710235,273.4019470214844,187.62137976491053,0.0
L1,NLOS_probability_based,elevation_2params,V5_common_mode,92.67267608642578,117.50219828395765,207.437744140625,141.746755171044,0.0
L1,NLOS_probability_based,elevation_2params,V5_no_regularization,95.21923828125,120.40253124934708,210.02748107910156,147.25989561356175,0.0
L1,NLOS_probability_based,elevation_2params,per_anchor_independent,113.75372314453125,132.17414973955763,236.3107147216797,167.11323170328984,0.0
Huber50,uniform,scalar,V5_common_mode,90.23783111572266,115.80639909051874,203.48170471191406,140.70179974299776,0.0
Huber50,uniform,scalar,V5_no_regularization,92.3017807006836,118.63155688543627,209.10247802734375,145.67591287342577,0.0
Huber50,uniform,scalar,per_anchor_independent,113.26888275146484,129.58202035776415,222.7163848876953,163.74767564975025,0.0
Huber50,uniform,per_anchor_8params,V5_common_mode,113.26898956298828,129.58216354643488,222.7164764404297,163.74800636779767,0.0
Huber50,uniform,per_anchor_8params,V5_no_regularization,117.89120483398438,132.21020047399898,226.39535522460938,169.0004919431371,0.0
Huber50,uniform,per_anchor_8params,per_anchor_independent,128.4674835205078,156.71999314063282,265.3691101074219,184.01648135205554,0.0
Huber50,uniform,elevation_2params,V5_common_mode,91.55984497070312,116.59196594721911,204.6776885986328,142.82326902444058,0.0
Huber50,uniform,elevation_2params,V5_no_regularization,93.88749694824219,119.42049607505615,210.29815673828125,147.79551876882138,0.0
Huber50,uniform,elevation_2params,per_anchor_independent,114.66040802001953,130.44707529540477,223.67349243164062,165.845298415383,0.0
Huber50,inverse_rho_rms,scalar,V5_common_mode,89.20124816894531,110.84412003039449,193.33424377441406,131.61903885056094,0.0
Huber50,inverse_rho_rms,scalar,V5_no_regularization,90.91436767578125,113.9020275280471,200.27391052246094,136.4076277664184,0.0
Huber50,inverse_rho_rms,scalar,per_anchor_independent,110.95988464355469,125.65653755251853,209.19775390625,157.20614356673565,0.0
Huber50,inverse_rho_rms,per_anchor_8params,V5_common_mode,110.95993041992188,125.65669298603835,209.197998046875,157.20642144552207,0.0
Huber50,inverse_rho_rms,per_anchor_8params,V5_no_regularization,115.77873229980469,128.58825550230083,213.82861328125,162.2340605652403,0.0
Huber50,inverse_rho_rms,per_anchor_8params,per_anchor_independent,128.90322875976562,152.60107434295801,250.52215576171875,180.56704190205514,0.0
Huber50,inverse_rho_rms,elevation_2params,V5_common_mode,90.55978393554688,111.6336476563518,194.68894958496094,133.7797624052968,0.0
Huber50,inverse_rho_rms,elevation_2params,V5_no_regularization,92.260498046875,114.69606149924024,201.6456756591797,138.56714626092133,0.0
Huber50,inverse_rho_rms,elevation_2params,per_anchor_independent,112.28684997558594,126.52064508534764,210.16294860839844,159.31971058353741,0.0
Huber50,inverse_range_std,scalar,V5_common_mode,92.756591796875,117.21731287442141,203.38296508789062,132.06373785842655,0.0
Huber50,inverse_range_std,scalar,V5_no_regularization,92.94631958007812,119.30426160006817,205.271728515625,136.4380135331304,0.0
Huber50,inverse_range_std,scalar,per_anchor_independent,125.546875,137.95560880225204,244.23927307128906,169.61912704995638,0.0
Huber50,inverse_range_std,per_anchor_8params,V5_common_mode,125.5469970703125,137.9557503785181,244.23948669433594,169.61937688125425,0.0
Huber50,inverse_range_std,per_anchor_8params,V5_no_regularization,123.87666320800781,140.29873958138398,246.33135986328125,174.277279960051,0.0
Huber50,inverse_range_std,per_anchor_8params,per_anchor_independent,147.55575561523438,170.54224183468446,291.11907958984375,206.29154572728442,0.0
Huber50,inverse_range_std,elevation_2params,V5_common_mode,94.07261657714844,117.89756544348148,204.39344787597656,134.01057032185753,0.0
Huber50,inverse_range_std,elevation_2params,V5_no_regularization,94.24336242675781,119.98933871911288,206.30706787109375,138.37843697856493,0.0
Huber50,inverse_range_std,elevation_2params,per_anchor_independent,126.99330139160156,138.75534195797653,245.2524871826172,171.5740407935264,0.0
Huber50,NLOS_probability_based,scalar,V5_common_mode,88.32421875,113.83364455560799,203.3704071044922,135.84524636234585,0.0
Huber50,NLOS_probability_based,scalar,V5_no_regularization,91.1648941040039,116.8314967498598,210.19923400878906,141.33505930043296,0.0
Huber50,NLOS_probability_based,scalar,per_anchor_independent,111.37309265136719,129.01730443529658,226.3003692626953,162.31138815615842,0.0
Huber50,NLOS_probability_based,per_anchor_8params,V5_common_mode,111.373291015625,129.01749366607228,226.30052185058594,162.31172053428202,0.0
Huber50,NLOS_probability_based,per_anchor_8params,V5_no_regularization,116.3707275390625,131.88766971129257,230.58372497558594,168.13273686173244,0.0
Huber50,NLOS_probability_based,per_anchor_8params,per_anchor_independent,133.21762084960938,157.56681990309698,268.62738037109375,186.3016198219157,0.0
Huber50,NLOS_probability_based,elevation_2params,V5_common_mode,89.95321655273438,114.6084494253696,204.53411865234375,137.96431966448125,0.0
Huber50,NLOS_probability_based,elevation_2params,V5_no_regularization,92.78408813476562,117.60966873385665,211.36727905273438,143.452432891097,0.0
Huber50,NLOS_probability_based,elevation_2params,per_anchor_independent,112.77171325683594,129.87286451564853,227.2196044921875,164.40230008292397,0.0
Huber100,uniform,scalar,V5_common_mode,90.46055603027344,116.83491959812358,209.07107543945312,142.10033432020387,0.0
Huber100,uniform,scalar,V5_no_regularization,93.07756042480469,119.62765720011197,213.11373901367188,147.08680182679265,0.0
Huber100,uniform,scalar,per_anchor_independent,112.79217529296875,130.39669042962709,225.69052124023438,164.72921983340677,0.0
Huber100,uniform,per_anchor_8params,V5_common_mode,112.79246520996094,130.39687765865025,225.69076538085938,164.72956945829262,0.0
Huber100,uniform,per_anchor_8params,V5_no_regularization,117.50534057617188,132.9749080536437,229.2432098388672,170.00271096609848,0.0
Huber100,uniform,per_anchor_8params,per_anchor_independent,129.8835906982422,157.54205787661908,267.9436340332031,184.46759754679232,0.0
Huber100,uniform,elevation_2params,V5_common_mode,91.89169311523438,117.61658527951107,210.2468719482422,144.21301266276507,0.0
Huber100,uniform,elevation_2params,V5_no_regularization,94.65419006347656,120.41237737458721,214.274658203125,149.19729068682466,0.0
Huber100,uniform,elevation_2params,per_anchor_independent,114.17145538330078,131.25917378653958,226.65054321289062,166.82203393087133,0.0
Huber100,inverse_rho_rms,scalar,V5_common_mode,89.31396484375,111.40593004862892,193.52896118164062,132.99056603705463,0.0
Huber100,inverse_rho_rms,scalar,V5_no_regularization,90.91925048828125,114.41471305081353,200.5506134033203,137.79352215773812,0.0
Huber100,inverse_rho_rms,scalar,per_anchor_independent,110.6725845336914,126.11106216347557,211.1373748779297,158.20963590109707,0.0
Huber100,inverse_rho_rms,per_anchor_8params,V5_common_mode,110.67277526855469,126.11125962691634,211.13760375976562,158.209971294035,0.0
Huber100,inverse_rho_rms,per_anchor_8params,V5_no_regularization,115.43614196777344,128.98595641822794,215.68832397460938,163.2562287497221,0.0
Huber100,inverse_rho_rms,per_anchor_8params,per_anchor_independent,128.00698852539062,153.12380101571406,253.00428771972656,181.13210249873362,0.0
Huber100,inverse_rho_rms,elevation_2params,V5_common_mode,90.66706085205078,112.19735767972658,194.8950958251953,135.14735356830744,0.0
Huber100,inverse_rho_rms,elevation_2params,V5_no_regularization,92.25791931152344,115.21054096739586,201.93218994140625,139.9491241071532,0.0
Huber100,inverse_rho_rms,elevation_2params,per_anchor_independent,112.01911926269531,126.97745632222477,212.11309814453125,160.32278612039138,0.0
Huber100,inverse_range_std,scalar,V5_common_mode,93.78749084472656,118.30330458190929,202.4204559326172,133.37348045500846,0.0
Huber100,inverse_range_std,scalar,V5_no_regularization,93.77556610107422,120.34000091537519,204.47877502441406,137.77701716515668,0.0
Huber100,inverse_range_std,scalar,per_anchor_independent,125.93904113769531,138.84646843501278,243.35386657714844,170.77119717266288,0.0
Huber100,inverse_range_std,per_anchor_8params,V5_common_mode,125.9390869140625,138.84660910290535,243.35397338867188,170.77148952271835,0.0
Huber100,inverse_range_std,per_anchor_8params,V5_no_regularization,124.47905731201172,141.15659937415253,245.30987548828125,175.4680488221115,0.0
Huber100,inverse_range_std,per_anchor_8params,per_anchor_independent,149.39137268066406,171.48255195500212,292.8272705078125,207.19024277316097,0.0
Huber100,inverse_range_std,elevation_2params,V5_common_mode,95.09947204589844,118.9771306478161,203.43003845214844,135.30482779240563,0.0
Huber100,inverse_range_std,elevation_2params,V5_no_regularization,94.93594360351562,121.01825065744217,205.62356567382812,139.70149409252917,0.0
Huber100,inverse_range_std,elevation_2params,per_anchor_independent,127.38352966308594,139.64044929075888,244.3674774169922,172.71366999747576,0.0
Huber100,NLOS_probability_based,scalar,V5_common_mode,89.192626953125,114.81261907996002,208.21871948242188,137.23379735482004,0.0
Huber100,NLOS_probability_based,scalar,V5_no_regularization,91.94056701660156,117.77983217506934,211.48361206054688,142.75302135491427,0.0
Huber100,NLOS_probability_based,scalar,per_anchor_independent,111.6190185546875,129.78856754593218,229.28956604003906,163.30755361439148,0.0
Huber100,NLOS_probability_based,per_anchor_8params,V5_common_mode,111.61912536621094,129.78876317645916,229.2899932861328,163.30790105405623,0.0
Huber100,NLOS_probability_based,per_anchor_8params,V5_no_regularization,116.59115600585938,132.61167905533435,233.43850708007812,169.16680125942193,0.0
Huber100,NLOS_probability_based,per_anchor_8params,per_anchor_independent,134.63986206054688,158.3495441262778,271.2145080566406,186.80165759934948,0.0
Huber100,NLOS_probability_based,elevation_2params,V5_common_mode,90.81637573242188,115.58473538788546,209.32810974121094,139.346201257618,0.0
Huber100,NLOS_probability_based,elevation_2params,V5_no_regularization,93.55189514160156,118.55518971269245,212.66482543945312,144.8635116577248,0.0
Huber100,NLOS_probability_based,elevation_2params,per_anchor_independent,113.03361511230469,130.6425601235103,230.2138214111328,165.3956691838452,0.0
Cauchy50,uniform,scalar,V5_common_mode,89.19652557373047,110.89434019597213,192.13368225097656,132.0046956002384,0.0
Cauchy50,uniform,scalar,V5_no_regularization,90.857177734375,114.01115710890974,199.5953369140625,136.9576614940863,0.0
Cauchy50,uniform,scalar,per_anchor_independent,111.039794921875,125.63667545247287,207.20848083496094,157.47879426449524,0.0
Cauchy50,uniform,per_anchor_8params,V5_common_mode,111.03993225097656,125.63685034281343,207.20875549316406,157.47911203954865,0.0
Cauchy50,uniform,per_anchor_8params,V5_no_regularization,115.87080383300781,128.63710918461672,211.9630889892578,162.6746991266301,0.0
Cauchy50,uniform,per_anchor_8params,per_anchor_independent,127.39164733886719,152.48550776426262,248.370361328125,180.72769594856217,0.0
Cauchy50,uniform,elevation_2params,V5_common_mode,90.53627014160156,111.68385818768753,193.50625610351562,134.16301982978575,0.0
Cauchy50,uniform,elevation_2params,V5_no_regularization,92.18724822998047,114.80520186385284,200.99862670898438,139.11472480398342,0.0
Cauchy50,uniform,elevation_2params,per_anchor_independent,112.37071228027344,126.50059828786384,208.17356872558594,159.5894776592707,0.0
Cauchy50,inverse_rho_rms,scalar,V5_common_mode,82.6948013305664,109.2670672809859,191.5626220703125,124.23230134681303,0.0
Cauchy50,inverse_rho_rms,scalar,V5_no_regularization,84.91572570800781,112.71785763439394,198.33291625976562,129.11813769458382,0.0
Cauchy50,inverse_rho_rms,scalar,per_anchor_independent,111.97600555419922,124.23826104631576,196.12649536132812,151.71874467298085,0.0
Cauchy50,inverse_rho_rms,per_anchor_8params,V5_common_mode,111.97618103027344,124.23841039383714,196.12669372558594,151.7190701899991,0.0
Cauchy50,inverse_rho_rms,per_anchor_8params,V5_no_regularization,113.97412872314453,127.5905621999527,201.32061767578125,156.82963078916214,0.0
Cauchy50,inverse_rho_rms,per_anchor_8params,per_anchor_independent,133.2724609375,150.46430094668636,234.18121337890625,177.3072951323631,0.0
Cauchy50,inverse_rho_rms,elevation_2params,V5_common_mode,84.09478759765625,110.02716727727974,192.83670043945312,126.39817984962903,0.0
Cauchy50,inverse_rho_rms,elevation_2params,V5_no_regularization,86.55072021484375,113.48303149590251,199.65237426757812,131.28254340448552,0.0
Cauchy50,inverse_rho_rms,elevation_2params,per_anchor_independent,113.18292236328125,125.07421624904352,197.02186584472656,153.8188262665465,0.0
Cauchy50,inverse_range_std,scalar,V5_common_mode,89.68012237548828,111.65943355383145,193.2130584716797,123.08689520789,0.0
Cauchy50,inverse_range_std,scalar,V5_no_regularization,89.85302734375,114.13136191878856,193.71363830566406,127.29129471460898,0.0
Cauchy50,inverse_range_std,scalar,per_anchor_independent,121.34727478027344,133.3832515605876,240.49789428710938,161.7930876137287,0.0
Cauchy50,inverse_range_std,per_anchor_8params,V5_common_mode,121.34732055664062,133.38340531153042,240.4981689453125,161.7933564014272,0.0
Cauchy50,inverse_range_std,per_anchor_8params,V5_no_regularization,122.15281677246094,135.97237340035292,241.45065307617188,166.2396352639258,0.0
Cauchy50,inverse_range_std,per_anchor_8params,per_anchor_independent,139.89317321777344,165.54609559160554,288.4304504394531,200.10125642127161,0.0
Cauchy50,inverse_range_std,elevation_2params,V5_common_mode,90.74103546142578,112.35734010290561,194.15980529785156,125.11113314028233,0.0
Cauchy50,inverse_range_std,elevation_2params,V5_no_regularization,91.09352111816406,114.83623274717131,194.69158935546875,129.3115344473277,0.0
Cauchy50,inverse_range_std,elevation_2params,per_anchor_independent,122.68464660644531,134.19757909282492,241.44749450683594,163.80674690629888,0.0
Cauchy50,NLOS_probability_based,scalar,V5_common_mode,85.38522338867188,109.57939829753583,186.4042510986328,127.49038349185047,0.0
Cauchy50,NLOS_probability_based,scalar,V5_no_regularization,86.4650650024414,112.87145706649002,194.5532989501953,132.89302366029477,0.0
Cauchy50,NLOS_probability_based,scalar,per_anchor_independent,112.09595489501953,125.60206958013272,208.69821166992188,156.1686030991924,0.0
Cauchy50,NLOS_probability_based,per_anchor_8params,V5_common_mode,112.09593200683594,125.60225229369894,208.6985626220703,156.16893221844285,0.0
Cauchy50,NLOS_probability_based,per_anchor_8params,V5_no_regularization,116.52107238769531,128.8375233457823,213.96128845214844,161.8676904865315,0.0
Cauchy50,NLOS_probability_based,per_anchor_8params,per_anchor_independent,127.151123046875,153.78059273889212,251.53170776367188,182.8791510065239,0.0
Cauchy50,NLOS_probability_based,elevation_2params,V5_common_mode,86.7619857788086,110.34889183715212,187.6910400390625,129.63183849989787,0.0
Cauchy50,NLOS_probability_based,elevation_2params,V5_no_regularization,87.84392547607422,113.6446112063832,195.85923767089844,135.03369605626193,0.0
Cauchy50,NLOS_probability_based,elevation_2params,per_anchor_independent,113.37647247314453,126.44876448215103,209.60940551757812,158.25994626666503,0.0
StudentT3,uniform,scalar,V5_common_mode,90.06680297851562,114.71242491416307,200.06198120117188,139.3700889364339,0.0
StudentT3,uniform,scalar,V5_no_regularization,91.32566833496094,117.65946625750092,205.990234375,144.53010958175628,0.0
StudentT3,uniform,scalar,per_anchor_independent,112.34370422363281,128.637526722376,217.15711975097656,162.77938936076458,0.0
StudentT3,uniform,per_anchor_8params,V5_common_mode,112.34385681152344,128.63773169496187,217.1574249267578,162.77981110147968,0.0
StudentT3,uniform,per_anchor_8params,V5_no_regularization,116.97122955322266,131.42050680687166,221.1439666748047,168.21282834884275,0.0
StudentT3,uniform,per_anchor_8params,per_anchor_independent,127.12593078613281,155.5977197475111,259.1360168457031,183.55021007383866,0.0
StudentT3,uniform,elevation_2params,V5_common_mode,91.39114379882812,115.50137394339731,201.27565002441406,141.50012836489344,0.0
StudentT3,uniform,elevation_2params,V5_no_regularization,92.62687683105469,118.45219236046246,207.20162963867188,146.65838777402612,0.0
StudentT3,uniform,elevation_2params,per_anchor_independent,113.74858093261719,129.5042756895501,218.10972595214844,164.8797220193266,0.0
StudentT3,inverse_rho_rms,scalar,V5_common_mode,87.44441223144531,110.29461168700627,191.6626739501953,130.35014992483585,0.0
StudentT3,inverse_rho_rms,scalar,V5_no_regularization,89.14179992675781,113.49131385402364,198.902587890625,135.32309625885912,0.0
StudentT3,inverse_rho_rms,scalar,per_anchor_independent,111.49009704589844,125.12464488585971,204.1153106689453,156.2410080617643,0.0
StudentT3,inverse_rho_rms,per_anchor_8params,V5_common_mode,111.49020385742188,125.12476976127668,204.1155242919922,156.24124248138943,0.0
StudentT3,inverse_rho_rms,per_anchor_8params,V5_no_regularization,116.39772033691406,128.21630131100724,208.99893188476562,161.45203103019722,0.0
StudentT3,inverse_rho_rms,per_anchor_8params,per_anchor_independent,128.23301696777344,151.83666568676685,244.513916015625,179.9904197758209,0.0
StudentT3,inverse_rho_rms,elevation_2params,V5_common_mode,88.7972412109375,111.08022069516922,192.9988250732422,132.51160892289252,0.0
StudentT3,inverse_rho_rms,elevation_2params,V5_no_regularization,90.49014282226562,114.28167298937306,200.29147338867188,137.48336761096883,0.0
StudentT3,inverse_rho_rms,elevation_2params,per_anchor_independent,112.79701232910156,125.98441666407597,205.0662384033203,158.35045673012232,0.0
StudentT3,inverse_range_std,scalar,V5_common_mode,91.24127960205078,116.01130989449908,203.33982849121094,131.0217442731452,0.0
StudentT3,inverse_range_std,scalar,V5_no_regularization,91.58589172363281,118.21369024990295,203.53855895996094,135.52675325904423,0.0
StudentT3,inverse_range_std,scalar,per_anchor_independent,124.84040069580078,136.8606228179786,246.64755249023438,168.466585978973,0.0
StudentT3,inverse_range_std,per_anchor_8params,V5_common_mode,124.84041595458984,136.8607869332922,246.64768981933594,168.4668890877353,0.0
StudentT3,inverse_range_std,per_anchor_8params,V5_no_regularization,123.3445816040039,139.31671286810854,249.007080078125,173.24781808076455,0.0
StudentT3,inverse_range_std,per_anchor_8params,per_anchor_independent,145.28823852539062,169.17275748476763,289.2066345214844,205.11595162373882,0.0
StudentT3,inverse_range_std,elevation_2params,V5_common_mode,92.56035614013672,116.69959682208632,204.3139190673828,132.98618921141195,0.0
StudentT3,inverse_range_std,elevation_2params,V5_no_regularization,93.05128479003906,118.90757226597262,204.5369415283203,137.48537357598352,0.0
StudentT3,inverse_range_std,elevation_2params,per_anchor_independent,126.28985595703125,137.6665468623369,247.65740966796875,170.43504934650628,0.0
StudentT3,NLOS_probability_based,scalar,V5_common_mode,88.0821304321289,112.85022309044187,200.22425842285156,134.5520448480756,0.0
StudentT3,NLOS_probability_based,scalar,V5_no_regularization,89.24271392822266,115.96652264770208,207.41778564453125,140.2093186087873,0.0
StudentT3,NLOS_probability_based,scalar,per_anchor_independent,111.3235855102539,128.16703578728814,220.73153686523438,161.33314959390785,0.0
StudentT3,NLOS_probability_based,per_anchor_8params,V5_common_mode,111.32368469238281,128.16721865399123,220.7318572998047,161.33348251571812,0.0
StudentT3,NLOS_probability_based,per_anchor_8params,V5_no_regularization,116.3819580078125,131.18945776290488,225.33106994628906,167.3163243778029,0.0
StudentT3,NLOS_probability_based,per_anchor_8params,per_anchor_independent,131.85165405273438,156.52014147546635,262.36541748046875,185.7634918447408,0.0
StudentT3,NLOS_probability_based,elevation_2params,V5_common_mode,89.42318725585938,113.62644818246542,201.4071044921875,136.67645439021192,0.0
StudentT3,NLOS_probability_based,elevation_2params,V5_no_regularization,90.86512756347656,116.74638645371428,208.59335327148438,142.33229531229662,0.0
StudentT3,NLOS_probability_based,elevation_2params,per_anchor_independent,112.70333099365234,129.02251953389765,221.6425323486328,163.4237661813387,0.0
