config,position_id,mean_x,mean_y,mean_z,err_3d_mm,credible_volume_95_mm3,mahalanobis2
V5_CV5,ID02,-539.5603637695312,1076.154541015625,-211.65000915527344,56.656646728515625,1108440.7562592302,8.914780467673026
V5_CV5,ID03,-580.4387817382812,1832.1021728515625,-236.93551635742188,209.12374877929688,977917.5481387537,70.44006937068491
V5_CV5,ID04,-251.90283203125,-0.7581350803375244,498.8544921875,196.51356506347656,934528.1927474794,67.70218761823415
V5_CV5,ID05,-140.5263671875,1197.814208984375,583.6654663085938,151.48147583007812,1027338.1443700276,51.89097720666781
V5_CV5,ID06,-191.79966735839844,1775.3087158203125,494.936279296875,92.22441101074219,952876.1031926401,13.96924849476436
V5_CV5,ID07,336.7486267089844,78.83468627929688,94.29995727539062,139.625,979658.4913021851,31.65437459586767
V5_CV5,ID08,486.125,1205.5286865234375,-93.70140075683594,121.38800048828125,1094216.4088777942,27.14003565532425
V5_CV5,ID09,425.476318359375,1613.0904541015625,-34.915000915527344,55.23662185668945,1024456.0736303986,6.115027432968123
V5_CV5,ID10,85.08297729492188,156.09654235839844,-962.5300903320312,88.2656478881836,958205.2767131831,13.863774327882926
V5_CV5,ID11,-77.46693420410156,1146.527587890625,-962.93408203125,19.721923828125,1036277.4058796386,0.7597158251936844
V5_CV5,ID12,4.116128444671631,1668.640625,-961.9334106445312,92.08858489990234,972760.2569446474,14.811288955961823
V5_CV5,ID13,-176.8393096923828,1085.041015625,-176.7279815673828,59.470455169677734,1104678.4605243842,4.561970681630985
V5_CV5,ID14,-174.58555603027344,1068.9615478515625,-168.31800842285156,73.00811767578125,1105717.9257949158,7.32854113794631
V5_CV5,ID15,-186.5102081298828,1079.21728515625,-194.77511596679688,55.75786590576172,1105453.0890704794,3.3792342119589422
V5_CV5,ID16,-169.4099884033203,1100.2550048828125,-177.59959411621094,27.942750930786133,1103364.3652737862,1.1871844202335269
V5_CV5,ID17,-151.8121795654297,191.3533935546875,-312.90631103515625,37.13447189331055,981695.2100265869,2.7928997646954543
V5_CV5,ID18,-323.99163818359375,227.0998992919922,-248.27032470703125,42.57785415649414,992927.8833398548,3.8980250231196405
V5_CV5,ID19,-204.88360595703125,-13.766989707946777,-85.47881317138672,222.19091796875,944209.7015323896,83.35636903491368
V5_CV5,ID20,-38.50583267211914,89.02996063232422,-229.9332275390625,121.29533386230469,962714.231189529,23.46778225255561
V5_CV5,ID21,-226.3419647216797,1680.6783447265625,-193.61102294921875,89.68955993652344,990278.9964854545,13.081537053766802
V5_CV5,ID22,-168.69029235839844,1680.4976806640625,-196.2205352783203,110.55266571044922,989448.9196054266,21.548065091711976
V5_CV5,ID23,-177.9199981689453,1692.1685791015625,-256.2289123535156,111.57817840576172,986897.5626043112,20.60714625511397
V5_CV5,ID24,-272.51226806640625,1772.97607421875,-290.9075622558594,192.92221069335938,971471.9073096553,63.782773151667506
