s,delta_c_mm,d_tag_mm,median_3d_mm,rmse_mm,vert_slope
1.04,-30.0,15.0,89.16944885253906,116.57030386074963,138.10276859558445
1.04,-30.0,20.0,81.77295684814453,111.93428509481579,127.06121053316319
1.04,-30.0,25.0,78.69902038574219,107.54198398910306,116.11947629158847
1.04,-30.0,30.0,76.62435913085938,103.41351685708209,105.27881738131074
1.04,-30.0,35.0,76.36666870117188,99.57021411578113,94.54043878191115
1.04,-30.0,40.0,75.02809143066406,96.03432105405078,83.90535086479622
1.04,-30.0,45.0,75.05865478515625,92.82861812905544,73.37448447301165
1.04,-30.0,50.0,74.45520782470703,89.97561789955238,62.94884406574355
1.04,-30.0,55.0,76.06198120117188,87.49663777022377,52.62920360360847
1.04,-30.0,60.0,77.02500915527344,85.41082646446965,42.4161901389872
1.04,-30.0,65.0,76.49007415771484,83.73389245755718,32.31049822122338
1.04,-30.0,70.0,74.91635131835938,82.47693806452807,22.31264491893211
1.04,-30.0,75.0,78.68247985839844,81.64551271254135,12.422967143057381
1.04,-30.0,80.0,80.53907775878906,81.23884238293127,2.642024007799834
1.04,-30.0,85.0,82.06046295166016,81.24960336441649,-7.030008720934798
1.04,-30.0,90.0,83.5653076171875,81.66406511587579,-16.593063154569407
1.04,-30.0,95.0,85.0531005859375,82.46285562963334,-26.046863612453084
1.04,-30.0,100.0,83.56375885009766,83.62215930806708,-35.39144043152648
1.04,-30.0,105.0,85.84841918945312,85.1147748768905,-44.626925798677675
1.04,-30.0,110.0,85.75668334960938,86.91132334166821,-53.753316715552494
1.04,-30.0,115.0,82.53799438476562,88.98193724711774,-62.77095574450241
1.04,-30.0,120.0,84.04087829589844,91.29680413526259,-71.68007501793028
1.04,-30.0,125.0,87.74822998046875,93.82720779110396,-80.48097964366322
1.04,-30.0,130.0,90.35488891601562,96.54614040220613,-89.17407974463414
1.04,-30.0,135.0,94.22129821777344,99.42846930237084,-97.75990398499125
1.04,-30.0,140.0,97.67676544189453,102.45126985700324,-106.2389448151683
1.04,-20.0,0.0,96.73500061035156,121.43150477352448,149.2428685004172
1.04,-20.0,5.0,89.16944885253906,116.57030386074963,138.10276859558445
1.04,-20.0,10.0,81.77295684814453,111.93428509481579,127.06121053316319
1.04,-20.0,15.0,78.69902038574219,107.54198398910306,116.11947629158847
1.04,-20.0,20.0,76.62435913085938,103.4135121354434,105.2788196718581
1.04,-20.0,25.0,76.36666870117188,99.57022392355809,94.54043649136375
1.04,-20.0,30.0,75.02809143066406,96.03432105405078,83.90535086479622
1.04,-20.0,35.0,75.05865478515625,92.82862338908457,73.37449742259257
1.04,-20.0,40.0,74.4552001953125,89.97561789955238,62.94884406574355
1.04,-20.0,45.0,76.06195831298828,87.49664056050952,52.62921367550475
1.04,-20.0,50.0,77.02500915527344,85.41082646446965,42.41618244110275
1.04,-20.0,55.0,76.49012756347656,83.73389245755718,32.310480103410384
1.04,-20.0,60.0,74.91635131835938,82.47694102463579,22.312643480089772
1.04,-20.0,65.0,78.68247985839844,81.64550374178604,12.422962239393161
1.04,-20.0,70.0,80.53907012939453,81.2388453881516,2.6420312020114656
1.04,-20.0,75.0,82.06057739257812,81.24961538370505,-7.030004338425061
1.04,-20.0,80.0,83.5653076171875,81.66406810544801,-16.5930534439978
1.04,-20.0,85.0,85.05314636230469,82.46286155085967,-26.046860839506465
1.04,-20.0,90.0,83.56375885009766,83.62215930806708,-35.39144871654816
1.04,-20.0,95.0,85.84842681884766,85.1147748768905,-44.62691522310859
1.04,-20.0,100.0,85.75668334960938,86.91132334166821,-53.753316715552494
1.04,-20.0,105.0,82.53799438476562,88.98193450340777,-62.77094711144844
1.04,-20.0,110.0,84.04087829589844,91.29681483183025,-71.68007155310839
1.04,-20.0,115.0,87.74822998046875,93.82720258705628,-80.48097820482087
1.04,-20.0,120.0,90.35482788085938,96.54613534471486,-89.17407745408674
1.04,-20.0,125.0,94.22130584716797,99.4284742132504,-97.75990628112521
1.04,-20.0,130.0,97.67676544189453,102.45126985700324,-106.2389448151683
1.04,-20.0,135.0,98.99560546875,105.59375,-114.61174025923009
1.04,-20.0,140.0,101.24279022216797,108.83733472337285,-122.87906809980855
1.04,-10.0,0.0,81.77295684814453,111.93428945702921,127.06120824261576
1.04,-10.0,5.0,78.69902038574219,107.54197944872504,116.11947858213586
1.04,-10.0,10.0,76.62440490722656,103.41351685708209,105.27882882602276
1.04,-10.0,15.0,76.36666870117188,99.57021901966974,94.54043649136375
1.04,-10.0,20.0,75.02809143066406,96.03432105405078,83.90535086479622
1.04,-10.0,25.0,75.05865478515625,92.82862338908457,73.37450624780259
1.04,-10.0,30.0,74.4552001953125,89.97561789955238,62.94884406574355
1.04,-10.0,35.0,76.06195831298828,87.49664056050952,52.62921367550475
1.04,-10.0,40.0,77.02500915527344,85.41082646446965,42.41619159526738
1.04,-10.0,45.0,76.49006652832031,83.73388662621156,32.310464085628595
1.04,-10.0,50.0,74.91635131835938,82.47694102463579,22.312632904520694
1.04,-10.0,55.0,78.68247985839844,81.64550374178604,12.422962239393161
1.04,-10.0,60.0,80.53907775878906,81.2388453881516,2.6420312020114656
1.04,-10.0,65.0,82.06051635742188,81.24961237888307,-7.029997731350669
1.04,-10.0,70.0,83.5653076171875,81.66407408459212,-16.59304912747082
1.04,-10.0,75.0,85.05314636230469,82.46285859024655,-26.046873789087407
1.04,-10.0,80.0,83.56375885009766,83.62216514720394,-35.391459480319725
1.04,-10.0,85.0,85.84842681884766,85.11478061362932,-44.62691292725671
1.04,-10.0,90.0,85.75668334960938,86.91132334166821,-53.7533325428181
1.04,-10.0,95.0,82.53799438476562,88.98192901598756,-62.77095582796684
1.04,-10.0,100.0,84.04087829589844,91.29680948354658,-71.68006817175093
1.04,-10.0,105.0,87.74822998046875,93.82720258705628,-80.48097820482087
1.04,-10.0,110.0,90.35482788085938,96.5461505171879,-89.17409479004132
1.04,-10.0,115.0,94.22129821777344,99.42846930237084,-97.75990830151824
1.04,-10.0,120.0,97.67676544189453,102.45126032503212,-106.2389284318449
1.04,-10.0,125.0,98.99560546875,105.59375924829791,-114.6117460495227
1.04,-10.0,130.0,101.24279022216797,108.83732126435306,-122.87905422867584
1.04,-10.0,135.0,104.0096206665039,112.16547485746227,-131.0414464595887
1.04,-10.0,140.0,105.2899169921875,115.56345067889112,-139.09969236538026
1.04,0.0,0.0,76.62437438964844,103.4135026921654,105.27881795217299
1.04,0.0,5.0,76.36668395996094,99.57019450022432,94.54044623711428
1.04,0.0,10.0,75.02810668945312,96.03432105405078,83.90536379094834
1.04,0.0,15.0,75.05862426757812,92.82863390914196,73.3745038874169
1.04,0.0,20.0,74.4552001953125,89.97560433250781,62.948821535489586
1.04,0.0,25.0,76.06195068359375,87.49663777022377,52.62920219186455
1.04,0.0,30.0,77.02500915527344,85.41082074761518,42.41618207348614
1.04,0.0,35.0,76.489990234375,83.73389828890238,32.31050846673931
1.04,0.0,40.0,74.91636657714844,82.4769469448509,22.312568659348106
1.04,0.0,45.0,78.68252563476562,81.64551869304432,12.422968872284317
1.04,0.0,50.0,80.53910064697266,81.23886942991021,2.6420285783594615
1.04,0.0,55.0,82.06056213378906,81.24959134512616,-7.030021289947066
1.04,0.0,60.0,83.56526184082031,81.66404119929408,-16.593036370499686
1.04,0.0,65.0,85.05316162109375,82.46284674779304,-26.046830923211107
1.04,0.0,70.0,83.56391906738281,83.62218266461208,-35.39143691853436
1.04,0.0,75.0,85.84835052490234,85.11475766667171,-44.62688130761782
1.04,0.0,80.0,85.75666809082031,86.91133738705354,-53.7533385792129
1.04,0.0,85.0,82.5380859375,88.98191529743558,-62.77092985600081
1.04,0.0,90.0,84.0408935546875,91.29679343869367,-71.68002809857835
1.04,0.0,95.0,87.74823760986328,93.82721819919847,-80.48093934984153
1.04,0.0,100.0,90.35482788085938,96.54613534471486,-89.17405136890088
1.04,0.0,105.0,94.2212905883789,99.42846439149103,-97.75991739521518
1.04,0.0,110.0,97.67678833007812,102.45126985700324,-106.23893512262667
1.04,0.0,115.0,98.99555969238281,105.59375924829791,-114.61174634915986
1.04,0.0,120.0,101.2429428100586,108.83735715506877,-122.87909105158748
1.04,0.0,125.0,104.00956726074219,112.1654617977945,-131.0413869955329
1.04,0.0,130.0,105.28990173339844,115.56344222844653,-139.09969444395762
1.04,0.0,135.0,106.55436706542969,119.01831118965477,-147.05463005478288
1.04,0.0,140.0,109.46766662597656,122.51867284341803,-154.90709841792818
1.04,10.0,0.0,75.02810668945312,96.03433122294079,83.90535690813304
1.04,10.0,5.0,75.05864715576172,92.82863390914196,73.37450174973726
1.04,10.0,10.0,74.45520782470703,89.97560433250781,62.948821535489586
1.04,10.0,15.0,76.06196594238281,87.49662939936601,52.6292044879985
1.04,10.0,20.0,77.02501678466797,85.41083218132376,42.416189365655
1.04,10.0,25.0,76.49006652832031,83.73390703591944,32.31050378307386
1.04,10.0,30.0,74.91636657714844,82.47693806452807,22.31257548627971
1.04,10.0,35.0,78.68252563476562,81.64552467354686,12.422969987799535
1.04,10.0,40.0,80.53898620605469,81.23886642469077,2.642030766336269
1.04,10.0,45.0,82.06051635742188,81.24959134512616,-7.03002957496874
1.04,10.0,50.0,83.56525421142578,81.66403820972087,-16.593035654224533
1.04,10.0,55.0,85.05316162109375,82.46283786595177,-26.046826647851855
1.04,10.0,60.0,83.56391906738281,83.62217390590847,-35.39143452541636
1.04,10.0,65.0,85.84834289550781,85.11476340341169,-44.62688558297709
1.04,10.0,70.0,85.75666809082031,86.91134300520703,-53.75335115964608
1.04,10.0,75.0,82.5380859375,88.98192352856702,-62.7709366283505
1.04,10.0,80.0,84.0408935546875,91.29679343869367,-71.68001998516233
1.04,10.0,85.0,87.74822998046875,93.82720258705628,-80.48093925054899
1.04,10.0,90.0,90.35482788085938,96.54612522973152,-89.17404346192788
1.04,10.0,95.0,94.22119140625,99.4284742132504,-97.75992054349753
1.04,10.0,100.0,97.67678833007812,102.45127938897348,-106.2389538275769
1.04,10.0,105.0,98.9956283569336,105.593768496595,-114.61175147622423
1.04,10.0,110.0,101.2429428100586,108.83735715506877,-122.87908891390786
1.04,10.0,115.0,104.00958251953125,112.16547485746227,-131.0413886814814
1.04,10.0,120.0,105.28990173339844,115.56344222844653,-139.099705367559
1.04,10.0,125.0,106.55447387695312,119.01830298450949,-147.05461482185848
1.04,10.0,130.0,109.46766662597656,122.51867284341803,-154.9071027756229
1.04,10.0,135.0,111.94296264648438,126.054524567992,-162.65783458712414
1.04,10.0,140.0,113.10016632080078,129.61704411457623,-170.30785029487134
1.04,20.0,0.0,74.45513916015625,89.9756124727348,62.948847833673504
1.04,20.0,5.0,76.06204986572266,87.49664335079518,52.62919752596125
1.04,20.0,10.0,77.02506256103516,85.41083218132376,42.41618708447462
1.04,20.0,15.0,76.489990234375,83.73389828890238,32.31050679974256
1.04,20.0,20.0,74.91636657714844,82.47695286506558,22.312605057575965
1.04,20.0,25.0,78.68241882324219,81.64551869304432,12.42300860224757
1.04,20.0,30.0,80.53900146484375,81.23886041425156,2.642019520627124
1.04,20.0,35.0,82.0605239868164,81.24961538370505,-7.030066069697252
1.04,20.0,40.0,83.5653076171875,81.66407408459212,-16.593058960119723
1.04,20.0,45.0,85.05308532714844,82.46285562963334,-26.04682927772899
1.04,20.0,50.0,83.56379699707031,83.6221709863404,-35.39145189927852
1.04,20.0,55.0,85.84838104248047,85.11475479830158,-44.62687802525878
1.04,20.0,60.0,85.75665283203125,86.91134581428365,-53.75336435692224
1.04,20.0,65.0,82.53793334960938,88.98192352856702,-62.770929491763525
1.04,20.0,70.0,84.04087829589844,91.29680413526259,-71.68006182904284
1.04,20.0,75.0,87.74822998046875,93.82722340324528,-80.48096401680469
1.04,20.0,80.0,90.35488891601562,96.54613534471486,-89.17404054818043
1.04,20.0,85.0,94.2212905883789,99.42848894588764,-97.7599300772333
1.04,20.0,90.0,97.67672729492188,102.45126985700324,-106.23894722647582
1.04,20.0,95.0,98.99557495117188,105.59374537585074,-114.61172232714381
1.04,20.0,100.0,101.242919921875,108.83734369605178,-122.87905092320506
1.04,20.0,105.0,104.00958251953125,112.1654879171285,-131.04144040403824
1.04,20.0,110.0,105.28982543945312,115.5634295527785,-139.09966805727714
1.04,20.0,115.0,106.55433654785156,119.01830298450949,-147.0546313918985
1.04,20.0,120.0,109.46765899658203,122.51866487269399,-154.90701646678343
1.04,20.0,125.0,111.9428482055664,126.05453231513535,-162.6578386454251
1.04,20.0,130.0,113.10003662109375,129.6170215119334,-170.30786208986692
1.04,20.0,135.0,114.2456283569336,133.19862987283315,-177.85815452371477
1.04,20.0,140.0,115.38041687011719,136.79254080084192,-185.3096325164039
1.04,30.0,0.0,77.02503967285156,85.41082646446965,42.41619530778175
1.04,30.0,5.0,76.49006652832031,83.73388662621156,32.31050881404812
1.04,30.0,10.0,74.91636657714844,82.47694990495829,22.31257644058558
1.04,30.0,15.0,78.6824951171875,81.64551271254135,12.422996131830185
1.04,30.0,20.0,80.5390625,81.2388574090318,2.642028371589132
1.04,30.0,25.0,82.06051635742188,81.24960035959408,-7.030058638558355
1.04,30.0,30.0,83.5653076171875,81.66406212630345,-16.59304190315064
1.04,30.0,35.0,85.05308532714844,82.46284378717938,-26.04683448294788
1.04,30.0,40.0,83.56391906738281,83.62218266461208,-35.39146684510157
1.04,30.0,45.0,85.84830474853516,85.11474332482005,-44.626869289433266
1.04,30.0,50.0,85.75665283203125,86.91134581428365,-53.753362019804705
1.04,30.0,55.0,82.53799438476562,88.98192352856702,-62.770932318860396
1.04,30.0,60.0,84.04084777832031,91.29679343869367,-71.68006025271762
1.04,30.0,65.0,87.74822998046875,93.82721299515136,-80.48095062064637
1.04,30.0,70.0,90.35488891601562,96.54614040220613,-89.17407625258272
1.04,30.0,75.0,94.22129821777344,99.42848403500881,-97.75993450583911
1.04,30.0,80.0,97.67672729492188,102.45126985700324,-106.23896053284474
1.04,30.0,85.0,98.99555969238281,105.59374537585074,-114.61171264249461
1.04,30.0,90.0,101.242919921875,108.83733472337285,-122.87904393233622
1.04,30.0,95.0,104.00958251953125,112.1654879171285,-131.04144397039283
1.04,30.0,100.0,105.28982543945312,115.5634295527785,-139.09966988109298
1.04,30.0,105.0,106.55433654785156,119.01831118965477,-147.0546375708634
1.04,30.0,110.0,109.46765899658203,122.51864893124434,-154.90699710760433
1.04,30.0,115.0,111.9428482055664,126.0545400622782,-162.65785349635345
1.04,30.0,120.0,113.10003662109375,129.6170215119334,-170.30785975005404
1.04,30.0,125.0,114.2456283569336,133.19862254120724,-177.8581508581871
1.04,30.0,130.0,115.38041687011719,136.79254793984575,-185.3096249547128
1.04,30.0,135.0,116.86439514160156,140.39305872264484,-192.6635308363339
1.04,30.0,140.0,120.09040832519531,143.99510354088434,-199.92082794522133
1.04,40.0,0.0,74.91636657714844,82.47694102463579,22.31257583803074
1.04,40.0,5.0,78.6824951171875,81.64550673203793,12.422985050690315
1.04,40.0,10.0,80.5390625,81.23886942991021,2.64202305464902
1.04,40.0,15.0,82.06051635742188,81.24959134512616,-7.030068059296949
1.04,40.0,20.0,83.5653076171875,81.66405016801303,-16.593061469300018
1.04,40.0,25.0,85.05308532714844,82.46285562963334,-26.04682518432665
1.04,40.0,30.0,83.56391906738281,83.62218266461208,-35.39146612042937
1.04,40.0,35.0,85.84837341308594,85.11474332482005,-44.626905345060145
1.04,40.0,40.0,85.75667572021484,86.91134581428365,-53.753356222427115
1.04,40.0,45.0,82.53799438476562,88.98192352856702,-62.770942894429496
1.04,40.0,50.0,84.04084777832031,91.29677739383794,-71.68003699960953
1.04,40.0,55.0,87.74830627441406,93.82721299515136,-80.48097716694375
1.04,40.0,60.0,90.35488891601562,96.54613534471486,-89.17406883620546
1.04,40.0,65.0,94.22129821777344,99.42848403500881,-97.75993788388034
1.04,40.0,70.0,97.67668151855469,102.45126509101779,-106.23895247113809
1.04,40.0,75.0,98.99564361572266,105.59376387244656,-114.61173100997186
1.04,40.0,80.0,101.2427978515625,108.8373392097124,-122.87903646736382
1.04,40.0,85.0,104.00958251953125,112.16547050423985,-131.04142496139997
1.04,40.0,90.0,105.28988647460938,115.56343377800134,-139.099671526311
1.04,40.0,95.0,106.55439758300781,119.01831529222719,-147.05463707840178
1.04,40.0,100.0,109.46765899658203,122.51866487269399,-154.9070282501934
1.04,40.0,105.0,111.94284057617188,126.05453231513535,-162.65784281821377
1.04,40.0,110.0,113.10003662109375,129.6170365803624,-170.30788930337192
1.04,40.0,115.0,114.2456283569336,133.19862987283315,-177.858146528065
1.04,40.0,120.0,115.38041687011719,136.79254793984575,-185.30963057300426
1.04,40.0,125.0,116.86444091796875,140.3930517667274,-192.66352680827387
1.04,40.0,130.0,120.09040832519531,143.99509675896954,-199.92082738660005
1.04,40.0,135.0,124.63742065429688,147.59440834598038,-207.08279801882009
1.04,40.0,140.0,129.22694396972656,151.18732559932067,-214.15067663731912
1.04,50.0,0.0,80.5390625,81.23887243512954,2.642017283489797
1.04,50.0,5.0,82.06051635742188,81.2495883403033,-7.0300622881377155
1.04,50.0,10.0,83.5653076171875,81.66404119929408,-16.59304704140196
1.04,50.0,15.0,85.05308532714844,82.46285562963334,-26.04683154493153
1.04,50.0,20.0,83.56391906738281,83.62218850374732,-35.3914747771682
1.04,50.0,25.0,85.84837341308594,85.11475766667171,-44.626883002339326
1.04,50.0,30.0,85.75663757324219,86.91134581428365,-53.753373453114996
1.04,50.0,35.0,82.53799438476562,88.98190706630338,-62.77093034995948
1.04,50.0,40.0,84.04084777832031,91.29677204555207,-71.68004050085315
1.04,50.0,45.0,87.74830627441406,93.8271973830083,-80.48094000983734
1.04,50.0,50.0,90.35493469238281,96.54615557467838,-89.17410946441181
1.04,50.0,55.0,94.22123718261719,99.42847912412972,-97.75992297338723
1.04,50.0,60.0,97.67668151855469,102.45126985700324,-106.23894924349474
1.04,50.0,65.0,98.99564361572266,105.59376387244656,-114.61171713219191
1.04,50.0,70.0,101.24280548095703,108.83733472337285,-122.87905301270703
1.04,50.0,75.0,104.00958251953125,112.1654617977945,-131.04141540543483
1.04,50.0,80.0,105.28988647460938,115.5634295527785,-139.0996619703459
1.04,50.0,85.0,106.55439758300781,119.01830298450949,-147.05463000407633
