ID,status,location,height,facing,all_available_frames,strict8_frames,strict8_ratio_percent,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8,allavail_N_frames,allavail_X_std,allavail_Y_std,allavail_Z_std,allavail_D3_std,delta_D3_strict8_minus_allavail,delta_Z_strict8_minus_allavail
ID14,ok,center,mid,BCGF,600,179,29.833333333333332,179,1698.6562639632243,2560.4362402790716,-847.8640124384898,23.38299141915215,14.263163864826453,39.2791644893787,47.88585275555509,40.34828067450404,56.95733425323606,76.82844876571974,116.30552110825585,8.0,100.0,100.0,600,22.38514297836927,13.866108380118888,37.699919255121536,45.985296558942856,1.9005561966122357,1.579245234257165
ID15,ok,center,mid,CDHG,600,190,31.666666666666668,190,1664.6485480551353,2568.4470899753546,-945.4028126754997,21.2202844967667,13.230133264638612,32.05289147386076,40.653717568740376,35.357856177722205,43.514479960512645,67.86108183064566,125.81425457505581,8.0,100.0,100.0,600,22.342540316721067,13.626712035642107,34.83740468185105,43.5720226025104,-2.918305033770025,-2.784513207990287
ID16,ok,center,mid,ADHE,601,169,28.119800332778702,169,1720.680030638682,2554.8871408379973,-914.3009660024053,21.867008247690435,15.678367071242539,32.348162266895606,42.07589387963841,35.02208108637539,49.27481209667834,71.81079734912558,98.95148510097208,8.0,100.0,100.0,601,26.608425840990066,18.023067772348018,35.35182589225964,47.77646796885217,-5.7005740892137595,-3.003663625364034
ID17,ok,center,low,ABEF,601,215,35.77371048252912,215,1528.9066911618395,2563.752023374145,-36.99761303250458,23.688455107497774,16.78398408133823,41.58204109767147,50.714013535422254,39.35073756378545,55.94049470833397,89.191938421858,115.53816757691659,8.0,100.0,100.0,601,26.77267075402302,19.73079490700457,51.755102581862154,61.519678235704966,-10.805664700282712,-10.173061484190683
ID18,ok,center,low,BCGF,601,240,39.93344425956739,240,1652.7323958383088,2421.9538045688864,-51.17324276998844,22.383110430530202,13.288823343742285,43.175434571134,50.415420347476754,40.07154084026921,57.25539511264484,89.38245937338479,127.99732098844747,8.0,100.0,100.0,601,27.105614516869775,13.667196725533005,60.722941105179714,67.88801205761357,-17.47259171013681,-17.547506534045716
ID19,ok,center,low,CDHG,601,168,27.95341098169717,168,1758.380183797682,2617.8346486291166,-9.449190259925171,28.66909821220292,13.830842753250275,45.53673601606497,55.559011245367394,45.967038372330464,63.20338304436746,95.6101076998493,119.60171290188738,8.0,100.0,100.0,601,32.887227019544824,16.37581561286489,47.034901023564466,59.68265202148891,-4.123640776121519,-1.4981650074994945
ID20,ok,center,low,ADHE,601,299,49.750415973377706,299,1657.0006268850177,2715.7749955837226,-109.56227935626593,19.408636222071078,13.260393452448724,37.36243918857414,44.1416476429498,33.520780449700716,49.38773092119908,78.36528615796115,154.11138410412804,8.0,100.0,100.0,601,24.38833310649969,15.001948303196906,49.94361318484686,57.5692082850111,-13.427560642061302,-12.581173996272717
ID21,ok,center,high,ABEF,600,150,25.0,150,1608.7283695968342,2486.633976659514,-1445.602461874559,22.240738361448724,13.77307785951458,33.652092553108055,42.62407124841101,36.441468915597625,49.75577935700474,69.25324983379402,104.53506260406843,8.0,100.0,100.0,600,23.5027562828809,14.266303037762327,33.06245455199216,43.000382047841285,-0.37631079943027146,0.5896380011158939
ID22,ok,center,high,BCGF,601,215,35.77371048252912,215,1589.8887659573027,2470.3529835557006,-1547.896551435131,23.456542271401236,14.76804821016992,28.147982420667766,39.50460147403284,33.16706619485586,44.81117836331045,67.33561565516857,98.46477384265573,8.0,100.0,100.0,601,25.975113058014927,15.28797696535129,26.488676695659443,40.12578636185141,-0.621184887818572,1.6593057250083234
ID23,ok,center,high,CDHG,601,191,31.78036605657238,191,1615.2757598397588,2520.4580229369944,-1466.91510518613,22.330066667850577,12.951446892309352,28.244225427773824,38.26366584646414,32.788713715512365,44.40674184627222,63.0375854697198,93.67295725345207,8.0,100.0,100.0,601,27.839493139587244,15.072002320519003,32.10572072528666,45.088578770116015,-6.824912923651873,-3.8614952975128354
ID24,ok,center,high,ADHE,601,202,33.61064891846922,202,1622.1147183579085,2525.5210835910257,-1448.360262469973,23.81807682854252,14.75378781674473,24.404567151718673,37.15586005752828,31.230973476229273,43.105377383824234,61.89417306328876,104.09768341852083,8.0,100.0,100.0,601,25.90018476668029,15.013694247742803,26.447101238947383,39.945960369679625,-2.7901003121513455,-2.0425340872287094
