ok,position_id,x_mm,y_mm,z_mm,error_3d_mm,error_horiz_mm,error_vert_mm,signed_vertical_mm,n_ranges,notes,loss,split_family,split,evidence_label,dtag_fit_mm
True,ID11,-78.17445798245356,1138.5793490724068,-970.2895406247304,20.15604134221284,19.505504140175752,5.079499072406634,5.079499072406634,9510,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID12,0.790152958199853,1665.9981582325079,-968.8418091719678,88.82676288805423,46.19766182818249,75.86810823250767,75.86810823250767,9504,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID13,-181.02024196814213,1082.0984757304607,-180.97522914503324,60.09732161732903,19.046991838143104,56.99912426953938,-56.99912426953938,9498,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID14,-178.92412808284882,1062.721629250856,-175.79231024568574,75.06608773156387,27.350408013672777,69.90617074914394,-69.90617074914394,9510,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID15,-197.94066012194742,1073.1106184096298,-199.64614066469562,61.140304302718455,15.494099123064789,59.14448159037033,-59.14448159037033,9554,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID16,-173.83806775045184,1095.4802308095866,-182.2689208785493,28.983258116207836,11.56261041817747,26.576969190413365,-26.576969190413365,9484,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID17,-152.0356745165975,181.99292223087693,-316.23294895408304,41.256495505711634,30.78525531594504,27.465732769123093,-27.465732769123093,9500,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID18,-327.44902219794943,216.1769951985558,-253.44076955497056,44.47710485356903,43.500100262673755,9.271145198555814,9.271145198555814,9505,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID19,-204.64671134873817,-16.252334509797823,-84.03069105777669,224.8212191116623,34.14682462797272,222.21290450979785,-222.21290450979785,9485,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID20,-44.409710427236675,70.90977835219206,-235.12359437176582,137.18864648557184,38.586391844168475,131.65035164780795,-131.65035164780795,9505,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID21,-214.29738906817872,1661.4413975953082,-209.51280129138047,65.20762826698065,17.565856591981508,62.79709759530829,62.79709759530829,9503,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID22,-171.4003497256478,1677.2698489324116,-201.75648017894292,104.72474478690323,69.93768869710838,77.94864893241174,77.94864893241174,9518,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID23,-183.62004038468746,1700.2149759966496,-265.2224936377559,118.76912657038581,63.21120887816476,100.55072599664982,100.55072599664982,9533,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID24,-269.21467392165164,1758.3164347707354,-289.3731987338655,178.34284444376976,81.29815894363799,158.73493477073544,158.73493477073544,9518,`ftol` termination condition is satisfied.,l2,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID01,-457.7240909333332,72.47670059123121,-366.89398782463184,139.72567972175204,86.07391710657755,110.06609999284814,-110.06609999284814,9506,`ftol` termination condition is satisfied.,l2,loo_position,ID01,HELD-OUT,50.44501406224509
True,ID02,-543.9529073142826,1070.323694609692,-215.69692860014896,56.56823066716466,44.23033977420776,35.26530539030796,-35.26530539030796,9555,`ftol` termination condition is satisfied.,l2,loo_position,ID02,HELD-OUT,51.24910706458937
True,ID03,-591.8712864986552,1835.6491622819397,-246.11486093016737,213.71593550199657,39.21293454505242,210.0877122819395,210.0877122819395,9515,`ftol` termination condition is satisfied.,l2,loo_position,ID03,HELD-OUT,50.74733943984202
True,ID04,-255.14410301677106,-17.987582771159293,494.2950210121795,211.25198059047824,67.57830481167922,200.1513727711593,-200.1513727711593,9534,`ftol` termination condition is satisfied.,l2,loo_position,ID04,HELD-OUT,48.42962419902996
True,ID05,-146.4893371565961,1176.064636426064,579.2985502081372,133.7345987232209,112.39163461705672,72.47801986648733,72.47801986648733,9495,`ftol` termination condition is satisfied.,l2,loo_position,ID05,HELD-OUT,49.14867523496154
True,ID06,-182.25997735350094,1752.7409752348372,499.55565136253307,72.43026631947541,25.512210474418378,67.78842523483718,67.78842523483718,9520,`ftol` termination condition is satisfied.,l2,loo_position,ID06,HELD-OUT,48.407839775594226
True,ID07,323.41046466598976,85.96256496242798,82.82702915379505,132.07834558616662,40.848849525494046,125.60279003757203,-125.60279003757203,9498,`ftol` termination condition is satisfied.,l2,loo_position,ID07,HELD-OUT,50.71720308481039
True,ID08,484.3933005430367,1201.9598920432038,-97.5369349334488,118.68615208974096,96.07898358366533,69.67949204320371,69.67949204320371,9491,`ftol` termination condition is satisfied.,l2,loo_position,ID08,HELD-OUT,50.215719551366206
True,ID09,425.60009736989144,1609.5393498400092,-44.41903853676721,48.12801399924549,24.620163052752197,41.35399984000901,41.35399984000901,9528,`ftol` termination condition is satisfied.,l2,loo_position,ID09,HELD-OUT,50.564544482997064
True,ID10,83.68957121370256,149.2217432681872,-969.2575440325564,96.40141378930215,35.998163420804794,89.42798673181281,-89.42798673181281,9496,`ftol` termination condition is satisfied.,l2,loo_position,ID10,HELD-OUT,49.373440214212025
True,ID11,-78.0912601785968,1139.9761423168923,-971.5397773531208,21.327382292167414,20.320306918509385,6.476292316892113,6.476292316892113,9510,`ftol` termination condition is satisfied.,l2,loo_position,ID11,HELD-OUT,47.78848948865121
True,ID12,0.8182749243953482,1667.2158832314028,-969.1435409385879,89.9253965361619,46.30714045594205,77.0858332314026,77.0858332314026,9504,`ftol` termination condition is satisfied.,l2,loo_position,ID12,HELD-OUT,49.564544482997064
True,ID13,-181.025231829187,1082.154164899219,-180.97347421858439,60.04428747371139,19.046302978500464,56.943435100781016,-56.943435100781016,9498,`ftol` termination condition is satisfied.,l2,loo_position,ID13,HELD-OUT,50.23701345675377
True,ID14,-178.91386558454278,1062.5237288367848,-175.8229894961774,75.2454177511416,27.33664388484218,70.10407116321517,-70.10407116321517,9510,`ftol` termination condition is satisfied.,l2,loo_position,ID14,HELD-OUT,50.983895496472144
True,ID15,-197.77915286124636,1072.6216709007933,-199.71230242462167,61.635955643500985,15.583490044194296,59.63342909920675,-59.63342909920675,9554,`ftol` termination condition is satisfied.,l2,loo_position,ID15,HELD-OUT,51.16011910101756
True,ID16,-173.83504786220723,1095.4478891053948,-182.27031219451263,29.013896054757595,11.565065412289037,26.609310894605187,-26.609310894605187,9484,`ftol` termination condition is satisfied.,l2,loo_position,ID16,HELD-OUT,50.42217562192981
True,ID17,-151.96161331941602,184.19185692881177,-316.17564044374524,39.89642781373903,30.87578124560878,25.266798071188248,-25.266798071188248,9500,`ftol` termination condition is satisfied.,l2,loo_position,ID17,HELD-OUT,51.82248104281042
True,ID18,-327.18960231873433,218.50436351160198,-253.40455541986915,44.811883554045934,43.28486331250867,11.598513511601993,11.598513511601993,9505,`ftol` termination condition is satisfied.,l2,loo_position,ID18,HELD-OUT,51.90585012570719
True,ID19,-204.60889910248042,-15.320050674560935,-84.06628129041256,223.89229507309665,34.09760559012379,221.28062067456096,-221.28062067456096,9485,`ftol` termination condition is satisfied.,l2,loo_position,ID19,HELD-OUT,50.97171282327909
True,ID20,-44.45655497169185,73.34591480257897,-235.16332681986438,134.8444317943877,38.557844556793455,129.21421519742103,-129.21421519742103,9505,`ftol` termination condition is satisfied.,l2,loo_position,ID20,HELD-OUT,51.899714364693196
True,ID21,-214.29010804428327,1661.2455724944805,-209.5127525084047,65.01882583077729,17.56497635878695,62.601272494480554,62.601272494480554,9503,`ftol` termination condition is satisfied.,l2,loo_position,ID21,HELD-OUT,50.47908996563507
True,ID22,-171.36429842465006,1675.9952056181387,-201.7435190831336,103.80501410619692,69.97555155950796,76.67400561813884,76.67400561813884,9518,`ftol` termination condition is satisfied.,l2,loo_position,ID22,HELD-OUT,51.120862571047624
True,ID23,-183.63426084425825,1700.6024950741437,-265.22752892257915,119.09351454227614,63.20392303792074,100.93824507414388,100.93824507414388,9533,`ftol` termination condition is satisfied.,l2,loo_position,ID23,HELD-OUT,50.133059248560826
True,ID24,-269.2715344498832,1759.4505633257581,-289.4028872555552,179.37968675123557,81.35695797112955,159.86906332575813,159.86906332575813,9518,`ftol` termination condition is satisfied.,l2,loo_position,ID24,HELD-OUT,49.69492340168246
True,ID01,-456.7122481820916,79.1312152260512,-366.49296889455746,135.23321004681767,87.14393331326035,103.41158535802815,-103.41158535802815,9506,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID04,-254.6742521361008,-8.342009846386548,492.2557322158092,202.15624199485885,67.63642807224838,190.50579984638657,-190.50579984638657,9534,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID07,322.2149466677905,91.77525829788256,82.48841486894182,126.7631270154798,41.46351532178638,119.79009670211745,-119.79009670211745,9498,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID10,83.26753955317065,157.36536732433854,-967.3067301701317,88.15012612571236,34.107141779846195,81.28436267566147,-81.28436267566147,9496,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID17,-151.81620980529306,188.50167932095837,-316.062980521814,37.46361174170824,31.053620966346525,20.956975679041648,-20.956975679041648,9500,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID18,-326.7208213935848,222.69246770560574,-253.3390542023223,45.7098120458191,42.89719826143852,15.78661770560575,15.78661770560575,9505,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID19,-204.37849326306446,-9.652151612498617,-84.28344360853083,218.24555885317926,33.79760698611229,215.61272161249863,-215.61272161249863,9485,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID20,-44.54224631187525,77.76434780076734,-235.23555844249537,130.60119658846094,38.50565277487843,124.79578219923268,-124.79578219923268,9505,`ftol` termination condition is satisfied.,l2,leave_height,LOW,HELD-OUT,54.698594248950855
True,ID02,-545.3714654368916,1071.914956957849,-215.50752202031566,55.77738017123703,44.46543560971903,33.67404304215097,-33.67404304215097,9555,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID05,-146.41473558349134,1176.52417595025,579.5434488113596,134.1987174080964,112.64727330969933,72.93755939067341,72.93755939067341,9495,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID08,485.5669779206002,1203.4685006879033,-97.61959818059891,120.50607352146643,97.23151791476892,71.18810068790322,71.18810068790322,9491,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID11,-78.11364573686254,1139.5992341864924,-971.2035971098124,21.001987550897297,20.096790630188035,6.099384186492216,6.099384186492216,9510,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID13,-181.09633409228655,1082.9523448553355,-180.94836387367448,59.28479592828132,19.036736931482665,56.14525514466459,-56.14525514466459,9498,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID14,-178.95515007381945,1063.3241402212916,-175.6996643156667,74.5206457022219,27.392140791714727,69.30365977870838,-69.30365977870838,9510,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID15,-198.32194819627213,1074.270825474668,-199.49002799602002,59.96606492871332,15.288978082448637,57.98427452533201,-57.98427452533201,9554,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID16,-173.9302119569723,1096.4705958147174,-182.2265327923693,28.047210205816214,11.487893044197518,25.586604185282567,-25.586604185282567,9484,`ftol` termination condition is satisfied.,l2,leave_height,MID,HELD-OUT,48.47908996563507
True,ID03,-592.8771147360296,1840.4400429788911,-246.26499310656098,218.59693426184742,40.14735294002006,214.878592978891,214.878592978891,9515,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID06,-182.2694637908205,1753.9712419698228,499.7685295457696,73.64846421632811,25.700514395600628,69.01869196982284,69.01869196982284,9520,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID09,426.92793472218455,1613.946220232758,-44.248805525446215,52.466386260820535,25.664458747659683,45.760870232757725,45.760870232757725,9528,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID12,0.8816316496325791,1670.052784080579,-969.8445828601037,92.498955830341,46.56622603119642,79.92273408057872,79.92273408057872,9504,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID21,-214.46090269190137,1665.8200627135855,-209.51382664233424,69.43966624931885,17.586476414132655,67.17576271358553,67.17576271358553,9503,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID22,-171.52614364290898,1681.7174411772396,-201.80161748483152,107.99057865712383,69.80561953426523,82.39624117723974,82.39624117723974,9518,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID23,-183.78619651551742,1704.7338032075452,-265.28144661109474,122.5746493233757,63.12633084153805,105.06955320754537,105.06955320754537,9533,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID24,-269.44092478011726,1762.8294352773667,-289.4914683265402,182.47575376969206,81.53227791184297,163.24793527736665,163.24793527736665,9518,`ftol` termination condition is satisfied.,l2,leave_height,HIGH,HELD-OUT,47.71562910827763
True,ID07,323.3556224511634,86.22967869145523,82.81143619798372,131.8328872535677,40.87637955949105,125.33567630854478,-125.33567630854478,9498,`ftol` termination condition is satisfied.,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID08,483.9319173317183,1201.3689994370454,-97.50461020388227,117.9728322736388,95.62611872543826,69.08859943704533,69.08859943704533,9491,`ftol` termination condition is satisfied.,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID09,425.44376808617096,1609.0230926884678,-44.43907503910607,47.622760585817424,24.49910402289425,40.83774268846764,40.83774268846764,9528,`ftol` termination condition is satisfied.,l2,leave_quadrant,NE,HELD-OUT,50.899714364693196
True,ID04,-255.29633798345867,-21.114517276381406,494.95521158855195,214.21534303649366,67.57324162042039,203.2783072763814,-203.2783072763814,9534,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID05,-146.1829096458948,1177.9600016831048,580.3037575924527,135.647570658526,113.4410111504088,74.37338512352812,74.37338512352812,9495,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID06,-182.2881236641,1756.3084856639246,500.1716335506689,75.9649951798094,26.057838325431433,71.35593566392458,71.35593566392458,9520,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID13,-181.18048312838835,1083.906136034602,-180.9186691684655,58.37874440535273,19.025774720144028,55.19146396539804,-55.19146396539804,9498,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID14,-178.9895183614458,1063.9982548227852,-175.59734883181648,73.91133036837753,27.43848183832476,68.62954517721482,-68.62954517721482,9510,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID15,-198.74479811686916,1075.5672268820188,-199.31701163994643,58.657187986385935,15.071520952772776,56.687873117981326,-56.687873117981326,9554,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID16,-174.03204487021702,1097.5760731337955,-182.17970561347263,27.007734048702133,11.405793519357864,24.481126866204477,-24.481126866204477,9484,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID19,-204.89131180222805,-22.301032262744087,-83.80011083615211,230.8489651155442,34.46571669590745,228.2616022627441,-228.2616022627441,9485,`ftol` termination condition is satisfied.,l2,leave_quadrant,NW,HELD-OUT,46.40342784144201
True,ID10,83.85044631365585,146.10312899948585,-970.0004660383723,99.56569752726003,36.721312168023964,92.54660100051416,-92.54660100051416,9496,`ftol` termination condition is satisfied.,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID11,-78.07691204107762,1140.2179076085433,-971.7549628372402,21.53945883114932,20.464994226900522,6.718057608543177,6.718057608543177,9510,`ftol` termination condition is satisfied.,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID12,0.8947080066484181,1670.6199686526163,-969.9843826243771,93.01611006710705,46.61941363114099,80.4899186526161,80.4899186526161,9504,`ftol` termination condition is satisfied.,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID20,-44.30368814332822,66.09955285904591,-235.0549113557603,141.83095809544963,38.65917175303814,136.46057714095411,-136.46057714095411,9505,`ftol` termination condition is satisfied.,l2,leave_quadrant,SE,HELD-OUT,47.34681290290496
True,ID01,-455.93713057331314,84.2047117453794,-366.18576632979506,131.9394976140512,87.96392052540733,98.33808883869995,-98.33808883869995,9506,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID02,-540.5654491920607,1066.596557301005,-216.1396072057716,58.68860357680852,43.8627587158102,38.992442698994864,-38.992442698994864,9555,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID03,-589.4796227644671,1824.3177517348831,-245.7593629964147,202.17237501757674,37.00813074068774,198.75630173488298,198.75630173488298,9515,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID17,-151.652099174382,193.35562100797907,-315.9355383617078,35.15898029969404,31.254538741854617,16.103033992020954,-16.103033992020954,9500,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID18,-326.1743095234474,227.5468207051823,-253.26259646824846,47.19989185235391,42.44738059317336,20.640970705182326,20.640970705182326,9505,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID21,-213.83885847315372,1649.0341270862257,-209.5077851409076,53.34811368327965,17.518177981296983,50.38982708622575,50.38982708622575,9503,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID22,-171.04299807542503,1664.6268353684716,-201.62745886288423,95.96240554958395,70.31327945689233,65.30563536847171,65.30563536847171,9518,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID23,-183.1523241198685,1687.3678763972198,-265.0580095121593,108.25074784925513,63.453119125066465,87.70362639721998,87.70362639721998,9533,Both `ftol` and `xtol` termination conditions are satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID24,-268.56949149025735,1745.4437222857516,-289.0377621762386,166.66557935245874,80.63266987240785,145.8622222857516,145.8622222857516,9518,`ftol` termination condition is satisfied.,l2,leave_quadrant,SW,HELD-OUT,57.954736600537714
True,ID01,-464.0990201101598,45.63417923158651,-327.0574042740998,167.3680595710027,96.27095493409446,136.90862135249284,-136.90862135249284,9506,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID02,-526.257659432635,1058.6503802878678,-223.9753261795483,61.50943857118688,39.75144038726718,46.938619712132095,-46.938619712132095,9555,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID03,-563.3172319583409,1724.9727875227634,-258.1664516392447,99.8642745115261,9.500489232070734,99.41133752276323,99.41133752276323,9515,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID04,-275.13358426952436,47.76584763377405,516.6743726075359,146.7407182455001,58.906973092579236,134.39794236622595,-134.39794236622595,9534,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID05,-185.24504206041132,1109.6308733503163,507.30355131373045,34.139862234865475,33.60055287139175,6.04425679073961,6.04425679073961,9495,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID06,-166.75917179333698,1786.8609549488876,493.0474666114947,106.57932654272324,31.206246923876638,101.90840494888766,101.90840494888766,9520,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID07,296.6081842980822,87.42940876463119,49.61661168559627,136.05815101252185,55.696385063986206,124.13594623536882,-124.13594623536882,9498,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID08,431.7155896226269,1204.7169154081962,-103.76030122577929,88.71840235969908,51.224077861642634,72.4365154081961,72.4365154081961,9491,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID09,424.05114473248466,1523.3010630870967,-46.878933566185374,49.88585201948972,21.771518551322718,44.88428691290346,-44.88428691290346,9528,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID10,68.09139898679315,177.84293424611852,-949.8588133754857,61.96988845197589,11.949923217162334,60.80679575388149,-60.80679575388149,9496,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID11,-87.60866480346942,1157.332163980086,-965.3750438025048,34.64259318742748,25.142197061995155,23.832313980085928,23.832313980085928,9510,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID12,16.910227616393882,1667.4102957064702,-959.7957704867243,98.26640298200925,60.6963720379585,77.28024570646994,77.28024570646994,9504,Both `ftol` and `xtol` termination conditions are satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID13,-176.62392784845417,1079.5932857136513,-184.2654467774066,62.43062457885004,18.88966560362431,59.504314286348745,-59.504314286348745,9498,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID14,-172.46964777874376,1070.980174740713,-161.88265038839702,74.59608674083023,42.001743498764284,61.647625259287,-61.647625259287,9510,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID15,-187.9357680587373,1081.3672472817432,-202.60845797193153,55.44253628443496,22.006846102426394,50.88785271825691,-50.88785271825691,9554,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID16,-181.19915299367008,1118.6349836562206,-166.44811818598956,19.970025212807492,19.67461161742554,3.4222163437793824,-3.4222163437793824,9484,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID17,-140.7592637611323,167.61847388948937,-308.96007726785365,60.76315492655158,44.0631392579759,41.840181110510656,-41.840181110510656,9500,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID18,-316.94474462073737,228.6573445717435,-236.87719674225045,33.19703205123498,25.07818615662096,21.751494571743507,21.751494571743507,9505,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID19,-175.89005042771103,96.64035221626659,-66.95030662557778,119.7376157523774,48.84860908747627,109.32021778373343,-109.32021778373343,9485,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID20,-65.29739859682182,179.98378355270668,-214.6851442644446,27.708298301970355,16.064195463289128,22.576346447293332,-22.576346447293332,9505,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID21,-178.20587960194968,1595.6263777473978,-222.58082107711869,34.25964894051453,34.126466134139164,3.0179222526021476,-3.0179222526021476,9503,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID22,-212.59163413554268,1578.324139773275,-234.55311003381206,29.17471696672501,20.255556569094807,20.997060226724898,-20.997060226724898,9518,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID23,-200.0770920878931,1668.7328920651473,-239.1488408596324,77.27985573022517,34.66552732847074,69.06864206514751,69.06864206514751,9533,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID24,-219.78351602756706,1669.944973538847,-240.50049283544595,71.84513422897336,14.515677866609217,70.36347353884707,70.36347353884707,9518,`ftol` termination condition is satisfied.,huber,all_data,ALL,TRANSDUCTIVE,50.36038839498738
True,ID01,-464.0581035781281,45.73123753269011,-327.0039199704001,167.32577908765717,96.33541696970639,136.81156305138924,-136.81156305138924,9506,`ftol` termination condition is satisfied.,huber,loo_position,ID01,HELD-OUT,50.44501406224509
