ok,x_mm,y_mm,z_mm,error_3d_mm,error_horiz_mm,error_vert_mm,signed_vertical_mm,n_anchors,notes,position_id,estimator,layout,split_family,split,evidence_label,dtag_fit_mm
True,-197.55317611018702,1667.6998501738883,-235.61556505839027,76.7623612490225,35.54739390594218,68.0356001738885,68.0356001738885,8,`ftol` termination condition is satisfied.,ID23,p50,V5_CV5,all_data,ALL,TRANSDUCTIVE,49.61495305721834
True,-209.02496562605253,1696.8094983395606,-249.59875538649004,100.45425515262777,25.25418217150664,97.2279983395606,97.2279983395606,8,`ftol` termination condition is satisfied.,ID24,p50,V5_CV5,all_data,ALL,TRANSDUCTIVE,49.61495305721834
True,-467.1400466524167,42.8081909186841,-324.1843411788677,169.2913698772496,95.57095153118105,139.73460966539525,-139.73460966539525,8,`ftol` termination condition is satisfied.,ID01,p50,V5_CV5,loo_position,ID01,HELD-OUT,49.15058155612294
True,-517.8117281675081,1052.09316479556,-224.58198302250034,68.9692937153804,43.531127844081944,53.49583520444003,-53.49583520444003,8,`ftol` termination condition is satisfied.,ID02,p50,V5_CV5,loo_position,ID02,HELD-OUT,50.33935992117519
True,-562.2333946773059,1693.56321581735,-255.04435025663565,68.50945968011983,8.32501720023851,68.0017658173499,68.0017658173499,8,`ftol` termination condition is satisfied.,ID03,p50,V5_CV5,loo_position,ID03,HELD-OUT,49.61495305721834
True,-275.2900969727922,61.573813889267896,520.8431058540455,135.35614670067827,61.47637034884699,120.58997611073211,-120.58997611073211,8,`ftol` termination condition is satisfied.,ID04,p50,V5_CV5,loo_position,ID04,HELD-OUT,48.11644940610554
True,-180.53893824255553,1094.5818468396185,504.75748209619104,32.636523245032706,31.369679179329914,9.004769719958176,-9.004769719958176,8,`ftol` termination condition is satisfied.,ID05,p50,V5_CV5,loo_position,ID05,HELD-OUT,48.60844070875655
True,-166.93447098619077,1837.9926282243641,478.49663362297554,155.2954658095719,26.370744359847283,153.04007822436415,153.04007822436415,8,`ftol` termination condition is satisfied.,ID06,p50,V5_CV5,loo_position,ID06,HELD-OUT,47.93989214256091
True,286.08537240270664,70.4321718399072,54.829954236147906,155.83278229010986,66.0702705259822,141.1331831600928,-141.1331831600928,8,`ftol` termination condition is satisfied.,ID07,p50,V5_CV5,loo_position,ID07,HELD-OUT,48.60844070875655
True,433.30278579968297,1190.886639687913,-107.30173986573818,80.17678377800611,54.71403226438397,58.606239687912876,58.606239687912876,8,`ftol` termination condition is satisfied.,ID08,p50,V5_CV5,loo_position,ID08,HELD-OUT,49.61495305721834
True,429.6964405485138,1515.0050193458626,-46.69623359129471,59.26054649826013,26.146984583103322,53.180330654137606,-53.180330654137606,8,`ftol` termination condition is satisfied.,ID09,p50,V5_CV5,loo_position,ID09,HELD-OUT,49.61495305721834
True,69.86500937316845,180.0558791761303,-944.9216998721247,59.14024858731625,8.020576575263517,58.5938508238697,-58.5938508238697,8,`ftol` termination condition is satisfied.,ID10,p50,V5_CV5,loo_position,ID10,HELD-OUT,48.60844070875655
True,-90.2553605965053,1160.9051907170206,-969.1288949169721,39.90861988636529,29.011122719026474,27.405340717020408,27.405340717020408,8,`ftol` termination condition is satisfied.,ID11,p50,V5_CV5,loo_position,ID11,HELD-OUT,47.93989214256091
True,18.866549080099745,1666.8409946584045,-959.7128595918886,99.04031728649356,62.64515478330747,76.71094465840429,76.71094465840429,8,`ftol` termination condition is satisfied.,ID12,p50,V5_CV5,loo_position,ID12,HELD-OUT,49.61495305721834
True,-169.16958208744427,1074.603428053912,-188.05338058959538,68.3835844064149,22.733596311575972,64.49417194608804,-64.49417194608804,8,`ftol` termination condition is satisfied.,ID13,p50,V5_CV5,loo_position,ID13,HELD-OUT,49.61495305721834
True,-169.1458759887678,1062.3974763993538,-160.81672272079783,83.38409044976618,44.95117559178294,70.23032360064622,-70.23032360064622,8,`ftol` termination condition is satisfied.,ID14,p50,V5_CV5,loo_position,ID14,HELD-OUT,50.33935992117519
True,-177.55231626598717,1067.1017513066429,-208.58047467457263,73.11113411430733,33.17045500927057,65.1533486933572,-65.1533486933572,8,`ftol` termination condition is satisfied.,ID15,p50,V5_CV5,loo_position,ID15,HELD-OUT,50.33935992117519
True,-183.16139291937145,1118.8706478686543,-166.38212544443965,19.730808437513915,19.471792087840463,3.1865521313457066,-3.1865521313457066,8,`ftol` termination condition is satisfied.,ID16,p50,V5_CV5,loo_position,ID16,HELD-OUT,49.61495305721834
True,-140.87112411268825,194.32345882596013,-303.8425806369664,48.83565483633363,46.431099707705016,15.13519617403989,-15.13519617403989,8,`ftol` termination condition is satisfied.,ID17,p50,V5_CV5,loo_position,ID17,HELD-OUT,50.821244254406636
True,-312.19936524926317,227.6547385284867,-234.6500975550179,28.728274155072313,19.869508317052766,20.748888528486702,20.748888528486702,8,`ftol` termination condition is satisfied.,ID18,p50,V5_CV5,loo_position,ID18,HELD-OUT,50.821244254406636
True,-192.54342301796842,120.62300613545658,-81.94261695735527,91.2959942088963,32.44162067862513,85.33756386454344,-85.33756386454344,8,`ftol` termination condition is satisfied.,ID19,p50,V5_CV5,loo_position,ID19,HELD-OUT,49.7972190738088
True,-65.2768886069244,214.60869873514073,-209.51222399159474,22.197970646931154,18.643548274848502,12.04856873514072,12.04856873514072,8,`ftol` termination condition is satisfied.,ID20,p50,V5_CV5,loo_position,ID20,HELD-OUT,50.821244254406636
True,-173.29784622922548,1584.2045304531377,-225.66759863612737,41.37765811134764,38.77632842615563,14.43976954686218,-14.43976954686218,8,`ftol` termination condition is satisfied.,ID21,p50,V5_CV5,loo_position,ID21,HELD-OUT,49.61495305721834
True,-213.9524334806394,1571.912123293279,-240.42589233150852,33.69704997581375,19.601879786326013,27.409076706720953,-27.409076706720953,8,`ftol` termination condition is satisfied.,ID22,p50,V5_CV5,loo_position,ID22,HELD-OUT,50.821244254406636
True,-197.55317611018702,1667.6998501738883,-235.61556505839027,76.7623612490225,35.54739390594218,68.0356001738885,68.0356001738885,8,`ftol` termination condition is satisfied.,ID23,p50,V5_CV5,loo_position,ID23,HELD-OUT,49.61495305721834
True,-209.2369854041537,1699.1724204302616,-249.72594472890142,102.7534893167491,25.296800877197473,99.59092043026158,99.59092043026158,8,`ftol` termination condition is satisfied.,ID24,p50,V5_CV5,loo_position,ID24,HELD-OUT,48.60844070875655
True,-465.2340343791563,45.80745671985164,-322.35678999600555,168.34394694073796,98.19944098576838,136.7353438642277,-136.7353438642277,8,`ftol` termination condition is satisfied.,ID01,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-274.7432748409635,68.44520645795801,520.3224167467284,129.30357450526927,61.5426529898682,113.718583542042,-113.718583542042,8,`ftol` termination condition is satisfied.,ID04,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,285.71631084746235,76.83497544152587,51.75829615945778,150.23160919782242,66.46247983785094,134.73037955847414,-134.73037955847414,8,`ftol` termination condition is satisfied.,ID07,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,69.57824624830438,185.5710668540963,-943.4612595525643,53.49516675449799,6.662460861816041,53.078663145903704,-53.078663145903704,8,`ftol` termination condition is satisfied.,ID10,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-139.37370149725086,196.45029956623694,-303.47885278996495,49.63404349839409,47.899070585026635,13.008355433763086,-13.008355433763086,8,`ftol` termination condition is satisfied.,ID17,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-311.6558031351291,229.47559711893976,-234.21663746532553,29.617664513039095,19.178440139751856,22.569747118939773,22.569747118939773,8,`ftol` termination condition is satisfied.,ID18,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-192.49997945615934,124.70684958611074,-84.09577686142788,86.71957129646105,30.300444959496954,81.25372041388928,-81.25372041388928,8,`ftol` termination condition is satisfied.,ID19,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-65.94254855926076,217.2622481710861,-210.19854453637845,23.009551901036435,17.699920902928064,14.702118171086084,14.702118171086084,8,`ftol` termination condition is satisfied.,ID20,p50,V5_CV5,leave_height,LOW,HELD-OUT,52.03298461336237
True,-517.3327643119717,1051.1219180899934,-224.51096875533815,69.93729048428771,43.86982548964927,54.46708191000653,-54.46708191000653,8,`ftol` termination condition is satisfied.,ID02,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-180.53893824255553,1094.5818468396185,504.75748209619104,32.636523245032706,31.369679179329914,9.004769719958176,-9.004769719958176,8,`ftol` termination condition is satisfied.,ID05,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,434.20518584452236,1188.7585911034937,-106.96134903205237,78.96019841768891,55.180855954199,56.4781911034936,56.4781911034936,8,`ftol` termination condition is satisfied.,ID08,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-89.71362511696267,1159.8897137883855,-968.8452047980537,38.76864607183693,28.40040505827029,26.389863788385355,26.389863788385355,8,`ftol` termination condition is satisfied.,ID11,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-168.4246819115706,1073.600233503863,-187.97457748370684,69.56525001838888,23.439688397921277,65.49736649613715,-65.49736649613715,8,`ftol` termination condition is satisfied.,ID13,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-170.6159405690442,1064.9193825689615,-160.83085428324702,80.74257058364171,43.98787234498401,67.70841743103847,-67.70841743103847,8,`ftol` termination condition is satisfied.,ID14,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-176.33532669151666,1065.5003550527908,-208.4570523236113,74.88004120785642,33.92380577593437,66.75474494720925,-66.75474494720925,8,`ftol` termination condition is satisfied.,ID15,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-183.6170849398374,1119.9620640880842,-166.04242103708125,19.887164607710304,19.776494169714866,2.095135911915804,-2.095135911915804,8,`ftol` termination condition is satisfied.,ID16,p50,V5_CV5,leave_height,MID,HELD-OUT,48.60844070875655
True,-562.7128829568001,1695.415030088574,-255.10454187151436,70.40457659524505,8.79100417272837,69.85358008857384,69.85358008857384,8,`ftol` termination condition is satisfied.,ID03,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,-166.88579231386404,1836.8056321607855,478.4354488775739,154.13338218272042,26.414786415079547,151.85308216078556,151.85308216078556,8,`ftol` termination condition is satisfied.,ID06,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,428.8817338274345,1516.6762508605295,-46.73483092320962,57.4653839392681,25.47710849228527,51.50909913947066,-51.50909913947066,8,`ftol` termination condition is satisfied.,ID09,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,18.899787377069266,1668.5090247448563,-960.1450863876659,100.37393088646178,62.702968985092014,78.37897474485612,78.37897474485612,8,`ftol` termination condition is satisfied.,ID12,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,-173.33266784097867,1585.8011450846996,-225.6835244354457,40.81436406107096,38.7410078022144,12.843154915300374,-12.843154915300374,8,`ftol` termination condition is satisfied.,ID21,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,-214.47110285947892,1575.3993572864033,-240.2308524819839,30.58032529709047,19.04997995961724,23.92184271359656,-23.92184271359656,8,`ftol` termination condition is satisfied.,ID22,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,-197.56958370687013,1669.7541941110226,-235.6855545935025,78.59301000154183,35.55644745494354,70.08994411102276,70.08994411102276,8,`ftol` termination condition is satisfied.,ID23,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,-209.24285606682255,1699.2376073609812,-249.7294948359406,102.8169762404576,25.298040811244892,99.6561073609812,99.6561073609812,8,`ftol` termination condition is satisfied.,ID24,p50,V5_CV5,leave_height,HIGH,HELD-OUT,48.58082090720094
True,286.08537240270664,70.4321718399072,54.829954236147906,155.83278229010986,66.0702705259822,141.1331831600928,-141.1331831600928,8,`ftol` termination condition is satisfied.,ID07,p50,V5_CV5,leave_quadrant,NE,HELD-OUT,48.60844070875655
True,434.20518584452236,1188.7585911034937,-106.96134903205237,78.96019841768891,55.180855954199,56.4781911034936,56.4781911034936,8,`ftol` termination condition is satisfied.,ID08,p50,V5_CV5,leave_quadrant,NE,HELD-OUT,48.60844070875655
True,428.9035651249876,1516.6314590155007,-46.733864041752916,57.51342399395576,25.49490662596878,51.5538909844995,-51.5538909844995,8,`ftol` termination condition is satisfied.,ID09,p50,V5_CV5,leave_quadrant,NE,HELD-OUT,48.60844070875655
True,-275.285271616236,58.29726144085286,521.5746906028763,138.50305529545886,61.96918128298065,123.86652855914716,-123.86652855914716,8,`ftol` termination condition is satisfied.,ID04,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-180.01019674576358,1093.4219746285773,505.91594674998873,34.14154839440871,32.59333338556095,10.164641930999323,-10.164641930999323,8,`ftol` termination condition is satisfied.,ID05,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-167.0410038946876,1840.6106260864483,478.6321695142742,157.86011080795862,26.2750439270126,155.65807608644832,155.65807608644832,8,`ftol` termination condition is satisfied.,ID06,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-166.87441004029438,1071.4985776475191,-187.8107783389016,72.04507276271652,24.91715646645705,67.59902235248092,-67.59902235248092,8,`ftol` termination condition is satisfied.,ID13,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-172.38920962932352,1067.9694536533543,-160.8480402685168,77.57596940431644,42.864079095865975,64.65834634664566,-64.65834634664566,8,`ftol` termination condition is satisfied.,ID14,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-174.8610534620206,1063.5458278646422,-208.3076203167083,77.05214118617386,34.87217205743575,68.70927213535788,-68.70927213535788,8,`ftol` termination condition is satisfied.,ID15,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-184.56323669963638,1122.2353860470216,-165.33771613939612,20.44529240345236,20.444515919808754,0.1781860470216543,0.1781860470216543,8,`ftol` termination condition is satisfied.,ID16,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,-192.60623549097477,114.67496183082038,-78.80852828410455,97.96754435124993,35.560898292888,91.28560816917964,-91.28560816917964,8,`ftol` termination condition is satisfied.,ID19,p50,V5_CV5,leave_quadrant,NW,HELD-OUT,46.529014670667564
True,69.90621038589656,179.2582080781257,-945.1335167394769,59.95781152495699,8.221087924708595,59.3915219218743,-59.3915219218743,8,`ftol` termination condition is satisfied.,ID10,p50,V5_CV5,leave_quadrant,SE,HELD-OUT,48.11644940610554
True,-90.11232127256353,1160.637184958296,-969.0539068120114,39.6074200633005,28.84983146280042,27.137334958295924,27.137334958295924,8,`ftol` termination condition is satisfied.,ID11,p50,V5_CV5,leave_quadrant,SE,HELD-OUT,48.11644940610554
True,18.91469311692701,1669.2603489765897,-960.339980109258,100.97844787079978,62.729918844769635,79.13029897658953,79.13029897658953,8,`ftol` termination condition is satisfied.,ID12,p50,V5_CV5,leave_quadrant,SE,HELD-OUT,48.11644940610554
True,-64.74796594220726,209.91987789630352,-209.03139392908145,20.707308509818542,19.355276712660544,7.359747896303503,7.359747896303503,8,`ftol` termination condition is satisfied.,ID20,p50,V5_CV5,leave_quadrant,SE,HELD-OUT,48.11644940610554
True,-459.4552555706268,54.84096125623113,-316.7775299404749,166.08862949995563,106.19638921101776,127.7018393278482,-127.7018393278482,8,`ftol` termination condition is satisfied.,ID01,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-519.8839719808559,1061.2598173757337,-223.12933371204142,62.15919659181027,43.573951953016305,44.329182624266195,-44.329182624266195,8,`ftol` termination condition is satisfied.,ID02,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-557.2099856697337,1674.5975273553047,-254.57745293381328,49.17085300011016,3.638117969916709,49.03607735530454,49.03607735530454,8,`ftol` termination condition is satisfied.,ID03,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-128.4933794319673,211.7731881147718,-300.8024059042038,58.739200359251605,58.69358223268476,2.314533114771791,2.314533114771791,8,`ftol` termination condition is satisfied.,ID17,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-305.9988216543541,242.3664758330005,-232.69671761832376,38.011641207184745,13.690466858207671,35.460625833000506,35.460625833000506,8,`ftol` termination condition is satisfied.,ID18,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-173.08691886124342,1567.5627455819315,-225.4799581861751,49.86553065696657,38.99369337030699,31.081554418068436,-31.081554418068436,8,`ftol` termination condition is satisfied.,ID21,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-212.88201565061567,1557.2337328047965,-239.89825005924754,46.817740421426876,20.50721637036077,42.08746719520332,-42.08746719520332,8,`ftol` termination condition is satisfied.,ID22,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-196.83526132800472,1624.9943232486455,-235.2416013952464,44.09623525598585,36.09522617978024,25.330073248645704,25.330073248645704,8,`ftol` termination condition is satisfied.,ID23,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-208.18971926167598,1648.7780692634174,-248.34636678108566,54.924874816877896,24.422109785182084,49.19656926341736,49.19656926341736,8,`ftol` termination condition is satisfied.,ID24,p50,V5_CV5,leave_quadrant,SW,HELD-OUT,60.785685321844646
True,-470.4090314169663,45.26822382496217,-326.6023496219862,164.97820624281115,91.50682548695904,137.27457675911717,-137.27457675911717,8,`ftol` termination condition is satisfied.,ID01,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-520.2562545611619,1068.5573597767263,-220.2705890125421,58.91789268180697,45.82549181884411,37.0316402232736,-37.0316402232736,8,`ftol` termination condition is satisfied.,ID02,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-566.0230592050004,1692.311174176031,-253.67832968723388,67.87383968046883,12.301724895061762,66.7497241760309,66.7497241760309,8,`ftol` termination condition is satisfied.,ID03,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-276.37790001706986,55.54823420046908,523.3067409887032,141.13763222055326,62.35649331384842,126.61555579953092,-126.61555579953092,8,`ftol` termination condition is satisfied.,ID04,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-183.33347448776007,1102.7642001355207,508.89331637240264,35.237474260113544,35.22787565916525,0.822416424055973,-0.822416424055973,8,`ftol` termination condition is satisfied.,ID05,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-166.8286733463676,1837.945377505425,478.9810414125706,155.27377000636474,26.516756662244642,152.9928275054251,152.9928275054251,8,`ftol` termination condition is satisfied.,ID06,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,281.7020685374558,105.2633274127009,62.27842219450177,127.80704474814151,70.9543488313616,106.30202758729911,-106.30202758729911,8,`ftol` termination condition is satisfied.,ID07,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,425.8802436811976,1189.9207671635475,-102.5396197587041,73.74624787199664,46.001055949286865,57.64036716354735,57.64036716354735,8,`ftol` termination condition is satisfied.,ID08,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,427.3280351769795,1527.145098595569,-45.14538626654643,48.22690520521238,25.328484959302607,41.040251404431274,-41.040251404431274,8,`ftol` termination condition is satisfied.,ID09,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,72.5606051750462,180.93477976748508,-943.6789194184705,58.40350153658121,8.941672740140376,57.71495023251492,-57.71495023251492,8,`ftol` termination condition is satisfied.,ID10,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-91.79732331478662,1168.70929223936,-972.0043678920172,47.361002810748076,31.675854596725177,35.20944223935976,35.20944223935976,8,`ftol` termination condition is satisfied.,ID11,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,22.184385874619817,1675.6524424415584,-959.3291615367697,107.99153459445465,65.94006320240685,85.52239244155817,85.52239244155817,8,`ftol` termination condition is satisfied.,ID12,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-186.8486136290893,1105.0408343342951,-176.90267353884155,40.140498249781935,21.246089337381818,34.056765665704916,-34.056765665704916,8,`ftol` termination condition is satisfied.,ID13,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-171.09310176417512,1071.3399111128858,-161.5189491695462,74.95628859172258,43.153677423903865,61.28788888711415,-61.28788888711415,8,`ftol` termination condition is satisfied.,ID14,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-182.32401144042163,1076.500111665097,-204.1475770736354,61.80904837597753,26.678450796827484,55.754988334903146,-55.754988334903146,8,`ftol` termination condition is satisfied.,ID15,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-185.43023253188858,1125.9443406098558,-166.61473293606957,19.564113946320074,19.174063011886798,3.8871406098558055,3.8871406098558055,8,`ftol` termination condition is satisfied.,ID16,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-148.73585641331766,214.59160513585735,-301.55773198066237,41.69948050790665,41.38235732207735,5.132950135857328,5.132950135857328,8,`ftol` termination condition is satisfied.,ID17,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-313.342735780926,226.72850942797965,-238.2017969158105,30.259860478719325,22.863099732842198,19.82265942797966,19.82265942797966,8,`ftol` termination condition is satisfied.,ID18,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
True,-190.84300546022752,155.63856952959324,-73.08955895089576,64.9798983381241,41.11062462052021,50.32200047040678,-50.32200047040678,8,`ftol` termination condition is satisfied.,ID19,p30,V5_CV5,all_data,ALL,TRANSDUCTIVE,33.093691730688064
