position_id,error_3d_mm,d_tag_train_mm,range_method,e_setting,layout_label
ID23,47.30165426867485,21.599757629600518,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID24,28.323161122284592,21.555042729356543,lower_trim_30,E1_e_reg5,lower_trim_30__E1_e_reg5
ID01,158.8222215651207,21.52861662214096,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID02,45.827665905592056,21.830685501496788,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID03,45.329030384006664,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID04,166.18030688920834,20.944431051673433,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID05,31.60144246467416,21.371502062142923,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID06,196.52114526807966,21.371502062142923,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID07,86.76069463743478,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID08,73.0627829824139,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID09,59.80026924383831,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID10,63.21410783399461,21.371502062142923,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID11,82.96515592099091,20.944431051673433,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID12,127.15844674011194,21.52861662214096,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID13,38.46522870453844,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID14,62.98011285085729,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID15,31.439090547935038,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID16,44.59985746256747,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID17,101.14388735397478,21.830685501496788,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID18,33.67210302387907,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID19,38.800097393973026,21.830685501496788,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID20,36.32002350422185,21.830685501496788,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID21,25.668994690902565,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID22,22.418660158656458,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID23,47.16950964660959,21.62498512985988,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
ID24,28.502652764273034,21.584383102504063,lower_trim_30,E2_e_zero,lower_trim_30__E2_e_zero
