host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,diag_source,tr_diag_version,rfd_version,poll_seq,anchor_id,raw_mm,resp_rx_ts,carrier_integrator,anchor_diag_valid,anchor_diag_flags,anchor_fp_index,anchor_fp1,anchor_fp2,anchor_fp3,anchor_fp_sum,anchor_fp_sum_q8,anchor_cir_pwr,anchor_cir_pwr_q8,anchor_rxpacc,anchor_rxpacc_q8,anchor_std_noise,tag_diag_valid,tag_diag_flags,tag_fp_index,tag_fp1,tag_fp2,tag_fp3,tag_fp_sum,tag_fp_sum_q8,tag_cir_pwr,tag_cir_pwr_q8,tag_rxpacc,tag_rxpacc_q8,tag_std_noise,anchor_temp_raw,anchor_vbat_raw
1.183721,1783686843.728709,2147360,,BS955A,3,rfd_legacy,,1,245,3,3113,1705408778,5143,1,3,47617,307,6305,6852,13464,53,2150,8,120,120,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,197
1.185966,1783686843.730954,2147360,,BS955A,3,rfd_legacy,,1,245,7,3210,1967553597,4555,1,3,47969,4585,6942,5471,16998,66,1819,7,120,120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,57,40
2.186587,1783686844.731575,2147370,,BS955A,3,rfd_legacy,,1,255,0,3177,3037852193,4199,1,3,47960,6723,7075,6699,20497,80,2161,8,119,119,56,0,0,0,0,0,0,0,0,0,0,0,0,0,33,151
2.188816,1783686844.733804,2147370,,BS955A,3,rfd_legacy,,1,255,4,2884,3299997141,6754,1,3,47944,6368,7157,6875,20400,80,1832,7,118,118,60,0,0,0,0,0,0,0,0,0,0,0,0,0,78,109
2.191062,1783686844.73605,2147370,,BS955A,3,rfd_legacy,,1,255,1,2042,3103387569,2047,1,3,47822,6744,7110,6732,20586,80,1759,7,122,122,48,0,0,0,0,0,0,0,0,0,0,0,0,0,9,171
2.208589,1783686844.753577,2147370,,BS955A,3,rfd_legacy,,1,255,5,2184,3365530654,-2363,1,3,48026,7258,7195,6150,20603,80,2338,9,123,123,44,0,0,0,0,0,0,0,0,0,0,0,0,0,97,142
2.210825,1783686844.755813,2147370,,BS955A,3,rfd_legacy,,1,255,2,2822,3168924151,4813,1,3,48103,6577,6867,5146,18590,73,1962,8,119,119,56,0,0,0,0,0,0,0,0,0,0,0,0,0,231,14
2.213078,1783686844.758066,2147370,,BS955A,3,rfd_legacy,,1,255,6,2980,3431070449,9340,1,3,47913,2020,6526,4681,13227,52,1836,7,121,121,44,0,0,0,0,0,0,0,0,0,0,0,0,0,96,52
2.260604,1783686844.805592,2147370,,BS955A,3,rfd_legacy,,1,255,3,3132,3234460856,5167,1,3,47820,891,6455,5936,13282,52,1972,8,124,124,36,0,0,0,0,0,0,0,0,0,0,0,0,0,251,214
2.262932,1783686844.80792,2147370,,BS955A,3,rfd_legacy,,1,255,7,3148,3496605250,4716,1,3,48095,4418,6405,5120,15943,62,1870,7,123,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,235,33
3.292972,1783686845.83796,2147380,,BS955A,3,rfd_legacy,,1,9,0,3164,295805382,4269,1,3,48001,1466,6980,7128,15574,61,2177,9,124,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,112,105
3.339859,1783686845.884847,2147380,,BS955A,3,rfd_legacy,,1,9,4,2925,557950179,6669,1,3,48091,7404,7567,7026,21997,86,2233,9,121,121,72,0,0,0,0,0,0,0,0,0,0,0,0,0,116,185
3.343367,1783686845.888355,2147380,,BS955A,3,rfd_legacy,,1,9,1,2044,361340910,2046,1,3,47730,7338,7315,4691,19344,76,1900,7,121,121,48,0,0,0,0,0,0,0,0,0,0,0,0,0,128,130
3.344622,1783686845.88961,2147380,,BS955A,3,rfd_legacy,,1,9,5,2138,623484199,-2396,1,3,47782,7068,6958,5154,19180,75,2194,9,122,122,40,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9
3.346948,1783686845.891936,2147380,,BS955A,3,rfd_legacy,,1,9,2,2824,426877482,4856,1,3,47841,5312,6638,5196,17146,67,1592,6,124,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,174,143
3.37149,1783686845.916478,2147380,,BS955A,3,rfd_legacy,,1,9,6,2849,689023497,9366,1,3,47840,1063,6883,5430,13376,52,1942,8,120,120,44,0,0,0,0,0,0,0,0,0,0,0,0,0,93,101
3.37462,1783686845.919608,2147380,,BS955A,3,rfd_legacy,,1,9,3,3092,492414118,5174,1,3,48078,1705,6771,6622,15098,59,2189,9,124,124,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102
3.376007,1783686845.920995,2147380,,BS955A,3,rfd_legacy,,1,9,7,3246,754558403,4541,1,3,47977,6363,6847,5059,18269,71,1995,8,119,119,44,0,0,0,0,0,0,0,0,0,0,0,0,0,121,21
4.497478,1783686847.042466,2147390,,BS955A,3,rfd_legacy,,1,18,0,3182,3960294718,4215,1,3,47977,6501,6934,5049,18484,72,2010,8,118,118,60,0,0,0,0,0,0,0,0,0,0,0,0,0,25,202
4.498715,1783686847.043703,2147390,,BS955A,3,rfd_legacy,,1,18,4,2912,4222439802,6713,1,3,47771,7054,7358,6734,21146,83,2089,8,119,119,64,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2
4.500988,1783686847.045976,2147390,,BS955A,3,rfd_legacy,,1,18,1,2083,4025830312,2040,1,3,47697,6760,7004,6859,20623,81,1779,7,123,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,190,100
4.525995,1783686847.070983,2147390,,BS955A,3,rfd_legacy,,1,18,5,2212,4287973450,-2368,1,3,47926,7061,6973,4292,18326,72,2020,8,117,117,44,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8
4.547393,1783686847.092381,2147390,,BS955A,3,rfd_legacy,,1,18,2,2833,4091366771,4832,1,3,47964,6656,7197,5933,19786,77,2136,8,122,122,60,0,0,0,0,0,0,0,0,0,0,0,0,0,203,86
4.550972,1783686847.09596,2147390,,BS955A,3,rfd_legacy,,1,18,6,2877,58545678,9341,1,3,47752,1699,5334,6301,13334,52,1693,7,119,119,40,0,0,0,0,0,0,0,0,0,0,0,0,0,171,88
4.55221,1783686847.097198,2147390,,BS955A,3,rfd_legacy,,1,18,3,3118,4156903570,5149,1,3,48041,5213,6686,4805,16704,65,1991,8,120,120,44,0,0,0,0,0,0,0,0,0,0,0,0,0,232,208
4.554536,1783686847.099524,2147390,,BS955A,3,rfd_legacy,,1,18,7,3165,124080633,4683,1,3,47880,1270,6983,6582,14835,58,1985,8,122,122,52,0,0,0,0,0,0,0,0,0,0,0,0,0,167,241
5.502504,1783686848.047492,2147400,,BS955A,3,rfd_legacy,,1,28,0,3170,3487418858,4176,1,3,48091,7024,7429,6746,21199,83,2138,8,123,123,48,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19
5.503732,1783686848.04872,2147400,,BS955A,3,rfd_legacy,,1,28,4,2856,3749563487,6762,1,3,47888,7102,7538,7286,21926,86,2106,8,122,122,56,0,0,0,0,0,0,0,0,0,0,0,0,0,211,111
5.506184,1783686848.051172,2147400,,BS955A,3,rfd_legacy,,1,28,1,2071,3552954024,1993,1,3,47647,7095,7130,6269,20494,80,1975,8,117,117,48,0,0,0,0,0,0,0,0,0,0,0,0,0,245,216
5.532034,1783686848.077022,2147400,,BS955A,3,rfd_legacy,,1,28,5,2228,3815097736,-2375,1,3,47705,6588,6523,5273,18384,72,1903,7,119,119,52,0,0,0,0,0,0,0,0,0,0,0,0,0,50,99
5.533141,1783686848.078129,2147400,,BS955A,3,rfd_legacy,,1,28,2,2882,3618490976,4842,1,3,48104,5995,6401,4808,17204,67,1435,6,117,117,44,0,0,0,0,0,0,0,0,0,0,0,0,0,29,167
5.535467,1783686848.080455,2147400,,BS955A,3,rfd_legacy,,1,28,6,2948,3880637147,9291,1,3,48025,770,6886,5972,13628,53,2000,8,123,123,40,0,0,0,0,0,0,0,0,0,0,0,0,0,61,255
5.553971,1783686848.098959,2147400,,BS955A,3,rfd_legacy,,1,28,3,3128,3684027336,5152,1,3,47631,1299,6283,6182,13764,54,2011,8,122,122,40,0,0,0,0,0,0,0,0,0,0,0,0,0,66,222
5.555189,1783686848.100177,2147400,,BS955A,3,rfd_legacy,,1,28,7,3208,3946172151,4685,1,3,48036,4752,6959,5363,17074,67,2056,8,123,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,239,31
6.507507,1783686849.052495,2147410,,BS955A,3,rfd_legacy,,1,38,0,3176,2889828545,4161,1,3,47770,4543,6712,5976,17231,67,1773,7,119,119,56,0,0,0,0,0,0,0,0,0,0,0,0,0,239,74
6.510399,1783686849.055387,2147410,,BS955A,3,rfd_legacy,,1,38,4,2921,3151973922,6729,1,3,48816,7112,7027,4629,18768,73,2063,8,122,122,80,0,0,0,0,0,0,0,0,0,0,0,0,0,114,191
6.511068,1783686849.056056,2147410,,BS955A,3,rfd_legacy,,1,38,1,1999,2955364271,2036,1,3,47812,6352,6964,6892,20208,79,1666,7,118,118,48,0,0,0,0,0,0,0,0,0,0,0,0,0,123,125
6.528553,1783686849.073541,2147410,,BS955A,3,rfd_legacy,,1,38,5,2100,3217507735,-2257,1,3,47653,6899,6825,5111,18835,74,2064,8,121,121,44,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102
6.530829,1783686849.075817,2147410,,BS955A,3,rfd_legacy,,1,38,2,2861,3020901093,4808,1,3,47680,3052,6610,6116,15778,62,1587,6,122,122,52,0,0,0,0,0,0,0,0,0,0,0,0,0,187,102
6.533031,1783686849.078019,2147410,,BS955A,3,rfd_legacy,,1,38,6,2924,3283046934,9310,1,3,47895,577,6776,6074,13427,52,1852,7,122,122,32,0,0,0,0,0,0,0,0,0,0,0,0,0,140,135
6.582086,1783686849.127074,2147410,,BS955A,3,rfd_legacy,,1,38,3,3092,3086437246,5137,1,3,47880,743,6452,6540,13735,54,2021,8,118,118,44,0,0,0,0,0,0,0,0,0,0,0,0,0,40,208
6.58269,1783686849.127678,2147410,,BS955A,3,rfd_legacy,,1,38,7,3235,3348582215,4579,1,3,47622,515,6955,6469,13939,54,2024,8,117,117,52,0,0,0,0,0,0,0,0,0,0,0,0,0,20,185
7.511609,1783686850.056597,2147420,,BS955A,3,rfd_legacy,,1,48,0,3191,2378260974,4177,1,3,47912,6944,7376,5468,19788,77,2045,8,122,122,48,0,0,0,0,0,0,0,0,0,0,0,0,0,249,14
7.513839,1783686850.058827,2147420,,BS955A,3,rfd_legacy,,1,48,4,2881,2640405681,6687,1,3,48105,7406,7378,5516,20300,79,2132,8,121,121,72,0,0,0,0,0,0,0,0,0,0,0,0,0,226,226
7.516014,1783686850.061002,2147420,,BS955A,3,rfd_legacy,,1,48,1,2076,2443796463,2014,1,3,47703,6788,6793,6329,19910,78,1711,7,118,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,86,124
7.533561,1783686850.078549,2147420,,BS955A,3,rfd_legacy,,1,48,5,2193,2705939542,-2328,1,3,47951,7431,7510,6786,21727,85,2162,8,122,122,48,0,0,0,0,0,0,0,0,0,0,0,0,0,113,27
7.535817,1783686850.080805,2147420,,BS955A,3,rfd_legacy,,1,48,2,2793,2509332848,4831,1,3,47970,4758,6954,5386,17098,67,1589,6,123,123,52,0,0,0,0,0,0,0,0,0,0,0,0,0,185,113
7.538035,1783686850.083023,2147420,,BS955A,3,rfd_legacy,,1,48,6,2911,2771479196,9339,1,3,47658,1959,6700,4756,13415,52,1719,7,117,117,44,0,0,0,0,0,0,0,0,0,0,0,0,0,168,96
7.556497,1783686850.101485,2147420,,BS955A,3,rfd_legacy,,1,48,3,3121,2574869199,5108,1,3,47974,4655,6864,5070,16589,65,1990,8,121,121,40,0,0,0,0,0,0,0,0,0,0,0,0,0,114,249
7.557713,1783686850.102701,2147420,,BS955A,3,rfd_legacy,,1,48,7,3280,2837014183,4536,1,3,47723,5371,6671,4727,16769,66,1767,7,118,118,56,0,0,0,0,0,0,0,0,0,0,0,0,0,254,128
8.596586,1783686851.141574,2147430,,BS955A,3,rfd_legacy,,1,57,0,3141,3912080445,4181,1,3,48004,1592,7011,7219,15822,62,1963,8,118,118,56,0,0,0,0,0,0,0,0,0,0,0,0,0,41,141
8.596644,1783686851.141632,2147430,,BS955A,3,rfd_legacy,,1,57,4,2880,4174225175,6766,1,3,47627,6427,7187,6941,20555,80,1923,8,120,120,44,0,0,0,0,0,0,0,0,0,0,0,0,0,100,137
8.614496,1783686851.159484,2147430,,BS955A,3,rfd_legacy,,1,57,1,2060,3977615695,1905,1,3,48086,7085,7077,6834,20996,82,1810,7,118,118,56,0,0,0,0,0,0,0,0,0,0,0,0,0,65,41
8.616722,1783686851.16171,2147430,,BS955A,3,rfd_legacy,,1,57,5,2164,4239759046,-2306,1,3,47618,7152,7037,6988,21177,83,2125,8,122,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,127,217
8.618938,1783686851.163926,2147430,,BS955A,3,rfd_legacy,,1,57,2,2835,4043152691,4818,1,3,47820,3120,6820,5781,15721,61,1423,6,118,118,48,0,0,0,0,0,0,0,0,0,0,0,0,0,89,77
8.63812,1783686851.183108,2147430,,BS955A,3,rfd_legacy,,1,57,6,2918,10331239,9320,1,3,47946,1194,5972,6404,13570,53,1797,7,122,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,216,190
8.638222,1783686851.18321,2147430,,BS955A,3,rfd_legacy,,1,57,3,3121,4108688774,5165,1,3,48095,3612,6880,5460,15952,62,1885,7,118,118,44,0,0,0,0,0,0,0,0,0,0,0,0,0,29,127
8.64044,1783686851.185428,2147430,,BS955A,3,rfd_legacy,,1,57,7,3124,75866298,4746,1,3,47982,6770,6573,4497,17840,70,2124,8,118,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,140,250
9.695538,1783686852.240526,2147440,,BS955A,3,rfd_legacy,,1,67,0,3156,1239326567,4169,1,3,47585,7293,7501,6304,21098,82,2343,9,124,124,48,0,0,0,0,0,0,0,0,0,0,0,0,0,139,11
9.696157,1783686852.241145,2147440,,BS955A,3,rfd_legacy,,1,67,4,2876,1501471438,6705,1,3,47690,5618,6926,6545,19089,75,1733,7,117,117,60,0,0,0,0,0,0,0,0,0,0,0,0,0,223,22
9.698472,1783686852.24346,2147440,,BS955A,3,rfd_legacy,,1,67,1,2080,1304862128,2053,1,3,47774,7423,7353,6427,21203,83,2036,8,124,124,56,0,0,0,0,0,0,0,0,0,0,0,0,0,152,40
9.71594,1783686852.260928,2147440,,BS955A,3,rfd_legacy,,1,67,5,2148,1567005557,-2328,1,3,48074,7083,7045,6597,20725,81,2005,8,118,118,40,0,0,0,0,0,0,0,0,0,0,0,0,0,153,136
9.718192,1783686852.26318,2147440,,BS955A,3,rfd_legacy,,1,67,2,2833,1370398988,4830,1,3,47662,6249,6077,4140,16466,64,1393,5,118,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,198,217
9.720451,1783686852.265439,2147440,,BS955A,3,rfd_legacy,,1,67,6,2911,1632544670,9365,1,3,47628,1255,5556,5718,12529,49,1704,7,121,121,44,0,0,0,0,0,0,0,0,0,0,0,0,0,251,232
9.747633,1783686852.292621,2147440,,BS955A,3,rfd_legacy,,1,67,3,3098,1435934925,5102,1,3,47607,5979,6694,4070,16743,65,2039,8,119,119,48,0,0,0,0,0,0,0,0,0,0,0,0,0,222,126
9.747698,1783686852.292686,2147440,,BS955A,3,rfd_legacy,,1,67,7,3221,1698079618,4614,1,3,47623,530,6822,6473,13825,54,2051,8,120,120,52,0,0,0,0,0,0,0,0,0,0,0,0,0,62,197
10.796438,1783686853.341426,2147450,,BS955A,3,rfd_legacy,,1,77,0,3183,2762107226,4048,1,3,47704,5855,7003,6595,19453,76,1926,8,117,117,48,0,0,0,0,0,0,0,0,0,0,0,0,0,244,14
10.798683,1783686853.343671,2147450,,BS955A,3,rfd_legacy,,1,77,4,2906,3024252005,6705,1,3,47782,6914,6741,5463,19118,75,1788,7,120,120,56,0,0,0,0,0,0,0,0,0,0,0,0,0,109,34
10.800993,1783686853.345981,2147450,,BS955A,3,rfd_legacy,,1,77,1,2087,2827642798,1549,1,3,47927,7228,7154,4289,18671,73,2035,8,121,121,52,0,0,0,0,0,0,0,0,0,0,0,0,0,231,244
10.825941,1783686853.370929,2147450,,BS955A,3,rfd_legacy,,1,77,5,2184,3089786068,-2326,1,3,48019,7103,7182,6342,20627,81,2032,8,120,120,44,0,0,0,0,0,0,0,0,0,0,0,0,0,80,81
10.830297,1783686853.375285,2147450,,BS955A,3,rfd_legacy,,1,77,2,2808,2893179247,4821,1,3,47723,5645,7035,4975,17655,69,1543,6,121,121,48,0,0,0,0,0,0,0,0,0,0,0,0,0,107,35
10.83048,1783686853.375468,2147450,,BS955A,3,rfd_legacy,,1,77,6,2957,3155325481,9303,1,3,48015,891,6077,6130,13098,51,1732,7,120,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,203,6
10.847983,1783686853.392971,2147450,,BS955A,3,rfd_legacy,,1,77,3,3110,2958715877,5107,1,3,47976,5015,6565,4785,16365,64,1880,7,118,118,40,0,0,0,0,0,0,0,0,0,0,0,0,0,148,39
10.850111,1783686853.395099,2147450,,BS955A,3,rfd_legacy,,1,77,7,3158,3220860652,4770,1,3,47924,7031,6870,4305,18206,71,2329,9,123,123,56,0,0,0,0,0,0,0,0,0,0,0,0,0,146,121
11.80519,1783686854.350178,2147460,,BS955A,3,rfd_legacy,,1,87,0,3249,2244861598,4157,1,3,47896,4897,7103,6512,18512,72,1861,7,118,118,48,0,0,0,0,0,0,0,0,0,0,0,0,0,177,25
11.829765,1783686854.374753,2147460,,BS955A,3,rfd_legacy,,1,87,4,2861,2507006976,6736,1,3,47879,5736,7235,6793,19764,77,1902,7,122,122,56,0,0,0,0,0,0,0,0,0,0,0,0,0,71,203
11.832337,1783686854.377325,2147460,,BS955A,3,rfd_legacy,,1,87,1,2017,2310397309,2006,1,3,47900,7429,7454,6564,21447,84,2043,8,123,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,157,211
11.834606,1783686854.379594,2147460,,BS955A,3,rfd_legacy,,1,87,5,2099,2572540705,-2316,1,3,47796,7210,7109,4557,18876,74,2155,8,122,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,241,167
11.8369,1783686854.381888,2147460,,BS955A,3,rfd_legacy,,1,87,2,2822,2375933829,4838,1,3,47722,5763,6730,4818,17311,68,1606,6,124,124,48,0,0,0,0,0,0,0,0,0,0,0,0,0,206,223
11.856027,1783686854.401015,2147460,,BS955A,3,rfd_legacy,,1,87,6,2921,2638079807,9360,1,3,47818,1152,5796,6517,13465,53,1846,7,123,123,40,0,0,0,0,0,0,0,0,0,0,0,0,0,94,133
11.856097,1783686854.401085,2147460,,BS955A,3,rfd_legacy,,1,87,3,3123,2441470455,5179,1,3,47987,5976,6874,4403,17253,67,2040,8,121,121,40,0,0,0,0,0,0,0,0,0,0,0,0,0,28,185
11.858308,1783686854.403296,2147460,,BS955A,3,rfd_legacy,,1,87,7,3129,2703615045,4742,1,3,48108,5737,6025,4210,15972,62,1905,7,118,118,48,0,0,0,0,0,0,0,0,0,0,0,0,0,236,32
12.778496,1783686855.323484,2147470,,BS955A,3,rfd_legacy,,1,97,0,3177,1725773643,4150,1,3,47645,6046,6584,5814,18444,72,2011,8,121,121,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36
12.77865,1783686855.323638,2147470,,BS955A,3,rfd_legacy,,1,97,4,2818,1987918566,6712,1,3,47629,6734,7488,7173,21395,84,2096,8,124,124,44,0,0,0,0,0,0,0,0,0,0,0,0,0,83,222
12.780808,1783686855.325796,2147470,,BS955A,3,rfd_legacy,,1,97,1,2006,1791309258,2097,1,3,47765,6996,7289,7131,21416,84,1751,7,119,119,56,0,0,0,0,0,0,0,0,0,0,0,0,0,175,150
12.805935,1783686855.350923,2147470,,BS955A,3,rfd_legacy,,1,97,5,2232,2053452754,-2344,1,3,48018,7450,7327,6346,21123,83,2236,9,124,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,254,159
12.808092,1783686855.35308,2147470,,BS955A,3,rfd_legacy,,1,97,2,2879,1856845729,4809,1,3,47666,6082,6626,4306,17014,66,1532,6,118,118,44,0,0,0,0,0,0,0,0,0,0,0,0,0,132,238
12.810361,1783686855.355349,2147470,,BS955A,3,rfd_legacy,,1,97,6,2866,2118991875,9398,1,3,47649,1041,6661,5310,13012,51,1784,7,117,117,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51
12.827835,1783686855.372823,2147470,,BS955A,3,rfd_legacy,,1,97,7,3228,2184526901,4598,1,3,47602,7071,6974,4499,18544,72,2293,9,123,123,52,0,0,0,0,0,0,0,0,0,0,0,0,0,170,61
13.813491,1783686856.358479,2147480,,BS955A,3,rfd_legacy,,1,106,0,3174,1166304553,4112,1,3,47918,6690,6329,4334,17353,68,1876,7,118,118,60,0,0,0,0,0,0,0,0,0,0,0,0,0,77,18
13.813648,1783686856.358636,2147480,,BS955A,3,rfd_legacy,,1,106,4,2851,1428449381,6744,1,3,47992,7400,7044,4079,18523,72,1965,8,123,123,52,0,0,0,0,0,0,0,0,0,0,0,0,0,235,83
13.815788,1783686856.360776,2147480,,BS955A,3,rfd_legacy,,1,106,1,2097,1231840313,2028,1,3,47966,7194,7189,6118,20501,80,1865,7,118,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,164,41
13.833244,1783686856.378232,2147480,,BS955A,3,rfd_legacy,,1,106,5,2055,1493983397,-2261,1,3,47653,7091,6969,5203,19263,75,2002,8,118,118,52,0,0,0,0,0,0,0,0,0,0,0,0,0,122,79
13.835548,1783686856.380536,2147480,,BS955A,3,rfd_legacy,,1,106,2,2786,1297376759,4833,1,3,47687,5311,6936,6571,18818,74,2111,8,119,119,68,0,0,0,0,0,0,0,0,0,0,0,0,0,214,173
13.837788,1783686856.382776,2147480,,BS955A,3,rfd_legacy,,1,106,6,2906,1559522981,9320,1,3,48041,1750,6951,5006,13707,54,1941,8,121,121,48,0,0,0,0,0,0,0,0,0,0,0,0,0,179,246
13.855783,1783686856.400771,2147480,,BS955A,3,rfd_legacy,,1,106,3,3117,1362913139,5183,1,3,47693,1068,6967,6477,14512,57,2132,8,124,124,40,0,0,0,0,0,0,0,0,0,0,0,0,0,109,97
13.857968,1783686856.402956,2147480,,BS955A,3,rfd_legacy,,1,106,7,3218,1625057738,4619,1,3,47809,527,6673,6274,13474,53,1946,8,118,118,56,0,0,0,0,0,0,0,0,0,0,0,0,0,249,172
14.894933,1783686857.439921,2147490,,BS955A,3,rfd_legacy,,1,116,0,3159,2732925537,4188,1,3,47664,6834,6727,4447,18008,70,2088,8,124,124,48,0,0,0,0,0,0,0,0,0,0,0,0,0,66,12
14.912065,1783686857.457053,2147490,,BS955A,3,rfd_legacy,,1,116,4,2851,2995070383,6691,1,3,47741,6348,5852,3232,15432,60,1775,7,117,117,40,0,0,0,0,0,0,0,0,0,0,0,0,0,153,19
14.915704,1783686857.460692,2147490,,BS955A,3,rfd_legacy,,1,116,1,1987,2798460922,2076,1,3,47991,4034,7000,4350,15384,60,1997,8,123,123,48,0,0,0,0,0,0,0,0,0,0,0,0,0,140,118
14.916932,1783686857.46192,2147490,,BS955A,3,rfd_legacy,,1,116,5,2167,3060604024,-2346,1,3,47714,7051,7085,5806,19942,78,2153,8,118,118,64,0,0,0,0,0,0,0,0,0,0,0,0,0,93,163
14.919341,1783686857.464329,2147490,,BS955A,3,rfd_legacy,,1,116,2,2825,2863997373,4818,1,3,48046,4974,7182,4956,17112,67,1936,8,124,124,52,0,0,0,0,0,0,0,0,0,0,0,0,0,224,111
14.936237,1783686857.481225,2147490,,BS955A,3,rfd_legacy,,1,116,6,2891,3126143487,9330,1,3,47874,3465,5785,6009,15259,60,1785,7,119,119,52,0,0,0,0,0,0,0,0,0,0,0,0,0,66,107
