row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id,seed_id
R4:L14:I1+I2+I3+I8:T8,cpu_golden,0.2040765349811408,,,,,agreement_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_agreement_0001_cuda0,
R4:L14:I1+I2+I3+I8:T8,torch_gpu,0.4510718479868956,0.0,1.0,0.4510718479868956,0.4510718479868956,agreement_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_agreement_0001_cuda0,
R2:L0:I0:T6,simulate_imu_prior,0.1411306810041424,,,,,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I0:T6,cpu_golden,26.762394924997352,,,,,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I0:T6,torch_gpu,3.3571632580133155,0.0,1.0,3.3571632580133155,3.3571632580133155,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I0:T8,simulate_imu_prior,0.1772626599995419,,,,,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I0:T8,cpu_golden,29.22964466700796,,,,,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I0:T8,torch_gpu,3.355601388990181,0.0,1.0,3.355601388990181,3.355601388990181,partial_raw_0000,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0000_cuda0,
R2:L0:I1:T6,simulate_imu_prior,0.1835909319925122,,,,,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I1:T6,cpu_golden,26.049236616003327,,,,,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I1:T6,torch_gpu,2.814890370995272,0.0,1.0,2.814890370995272,2.814890370995272,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I1:T8,simulate_imu_prior,0.149758749990724,,,,,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I1:T8,cpu_golden,28.859722576016797,,,,,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I1:T8,torch_gpu,3.432686142012244,0.0,1.0,3.432686142012244,3.432686142012244,partial_raw_0001,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0001_cuda0,
R2:L0:I3:T6,simulate_imu_prior,0.1647323770157527,,,,,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I3:T6,cpu_golden,29.42340336201596,,,,,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I3:T6,torch_gpu,3.3536643700208515,0.0,1.0,3.3536643700208515,3.3536643700208515,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I3:T8,simulate_imu_prior,0.1517341900034807,,,,,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I3:T8,cpu_golden,31.29331111998181,,,,,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I3:T8,torch_gpu,3.2524191749980678,0.0,1.0,3.2524191749980678,3.2524191749980678,partial_raw_0002,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0002_cuda1,
R2:L0:I4:T6,simulate_imu_prior,0.1776124919997528,,,,,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I4:T6,cpu_golden,23.61028234098921,,,,,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I4:T6,torch_gpu,3.5897073539963458,0.0,1.0,3.5897073539963458,3.5897073539963458,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I4:T8,simulate_imu_prior,0.1758626090013422,,,,,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I4:T8,cpu_golden,31.76153194400831,,,,,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I4:T8,torch_gpu,2.8357266020029783,0.0,1.0,2.8357266020029783,2.8357266020029783,partial_raw_0003,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0003_cuda1,
R2:L0:I7:T6,simulate_imu_prior,0.1747874529974069,,,,,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I7:T6,cpu_golden,31.7376921850082,,,,,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I7:T6,torch_gpu,3.817775449017063,0.0,1.0,3.817775449017063,3.817775449017063,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I7:T8,simulate_imu_prior,0.1692068880074657,,,,,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I7:T8,cpu_golden,30.01556954201078,,,,,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I7:T8,torch_gpu,2.721393737010658,0.0,1.0,2.721393737010658,2.721393737010658,partial_raw_0004,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0004_cuda1,
R2:L0:I8:T6,simulate_imu_prior,0.1579304629995022,,,,,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I8:T6,cpu_golden,25.707884739997095,,,,,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I8:T6,torch_gpu,2.5376138370193075,0.0,1.0,2.5376138370193075,2.5376138370193075,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I8:T8,simulate_imu_prior,0.1408367940166499,,,,,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I8:T8,cpu_golden,26.989557044988032,,,,,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I8:T8,torch_gpu,3.079272305010818,0.0,1.0,3.079272305010818,3.079272305010818,partial_raw_0005,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0005_cuda1,
R2:L0:I1+I3+I7:T6,simulate_imu_prior,0.1351522790209856,,,,,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I3+I7:T6,cpu_golden,25.717392530001234,,,,,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I3+I7:T6,torch_gpu,3.087778632994741,0.0,1.0,3.087778632994741,3.087778632994741,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I3+I7:T8,simulate_imu_prior,0.1581996500026434,,,,,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I3+I7:T8,cpu_golden,30.591500545007875,,,,,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I3+I7:T8,torch_gpu,2.474320451990934,0.0,1.0,2.474320451990934,2.474320451990934,partial_raw_0006,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0006_cuda0,
R2:L0:I1+I2+I3+I8:T6,simulate_imu_prior,0.1093896940001286,,,,,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L0:I1+I2+I3+I8:T6,cpu_golden,30.956079210998723,,,,,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L0:I1+I2+I3+I8:T6,torch_gpu,2.974199633987155,0.0,1.0,2.974199633987155,2.974199633987155,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L0:I1+I2+I3+I8:T8,simulate_imu_prior,0.1214568020077422,,,,,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L0:I1+I2+I3+I8:T8,cpu_golden,31.422619439981645,,,,,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L0:I1+I2+I3+I8:T8,torch_gpu,2.1687406260170974,0.0,1.0,2.1687406260170974,2.1687406260170974,partial_raw_0007,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0007_cuda0,
R2:L1:I0:T6,simulate_imu_prior,0.6646786269848235,,,,,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I0:T6,cpu_golden,21.369021209015045,,,,,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I0:T6,torch_gpu,2.925464881991502,0.0,1.0,2.925464881991502,2.925464881991502,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I0:T8,simulate_imu_prior,0.750548064999748,,,,,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I0:T8,cpu_golden,30.8711020249757,,,,,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I0:T8,torch_gpu,2.993141660990659,0.0,1.0,2.993141660990659,2.993141660990659,partial_raw_0008,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0008_cuda1,
R2:L1:I1:T6,simulate_imu_prior,0.6913302670000121,,,,,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I1:T6,cpu_golden,26.000217530003283,,,,,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I1:T6,torch_gpu,3.0332775919814594,0.0,1.0,3.0332775919814594,3.0332775919814594,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I1:T8,simulate_imu_prior,0.7212616670003626,,,,,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I1:T8,cpu_golden,23.06543171798694,,,,,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I1:T8,torch_gpu,2.8267052969895303,0.0,1.0,2.8267052969895303,2.8267052969895303,partial_raw_0009,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0009_cuda0,
R2:L1:I3:T6,simulate_imu_prior,0.956274308002321,,,,,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I3:T6,cpu_golden,23.38299973399262,,,,,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I3:T6,torch_gpu,2.8128212809970137,0.0,1.0,2.8128212809970137,2.8128212809970137,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I3:T8,simulate_imu_prior,0.7384263499989174,,,,,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I3:T8,cpu_golden,22.966258791013388,,,,,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I3:T8,torch_gpu,3.149866296997061,0.0,1.0,3.149866296997061,3.149866296997061,partial_raw_0010,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0010_cuda0,
R2:L1:I4:T6,simulate_imu_prior,0.94745036502718,,,,,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I4:T6,cpu_golden,27.223989430989604,,,,,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I4:T6,torch_gpu,2.983907748013735,0.0,1.0,2.983907748013735,2.983907748013735,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I4:T8,simulate_imu_prior,1.310826979984995,,,,,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I4:T8,cpu_golden,23.77407024198328,,,,,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I4:T8,torch_gpu,4.167867322015809,0.0,1.0,4.167867322015809,4.167867322015809,partial_raw_0011,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0011_cuda1,
R2:L1:I7:T6,simulate_imu_prior,1.0030005439766685,,,,,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I7:T6,cpu_golden,31.92054530698806,,,,,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I7:T6,torch_gpu,2.917042640008731,0.0,1.0,2.917042640008731,2.917042640008731,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I7:T8,simulate_imu_prior,1.082377387007,,,,,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I7:T8,cpu_golden,33.873566310008755,,,,,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I7:T8,torch_gpu,2.9002088800189085,0.0,1.0,2.9002088800189085,2.9002088800189085,partial_raw_0012,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0012_cuda0,
R2:L1:I8:T6,simulate_imu_prior,0.9790764850040432,,,,,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I8:T6,cpu_golden,26.132284213003004,,,,,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I8:T6,torch_gpu,3.99050492598326,0.0,1.0,3.99050492598326,3.99050492598326,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I8:T8,simulate_imu_prior,1.435411432001274,,,,,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I8:T8,cpu_golden,34.279316711996216,,,,,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I8:T8,torch_gpu,3.6027264250151347,0.0,1.0,3.6027264250151347,3.6027264250151347,partial_raw_0013,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0013_cuda1,
R2:L1:I1+I3+I7:T6,simulate_imu_prior,0.9901204789930488,,,,,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I3+I7:T6,cpu_golden,31.874441549996845,,,,,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I3+I7:T6,torch_gpu,3.2165752180153504,0.0,1.0,3.2165752180153504,3.2165752180153504,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I3+I7:T8,simulate_imu_prior,0.9948699680098798,,,,,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I3+I7:T8,cpu_golden,31.9202711530088,,,,,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I3+I7:T8,torch_gpu,3.120660355023574,0.0,1.0,3.120660355023574,3.120660355023574,partial_raw_0014,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0014_cuda1,
R2:L1:I1+I2+I3+I8:T6,simulate_imu_prior,0.9127523140050472,,,,,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L1:I1+I2+I3+I8:T6,cpu_golden,24.819136030972004,,,,,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L1:I1+I2+I3+I8:T6,torch_gpu,4.196123258006992,0.0,1.0,4.196123258006992,4.196123258006992,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L1:I1+I2+I3+I8:T8,simulate_imu_prior,1.0622537450108211,,,,,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L1:I1+I2+I3+I8:T8,cpu_golden,32.90243917299085,,,,,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L1:I1+I2+I3+I8:T8,torch_gpu,2.764282570016803,0.0,1.0,2.764282570016803,2.764282570016803,partial_raw_0015,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0015_cuda0,
R2:L2:I0:T6,simulate_imu_prior,1.1455308879958466,,,,,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I0:T6,cpu_golden,34.65991114199278,,,,,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I0:T6,torch_gpu,2.8679779620142654,0.0,1.0,2.8679779620142654,2.8679779620142654,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I0:T8,simulate_imu_prior,0.660758938989602,,,,,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I0:T8,cpu_golden,34.153707360994304,,,,,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I0:T8,torch_gpu,3.648366890003672,0.0,1.0,3.648366890003672,3.648366890003672,partial_raw_0016,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0016_cuda0,
R2:L2:I1:T6,simulate_imu_prior,1.093147712002974,,,,,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I1:T6,cpu_golden,32.36242095398484,,,,,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I1:T6,torch_gpu,3.420184281014372,0.0,1.0,3.420184281014372,3.420184281014372,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I1:T8,simulate_imu_prior,1.0293432670005132,,,,,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I1:T8,cpu_golden,35.095257486013,,,,,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I1:T8,torch_gpu,3.004975172982085,0.0,1.0,3.004975172982085,3.004975172982085,partial_raw_0017,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0017_cuda1,
R2:L2:I3:T6,simulate_imu_prior,1.4285591589869,,,,,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I3:T6,cpu_golden,32.025239327020245,,,,,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I3:T6,torch_gpu,2.9536326469969936,0.0,1.0,2.9536326469969936,2.9536326469969936,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I3:T8,simulate_imu_prior,0.6429275239934213,,,,,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I3:T8,cpu_golden,35.37007281900151,,,,,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I3:T8,torch_gpu,3.4613637099973857,0.0,1.0,3.4613637099973857,3.4613637099973857,partial_raw_0018,cuda:0,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0018_cuda0,
R2:L2:I4:T6,simulate_imu_prior,1.0726477400166914,,,,,partial_raw_0019,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0019_cuda1,
R2:L2:I4:T6,cpu_golden,33.000418488984,,,,,partial_raw_0019,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0019_cuda1,
R2:L2:I4:T6,torch_gpu,2.915254545980133,0.0,1.0,2.915254545980133,2.915254545980133,partial_raw_0019,cuda:1,phase4_GPUCPU_FULLFACTORY_2x1080ti_20260605T113145Z_partial_raw_0019_cuda1,
