ID,sigma,f_scale,qmin,subset,smooth,N,X,Y,Z,3D
ID14,uniform50,2,0,all8,5,596,11.210003265552167,6.307825656871603,17.373283775061033,21.616748757849244
ID13,old,2,0,noDH,10,592,10.768474245328772,5.624143673850951,18.07106258984362,21.775085137892628
ID16,uniform50,2,0,all8,5,597,11.545463363240366,8.276638599614305,16.93998763265216,22.107999723515448
ID16,today,2,0,noDH,10,592,14.009621343695553,8.25430267494382,15.012439139620831,22.130890894045233
ID14,uniform30,2,0,all8,5,596,11.566871439286079,6.628152112398696,18.382314972553583,22.707585055840593
ID16,uniform30,2,0,all8,5,597,11.93845049583066,8.573792186515773,18.141392151548736,23.34837514464834
ID15,uniform50,2,0,noDH,5,596,12.583272426393917,7.42759024194195,18.304023141075557,23.421039791351415
ID15,uniform30,2,0,noDH,5,596,12.700204656396783,7.303932866782809,18.440459163084743,23.551924927322368
ID15,today,2,0,noDH,5,596,13.04453313030643,7.655546904841173,19.031075565068008,24.30944425862537
ID13,uniform50,2,0,all8,5,597,10.957938546145094,6.614341428669576,20.770046574917,24.397146645465092
ID15,old,2,0,all8,5,596,13.644711206151284,7.321814411774541,19.126986995928615,24.609525426593706
ID14,uniform50,2,0,noDH,5,596,11.75128369378659,8.050704780655394,20.233735202610518,24.74490970212828
ID16,today,2,0,all8,5,597,14.099904061087162,9.609040504264375,18.003956428282347,24.804906793131572
ID13,uniform30,2,0,all8,5,597,11.058666162775346,6.800035331252283,21.169663796881547,24.833228607633544
ID14,today,2,0,all8,5,596,12.668086606116624,7.550923602685169,20.3338911732088,25.118996710807505
ID13,today,2,0,all8,5,597,11.15854161734305,7.002630004304329,21.49034717957939,25.206842323107747
ID15,uniform30,2,0,all8,3,598,13.018127375612123,8.389553436911855,20.34286567859633,25.56733132839393
ID15,uniform50,2,0,all8,3,598,13.131999176323143,8.515534238778033,20.660316448291212,25.919344156098646
ID14,old,2,0,all8,5,596,9.879019226282823,7.6812806031003795,22.766036229851473,25.97863541827672
ID14,uniform30,2,0,noDH,5,596,12.33465677471367,8.184378171082574,21.564542966793447,26.156401074382604
ID15,old,2,0,noDH,5,596,14.260855290617204,7.695281143615123,20.612724959913127,26.219721123082692
ID16,old,2,0,all8,5,597,11.776223031906566,9.005475872497344,21.71235350001066,26.290764901325403
ID15,today,2,0,all8,3,598,13.870897255363506,8.462199994661937,21.32818709136901,26.812351333349095
ID14,old,2,0,noDH,5,596,10.119010255123719,8.025476362650853,23.775831240591373,27.05721328170821
ID13,uniform50,2,0,noDH,5,597,13.44625104141711,7.169683942097338,22.382589328496437,27.077413834162627
ID13,uniform30,2,0,noDH,5,597,13.576330553211971,7.177024344740118,22.419701598030514,27.174794377875266
ID16,uniform50,2,0,noDH,5,597,15.741731804918373,10.227275957976287,19.853449107952617,27.323227027945347
ID14,today,2,0,noDH,5,596,13.9047397158658,9.193897146897369,21.656867960630088,27.329278460615626
ID14,uniform50,2,0,all8,3,598,13.911787143080927,8.308759778503202,22.440543018046057,27.679437882949138
ID15,uniform30,2,0,all8,2,599,13.777735907569907,8.778188176940445,22.458538576246482,27.771722117817426
ID13,today,2,0,noDH,5,597,13.677946968769309,7.524415517385162,23.190802953807502,27.955614888624055
ID16,old,2,0,noDH,5,597,12.418149172344679,9.455192421185965,23.254431933904193,28.00677948563241
ID16,uniform50,2,0,all8,3,599,14.931882820511827,10.62319186301852,21.324953611296475,28.117022894466366
ID15,uniform50,2,0,all8,2,599,14.094670240312016,8.85318435866403,22.850618622711377,28.26993763545004
ID16,uniform30,2,0,noDH,5,597,15.67118406675798,10.182701853232679,21.2632267569628,28.30897806710896
ID15,today,2,0,all8,2,599,14.464759927204394,8.955413549544593,23.328861629940803,28.873248804801122
ID14,uniform30,2,0,all8,3,598,14.246729464895678,8.464131516201181,24.082476486722385,29.233140380448578
ID14,uniform50,2,0,all8,2,599,14.692148433388047,8.86488368425841,23.670438968750393,29.235852464011973
ID16,uniform30,2,0,all8,3,599,15.453370832197848,10.735871178360458,22.845641674126806,29.597110391698266
ID16,uniform50,2,0,all8,2,600,15.628880548619474,11.180545558259691,23.164692400034042,30.097665693065494
ID14,uniform30,2,0,all8,2,599,14.921846737230721,9.039439865193877,24.690507038588546,30.232335684634922
ID14,uniform50,2,0,noDH,3,598,14.436219057736972,9.77326278940399,24.857319033248928,30.361281194218996
ID15,uniform50,2,0,noDH,3,598,16.374893908710817,8.954411448527726,23.990237373333688,30.394902930260454
ID16,today,2,0,noDH,5,597,18.32751645152598,11.261903233557499,21.590891211089467,30.477777264952717
ID15,uniform30,2,0,noDH,3,598,16.50502593176422,8.833674354912802,24.07726189066807,30.49859379985691
ID13,old,2,0,all8,5,597,14.176985257687141,7.376940465464607,26.007211723600783,30.525091699516413
ID13,uniform50,2,0,all8,3,599,13.23274696774415,8.371653179838962,26.33209196234119,30.636077366220427
ID13,uniform30,2,0,all8,3,599,13.366595691133924,8.590959709751179,26.506293439354348,30.90394895475281
ID15,old,2,0,all8,3,598,17.093986849169823,8.93858892891642,24.539366425482445,31.21351090479623
ID16,uniform30,2,0,all8,2,600,16.186588087636327,11.186158727082278,24.348925185067344,31.305046536529794
ID15,today,2,0,noDH,3,598,16.954830597214926,9.382428368255537,24.71702244173489,31.407442446829826
ID14,today,2,0,all8,3,598,14.841457657523952,9.53068432045101,26.02333368601067,31.437504753870414
ID16,today,2,0,all8,3,599,18.0184449811146,12.110584284835978,22.90786999175624,31.561069671618803
ID13,old,2,0,noDH,5,597,14.811313993759443,7.772399870614953,26.866656358413014,31.648103353147786
ID14,today,2,0,all8,2,599,15.804217022340941,9.961301686032119,25.923223357163153,31.953314635492305
ID13,today,2,0,all8,3,599,14.093341511938444,8.993811861992027,27.39282633346801,32.091710165034435
ID14,old,2,0,all8,3,598,12.275794575853734,9.44254940756026,28.228778989742203,32.19814955916702
ID14,uniform30,2,0,noDH,3,598,14.814608000417818,10.155383809163594,26.87589715367985,32.32519571994332
ID16,old,2,0,all8,3,599,15.270030753264821,10.933663618421892,26.581871753460454,32.547115774579396
ID15,uniform50,2,0,noDH,2,599,17.118056105914174,9.18173876578188,26.204343490595814,32.619009632136574
ID15,uniform30,2,0,noDH,2,599,17.15294890957078,9.12732829626039,26.289275030058736,32.69033128813672
ID13,uniform50,2,0,all8,2,600,14.902896384047033,9.013669620531958,27.853241956434967,32.85035232909157
ID13,uniform30,2,0,all8,2,600,15.056708298807948,9.071195754224153,27.919138557737305,32.9919589447638
ID15,old,2,0,all8,2,599,18.240047812152884,9.14010623740825,25.947692102384796,33.00793255659758
ID15,old,2,0,noDH,3,598,17.98923256086819,9.29623650837918,26.139067098249217,33.06483525008853
ID14,uniform50,2,0,noDH,2,599,17.260146313288942,10.942742861704977,26.532122114473964,33.490443054562526
ID14,old,2,0,noDH,3,598,12.61413516134879,9.945383082294395,29.48737219143646,33.57874579668907
ID14,today,2,0,noDH,3,598,16.704896150465324,11.304817909162034,27.24364055077168,33.89791164388734
ID16,old,2,0,all8,2,600,16.274500974452,11.170842676109636,27.601835912072975,33.93388356464424
ID15,today,2,0,noDH,2,599,17.86845902126931,9.683516956323079,27.200558792981024,33.954715829890176
ID14,old,2,0,all8,2,599,15.790301014586653,9.859937880432877,28.410698631838173,33.966450769640076
ID16,uniform50,2,0,noDH,3,599,19.360653748048325,12.70297525195354,25.259818123337286,34.26746132160421
ID16,today,2,0,all8,2,600,19.14093433436165,13.189572077301921,25.37789172060194,34.414787039255145
ID13,today,2,0,all8,2,600,15.826057157677301,9.294915131511354,29.21284230426935,34.49999547759647
ID16,old,2,0,noDH,3,599,16.100521485318346,11.580219773632603,28.254876791162882,34.52052063032399
ID14,uniform30,2,0,noDH,2,599,17.545535330971397,11.060271321304596,27.804172428045835,34.687856897763844
ID15,old,2,0,noDH,2,599,19.27762459051486,9.622071503518216,27.265630645534905,34.7509091157393
ID16,uniform30,2,0,noDH,3,599,19.66501534871391,12.542177327633732,26.751807403448115,35.49194613055397
ID14,old,2,0,noDH,2,599,16.44927207423777,10.556145143402471,29.726779049987368,35.57656735475819
ID13,uniform50,2,0,noDH,3,599,17.337199580104063,9.372454632401363,29.62187578573566,35.57916412989961
ID13,uniform30,2,0,noDH,3,599,17.526496276617234,9.4036896877078,29.607995236964168,35.668485157475814
ID16,old,2,0,noDH,2,600,17.052780343015943,11.883048656128876,29.168131792226287,35.81597513735678
ID14,today,2,0,noDH,2,599,19.22162459378566,12.20090087948921,28.470407502880104,36.454038701844794
ID13,today,2,0,noDH,3,599,18.099868386086424,9.881052051539733,30.24243156165845,36.60389449225975
ID16,uniform50,2,0,noDH,2,600,20.593315597309363,12.89188175740259,28.088794851661735,37.13846602588714
ID13,old,2,0,all8,3,599,17.528432525919655,9.286450775447719,31.923483373345704,37.58447692211255
ID16,uniform30,2,0,noDH,2,600,20.72366330567457,12.875770191442875,28.775728220823115,37.72662472934052
ID16,today,2,0,noDH,3,599,22.806544488694083,13.773201243889309,27.060719497097434,37.975282536408415
ID13,uniform30,2,0,noDH,2,600,18.75761803930878,10.076232935265699,31.858427900728874,38.318900466744545
ID13,uniform50,2,0,noDH,2,600,18.706550323486535,10.109137765167844,32.10102960891432,38.50462041512253
ID13,today,2,0,noDH,2,600,19.325770426692102,10.343561341858127,32.20366614749959,38.95575409560954
ID13,old,2,0,noDH,3,599,18.463568658825977,9.88203004399439,33.326543108941486,39.36008588661519
ID13,old,2,0,all8,2,600,18.80068415957322,10.296617369893816,33.65497759775386,39.90167378989684
ID14,uniform50,3,0,best7_noH,1,600,21.081595691322544,13.103418090812658,32.02828173470978,40.52090908941913
ID14,uniform50,3,20,best7_noH,1,600,21.081595691322544,13.103418090812658,32.02828173470978,40.52090908941913
ID14,uniform50,3,50,best7_noH,1,600,21.081595691322544,13.103418090812658,32.02828173470978,40.52090908941913
ID14,uniform50,3,80,all8,1,600,21.081595691322544,13.103418090812658,32.02828173470978,40.52090908941913
ID14,uniform50,3,80,best7_noH,1,600,21.081595691322544,13.103418090812658,32.02828173470978,40.52090908941913
ID14,uniform30,5,0,best7_noH,1,600,21.081595741072032,13.103418083956454,32.02828214148303,40.52090943460406
ID14,uniform30,5,20,best7_noH,1,600,21.081595741072032,13.103418083956454,32.02828214148303,40.52090943460406
ID14,uniform30,5,50,best7_noH,1,600,21.081595741072032,13.103418083956454,32.02828214148303,40.52090943460406
ID14,uniform30,5,80,all8,1,600,21.081595741072032,13.103418083956454,32.02828214148303,40.52090943460406
ID14,uniform30,5,80,best7_noH,1,600,21.081595741072032,13.103418083956454,32.02828214148303,40.52090943460406
ID14,uniform50,10,0,best7_noH,1,600,21.151656817100562,13.226005294107182,32.022473312102676,40.592592910190845
ID14,uniform50,10,20,best7_noH,1,600,21.151656817100562,13.226005294107182,32.022473312102676,40.592592910190845
ID14,uniform50,10,50,best7_noH,1,600,21.151656817100562,13.226005294107182,32.022473312102676,40.592592910190845
ID14,uniform50,10,80,all8,1,600,21.151656817100562,13.226005294107182,32.022473312102676,40.592592910190845
ID14,uniform50,10,80,best7_noH,1,600,21.151656817100562,13.226005294107182,32.022473312102676,40.592592910190845
ID14,uniform50,5,0,best7_noH,1,600,21.15166023884451,13.226008043269896,32.02247162504833,40.59259425803162
ID14,uniform50,5,20,best7_noH,1,600,21.15166023884451,13.226008043269896,32.02247162504833,40.59259425803162
ID14,uniform50,5,50,best7_noH,1,600,21.15166023884451,13.226008043269896,32.02247162504833,40.59259425803162
ID14,uniform50,5,80,all8,1,600,21.15166023884451,13.226008043269896,32.02247162504833,40.59259425803162
ID14,uniform50,5,80,best7_noH,1,600,21.15166023884451,13.226008043269896,32.02247162504833,40.59259425803162
ID14,uniform30,10,0,best7_noH,1,600,21.151661162094186,13.226008508558236,32.022471217729574,40.59259456938935
ID14,uniform30,10,20,best7_noH,1,600,21.151661162094186,13.226008508558236,32.022471217729574,40.59259456938935
ID14,uniform30,10,50,best7_noH,1,600,21.151661162094186,13.226008508558236,32.022471217729574,40.59259456938935
ID14,uniform30,10,80,all8,1,600,21.151661162094186,13.226008508558236,32.022471217729574,40.59259456938935
ID14,uniform30,10,80,best7_noH,1,600,21.151661162094186,13.226008508558236,32.022471217729574,40.59259456938935
ID14,uniform30,5,95,all8,1,600,21.09635518699363,13.121688235465914,32.154993560193,40.63469595285058
ID14,uniform30,5,95,best7_noH,1,600,21.09635518699363,13.121688235465914,32.154993560193,40.63469595285058
ID14,uniform50,3,95,all8,1,600,21.096355192430288,13.121688239936372,32.154993612759064,40.63469599871323
ID14,uniform50,3,95,best7_noH,1,600,21.096355192430288,13.121688239936372,32.154993612759064,40.63469599871323
ID14,uniform50,10,95,all8,1,600,21.165616569011714,13.243540687546062,32.15097425105912,40.706999889225166
ID14,uniform50,10,95,best7_noH,1,600,21.165616569011714,13.243540687546062,32.15097425105912,40.706999889225166
ID14,uniform50,5,95,all8,1,600,21.165620032609297,13.243543424055344,32.15097231219728,40.70700104907395
ID14,uniform50,5,95,best7_noH,1,600,21.165620032609297,13.243543424055344,32.15097231219728,40.70700104907395
ID14,uniform30,10,95,all8,1,600,21.16562091937902,13.243543876926244,32.15097210332321,40.707001492514685
ID14,uniform30,10,95,best7_noH,1,600,21.16562091937902,13.243543876926244,32.15097210332321,40.707001492514685
ID14,uniform50,3,50,all8,1,600,21.101656951990797,13.33341613110239,32.40936007539038,40.9075363758434
ID14,uniform30,5,50,all8,1,600,21.10165695130892,13.333416114705237,32.409360284497176,40.90753653581389
ID14,uniform50,3,0,all8,1,600,20.505912955328927,12.946000147951073,32.976220646736515,40.93314688738856
ID14,uniform30,5,0,all8,1,600,20.50591290707024,12.94600013422965,32.97622101540271,40.93314715587492
ID14,uniform50,10,50,all8,1,600,21.17430230442718,13.456095112187409,32.401740765830134,40.979145652435975
ID14,uniform30,10,50,all8,1,600,21.174306749831448,13.456098276415144,32.40173856122868,40.97914724528457
ID14,uniform50,5,50,all8,1,600,21.174305818346873,13.45609780081473,32.40173948372672,40.97914733721609
ID14,uniform50,10,0,all8,1,600,20.5494932441054,13.092163277036445,32.98205765329894,41.00612806529836
ID14,uniform50,5,0,all8,1,600,20.5494921193942,13.092163483265885,32.9820680896434,41.00613596167625
ID14,uniform30,10,0,all8,1,600,20.549492410265316,13.092163605736173,32.98206825434677,41.00613627901687
ID14,uniform50,2,0,best7_noH,1,600,21.296869179288596,12.814210271177723,32.87523161573807,41.2133652533024
ID14,uniform50,2,20,best7_noH,1,600,21.296869179288596,12.814210271177723,32.87523161573807,41.2133652533024
ID14,uniform50,2,50,best7_noH,1,600,21.296869179288596,12.814210271177723,32.87523161573807,41.2133652533024
ID14,uniform50,2,80,all8,1,600,21.296869179288596,12.814210271177723,32.87523161573807,41.2133652533024
ID14,uniform50,2,80,best7_noH,1,600,21.296869179288596,12.814210271177723,32.87523161573807,41.2133652533024
ID16,today,2,0,noDH,2,600,24.394668394655014,15.058194592230594,29.648658916054064,41.24187248395949
ID14,uniform30,5,20,all8,1,600,20.90015402979447,13.325225528877695,32.97269261074109,41.250170082885816
ID14,uniform50,3,20,all8,1,600,20.90015407881463,13.325225555305046,32.97269295770633,41.250170393601074
ID14,uniform50,2,95,all8,1,600,21.32631809663491,12.845332358470689,32.96118479731776,41.306828856756404
ID14,uniform50,2,95,best7_noH,1,600,21.32631809663491,12.845332358470689,32.96118479731776,41.306828856756404
ID14,uniform50,10,20,all8,1,600,20.995821913474984,13.44512922085185,32.95777442909141,41.325669176755405
ID14,uniform30,10,20,all8,1,600,20.995826523306306,13.445132418653948,32.95777234394511,41.325670896274936
ID14,uniform50,5,20,all8,1,600,20.99582568457667,13.445131947431006,32.9577731463222,41.325670956747885
ID15,uniform50,1,20,all8,1,600,20.07869831949232,12.955479544099818,33.731692926243525,41.33794484602688
ID15,uniform50,1,0,all8,1,600,20.106510649558196,13.001536662921852,33.70994401810331,41.34818075564821
ID15,uniform50,1,0,best7_noH,1,600,19.50863008591608,12.654381077717423,34.224141867863096,41.37646547109628
ID15,uniform50,1,20,best7_noH,1,600,19.50863008591608,12.654381077717423,34.224141867863096,41.37646547109628
ID15,uniform50,1,50,best7_noH,1,600,19.50863008591608,12.654381077717423,34.224141867863096,41.37646547109628
ID15,uniform50,1,80,all8,1,600,19.50863008591608,12.654381077717423,34.224141867863096,41.37646547109628
ID15,uniform50,1,80,best7_noH,1,600,19.50863008591608,12.654381077717423,34.224141867863096,41.37646547109628
ID15,uniform30,2,20,all8,1,600,20.280412150955517,12.911257896194455,33.68574709724472,41.38508493375601
ID16,uniform50,10,0,all8,1,601,21.679951913231115,14.979873326713035,31.924866944371036,41.395821640114555
ID16,uniform30,10,0,all8,1,601,21.67995176083508,14.979872884809064,31.92487535766364,41.395827888804604
ID16,uniform50,5,0,all8,1,601,21.67995073598215,14.979873034125017,31.924877881223182,41.39582935229263
ID15,uniform30,2,0,all8,1,600,20.305946050819017,12.954675174954332,33.67099201081973,41.39916372223039
ID15,uniform50,1,95,all8,1,600,19.525750493392618,12.661456624581792,34.254976930756996,41.41220666316976
ID15,uniform50,1,95,best7_noH,1,600,19.525750493392618,12.661456624581792,34.254976930756996,41.41220666316976
ID16,uniform30,10,20,all8,1,601,21.728459504145025,14.974639022927596,31.924280326347745,41.418901972957826
ID16,uniform50,5,20,all8,1,601,21.728458474178254,14.974639152073882,31.924282744722674,41.41890334332756
ID16,uniform50,10,20,all8,1,601,21.728458696703555,14.974639210067197,31.924284108599352,41.418904532261635
ID15,uniform50,1,50,all8,1,600,19.597851353731443,12.687221762250582,34.22035071649578,41.42552084026767
ID16,uniform30,5,0,all8,1,601,21.616117613377885,15.40427583385362,31.831248776867156,41.44606921453033
ID16,uniform50,3,0,all8,1,601,21.616116068077645,15.404276759807457,31.831278113311907,41.44609128359824
ID16,uniform30,5,20,all8,1,601,21.66152622909559,15.399715097674042,31.82819239649229,41.465730126110834
ID16,uniform50,3,20,all8,1,601,21.661524712398315,15.399716029936636,31.828222226080822,41.465752576569926
ID15,uniform30,2,0,best7_noH,1,600,19.627515238968606,12.606312539016123,34.28695566603378,41.469914385393494
ID15,uniform30,2,20,best7_noH,1,600,19.627515238968606,12.606312539016123,34.28695566603378,41.469914385393494
ID15,uniform30,2,50,best7_noH,1,600,19.627515238968606,12.606312539016123,34.28695566603378,41.469914385393494
ID15,uniform30,2,80,all8,1,600,19.627515238968606,12.606312539016123,34.28695566603378,41.469914385393494
ID15,uniform30,2,80,best7_noH,1,600,19.627515238968606,12.606312539016123,34.28695566603378,41.469914385393494
ID16,uniform30,10,50,all8,1,601,22.108558458574823,15.241371221084785,31.644502670786036,41.50255778980998
ID16,uniform50,5,50,all8,1,601,22.10855748393571,15.241371341368982,31.64450506209044,41.502559138090035
ID16,uniform50,10,50,all8,1,601,22.108557667219593,15.241371385971208,31.644506710262064,41.50256050878906
ID15,uniform30,2,95,all8,1,600,19.644452624063565,12.613169432608402,34.31770567257417,41.50543921782052
ID15,uniform30,2,95,best7_noH,1,600,19.644452624063565,12.613169432608402,34.31770567257417,41.50543921782052
ID15,uniform30,2,50,all8,1,600,19.73632214149244,12.63499916080134,34.27179731024178,41.517727615327296
ID14,uniform50,2,50,all8,1,600,21.291691281012405,13.0042238063875,33.2497876694389,41.56915123592646
ID16,uniform30,5,50,all8,1,601,22.144032512621408,15.618495745180102,31.53097075373602,41.57520537454024
ID16,uniform50,3,50,all8,1,601,22.144032548867578,15.61849576423462,31.530970951875208,41.57520555127442
ID16,uniform30,10,0,best7_noH,1,601,22.361930500149263,15.19277748206123,31.735432828452975,41.68949652037289
ID16,uniform30,10,20,best7_noH,1,601,22.361930500149263,15.19277748206123,31.735432828452975,41.68949652037289
ID16,uniform30,10,50,best7_noH,1,601,22.361930500149263,15.19277748206123,31.735432828452975,41.68949652037289
ID16,uniform30,10,80,all8,1,601,22.361930500149263,15.19277748206123,31.735432828452975,41.68949652037289
ID16,uniform30,10,80,best7_noH,1,601,22.361930500149263,15.19277748206123,31.735432828452975,41.68949652037289
ID16,uniform50,5,0,best7_noH,1,601,22.361928602665103,15.192777407418852,31.735448347437544,41.689507288944355
ID16,uniform50,5,20,best7_noH,1,601,22.361928602665103,15.192777407418852,31.735448347437544,41.689507288944355
ID16,uniform50,5,50,best7_noH,1,601,22.361928602665103,15.192777407418852,31.735448347437544,41.689507288944355
ID16,uniform50,5,80,all8,1,601,22.361928602665103,15.192777407418852,31.735448347437544,41.689507288944355
ID16,uniform50,5,80,best7_noH,1,601,22.361928602665103,15.192777407418852,31.735448347437544,41.689507288944355
ID16,uniform50,10,0,best7_noH,1,601,22.36192887303497,15.192777401721674,31.7354495913278,41.68950837878336
ID16,uniform50,10,20,best7_noH,1,601,22.36192887303497,15.192777401721674,31.7354495913278,41.68950837878336
ID16,uniform50,10,50,best7_noH,1,601,22.36192887303497,15.192777401721674,31.7354495913278,41.68950837878336
ID16,uniform50,10,80,all8,1,601,22.36192887303497,15.192777401721674,31.7354495913278,41.68950837878336
ID16,uniform50,10,80,best7_noH,1,601,22.36192887303497,15.192777401721674,31.7354495913278,41.68950837878336
ID16,uniform30,5,0,best7_noH,1,601,22.384019021149125,15.57125337796601,31.6085397293973,41.74455680834174
ID16,uniform30,5,20,best7_noH,1,601,22.384019021149125,15.57125337796601,31.6085397293973,41.74455680834174
ID16,uniform30,5,50,best7_noH,1,601,22.384019021149125,15.57125337796601,31.6085397293973,41.74455680834174
ID16,uniform30,5,80,all8,1,601,22.384019021149125,15.57125337796601,31.6085397293973,41.74455680834174
ID16,uniform30,5,80,best7_noH,1,601,22.384019021149125,15.57125337796601,31.6085397293973,41.74455680834174
ID16,uniform50,3,0,best7_noH,1,601,22.384019052272688,15.571253331708585,31.608539793793287,41.74455685653599
ID16,uniform50,3,20,best7_noH,1,601,22.384019052272688,15.571253331708585,31.608539793793287,41.74455685653599
ID16,uniform50,3,50,best7_noH,1,601,22.384019052272688,15.571253331708585,31.608539793793287,41.74455685653599
ID16,uniform50,3,80,all8,1,601,22.384019052272688,15.571253331708585,31.608539793793287,41.74455685653599
ID16,uniform50,3,80,best7_noH,1,601,22.384019052272688,15.571253331708585,31.608539793793287,41.74455685653599
ID14,uniform50,2,0,all8,1,600,20.785571411437797,12.747786141529906,33.90205568179857,41.75997377707429
ID15,uniform50,1,100,all8,1,600,19.802195660593497,12.800548848526835,34.49449805355402,41.78338664793212
ID15,uniform50,1,100,best7_noH,1,600,19.802195660593497,12.800548848526835,34.49449805355402,41.78338664793212
ID14,uniform30,3,0,best7_noH,1,600,21.576812334420836,12.847613801914875,33.3957172276234,41.78389570235584
ID14,uniform30,3,20,best7_noH,1,600,21.576812334420836,12.847613801914875,33.3957172276234,41.78389570235584
ID14,uniform30,3,50,best7_noH,1,600,21.576812334420836,12.847613801914875,33.3957172276234,41.78389570235584
ID14,uniform30,3,80,all8,1,600,21.576812334420836,12.847613801914875,33.3957172276234,41.78389570235584
ID14,uniform30,3,80,best7_noH,1,600,21.576812334420836,12.847613801914875,33.3957172276234,41.78389570235584
ID13,old,2,0,noDH,2,600,19.810470928397187,10.885910784485434,35.15650715653164,41.79638510038765
ID15,uniform30,2,100,all8,1,600,19.904412791367168,12.755543945566878,34.48534928883188,41.81063101041607
ID15,uniform30,2,100,best7_noH,1,600,19.904412791367168,12.755543945566878,34.48534928883188,41.81063101041607
ID15,uniform30,3,0,best7_noH,1,600,19.972449085407668,12.698378202705225,34.52205975230567,41.85594510926618
ID15,uniform30,3,20,best7_noH,1,600,19.972449085407668,12.698378202705225,34.52205975230567,41.85594510926618
ID15,uniform30,3,50,best7_noH,1,600,19.972449085407668,12.698378202705225,34.52205975230567,41.85594510926618
ID15,uniform30,3,80,all8,1,600,19.972449085407668,12.698378202705225,34.52205975230567,41.85594510926618
ID15,uniform30,3,80,best7_noH,1,600,19.972449085407668,12.698378202705225,34.52205975230567,41.85594510926618
ID14,uniform30,3,95,all8,1,600,21.61410676090363,12.882789667576379,33.46270584364191,41.86751202386952
ID14,uniform30,3,95,best7_noH,1,600,21.61410676090363,12.882789667576379,33.46270584364191,41.86751202386952
ID15,uniform30,3,95,all8,1,600,19.988847464170387,12.705049445112854,34.55262416719111,41.89100310553321
ID15,uniform30,3,95,best7_noH,1,600,19.988847464170387,12.705049445112854,34.55262416719111,41.89100310553321
ID15,uniform30,3,50,all8,1,600,20.086912057970505,12.732139137072956,34.503158925025154,41.90536217282901
