layout,sigma,ID,d_tag_mm,N,X,Y,Z,3D
V4-anchor-delay,uniform30,ID16,115,601,56.31632879331965,34.96568614971884,42.865147500432265,78.94016067194023
MDS+NLS,uniform30,ID14,120,600,52.75240919487634,24.63898879741248,53.71336129234758,79.21503409167325
MDS+NLS,uniform50,ID13,-145,601,48.487686882707955,25.528039674441164,57.256612160797225,79.25311492293109
V4-anchor-delay,uniform30,ID14,140,600,54.3241385625002,27.266442123630792,51.02756004109607,79.36235115208403
V3-lite,uniform50,ID16,125,601,57.019394221368835,33.402933725997556,44.0668050548421,79.42827334530641
MDS+NLS,uniform50,ID13,-85,601,32.072403252351094,17.15351612361708,70.6313776943869,79.44604257476736
V3-lite,uniform30,ID13,-135,601,46.620156738978416,22.118251484448855,60.468489061695664,79.49273068967153
V3-lite,uniform50,ID14,150,600,55.37339365395305,24.611468571340534,51.46852037308964,79.50437534745414
V4-anchor-delay,uniform50,ID16,140,601,56.603082208016126,34.152282662111844,44.22601704816072,79.53758803499399
V3-lite,uniform30,ID14,125,600,53.599760669008894,25.520238141822993,52.95520213359709,79.55168339891065
V3-lite,uniform50,ID13,125,601,58.62416914076534,35.784938323985806,40.35766128422236,79.66238662398052
MDS+NLS,uniform30,ID13,-140,601,47.28698663072326,22.390144103608026,60.28270151950339,79.82093560015487
V4-anchor-delay,uniform30,ID14,145,600,55.08746820900419,27.91508328243963,50.72189517869553,79.91615405449743
V3-lite,uniform30,ID16,100,601,57.17320626935835,34.28633060547059,44.16871473104453,79.97001527134165
MDS+NLS,uniform50,ID14,150,600,55.67909750313542,24.671501450138607,52.01563793944995,80.09039563403216
MDS+NLS,uniform30,ID14,125,600,53.80964029002955,25.441638007083316,53.69969758030186,80.16490412170225
MDS+NLS,uniform50,ID16,125,601,57.60605697011314,33.67906027051192,44.56180113723502,80.24020825585622
V3-lite,uniform30,ID13,95,601,59.47972232023542,36.162742208699555,40.08825224358985,80.32838389567449
V3-lite,uniform30,ID14,130,600,54.56234826516485,26.14741509328542,52.86465480639252,80.34555925543582
V3-lite,uniform30,ID13,-70,601,32.956375006432204,16.622884404296386,71.41946035830449,80.39391928096687
V4-anchor-delay,uniform30,ID14,150,600,55.71981106998148,28.502971034162332,50.47811439216449,80.40619836826743
V4-anchor-delay,uniform30,ID16,120,601,57.79672194933411,36.38956843787009,42.67066530344907,80.53227574471022
MDS+NLS,uniform50,ID13,125,601,59.46856172163918,36.243741397319674,40.6837684727429,80.65536337318146
MDS+NLS,uniform30,ID16,100,601,57.7363842729894,34.56377772353028,44.894790757807904,80.89305926114588
MDS+NLS,uniform30,ID14,130,600,54.74007760736664,26.021605657356723,53.64215918775055,80.93875029781145
MDS+NLS,uniform30,ID13,-70,601,32.8907425347833,16.54602712326045,72.13471164584173,80.98758288948873
V3-lite,uniform30,ID14,135,600,55.40700670239437,26.7306952531722,52.7022985014867,81.00616475168384
V4-anchor-delay,uniform30,ID13,110,601,61.28249408664617,35.86576805991864,39.47632364059828,81.24209209630781
V3-lite,uniform50,ID13,-140,601,48.61684090153257,25.157712444956708,60.17474482896606,81.34806469695046
MDS+NLS,uniform30,ID13,95,601,60.36075533147918,36.626559799093286,40.45588931936186,81.37324282295567
V4-anchor-delay,uniform50,ID16,145,601,58.418618282336006,35.82195884159889,44.04647663771167,81.46189171301492
MDS+NLS,uniform30,ID14,135,600,55.557406198092536,26.580205014381956,53.503942072038875,81.5831140574722
V3-lite,uniform30,ID14,140,600,56.146727846748895,27.25265723635194,52.542548608928875,81.58358774079888
V4-anchor-delay,uniform50,ID13,140,601,60.86798324418211,35.172716556430856,41.56120068156827,81.6661789008562
V3-lite,uniform50,ID16,130,601,59.11835954508963,34.86748298340968,44.472924232723564,81.7836340272944
V4-anchor-delay,uniform30,ID16,125,601,59.16892524886742,37.766824781787406,42.373744625513226,81.99285946222697
V3-lite,uniform30,ID16,105,601,58.91579591633682,35.66350812234357,44.51164155776114,82.00148202450079
V3-lite,uniform30,ID14,145,600,56.805288890462265,27.74393404680908,52.37939568151938,82.09852504329014
MDS+NLS,uniform30,ID14,140,600,56.276887832575,27.083635878536093,53.35460496511903,82.14210435279377
MDS+NLS,uniform30,ID13,-135,601,47.8602067036471,22.16014957197322,63.04622608981678,82.19792113512571
V3-lite,uniform30,ID13,-75,601,35.12798314884165,17.214612455420028,72.63977590117464,82.50366734314589
MDS+NLS,uniform50,ID16,130,601,59.63961287405444,35.10259972098462,44.99622337576599,82.54535752554823
V3-lite,uniform30,ID14,150,600,57.36223292281441,28.27974868306337,52.21011584659846,82.55947037247556
V3-lite,uniform30,ID13,-130,601,47.35085545772398,21.888131099127026,64.0899227617897,82.6360211723859
MDS+NLS,uniform30,ID14,145,600,56.92368288653978,27.573784949085614,53.19414061274929,82.64524115346694
V3-lite,uniform50,ID13,-90,601,34.46230209029986,17.81225634931109,73.18034207380352,82.82686283842673
MDS+NLS,uniform30,ID16,105,601,59.449781641085046,35.92900061359169,45.229827105204215,82.89093365520039
V3-lite,uniform50,ID13,130,601,62.06170999764405,37.62646744086993,40.30300848571422,83.01650072672341
MDS+NLS,uniform30,ID14,150,600,57.45836999810809,28.112168088300585,53.033111207282744,83.09193198974478
V4-anchor-delay,uniform50,ID16,150,601,59.96769589125892,37.378052576556456,43.75546968799062,83.11308255948035
V4-anchor-delay,uniform30,ID16,130,601,60.469254649643325,39.1033811943171,42.04127398191774,83.38509397208927
MDS+NLS,uniform50,ID13,-90,601,34.28734466995463,17.805257087125305,73.89575822009314,83.38604360069708
V3-lite,uniform30,ID13,100,601,63.030414120159456,38.0008914537045,39.80128969595523,83.67223862725545
MDS+NLS,uniform30,ID13,-75,601,35.094154958094734,17.118643157256365,74.0487229717059,83.71296810834443
V3-lite,uniform30,ID16,110,601,60.422111239926664,36.988176508110584,44.645121684138445,83.7385432060813
V3-lite,uniform50,ID16,135,601,60.892959721937025,36.28574331916266,44.75930161488146,83.83318431846385
MDS+NLS,uniform50,ID13,-140,601,49.631799147216746,25.022261682471495,62.95904839337936,83.98375343419482
MDS+NLS,uniform50,ID13,130,601,62.912248751129134,38.07391342529354,40.667493900935675,84.03224968203182
V3-lite,uniform50,ID13,-135,601,48.993448032585036,24.552186455857743,63.75985747159588,84.07429592142319
V4-anchor-delay,uniform30,ID13,115,601,64.33426943734204,37.77891840813728,39.16021521222431,84.25952382723831
MDS+NLS,uniform50,ID16,135,601,61.383840533949076,36.508320076108674,45.283576502937535,84.56616116612061
MDS+NLS,uniform30,ID16,110,601,60.93257600929576,37.238761826252144,45.36338965607888,84.60107163960858
MDS+NLS,uniform30,ID13,100,601,63.89999441418098,38.43124230405313,40.25130049650317,84.73686837985576
V4-anchor-delay,uniform30,ID16,135,601,61.72766573587845,40.43984233826145,41.70653392959815,84.76509032593847
V4-anchor-delay,uniform50,ID13,145,601,64.0954106018437,37.07732061156107,41.40386012081009,84.83648387842955
V3-lite,uniform30,ID13,-80,601,37.460937253423296,17.86462657195129,74.17096656243143,84.99293490205822
MDS+NLS,uniform30,ID13,-130,601,48.425782577374484,21.924950104213384,66.65490328366107,85.2562958792933
V3-lite,uniform30,ID13,-125,601,47.5159871368372,21.678331925177304,67.41826917749286,85.28154623091166
V3-lite,uniform30,ID16,115,601,61.81316787043909,38.31010349214683,44.59868403213565,85.30870043059123
V3-lite,uniform50,ID16,140,601,62.46073994459123,37.68355817380666,44.82769114686864,85.62077133863937
MDS+NLS,uniform30,ID13,-80,601,37.39528968778246,17.722112335288138,75.00425923591516,85.66282659348865
V3-lite,uniform50,ID13,-130,601,48.56264338568549,23.868414434083586,66.72008764842786,85.90460776941089
V4-anchor-delay,uniform30,ID16,140,601,62.85295490663886,41.72795513650195,41.29991369321364,86.0081336353533
MDS+NLS,uniform30,ID16,115,601,62.29508625771637,38.546694304116805,45.31769860431589,86.14069433446058
MDS+NLS,uniform50,ID16,140,601,62.92522245656193,37.893774775740525,45.34353493282063,86.32240698779361
V3-lite,uniform50,ID13,135,601,65.46299029716833,39.43099911836276,40.29383682845132,86.39328721884208
V3-lite,uniform50,ID13,-95,601,36.89948470816587,18.454890088523186,76.17256750369944,86.62802652729246
MDS+NLS,uniform50,ID13,-135,601,49.71937955252887,24.38961330531969,66.61663005072131,86.62935610741961
V3-lite,uniform30,ID16,120,601,63.05544758584447,39.58535166977034,44.427222936380836,86.69929454678079
V3-lite,uniform30,ID13,-120,601,47.30642769790075,21.369112257500653,69.44555421083923,86.70191497228298
V3-lite,uniform50,ID13,-100,601,38.75447295925202,19.056483112618366,75.27799457986241,86.78614630767228
V3-lite,uniform50,ID13,-125,601,47.345855127598306,23.180326510929063,69.10429761479061,86.91582988012232
V3-lite,uniform30,ID13,105,601,66.40959921197947,39.76210462724042,39.5711318850247,86.93177963521381
V3-lite,uniform30,ID13,-85,601,39.65469107992316,18.48321605391839,75.34142289214422,87.12321047661683
V4-anchor-delay,uniform30,ID13,120,601,67.15684714314345,39.73798497129706,38.76340951494437,87.13065754950921
V3-lite,uniform50,ID16,145,601,63.821118182799594,39.015647797089514,44.70599264408344,87.14345458737708
V4-anchor-delay,uniform30,ID16,145,601,63.86453930353945,42.953295595725585,40.91821102305943,87.16630642808457
MDS+NLS,uniform50,ID13,135,601,66.29138240965166,39.846158565409354,40.69751889610522,87.39880879337693
MDS+NLS,uniform30,ID16,120,601,63.47064061024155,39.777725259363216,45.16435262552116,87.46775631263355
MDS+NLS,uniform50,ID13,-95,601,36.7669121902038,18.438572833356417,77.20341192044033,87.4765889383573
V3-lite,uniform30,ID13,-115,601,46.68232220901052,21.070916399672345,70.92350351172617,87.48351887713304
MDS+NLS,uniform30,ID13,-125,601,48.459538716846886,21.63164293846835,69.64973198186686,87.56334869117819
MDS+NLS,uniform50,ID16,145,601,64.26181580601781,39.21263973646214,45.21886457199831,87.81775332453486
V4-anchor-delay,uniform50,ID13,150,601,67.06503387647828,39.02421514385702,41.138968849966915,87.82381735318596
MDS+NLS,uniform30,ID13,-85,601,39.67802729496759,18.34026827529703,76.26265345694249,87.90167007926392
MDS+NLS,uniform30,ID13,105,601,67.22207236986026,40.14256400732753,40.09271608183378,87.96396047018148
V3-lite,uniform30,ID16,125,601,64.17591932252834,40.805433004527046,44.231861981575044,87.97777900092566
V3-lite,uniform30,ID13,-110,601,45.908793194282474,20.7540067551187,72.18386379590007,88.02758818377318
MDS+NLS,uniform50,ID13,-130,601,48.93087041822963,23.724790547687142,69.2763612030515,88.06991533976209
V4-anchor-delay,uniform30,ID16,150,601,64.78424118892686,44.11913980409951,40.58374899923666,88.2640192055164
V3-lite,uniform50,ID16,150,601,65.07828731043092,40.357296835778875,44.46059287437699,88.54738395848442
V3-lite,uniform30,ID13,-105,601,45.06711057376598,20.31688957453323,73.46925419767636,88.55253677797498
MDS+NLS,uniform30,ID16,125,601,64.55941640514304,40.977198465838505,44.983149458835506,88.7160232196941
MDS+NLS,uniform30,ID13,-120,601,48.01049578430036,21.32537762481676,71.49155828084811,88.71765518609732
V3-lite,uniform30,ID13,-90,601,41.594866128526554,19.039358543507653,76.2271018000749,88.89995000469497
V3-lite,uniform50,ID13,-105,601,41.07858816443055,19.759735523765045,76.54603383998571,89.09092462301798
V3-lite,uniform30,ID16,130,601,65.20705572281696,41.97261246871194,44.05315055279299,89.1871088617311
MDS+NLS,uniform50,ID16,150,601,65.49247275389295,40.5413152822403,44.97668138196566,89.19509011357228
MDS+NLS,uniform30,ID13,-115,601,47.19100028399829,21.046265058101685,72.76182917143699,89.24247623790802
V3-lite,uniform50,ID13,-110,601,43.204154385693585,20.552197435655422,75.8159809199686,89.64962207658239
V3-lite,uniform50,ID13,-115,601,44.89128151582251,21.525492666009345,74.61192208413021,89.69678315154657
V3-lite,uniform50,ID13,140,601,68.741742390849,41.175821814569474,40.30967888310754,89.69808058534066
V3-lite,uniform30,ID13,-95,601,43.10042003500083,19.50955455981904,76.28856629952438,89.76755691424928
MDS+NLS,uniform50,ID13,-125,601,47.754446356987394,22.96492280779262,72.5236376952113,89.81955717423982
MDS+NLS,uniform30,ID13,-90,601,41.755896165165346,18.911334719780548,77.2965773057662,89.86631353641886
MDS+NLS,uniform30,ID16,130,601,65.54285158987459,42.10807242840476,44.81515366435288,89.87409613524727
V4-anchor-delay,uniform30,ID13,125,601,69.75203916088537,41.64638796459002,38.49186757886912,89.89656538104241
MDS+NLS,uniform30,ID13,-110,601,46.524103455299155,20.63811565242364,74.10755307596452,89.90191011824548
V3-lite,uniform30,ID13,110,601,69.43736394844714,41.38855409642692,39.47366488395301,89.95960283189666
V3-lite,uniform50,ID13,-120,601,46.210931851188164,22.389795885921192,74.0190848705876,90.086503469985
V3-lite,uniform30,ID16,135,601,66.0700447278213,43.04891544135193,43.843223644537765,90.22576234401087
V3-lite,uniform30,ID13,-100,601,44.3064673335019,19.943742507813678,76.10206345388819,90.29030941763502
MDS+NLS,uniform30,ID13,-105,601,45.6671822121497,20.215239994817754,75.23555423224401,90.30246995447406
MDS+NLS,uniform50,ID13,-105,601,41.19799650617225,19.653598274543466,78.18125149416814,90.5309169646154
MDS+NLS,uniform50,ID13,140,601,69.5211452807825,41.53874832280717,40.775147667265806,90.6712188109574
MDS+NLS,uniform30,ID16,135,601,66.33925431200832,43.13954412965341,44.61432040123379,90.84247087817225
MDS+NLS,uniform30,ID13,110,601,70.13218045283126,41.683526240896896,40.082133233228866,90.89893563441949
MDS+NLS,uniform50,ID13,-100,601,39.23934665696895,19.08730672149185,79.873242963769,91.01530940174494
V3-lite,uniform30,ID16,140,601,66.77618667404029,44.0416735863441,43.585055771877016,91.09547302500813
MDS+NLS,uniform30,ID13,-95,601,43.49314960377018,19.445367703749028,77.83515560632095,91.2583576219194
MDS+NLS,uniform30,ID16,140,601,67.00065988304189,44.101973007859385,44.36526517704969,91.66432895177357
MDS+NLS,uniform30,ID13,-100,601,44.81873676647132,19.858319669570868,77.66650852785261,91.84311935223083
V3-lite,uniform30,ID16,145,601,67.38085692834578,44.96634228556744,43.35329090510171,91.87850483787484
MDS+NLS,uniform50,ID13,-115,601,45.280613358611085,21.230911053238675,77.08150210168097,91.88385873772394
MDS+NLS,uniform50,ID13,-120,601,46.72941309524849,22.176089302013576,76.43205172386226,92.28908665533763
MDS+NLS,uniform50,ID13,-110,601,43.36350810212893,20.392069268720643,78.90805092740321,92.31852915393183
MDS+NLS,uniform30,ID16,145,601,67.57102040619746,44.996236193765405,44.14266191533907,92.40713539176402
V4-anchor-delay,uniform30,ID13,130,601,72.00452046928643,43.432488373481995,38.32105319174274,92.40960519366433
V3-lite,uniform30,ID16,150,601,67.88968887852326,45.81131253878621,43.15512497328482,92.57457007196342
V3-lite,uniform30,ID13,115,601,72.08074881255591,42.92343315216371,39.442131536373324,92.70241206721442
V3-lite,uniform50,ID13,145,601,71.69904515719662,42.8417639575753,40.33264851922794,92.75177816099215
MDS+NLS,uniform30,ID16,150,601,68.02603555612926,45.79722121127905,43.9553226115409,93.0429866784339
MDS+NLS,uniform30,ID13,115,601,72.70296831305774,43.157787777590364,40.11325187684947,93.58092339531905
MDS+NLS,uniform50,ID13,145,601,72.37829311194865,43.12994250833167,40.83415730195047,93.62818836830917
V4-anchor-delay,uniform30,ID13,135,601,73.8697249380103,45.03206490100743,38.144869403388704,94.54974454469681
V3-lite,uniform30,ID13,120,601,74.37072891949194,44.361583210647034,39.45846782648086,95.16262957792382
V3-lite,uniform50,ID13,150,601,74.26501980395206,44.39279237202006,40.30566522802335,95.4492526452678
MDS+NLS,uniform30,ID13,120,601,74.90993158892663,44.535667474387104,40.17889232270115,95.96492544844737
MDS+NLS,uniform50,ID13,150,601,74.83435900456058,44.59760110189114,40.86331814546232,96.2233759619986
V4-anchor-delay,uniform30,ID13,140,601,75.45252604551037,46.47026839097829,37.909116120692815,96.38293736979668
V3-lite,uniform30,ID13,125,601,76.28032822607443,45.6649966366381,39.59254142717115,97.32188720305459
V4-anchor-delay,uniform30,ID13,145,601,76.77913993780813,47.772710589593366,37.571125595251864,97.92271281557083
MDS+NLS,uniform30,ID13,125,601,76.76093315191761,45.79537065831029,40.34218881716188,98.0660442285949
V3-lite,uniform30,ID13,130,601,77.86159825853979,46.85970990435015,39.69390900143541,99.16585756957045
V4-anchor-delay,uniform30,ID13,150,601,77.92210093578232,48.95426696993795,37.25609649914226,99.2793573466489
MDS+NLS,uniform30,ID13,130,601,78.25435098267691,46.927017254996244,40.46413981697896,99.81600576710493
V3-lite,uniform30,ID13,135,601,79.15707119134755,47.923772345884494,39.744502032556134,100.70826836594941
MDS+NLS,uniform30,ID13,135,601,79.5071374266412,47.96389277840954,40.51371866992174,101.30785415111279
V3-lite,uniform30,ID13,140,601,80.2835663509634,48.9540156626965,39.638202302134694,102.04476349758488
MDS+NLS,uniform30,ID13,140,601,80.58087426933724,48.95790645225711,40.41237731755269,102.58320594841508
V3-lite,uniform30,ID13,145,601,81.23421394380598,49.90488634311822,39.474180648814354,103.18772278659327
MDS+NLS,uniform30,ID13,145,601,81.47537946524008,49.87143756763209,40.25866275818029,103.66367575551227
V3-lite,uniform30,ID13,150,601,82.02746450242859,50.752729201888144,39.33295419862259,104.17017682680736
MDS+NLS,uniform30,ID13,150,601,82.22158412089841,50.675539250686526,40.13056515822397,104.58901201185671
