[INFO] --no-prompt: assuming nodes powered on now; t=0 = launch.
[16:59:03] cold-start capture running: 6 listeners -> /mnt/nrf_ssd/thermal_characterization/run_20260710_165852/raw
[INFO] will run 90 min; Ctrl+C to stop early.
[INFO] LE: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184767-if00
[INFO] L9336: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760186071-if00
[INFO] LF: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184964-if00
[INFO] LB: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184545-if00
[INFO] LCCF4: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760184784-if00[INFO] L955A: opened /dev/serial/by-id/usb-SEGGER_J-Link_000760186081-if00

[00:15] LB cfo= -3.75ppm | LE cfo= -1.38ppm | LF cfo= +1.86ppm | LCCF4 cfo= -3.12ppm | L9336 cfo= -2.13ppm | L955A cfo= -0.24ppm
[05:00] LB cfo= -4.15ppm | LE cfo= -1.74ppm | LF cfo= +1.47ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -1.95ppm | L955A cfo= -0.45ppm
[05:15] LB cfo= -3.63ppm | LE cfo= -1.88ppm | LF cfo= +1.68ppm | LCCF4 cfo= -3.53ppm | L9336 cfo= -1.74ppm | L955A cfo= -0.63ppm
[05:30] LB cfo= -3.90ppm | LE cfo= -1.98ppm | LF cfo= +1.52ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -1.98ppm | L955A cfo= -0.54ppm
[05:45] LB cfo= -4.30ppm | LE cfo= -2.19ppm | LF cfo= +1.41ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -1.98ppm | L955A cfo= -0.51ppm
[06:00] LB cfo= -4.05ppm | LE cfo= -2.25ppm | LF cfo= +1.77ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -1.80ppm | L955A cfo= -0.60ppm
[06:15] LB cfo= -3.92ppm | LE cfo= -2.43ppm | LF cfo= +1.55ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -1.86ppm | L955A cfo= -0.75ppm
[06:30] LB cfo= -3.93ppm | LE cfo= -2.94ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -1.94ppm | L955A cfo= -0.60ppm
[06:45] LB cfo= -4.22ppm | LE cfo= -2.37ppm | LF cfo= +1.41ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.57ppm
[07:00] LB cfo= -4.21ppm | LE cfo= -2.94ppm | LF cfo= +1.56ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.01ppm | L955A cfo= -0.63ppm
[07:15] LB cfo= -3.89ppm | LE cfo= -3.06ppm | LF cfo= +1.65ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.15ppm | L955A cfo= -0.84ppm
[07:30] LB cfo= -4.51ppm | LE cfo= -2.94ppm | LF cfo= +1.47ppm | LCCF4 cfo= -4.04ppm | L9336 cfo= -2.34ppm | L955A cfo= -1.01ppm
[07:45] LB cfo= -4.51ppm | LE cfo= -2.73ppm | LF cfo= +1.50ppm | LCCF4 cfo= -3.98ppm | L9336 cfo= -2.43ppm | L955A cfo= -1.05ppm
[08:00] LB cfo= -4.42ppm | LE cfo= -2.79ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.74ppm | L9336 cfo= -2.52ppm | L955A cfo= -0.99ppm
[08:15] LB cfo= -4.54ppm | LE cfo= -2.90ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.99ppm | L9336 cfo= -2.73ppm | L955A cfo= -1.02ppm
[08:30] LB cfo= -4.51ppm | LE cfo= -3.26ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.61ppm | L955A cfo= -0.92ppm
[08:45] LB cfo= -4.58ppm | LE cfo= -2.82ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.89ppm | L9336 cfo= -2.96ppm | L955A cfo= -0.90ppm
[09:00] LB cfo= -4.09ppm | LE cfo= -2.43ppm | LF cfo= +0.93ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.55ppm | L955A cfo= -1.17ppm
[09:15] LB cfo= -4.30ppm | LE cfo= -2.31ppm | LF cfo= +0.99ppm | LCCF4 cfo= -3.53ppm | L9336 cfo= -2.72ppm | L955A cfo= -0.99ppm
[09:30] LB cfo= -4.39ppm | LE cfo= -2.58ppm | LF cfo= +0.57ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.48ppm | L955A cfo= -1.47ppm
[09:45] LB cfo= -4.21ppm | LE cfo= -2.99ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.45ppm | L955A cfo= -1.41ppm
[10:00] LB cfo= -4.27ppm | LE cfo= -2.52ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.72ppm | L955A cfo= -1.53ppm
[10:15] LB cfo= -4.12ppm | LE cfo= -2.73ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.71ppm | L9336 cfo= -2.52ppm | L955A cfo= -1.37ppm
[10:30] LB cfo= -3.90ppm | LE cfo= -3.29ppm | LF cfo= +1.05ppm | LCCF4 cfo= -4.24ppm | L9336 cfo= -2.87ppm | L955A cfo= -1.59ppm
[10:45] LB cfo= -4.49ppm | LE cfo= -3.27ppm | LF cfo= +0.63ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.51ppm | L955A cfo= -1.20ppm
[11:00] LB cfo= -4.28ppm | LE cfo= -2.58ppm | LF cfo= +0.71ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.49ppm | L955A cfo= -0.87ppm
[11:15] LB cfo= -4.15ppm | LE cfo= -3.27ppm | LF cfo= +0.35ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.70ppm | L955A cfo= -1.43ppm
[11:30] LB cfo= -5.17ppm | LE cfo= -3.48ppm | LF cfo= +0.39ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.78ppm | L955A cfo= -1.44ppm
[11:45] LB cfo= -4.48ppm | LE cfo= -3.12ppm | LF cfo= +1.05ppm | LCCF4 cfo= -4.09ppm | L9336 cfo= -2.76ppm | L955A cfo= -1.43ppm
[12:00] LB cfo= -3.98ppm | LE cfo= -2.46ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.60ppm | L955A cfo= -1.34ppm
[12:15] LB cfo= -3.68ppm | LE cfo= -2.16ppm | LF cfo= +0.33ppm | LCCF4 cfo= -3.95ppm | L9336 cfo= -2.72ppm | L955A cfo= -1.26ppm
[12:30] LB cfo= -3.86ppm | LE cfo= -3.09ppm | LF cfo= +0.57ppm | LCCF4 cfo= -3.12ppm | L9336 cfo= -2.52ppm | L955A cfo= -1.32ppm
[12:45] LB cfo= -3.84ppm | LE cfo= -2.93ppm | LF cfo= +0.77ppm | LCCF4 cfo= -4.18ppm | L9336 cfo= -2.76ppm | L955A cfo= -1.34ppm
[13:00] LB cfo= -4.07ppm | LE cfo= -2.88ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.79ppm | L955A cfo= -0.69ppm
[13:15] LB cfo= -3.54ppm | LE cfo= -2.66ppm | LF cfo= +0.96ppm | LCCF4 cfo= -3.39ppm | L9336 cfo= -2.51ppm | L955A cfo= -1.29ppm
[13:30] LB cfo= -3.54ppm | LE cfo= -2.79ppm | LF cfo= +0.71ppm | LCCF4 cfo= -3.33ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.26ppm
[13:45] LB cfo= -4.18ppm | LE cfo= -2.46ppm | LF cfo= +1.05ppm | LCCF4 cfo= -3.47ppm | L9336 cfo= -2.90ppm | L955A cfo= -0.99ppm
[14:00] LB cfo= -3.99ppm | LE cfo= -1.77ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.02ppm
[14:15] LB cfo= -4.57ppm | LE cfo= -1.89ppm | LF cfo= +0.96ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.05ppm
[14:30] LB cfo= -4.24ppm | LE cfo= -2.27ppm | LF cfo= +0.87ppm | LCCF4 cfo= -3.48ppm | L9336 cfo= -2.69ppm | L955A cfo= -0.87ppm
[14:45] LB cfo= -4.21ppm | LE cfo= -2.34ppm | LF cfo= +0.93ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.78ppm | L955A cfo= -0.74ppm
[15:00] LB cfo= -3.87ppm | LE cfo= -2.28ppm | LF cfo= +0.95ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.73ppm | L955A cfo= -1.14ppm
[15:15] LB cfo= -4.33ppm | LE cfo= -2.64ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.68ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.11ppm
[15:30] LB cfo= -3.60ppm | LE cfo= -3.27ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.38ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.07ppm
[15:45] LB cfo= -3.75ppm | LE cfo= -3.54ppm | LF cfo= +0.83ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.10ppm
[16:00] LB cfo= -3.60ppm | LE cfo= -2.87ppm | LF cfo= +0.93ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.75ppm
[16:15] LB cfo= -4.09ppm | LE cfo= -2.31ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.37ppm | L955A cfo= -1.11ppm
[16:30] LB cfo= -3.92ppm | LE cfo= -2.12ppm | LF cfo= +1.67ppm | LCCF4 cfo= -3.80ppm | L9336 cfo= -2.64ppm | L955A cfo= -1.40ppm
[16:45] LB cfo= -4.87ppm | LE cfo= -2.39ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.31ppm
[17:00] LB cfo= -4.30ppm | LE cfo= -2.73ppm | LF cfo= +1.50ppm | LCCF4 cfo= -3.96ppm | L9336 cfo= -2.70ppm | L955A cfo= -1.26ppm
[17:15] LB cfo= -3.66ppm | LE cfo= -2.73ppm | LF cfo= +0.78ppm | LCCF4 cfo= -3.56ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.32ppm
[17:30] LB cfo= -3.93ppm | LE cfo= -2.22ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.90ppm
[17:45] LB cfo= -3.84ppm | LE cfo= -2.43ppm | LF cfo= +0.90ppm | LCCF4 cfo= -3.87ppm | L9336 cfo= -2.58ppm | L955A cfo= -1.08ppm
[18:00] LB cfo= -3.78ppm | LE cfo= -2.37ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.90ppm | L9336 cfo= -2.28ppm | L955A cfo= -1.05ppm
[18:15] LB cfo= -3.84ppm | LE cfo= -2.19ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.99ppm
[18:30] LB cfo= -3.63ppm | LE cfo= -2.04ppm | LF cfo= +1.17ppm | LCCF4 cfo= -3.53ppm | L9336 cfo= -2.43ppm | L955A cfo= -0.96ppm
[18:45] LB cfo= -3.65ppm | LE cfo= -2.52ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.78ppm
[19:00] LB cfo= -3.36ppm | LE cfo= -3.09ppm | LF cfo= +0.63ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -2.37ppm | L955A cfo= -1.04ppm
[19:15] LB cfo= -3.59ppm | LE cfo= -3.09ppm | LF cfo= +1.02ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.52ppm | L955A cfo= -1.13ppm
[19:30] LB cfo= -2.76ppm | LE cfo= -3.09ppm | LF cfo= +0.84ppm | LCCF4 cfo= -3.60ppm | L9336 cfo= -2.43ppm | L955A cfo= -1.05ppm
[19:45] LB cfo= -3.87ppm | LE cfo= -2.67ppm | LF cfo= +1.41ppm | LCCF4 cfo= -3.24ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.92ppm
[20:00] LB cfo= -4.02ppm | LE cfo= -2.85ppm | LF cfo= +1.47ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.78ppm
[20:15] LB cfo= -4.21ppm | LE cfo= -3.03ppm | LF cfo= +1.52ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.22ppm | L955A cfo= -0.84ppm
[20:30] LB cfo= -3.96ppm | LE cfo= -3.15ppm | LF cfo= +1.58ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.50ppm
[20:45] LB cfo= -3.72ppm | LE cfo= -2.64ppm | LF cfo= +1.65ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.37ppm | L955A cfo= -0.99ppm
[21:00] LB cfo= -3.60ppm | LE cfo= -2.40ppm | LF cfo= +1.65ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -2.31ppm | L955A cfo= -1.02ppm
[21:15] LB cfo= -3.84ppm | LE cfo= -2.73ppm | LF cfo= +1.53ppm | LCCF4 cfo= -3.77ppm | L9336 cfo= -2.22ppm | L955A cfo= -0.83ppm
[21:30] LB cfo= -4.25ppm | LE cfo= -3.06ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.21ppm | L955A cfo= -0.80ppm
[21:45] LB cfo= -4.02ppm | LE cfo= -2.52ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.96ppm
[22:00] LB cfo= -3.81ppm | LE cfo= -2.31ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.37ppm | L955A cfo= -1.02ppm
[22:15] LB cfo= -4.42ppm | LE cfo= -2.36ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.21ppm | L9336 cfo= -2.19ppm | L955A cfo= -0.62ppm
[22:30] LB cfo= -4.09ppm | LE cfo= -2.22ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.49ppm | L955A cfo= -0.60ppm
[22:45] LB cfo= -4.40ppm | LE cfo= -2.73ppm | LF cfo= +1.44ppm | LCCF4 cfo= -3.57ppm | L9336 cfo= -2.15ppm | L955A cfo= -0.75ppm
[23:00] LB cfo= -4.24ppm | LE cfo= -2.85ppm | LF cfo= +1.47ppm | LCCF4 cfo= -3.56ppm | L9336 cfo= -2.18ppm | L955A cfo= -0.54ppm
[23:15] LB cfo= -4.15ppm | LE cfo= -2.82ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.34ppm | L955A cfo= -1.14ppm
[23:30] LB cfo= -4.04ppm | LE cfo= -2.84ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.62ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.87ppm
[23:45] LB cfo= -3.86ppm | LE cfo= -2.91ppm | LF cfo= +1.65ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.13ppm | L955A cfo= -1.02ppm
[24:00] LB cfo= -3.99ppm | LE cfo= -2.82ppm | LF cfo= +1.80ppm | LCCF4 cfo= -3.75ppm | L9336 cfo= -2.39ppm | L955A cfo= -0.69ppm
[24:15] LB cfo= -3.90ppm | LE cfo= -2.58ppm | LF cfo= +1.47ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.07ppm | L955A cfo= -0.96ppm
[24:30] LB cfo= -3.93ppm | LE cfo= -2.13ppm | LF cfo= +1.37ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.31ppm | L955A cfo= -0.78ppm
[24:45] LB cfo= -3.96ppm | LE cfo= -2.36ppm | LF cfo= +1.56ppm | LCCF4 cfo= -3.57ppm | L9336 cfo= -2.22ppm | L955A cfo= -0.89ppm
[25:00] LB cfo= -4.22ppm | LE cfo= -2.19ppm | LF cfo= +1.62ppm | LCCF4 cfo= -3.50ppm | L9336 cfo= -2.36ppm | L955A cfo= -0.86ppm
[25:15] LB cfo= -3.96ppm | LE cfo= -2.10ppm | LF cfo= +1.74ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.22ppm | L955A cfo= -1.23ppm
[25:30] LB cfo= -4.12ppm | LE cfo= -1.65ppm | LF cfo= +1.50ppm | LCCF4 cfo= -3.93ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.87ppm
[25:45] LB cfo= -3.66ppm | LE cfo= -2.07ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.95ppm | L9336 cfo= -2.49ppm | L955A cfo= -0.69ppm
[26:00] LB cfo= -3.96ppm | LE cfo= -2.48ppm | LF cfo= +1.16ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.46ppm | L955A cfo= -0.90ppm
[26:15] LB cfo= -3.71ppm | LE cfo= -2.52ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.43ppm | L955A cfo= -0.80ppm
[26:30] LB cfo= -4.18ppm | LE cfo= -2.40ppm | LF cfo= +1.20ppm | LCCF4 cfo= -3.86ppm | L9336 cfo= -2.58ppm | L955A cfo= -0.63ppm
[26:45] LB cfo= -4.18ppm | LE cfo= -2.19ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.57ppm | L9336 cfo= -2.39ppm | L955A cfo= -0.87ppm
[27:00] LB cfo= -3.99ppm | LE cfo= -2.10ppm | LF cfo= +1.44ppm | LCCF4 cfo= -3.83ppm | L9336 cfo= -2.36ppm | L955A cfo= -0.84ppm
[27:15] LB cfo= -4.12ppm | LE cfo= -3.18ppm | LF cfo= +1.28ppm | LCCF4 cfo= -3.93ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.81ppm
[27:30] LB cfo= -4.30ppm | LE cfo= -2.55ppm | LF cfo= +1.17ppm | LCCF4 cfo= -3.83ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.84ppm
[27:45] LB cfo= -3.92ppm | LE cfo= -2.15ppm | LF cfo= +1.38ppm | LCCF4 cfo= -3.95ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.78ppm
[28:00] LB cfo= -4.12ppm | LE cfo= -2.54ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.69ppm
[28:15] LB cfo= -3.96ppm | LE cfo= -2.85ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.72ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.84ppm
[28:30] LB cfo= -4.54ppm | LE cfo= -2.13ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.16ppm | L955A cfo= -0.75ppm
[28:45] LB cfo= -3.75ppm | LE cfo= -2.25ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.78ppm | L9336 cfo= -2.27ppm | L955A cfo= -0.66ppm
[29:00] LB cfo= -3.75ppm | LE cfo= -2.01ppm | LF cfo= +1.50ppm | LCCF4 cfo= -4.02ppm | L9336 cfo= -2.10ppm | L955A cfo= -0.78ppm
[29:15] LB cfo= -3.98ppm | LE cfo= -2.28ppm | LF cfo= +1.59ppm | LCCF4 cfo= -3.95ppm | L9336 cfo= -2.06ppm | L955A cfo= -1.11ppm
[29:30] LB cfo= -3.99ppm | LE cfo= -2.94ppm | LF cfo= +1.35ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.81ppm
[29:45] LB cfo= -3.93ppm | LE cfo= -2.01ppm | LF cfo= +1.49ppm | LCCF4 cfo= -3.63ppm | L9336 cfo= -2.21ppm | L955A cfo= -0.93ppm
[30:00] LB cfo= -4.30ppm | LE cfo= -3.03ppm | LF cfo= +1.14ppm | LCCF4 cfo= -3.45ppm | L9336 cfo= -2.15ppm | L955A cfo= -0.90ppm
[30:15] LB cfo= -3.60ppm | LE cfo= -2.10ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.21ppm | L955A cfo= -0.93ppm
[30:30] LB cfo= -3.90ppm | LE cfo= -2.22ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -2.04ppm | L955A cfo= -1.13ppm
[30:45] LB cfo= -3.78ppm | LE cfo= -2.34ppm | LF cfo= +1.25ppm | LCCF4 cfo= -3.84ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.08ppm
[31:00] LB cfo= -3.50ppm | LE cfo= -2.84ppm | LF cfo= +1.17ppm | LCCF4 cfo= -3.69ppm | L9336 cfo= -2.13ppm | L955A cfo= -1.05ppm
[31:15] LB cfo= -3.38ppm | LE cfo= -2.67ppm | LF cfo= +1.08ppm | LCCF4 cfo= -3.50ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.69ppm
[31:30] LB cfo= -4.09ppm | LE cfo= -3.00ppm | LF cfo= +1.41ppm | LCCF4 cfo= -3.93ppm | L9336 cfo= -2.21ppm | L955A cfo= -0.78ppm
[31:45] LB cfo= -3.45ppm | LE cfo= -3.03ppm | LF cfo= +1.17ppm | LCCF4 cfo= -3.81ppm | L9336 cfo= -2.22ppm | L955A cfo= -1.28ppm
[32:00] LB cfo= -3.72ppm | LE cfo= -3.00ppm | LF cfo= +1.32ppm | LCCF4 cfo= -3.57ppm | L9336 cfo= -2.10ppm | L955A cfo= -1.11ppm
[32:15] LB cfo= -3.57ppm | LE cfo= -3.57ppm | LF cfo= +1.23ppm | LCCF4 cfo= -3.57ppm | L9336 cfo= -2.21ppm | L955A cfo= -1.01ppm
[32:30] LB cfo= -3.15ppm | LE cfo= -3.77ppm | LF cfo= +1.17ppm | LCCF4 cfo= -3.42ppm | L9336 cfo= -2.09ppm | L955A cfo= -1.08ppm
[32:45] LB cfo= -3.95ppm | LE cfo= -3.89ppm | LF cfo= +0.74ppm | LCCF4 cfo= -3.74ppm | L9336 cfo= -2.40ppm | L955A cfo= -1.47ppm
[33:00] LB cfo= -3.39ppm | LE cfo= -3.72ppm | LF cfo= +1.04ppm | LCCF4 cfo= -3.21ppm | L9336 cfo= -2.22ppm | L955A cfo= -1.04ppm
[33:15] LB cfo= -3.41ppm | LE cfo= -3.36ppm | LF cfo= +0.93ppm | LCCF4 cfo= -3.39ppm | L9336 cfo= -2.25ppm | L955A cfo= -1.11ppm
[33:30] LB cfo= -3.39ppm | LE cfo= -3.63ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.39ppm | L955A cfo= -1.16ppm
[33:45] LB cfo= -3.51ppm | LE cfo= -2.99ppm | LF cfo= +1.11ppm | LCCF4 cfo= -3.21ppm | L9336 cfo= -2.28ppm | L955A cfo= -0.63ppm
[34:00] LB cfo= -3.33ppm | LE cfo= -3.24ppm | LF cfo= +1.29ppm | LCCF4 cfo= -3.66ppm | L9336 cfo= -2.34ppm | L955A cfo= -0.68ppm
[34:15] LB cfo= -3.56ppm | LE cfo= -3.41ppm | LF cfo= +1.26ppm | LCCF4 cfo= -3.54ppm | L9336 cfo= -2.25ppm | L955A cfo= -0.69ppm
