sweep,peer_name,plan,pmode,quality_flag_percent,targets,statuses,qualities
1015,BS2DCE,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
1018,BSDC91,cal_roto,5,100,"A,C,E,G","ok,ok,ok,ok","100,100,100,100"
24944,BSF66F,cal_static,4,99,"E,F,G,H","ok,ok,ok,ok","100,100,96,100"
1018,BSDC91,cal_roto,5,100,"A,C,E,G","ok,ok,ok,ok","100,100,100,100"
1015,BS2DCE,cal_roto,5,100,"C,D,E,G","ok,ok,ok,ok","100,100,100,100"
1018,BSDC91,cal_roto,5,100,"A,C,E,G","ok,ok,ok,ok","100,100,100,100"
24944,BSF66F,cal_static,4,99,"E,F,G,H","ok,ok,ok,ok","100,100,96,100"
24948,BSF66F,cal_static,4,0,"A,B,C,D","pending,pending,pending,pending","0,0,0,0"
24949,BSF66F,cal_static,4,0,"A,B,C,D","pending,pending,pending,pending","0,0,0,0"
24950,BSF66F,cal_static,4,0,"A,B,C,D","pending,pending,pending,pending","0,0,0,0"
24951,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24952,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24953,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24954,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24955,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24956,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24957,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24958,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24959,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24960,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24961,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24962,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24963,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24964,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24965,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24966,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24967,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24968,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24969,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24970,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24971,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
24972,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
24973,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1040,BSDC91,cal_roto,5,87,"A,C,E,F","ok,ok,ok,ok","85,100,71,92"
24974,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1041,BSDC91,cal_roto,5,86,"C,A,E,F","ok,timeout,ok,ok","100,80,73,93"
1031,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1042,BSDC91,cal_roto,5,87,"C,A,E,F","ok,ok,ok,ok","100,81,75,93"
24975,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1032,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1043,BSDC91,cal_roto,5,88,"A,C,E,F","ok,ok,ok,ok","82,100,76,94"
24976,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1033,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1044,BSDC91,cal_roto,5,88,"A,C,E,F","ok,ok,ok,ok","83,100,77,94"
24977,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1034,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1045,BSDC91,cal_roto,5,89,"A,C,F,E","ok,ok,ok,ok","84,100,94,78"
24978,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1035,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1046,BSDC91,cal_roto,5,90,"A,C,E,F","ok,ok,ok,ok","85,100,80,95"
24979,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1036,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1047,BSDC91,cal_roto,5,90,"A,C,E,F","ok,ok,ok,ok","85,100,80,95"
24980,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1037,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1048,BSDC91,cal_roto,5,90,"A,C,E,F","ok,ok,ok,ok","86,100,81,95"
24981,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1038,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1049,BSDC91,cal_roto,5,90,"C,A,E,F","ok,ok,ok,ok","100,86,82,95"
24982,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1039,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1050,BSDC91,cal_roto,5,91,"C,A,E,F","ok,ok,ok,ok","100,87,83,95"
24983,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1040,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1051,BSDC91,cal_roto,5,92,"A,C,E,F","ok,ok,ok,ok","88,100,84,96"
24984,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1041,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1052,BSDC91,cal_roto,5,92,"A,C,E,F","ok,ok,ok,ok","88,100,84,96"
24985,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1042,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1053,BSDC91,cal_roto,5,92,"A,C,F,E","ok,ok,ok,ok","88,100,96,85"
24986,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1043,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1054,BSDC91,cal_roto,5,92,"A,C,E,F","ok,ok,ok,ok","89,100,85,96"
24987,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1044,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1055,BSDC91,cal_roto,5,92,"A,C,E,F","ok,ok,ok,ok","89,100,86,96"
24988,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1045,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1056,BSDC91,cal_roto,5,93,"A,C,E,F","ok,ok,ok,ok","90,100,86,96"
24989,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1046,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1057,BSDC91,cal_roto,5,93,"C,A,E,F","ok,ok,ok,ok","100,90,87,96"
24990,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1047,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1058,BSDC91,cal_roto,5,93,"C,A,E,F","ok,ok,ok,ok","100,90,87,96"
24991,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1048,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1059,BSDC91,cal_roto,5,95,"A,C,E,F","ok,ok,ok,ok","94,100,88,100"
24992,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1049,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1060,BSDC91,cal_roto,5,95,"A,C,E,F","ok,ok,ok,ok","94,100,88,100"
24993,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1050,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1061,BSDC91,cal_roto,5,95,"A,C,F,E","ok,ok,ok,ok","94,100,100,89"
1051,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
24994,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1062,BSDC91,cal_roto,5,96,"A,C,E,F","ok,ok,ok,ok","95,100,90,100"
24995,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1052,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1063,BSDC91,cal_roto,5,96,"A,C,E,F","ok,ok,ok,ok","95,100,90,100"
24996,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1053,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1064,BSDC91,cal_roto,5,96,"A,C,E,F","ok,ok,ok,ok","95,100,90,100"
24997,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1054,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1065,BSDC91,cal_roto,5,96,"C,A,E,F","ok,ok,ok,ok","100,95,91,100"
24998,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1055,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1066,BSDC91,cal_roto,5,96,"C,A,E,F","ok,ok,ok,ok","100,95,91,100"
24999,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1056,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1067,BSDC91,cal_roto,5,97,"A,C,E,F","ok,ok,ok,ok","96,100,92,100"
25000,BSF66F,cal_static,4,99,"A,B,C,D","ok,timeout,ok,ok","100,96,100,100"
1057,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1068,BSDC91,cal_roto,5,97,"A,C,E,F","ok,ok,ok,ok","96,100,92,100"
25001,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1058,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1069,BSDC91,cal_roto,5,97,"A,C,F,E","ok,ok,ok,ok","96,100,100,92"
25002,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1059,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1070,BSDC91,cal_roto,5,97,"A,C,E,F","ok,ok,ok,ok","96,100,92,100"
25003,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1060,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1071,BSDC91,cal_roto,5,97,"A,C,E,F","ok,ok,ok,ok","96,100,93,100"
25004,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1061,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1072,BSDC91,cal_roto,5,97,"A,C,E,F","ok,ok,ok,ok","96,100,93,100"
25005,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1062,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1073,BSDC91,cal_roto,5,97,"C,A,E,F","ok,ok,ok,ok","100,96,93,100"
25006,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1063,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1074,BSDC91,cal_roto,5,97,"C,A,E,F","ok,ok,ok,ok","100,96,93,100"
25007,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1064,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1075,BSDC91,cal_roto,5,98,"A,C,E,F","ok,ok,ok,ok","100,100,94,100"
25008,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1065,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1076,BSDC91,cal_roto,5,98,"A,C,E,F","ok,ok,ok,ok","100,100,94,100"
25009,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1066,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1077,BSDC91,cal_roto,5,98,"A,C,F,E","ok,ok,ok,ok","100,100,100,94"
1067,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
25010,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1078,BSDC91,cal_roto,5,98,"A,C,E,F","ok,ok,ok,ok","100,100,95,100"
25011,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1068,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1079,BSDC91,cal_roto,5,98,"A,C,E,F","ok,ok,ok,ok","100,100,95,100"
25012,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1069,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1080,BSDC91,cal_roto,5,98,"A,C,E,F","ok,ok,ok,ok","100,100,95,100"
25013,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1070,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1081,BSDC91,cal_roto,5,98,"C,A,E,F","ok,ok,ok,ok","100,100,95,100"
25014,BSF66F,cal_static,4,99,"A,B,C,D","ok,ok,ok,ok","100,96,100,100"
1071,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1082,BSDC91,cal_roto,5,98,"C,A,E,F","ok,ok,ok,ok","100,100,95,100"
25015,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1072,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1083,BSDC91,cal_roto,5,99,"A,C,E,F","ok,ok,ok,ok","100,100,96,100"
25016,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1073,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1084,BSDC91,cal_roto,5,99,"A,C,E,F","ok,ok,ok,ok","100,100,96,100"
25017,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1074,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1085,BSDC91,cal_roto,5,99,"A,C,F,E","ok,ok,ok,ok","100,100,100,96"
25018,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1075,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1086,BSDC91,cal_roto,5,99,"A,C,E,F","ok,ok,ok,ok","100,100,96,100"
25019,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1076,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1087,BSDC91,cal_roto,5,99,"A,C,E,F","ok,ok,ok,ok","100,100,96,100"
25020,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1077,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1088,BSDC91,cal_roto,5,99,"A,C,E,F","ok,ok,ok,ok","100,100,96,100"
25021,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1078,BS2DCE,cal_roto,5,100,"A,C,H,F","ok,ok,ok,ok","100,100,100,100"
1089,BSDC91,cal_roto,5,99,"C,A,E,F","ok,ok,ok,ok","100,100,96,100"
1079,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
25022,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1090,BSDC91,cal_roto,5,99,"C,A,E,F","ok,ok,ok,ok","100,100,96,100"
25023,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1080,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1091,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25024,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1081,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1092,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25025,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1082,BS2DCE,cal_roto,5,99,"A,C,F,H","ok,timeout,ok,ok","100,96,100,100"
1083,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1093,BSDC91,cal_roto,5,100,"A,C,F,E","ok,ok,ok,ok","100,100,100,100"
25026,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1084,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1094,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25027,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1085,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
1095,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
1086,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
25028,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1096,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25029,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1087,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1097,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25030,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1088,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1098,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25031,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1089,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1099,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25032,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1090,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1100,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25033,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1091,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1101,BSDC91,cal_roto,5,100,"A,C,F,E","ok,ok,ok,ok","100,100,100,100"
1092,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
25034,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1102,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25035,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1093,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
1103,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25036,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1094,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
1104,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25037,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1105,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
1095,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
25038,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1096,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1106,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25039,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1097,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1107,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25040,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1098,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1108,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25041,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1099,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1109,BSDC91,cal_roto,5,100,"A,C,F,E","ok,ok,ok,ok","100,100,100,100"
25042,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1100,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1110,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25043,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1101,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
1111,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25044,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1102,BS2DCE,cal_roto,5,100,"A,D,H,F","ok,ok,ok,ok","100,100,100,100"
1112,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25045,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1103,BS2DCE,cal_roto,5,100,"A,D,F,H","ok,ok,ok,ok","100,100,100,100"
1113,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25046,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1104,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1114,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25047,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1105,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1115,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25048,BSF66F,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1106,BS2DCE,cal_roto,5,100,"D,A,F,H","ok,ok,ok,ok","100,100,100,100"
1116,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25049,BSF66F,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1107,BS2DCE,cal_roto,5,99,"A,D,F,H","ok,timeout,ok,ok","100,96,100,100"
1117,BSDC91,cal_roto,5,100,"A,C,F,E","ok,ok,ok,ok","100,100,100,100"
1108,BS2DCE,cal_roto,5,99,"A,C,F,H","ok,ok,ok,ok","100,96,100,100"
25050,BSF66F,cal_static,4,98,"A,B,C,D","ok,timeout,ok,ok","100,94,100,100"
1109,BS2DCE,cal_roto,5,99,"A,C,H,F","ok,ok,ok,ok","100,96,100,100"
1118,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25051,BSF66F,cal_static,4,97,"E,F,G,H","ok,timeout,ok,timeout","100,94,100,94"
1110,BS2DCE,cal_roto,5,99,"A,C,H,F","ok,ok,ok,ok","100,96,100,100"
1119,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25052,BSF66F,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,94,100,100"
1111,BS2DCE,cal_roto,5,99,"A,C,F,H","ok,ok,ok,ok","100,96,100,100"
1120,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25053,BSF66F,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,95,100,95"
1112,BS2DCE,cal_roto,5,99,"C,A,F,H","ok,ok,ok,ok","96,100,100,100"
1121,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25054,BSF66F,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,95,100,100"
1113,BS2DCE,cal_roto,5,100,"C,A,F,H","ok,ok,ok,ok","100,100,100,100"
1122,BSDC91,cal_roto,5,100,"C,A,E,F","ok,ok,ok,ok","100,100,100,100"
25055,BSF66F,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,95,100,95"
1114,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
1123,BSDC91,cal_roto,5,100,"A,C,E,F","ok,ok,ok,ok","100,100,100,100"
25056,BSF66F,cal_static,4,98,"A,B,C,D","ok,ok,ok,ok","100,95,100,100"
1115,BS2DCE,cal_roto,5,100,"A,C,F,H","ok,ok,ok,ok","100,100,100,100"
