sweep,peer_name,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
26776,BSF66F,cal_static,4,A,ok,ok,3708,3708,0,0,100,100
26776,BSF66F,cal_static,4,B,ok,ok,2498,2498,0,0,100,100
26776,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,5,5
2865,BSDC91,cal_roto,5,B,ok,ok,1856,1856,0,0,100,100
2865,BSDC91,cal_roto,5,A,ok,ok,3153,3153,0,0,100,100
26776,BSF66F,cal_static,4,D,ok,ok,3529,3529,0,0,100,100
2879,BS2DCE,cal_roto,5,A,ok,ok,2825,2825,0,0,100,100
2879,BS2DCE,cal_roto,5,D,ok,ok,2797,2797,0,0,100,100
2879,BS2DCE,cal_roto,5,F,ok,ok,2955,2955,0,0,100,100
2865,BSDC91,cal_roto,5,E,ok,ok,3020,3020,0,0,96,96
2865,BSDC91,cal_roto,5,F,ok,ok,2838,2838,0,0,100,100
2879,BS2DCE,cal_roto,5,H,timeout,rx_timeout,0,2754,0,0,96,96
2866,BSDC91,cal_roto,5,A,ok,ok,3075,3075,0,0,100,100
2866,BSDC91,cal_roto,5,B,ok,ok,1816,1816,0,0,100,100
2866,BSDC91,cal_roto,5,E,ok,ok,3000,3000,0,0,96,96
2866,BSDC91,cal_roto,5,F,ok,ok,2058,2058,0,0,100,100
2880,BS2DCE,cal_roto,5,D,ok,ok,2851,2851,0,0,100,100
2880,BS2DCE,cal_roto,5,A,ok,ok,2848,2848,0,0,100,100
2880,BS2DCE,cal_roto,5,F,ok,ok,3328,3328,0,0,100,100
2880,BS2DCE,cal_roto,5,H,ok,ok,3391,3391,0,0,100,100
26777,BSF66F,cal_static,4,E,ok,ok,3752,3752,0,0,100,100
26777,BSF66F,cal_static,4,F,reject,raw_outlier,2327,2889,0,0,5,5
26777,BSF66F,cal_static,4,G,ok,ok,1983,1983,0,0,94,94
26777,BSF66F,cal_static,4,H,ok,ok,3460,3460,0,0,100,100
2881,BS2DCE,cal_roto,5,D,ok,ok,2798,2798,0,0,100,100
2881,BS2DCE,cal_roto,5,A,ok,ok,2970,2970,0,0,100,100
2881,BS2DCE,cal_roto,5,F,ok,ok,3045,3045,0,0,100,100
2881,BS2DCE,cal_roto,5,H,ok,ok,2892,2892,0,0,100,100
2867,BSDC91,cal_roto,5,A,ok,ok,3060,3060,0,0,100,100
2867,BSDC91,cal_roto,5,B,ok,ok,2111,2111,0,0,100,100
2867,BSDC91,cal_roto,5,E,ok,ok,3125,3125,0,0,100,100
2867,BSDC91,cal_roto,5,F,ok,ok,2193,2193,0,0,100,100
26778,BSF66F,cal_static,4,A,ok,ok,3657,3657,0,0,100,100
26778,BSF66F,cal_static,4,B,ok,ok,2485,2485,0,0,100,100
26778,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,5,5
26778,BSF66F,cal_static,4,D,ok,ok,3555,3555,0,0,100,100
2882,BS2DCE,cal_roto,5,D,ok,ok,2913,2913,0,0,100,100
2882,BS2DCE,cal_roto,5,A,ok,ok,3058,3058,0,0,100,100
2882,BS2DCE,cal_roto,5,F,ok,ok,2955,2955,0,0,100,100
2882,BS2DCE,cal_roto,5,H,ok,ok,2851,2851,0,0,100,100
2868,BSDC91,cal_roto,5,A,ok,ok,2787,2787,0,0,100,100
2868,BSDC91,cal_roto,5,B,ok,ok,2521,2521,0,0,100,100
2868,BSDC91,cal_roto,5,E,ok,ok,2859,2859,0,0,100,100
2868,BSDC91,cal_roto,5,F,ok,ok,2410,2410,0,0,100,100
26779,BSF66F,cal_static,4,E,ok,ok,3763,3763,0,0,100,100
26779,BSF66F,cal_static,4,F,reject,raw_outlier,2337,2889,0,0,5,5
26779,BSF66F,cal_static,4,G,ok,ok,1974,1974,0,0,94,94
26779,BSF66F,cal_static,4,H,ok,ok,3424,3424,0,0,100,100
2883,BS2DCE,cal_roto,5,A,ok,ok,3138,3138,0,0,100,100
2883,BS2DCE,cal_roto,5,D,ok,ok,3057,3057,0,0,100,100
2883,BS2DCE,cal_roto,5,F,ok,ok,2764,2764,0,0,100,100
2883,BS2DCE,cal_roto,5,H,ok,ok,2968,2968,0,0,100,100
2869,BSDC91,cal_roto,5,A,ok,ok,2610,2610,0,0,100,100
2869,BSDC91,cal_roto,5,B,ok,ok,2602,2602,0,0,100,100
2869,BSDC91,cal_roto,5,F,ok,ok,2463,2463,0,0,100,100
2869,BSDC91,cal_roto,5,E,ok,ok,2759,2759,0,0,100,100
26780,BSF66F,cal_static,4,A,ok,ok,3683,3683,0,0,100,100
26780,BSF66F,cal_static,4,B,ok,ok,2468,2468,0,0,100,100
26780,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,5,5
26780,BSF66F,cal_static,4,D,ok,ok,3566,3566,0,0,100,100
2884,BS2DCE,cal_roto,5,A,ok,ok,3157,3157,0,0,100,100
2884,BS2DCE,cal_roto,5,D,ok,ok,3127,3127,0,0,100,100
2884,BS2DCE,cal_roto,5,F,ok,ok,2672,2672,0,0,100,100
2884,BS2DCE,cal_roto,5,H,ok,ok,3066,3066,0,0,100,100
2870,BSDC91,cal_roto,5,A,ok,ok,2471,2471,0,0,100,100
2870,BSDC91,cal_roto,5,B,ok,ok,2256,2256,0,0,100,100
2870,BSDC91,cal_roto,5,E,ok,ok,2650,2650,0,0,100,100
2870,BSDC91,cal_roto,5,F,ok,ok,2579,2579,0,0,100,100
26781,BSF66F,cal_static,4,E,ok,ok,3828,3828,0,0,100,100
26781,BSF66F,cal_static,4,F,reject,raw_outlier,2350,2889,0,0,5,5
26781,BSF66F,cal_static,4,G,ok,ok,2017,2017,0,0,95,95
26781,BSF66F,cal_static,4,H,ok,ok,3471,3471,0,0,100,100
2885,BS2DCE,cal_roto,5,A,ok,ok,3259,3259,0,0,100,100
2885,BS2DCE,cal_roto,5,D,ok,ok,3296,3296,0,0,100,100
2885,BS2DCE,cal_roto,5,H,ok,ok,3257,3257,0,0,100,100
2885,BS2DCE,cal_roto,5,F,ok,ok,2365,2365,0,0,100,100
2871,BSDC91,cal_roto,5,A,ok,ok,2316,2316,0,0,100,100
2871,BSDC91,cal_roto,5,B,ok,ok,2468,2468,0,0,100,100
2871,BSDC91,cal_roto,5,E,ok,ok,2565,2565,0,0,100,100
2871,BSDC91,cal_roto,5,F,ok,ok,2545,2545,0,0,100,100
26782,BSF66F,cal_static,4,A,ok,ok,3654,3654,0,0,100,100
26782,BSF66F,cal_static,4,B,ok,ok,2503,2503,0,0,100,100
26782,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,5,5
26782,BSF66F,cal_static,4,D,ok,ok,3549,3549,0,0,100,100
2886,BS2DCE,cal_roto,5,A,ok,ok,3288,3288,0,0,100,100
2886,BS2DCE,cal_roto,5,D,ok,ok,3412,3412,0,0,100,100
2886,BS2DCE,cal_roto,5,H,ok,ok,3302,3302,0,0,100,100
2886,BS2DCE,cal_roto,5,F,ok,ok,2118,2118,0,0,100,100
2872,BSDC91,cal_roto,5,A,ok,ok,2553,2553,0,0,100,100
2872,BSDC91,cal_roto,5,B,ok,ok,2674,2674,0,0,100,100
2872,BSDC91,cal_roto,5,E,ok,ok,2438,2438,0,0,100,100
2872,BSDC91,cal_roto,5,F,ok,ok,2741,2741,0,0,100,100
26783,BSF66F,cal_static,4,E,ok,ok,3753,3753,0,0,100,100
26783,BSF66F,cal_static,4,F,reject,raw_outlier,2367,2889,0,0,4,4
26783,BSF66F,cal_static,4,G,ok,ok,2010,2010,0,0,95,95
26783,BSF66F,cal_static,4,H,ok,ok,3491,3491,0,0,100,100
2887,BS2DCE,cal_roto,5,A,ok,ok,3505,3505,0,0,100,100
2887,BS2DCE,cal_roto,5,D,ok,ok,3464,3464,0,0,100,100
2887,BS2DCE,cal_roto,5,F,ok,ok,2105,2105,0,0,100,100
2887,BS2DCE,cal_roto,5,H,ok,ok,3511,3511,0,0,100,100
2873,BSDC91,cal_roto,5,B,ok,ok,2717,2717,0,0,100,100
2873,BSDC91,cal_roto,5,A,ok,ok,2506,2506,0,0,100,100
2873,BSDC91,cal_roto,5,E,ok,ok,2690,2690,0,0,100,100
2873,BSDC91,cal_roto,5,F,ok,ok,2809,2809,0,0,100,100
26784,BSF66F,cal_static,4,A,ok,ok,3675,3675,0,0,100,100
26784,BSF66F,cal_static,4,B,ok,ok,2491,2491,0,0,100,100
26784,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,4,4
26784,BSF66F,cal_static,4,D,ok,ok,3482,3482,0,0,100,100
2888,BS2DCE,cal_roto,5,D,ok,ok,3615,3615,0,0,100,100
2888,BS2DCE,cal_roto,5,A,ok,ok,3165,3165,0,0,100,100
2888,BS2DCE,cal_roto,5,F,ok,ok,2050,2050,0,0,100,100
2888,BS2DCE,cal_roto,5,H,ok,ok,3549,3549,0,0,100,100
2874,BSDC91,cal_roto,5,A,ok,ok,2660,2660,0,0,100,100
2874,BSDC91,cal_roto,5,B,ok,ok,2891,2891,0,0,100,100
2874,BSDC91,cal_roto,5,E,ok,ok,2757,2757,0,0,100,100
2874,BSDC91,cal_roto,5,F,ok,ok,2868,2868,0,0,100,100
26785,BSF66F,cal_static,4,E,ok,ok,3804,3804,0,0,100,100
26785,BSF66F,cal_static,4,F,reject,raw_outlier,2329,2889,0,0,4,4
26785,BSF66F,cal_static,4,G,ok,ok,1968,1968,0,0,95,95
26785,BSF66F,cal_static,4,H,ok,ok,3446,3446,0,0,100,100
2889,BS2DCE,cal_roto,5,D,ok,ok,3755,3755,0,0,100,100
2889,BS2DCE,cal_roto,5,A,ok,ok,3093,3093,0,0,100,100
2889,BS2DCE,cal_roto,5,F,ok,ok,1959,1959,0,0,100,100
2889,BS2DCE,cal_roto,5,H,ok,ok,3642,3642,0,0,100,100
2875,BSDC91,cal_roto,5,A,ok,ok,2766,2766,0,0,100,100
2875,BSDC91,cal_roto,5,B,ok,ok,3221,3221,0,0,100,100
2875,BSDC91,cal_roto,5,E,ok,ok,2915,2915,0,0,100,100
2875,BSDC91,cal_roto,5,F,ok,ok,3286,3286,0,0,100,100
26786,BSF66F,cal_static,4,A,ok,ok,3655,3655,0,0,100,100
26786,BSF66F,cal_static,4,B,ok,ok,2515,2515,0,0,100,100
26786,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,4,4
26786,BSF66F,cal_static,4,D,ok,ok,3483,3483,0,0,100,100
2890,BS2DCE,cal_roto,5,D,ok,ok,3600,3600,0,0,100,100
2890,BS2DCE,cal_roto,5,A,ok,ok,2948,2948,0,0,100,100
2890,BS2DCE,cal_roto,5,F,ok,ok,2461,2461,0,0,100,100
2890,BS2DCE,cal_roto,5,H,ok,ok,3769,3769,0,0,100,100
2876,BSDC91,cal_roto,5,A,ok,ok,2945,2945,0,0,100,100
2876,BSDC91,cal_roto,5,B,ok,ok,3031,3031,0,0,100,100
2876,BSDC91,cal_roto,5,E,ok,ok,2833,2833,0,0,100,100
2876,BSDC91,cal_roto,5,F,ok,ok,3667,3667,0,0,100,100
26787,BSF66F,cal_static,4,E,ok,ok,3885,3885,0,0,100,100
26787,BSF66F,cal_static,4,F,reject,raw_outlier,2372,2889,0,0,4,4
26787,BSF66F,cal_static,4,G,ok,ok,1979,1979,0,0,95,95
26787,BSF66F,cal_static,4,H,ok,ok,3443,3443,0,0,100,100
2891,BS2DCE,cal_roto,5,A,ok,ok,2926,2926,0,0,100,100
2891,BS2DCE,cal_roto,5,D,ok,ok,3497,3497,0,0,100,100
2891,BS2DCE,cal_roto,5,F,ok,ok,2682,2682,0,0,100,100
2891,BS2DCE,cal_roto,5,H,ok,ok,3502,3502,0,0,100,100
2877,BSDC91,cal_roto,5,A,ok,ok,2990,2990,0,0,100,100
2877,BSDC91,cal_roto,5,B,ok,ok,3870,3870,0,0,100,100
2877,BSDC91,cal_roto,5,F,ok,ok,2903,2903,0,0,100,100
2877,BSDC91,cal_roto,5,E,ok,ok,2868,2868,0,0,100,100
26788,BSF66F,cal_static,4,A,ok,ok,3613,3613,0,0,100,100
26788,BSF66F,cal_static,4,B,ok,ok,2527,2527,0,0,100,100
26788,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,4,4
26788,BSF66F,cal_static,4,D,ok,ok,3493,3493,0,0,100,100
2892,BS2DCE,cal_roto,5,A,ok,ok,2738,2738,0,0,100,100
2892,BS2DCE,cal_roto,5,D,ok,ok,3387,3387,0,0,100,100
2892,BS2DCE,cal_roto,5,F,ok,ok,2631,2631,0,0,100,100
2892,BS2DCE,cal_roto,5,H,ok,ok,3528,3528,0,0,100,100
2878,BSDC91,cal_roto,5,A,ok,ok,3062,3062,0,0,100,100
2878,BSDC91,cal_roto,5,B,ok,ok,2965,2965,0,0,100,100
2878,BSDC91,cal_roto,5,E,ok,ok,2885,2885,0,0,100,100
2878,BSDC91,cal_roto,5,F,ok,ok,2778,2778,0,0,100,100
26789,BSF66F,cal_static,4,E,ok,ok,3729,3729,0,0,100,100
26789,BSF66F,cal_static,4,F,reject,raw_outlier,2344,2889,0,0,4,4
26789,BSF66F,cal_static,4,G,ok,ok,1958,1958,0,0,95,95
26789,BSF66F,cal_static,4,H,ok,ok,3485,3485,0,0,100,100
2893,BS2DCE,cal_roto,5,A,ok,ok,2581,2581,0,0,100,100
2893,BS2DCE,cal_roto,5,D,ok,ok,3277,3277,0,0,100,100
2893,BS2DCE,cal_roto,5,H,ok,ok,3460,3460,0,0,100,100
2893,BS2DCE,cal_roto,5,F,ok,ok,2180,2180,0,0,100,100
2879,BSDC91,cal_roto,5,A,ok,ok,3162,3162,0,0,100,100
2879,BSDC91,cal_roto,5,B,ok,ok,2872,2872,0,0,100,100
2879,BSDC91,cal_roto,5,E,ok,ok,2999,2999,0,0,100,100
2879,BSDC91,cal_roto,5,F,ok,ok,2761,2761,0,0,100,100
26790,BSF66F,cal_static,4,A,ok,ok,3688,3688,0,0,100,100
26790,BSF66F,cal_static,4,B,ok,ok,2548,2548,0,0,100,100
26790,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,4,4
26790,BSF66F,cal_static,4,D,ok,ok,3559,3559,0,0,100,100
2894,BS2DCE,cal_roto,5,A,ok,ok,2530,2530,0,0,100,100
2894,BS2DCE,cal_roto,5,D,ok,ok,3115,3115,0,0,100,100
2894,BS2DCE,cal_roto,5,H,ok,ok,3298,3298,0,0,100,100
2894,BS2DCE,cal_roto,5,F,ok,ok,2364,2364,0,0,100,100
2880,BSDC91,cal_roto,5,A,ok,ok,3265,3265,0,0,100,100
2880,BSDC91,cal_roto,5,B,ok,ok,2732,2732,0,0,100,100
2880,BSDC91,cal_roto,5,E,ok,ok,3085,3085,0,0,100,100
2880,BSDC91,cal_roto,5,F,ok,ok,2601,2601,0,0,100,100
26791,BSF66F,cal_static,4,E,ok,ok,3740,3740,0,0,100,100
26791,BSF66F,cal_static,4,F,reject,raw_outlier,2364,2889,0,0,4,4
26791,BSF66F,cal_static,4,G,ok,ok,1960,1960,0,0,96,96
26791,BSF66F,cal_static,4,H,ok,ok,3476,3476,0,0,100,100
2895,BS2DCE,cal_roto,5,A,ok,ok,2520,2520,0,0,100,100
2895,BS2DCE,cal_roto,5,D,ok,ok,3031,3031,0,0,100,100
2895,BS2DCE,cal_roto,5,F,ok,ok,2478,2478,0,0,100,100
2895,BS2DCE,cal_roto,5,H,ok,ok,3192,3192,0,0,100,100
2881,BSDC91,cal_roto,5,B,ok,ok,2453,2453,0,0,100,100
2881,BSDC91,cal_roto,5,A,ok,ok,3310,3310,0,0,100,100
2881,BSDC91,cal_roto,5,E,ok,ok,3311,3311,0,0,100,100
2881,BSDC91,cal_roto,5,F,ok,ok,2331,2331,0,0,100,100
26792,BSF66F,cal_static,4,A,ok,ok,3756,3756,0,0,100,100
26792,BSF66F,cal_static,4,B,ok,ok,2577,2577,0,0,100,100
26792,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,4,4
26792,BSF66F,cal_static,4,D,ok,ok,3550,3550,0,0,100,100
2896,BS2DCE,cal_roto,5,D,ok,ok,2894,2894,0,0,100,100
2896,BS2DCE,cal_roto,5,A,ok,ok,2431,2431,0,0,100,100
2896,BS2DCE,cal_roto,5,F,ok,ok,2587,2587,0,0,100,100
2896,BS2DCE,cal_roto,5,H,ok,ok,3074,3074,0,0,100,100
2882,BSDC91,cal_roto,5,A,ok,ok,3474,3474,0,0,100,100
2882,BSDC91,cal_roto,5,B,ok,ok,2423,2423,0,0,100,100
2882,BSDC91,cal_roto,5,E,ok,ok,3277,3277,0,0,100,100
2882,BSDC91,cal_roto,5,F,ok,ok,2188,2188,0,0,100,100
26793,BSF66F,cal_static,4,E,ok,ok,3764,3764,0,0,100,100
26793,BSF66F,cal_static,4,F,reject,raw_outlier,2353,2889,0,0,3,3
26793,BSF66F,cal_static,4,G,ok,ok,1979,1979,0,0,96,96
26793,BSF66F,cal_static,4,H,ok,ok,3483,3483,0,0,100,100
2897,BS2DCE,cal_roto,5,D,ok,ok,2791,2791,0,0,100,100
2897,BS2DCE,cal_roto,5,A,ok,ok,2819,2819,0,0,100,100
2897,BS2DCE,cal_roto,5,F,ok,ok,2705,2705,0,0,100,100
2897,BS2DCE,cal_roto,5,H,ok,ok,2795,2795,0,0,100,100
2883,BSDC91,cal_roto,5,A,ok,ok,3411,3411,0,0,100,100
2883,BSDC91,cal_roto,5,B,ok,ok,2179,2179,0,0,100,100
2883,BSDC91,cal_roto,5,E,ok,ok,3313,3313,0,0,100,100
2883,BSDC91,cal_roto,5,F,ok,ok,2015,2015,0,0,100,100
26794,BSF66F,cal_static,4,A,ok,ok,3680,3680,0,0,100,100
26794,BSF66F,cal_static,4,B,ok,ok,2520,2520,0,0,100,100
26794,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,3,3
26794,BSF66F,cal_static,4,D,ok,ok,3525,3525,0,0,100,100
2898,BS2DCE,cal_roto,5,D,ok,ok,2813,2813,0,0,100,100
2898,BS2DCE,cal_roto,5,A,ok,ok,3362,3362,0,0,100,100
2898,BS2DCE,cal_roto,5,F,ok,ok,2754,2754,0,0,100,100
2898,BS2DCE,cal_roto,5,H,ok,ok,2773,2773,0,0,100,100
2884,BSDC91,cal_roto,5,A,ok,ok,3465,3465,0,0,100,100
2884,BSDC91,cal_roto,5,B,ok,ok,2044,2044,0,0,100,100
2884,BSDC91,cal_roto,5,E,ok,ok,3020,3020,0,0,100,100
2884,BSDC91,cal_roto,5,F,ok,ok,1861,1861,0,0,100,100
26795,BSF66F,cal_static,4,E,ok,ok,3780,3780,0,0,100,100
26795,BSF66F,cal_static,4,F,reject,raw_outlier,2352,2889,0,0,3,3
26795,BSF66F,cal_static,4,G,ok,ok,1990,1990,0,0,96,96
26795,BSF66F,cal_static,4,H,ok,ok,3468,3468,0,0,100,100
2899,BS2DCE,cal_roto,5,A,ok,ok,2801,2801,0,0,100,100
2899,BS2DCE,cal_roto,5,D,ok,ok,2736,2736,0,0,100,100
2899,BS2DCE,cal_roto,5,F,ok,ok,2734,2734,0,0,100,100
2899,BS2DCE,cal_roto,5,H,ok,ok,2741,2741,0,0,100,100
2885,BSDC91,cal_roto,5,A,ok,ok,3224,3224,0,0,100,100
2885,BSDC91,cal_roto,5,B,ok,ok,1912,1912,0,0,100,100
2885,BSDC91,cal_roto,5,F,ok,ok,1839,1839,0,0,100,100
2885,BSDC91,cal_roto,5,E,ok,ok,3057,3057,0,0,100,100
26796,BSF66F,cal_static,4,A,timeout,rx_timeout,0,3680,0,0,96,96
26796,BSF66F,cal_static,4,B,ok,ok,2478,2478,0,0,100,100
26796,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,3,3
26796,BSF66F,cal_static,4,D,ok,ok,3480,3480,0,0,100,100
2900,BS2DCE,cal_roto,5,A,ok,ok,2723,2723,0,0,100,100
2900,BS2DCE,cal_roto,5,D,ok,ok,2856,2856,0,0,100,100
2900,BS2DCE,cal_roto,5,F,ok,ok,2803,2803,0,0,100,100
2900,BS2DCE,cal_roto,5,H,ok,ok,2741,2741,0,0,100,100
2886,BSDC91,cal_roto,5,A,ok,ok,3141,3141,0,0,100,100
2886,BSDC91,cal_roto,5,B,ok,ok,1824,1824,0,0,100,100
2886,BSDC91,cal_roto,5,E,ok,ok,3003,3003,0,0,100,100
2886,BSDC91,cal_roto,5,F,ok,ok,1580,1580,0,0,100,100
26797,BSF66F,cal_static,4,E,ok,ok,3806,3806,0,0,100,100
26797,BSF66F,cal_static,4,F,reject,raw_outlier,2349,2889,0,0,3,3
26797,BSF66F,cal_static,4,G,ok,ok,1952,1952,0,0,96,96
26797,BSF66F,cal_static,4,H,ok,ok,3501,3501,0,0,100,100
2901,BS2DCE,cal_roto,5,A,ok,ok,2878,2878,0,0,100,100
2901,BS2DCE,cal_roto,5,D,ok,ok,2824,2824,0,0,100,100
2901,BS2DCE,cal_roto,5,H,ok,ok,2977,2977,0,0,100,100
2901,BS2DCE,cal_roto,5,F,ok,ok,3301,3301,0,0,100,100
2887,BSDC91,cal_roto,5,A,ok,ok,2974,2974,0,0,100,100
2887,BSDC91,cal_roto,5,B,ok,ok,1985,1985,0,0,100,100
2887,BSDC91,cal_roto,5,E,ok,ok,2953,2953,0,0,100,100
2887,BSDC91,cal_roto,5,F,ok,ok,2129,2129,0,0,100,100
26798,BSF66F,cal_static,4,A,ok,ok,3636,3636,0,0,96,96
26798,BSF66F,cal_static,4,B,ok,ok,2498,2498,0,0,100,100
26798,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,3,3
26798,BSF66F,cal_static,4,D,ok,ok,3476,3476,0,0,100,100
2902,BS2DCE,cal_roto,5,A,ok,ok,2935,2935,0,0,100,100
2902,BS2DCE,cal_roto,5,D,ok,ok,2859,2859,0,0,100,100
2902,BS2DCE,cal_roto,5,H,ok,ok,2833,2833,0,0,100,100
2902,BS2DCE,cal_roto,5,F,ok,ok,3073,3073,0,0,100,100
2888,BSDC91,cal_roto,5,A,ok,ok,2953,2953,0,0,100,100
2888,BSDC91,cal_roto,5,B,ok,ok,2671,2671,0,0,100,100
2888,BSDC91,cal_roto,5,E,ok,ok,2961,2961,0,0,100,100
2888,BSDC91,cal_roto,5,F,ok,ok,2318,2318,0,0,100,100
26799,BSF66F,cal_static,4,E,ok,ok,3782,3782,0,0,100,100
26799,BSF66F,cal_static,4,F,reject,raw_outlier,2373,2889,0,0,3,3
26799,BSF66F,cal_static,4,G,ok,ok,1926,1926,0,0,96,96
26799,BSF66F,cal_static,4,H,ok,ok,3458,3458,0,0,100,100
2903,BS2DCE,cal_roto,5,A,ok,ok,3113,3113,0,0,100,100
2903,BS2DCE,cal_roto,5,D,ok,ok,2977,2977,0,0,100,100
2903,BS2DCE,cal_roto,5,F,ok,ok,2860,2860,0,0,100,100
2903,BS2DCE,cal_roto,5,H,ok,ok,2976,2976,0,0,100,100
2889,BSDC91,cal_roto,5,B,ok,ok,2133,2133,0,0,100,100
2889,BSDC91,cal_roto,5,A,ok,ok,2666,2666,0,0,100,100
2889,BSDC91,cal_roto,5,E,ok,ok,2693,2693,0,0,100,100
2889,BSDC91,cal_roto,5,F,ok,ok,2484,2484,0,0,100,100
26800,BSF66F,cal_static,4,A,ok,ok,3655,3655,0,0,96,96
26800,BSF66F,cal_static,4,B,ok,ok,2544,2544,0,0,100,100
26800,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,3,3
26800,BSF66F,cal_static,4,D,ok,ok,3531,3531,0,0,100,100
2904,BS2DCE,cal_roto,5,D,ok,ok,3110,3110,0,0,100,100
2904,BS2DCE,cal_roto,5,A,ok,ok,3075,3075,0,0,100,100
2904,BS2DCE,cal_roto,5,F,ok,ok,2725,2725,0,0,100,100
2890,BSDC91,cal_roto,5,A,ok,ok,2415,2415,0,0,100,100
2890,BSDC91,cal_roto,5,B,ok,ok,2140,2140,0,0,100,100
2890,BSDC91,cal_roto,5,E,timeout,rx_timeout,0,2693,0,0,95,95
2904,BS2DCE,cal_roto,5,H,ok,ok,3060,3060,0,0,100,100
2890,BSDC91,cal_roto,5,F,ok,ok,2527,2527,0,0,100,100
2891,BSDC91,cal_roto,5,A,ok,ok,2445,2445,0,0,100,100
2891,BSDC91,cal_roto,5,B,ok,ok,2324,2324,0,0,100,100
2891,BSDC91,cal_roto,5,E,ok,ok,2597,2597,0,0,96,96
26801,BSF66F,cal_static,4,E,ok,ok,3718,3718,0,0,100,100
26801,BSF66F,cal_static,4,F,reject,raw_outlier,2356,2889,0,0,3,3
2905,BS2DCE,cal_roto,5,D,ok,ok,3329,3329,0,0,100,100
2905,BS2DCE,cal_roto,5,A,ok,ok,3260,3260,0,0,100,100
2905,BS2DCE,cal_roto,5,F,ok,ok,2499,2499,0,0,100,100
2891,BSDC91,cal_roto,5,F,ok,ok,2591,2591,0,0,100,100
26801,BSF66F,cal_static,4,G,ok,ok,1979,1979,0,0,96,96
26801,BSF66F,cal_static,4,H,ok,ok,3450,3450,0,0,100,100
2905,BS2DCE,cal_roto,5,H,timeout,rx_timeout,0,3060,0,0,96,96
2892,BSDC91,cal_roto,5,A,ok,ok,2351,2351,0,0,100,100
2892,BSDC91,cal_roto,5,B,ok,ok,2434,2434,0,0,100,100
2906,BS2DCE,cal_roto,5,D,ok,ok,3320,3320,0,0,100,100
2906,BS2DCE,cal_roto,5,A,ok,ok,3270,3270,0,0,100,100
2906,BS2DCE,cal_roto,5,F,ok,ok,2318,2318,0,0,100,100
2892,BSDC91,cal_roto,5,E,ok,ok,2507,2507,0,0,96,96
2892,BSDC91,cal_roto,5,F,ok,ok,2601,2601,0,0,100,100
2906,BS2DCE,cal_roto,5,H,ok,ok,3260,3260,0,0,96,96
26802,BSF66F,cal_static,4,A,ok,ok,3713,3713,0,0,96,96
26802,BSF66F,cal_static,4,B,ok,ok,2500,2500,0,0,100,100
26802,BSF66F,cal_static,4,C,timeout,rx_timeout,0,2158,0,0,3,3
26802,BSF66F,cal_static,4,D,ok,ok,3508,3508,0,0,100,100
2907,BS2DCE,cal_roto,5,A,ok,ok,3722,3722,0,0,100,100
2907,BS2DCE,cal_roto,5,D,ok,ok,3395,3395,0,0,100,100
2907,BS2DCE,cal_roto,5,F,ok,ok,2340,2340,0,0,100,100
2907,BS2DCE,cal_roto,5,H,ok,ok,3362,3362,0,0,96,96
2893,BSDC91,cal_roto,5,A,ok,ok,2501,2501,0,0,100,100
2893,BSDC91,cal_roto,5,B,ok,ok,2715,2715,0,0,100,100
2893,BSDC91,cal_roto,5,F,ok,ok,2556,2556,0,0,100,100
2893,BSDC91,cal_roto,5,E,ok,ok,2556,2556,0,0,96,96
26803,BSF66F,cal_static,4,E,ok,ok,3842,3842,0,0,100,100
26803,BSF66F,cal_static,4,F,reject,raw_outlier,2335,2889,0,0,3,3
26803,BSF66F,cal_static,4,G,ok,ok,1968,1968,0,0,96,96
26803,BSF66F,cal_static,4,H,ok,ok,3454,3454,0,0,100,100
2908,BS2DCE,cal_roto,5,A,ok,ok,3280,3280,0,0,100,100
2908,BS2DCE,cal_roto,5,D,ok,ok,3532,3532,0,0,100,100
2908,BS2DCE,cal_roto,5,F,ok,ok,2062,2062,0,0,100,100
2908,BS2DCE,cal_roto,5,H,ok,ok,3380,3380,0,0,96,96
2894,BSDC91,cal_roto,5,A,ok,ok,2700,2700,0,0,100,100
2894,BSDC91,cal_roto,5,B,ok,ok,2681,2681,0,0,100,100
2894,BSDC91,cal_roto,5,E,ok,ok,2509,2509,0,0,96,96
2894,BSDC91,cal_roto,5,F,ok,ok,2820,2820,0,0,100,100
26804,BSF66F,cal_static,4,A,ok,ok,3693,3693,0,0,96,96
