sweep,peer_name,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
1029,BSDC91,2,ok,3027,3027,100,4,0
1029,BSDC91,3,ok,3799,3799,100,4,0
1029,BSDC91,4,timeout,0,3302,75,3,1
1029,BSDC91,5,reject,1643,2156,75,3,1
1029,BSDC91,6,reject,2811,2354,75,3,1
24961,BSF66F,0,ok,3688,3688,100,6,0
24961,BSF66F,1,ok,2528,2528,100,6,0
24961,BSF66F,2,ok,2145,2145,100,6,0
24961,BSF66F,3,ok,3519,3519,100,6,0
1025,BS2DCE,0,ok,2921,2921,100,3,0
1025,BS2DCE,1,ok,2620,2620,100,3,0
1025,BS2DCE,2,ok,3005,3005,100,3,0
1025,BS2DCE,3,ok,2827,2827,100,3,0
1025,BS2DCE,4,ok,2679,2679,100,3,0
1025,BS2DCE,5,ok,2723,2723,100,3,0
24962,BSF66F,4,ok,3862,3862,100,7,0
24962,BSF66F,5,ok,2303,2303,100,7,0
24962,BSF66F,6,ok,1992,1992,100,7,0
1030,BSDC91,0,ok,3085,3085,100,5,0
1030,BSDC91,1,reject,1877,2477,60,3,2
1030,BSDC91,2,ok,3356,3356,100,5,0
1030,BSDC91,3,ok,3746,3746,100,5,0
1030,BSDC91,4,ok,3065,3065,80,4,1
1030,BSDC91,5,ok,2016,2016,80,4,1
1030,BSDC91,6,reject,2978,2354,60,3,2
1030,BSDC91,7,ok,3813,3813,100,5,0
1026,BS2DCE,0,ok,2960,2960,100,4,0
1026,BS2DCE,1,reject,3079,2620,75,3,1
1026,BS2DCE,2,ok,2867,2867,100,4,0
1026,BS2DCE,3,ok,2842,2842,100,4,0
1026,BS2DCE,4,ok,2834,2834,100,4,0
1026,BS2DCE,5,ok,3008,3008,100,4,0
1026,BS2DCE,6,reject,2602,3096,75,3,1
24963,BSF66F,0,ok,3667,3667,100,7,0
24963,BSF66F,1,ok,2541,2541,100,7,0
24964,BSF66F,4,ok,3806,3806,100,8,0
24964,BSF66F,5,ok,2335,2335,100,8,0
24964,BSF66F,6,ok,1963,1963,100,8,0
24964,BSF66F,7,ok,3482,3482,100,8,0
1031,BSDC91,0,ok,2944,2944,100,6,0
1031,BSDC91,1,ok,2645,2645,66,4,2
1031,BSDC91,2,ok,3182,3182,100,6,0
1031,BSDC91,3,ok,3610,3610,100,6,0
1031,BSDC91,4,ok,3064,3064,83,5,1
1031,BSDC91,5,ok,2276,2276,83,5,1
24965,BSF66F,0,ok,3657,3657,100,8,0
24965,BSF66F,1,ok,2530,2530,100,8,0
24965,BSF66F,2,ok,2156,2156,100,8,0
1027,BS2DCE,0,ok,3054,3054,100,5,0
1027,BS2DCE,1,ok,2932,2932,80,4,1
1027,BS2DCE,2,ok,2894,2894,100,5,0
1027,BS2DCE,3,ok,2976,2976,100,5,0
1027,BS2DCE,4,ok,2980,2980,100,5,0
1027,BS2DCE,5,ok,2767,2767,100,5,0
1027,BS2DCE,6,reject,2601,3096,60,3,2
1027,BS2DCE,7,ok,2904,2904,100,5,0
1032,BSDC91,0,reject,2458,2944,85,6,1
1032,BSDC91,1,ok,2359,2359,71,5,2
1032,BSDC91,2,ok,3059,3059,100,7,0
1032,BSDC91,3,reject,3103,3610,85,6,1
1032,BSDC91,4,reject,2577,3064,71,5,2
1032,BSDC91,5,ok,2459,2459,85,6,1
1032,BSDC91,6,reject,3271,2354,42,3,4
24966,BSF66F,4,ok,3883,3883,100,9,0
24966,BSF66F,5,ok,2313,2313,100,9,0
1033,BSDC91,0,reject,2312,2944,75,6,2
1033,BSDC91,1,ok,2508,2508,75,6,2
1033,BSDC91,2,ok,3105,3105,100,8,0
1033,BSDC91,3,reject,2909,3610,75,6,2
1033,BSDC91,4,reject,2597,3064,62,5,3
1033,BSDC91,5,ok,2539,2539,87,7,1
1033,BSDC91,6,reject,3274,2354,37,3,5
1033,BSDC91,7,reject,3132,3747,75,6,2
24967,BSF66F,0,ok,3704,3704,100,9,0
24967,BSF66F,1,ok,2468,2468,100,9,0
24967,BSF66F,2,ok,2151,2151,100,9,0
24967,BSF66F,3,ok,3492,3492,100,9,0
1034,BSDC91,0,ok,2570,2570,77,7,2
1034,BSDC91,1,ok,2718,2718,77,7,2
1034,BSDC91,2,ok,3006,3006,100,9,0
1034,BSDC91,3,reject,2744,3610,66,6,3
1034,BSDC91,4,reject,2551,3064,55,5,4
1034,BSDC91,5,ok,2760,2760,88,8,1
1028,BS2DCE,0,ok,3240,3240,100,6,0
1028,BS2DCE,1,ok,2508,2508,83,5,1
1028,BS2DCE,2,ok,2706,2706,100,6,0
1028,BS2DCE,3,ok,3350,3350,100,6,0
1028,BS2DCE,4,ok,3212,3212,100,6,0
1028,BS2DCE,5,ok,2404,2404,100,6,0
24968,BSF66F,4,ok,3833,3833,100,10,0
24968,BSF66F,5,ok,2346,2346,100,10,0
24968,BSF66F,6,ok,1993,1993,100,10,0
1035,BSDC91,0,ok,2542,2542,80,8,2
1035,BSDC91,1,ok,2722,2722,80,8,2
1035,BSDC91,2,ok,2956,2956,100,10,0
1035,BSDC91,3,reject,2637,3610,60,6,4
1035,BSDC91,4,ok,2628,2628,60,6,4
1035,BSDC91,5,ok,2771,2771,90,9,1
1035,BSDC91,6,reject,3032,2354,30,3,7
24969,BSF66F,0,ok,3704,3704,100,10,0
24969,BSF66F,1,ok,2522,2522,100,10,0
1036,BSDC91,0,ok,2670,2670,81,9,2
1036,BSDC91,1,ok,2870,2870,81,9,2
1036,BSDC91,2,ok,3063,3063,100,11,0
1036,BSDC91,3,reject,2609,3610,54,6,5
1036,BSDC91,4,ok,2647,2647,63,7,4
1036,BSDC91,5,ok,2856,2856,90,10,1
1036,BSDC91,6,reject,2877,2354,27,3,8
1036,BSDC91,7,reject,2562,3747,54,6,5
24970,BSF66F,4,ok,3856,3856,100,11,0
24970,BSF66F,5,ok,2379,2379,100,11,0
24970,BSF66F,6,ok,1964,1964,100,11,0
24970,BSF66F,7,ok,3525,3525,100,11,0
1037,BSDC91,0,ok,2772,2772,83,10,2
1037,BSDC91,1,ok,3096,3096,83,10,2
1037,BSDC91,2,ok,3015,3015,100,12,0
1037,BSDC91,3,reject,2784,3610,50,6,6
1037,BSDC91,4,ok,2915,2915,66,8,4
1037,BSDC91,5,ok,3265,3265,91,11,1
24971,BSF66F,0,ok,3674,3674,100,11,0
24971,BSF66F,1,ok,2563,2563,100,11,0
24971,BSF66F,2,ok,2133,2133,100,11,0
1038,BSDC91,0,ok,2844,2844,84,11,2
1038,BSDC91,1,reject,3719,3096,76,10,3
1038,BSDC91,2,ok,2925,2925,100,13,0
1038,BSDC91,3,reject,2667,3610,46,6,7
1038,BSDC91,4,ok,2754,2754,69,9,4
1038,BSDC91,5,ok,3502,3502,92,12,1
1038,BSDC91,6,timeout,0,2764,30,4,9
24972,BSF66F,4,ok,3823,3823,100,12,0
24972,BSF66F,5,ok,2347,2347,100,12,0
1039,BSDC91,0,ok,2981,2981,85,12,2
1039,BSDC91,2,ok,2827,2827,100,14,0
1029,BS2DCE,0,ok,3584,3584,100,7,0
1029,BS2DCE,1,ok,2172,2172,85,6,1
1029,BS2DCE,2,ok,2932,2932,100,7,0
1029,BS2DCE,3,ok,3554,3554,100,7,0
1029,BS2DCE,4,ok,3140,3140,100,7,0
1029,BS2DCE,5,ok,2011,2011,100,7,0
1029,BS2DCE,6,ok,2676,2676,57,4,3
24973,BSF66F,0,ok,3645,3645,100,12,0
24973,BSF66F,1,ok,2499,2499,100,12,0
24973,BSF66F,2,ok,2118,2118,100,12,0
24973,BSF66F,3,ok,3504,3504,100,12,0
1040,BSDC91,2,ok,2877,2877,100,15,0
1040,BSDC91,0,timeout,0,2981,80,12,3
1040,BSDC91,4,ok,2890,2890,73,11,4
1040,BSDC91,5,ok,2764,2764,93,14,1
1030,BS2DCE,0,ok,2733,2733,100,8,0
1030,BS2DCE,2,ok,3296,3296,100,8,0
1041,BSDC91,0,ok,3084,3084,81,13,3
1041,BSDC91,2,ok,2751,2751,100,16,0
1041,BSDC91,4,ok,2968,2968,75,12,4
24974,BSF66F,4,ok,3832,3832,100,13,0
24974,BSF66F,5,ok,2356,2356,100,13,0
24974,BSF66F,6,ok,1994,1994,100,13,0
1031,BS2DCE,2,ok,3322,3322,100,9,0
1031,BS2DCE,0,ok,2619,2619,100,9,0
1031,BS2DCE,5,ok,2587,2587,100,9,0
1031,BS2DCE,7,ok,3525,3525,100,9,0
1042,BSDC91,0,ok,3185,3185,82,14,3
1042,BSDC91,2,ok,2685,2685,100,17,0
24975,BSF66F,0,ok,3693,3693,100,13,0
24975,BSF66F,1,ok,2496,2496,100,13,0
1032,BS2DCE,0,ok,2491,2491,100,10,0
1032,BS2DCE,2,ok,3148,3148,100,10,0
1032,BS2DCE,5,ok,2381,2381,100,10,0
1043,BSDC91,0,ok,3271,3271,83,15,3
1043,BSDC91,2,ok,2562,2562,100,18,0
1043,BSDC91,4,ok,3114,3114,77,14,4
1043,BSDC91,5,ok,2696,2696,94,17,1
24976,BSF66F,4,ok,3827,3827,100,14,0
24976,BSF66F,5,ok,2370,2370,100,14,0
24976,BSF66F,6,ok,2004,2004,100,14,0
24976,BSF66F,7,ok,3510,3510,100,14,0
1033,BS2DCE,0,ok,2512,2512,100,11,0
1033,BS2DCE,2,ok,2990,2990,100,11,0
1044,BSDC91,0,ok,3326,3326,84,16,3
1044,BSDC91,2,ok,2625,2625,100,19,0
1044,BSDC91,5,ok,2320,2320,94,18,1
24977,BSF66F,0,ok,3725,3725,100,14,0
24977,BSF66F,1,ok,2514,2514,100,14,0
24977,BSF66F,2,ok,2111,2111,100,14,0
1034,BS2DCE,0,ok,2989,2989,100,12,0
1034,BS2DCE,2,ok,3134,3134,100,12,0
1034,BS2DCE,5,ok,2766,2766,100,12,0
1034,BS2DCE,7,ok,2998,2998,100,12,0
1045,BSDC91,0,ok,3853,3853,85,17,3
1045,BSDC91,2,ok,2724,2724,100,20,0
24978,BSF66F,4,ok,3848,3848,100,15,0
24978,BSF66F,5,ok,2381,2381,100,15,0
1035,BS2DCE,0,ok,2999,2999,100,13,0
1035,BS2DCE,2,ok,3018,3018,100,13,0
1035,BS2DCE,5,ok,2640,2640,100,13,0
1046,BSDC91,0,ok,3505,3505,85,18,3
1046,BSDC91,2,ok,2753,2753,100,21,0
1046,BSDC91,4,ok,3211,3211,80,17,4
1046,BSDC91,5,ok,1905,1905,95,20,1
24979,BSF66F,0,ok,3702,3702,100,15,0
24979,BSF66F,1,ok,2485,2485,100,15,0
24979,BSF66F,2,ok,2120,2120,100,15,0
24979,BSF66F,3,ok,3509,3509,100,15,0
1047,BSDC91,0,ok,3510,3510,86,19,3
1047,BSDC91,2,ok,2789,2789,100,22,0
1047,BSDC91,4,ok,3040,3040,81,18,4
1036,BS2DCE,0,ok,2795,2795,100,14,0
1036,BS2DCE,2,ok,2935,2935,100,14,0
24980,BSF66F,4,ok,3841,3841,100,16,0
24980,BSF66F,5,ok,2344,2344,100,16,0
24980,BSF66F,6,ok,2002,2002,100,16,0
1037,BS2DCE,0,ok,2783,2783,100,15,0
1037,BS2DCE,2,ok,2901,2901,100,15,0
1037,BS2DCE,5,ok,2784,2784,100,15,0
1037,BS2DCE,7,ok,2751,2751,100,15,0
1048,BSDC91,0,ok,3164,3164,86,20,3
1048,BSDC91,2,ok,3028,3028,100,23,0
24981,BSF66F,0,ok,3702,3702,100,16,0
24981,BSF66F,1,ok,2514,2514,100,16,0
1038,BS2DCE,0,ok,2775,2775,100,16,0
1038,BS2DCE,2,ok,2916,2916,100,16,0
1038,BS2DCE,5,ok,2836,2836,100,16,0
1049,BSDC91,2,ok,3183,3183,100,24,0
1049,BSDC91,0,ok,3017,3017,87,21,3
1049,BSDC91,4,ok,2942,2942,83,20,4
1049,BSDC91,5,ok,2132,2132,95,23,1
24982,BSF66F,4,ok,3764,3764,100,17,0
24982,BSF66F,5,ok,2344,2344,100,17,0
24982,BSF66F,6,ok,2004,2004,100,17,0
24982,BSF66F,7,ok,3529,3529,100,17,0
1039,BS2DCE,0,ok,3001,3001,100,17,0
1039,BS2DCE,2,ok,2892,2892,100,17,0
1050,BSDC91,0,ok,2857,2857,88,22,3
1050,BSDC91,2,ok,3487,3487,100,25,0
1050,BSDC91,4,ok,3367,3367,84,21,4
24983,BSF66F,0,ok,3635,3635,100,17,0
24983,BSF66F,1,ok,2558,2558,100,17,0
24983,BSF66F,2,ok,2130,2130,100,17,0
1040,BS2DCE,2,ok,2986,2986,100,18,0
1040,BS2DCE,0,ok,2964,2964,100,18,0
1040,BS2DCE,5,ok,2975,2975,100,18,0
1040,BS2DCE,7,ok,2924,2924,100,18,0
1051,BSDC91,0,ok,2786,2786,88,23,3
1051,BSDC91,2,ok,3229,3229,100,26,0
24984,BSF66F,4,ok,3795,3795,100,18,0
24984,BSF66F,5,ok,2382,2382,100,18,0
1041,BS2DCE,0,ok,3142,3142,100,19,0
1041,BS2DCE,2,ok,2774,2774,100,19,0
1041,BS2DCE,5,ok,2723,2723,100,19,0
1052,BSDC91,0,ok,2473,2473,88,24,3
1052,BSDC91,2,ok,3080,3080,100,27,0
1052,BSDC91,4,ok,2685,2685,85,23,4
1052,BSDC91,5,ok,2476,2476,96,26,1
24985,BSF66F,0,ok,3674,3674,100,18,0
24985,BSF66F,1,ok,2498,2498,100,18,0
24985,BSF66F,2,ok,2158,2158,100,18,0
24985,BSF66F,3,ok,3523,3523,100,18,0
1042,BS2DCE,0,ok,3164,3164,100,20,0
1042,BS2DCE,2,ok,2678,2678,100,20,0
1053,BSDC91,0,ok,2476,2476,89,25,3
1053,BSDC91,2,ok,3083,3083,100,28,0
1053,BSDC91,4,ok,2664,2664,85,24,4
24986,BSF66F,4,ok,3839,3839,100,19,0
24986,BSF66F,5,ok,2355,2355,100,19,0
24986,BSF66F,6,ok,1986,1986,100,19,0
1043,BS2DCE,0,ok,3205,3205,100,21,0
1043,BS2DCE,2,ok,2624,2624,100,21,0
1043,BS2DCE,5,ok,2354,2354,100,21,0
1043,BS2DCE,7,ok,3308,3308,100,21,0
1054,BSDC91,0,ok,2321,2321,89,26,3
1054,BSDC91,2,ok,3116,3116,100,29,0
24987,BSF66F,0,ok,3691,3691,100,19,0
24987,BSF66F,1,ok,2467,2467,100,19,0
1044,BS2DCE,0,ok,3318,3318,100,22,0
1044,BS2DCE,2,ok,2772,2772,100,22,0
1044,BS2DCE,7,ok,3340,3340,100,22,0
1055,BSDC91,0,ok,2567,2567,90,27,3
1055,BSDC91,2,ok,3050,3050,100,30,0
1055,BSDC91,4,ok,2407,2407,86,26,4
1055,BSDC91,5,ok,2716,2716,96,29,1
24988,BSF66F,4,ok,3849,3849,100,20,0
24988,BSF66F,5,ok,2331,2331,100,20,0
24988,BSF66F,6,ok,1991,1991,100,20,0
24988,BSF66F,7,ok,3490,3490,100,20,0
1045,BS2DCE,0,ok,3380,3380,100,23,0
1045,BS2DCE,2,ok,2833,2833,100,23,0
1056,BSDC91,0,ok,2534,2534,90,28,3
1056,BSDC91,2,ok,3017,3017,100,31,0
1056,BSDC91,4,ok,2693,2693,87,27,4
24989,BSF66F,0,ok,3680,3680,100,20,0
24989,BSF66F,1,ok,2476,2476,100,20,0
24989,BSF66F,2,ok,2132,2132,100,20,0
1046,BS2DCE,0,ok,3186,3186,100,24,0
1046,BS2DCE,2,ok,2899,2899,100,24,0
1046,BS2DCE,5,ok,1967,1967,100,24,0
1046,BS2DCE,7,ok,3588,3588,100,24,0
1057,BSDC91,0,ok,2661,2661,90,29,3
1057,BSDC91,2,ok,2957,2957,100,32,0
24990,BSF66F,4,ok,3900,3900,100,21,0
24990,BSF66F,5,ok,2351,2351,100,21,0
1047,BS2DCE,0,ok,2995,2995,100,25,0
1047,BS2DCE,2,ok,3214,3214,100,25,0
1047,BS2DCE,5,ok,1997,1997,100,25,0
1058,BSDC91,0,ok,2759,2759,94,30,3
1058,BSDC91,2,ok,2972,2972,100,33,0
1058,BSDC91,4,ok,2973,2973,88,29,4
1058,BSDC91,5,ok,2921,2921,100,32,1
24991,BSF66F,0,ok,3637,3637,100,21,0
24991,BSF66F,1,ok,2490,2490,100,21,0
24991,BSF66F,2,ok,2129,2129,100,21,0
24991,BSF66F,3,ok,3476,3476,100,21,0
1048,BS2DCE,0,ok,3204,3204,100,26,0
1048,BS2DCE,2,ok,3056,3056,100,26,0
1059,BSDC91,0,ok,2817,2817,94,31,3
1059,BSDC91,2,ok,2879,2879,100,34,0
1059,BSDC91,4,ok,2770,2770,88,30,4
24992,BSF66F,4,ok,3893,3893,100,22,0
24992,BSF66F,5,ok,2375,2375,100,22,0
24992,BSF66F,6,ok,1975,1975,100,22,0
1049,BS2DCE,0,ok,2989,2989,100,27,0
1049,BS2DCE,2,ok,3086,3086,100,27,0
1049,BS2DCE,5,ok,2606,2606,100,27,0
1049,BS2DCE,7,ok,3596,3596,100,27,0
1060,BSDC91,0,ok,3029,3029,94,32,3
1060,BSDC91,2,ok,2819,2819,100,35,0
1050,BS2DCE,0,ok,2739,2739,100,28,0
1050,BS2DCE,2,ok,3106,3106,100,28,0
1050,BS2DCE,5,ok,2672,2672,100,28,0
24993,BSF66F,0,ok,3698,3698,100,22,0
24993,BSF66F,1,ok,2479,2479,100,22,0
1061,BSDC91,0,ok,3040,3040,95,33,3
1061,BSDC91,2,ok,2882,2882,100,36,0
1061,BSDC91,4,ok,2942,2942,90,32,4
1061,BSDC91,5,ok,2749,2749,100,35,1
24994,BSF66F,4,ok,3774,3774,100,23,0
24994,BSF66F,5,ok,2340,2340,100,23,0
24994,BSF66F,6,ok,2011,2011,100,23,0
24994,BSF66F,7,ok,3510,3510,100,23,0
1051,BS2DCE,0,ok,2609,2609,100,29,0
1051,BS2DCE,2,ok,3019,3019,100,29,0
1062,BSDC91,0,ok,3157,3157,95,34,3
1062,BSDC91,2,ok,2781,2781,100,37,0
1062,BSDC91,4,ok,3009,3009,90,33,4
1063,BSDC91,0,ok,3245,3245,95,35,3
1063,BSDC91,2,ok,2564,2564,100,38,0
24995,BSF66F,0,ok,3683,3683,100,23,0
24995,BSF66F,1,ok,2501,2501,100,23,0
24995,BSF66F,2,ok,2187,2187,100,23,0
1052,BS2DCE,0,ok,2486,2486,100,30,0
1052,BS2DCE,2,ok,3044,3044,100,30,0
1052,BS2DCE,5,ok,2285,2285,100,30,0
1052,BS2DCE,7,ok,3375,3375,100,30,0
24996,BSF66F,4,ok,3805,3805,100,24,0
24996,BSF66F,5,ok,2343,2343,100,24,0
1053,BS2DCE,0,ok,2508,2508,100,31,0
1053,BS2DCE,2,ok,3166,3166,100,31,0
1053,BS2DCE,7,ok,3304,3304,100,31,0
1064,BSDC91,2,ok,2629,2629,100,39,0
1064,BSDC91,0,ok,3235,3235,95,36,3
1064,BSDC91,4,ok,3243,3243,91,35,4
1064,BSDC91,5,ok,2332,2332,100,38,1
24997,BSF66F,0,ok,3663,3663,100,24,0
24997,BSF66F,1,ok,2510,2510,100,24,0
24997,BSF66F,2,ok,2171,2171,100,24,0
24997,BSF66F,3,ok,3510,3510,100,24,0
1054,BS2DCE,0,ok,2503,2503,100,32,0
1054,BS2DCE,2,ok,3099,3099,100,32,0
1065,BSDC91,0,ok,3329,3329,95,37,3
1065,BSDC91,2,ok,2638,2638,100,40,0
1065,BSDC91,4,ok,3291,3291,91,36,4
24998,BSF66F,4,ok,3892,3892,100,25,0
24998,BSF66F,5,ok,2382,2382,100,25,0
24998,BSF66F,6,ok,1985,1985,100,25,0
1055,BS2DCE,2,ok,3066,3066,100,33,0
1055,BS2DCE,0,ok,2945,2945,100,33,0
1055,BS2DCE,5,ok,2713,2713,100,33,0
1055,BS2DCE,7,ok,2877,2877,100,33,0
1066,BSDC91,0,ok,3336,3336,96,38,3
1066,BSDC91,2,ok,2727,2727,100,41,0
24999,BSF66F,0,ok,3711,3711,100,25,0
24999,BSF66F,1,timeout,0,2510,96,24,1
1056,BS2DCE,0,ok,2824,2824,100,34,0
1056,BS2DCE,2,ok,3079,3079,100,34,0
1056,BS2DCE,5,ok,2674,2674,100,34,0
1067,BSDC91,0,ok,3475,3475,96,39,3
1067,BSDC91,2,ok,2839,2839,100,42,0
1067,BSDC91,4,ok,3192,3192,92,38,4
1067,BSDC91,5,ok,1906,1906,100,41,1
25000,BSF66F,4,ok,3820,3820,100,26,0
25000,BSF66F,5,ok,2358,2358,100,26,0
25000,BSF66F,6,ok,1986,1986,100,26,0
25000,BSF66F,7,ok,3509,3509,100,26,0
1057,BS2DCE,0,ok,2819,2819,100,35,0
1057,BS2DCE,2,ok,2947,2947,100,35,0
1068,BSDC91,0,ok,3364,3364,96,40,3
1068,BSDC91,2,ok,2806,2806,100,43,0
1068,BSDC91,5,ok,1885,1885,100,42,1
25001,BSF66F,0,ok,3689,3689,100,26,0
25001,BSF66F,1,ok,2488,2488,96,25,1
25001,BSF66F,2,ok,2125,2125,100,26,0
1058,BS2DCE,0,ok,2775,2775,100,36,0
1058,BS2DCE,2,ok,2911,2911,100,36,0
1058,BS2DCE,5,ok,2760,2760,100,36,0
1058,BS2DCE,7,ok,2746,2746,100,36,0
1069,BSDC91,0,ok,3269,3269,96,41,3
1069,BSDC91,2,ok,3003,3003,100,44,0
25002,BSF66F,4,ok,3862,3862,100,27,0
25002,BSF66F,5,ok,2347,2347,100,27,0
1059,BS2DCE,0,ok,2776,2776,100,37,0
1059,BS2DCE,2,ok,2960,2960,100,37,0
1059,BS2DCE,5,ok,2846,2846,100,37,0
1070,BSDC91,0,ok,3030,3030,96,42,3
1070,BSDC91,2,ok,3191,3191,100,45,0
1070,BSDC91,4,ok,2993,2993,93,41,4
1070,BSDC91,5,ok,2227,2227,100,44,1
25003,BSF66F,0,ok,3632,3632,100,27,0
25003,BSF66F,1,ok,2528,2528,96,26,1
25003,BSF66F,2,ok,2162,2162,100,27,0
25003,BSF66F,3,ok,3502,3502,100,27,0
1060,BS2DCE,0,ok,2986,2986,100,38,0
1060,BS2DCE,2,ok,2906,2906,100,38,0
1071,BSDC91,0,ok,2849,2849,96,43,3
1071,BSDC91,2,ok,3068,3068,100,46,0
1071,BSDC91,4,ok,3130,3130,93,42,4
25004,BSF66F,4,ok,3888,3888,100,28,0
25004,BSF66F,5,ok,2343,2343,100,28,0
25004,BSF66F,6,ok,1971,1971,100,28,0
1061,BS2DCE,0,ok,2974,2974,100,39,0
1061,BS2DCE,2,ok,2997,2997,100,39,0
1061,BS2DCE,5,ok,3088,3088,100,39,0
1061,BS2DCE,7,ok,2948,2948,100,39,0
1072,BSDC91,0,ok,2787,2787,96,44,3
1072,BSDC91,2,ok,3203,3203,100,47,0
25005,BSF66F,0,ok,3659,3659,100,28,0
25005,BSF66F,1,ok,2521,2521,96,27,1
1062,BS2DCE,0,ok,3133,3133,100,40,0
1062,BS2DCE,2,ok,2800,2800,100,40,0
1062,BS2DCE,5,ok,2749,2749,100,40,0
1073,BSDC91,2,ok,3036,3036,100,48,0
1073,BSDC91,0,ok,2525,2525,96,45,3
1073,BSDC91,4,ok,2735,2735,93,44,4
1073,BSDC91,5,ok,2496,2496,100,47,1
25006,BSF66F,4,ok,3780,3780,100,29,0
25006,BSF66F,5,ok,2350,2350,100,29,0
25006,BSF66F,6,ok,1984,1984,100,29,0
25006,BSF66F,7,ok,3541,3541,100,29,0
1063,BS2DCE,0,ok,3146,3146,100,41,0
1063,BS2DCE,2,ok,2677,2677,100,41,0
