job_index,experiment_id,L,I,P,T,seed_id,stress_id,wall_time_s,status
2,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S00,ST1_vibration_3x,6.188276697008405,ok
2,X_A0_U4_P0_L2_I3_T5,L2,I3,P0,T5,S00,ST1_vibration_3x,6.109172001015395,ok
2,X_A0_U4_P1_L2_I3_T2,L2,I3,P1,T2,S00,ST1_vibration_3x,6.166918766015442,ok
2,X_A0_U4_P1_L2_I3_T3,L2,I3,P1,T3,S00,ST1_vibration_3x,6.281607659999281,ok
2,X_A0_U4_P1_L2_I3_T4,L2,I3,P1,T4,S00,ST1_vibration_3x,6.433137440995779,ok
2,X_A0_U4_P1_L2_I3_T5,L2,I3,P1,T5,S00,ST1_vibration_3x,6.175546051992569,ok
2,X_A0_U4_P2_L2_I3_T2,L2,I3,P2,T2,S00,ST1_vibration_3x,6.083535217010649,ok
2,X_A0_U4_P2_L2_I3_T3,L2,I3,P2,T3,S00,ST1_vibration_3x,6.339044927008217,ok
2,X_A0_U4_P2_L2_I3_T4,L2,I3,P2,T4,S00,ST1_vibration_3x,6.381854126026155,ok
2,X_A0_U4_P2_L2_I3_T5,L2,I3,P2,T5,S00,ST1_vibration_3x,6.380615517002298,ok
2,X_A0_U4_P3_L2_I3_T2,L2,I3,P3,T2,S00,ST1_vibration_3x,6.631436272000428,ok
2,X_A0_U4_P3_L2_I3_T3,L2,I3,P3,T3,S00,ST1_vibration_3x,6.183021435979754,ok
2,X_A0_U4_P3_L2_I3_T4,L2,I3,P3,T4,S00,ST1_vibration_3x,6.292967126995791,ok
2,X_A0_U4_P3_L2_I3_T5,L2,I3,P3,T5,S00,ST1_vibration_3x,6.309973257011734,ok
2,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S00,ST1_vibration_3x,6.086870350991376,ok
2,X_A0_U4_P4_L2_I3_T3,L2,I3,P4,T3,S00,ST1_vibration_3x,6.270265890023438,ok
2,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S00,ST1_vibration_3x,6.244744867988629,ok
2,X_A0_U4_P4_L2_I3_T5,L2,I3,P4,T5,S00,ST1_vibration_3x,6.296014601015486,ok
2,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S00,ST1_vibration_3x,6.200744140980532,ok
2,X_A0_U4_P5_L2_I3_T3,L2,I3,P5,T3,S00,ST1_vibration_3x,6.217491440998856,ok
2,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S00,ST1_vibration_3x,6.535723056993447,ok
2,X_A0_U4_P5_L2_I3_T5,L2,I3,P5,T5,S00,ST1_vibration_3x,6.383851755992509,ok
2,L2_S00_ST1_vibration_3x_I3_bundle,L2,I3,,,S00,ST1_vibration_3x,151.69739579199813,bundle_complete
8,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S00,ST4_harsh_combo,6.524866274994565,ok
8,X_A0_U4_P0_L2_I3_T3,L2,I3,P0,T3,S00,ST4_harsh_combo,6.135054492013296,ok
8,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S00,ST4_harsh_combo,6.331342563004,ok
8,X_A0_U4_P0_L2_I3_T5,L2,I3,P0,T5,S00,ST4_harsh_combo,6.281049257988343,ok
8,X_A0_U4_P1_L2_I3_T2,L2,I3,P1,T2,S00,ST4_harsh_combo,6.3068225600000005,ok
8,X_A0_U4_P1_L2_I3_T3,L2,I3,P1,T3,S00,ST4_harsh_combo,6.230598558991915,ok
8,X_A0_U4_P1_L2_I3_T4,L2,I3,P1,T4,S00,ST4_harsh_combo,6.356044993997784,ok
8,X_A0_U4_P1_L2_I3_T5,L2,I3,P1,T5,S00,ST4_harsh_combo,5.981739573995583,ok
8,X_A0_U4_P2_L2_I3_T2,L2,I3,P2,T2,S00,ST4_harsh_combo,6.23055298201507,ok
8,X_A0_U4_P2_L2_I3_T3,L2,I3,P2,T3,S00,ST4_harsh_combo,6.277399191982113,ok
8,X_A0_U4_P2_L2_I3_T4,L2,I3,P2,T4,S00,ST4_harsh_combo,6.342164415982552,ok
8,X_A0_U4_P2_L2_I3_T5,L2,I3,P2,T5,S00,ST4_harsh_combo,6.270295783004258,ok
8,X_A0_U4_P3_L2_I3_T2,L2,I3,P3,T2,S00,ST4_harsh_combo,6.266494031995535,ok
8,X_A0_U4_P3_L2_I3_T3,L2,I3,P3,T3,S00,ST4_harsh_combo,6.437761991022853,ok
8,X_A0_U4_P3_L2_I3_T4,L2,I3,P3,T4,S00,ST4_harsh_combo,6.378801245999057,ok
8,X_A0_U4_P3_L2_I3_T5,L2,I3,P3,T5,S00,ST4_harsh_combo,6.570614481024677,ok
8,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S00,ST4_harsh_combo,6.340635492000729,ok
8,X_A0_U4_P4_L2_I3_T3,L2,I3,P4,T3,S00,ST4_harsh_combo,6.490393468004186,ok
8,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S00,ST4_harsh_combo,6.214930740999989,ok
8,X_A0_U4_P4_L2_I3_T5,L2,I3,P4,T5,S00,ST4_harsh_combo,6.186235382017912,ok
8,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S00,ST4_harsh_combo,6.190458502998808,ok
8,X_A0_U4_P5_L2_I3_T3,L2,I3,P5,T3,S00,ST4_harsh_combo,6.251391625002725,ok
8,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S00,ST4_harsh_combo,6.129040306987008,ok
8,X_A0_U4_P5_L2_I3_T5,L2,I3,P5,T5,S00,ST4_harsh_combo,6.188674973003799,ok
8,L2_S00_ST4_harsh_combo_I3_bundle,L2,I3,,,S00,ST4_harsh_combo,152.131387491012,bundle_complete
11,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST0_nominal,6.493285719014239,ok
11,X_A0_U4_P0_L2_I5_T3,L2,I5,P0,T3,S01,ST0_nominal,6.141795868985355,ok
11,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST0_nominal,6.391208379995078,ok
11,X_A0_U4_P0_L2_I5_T5,L2,I5,P0,T5,S01,ST0_nominal,6.151338854018832,ok
11,X_A0_U4_P1_L2_I5_T2,L2,I5,P1,T2,S01,ST0_nominal,6.164462742017349,ok
11,X_A0_U4_P1_L2_I5_T3,L2,I5,P1,T3,S01,ST0_nominal,6.064683531993069,ok
11,X_A0_U4_P1_L2_I5_T4,L2,I5,P1,T4,S01,ST0_nominal,6.107456361001823,ok
11,X_A0_U4_P1_L2_I5_T5,L2,I5,P1,T5,S01,ST0_nominal,6.24502067299909,ok
11,X_A0_U4_P2_L2_I5_T2,L2,I5,P2,T2,S01,ST0_nominal,6.319698711973615,ok
11,X_A0_U4_P2_L2_I5_T3,L2,I5,P2,T3,S01,ST0_nominal,6.33797099700314,ok
11,X_A0_U4_P2_L2_I5_T4,L2,I5,P2,T4,S01,ST0_nominal,6.20345553898369,ok
11,X_A0_U4_P2_L2_I5_T5,L2,I5,P2,T5,S01,ST0_nominal,6.420213453005999,ok
11,X_A0_U4_P3_L2_I5_T2,L2,I5,P3,T2,S01,ST0_nominal,6.201886250986718,ok
11,X_A0_U4_P3_L2_I5_T3,L2,I5,P3,T3,S01,ST0_nominal,6.119219166022958,ok
11,X_A0_U4_P3_L2_I5_T4,L2,I5,P3,T4,S01,ST0_nominal,6.158097006002208,ok
11,X_A0_U4_P3_L2_I5_T5,L2,I5,P3,T5,S01,ST0_nominal,6.396557200001553,ok
11,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST0_nominal,6.647770567011321,ok
11,X_A0_U4_P4_L2_I5_T3,L2,I5,P4,T3,S01,ST0_nominal,6.482299916999182,ok
11,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST0_nominal,6.456774815975223,ok
11,X_A0_U4_P4_L2_I5_T5,L2,I5,P4,T5,S01,ST0_nominal,6.514177018980263,ok
11,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST0_nominal,6.2845321809872985,ok
11,X_A0_U4_P5_L2_I5_T3,L2,I5,P5,T3,S01,ST0_nominal,6.2302390369877685,ok
11,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST0_nominal,6.379900850006379,ok
11,X_A0_U4_P5_L2_I5_T5,L2,I5,P5,T5,S01,ST0_nominal,6.29138970799977,ok
11,L2_S01_ST0_nominal_I5_bundle,L2,I5,,,S01,ST0_nominal,152.39476285100682,bundle_complete
7,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S00,ST3_extrinsic_4x,6.52296523298719,ok
7,X_A0_U4_P0_L2_I5_T3,L2,I5,P0,T3,S00,ST3_extrinsic_4x,6.0154200390097685,ok
7,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S00,ST3_extrinsic_4x,6.363429632008774,ok
7,X_A0_U4_P0_L2_I5_T5,L2,I5,P0,T5,S00,ST3_extrinsic_4x,6.120193723007105,ok
7,X_A0_U4_P1_L2_I5_T2,L2,I5,P1,T2,S00,ST3_extrinsic_4x,6.484532047004905,ok
7,X_A0_U4_P1_L2_I5_T3,L2,I5,P1,T3,S00,ST3_extrinsic_4x,6.2711844430014025,ok
7,X_A0_U4_P1_L2_I5_T4,L2,I5,P1,T4,S00,ST3_extrinsic_4x,6.391499894001754,ok
7,X_A0_U4_P1_L2_I5_T5,L2,I5,P1,T5,S00,ST3_extrinsic_4x,6.267937196011189,ok
7,X_A0_U4_P2_L2_I5_T2,L2,I5,P2,T2,S00,ST3_extrinsic_4x,6.146722540986957,ok
7,X_A0_U4_P2_L2_I5_T3,L2,I5,P2,T3,S00,ST3_extrinsic_4x,6.332894577994011,ok
7,X_A0_U4_P2_L2_I5_T4,L2,I5,P2,T4,S00,ST3_extrinsic_4x,6.330979613005184,ok
7,X_A0_U4_P2_L2_I5_T5,L2,I5,P2,T5,S00,ST3_extrinsic_4x,6.37827612599358,ok
7,X_A0_U4_P3_L2_I5_T2,L2,I5,P3,T2,S00,ST3_extrinsic_4x,6.390770047990372,ok
7,X_A0_U4_P3_L2_I5_T3,L2,I5,P3,T3,S00,ST3_extrinsic_4x,6.6057425800245255,ok
7,X_A0_U4_P3_L2_I5_T4,L2,I5,P3,T4,S00,ST3_extrinsic_4x,6.105824543017661,ok
7,X_A0_U4_P3_L2_I5_T5,L2,I5,P3,T5,S00,ST3_extrinsic_4x,6.238256243988872,ok
7,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S00,ST3_extrinsic_4x,6.152956690988503,ok
7,X_A0_U4_P4_L2_I5_T3,L2,I5,P4,T3,S00,ST3_extrinsic_4x,6.113677532004658,ok
7,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S00,ST3_extrinsic_4x,6.241795482987072,ok
7,X_A0_U4_P4_L2_I5_T5,L2,I5,P4,T5,S00,ST3_extrinsic_4x,6.647797752026236,ok
7,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S00,ST3_extrinsic_4x,6.368103576009162,ok
7,X_A0_U4_P5_L2_I5_T3,L2,I5,P5,T3,S00,ST3_extrinsic_4x,6.3610923450032715,ok
7,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S00,ST3_extrinsic_4x,6.355494667019229,ok
7,X_A0_U4_P5_L2_I5_T5,L2,I5,P5,T5,S00,ST3_extrinsic_4x,6.08797501999652,ok
7,L2_S00_ST3_extrinsic_4x_I5_bundle,L2,I5,,,S00,ST3_extrinsic_4x,152.63952158400207,bundle_complete
0,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S00,ST0_nominal,6.545732867001789,ok
0,X_A0_U4_P0_L2_I3_T3,L2,I3,P0,T3,S00,ST0_nominal,6.457099207997089,ok
0,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S00,ST0_nominal,6.433091483020689,ok
0,X_A0_U4_P0_L2_I3_T5,L2,I3,P0,T5,S00,ST0_nominal,6.298632052988978,ok
0,X_A0_U4_P1_L2_I3_T2,L2,I3,P1,T2,S00,ST0_nominal,6.602772560989251,ok
0,X_A0_U4_P1_L2_I3_T3,L2,I3,P1,T3,S00,ST0_nominal,6.321882343007019,ok
0,X_A0_U4_P1_L2_I3_T4,L2,I3,P1,T4,S00,ST0_nominal,6.339974781003548,ok
0,X_A0_U4_P1_L2_I3_T5,L2,I3,P1,T5,S00,ST0_nominal,6.520830991998082,ok
0,X_A0_U4_P2_L2_I3_T2,L2,I3,P2,T2,S00,ST0_nominal,6.1865357469941955,ok
0,X_A0_U4_P2_L2_I3_T3,L2,I3,P2,T3,S00,ST0_nominal,6.295366197999101,ok
0,X_A0_U4_P2_L2_I3_T4,L2,I3,P2,T4,S00,ST0_nominal,6.245635895000305,ok
0,X_A0_U4_P2_L2_I3_T5,L2,I3,P2,T5,S00,ST0_nominal,6.331086993974168,ok
0,X_A0_U4_P3_L2_I3_T2,L2,I3,P3,T2,S00,ST0_nominal,6.35693972199806,ok
0,X_A0_U4_P3_L2_I3_T3,L2,I3,P3,T3,S00,ST0_nominal,6.275908319978043,ok
0,X_A0_U4_P3_L2_I3_T4,L2,I3,P3,T4,S00,ST0_nominal,6.254861118999543,ok
0,X_A0_U4_P3_L2_I3_T5,L2,I3,P3,T5,S00,ST0_nominal,6.269374121009605,ok
0,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S00,ST0_nominal,6.363568419998046,ok
0,X_A0_U4_P4_L2_I3_T3,L2,I3,P4,T3,S00,ST0_nominal,6.184746352984803,ok
0,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S00,ST0_nominal,6.1856934769894,ok
0,X_A0_U4_P4_L2_I3_T5,L2,I3,P4,T5,S00,ST0_nominal,6.277079241001047,ok
0,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S00,ST0_nominal,6.4520456829923205,ok
0,X_A0_U4_P5_L2_I3_T3,L2,I3,P5,T3,S00,ST0_nominal,6.032674399000825,ok
0,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S00,ST0_nominal,6.090720994019648,ok
0,X_A0_U4_P5_L2_I3_T5,L2,I3,P5,T5,S00,ST0_nominal,6.1953019089996815,ok
0,L2_S00_ST0_nominal_I3_bundle,L2,I3,,,S00,ST0_nominal,152.73649924600613,bundle_complete
6,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S00,ST3_extrinsic_4x,6.329161017987644,ok
6,X_A0_U4_P0_L2_I3_T3,L2,I3,P0,T3,S00,ST3_extrinsic_4x,6.222280778980348,ok
6,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S00,ST3_extrinsic_4x,6.299086814018665,ok
6,X_A0_U4_P0_L2_I3_T5,L2,I3,P0,T5,S00,ST3_extrinsic_4x,6.671283938980196,ok
6,X_A0_U4_P1_L2_I3_T2,L2,I3,P1,T2,S00,ST3_extrinsic_4x,6.401382979995105,ok
6,X_A0_U4_P1_L2_I3_T3,L2,I3,P1,T3,S00,ST3_extrinsic_4x,6.305972897011088,ok
6,X_A0_U4_P1_L2_I3_T4,L2,I3,P1,T4,S00,ST3_extrinsic_4x,6.299506918992847,ok
6,X_A0_U4_P1_L2_I3_T5,L2,I3,P1,T5,S00,ST3_extrinsic_4x,6.215407116978895,ok
6,X_A0_U4_P2_L2_I3_T2,L2,I3,P2,T2,S00,ST3_extrinsic_4x,6.534508065000409,ok
6,X_A0_U4_P2_L2_I3_T3,L2,I3,P2,T3,S00,ST3_extrinsic_4x,6.129443307989277,ok
6,X_A0_U4_P2_L2_I3_T4,L2,I3,P2,T4,S00,ST3_extrinsic_4x,6.274613646004582,ok
6,X_A0_U4_P2_L2_I3_T5,L2,I3,P2,T5,S00,ST3_extrinsic_4x,6.05938864001655,ok
6,X_A0_U4_P3_L2_I3_T2,L2,I3,P3,T2,S00,ST3_extrinsic_4x,5.992834478995064,ok
6,X_A0_U4_P3_L2_I3_T3,L2,I3,P3,T3,S00,ST3_extrinsic_4x,6.321046999975806,ok
6,X_A0_U4_P3_L2_I3_T4,L2,I3,P3,T4,S00,ST3_extrinsic_4x,6.5624166849884205,ok
6,X_A0_U4_P3_L2_I3_T5,L2,I3,P3,T5,S00,ST3_extrinsic_4x,6.323418034007773,ok
6,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S00,ST3_extrinsic_4x,6.2314778729924,ok
6,X_A0_U4_P4_L2_I3_T3,L2,I3,P4,T3,S00,ST3_extrinsic_4x,6.4036775910062715,ok
6,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S00,ST3_extrinsic_4x,6.150638625025749,ok
6,X_A0_U4_P4_L2_I3_T5,L2,I3,P4,T5,S00,ST3_extrinsic_4x,6.722290981007973,ok
6,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S00,ST3_extrinsic_4x,6.135838649002835,ok
6,X_A0_U4_P5_L2_I3_T3,L2,I3,P5,T3,S00,ST3_extrinsic_4x,6.2251328580023255,ok
6,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S00,ST3_extrinsic_4x,6.497664241003804,ok
6,X_A0_U4_P5_L2_I3_T5,L2,I3,P5,T5,S00,ST3_extrinsic_4x,6.446705996990204,ok
6,L2_S00_ST3_extrinsic_4x_I3_bundle,L2,I3,,,S00,ST3_extrinsic_4x,152.98066903601284,bundle_complete
10,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST0_nominal,6.529746870975941,ok
10,X_A0_U4_P0_L2_I3_T3,L2,I3,P0,T3,S01,ST0_nominal,6.534213031001855,ok
10,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST0_nominal,6.3253671519923955,ok
10,X_A0_U4_P0_L2_I3_T5,L2,I3,P0,T5,S01,ST0_nominal,6.3705297200067434,ok
10,X_A0_U4_P1_L2_I3_T2,L2,I3,P1,T2,S01,ST0_nominal,6.441166327014798,ok
10,X_A0_U4_P1_L2_I3_T3,L2,I3,P1,T3,S01,ST0_nominal,6.2737067400012165,ok
10,X_A0_U4_P1_L2_I3_T4,L2,I3,P1,T4,S01,ST0_nominal,6.210981518001063,ok
10,X_A0_U4_P1_L2_I3_T5,L2,I3,P1,T5,S01,ST0_nominal,6.210317791003035,ok
10,X_A0_U4_P2_L2_I3_T2,L2,I3,P2,T2,S01,ST0_nominal,6.489276880980469,ok
10,X_A0_U4_P2_L2_I3_T3,L2,I3,P2,T3,S01,ST0_nominal,6.433228832000168,ok
10,X_A0_U4_P2_L2_I3_T4,L2,I3,P2,T4,S01,ST0_nominal,6.399041636992479,ok
10,X_A0_U4_P2_L2_I3_T5,L2,I3,P2,T5,S01,ST0_nominal,6.281089148018509,ok
10,X_A0_U4_P3_L2_I3_T2,L2,I3,P3,T2,S01,ST0_nominal,6.3339030829956755,ok
10,X_A0_U4_P3_L2_I3_T3,L2,I3,P3,T3,S01,ST0_nominal,6.637578677007696,ok
10,X_A0_U4_P3_L2_I3_T4,L2,I3,P3,T4,S01,ST0_nominal,6.2738542149891146,ok
10,X_A0_U4_P3_L2_I3_T5,L2,I3,P3,T5,S01,ST0_nominal,6.273064487992087,ok
10,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST0_nominal,6.233404058002634,ok
10,X_A0_U4_P4_L2_I3_T3,L2,I3,P4,T3,S01,ST0_nominal,6.242880778008839,ok
10,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST0_nominal,6.386833416996524,ok
10,X_A0_U4_P4_L2_I3_T5,L2,I3,P4,T5,S01,ST0_nominal,6.025937455007806,ok
10,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST0_nominal,6.285119250009302,ok
10,X_A0_U4_P5_L2_I3_T3,L2,I3,P5,T3,S01,ST0_nominal,6.332868252007756,ok
10,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST0_nominal,6.38520660699578,ok
10,X_A0_U4_P5_L2_I3_T5,L2,I3,P5,T5,S01,ST0_nominal,6.604189231991768,ok
10,L2_S01_ST0_nominal_I3_bundle,L2,I3,,,S01,ST0_nominal,153.6816107009945,bundle_complete
5,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S00,ST2_bias_rw_2x,6.198903073993279,ok
5,X_A0_U4_P0_L2_I5_T3,L2,I5,P0,T3,S00,ST2_bias_rw_2x,6.232650899008149,ok
5,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S00,ST2_bias_rw_2x,6.151755102997413,ok
5,X_A0_U4_P0_L2_I5_T5,L2,I5,P0,T5,S00,ST2_bias_rw_2x,6.2555191589926835,ok
5,X_A0_U4_P1_L2_I5_T2,L2,I5,P1,T2,S00,ST2_bias_rw_2x,6.230493023991585,ok
5,X_A0_U4_P1_L2_I5_T3,L2,I5,P1,T3,S00,ST2_bias_rw_2x,6.446742716012523,ok
5,X_A0_U4_P1_L2_I5_T4,L2,I5,P1,T4,S00,ST2_bias_rw_2x,6.5161140949931,ok
5,X_A0_U4_P1_L2_I5_T5,L2,I5,P1,T5,S00,ST2_bias_rw_2x,6.657074459013529,ok
5,X_A0_U4_P2_L2_I5_T2,L2,I5,P2,T2,S00,ST2_bias_rw_2x,6.376632381987292,ok
5,X_A0_U4_P2_L2_I5_T3,L2,I5,P2,T3,S00,ST2_bias_rw_2x,6.290984221996041,ok
5,X_A0_U4_P2_L2_I5_T4,L2,I5,P2,T4,S00,ST2_bias_rw_2x,6.54249091798556,ok
