experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,P,U,stress_id,seed_id,kind,sameP_uwb_p50_mm,sameP_uwb_p95_mm,sameP_delta_p50_mm,sameP_delta_p95_mm,b0_uwb_p50_mm,b0_uwb_p95_mm,b0_delta_p50_mm,b0_delta_p95_mm
X_A0_U4_P2_L2_I5_T3,loose_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P2/L2/I5/T3.,34,17,40661,92.1789346290223,159.2587097480256,186.9900995350333,109.07397314947514,40661,60.05133419786815,120.54815952988521,143.02099197526752,78.40131505490262,40661,53.516690215156814,122.01681346181385,146.7434854979847,75.83116388579514,93.42207767976927,172.9084454135511,106.64265370834977,130.80046549055174,130.90955818679146,79.36586134579542,70.98410082005118,33.83376164545092,48.34675098707885,79.17506751958881,137.12859547570054,nan,nan,nan,1.0,0.18561123372085,0.7950977317299297,nan,nan,17,229.24003276650294,26.79351897548156,629.9346372818464,A0,L2,I5,T3,P2,U4,ST1_vibration_3x,S00,position_fusion,98.56857380939852,191.34655064695073,5.1464961296292415,18.438105233399625,105.83784720842489,231.80213799547772,12.415769528655616,58.893692581926615
X_A0_U4_P2_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P2/L2/I5/T4.,34,17,40661,91.79093742382587,157.2287770707144,183.42166400155875,107.88268406511186,40661,59.691772411219596,119.14393628727052,141.34540665688274,77.49863900372658,40661,53.611919425343444,120.72902633323542,144.34222377031097,75.05087923310964,92.56156827478927,168.46414911736883,105.98702339717178,126.80791947719254,129.4798137738632,78.40374112728615,71.96296830445102,32.149519878248384,47.24544080791114,77.30382078672437,133.1717834872601,nan,nan,nan,1.0,0.2551626703949616,1.1214984384085025,nan,nan,17,245.94268458753524,27.030818419877562,688.8357788813677,A0,L2,I5,T4,P2,U4,ST1_vibration_3x,S00,position_fusion,98.56857380939852,191.34655064695073,6.007005534609249,22.882401529581898,105.83784720842489,231.80213799547772,13.276278933635624,63.33798887810889
X_A0_U4_P2_L2_I5_T5,error_state_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P2/L2/I5/T5.,34,17,40661,93.61107989805187,164.70837473517005,194.4955084314461,112.27189212909748,40661,61.46621268194404,124.92851803835899,147.88404389474755,80.82295966739518,40661,53.88060470977564,125.67672062248278,151.98622181213614,77.92706174911454,95.95691544680498,182.3800879461252,109.64180274231718,137.62673128314967,136.62042473802407,79.25797254702992,69.16751188805745,35.87385864924249,50.29370709193665,81.99117393389663,140.41225051341,nan,nan,nan,1.0,0.12537256698534885,0.5455344966796256,nan,nan,17,195.39930625648486,24.798367588816348,501.1904460963622,A0,L2,I5,T5,P2,U4,ST1_vibration_3x,S00,position_fusion,98.56857380939852,191.34655064695073,2.6116583625935306,8.96646270082553,105.83784720842489,231.80213799547772,9.880931761619905,49.42205004935252
X_A0_U4_P3_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P3/L2/I5/T2.,34,17,40661,89.81488773995594,157.43782197549817,179.82349144464823,105.67105667379941,40661,56.75833058444448,116.91509045839857,138.51433896367678,74.7460573542233,40661,55.559447903490764,120.76048551934446,141.87547084632877,74.69537555000637,88.26427011698601,155.61065885976228,101.28460657369607,121.13060493558469,123.92384390534892,79.31647639388508,72.6808895848037,38.80140055537265,43.078927148794946,80.72142517526407,138.34221647392764,nan,nan,nan,1.0,0.7591643532341092,3.2525910553501953,nan,nan,17,297.91262684908907,26.581973159545498,627.7762338186166,A0,L2,I5,T2,P3,U4,ST1_vibration_3x,S00,position_fusion,99.89041170348654,200.2766290041533,11.626141586500523,44.665970144391025,105.83784720842489,231.80213799547772,17.573577091438878,76.19147913571544
X_A0_U4_P3_L2_I5_T3,loose_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P3/L2/I5/T3.,34,17,40661,89.33489165013933,160.79841498606612,188.26731963878606,108.12590107778638,40661,56.70953897292384,119.48160103218181,142.56031022084386,76.20379254697555,40661,54.26794331224528,122.67502312254123,149.0995944854668,76.70849030805364,90.6449329660551,171.8075717883503,102.66927048750131,131.02998887478344,128.812898480669,79.30880976453234,72.71266061063052,36.69639381330728,50.87515018257881,81.86765746547272,141.68592297358362,nan,nan,nan,1.0,0.26094042351322505,1.1412464705267502,nan,nan,17,206.5919570740483,26.341765566970253,549.6805876251956,A0,L2,I5,T3,P3,U4,ST1_vibration_3x,S00,position_fusion,99.89041170348654,200.2766290041533,9.24547873743144,28.46905721580302,105.83784720842489,231.80213799547772,15.192914242369795,59.994566207127434
X_A0_U4_P3_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P3/L2/I5/T4.,34,17,40661,88.479364885877,157.97865439486247,184.50086300737104,106.53323325612043,40661,56.03705584194244,117.24815901855176,139.98408792570018,75.0015543564405,40661,54.25060706354839,120.43563010246316,145.84758065509516,75.65775989362139,89.88465725460063,166.02708963095938,101.38306043154725,125.98050396057755,126.8765142934078,79.7599618594447,72.39225070142615,36.41457340062118,50.40873896557429,80.53127418805381,139.70147125106692,nan,nan,nan,1.0,0.3504446552437884,1.4723373588724968,nan,nan,17,226.87239514224044,26.516945312179928,616.8350847602674,A0,L2,I5,T4,P3,U4,ST1_vibration_3x,S00,position_fusion,99.89041170348654,200.2766290041533,10.00575444888591,34.249539373193926,105.83784720842489,231.80213799547772,15.953189953824264,65.77504836451834
X_A0_U4_P3_L2_I5_T5,error_state_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P3/L2/I5/T5.,34,17,40661,91.60968144778985,168.8562572770449,197.98111665751358,112.77510572542596,40661,58.987962512984,125.12902649865508,149.93336729725425,79.70150293116899,40661,54.788106086499965,128.34271519246238,157.46871525471693,79.78655840361749,93.76944223570914,183.130526483957,108.3602388088146,139.56494747521674,137.55644826250483,79.20599290037097,71.01852502790554,35.1023504373062,51.925717556127694,84.90892823669306,147.41312241121364,nan,nan,nan,1.0,0.19094656412214403,0.8601973633035551,nan,nan,17,159.63359567291116,26.17967107132216,395.05622568475815,A0,L2,I5,T5,P3,U4,ST1_vibration_3x,S00,position_fusion,99.89041170348654,200.2766290041533,6.1209694677774,17.146102520196308,105.83784720842489,231.80213799547772,12.068404972715754,48.67161151152072
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T2.,34,17,40661,80.91961483436968,143.0060815173822,163.6690355156163,95.72280109027251,40661,47.76209419630742,102.01991983899666,121.52171172101187,64.44074790751105,40661,53.77473295771506,114.52462986020396,133.81948353981193,70.78308171935215,81.77271514816519,146.35983614908446,93.31064752234681,99.7529709928323,118.27653827213342,82.09523005088421,71.12323577131873,43.839213315647044,19.541838342615506,71.90245514798507,121.73514302320105,nan,nan,nan,1.0,0.35831766271493803,1.642710261540262,nan,nan,17,351.84311946880683,33.37222323523423,674.6016183961963,A0,L2,I5,T2,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,-3.5640898734488076,-7.473600206056972,105.83784720842489,231.80213799547772,24.0651320602597,85.44230184639326
X_A0_U4_P4_L2_I5_T3,loose_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T3.,34,17,40661,73.86247349780433,130.37826987107707,151.2844443096944,87.62375074787008,40661,43.403524468481244,88.55553584008436,108.12309989932022,57.334430274718585,40661,48.890938259965424,106.08955011036267,126.24138159987638,66.26224264389407,76.4644652637594,135.58581680015226,85.20083634497736,85.62552099008425,108.86863006022492,76.80938592969474,69.19747079156576,35.058911315377884,23.39678801257321,68.22693784811727,115.02686677973321,nan,nan,nan,1.0,0.056999843679848325,0.26815544574810635,nan,nan,17,413.02746550563353,32.97265575146065,1100.7245195743287,A0,L2,I5,T3,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,1.744160010956989,3.300419142875228,105.83784720842489,231.80213799547772,29.373381944665496,96.21632119532546
X_A0_U4_P4_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T4.,34,17,40661,74.05249801723545,130.4215963619424,150.7372804589764,87.65027474962433,40661,43.488661515857004,88.2292154515228,107.90450437587208,57.26673357971165,40661,49.281225091954184,106.15644127835776,126.32356661665347,66.35579770295101,76.28619583548326,134.2349770824372,85.85316108764164,85.93229462865335,109.75364961235317,77.86088047194966,69.8921617054938,35.14426409181863,23.20411583605315,68.07955469395054,114.83366984463709,nan,nan,nan,1.0,0.08556943399630965,0.39820141581882906,nan,nan,17,420.71713765849535,32.99761428889718,1112.5611173631778,A0,L2,I5,T4,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,1.9224294392331274,4.651258860590275,105.83784720842489,231.80213799547772,29.551651372941635,97.56716091304051
X_A0_U4_P4_L2_I5_T5,error_state_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T5.,34,17,40661,74.15020324389509,131.08583330899648,153.12195128981043,87.97489148257404,40661,43.607643602576914,89.44294977874502,108.79704926160906,57.90302790246771,40661,48.135703024890745,106.06682903407227,127.24406388318414,66.23308003631361,76.00110985190558,137.02463111581875,85.52033312506495,88.39262496983503,108.13251440709863,74.81678038377399,68.12081270329453,34.34305290554687,23.643160461528595,68.44383138719782,116.11779149630365,nan,nan,nan,1.0,0.031472396434468114,0.16029205669897706,nan,nan,17,399.90329633987926,32.95191963882513,1097.1637109135663,A0,L2,I5,T5,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,2.2075154228108005,1.8616048272087369,105.83784720842489,231.80213799547772,29.836737356519308,94.77750687965897
X_A0_U4_P5_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T2.,34,17,40661,99.0917040355871,155.23534403321827,172.9495696651951,110.65361457342958,40661,67.69372324185957,123.08094417070477,139.72833516487896,81.88303534673267,40661,55.890344532042946,119.42887955400215,136.3569086489831,74.42708472438535,96.6831790371161,157.38692131039562,103.85303314515753,122.90835194617112,123.01544410950066,87.53030123501799,66.03280478653232,46.686882511620695,45.76596854845036,65.31202055823653,117.17263384829046,nan,nan,nan,1.0,0.4802232822860427,1.841810819058872,nan,nan,17,240.2061767098451,45.284912080170045,520.0054032937728,A0,L2,I5,T2,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,-3.7571158552711665,-0.6498618771927909,105.83784720842489,231.80213799547772,9.154668171308785,74.4152166850821
X_A0_U4_P5_L2_I5_T3,loose_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T3.,34,17,40661,96.71143735696577,151.16323927843933,165.84859036408918,106.9902073626992,40661,64.70778586588881,124.27796070568294,143.36024533930615,81.42496185011741,40661,52.96827832154372,111.62743223024017,126.51109858659879,69.40374672321585,90.61501789944768,152.0077825004733,101.28178857003746,119.94655821830018,117.72118463893003,78.47742749877197,68.50271836641244,43.256696989321995,55.47680091293262,59.88685270312246,102.21201919237066,nan,nan,nan,1.0,0.06459155475857128,0.3490781316443889,nan,nan,17,463.42884404562267,48.13902398638072,1044.6135105443875,A0,L2,I5,T3,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,2.3110452823972594,4.729276932729533,105.83784720842489,231.80213799547772,15.22282930897721,79.79435549500442
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T4.,34,17,40661,96.58163218367123,150.57684477571925,164.93471417444556,106.78787664886096,40661,64.80548714394945,123.37678177399125,141.9365504900872,80.99028683985662,40661,53.07274269531024,112.06346338863386,127.06767254292299,69.60046003274756,89.91563541946853,151.3207198488118,100.81602288492654,120.19069228870484,118.5854790821536,78.79184568187111,69.25884432180183,42.85426784507422,55.050350636145566,60.90112287647002,103.73856042389471,nan,nan,nan,1.0,0.09811093929042335,0.5204972450219115,nan,nan,17,438.5609668077682,48.0678688511494,1026.017786631586,A0,L2,I5,T4,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,3.010427762376409,5.416339584391039,105.83784720842489,231.80213799547772,15.92221178895636,80.48141814666593
X_A0_U4_P5_L2_I5_T5,error_state_ekf_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T5.,34,17,40661,97.01179856677368,152.58348297833535,167.92213671470606,107.6315497735128,40661,64.80941605267745,126.2814900702905,146.07508832208507,82.4700064559209,40661,52.64723763705706,111.133000013926,126.22953037434218,69.16103340616398,90.5557392012808,154.16046551027875,102.36050129186182,121.22229363111089,117.4525792226996,77.55834762019151,66.91290017833863,45.21848122208246,55.92963194986575,56.75380112246441,101.52079881241004,nan,nan,nan,1.0,0.03381634689093858,0.20060519459027046,nan,nan,17,497.2112094857658,48.169884953542805,1050.3413091754617,A0,L2,I5,T5,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,2.3703239805641374,2.5765939229240757,105.83784720842489,231.80213799547772,15.282108007144089,77.64167248519897
X_A0_L2_I5_T11__ST4_harsh_combo__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST4_harsh_combo/S00.,34,17,40661,8909.713434103107,34453.58721737883,45004.680544005045,20788.54116840938,40661,6117.677647695627,30335.179885177247,39728.100730701524,17847.337931594884,40661,2180.2193008765757,17943.73488341488,24845.266904218475,10660.017479634173,9649.85241141955,33687.90116625298,16489.33761802466,30120.013100278677,13370.894726971695,56090.753217443096,56072.69350061396,3294.569544060041,55572.82635405137,523.0805275992584,986.2736391170431,37274.029960216416,33082.54786869342,310.66262988291305,nan,nan,nan,nan,nan,17,118263.47190233968,51110.47496060192,203484.47181955393,A0,L2,I5,T11,,,ST4_harsh_combo,S00,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-9544.014564211126,-33456.0990282575
X_A0_U4_P0_L2_I5_T2,position_prior_screening,Stress ST4_harsh_combo/S00: A0/U4/P0/L2/I5/T2.,34,17,40661,108.62973904692907,220.61834495818817,259.36021123313776,141.58429116224977,40661,78.18779786160457,177.32107159568736,213.56803995366644,109.910374961706,40661,56.163886101865046,146.11763910370814,180.04036686908478,89.25144805376496,108.76308331915385,221.98489260469177,129.81214910965895,171.25151289311134,146.72947141145409,115.1999231903865,101.72499279564616,44.314041384228005,55.53501939486077,91.59520315712157,162.2779737543808,nan,nan,nan,1.0,1.5362975604067766,6.484567226749167,nan,nan,17,147.47036188741328,29.834477885793262,343.5105079565298,A0,L2,I5,T2,P0,U4,ST4_harsh_combo,S00,position_fusion,105.83784720842489,231.80213799547772,-2.92523611072896,9.817245390785956,105.83784720842489,231.80213799547772,-2.92523611072896,9.817245390785956
X_A0_U4_P0_L2_I5_T3,loose_ekf_screening,Stress ST4_harsh_combo/S00: A0/U4/P0/L2/I5/T3.,34,17,40661,96.00023033247962,189.4821173395972,229.9528591273313,127.39701763938182,40661,62.19603960963842,136.28023747732774,165.6472683723405,86.78427201688336,40661,57.259871858731685,145.82295303458682,181.6043530255895,93.26569698398526,99.9771339569175,205.3392626455896,124.0928065072437,152.17612264098955,165.33146294715857,83.62467509789602,71.88442404649277,30.395635094265003,56.822621634181985,89.01307342813215,154.01074516270765,nan,nan,nan,1.0,0.37434744000748355,1.824931004361843,nan,nan,17,134.95704585353678,26.409602396849266,344.4782747816183,A0,L2,I5,T3,P0,U4,ST4_harsh_combo,S00,position_fusion,105.83784720842489,231.80213799547772,5.860713251507391,26.462875349888122,105.83784720842489,231.80213799547772,5.860713251507391,26.462875349888122
