mount,action,stroke_index,start_hardware_s,end_hardware_s,imu_start_seq,imu_end_seq,imu_sample_count,t4_start_sweep,t4_end_sweep,start_plateau_center_m,start_uncertainty_m,end_plateau_center_m,end_uncertainty_m,delta_p_V4_m,magnitude_m,signed_unit_direction_V4,vertical_component_m,horizontal_component_m,t4_start_speed_mps,t4_end_speed_mps,imu_start_quiet_fraction,imu_end_quiet_fraction,gyro_attitude_change_deg,quaternion_start_wxyz,quaternion_end_wxyz,raw_sensor_preintegration_m,gravity_compensated_preintegration_N_m,raw_end_delta_v_N_mps,time_offset_s,decision,imu_raw_provenance,t4_raw_provenance
A,vertical_original,11,2418.934535,2420.974550,24617,25024,408,20151,20170,"[2.9228670951345124,1.0976089643966038,1.392894658244677]",0.15140330114892936,"[2.9266538379512683,1.3039529067529272,0.23036399239396205]",0.11205085156489235,"[0.0037867428167559503,0.20634394235632336,-1.162530665850715]",1.1807072926901132,"[0.003207181695412644,0.17476299471835322,-0.9846053065379272]",-1.1782047161568954,0.07683331202848383,0.16730134075054778,0.19429641085050653,0.0,0.801980198019802,7.365222805324723,"[0.7501671219112293,0.02636108317082919,0.6607226028241213,-0.00015689105121127436]","[0.7080470617325336,0.015560256176785936,0.7058537868080549,0.014059461169179912]","[0.42207237414738236,-0.026097157225842098,0.5739976375936823]","[-0.010098074327335916,-0.004817664476511962,-0.3676709809420622]","[-0.03205879638454374,-0.37719863964656664,0.19857191012112843]",0.0,ACCEPT,"{""end_line_sha256"":""4d992f786a1cb8ff62567708e4e2d3b1d2d04778967ac169a11e27deeeb51211"",""end_record"":6941,""end_sample"":1,""start_line_sha256"":""99dc37478d3959ace36f9369a45dac9614ac92dcb8e6abceb92e70f1b13e937c"",""start_record"":6855,""start_sample"":4}","{""end_line_sha256"":""4b4088f4173198b6b729b87e487454fc6608729779506901119e934f83792372"",""end_record"":6943,""start_line_sha256"":""0f5dab33e11286efd38e2c7a5e205dd0e6f38510aef348dd9a616408c26a54e1"",""start_record"":6851}"
A,vertical_retry,1,2487.695258,2489.135257,38369,38656,288,20724,20738,"[2.8994486716968004,1.2029781710802014,0.8658704390437295]",0.11394093651552356,"[2.89064069380436,1.164222468304712,1.5194560627914813]",0.075,"[-0.008807977892440366,-0.03875570277548945,0.6535856237477518]",0.6547929081334903,"[-0.013451547478649104,-0.059187725300757936,0.9981562347869954]",0.6524491813671444,0.05535176849258417,0.16259872138183157,0.042428189844412025,0.33663366336633666,0.019801980198019802,8.07960914166682,"[0.7051109948120167,0.025440006103316818,0.7085067558430659,0.013764737898192114]","[0.7505290352498727,0.011194853713913112,0.660708645735516,-0.006702831309240792]","[-0.5417372067443618,0.15692567332333596,-0.25055679503785516]","[-0.017270691099860395,0.00018390032929852988,0.5286660891388287]","[-0.03510879819467648,-0.3579531826977065,0.04407052376191668]",0.0,ACCEPT,"{""end_line_sha256"":""ca6f6a59fda26e2f0011306eeb7bfc7dc0acf2dfef5165b86d2b91233f6eb244"",""end_record"":9768,""end_sample"":3,""start_line_sha256"":""e302adae4ddbaecd044d420282d622df310fe47a94455c54b339809fb74e31f7"",""start_record"":9714,""start_sample"":6}","{""end_line_sha256"":""5d94f2deeb6559ac298524b64b13b2c2563f71550f68bde5bde32379669062cf"",""end_record"":9771,""start_line_sha256"":""77b82e24eb6e5353d8a1589f06dd975fe351134b9e7322c426f26694ffb780f8"",""start_record"":9710}"
A,vertical_retry,2,2489.135257,2490.935586,38657,39016,360,20736,20753,"[2.89064069380436,1.164222468304712,1.5194560627914813]",0.075,"[2.8488114059703125,1.1964649700423917,0.8535626930793122]",0.075,"[-0.0418292878340476,0.03224250173767973,-0.6658933697121691]",0.6679844669344006,"[-0.06262015047448019,0.04826834055835329,-0.996869542143954]",-0.6657953403217706,0.05403529283212142,0.042428189844412025,0.08331859500158176,0.019801980198019802,0.22772277227722773,10.11285132933591,"[0.7506379459889444,0.011381948869286646,0.6605862910258865,-0.00623517362213916]","[0.6917980934743341,0.027387316780543153,0.7214592539771112,0.01272311265488439]","[0.5606749228914845,-0.06339881909096054,0.46873662146079614]","[0.029937080374003583,0.014282685351381923,-0.5358761669058668]","[0.04725038868042766,-0.5070358346462027,0.08887471811465704]",0.0,ACCEPT,"{""end_line_sha256"":""7f790e0fa2bc836f4bea17a885137b993856f3e82157562968fdd3b60c387144"",""end_record"":9847,""end_sample"":3,""start_line_sha256"":""ca6f6a59fda26e2f0011306eeb7bfc7dc0acf2dfef5165b86d2b91233f6eb244"",""start_record"":9768,""start_sample"":4}","{""end_line_sha256"":""8f5cc308bb73392827511bd765a2b46c0f07631f4ba96eee43818464cb03802c"",""end_record"":9850,""start_line_sha256"":""8628bfd709e3766783db9851b88031afe958190de293e43c54710c32c8c12763"",""start_record"":9764}"
A,vertical_retry,3,2490.935586,2492.255314,39017,39280,264,20751,20764,"[2.8488114059703125,1.1964649700423917,0.8535626930793122]",0.075,"[2.858954600286607,1.1449655831939212,1.4633085727465591]",0.08454526206822499,"[0.010143194316294402,-0.05149938684847055,0.6097458796672469]",0.612000906051528,"[0.016573822384897557,-0.08414920033490034,0.9963153218206326]",0.611321507855277,0.028829204661972852,0.08331859500158176,0.027922357186704643,0.22772277227722773,0.0,11.876589153084373,"[0.691846447461879,0.027375738989377594,0.7214136026087933,0.012707321518139704]","[0.7554582115862502,-0.0028896105058719966,0.6547608373783186,-0.023723122342394914]","[-0.5233264543832078,0.07038581779581478,-0.30470268311791515]","[-0.03732655289867015,0.001128396507753561,0.5004500667387912]","[0.02856271604303288,-0.370391681067523,0.0045770249261085656]",0.0,ACCEPT,"{""end_line_sha256"":""d29a9b46f49b6b686516fd1d038da06836c318aefa597736b550b57cf0fc8ca6"",""end_record"":9896,""end_sample"":7,""start_line_sha256"":""7f790e0fa2bc836f4bea17a885137b993856f3e82157562968fdd3b60c387144"",""start_record"":9847,""start_sample"":4}","{""end_line_sha256"":""c95dd84ca7a12de7c872cb3155bb4c0d90499199251de9483c49a908a0031850"",""end_record"":9903,""start_line_sha256"":""54525b5d86505cd9bf3573ba7a2d1c51b0257f7b98bc469a600482665f8b0d73"",""start_record"":9843}"
A,vertical_retry,4,2492.255314,2493.815515,39281,39592,312,20762,20777,"[2.858954600286607,1.1449655831939212,1.4633085727465591]",0.08454526206822499,"[2.877906736150055,1.247335694828301,0.886908471072492]",0.075,"[0.018952135863448127,0.10237011163437981,-0.5764001016740671]",0.5857268138131435,"[0.0323566130429777,0.17477450104757805,-0.9840766857191349]",-0.5835177356881784,0.05082275629123141,0.027922357186704643,0.015840766970939443,0.0,0.06930693069306931,8.909604844794837,"[0.7554625533756638,-0.0026727558483154177,0.6547773940355511,-0.02314629739958779]","[0.7112307986477303,0.01807888612980928,0.7025894560309471,0.013855006508660162]","[0.45301719118572153,-0.2203228763283959,0.24766465928728904]","[0.005365362353209235,0.008214390213056378,-0.43277085659785874]","[-0.029102581929276193,-0.4959375077371426,0.07456889409681547]",0.0,ACCEPT,"{""end_line_sha256"":""4109e68c31559985b6d324aac17692b86f5446b9ba8053de1101083e713824dd"",""end_record"":9966,""end_sample"":9,""start_line_sha256"":""d29a9b46f49b6b686516fd1d038da06836c318aefa597736b550b57cf0fc8ca6"",""start_record"":9896,""start_sample"":8}","{""end_line_sha256"":""b0e85987c446c4787d07cf943bfb553393b2fcdbf0e7b953e7c9be1bb2a2c4d5"",""end_record"":9970,""start_line_sha256"":""eb09f837cc1afe237199f86e2d8f7b4d4a2500b073f8346d399d1fbedcd9be65"",""start_record"":9893}"
A,vertical_retry,5,2493.815515,2495.015349,39593,39832,240,20775,20787,"[2.877906736150055,1.247335694828301,0.886908471072492]",0.075,"[2.8753408222960775,1.104017452566909,1.3578228257116167]",0.16984973401575315,"[-0.0025659138539775306,-0.1433182422613919,0.4709143546391247]",0.4922469216602419,"[-0.005212655968113037,-0.29115111939757915,0.956662873687118]",0.4847158496283219,0.0857763195939203,0.015840766970939443,0.061227952195229814,0.06930693069306931,0.0,5.673282941226906,"[0.7112496711029463,0.018256657595447884,0.7025635279725922,0.013967425392602206]","[0.7392464315131435,0.01805367219806841,0.6730424954476129,-0.014232980604852764]","[-0.4332622143020443,0.06187365277864017,-0.07156633877969462]","[-0.02526028690531221,-0.006304568665740597,0.42959818238220215]","[-9.347333681829217e-05,-0.3654297694706416,0.08625065992001747]",0.0,ACCEPT,"{""end_line_sha256"":""1c4c0b41db785e87eb3eca372fd923c95e27474d30b454668aa759e6cb815f69"",""end_record"":10013,""end_sample"":9,""start_line_sha256"":""03d54ba5ca238180c4b41d0d91816f2a4922a71af7ab04875c404012408f4307"",""start_record"":9968,""start_sample"":0}","{""end_line_sha256"":""c14a8ae7a4087911879ec56baa446ad5f1585283da9becb7ef0d5b2d0d90aeb6"",""end_record"":10017,""start_line_sha256"":""464aa309d289d2335cc70c2e5a8597e27944633a022d8c401a15a99aa1bff55a"",""start_record"":9963}"
A,vertical_retry,6,2495.015349,2496.095352,39833,40048,216,20785,20796,"[2.8753408222960775,1.104017452566909,1.3578228257116167]",0.16984973401575315,"[2.888445445213329,1.1513776317103979,0.9093109727029632]",0.08798877735034236,"[0.01310462291725134,0.04736017914348878,-0.4485118530086535]",0.45119574466030005,"[0.02904420769109349,0.10496592599548052,-0.9940516024731855]",-0.45006295632643745,0.03195207884113259,0.061227952195229814,0.12772599530683498,0.0,0.0,5.052142982427158,"[0.7396040366634539,0.017883671715137,0.6726440008205881,-0.01470004752313996]","[0.7393384072158172,0.04355015794436113,0.6715919820281725,0.02112612207837389]","[0.36714214560383374,-0.0971532916317722,-0.017221612251767496]","[0.013654515706321221,0.006899228781635877,-0.36844265309847773]","[0.06573851823769664,-0.3583350029239626,-0.15587164045494425]",0.0,ACCEPT,"{""end_line_sha256"":""1cd078c201ccfd4863790a71dda49009fd917790f6fa58c772de2fcad16aa786"",""end_record"":10058,""end_sample"":5,""start_line_sha256"":""bfd6557c45ad695f3e105fcc4085e4a0b7d752d1ac4057798c0106bdf2ace1e6"",""start_record"":10015,""start_sample"":0}","{""end_line_sha256"":""c309c564b6e9da2683996cdb4f5788d1ebdd23b51e83cfff8b096d958741fb0e"",""end_record"":10061,""start_line_sha256"":""d828caec96b9c4bcf78a4dd111b4d5f8d4dc2bd5aff8bd587730292e6b975007"",""start_record"":10010}"
A,vertical_retry,7,2496.095352,2497.535377,40049,40336,288,20794,20808,"[2.888445445213329,1.1513776317103979,0.9093109727029632]",0.08798877735034236,"[2.9584111112628158,1.070989009150217,1.322145164772495]",0.16102369066283184,"[0.06996566604948695,-0.08038862256018087,0.41283419206953187]",0.42636791061778406,"[0.1640969320325033,-0.18854285362071949,0.9682581211877729]",0.42205524455787935,0.06048938539746763,0.12772599530683498,0.0641541038271608,0.0,0.0,3.0016864170434094,"[0.7382831610037374,0.043170446499591196,0.6727762328924426,0.021128823497998196]","[0.7342260285077992,0.025700966069981377,0.6784123056378196,0.0028884189294132363]","[-0.5603111838037261,0.07103147412869948,-0.09121052398119633]","[-0.04778050090544643,0.009037589441468862,0.5549781954529107]","[0.03233438658416896,-0.49965087384235307,0.15430199489700525]",0.0,ACCEPT,"{""end_line_sha256"":""bc469b303c9cd2ae127e2869fe77d4ae6819bf71ab15c3a9e2fec4dacce225d5"",""end_record"":10125,""end_sample"":3,""start_line_sha256"":""1cd078c201ccfd4863790a71dda49009fd917790f6fa58c772de2fcad16aa786"",""start_record"":10058,""start_sample"":6}","{""end_line_sha256"":""5a84df808d082f2f42a84f65b4ce7998f4df828d356d7f51c5fbe22b45211db8"",""end_record"":10128,""start_line_sha256"":""60d7a88b311d61494f8216bb6a30f468146aff2c1fae17712206d5482cc9d153"",""start_record"":10054}"
A,vertical_retry,8,2497.535377,2499.455410,40337,40720,384,20806,20824,"[2.9584111112628158,1.070989009150217,1.322145164772495]",0.16102369066283184,"[2.7788538047387683,1.4541313754316705,0.10403241358851807]",0.07865318504535129,"[-0.17955730652404744,0.3831423662814535,-1.218112751183977]",1.289510594668737,"[-0.13924453763032013,0.29712230970842013,-0.944631828710875]",-1.2625849197848371,0.2621390739566245,0.0641541038271608,0.2136402645284624,0.0,0.09900990099009901,5.052455456518869,"[0.7340057617971536,0.02594646097813675,0.6786390966379752,0.0033614469627140137]","[0.7071851565089483,0.012312228685896872,0.7066582311540572,0.019279724593981473]","[0.44023951649056564,0.05381010129721184,0.34618390282103534]","[0.025947147921028015,0.022982779459834735,-0.41470561641076387]","[0.04782096310066622,-0.6820187020293843,0.1126650619510224]",0.0,ACCEPT,"{""end_line_sha256"":""443f778a36c964931869ff32535026e1d51ca9b85235f61ce6f315ccdb3169cf"",""end_record"":10194,""end_sample"":7,""start_line_sha256"":""bc469b303c9cd2ae127e2869fe77d4ae6819bf71ab15c3a9e2fec4dacce225d5"",""start_record"":10125,""start_sample"":4}","{""end_line_sha256"":""d846c4a70bbde006a2e217bc83283aa16ae7edd763d3b61d4dea32f372c0570b"",""end_record"":10210,""start_line_sha256"":""1ae0a755205547c96e3293326e21196d27c1f04d96add918d5386cb09f3a930c"",""start_record"":10111}"
A,horizontal_1,1,2552.255959,2554.296033,51267,51674,408,21262,21281,"[2.855900980623492,0.3086228617505679,0.9331385366986319]",0.1083178786017424,"[2.7865353940965027,1.2407142531802657,0.294688786118707]",0.09682832784956331,"[-0.0693655865269891,0.9320913914296978,-0.6384497505799249]",1.1319116708414803,"[-0.06128180167576298,0.8234665437602273,-0.5640455585242722]",-0.752523568683366,0.8455366988860998,0.129181830684992,0.19525293387902123,0.8415841584158416,0.43564356435643564,0.8072732192303143,"[0.708888077415894,0.03063921455545119,0.7046097344684614,0.008003394361590201]","[0.7085656097476963,0.03108129126329701,0.7047999717631727,0.015024307601770872]","[0.0025218724637341983,0.23754167539304588,0.00851958704257737]","[0.019890155828370587,0.2731285476400661,0.013511907502714367]","[-0.06794237775169167,-0.6698494810562874,0.08661933855347378]",0.0,ACCEPT,"{""end_line_sha256"":""ddf33042d03196c47b58c30dc4a3774c12b6c2e79a0697798b1eb6b967c8e72d"",""end_record"":12472,""end_sample"":7,""start_line_sha256"":""146eb1949991d4f29775186c4748c7a039d7a3570f8fd5c14f0f4cbc918ef8bf"",""start_record"":12390,""start_sample"":0}","{""end_line_sha256"":""e72ea8df1133be2f459bc5ccf1e08c1ede230e3ec22f7b06ed0118a683b790a5"",""end_record"":12479,""start_line_sha256"":""8d09b206ecf72d4ecb4d978a5d949c1987a6809160b9b2a298a985c1f2a798ed"",""start_record"":12385}"
A,horizontal_1,2,2554.296033,2557.176034,51675,52250,576,21279,21305,"[2.7865353940965027,1.2407142531802657,0.294688786118707]",0.09682832784956331,"[2.776853589494004,0.44503036194819645,0.8092187267719605]",0.08684027530428835,"[-0.0096818046024989,-0.7956838912320693,0.5145299406532535]",0.9476009982768112,"[-0.010217174338255258,-0.8396824113514028,0.5429816363521286]",0.609504096934634,0.7255704016531445,0.19525293387902123,0.18877666265264695,0.43564356435643564,0.5445544554455446,0.6942332701005677,"[0.7085602535390544,0.031169043914570607,0.7048028579739342,0.014959585485471816]","[0.709551714321511,0.031508335547406494,0.7038902296335829,0.009062787695787293]","[0.013394480901662701,-0.822844733225159,-0.017352634939253556]","[-0.03431928813399913,-0.8302487476383754,-0.061055487812975505]","[-0.10458301700647815,-1.2719335846033488,0.09117015950983509]",0.0,ACCEPT,"{""end_line_sha256"":""1fe56c6e67654f5456851ea199f555d6c3b096bcb8bbed145a1f4b66b7b27dff"",""end_record"":12594,""end_sample"":3,""start_line_sha256"":""ddf33042d03196c47b58c30dc4a3774c12b6c2e79a0697798b1eb6b967c8e72d"",""start_record"":12472,""start_sample"":8}","{""end_line_sha256"":""861da76bf5a4866b7ebeb1ac92cd638310afd46ed49a6d19e2303587f89215f1"",""end_record"":12597,""start_line_sha256"":""20718e7b47bf53b1318e3aba5bfdcc1df0bf0186b769e65847997ae68691f4d2"",""start_record"":12469}"
A,horizontal_1,3,2557.176034,2558.736012,52251,52562,312,21303,21318,"[2.776853589494004,0.44503036194819645,0.8092187267719605]",0.08684027530428835,"[2.8614468868844725,1.2782041464699494,0.3951954251473611]",0.08230365367997217,"[0.08459329739046861,0.833173784521753,-0.4140233016245994]",0.9342108303085693,"[0.09055054238937424,0.8918477044914541,-0.4431797279505395]",-0.5116672544072325,0.7816306648495764,0.18877666265264695,0.07851648116839403,0.5346534653465347,0.5247524752475248,0.6959332353600278,"[0.7095328568177242,0.03181160953111401,0.703899264709518,0.008773353778284346]","[0.709035775646178,0.034726257481258745,0.704176373695268,0.014070914133442835]","[0.002624404149667709,0.28064149512900927,0.014432606737664812]","[0.023517692738181963,0.3036199131651414,0.01667703038204362]","[-0.09435002779746357,-0.7768619725378187,0.0584837028158323]",0.0,ACCEPT,"{""end_line_sha256"":""d558597e5b85f38e51efa4136a68cb14484ffb25a6149a1ad613b87498165ddd"",""end_record"":12664,""end_sample"":5,""start_line_sha256"":""1fe56c6e67654f5456851ea199f555d6c3b096bcb8bbed145a1f4b66b7b27dff"",""start_record"":12594,""start_sample"":4}","{""end_line_sha256"":""55526169e7e211d3c2b2af59acd4e51ec44b54f2b383aac0144da63cb47e7d46"",""end_record"":12667,""start_line_sha256"":""457c4209f7bf983e045ccd9a95b4ab44be170c086967e6408e46758dc748bc11"",""start_record"":12590}"
A,horizontal_1,4,2558.736012,2561.376089,52563,53090,528,21316,21340,"[2.8614468868844725,1.2782041464699494,0.3951954251473611]",0.08230365367997217,"[2.7130440871172623,0.42724680606421805,0.49943361717684204]",0.14277676227265776,"[-0.14840279976721016,-0.8509573404057313,0.10423819202948092]",0.8700674610894935,"[-0.17056470492688122,-0.9780360471591104,0.11980472399111956]",0.20432146759236283,0.8457364392809502,0.07851648116839403,0.5121589738961327,0.5247524752475248,0.5643564356435643,1.2761709285795537,"[0.7090207436168608,0.034846055610350125,0.7041878045012158,0.013959710639974312]","[0.7097307713963013,0.042203427541066985,0.703184700816225,0.005690287777718554]","[-0.008395746961455966,-0.4800755605222413,-0.05434083595031194]","[-0.05553411856457803,-0.5128289237684928,-0.025706347413633247]","[-0.14925114952170002,-1.296290755731258,0.09818055011356547]",0.0,ACCEPT,"{""end_line_sha256"":""2735e9a3d8f7cf23242e6f3b24836f2382702526116c00431b8d020955ae0e69"",""end_record"":12767,""end_sample"":3,""start_line_sha256"":""d558597e5b85f38e51efa4136a68cb14484ffb25a6149a1ad613b87498165ddd"",""start_record"":12664,""start_sample"":6}","{""end_line_sha256"":""264737bca071636fb8cfde8bc268c2fdd400e34abb985a4b15181b63f972d3bc"",""end_record"":12773,""start_line_sha256"":""abc9150eed2e2da4ef8183ecacceecf0c8a2c9c9374d23ee9c177e2af57e1497"",""start_record"":12650}"
A,horizontal_1,5,2561.376089,2564.016139,53091,53618,528,21338,21362,"[2.7130440871172623,0.42724680606421805,0.49943361717684204]",0.14277676227265776,"[2.8516869726295884,1.128666902038305,0.8689641066540089]",0.14152241471689958,"[0.13864288551232606,0.701420095974087,0.3695304894771669]",0.8048383585495389,"[0.1722617765909978,0.871504307073746,0.45913627941780283]",0.2837253303673779,0.7531697818557502,0.5121589738961327,0.09050537111491999,0.5544554455445545,0.9900990099009901,2.1086798130233255,"[0.7097698010214252,0.04192306205933658,0.7031598481172237,0.005959397732873857]","[0.7096429489211911,0.031029498567491265,0.7035709597490173,0.0207836441206264]","[0.001912727705562734,0.33538168391656714,0.0010063428124733544]","[0.008320205291389902,0.4112765776997146,0.025268503572345405]","[-0.20220590809450387,-1.3383522171393827,0.09952293323701131]",0.0,ACCEPT,"{""end_line_sha256"":""3a16751db11e861316bf80bc56e7fedc84756a0375cd5eef14443ae9c0c106dd"",""end_record"":12881,""end_sample"":1,""start_line_sha256"":""2735e9a3d8f7cf23242e6f3b24836f2382702526116c00431b8d020955ae0e69"",""start_record"":12767,""start_sample"":4}","{""end_line_sha256"":""2c016e487cad3b9aec57c43d914522eedf0baf48d8a409ebed6731faef9b3c09"",""end_record"":12883,""start_line_sha256"":""6a10c1c61f9d994e8ae0be87725c6d6c3cbc7d1145acef8298f7c75439a8f110"",""start_record"":12763}"
A,horizontal_1,6,2564.016139,2565.936407,53619,54003,385,21360,21378,"[2.8516869726295884,1.128666902038305,0.8689641066540089]",0.14152241471689958,"[2.820027775990431,0.5023408974359768,0.9951031331283664]",0.08532571001852086,"[-0.03165919663915728,-0.6263260046023283,0.12613902647435749]",0.6396855655498656,"[-0.04949181026453746,-0.9791154253479935,0.19718910863015954]",0.20238047500430986,0.6068276247089294,0.09050537111491999,0.2967616061479968,0.9900990099009901,0.8415841584158416,1.739554244906824,"[0.7096185007428489,0.031033611271489035,0.703595546507301,0.020779925649865864]","[0.7102652937625553,0.03827549231675367,0.7028529912718959,0.007474745778242105]","[-0.00023995886136284213,-0.4186415729516566,-0.018983475325762767]","[-0.030385964488050147,-0.4484908255710841,-0.029716885770030045]","[-0.13765357486485497,-0.9530503472853986,0.06999860395530835]",0.0,ACCEPT,"{""end_line_sha256"":""af20ed9650ecfc38142ee693977fb5f4a7b7babd0bda2bba0edb1e2f4e8db433"",""end_record"":12961,""end_sample"":6,""start_line_sha256"":""3a16751db11e861316bf80bc56e7fedc84756a0375cd5eef14443ae9c0c106dd"",""start_record"":12881,""start_sample"":2}","{""end_line_sha256"":""6d3a8251c95efb9c26e4542853c38aa1cc8f81db7fc098b9dc918d0a9a6be063"",""end_record"":12964,""start_line_sha256"":""5d984bcf99f529f27195375ab5f6564c4dba87dd1703a01a7a0886e98decbc88"",""start_record"":12877}"
A,horizontal_1,7,2565.936407,2568.936185,54004,54602,599,21376,21403,"[2.820027775990431,0.5023408974359768,0.9951031331283664]",0.08532571001852086,"[2.757016808197418,1.044510116904581,0.3759298115750915]",0.2644333476799687,"[-0.06301096779301307,0.5421692194686042,-0.6191733215532749]",0.8254050198082894,"[-0.076339453093765,0.6568523409204972,-0.7501448460988105]",-0.684260066068924,0.4616076350192602,0.2967616061479968,0.24485315885190395,0.8415841584158416,0.7623762376237624,0.801420955911805,"[0.7102625271221132,0.03828982357522797,0.7028552754836972,0.007449409468109302]","[0.709653671634304,0.040453931126091726,0.7032477899192789,0.014060290396947084]","[0.004572566040945518,0.3426248921257477,0.033995508793164986]","[0.03918196138441224,0.4581328617277451,0.026126216656223573]","[-0.24396964518713254,-1.5968257364704361,0.09653198128537199]",0.0,ACCEPT,"{""end_line_sha256"":""8424249d334e06a2ded7832b17a48a9da563c7eeee81b624ecd46540cd68eeab"",""end_record"":13085,""end_sample"":5,""start_line_sha256"":""af20ed9650ecfc38142ee693977fb5f4a7b7babd0bda2bba0edb1e2f4e8db433"",""start_record"":12961,""start_sample"":7}","{""end_line_sha256"":""ec7c8d10ee6d5123fb167548b61c325719150ee479c3a2b5b76d9d61990f5806"",""end_record"":13088,""start_line_sha256"":""9b7abfef059aef3bb945b5772d007bc130ad4cdd67edc80d378336d5ae911c8f"",""start_record"":12957}"
A,horizontal_1,8,2568.936185,2570.136199,54603,54842,240,21401,21413,"[2.757016808197418,1.044510116904581,0.3759298115750915]",0.2644333476799687,"[2.7751931026090033,0.4502741701571723,0.9380826925496778]",0.12182169115935917,"[0.018176294411585303,-0.5942359467474086,0.5621528809745864]",0.8182069418388928,"[0.022214788804815918,-0.7262660781291872,0.6870546462379878]",0.6325267315018672,0.5190111112576666,0.24485315885190395,0.3354274879784889,0.7623762376237624,0.8811881188118812,0.6672825661485074,"[0.7096456897579626,0.04043770061175519,0.7032560739884189,0.014095452301186907]","[0.7105017633736527,0.03472975024739864,0.7027071929694934,0.013553215102649297]","[-0.0026420015319187553,-0.3711818820650184,-0.023307074321270972]","[-0.031325665479927225,-0.3817874609355695,-0.024995732718145508]","[-0.08103795385242125,-0.6932482466616987,0.03658211281802466]",0.0,ACCEPT,"{""end_line_sha256"":""773f5a6bdd450eb7f6c30818cbf3c7244495298822fd7c27314cab5d95a040dd"",""end_record"":13133,""end_sample"":5,""start_line_sha256"":""8424249d334e06a2ded7832b17a48a9da563c7eeee81b624ecd46540cd68eeab"",""start_record"":13085,""start_sample"":6}","{""end_line_sha256"":""eedb8986470e1196903030b06219e923e4fbada95f5be68fae09e84a1ab5e2be"",""end_record"":13137,""start_line_sha256"":""00776a2ae01e0693e15a279f2c0ed39fc435441aae393a7972f279884fdbaf71"",""start_record"":13081}"
A,horizontal_1,9,2570.136199,2572.416489,54843,55299,457,21411,21432,"[2.7751931026090033,0.4502741701571723,0.9380826925496778]",0.12182169115935917,"[2.81135354708494,1.0481488876368832,0.8634334895748137]",0.24139727179819212,"[0.03616044447593669,0.5978747174797109,-0.0746492029748641]",0.6036010760849618,"[0.05990785289926622,0.9905130079581818,-0.12367307801876187]",-0.14759323510711136,0.585278135591567,0.3354274879784889,0.1510674452476842,0.8910891089108911,0.8118811881188119,1.1896675300317376,"[0.7105067705818348,0.0346646746770567,0.7027043177923442,0.013606286888862885]","[0.7101647429531838,0.03278603414093778,0.7028685627561445,0.023809605638473886]","[0.006547542990147035,0.44715148689998363,0.021096717421268136]","[0.034010739826847006,0.5035639062449206,0.03081076412736886]","[-0.19068540684402857,-1.2331438121587166,0.07405753143144839]",0.0,ACCEPT,"{""end_line_sha256"":""8c0b931389b0fed31c1d6d04d9e3e3b7875cdf673525561594043a7c008d5b5e"",""end_record"":13228,""end_sample"":2,""start_line_sha256"":""773f5a6bdd450eb7f6c30818cbf3c7244495298822fd7c27314cab5d95a040dd"",""start_record"":13133,""start_sample"":6}","{""end_line_sha256"":""b7a1f1f499a2b37178e287e4fbe899a2090e41450f3019d89fb724ae20b2233a"",""end_record"":13230,""start_line_sha256"":""7d84d9f2abea9642805bbe7816750a5011c501c8d1fd6c559c24a57bfc5050e6"",""start_record"":13130}"
A,horizontal_1,10,2572.416489,2574.456254,55300,55707,408,21430,21449,"[2.81135354708494,1.0481488876368832,0.8634334895748137]",0.24139727179819212,"[2.790439877883131,0.519520256743783,0.767422842669172]",0.5044647721752915,"[-0.020913669201808816,-0.5286286308931002,-0.09601064690564165]",0.5376836014596651,"[-0.03889586579362636,-0.9831592956489967,-0.17856346491691172]",-0.029684459323435095,0.5368635656787591,0.1510674452476842,0.4329131676078048,0.8118811881188119,1.0,3.7694273413229826,"[0.710167806956147,0.03276439761797827,0.7028653701104792,0.023842225384534572]","[0.7098847128781329,0.05291789970441216,0.7023238448890311,-0.0021464419612221915]","[-0.00486675356976361,-0.3769084533056413,-0.012688370973034734]","[-0.026245509085032714,-0.4157165180310985,-0.025670020418386057]","[-0.17954868900615528,-1.1514151245869222,0.06427132209229418]",0.0,ACCEPT,"{""end_line_sha256"":""1e5922a3c271381e36884a079ff08c8ae824dfde2aad875f20dcba15ee7231bd"",""end_record"":13312,""end_sample"":0,""start_line_sha256"":""8c0b931389b0fed31c1d6d04d9e3e3b7875cdf673525561594043a7c008d5b5e"",""start_record"":13228,""start_sample"":3}","{""end_line_sha256"":""e8b509354bbd8ab72f2e57b17c28b78524ca4e153aafaa9b6fde5036a0348ef1"",""end_record"":13314,""start_line_sha256"":""83d53b22c48855a52964727f26db73b297bcd52841c5eece7e486362697466fa"",""start_record"":13221}"
