mount,action,stroke_index,start_hardware_s,end_hardware_s,imu_start_seq,imu_end_seq,imu_sample_count,t4_start_sweep,t4_end_sweep,start_plateau_center_m,start_uncertainty_m,end_plateau_center_m,end_uncertainty_m,delta_p_V4_m,magnitude_m,signed_unit_direction_V4,vertical_component_m,horizontal_component_m,t4_start_speed_mps,t4_end_speed_mps,imu_start_quiet_fraction,imu_end_quiet_fraction,gyro_attitude_change_deg,quaternion_start_wxyz,quaternion_end_wxyz,raw_sensor_preintegration_m,gravity_compensated_preintegration_N_m,raw_end_delta_v_N_mps,time_offset_s,decision,imu_raw_provenance,t4_raw_provenance
B,vertical_retry,4,2947.300512,2948.740471,64740,65027,288,24554,24568,"[2.830525983466264,1.041984878446631,0.4885495997093977]",0.3402948762044862,"[2.7923445149717034,0.9835442610449376,1.2469153382665559]",0.075,"[-0.03818146849456072,-0.05844061740169337,0.7583657385571582]",0.7615718769203838,"[-0.05013508199509353,-0.07673683754974434,0.9957901040461336]",0.7406430349883045,0.17731220612058649,0.28120804085172385,0.10013274141792695,0.0,0.0,7.884255963590799,"[0.6831477147357511,-0.7292398537211404,0.003112457133440608,0.03884260813440945]","[0.6391640362116823,-0.7688337687485439,-0.01641814094285035,0.009716763529208708]","[-0.07414052454959653,-0.4576770857316252,0.23675176841026563]","[0.0046014690545393205,0.031932402307251466,0.42817338692249807]","[0.4037900505140561,-0.16754850890811668,-0.03999195418954072]",0.0,ACCEPT,"{""end_line_sha256"":""7ef2fef18fb85fc2123fe44827e8d783c263840c6d9343e04bea16903dd2c4d9"",""end_record"":28851,""end_sample"":6,""start_line_sha256"":""ea562ca688f135dc9556db0752bc423f03d603f559d04da273d7d4ddbd1f5e71"",""start_record"":28784,""start_sample"":9}","{""end_line_sha256"":""9a0af47f84bff06629195240c78288fb40621a06fd050275718fabc798a707a2"",""end_record"":28855,""start_line_sha256"":""b9d1ee903d1a0fa78478d8ec8a712fa052cdd3fe11e643c9358961ad3a5750ab"",""start_record"":28781}"
B,vertical_retry,5,2948.740471,2949.820320,65028,65243,216,24566,24577,"[2.7923445149717034,0.9835442610449376,1.2469153382665559]",0.075,"[2.69589052303459,0.9091937618865641,0.7924015128486529]",0.10514834808925906,"[-0.09645399193711324,-0.07435049915837355,-0.454513825417903]",0.47054668926868454,"[-0.20498282983782193,-0.15800876056301194,-0.9659271561857133]",-0.467401602940195,0.05431324286632356,0.10013274141792695,0.2875510986452096,0.0,0.04950495049504951,8.956437739046049,"[0.6392668584625154,-0.7687706864576104,-0.01473583841852337,0.01060048966152722]","[0.695907169969783,-0.7178115865380348,-0.0011699426704113356,0.02140953643929031]","[-0.0622223682505386,0.28826421422908044,-0.12746603943081708]","[-0.034845377476002276,-0.010070256672555395,-0.2728077798482589]","[0.2955422129283806,-0.13653249380170726,0.09887482205118903]",0.0,ACCEPT,"{""end_line_sha256"":""01c3c95ca5acfaaa236e9ff9c72ca7ddb0ae52b90d143abd79297d40b892aa12"",""end_record"":28898,""end_sample"":2,""start_line_sha256"":""7ef2fef18fb85fc2123fe44827e8d783c263840c6d9343e04bea16903dd2c4d9"",""start_record"":28851,""start_sample"":7}","{""end_line_sha256"":""bda29181df6c8a7567965e5e1e52e25455d269b80b4790912680206c338d62b7"",""end_record"":28901,""start_line_sha256"":""22aebf62f17174b674d3895612bffd9b90e6e921ca2f244949bac4ea6f1a8cd8"",""start_record"":28845}"
B,vertical_retry,6,2949.820320,2950.780311,65244,65435,192,24575,24585,"[2.69589052303459,0.9091937618865641,0.7924015128486529]",0.10514834808925906,"[2.7985147476011965,0.9971157895587348,1.339362021248581]",0.29460743280619883,"[0.10262422456660625,0.08792202767217072,0.5469605083999282]",0.5634073234942825,"[0.18214925558674902,0.1560541086453644,0.9708083043856259]",0.5607934528721304,0.05420807488506337,0.2875510986452096,0.10171191636480628,0.04950495049504951,0.0,5.994752700304978,"[0.6971214809181558,-0.7166350925985189,-0.0009560085530968599,0.02132770373097139]","[0.6606426787192429,-0.7497072520397042,0.0032890493330093922,0.038463871986890885]","[0.04296945545533582,-0.3619488229278443,0.05578441984134528]","[0.02363269563126688,0.0032601207485249955,0.3561961620358616]","[0.2836422400685259,-0.06054434032603134,-0.004288361756683911]",0.0,ACCEPT,"{""end_line_sha256"":""2859ce51e7cc4fb07a14409acdfb4f608be8bffd64245ec06e137b9e569620c1"",""end_record"":28938,""end_sample"":4,""start_line_sha256"":""01c3c95ca5acfaaa236e9ff9c72ca7ddb0ae52b90d143abd79297d40b892aa12"",""start_record"":28898,""start_sample"":3}","{""end_line_sha256"":""66ee8dae97f46449f8b41bc6735ee8cc1348164d4603a8021fa7fa2ca9e29e2b"",""end_record"":28941,""start_line_sha256"":""9e34125edecfad134cb6f3935b08b1dc981382183fc1af3e58e42f539ebae41b"",""start_record"":28894}"
B,vertical_retry,7,2950.780311,2951.740296,65436,91,192,24583,24593,"[2.7985147476011965,0.9971157895587348,1.339362021248581]",0.29460743280619883,"[2.6518049415311182,0.9270852317759873,0.7748854455176913]",0.07765588288592197,"[-0.14670980607007822,-0.07003055778274747,-0.5644765757308897]",0.5874196547353123,"[-0.24975297453433823,-0.11921725331833305,-0.9609426092241319]",-0.5815423875597144,0.08288728636347341,0.10171191636480628,0.09281706610301912,0.0,0.0,8.665871773496036,"[0.6600780398712365,-0.7502494146828511,0.0027222846415926,0.03762161897255509]","[0.7147857619748021,-0.6986463566907547,0.006097218811327702,0.030617097896489004]","[-0.025574263583343963,0.3426984838992885,-0.07450342566621448]","[-0.021698285337342017,-0.020836664785762446,-0.33350584036437975]","[0.3129721044189347,-0.17122215881340314,-0.002138893853480401]",0.0,ACCEPT,"{""end_line_sha256"":""e8f6527ab44c631064b48234cdad6294d1e15bf292c83e8c44f26ad4bb8f85d3"",""end_record"":28977,""end_sample"":6,""start_line_sha256"":""2859ce51e7cc4fb07a14409acdfb4f608be8bffd64245ec06e137b9e569620c1"",""start_record"":28938,""start_sample"":5}","{""end_line_sha256"":""078e95176bf1227eb66c21fca9fa5bb23259499af23f92efd452dbedfe312408"",""end_record"":28981,""start_line_sha256"":""33f205309ee722c3599dd001a51823e49eafdb462dd530c1ef8c87e679adf4c2"",""start_record"":28931}"
B,vertical_retry,8,2951.740296,2952.700552,92,283,192,24591,24601,"[2.6518049415311182,0.9270852317759873,0.7748854455176913]",0.07765588288592197,"[2.7114792479330285,0.9566198667064915,1.3839509978822013]",0.22546822197984898,"[0.05967430640191029,0.029534634930504122,0.60906555236451]",0.6126941852034447,"[0.09739656070360042,0.048204529508791026,0.9940775791143999]",0.6120572497998377,0.027930047432326383,0.09281706610301912,0.1395548114670019,0.0,0.0,9.797785517376495,"[0.7158638057060582,-0.6974825467359118,0.0064534070440049225,0.031866317897587905]","[0.6536865004929417,-0.7557471460766334,0.007836292491363299,0.03845520498326404]","[0.005292023639499488,-0.2397227332505011,0.10200651796205154]","[-0.0006949496345575986,0.013590376336189662,0.23365199798715555]","[0.34936857744008915,-0.01573095337299259,0.21390771156266453]",0.0,ACCEPT,"{""end_line_sha256"":""83a2c81762211a2a637267f33f744c99330c10b0f1ec565252197b3e3bfb2d64"",""end_record"":29017,""end_sample"":8,""start_line_sha256"":""e8f6527ab44c631064b48234cdad6294d1e15bf292c83e8c44f26ad4bb8f85d3"",""start_record"":28977,""start_sample"":7}","{""end_line_sha256"":""e43f3b275baa374ce1a03d43aa772e3bf0bea8c5c60360c3ecd035bc86bc5793"",""end_record"":29021,""start_line_sha256"":""1e44b3aa8d551b1a598a9614440c409e08e0cf1dee1d5bfb1f7bde793029987f"",""start_record"":28961}"
B,horizontal_1,1,2985.820711,2986.780695,6908,7099,192,24875,24885,"[2.8007866140083943,0.3994661706960727,2.0233283892669656]",0.4034002344315656,"[2.841024414148794,0.8682415051277736,0.9494089075795549]",0.11571891092065502,"[0.04023780014039957,0.46877533443170094,-1.0739194816874107]",1.1724642629434163,"[0.034318999232765074,0.3998205738525987,-0.9159507164776063]",-1.0155374544141402,0.5859659773071271,0.2342286952380371,0.6093799189953155,0.38613861386138615,0.5445544554455446,0.4826996054548388,"[0.6935447993882548,-0.7197009129350439,-0.00892106608545228,0.0307672186241954]","[0.6956497879190261,-0.7177520398982578,-0.00614558268778364,0.029421312063391155]","[0.10615405335247412,0.005946059678123811,-0.01840602381280957]","[0.10608414211638627,-0.008110266481291126,-0.00896414157680197]","[0.9177051568100969,-0.1138795042578167,-0.03655233732966726]",0.0,ACCEPT,"{""end_line_sha256"":""51766e2af1b43600b994a0027757dc6dd6e4e6cbaf1ae3f4f1714803d7ee6758"",""end_record"":30432,""end_sample"":4,""start_line_sha256"":""a9203a348b53d80481a16dad8e850c42cea0332255dd942964f9ed345ae3701e"",""start_record"":30392,""start_sample"":3}","{""end_line_sha256"":""6c54aca341393fddc643b083a57a99f720693646245af1116fb70339b15a9350"",""end_record"":30435,""start_line_sha256"":""98b4e44573bc2322b43819a1f11999d0f6da2e6ff00842151aa1f73af02c81e4"",""start_record"":30388}"
B,horizontal_1,2,2986.780695,2988.460728,7100,7435,336,24883,24899,"[2.841024414148794,0.8682415051277736,0.9494089075795549]",0.11571891092065502,"[2.739940530132631,0.47938124750542466,1.6335376215812]",0.24231388179243452,"[-0.10108388401616297,-0.388860257622349,0.6841287140016452]",0.7933866326624476,"[-0.12740810073513034,-0.4901270598893397,0.862289186428369]",0.6301693286639443,0.4820258977468861,0.6093799189953155,0.14031288647720763,0.5445544554455446,0.9603960396039604,0.31454253083253714,"[0.6956516167248311,-0.7177523721463034,-0.0061349585669159875,0.029372141730990307]","[0.6951469974582429,-0.7181750022505018,-0.004254664871935884,0.03126045255764671]","[-0.7375661431332573,0.0006727706663712916,0.051726547302526536]","[-0.7593336878914946,0.0052472009085930285,0.02510104553802537]","[0.22086611044228122,-0.15154551934388327,0.013300903270886694]",0.0,ACCEPT,"{""end_line_sha256"":""b4e7c4a2ec35a0e7ae7fd4d2fe9e3be39f299f067556139c885175d00783ad4f"",""end_record"":30493,""end_sample"":0,""start_line_sha256"":""51766e2af1b43600b994a0027757dc6dd6e4e6cbaf1ae3f4f1714803d7ee6758"",""start_record"":30432,""start_sample"":5}","{""end_line_sha256"":""cdac88cdedfd05d7e2602e9e27ba8158b4fc70e7cd3483227d14c46cd2d52521"",""end_record"":30495,""start_line_sha256"":""a4ed6ff910a8034232d9f2159f4ad9ccc55e7ca9626d19bf281871b1e8459416"",""start_record"":30425}"
B,horizontal_1,3,2988.460728,2989.420956,7436,7627,192,24897,24907,"[2.739940530132631,0.47938124750542466,1.6335376215812]",0.24231388179243452,"[2.807016358766714,0.8800746324620798,0.6766569539035804]",0.2217975226764048,"[0.06707582863408312,0.4006933849566552,-0.9568806676776197]",1.0395551778093062,"[0.0645235866896787,0.38544696184482624,-0.9204712631936387]",-0.9028297564928734,0.5153381399636139,0.14031288647720763,0.6021596630659585,0.9603960396039604,0.594059405940594,0.7735624774055924,"[0.6951459373060531,-0.7181765968405668,-0.004243541464129347,0.031248903232483236]","[0.6951310869208797,-0.7184439929947402,-0.001531100741729164,0.025073026472468098]","[-0.014312537524374298,0.0008681375219895296,0.005620508107273158]","[-0.010941341903672394,0.005454797941131439,-0.000787824156727341]","[0.976517171441536,-0.10189422208845943,-0.02752972933309642]",0.0,REJECT_IMU_PREINTEGRATION_SNR,"{""end_line_sha256"":""774612a0b5089d571594e1dc1a714ac2c7092c08c012784f69a25b55ecc7efb8"",""end_record"":30533,""end_sample"":2,""start_line_sha256"":""b4e7c4a2ec35a0e7ae7fd4d2fe9e3be39f299f067556139c885175d00783ad4f"",""start_record"":30493,""start_sample"":1}","{""end_line_sha256"":""0664226c0bf0f47bfe1d4ba966b623cb7071bc98c6bb336f78c016039a07d5e1"",""end_record"":30536,""start_line_sha256"":""a4c4d9f9e313ad190db1dd3cdc54ee609645747000d6a5600a82dcd91d8c91e9"",""start_record"":30489}"
B,horizontal_1,4,2989.420956,2991.340743,7628,8011,384,24905,24923,"[2.807016358766714,0.8800746324620798,0.6766569539035804]",0.2217975226764048,"[2.6851745963789795,0.2709261094782934,1.6805086232846782]",0.24863006409162444,"[-0.12184176238773459,-0.6091485229837865,1.0038516693810977]",1.1805191706339608,"[-0.10321032086442382,-0.5160005344569393,0.8503476219213032]",0.9242172140561538,0.7344712747797398,0.6021596630659585,0.5226317407838721,0.5841584158415841,0.8118811881188119,0.5467724793394352,"[0.695159507852924,-0.7184127630422326,-0.0016866338456244033,0.025169739886944136]","[0.6956261420415394,-0.717780365301698,-0.0017507579590654147,0.029875617856942052]","[-0.7922650319419084,-0.004324945733712954,0.0510184023064684]","[-0.8272655758286931,0.010460234104807262,0.03256887315735222]","[0.26085103202137544,-0.19485018437662724,0.0037991324323151283]",0.0,ACCEPT,"{""end_line_sha256"":""dc0f04c3671b8cb527e5abc6b261423431e35b8bdfc18b9148cde9e61d5df6ea"",""end_record"":30614,""end_sample"":6,""start_line_sha256"":""774612a0b5089d571594e1dc1a714ac2c7092c08c012784f69a25b55ecc7efb8"",""start_record"":30533,""start_sample"":3}","{""end_line_sha256"":""3e81fd4706ad04e3b9d307d26cf9ad03ad0dce487580a933e69cd3e5b4de7083"",""end_record"":30618,""start_line_sha256"":""fe3bdd7bb50e8013ab652c3d656fe6a7b7c69019b639319c1c783ef5d14a6cd1"",""start_record"":30529}"
B,horizontal_1,5,2991.340743,2992.180775,8012,8179,168,24921,24930,"[2.6851745963789795,0.2709261094782934,1.6805086232846782]",0.24863006409162444,"[2.86373574330588,0.7564368337549614,0.9569321257199224]",0.13811549924388075,"[0.17856114692690062,0.485510724276668,-0.7235764975647558]",0.8894760786033451,"[0.20074867803896113,0.545838989890562,-0.8134861802027495]",-0.6516177277283077,0.6054436648589042,0.5226317407838721,0.49644182553404687,0.801980198019802,0.7326732673267327,0.22823100525862694,"[0.6956234210254151,-0.7177832949665717,-0.001758465884251135,0.02986813327885889]","[0.6956634685028757,-0.7178231572767806,-0.0012612043957168362,0.02794034414990303]","[0.012341451152643082,0.0010299855541579478,0.0012297816827376068]","[0.013584378868989229,0.0019850419511377856,-0.0016955791898651752]","[0.8526260623130582,-0.09435808710731396,-0.03244864995928985]",0.0,REJECT_IMU_PREINTEGRATION_SNR,"{""end_line_sha256"":""52cdd9cc779389779557639e491c1c8e491bcc287cd81aaf901323a97ab97b9f"",""end_record"":30652,""end_sample"":4,""start_line_sha256"":""dc0f04c3671b8cb527e5abc6b261423431e35b8bdfc18b9148cde9e61d5df6ea"",""start_record"":30614,""start_sample"":7}","{""end_line_sha256"":""1d7f6aa48d1c4101746dd2df21376ad0077effc24c8b7b5dba105f6ad2a0902c"",""end_record"":30655,""start_line_sha256"":""5982bbe678c55fb187361373068db862d004aea130c401a11b7e18a80c694833"",""start_record"":30611}"
B,horizontal_1,6,2992.180775,2994.340786,8180,8611,432,24928,24948,"[2.86373574330588,0.7564368337549614,0.9569321257199224]",0.13811549924388075,"[2.739745928839504,0.27246055050922624,1.723217907377411]",0.2590556145187558,"[-0.12398981446637602,-0.48397628324573516,0.7662857816574886]",0.9147679574658213,"[-0.13554236727952804,-0.5290699999882955,0.8376832347520432]",0.7002435733217509,0.5886079799219309,0.49644182553404687,0.3049582738795064,0.7227722772277227,0.504950495049505,0.320069267555974,"[0.6956573695001768,-0.7178285824539221,-0.0013120777691380582,0.027950472701106125]","[0.6944674756545665,-0.719060378461227,-0.0016740520408655196,0.025773919665733936]","[-0.7313762938715364,-0.002760813789664796,0.03615477941546621]","[-0.7520951690411102,0.0005433327544971108,0.029686672295491805]","[0.4892802509022076,-0.24445194656765398,0.004637885862575636]",0.0,ACCEPT,"{""end_line_sha256"":""f424073aa2dfef3a320c64faa18cfc21d4ac80553e36184d08c7ece675c27fec"",""end_record"":30738,""end_sample"":6,""start_line_sha256"":""52cdd9cc779389779557639e491c1c8e491bcc287cd81aaf901323a97ab97b9f"",""start_record"":30652,""start_sample"":5}","{""end_line_sha256"":""5c2219f4b7efcd3dea9d06c384377e40f25d157a5fcb4fa12d4741929c7e6dde"",""end_record"":30742,""start_line_sha256"":""aa3ad41ed2f2864a11771788d1b8f6f3ad144c869bdd2885e53cf204c4199950"",""start_record"":30648}"
B,horizontal_2,1,3039.821351,3040.541278,17709,17852,144,25325,25333,"[3.0580567290081873,0.9624278708617531,1.39206811840528]",0.4602958858927573,"[2.8955232210803086,0.984859832836327,0.9897291445753299]",0.2259541623942135,"[-0.16253350792787868,0.022431961974573977,-0.4023389738299502]",0.43450774904471834,"[-0.3740635426760851,0.05162614941595746,-0.9259650137759513]",-0.4145892585241337,0.13004895499894215,1.0724278427341505,0.21592827346305024,0.09900990099009901,0.42574257425742573,2.5228455825339617,"[0.6931138601061902,-0.7191083990794552,-0.014368360006350035,0.04764281197418297]","[0.6980422271317812,-0.7153770812289413,-0.0011388100841742833,0.03116703233956988]","[0.00026234464685605545,-0.006146394501955127,0.10582467105963987]","[-0.0022373485964983504,0.11252055290658969,0.003286569346707241]","[0.41937374980396264,-0.8493997861026561,-0.005583785344820956]",0.0,ACCEPT,"{""end_line_sha256"":""28fbf5581a00c4cb4fd401374db98a0721f14e1406b4a9100ffb78f90fd3c5be"",""end_record"":32655,""end_sample"":7,""start_line_sha256"":""58f9901ab86ed1628a184366245e8e04126b397196a7fee5c9c59bae12b09bba"",""start_record"":32636,""start_sample"":4}","{""end_line_sha256"":""cbc42de3c963cafe3aa162cca9df48a3c629f1c2c2bb3fe4b0569aaa705712cb"",""end_record"":32659,""start_line_sha256"":""e324d4232dcdbceab594f6e0c7646f93ff5d0babda732cbd335dab8c8224f964"",""start_record"":32619}"
B,horizontal_2,2,3040.541278,3041.381523,17853,18020,168,25331,25340,"[2.8955232210803086,0.984859832836327,0.9897291445753299]",0.2259541623942135,"[3.196647023100584,0.8383751799273496,1.3330834260312614]",0.20955361662999447,"[0.30112380202027555,-0.1464846529089775,0.3433542814559315]",0.47960969576847456,"[0.6278517817238608,-0.30542471138800975,0.7159035450811265]",0.3608589052355161,0.31592136804488796,0.21592827346305024,0.9430389982091353,0.42574257425742573,0.13861386138613863,1.662864752332984,"[0.6980412042972717,-0.7153786758317063,-0.0011295451617452156,0.031153673879925684]","[0.6928152513103355,-0.7198612875760284,-0.008377079188738172,0.04167227790084099]","[0.0006818686327838642,0.0032889148205168537,-0.057691640883723]","[-0.00011101958873146343,-0.06718047603804969,-0.002149642877955412]","[0.48266161777643113,-0.8399426238298733,-0.012730759871595146]",0.0,REJECT_IMU_PREINTEGRATION_SNR,"{""end_line_sha256"":""f78d926cfffc24ee92d0278ef9bde55d214be2ab9f8392c5d6d90a190276bc9d"",""end_record"":32693,""end_sample"":5,""start_line_sha256"":""28fbf5581a00c4cb4fd401374db98a0721f14e1406b4a9100ffb78f90fd3c5be"",""start_record"":32655,""start_sample"":8}","{""end_line_sha256"":""07202f3ce048b5e9301fa64dcd748ac02434e6f8b807b1ef26b8408f4a29a98c"",""end_record"":32696,""start_line_sha256"":""c92aa2907456b751e8cd19140fa992a8f328c99c0496065575035357ac8d0f87"",""start_record"":32652}"
B,horizontal_2,3,3041.381523,3042.221621,18021,18188,168,25338,25347,"[3.196647023100584,0.8383751799273496,1.3330834260312614]",0.20955361662999447,"[3.431242347847455,0.9664243649703457,0.4182516703539192]",0.075,"[0.23459532474687084,0.12804918504299612,-0.9148317556773422]",0.9530732927634441,"[0.24614615321625444,0.13435397467881657,-0.9598755548220009]",-0.8667197116249852,0.3964159972297486,0.9430389982091353,0.1612541280958429,0.13861386138613863,0.33663366336633666,0.7680895492933888,"[0.6927959050764104,-0.7198657939780573,-0.008558425173914704,0.041878704949429454]","[0.6911124786937104,-0.7217794316803328,-0.004602757714696417,0.03710536913266807]","[-0.010365217247324159,-0.0005783792660593405,-0.010594940896565987]","[-0.008585568098466357,-0.013639398982313197,0.0015228520465766658]","[0.4692858790897021,0.6036233005247031,-0.006915096023964342]",0.0,REJECT_IMU_PREINTEGRATION_SNR,"{""end_line_sha256"":""60bbde26045bce8d67ff7f9f7d2da93ee3836a2d0f28e5fe0f85530373e9ab16"",""end_record"":32730,""end_sample"":3,""start_line_sha256"":""f78d926cfffc24ee92d0278ef9bde55d214be2ab9f8392c5d6d90a190276bc9d"",""start_record"":32693,""start_sample"":6}","{""end_line_sha256"":""3bb049597ce5438bdfa7e960b101f765cdc75d3d73821593424812e375e55754"",""end_record"":32733,""start_line_sha256"":""4480a1259eb3b2c5e71d48d159dc2d695f27773900259199365391e56d9a3b22"",""start_record"":32689}"
B,horizontal_2,4,3042.221621,3043.181354,18189,18380,192,25345,25355,"[3.431242347847455,0.9664243649703457,0.4182516703539192]",0.075,"[3.1055789738101267,1.0800603143778817,1.448936930179631]",0.2829168222424694,"[-0.32566337403732826,0.11363594940753607,1.030685259825712]",1.0868679160823196,"[-0.2996347294997918,0.10455359637180538,0.9483077424356021]",0.9927652148180504,0.4423789046240727,0.1612541280958429,0.8190329831564955,0.33663366336633666,0.46534653465346537,1.502522259993454,"[0.6911207346098497,-0.7217695387483026,-0.0046353872940716025,0.037139955735543004]","[0.695511482246999,-0.7169731540346976,-0.01252742401151632,0.04534686432109762]","[0.005361635052822235,-0.0012266692205290934,0.11876156016519673]","[-0.005720946814047489,0.12768252236804456,-0.0035159391727063484]","[0.553055442227167,0.5551276220274449,-0.004466660463608767]",0.0,ACCEPT,"{""end_line_sha256"":""75c82b01d48e0b715c5899d2b7905e26f433814448bcd225b0ff7cb4b9d1743f"",""end_record"":32770,""end_sample"":5,""start_line_sha256"":""60bbde26045bce8d67ff7f9f7d2da93ee3836a2d0f28e5fe0f85530373e9ab16"",""start_record"":32730,""start_sample"":4}","{""end_line_sha256"":""a38886a161f20420bf18b22c014d1a16914f08f9cd04b934b44ee5063c0c28b4"",""end_record"":32773,""start_line_sha256"":""1187f46e804dd60f70517695f7f0999964c8fa49e405c2bfb06d33d8ef9edacf"",""start_record"":32726}"
