mount,action,stroke_index,stage_index,stage,before_vector,after_vector,chronological_sign_preserved,notes
A,horizontal_2,1,11,IMU_ZUPT_DISPLACEMENT_N,"[0.0,0.0,0.0]","[-0.6836517757074432,0.04706391228581562,0.0008153716352641611]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,1,12,LOCAL_TO_V4,"[-0.6836517757074432,0.04706391228581562,0.0008153716352641611]","[-0.6842882066038177,0.0208111554494008,0.03019889418972811]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,1,13,FINAL_RESIDUAL,"[-0.6842882066038177,0.0208111554494008,0.03019889418972811]","[-0.7377186672910647,0.04163059479169151,0.21204465679068563]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,1,RAW_T4_ENDPOINTS,"[2.817310339183285,1.146731423625564,1.0476894804377863]","[3.6438857127218536,1.1006419063994006,0.7560878367540262]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,2,SIGNED_T4_DISPLACEMENT,"[0.0,0.0,0.0]","[0.8265753735385686,-0.04608951722616328,-0.29160164368376007]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,3,RAW_ACCEL_MEDIAN_S,"[0.0,0.0,0.0]","[-9.859322436523437,0.181959326171875,0.1149216796875]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,4,GYRO_BIAS_CORRECTED_MEDIAN_DPS,"[0.0,0.0,0.0]","[0.24749755859375,-0.49224853515625,0.0]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,5,SPECIFIC_FORCE_S_MEDIAN,"[0.0,0.0,0.0]","[-9.859322436523437,0.181959326171875,0.1149216796875]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,6,GRAVITY_N,"[0.0,0.0,0.0]","[0.0,0.0,-9.80665]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,7,Q_START_VECTOR_PART,"[0.0,0.0,0.0]","[0.03886873370734632,0.6999025917316113,0.025890308899016994]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,8,Q_END_VECTOR_PART,"[0.0,0.0,0.0]","[0.042020702031462576,0.692639211394303,0.02185482452196707]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,9,ROTATED_SPECIFIC_FORCE_N_MEDIAN,"[0.0,0.0,0.0]","[-0.16013774639250516,-0.7049129247721466,9.82781674125437]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,10,IMU_RAW_DELTA_V_N,"[0.0,0.0,0.0]","[-0.3591865759884538,-1.4877339804876657,0.04473627575494506]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,11,IMU_ZUPT_DISPLACEMENT_N,"[0.0,0.0,0.0]","[0.6703811512369827,-0.05615578256867455,-0.0024271257328496113]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,12,LOCAL_TO_V4,"[0.6703811512369827,-0.05615578256867455,-0.0024271257328496113]","[0.6712726930103027,-0.030122310283645194,-0.03249413533112302]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
A,horizontal_2,2,13,FINAL_RESIDUAL,"[0.6712726930103027,-0.030122310283645194,-0.03249413533112302]","[0.8265753735385686,-0.04608951722616328,-0.29160164368376007]",True,column vectors; no abs/dominant-axis/cluster sign canonicalization
