version,location,height,facing,n,D3_median,D3_p75,D3_p95,D3_max
v2,center,high,ABEF,1,64.7129361128621,64.7129361128621,64.7129361128621,64.7129361128621
v2,center,high,ADHE,1,67.18391771306045,67.18391771306045,67.18391771306045,67.18391771306045
v2,center,high,BCGF,1,42.33449447021767,42.33449447021767,42.33449447021767,42.33449447021767
v2,center,high,CDHG,1,83.24707303123638,83.24707303123638,83.24707303123638,83.24707303123638
v2,center,low,ABEF,1,65.48891295454588,65.48891295454588,65.48891295454588,65.48891295454588
v2,center,low,ADHE,1,89.38169658366724,89.38169658366724,89.38169658366724,89.38169658366724
v2,center,low,BCGF,1,41.13332648845107,41.13332648845107,41.13332648845107,41.13332648845107
v2,center,low,CDHG,1,116.0891383610776,116.0891383610776,116.0891383610776,116.0891383610776
v2,center,mid,ABEF,1,82.93846249225432,82.93846249225432,82.93846249225432,82.93846249225432
v2,center,mid,ADHE,1,40.467859193364056,40.467859193364056,40.467859193364056,40.467859193364056
v2,center,mid,BCGF,1,40.2972308034702,40.2972308034702,40.2972308034702,40.2972308034702
v2,center,mid,CDHG,1,56.95107123001742,56.95107123001742,56.95107123001742,56.95107123001742
v2,edge,high,ABEF,1,61.70764822000432,61.70764822000432,61.70764822000432,61.70764822000432
v2,edge,high,ADHE,1,43.34422380823543,43.34422380823543,43.34422380823543,43.34422380823543
v2,edge,high,BCGF,1,64.68282229720734,64.68282229720734,64.68282229720734,64.68282229720734
v2,edge,high,CDHG,1,56.5092201721248,56.5092201721248,56.5092201721248,56.5092201721248
v2,edge,low,ABEF,1,61.73988681951271,61.73988681951271,61.73988681951271,61.73988681951271
v2,edge,low,ADHE,1,46.59232149851357,46.59232149851357,46.59232149851357,46.59232149851357
v2,edge,low,BCGF,1,58.87065490310594,58.87065490310594,58.87065490310594,58.87065490310594
v2,edge,low,CDHG,1,81.86801106753924,81.86801106753924,81.86801106753924,81.86801106753924
v2,edge,mid,ABEF,1,63.24937561367667,63.24937561367667,63.24937561367667,63.24937561367667
v2,edge,mid,ADHE,1,41.67319124962105,41.67319124962105,41.67319124962105,41.67319124962105
v2,edge,mid,BCGF,1,49.42581711325082,49.42581711325082,49.42581711325082,49.42581711325082
v2,edge,mid,CDHG,1,87.29346467390036,87.29346467390036,87.29346467390036,87.29346467390036
v3-full,center,high,ABEF,1,65.08182893403963,65.08182893403963,65.08182893403963,65.08182893403963
v3-full,center,high,ADHE,1,75.33819547738572,75.33819547738572,75.33819547738572,75.33819547738572
v3-full,center,high,BCGF,1,47.76071348676251,47.76071348676251,47.76071348676251,47.76071348676251
v3-full,center,high,CDHG,1,95.00926966136137,95.00926966136137,95.00926966136137,95.00926966136137
v3-full,center,low,ABEF,1,50.009140632264646,50.009140632264646,50.009140632264646,50.009140632264646
v3-full,center,low,ADHE,1,72.53659758183086,72.53659758183086,72.53659758183086,72.53659758183086
v3-full,center,low,BCGF,1,48.744437742895364,48.744437742895364,48.744437742895364,48.744437742895364
v3-full,center,low,CDHG,1,97.1804029355771,97.1804029355771,97.1804029355771,97.1804029355771
v3-full,center,mid,ABEF,1,80.50113966743646,80.50113966743646,80.50113966743646,80.50113966743646
v3-full,center,mid,ADHE,1,43.35048255755558,43.35048255755558,43.35048255755558,43.35048255755558
v3-full,center,mid,BCGF,1,40.28257904657612,40.28257904657612,40.28257904657612,40.28257904657612
v3-full,center,mid,CDHG,1,57.4455160697784,57.4455160697784,57.4455160697784,57.4455160697784
v3-full,edge,high,ABEF,1,64.37910733366598,64.37910733366598,64.37910733366598,64.37910733366598
v3-full,edge,high,ADHE,1,38.616564915291065,38.616564915291065,38.616564915291065,38.616564915291065
v3-full,edge,high,BCGF,1,63.84626764619926,63.84626764619926,63.84626764619926,63.84626764619926
v3-full,edge,high,CDHG,1,95.09986399202091,95.09986399202091,95.09986399202091,95.09986399202091
v3-full,edge,low,ABEF,1,54.80633915071589,54.80633915071589,54.80633915071589,54.80633915071589
v3-full,edge,low,ADHE,1,51.659878186926115,51.659878186926115,51.659878186926115,51.659878186926115
v3-full,edge,low,BCGF,1,67.65069458486191,67.65069458486191,67.65069458486191,67.65069458486191
v3-full,edge,low,CDHG,1,66.79177762661087,66.79177762661087,66.79177762661087,66.79177762661087
v3-full,edge,mid,ABEF,1,64.22578258875697,64.22578258875697,64.22578258875697,64.22578258875697
v3-full,edge,mid,ADHE,1,45.157132700317874,45.157132700317874,45.157132700317874,45.157132700317874
v3-full,edge,mid,BCGF,1,73.97253059176833,73.97253059176833,73.97253059176833,73.97253059176833
v3-full,edge,mid,CDHG,1,87.10482805740472,87.10482805740472,87.10482805740472,87.10482805740472
v3-lite,center,high,ABEF,1,64.73835294169888,64.73835294169888,64.73835294169888,64.73835294169888
v3-lite,center,high,ADHE,1,67.06314009669134,67.06314009669134,67.06314009669134,67.06314009669134
v3-lite,center,high,BCGF,1,42.33896115991044,42.33896115991044,42.33896115991044,42.33896115991044
v3-lite,center,high,CDHG,1,83.56545555743341,83.56545555743341,83.56545555743341,83.56545555743341
v3-lite,center,low,ABEF,1,65.49795568955089,65.49795568955089,65.49795568955089,65.49795568955089
v3-lite,center,low,ADHE,1,89.86680640345543,89.86680640345543,89.86680640345543,89.86680640345543
v3-lite,center,low,BCGF,1,41.22320187050013,41.22320187050013,41.22320187050013,41.22320187050013
v3-lite,center,low,CDHG,1,116.04551505460213,116.04551505460213,116.04551505460213,116.04551505460213
v3-lite,center,mid,ABEF,1,82.89774691392903,82.89774691392903,82.89774691392903,82.89774691392903
v3-lite,center,mid,ADHE,1,40.47694323288003,40.47694323288003,40.47694323288003,40.47694323288003
v3-lite,center,mid,BCGF,1,40.35658708593412,40.35658708593412,40.35658708593412,40.35658708593412
v3-lite,center,mid,CDHG,1,56.90426960498282,56.90426960498282,56.90426960498282,56.90426960498282
v3-lite,edge,high,ABEF,1,62.00785007608957,62.00785007608957,62.00785007608957,62.00785007608957
v3-lite,edge,high,ADHE,1,43.25853710891001,43.25853710891001,43.25853710891001,43.25853710891001
v3-lite,edge,high,BCGF,1,64.53632544734468,64.53632544734468,64.53632544734468,64.53632544734468
v3-lite,edge,high,CDHG,1,56.53029180351164,56.53029180351164,56.53029180351164,56.53029180351164
v3-lite,edge,low,ABEF,1,61.8509087477008,61.8509087477008,61.8509087477008,61.8509087477008
v3-lite,edge,low,ADHE,1,46.72392636242,46.72392636242,46.72392636242,46.72392636242
v3-lite,edge,low,BCGF,1,58.975387542939735,58.975387542939735,58.975387542939735,58.975387542939735
v3-lite,edge,low,CDHG,1,81.60204102628346,81.60204102628346,81.60204102628346,81.60204102628346
v3-lite,edge,mid,ABEF,1,63.11394327150983,63.11394327150983,63.11394327150983,63.11394327150983
v3-lite,edge,mid,ADHE,1,41.74283049268071,41.74283049268071,41.74283049268071,41.74283049268071
v3-lite,edge,mid,BCGF,1,49.367938745266564,49.367938745266564,49.367938745266564,49.367938745266564
v3-lite,edge,mid,CDHG,1,87.06337428573413,87.06337428573413,87.06337428573413,87.06337428573413
v4-io,center,high,ABEF,1,55.74165453371566,55.74165453371566,55.74165453371566,55.74165453371566
v4-io,center,high,ADHE,1,67.98271538354726,67.98271538354726,67.98271538354726,67.98271538354726
v4-io,center,high,BCGF,1,41.24351992265841,41.24351992265841,41.24351992265841,41.24351992265841
v4-io,center,high,CDHG,1,80.05245370540662,80.05245370540662,80.05245370540662,80.05245370540662
v4-io,center,low,ABEF,1,63.29020822921685,63.29020822921685,63.29020822921685,63.29020822921685
v4-io,center,low,ADHE,1,88.47015329328023,88.47015329328023,88.47015329328023,88.47015329328023
v4-io,center,low,BCGF,1,41.75082022417319,41.75082022417319,41.75082022417319,41.75082022417319
v4-io,center,low,CDHG,1,114.91491280285274,114.91491280285274,114.91491280285274,114.91491280285274
v4-io,center,mid,ABEF,1,75.70580956518607,75.70580956518607,75.70580956518607,75.70580956518607
v4-io,center,mid,ADHE,1,42.25796750595243,42.25796750595243,42.25796750595243,42.25796750595243
v4-io,center,mid,BCGF,1,43.39454388206687,43.39454388206687,43.39454388206687,43.39454388206687
v4-io,center,mid,CDHG,1,53.6335638231173,53.6335638231173,53.6335638231173,53.6335638231173
v4-io,edge,high,ABEF,1,61.69040367368053,61.69040367368053,61.69040367368053,61.69040367368053
v4-io,edge,high,ADHE,1,45.96109509225042,45.96109509225042,45.96109509225042,45.96109509225042
v4-io,edge,high,BCGF,1,72.89619327090902,72.89619327090902,72.89619327090902,72.89619327090902
v4-io,edge,high,CDHG,1,58.68720222435076,58.68720222435076,58.68720222435076,58.68720222435076
v4-io,edge,low,ABEF,1,61.04361109284453,61.04361109284453,61.04361109284453,61.04361109284453
v4-io,edge,low,ADHE,1,48.38465103302788,48.38465103302788,48.38465103302788,48.38465103302788
v4-io,edge,low,BCGF,1,58.51928460479811,58.51928460479811,58.51928460479811,58.51928460479811
v4-io,edge,low,CDHG,1,78.56468063329388,78.56468063329388,78.56468063329388,78.56468063329388
v4-io,edge,mid,ABEF,1,57.00155591797634,57.00155591797634,57.00155591797634,57.00155591797634
v4-io,edge,mid,ADHE,1,46.210754214726315,46.210754214726315,46.210754214726315,46.210754214726315
v4-io,edge,mid,BCGF,1,52.34431735036043,52.34431735036043,52.34431735036043,52.34431735036043
v4-io,edge,mid,CDHG,1,86.66155806481906,86.66155806481906,86.66155806481906,86.66155806481906
