host_elapsed_s,host_epoch_s,ver,listener_id,near_anchor_id,accepted_polls,poll_seq,tag_id,poll_mask,rx_ts_lo32,carrier_integrator,fp_index,fp1,fp2,fp3,cir_pwr,rxpacc,acc_len
73.122714,1784055111.405030,1,255,255,142130,12,3,0xff,611158087,-6339,47707,7387,7408,6680,1833,121,4064
132.025279,1784055170.307596,1,255,255,142140,145,2,0xff,290895455,-3197,47723,7438,7335,5341,1907,124,4064
132.725209,1784055171.007525,1,255,255,142150,150,2,0xff,2065681786,-3084,48006,7347,7317,7131,1930,124,4064
133.442532,1784055171.724849,1,255,255,142160,31,3,0xff,659340294,-6478,47626,6810,6876,6784,1682,118,4064
134.225362,1784055172.507678,1,255,255,142170,161,2,0xff,3413226767,-2979,47899,7211,7251,6140,1791,122,4064
134.868383,1784055173.150700,1,255,255,142180,150,4,0xff,1567244709,-8186,48065,7075,7643,7249,1958,122,4064
135.542528,1784055173.824844,1,255,255,142190,49,3,0xff,1693535053,-6364,47969,7228,7234,6122,1886,124,4064
136.367903,1784055174.650220,1,255,255,142200,160,4,0xff,2892430269,-8141,47569,7583,7641,7103,1992,124,4064
137.125222,1784055175.407539,1,255,255,142210,182,2,0xff,4040979729,-2866,47893,6847,7425,6617,1779,120,4064
137.868001,1784055176.150318,1,255,255,142220,172,4,0xff,4245900669,-8225,48017,7167,7217,6719,1785,118,4064
138.541516,1784055176.823833,1,255,255,142230,76,3,0xff,51924268,-6375,47928,7262,7133,4074,1856,124,4064
139.168212,1784055177.450529,1,255,255,142240,184,4,0xff,1438827914,-8132,48022,7479,7489,6951,1895,121,4064
139.867867,1784055178.150183,1,255,255,142250,189,4,0xff,3185354914,-8022,47806,7611,7172,3852,1922,122,4064
140.625137,1784055178.907454,1,255,255,142260,211,2,0xff,45608652,-2855,47832,7358,7483,6834,1825,125,4064
141.441639,1784055179.723956,1,255,255,142270,100,3,0xff,669618703,-6293,47651,7501,7494,6246,1995,123,4064
142.067697,1784055180.350013,1,255,255,142280,206,4,0xff,2020814241,-8002,48061,7442,7170,3897,1932,124,4064
142.741754,1784055181.024071,1,255,255,142290,110,3,0xff,2138972612,-6288,47568,7275,7324,6951,1812,124,4064
143.524801,1784055181.807117,1,255,255,142300,234,2,0xff,636761924,-2851,47952,6901,7319,6752,1727,119,4064
144.267535,1784055182.549851,1,255,255,142310,223,4,0xff,851223181,-7966,47769,7128,7100,6590,1731,119,4064
145.041271,1784055183.323588,1,255,255,142320,131,3,0xff,3041942480,-6193,48092,7106,7127,6516,1682,118,4064
145.724013,1784055184.006330,1,255,255,142330,251,2,0xff,3720057032,-2798,47812,6873,6897,6968,1674,117,4064
202.666498,1784055240.948815,1,255,255,142340,241,4,0xff,3195447363,-8289,47703,7104,7170,6528,1695,117,4064
203.341425,1784055241.623741,1,255,255,142350,148,3,0xff,3369931609,-6453,47973,7163,7002,5581,1870,123,4064
204.041721,1784055242.324038,1,255,255,142360,155,3,0xff,877319493,-6413,47961,7481,7455,6891,1842,121,4064
204.866844,1784055243.149161,1,255,255,142370,0,4,0xff,2064506030,-8299,47818,7409,7681,7172,1957,124,4064
205.566404,1784055243.848721,1,255,255,142380,6,4,0xff,3812440068,-8169,47640,7362,7425,6772,1840,123,4064
206.194772,1784055244.477089,1,255,255,142390,29,2,0xff,1010244647,-2946,47667,7424,7088,4490,1835,121,4064
206.994834,1784055245.277150,1,255,255,142400,34,2,0xff,593323916,-2900,48024,7109,7216,6411,1785,121,4064
207.666911,1784055245.949227,1,255,255,142410,21,4,0xff,586648736,-8085,47796,7552,7358,4602,1879,120,4064
208.395323,1784055246.677639,1,255,255,142420,45,2,0xff,4179387656,-2953,47892,6949,7039,6315,1682,117,4064
209.066566,1784055247.348882,1,255,255,142430,32,4,0xff,4124143979,-8058,48007,6824,7002,6636,1704,119,4064
209.766135,1784055248.048452,1,255,255,142440,36,4,0xff,1573988300,-8049,48088,7293,7305,6729,1767,117,4064
210.441076,1784055248.723393,1,255,255,142450,208,3,0xff,1750769881,-6261,47845,6930,6920,5544,1726,117,4064
211.166599,1784055249.448915,1,255,255,142460,47,4,0xff,859361368,-8031,47724,7442,7349,5291,1827,120,4064
211.966233,1784055250.248549,1,255,255,142470,52,4,0xff,426645625,-8016,47757,7162,7395,6989,1821,119,4064
212.740422,1784055251.022739,1,255,255,142480,226,3,0xff,2644894539,-6248,47967,7165,7174,6147,1754,119,4064
213.394991,1784055251.677308,1,255,255,142490,84,2,0xff,1519391885,-2776,47769,6967,7264,6144,1697,120,4064
214.065904,1784055252.348220,1,255,255,142500,69,4,0xff,1438513534,-8022,48018,6967,6988,6523,1701,120,4064
214.794267,1784055253.076584,1,255,255,142510,96,2,0xff,736225558,-2737,47906,7188,6958,5564,1820,119,4064
215.540113,1784055253.822430,1,255,255,142520,251,3,0xff,1146254692,-6189,47976,7167,7157,5421,1885,119,4064
216.240533,1784055254.522850,1,255,255,142530,1,3,0xff,2951602827,-6152,47759,7295,7301,7123,1811,119,4064
217.040242,1784055255.322559,1,255,255,142540,7,3,0xff,2514334232,-6110,47652,7530,7455,6116,2079,124,4064
275.761602,1784055314.043919,1,255,255,142550,11,3,0xff,4009166148,-6489,47960,7319,7353,6773,1837,124,4064
276.444438,1784055314.726754,1,255,255,142560,122,2,0xff,396103068,-2998,48040,7626,7290,5476,1979,125,4064
277.145014,1784055315.427330,1,255,255,142570,127,2,0xff,2204733852,-2986,48032,7100,7411,6009,1899,121,4064
277.944818,1784055316.227134,1,255,255,142580,134,2,0xff,1767893556,-3011,47672,7222,7186,4145,1856,121,4064
278.661439,1784055316.943756,1,255,255,142590,34,3,0xff,322092248,-6348,47844,6952,6865,5560,1719,118,4064
279.461251,1784055317.743568,1,255,255,142600,40,3,0xff,4178924261,-6274,47857,7625,7427,4810,1979,123,4064
280.087804,1784055318.370120,1,255,255,142610,129,4,0xff,1263733340,-8048,47736,6977,6817,4041,1593,117,4064
280.761516,1784055319.043833,1,255,255,142620,49,3,0xff,1356014774,-6294,47802,7009,6867,3827,1702,119,4064
281.461885,1784055319.744202,1,255,255,142630,55,3,0xff,3163771190,-6296,47930,6875,6771,3799,1687,120,4064
282.161633,1784055320.443950,1,255,255,142640,62,3,0xff,626044502,-6217,47714,7141,7154,6026,1749,117,4064
282.860775,1784055321.143091,1,255,255,142650,68,3,0xff,2354600227,-6258,47919,6849,6800,4545,1683,118,4064
283.560972,1784055321.843289,1,255,255,142660,74,3,0xff,4135710807,-6166,47707,7320,7287,6746,1865,120,4064
284.244155,1784055322.526471,1,255,255,142670,186,2,0xff,555573475,-2795,47863,7198,6646,3925,1754,119,4064
284.887884,1784055323.170201,1,255,255,142680,168,4,0xff,3033034063,-7917,47963,7397,7382,6828,1857,120,4064
285.561010,1784055323.843327,1,255,255,142690,91,3,0xff,3095217941,-6106,47905,7046,7058,6037,1748,117,4064
286.244289,1784055324.526606,1,255,255,142700,202,2,0xff,3803340418,-2769,47766,6960,6597,5730,1709,117,4064
286.887671,1784055325.169988,1,255,255,142710,186,4,0xff,1961091995,-7862,48031,7274,7247,6627,1785,117,4064
287.561291,1784055325.843608,1,255,255,142720,107,3,0xff,2055756506,-6156,47846,7352,7310,5738,1918,119,4064
288.261019,1784055326.543336,1,255,255,142730,113,3,0xff,3818056979,-6132,47903,6966,6858,6026,1788,121,4064
288.960271,1784055327.242588,1,255,255,142740,118,3,0xff,1252873929,-6129,47837,7031,7037,6223,1697,118,4064
289.760360,1784055328.042677,1,255,255,142750,124,3,0xff,839296524,-6132,47632,7026,7062,6773,1713,120,4064
348.360795,1784055386.643112,1,255,255,142760,128,3,0xff,615257683,-6386,47703,7260,7239,6768,1727,118,4064
348.994398,1784055387.276715,1,255,255,142770,219,4,0xff,2445425916,-8208,47888,6778,7150,6607,1652,118,4064
349.694542,1784055387.976859,1,255,255,142780,225,4,0xff,4234773215,-8161,47843,7242,7186,6018,1777,121,4064
350.437813,1784055388.720130,1,255,255,142790,248,2,0xff,186666630,-2911,47754,7138,7025,6930,1829,120,4064
351.194272,1784055389.476588,1,255,255,142800,237,4,0xff,1276662034,-8119,47902,7512,7510,6697,1885,121,4064
351.860198,1784055390.142515,1,255,255,142810,155,3,0xff,875506336,-6254,47788,7617,7480,5304,1994,123,4064
352.494478,1784055390.776794,1,255,255,142820,248,4,0xff,2754205505,-8013,47957,7480,7465,6865,1903,122,4064
353.237452,1784055391.519768,1,255,255,142830,15,2,0xff,2981652783,-2797,47915,6842,7244,5180,1758,117,4064
353.994471,1784055392.276788,1,255,255,142840,4,4,0xff,4104961729,-8078,47829,7350,7385,6816,1870,125,4064
354.760071,1784055393.042388,1,255,255,142850,178,3,0xff,1484400211,-6196,47711,6805,6839,6052,1739,118,4064
355.437282,1784055393.719599,1,255,255,142860,33,2,0xff,1807107453,-2759,48017,7060,6888,6253,1782,117,4064
356.059780,1784055394.342096,1,255,255,142870,188,3,0xff,2927754485,-6213,47865,6968,6804,3888,1684,119,4064
356.793514,1784055395.075830,1,255,255,142880,28,4,0xff,2569708369,-8021,47965,7086,7035,6334,1667,119,4064
357.693377,1784055395.975694,1,255,255,142890,34,4,0xff,4235486338,-7923,47766,7123,7246,6576,1759,120,4064
358.436886,1784055396.719203,1,255,255,142900,55,2,0xff,202023666,-2787,47870,7264,7110,3704,1862,120,4064
359.159648,1784055397.441964,1,255,255,142910,213,3,0xff,3430083978,-6179,48030,7550,7527,6538,1917,123,4064
359.836685,1784055398.119001,1,255,255,142920,66,2,0xff,3745432347,-2689,47911,7112,7142,5311,1762,118,4064
360.593371,1784055398.875688,1,255,255,142930,56,4,0xff,557273483,-7864,48023,7077,7027,6531,1704,121,4064
361.336796,1784055399.619113,1,255,255,142940,76,2,0xff,815462510,-2629,47730,6952,7057,4502,1769,118,4064
362.093453,1784055400.375770,1,255,255,142950,70,4,0xff,1919686622,-7861,47586,7409,7390,6385,1842,124,4064
362.959385,1784055401.241702,1,255,255,142960,240,3,0xff,1406950681,-6152,47901,7308,7279,6677,1838,119,4064
363.695939,1784055401.978256,1,255,255,142970,80,4,0xff,1036310782,-7848,47890,7447,7513,7010,1910,124,4064
364.359217,1784055402.641534,1,255,255,142980,250,3,0xff,663131096,-6081,47588,7559,7477,6086,2047,122,4064
365.059113,1784055403.341430,1,255,255,142990,1,3,0xff,2433933075,-6095,47895,7591,7587,7111,1913,123,4064
365.759185,1784055404.041502,1,255,255,143000,7,3,0xff,4220445710,-6007,47634,7312,7336,7101,1855,122,4064
366.559708,1784055404.842025,1,255,255,143010,14,3,0xff,3827588403,-6036,47927,6905,6756,3995,1675,118,4064
367.436719,1784055405.719036,1,255,255,143020,120,2,0xff,4034990713,-2500,47741,7029,6804,3749,1815,120,4064
368.093382,1784055406.375699,1,255,255,143030,115,4,0xff,3019859647,-7700,47827,6980,7045,6490,1654,118,4064
368.736329,1784055407.018646,1,255,255,143040,132,2,0xff,1172047320,-2525,48100,6940,7011,5758,1767,121,4064
369.492536,1784055407.774853,1,255,255,143050,126,4,0xff,2244046740,-7657,48032,7672,7663,6860,2036,124,4064
370.235857,1784055408.518174,1,255,255,143060,145,2,0xff,2498115278,-2402,47834,6772,7471,6496,1741,121,4064
370.892459,1784055409.174775,1,255,255,143070,138,4,0xff,1503731487,-7701,47907,7317,7248,6069,1849,124,4064
371.536253,1784055409.818570,1,255,255,143080,156,2,0xff,3987093586,-2420,47710,7295,7324,6475,1835,125,4064
372.192482,1784055410.474799,1,255,255,143090,150,4,0xff,2964196123,-7668,47903,7376,7338,6429,1846,124,4064
372.992393,1784055411.274710,1,255,255,143100,156,4,0xff,2533395849,-7651,48021,7406,7466,6917,1835,119,4064
373.736141,1784055412.018457,1,255,255,143110,172,2,0xff,2819072098,-2384,47726,6977,7091,4859,1762,120,4064
374.492637,1784055412.774953,1,255,255,143120,168,4,0xff,3911263513,-7593,47917,7240,7131,4995,1816,117,4064
375.159325,1784055413.441642,1,255,255,143130,81,3,0xff,3487000349,-5826,47905,7088,7035,6023,1775,117,4064
375.858711,1784055414.141028,1,255,255,143140,87,3,0xff,1007924902,-5813,51370,7549,7460,5503,1991,122,4064
376.592311,1784055414.874627,1,255,255,143150,186,4,0xff,640199002,-7472,47990,7490,7279,4421,1910,121,4064
377.392272,1784055415.674589,1,255,255,143160,192,4,0xff,208347713,-7600,47701,7135,7186,6615,1759,119,4064
378.192185,1784055416.474502,1,255,255,143170,199,4,0xff,4079727534,-7525,48066,6914,7145,6839,1803,120,4064
378.892139,1784055417.174455,1,255,255,143180,205,4,0xff,1557484938,-7485,48022,7061,7049,6578,1763,124,4064
379.559409,1784055417.841726,1,255,255,143190,117,3,0xff,1180997656,-5764,47652,7301,7220,5904,1971,123,4064
380.235231,1784055418.517548,1,255,255,143200,224,2,0xff,1468672733,-2193,47841,7441,6921,5765,1947,121,4064
380.958455,1784055419.240771,1,255,255,143210,128,3,0xff,446655997,-5752,47617,7039,7146,7005,1768,120,4064
381.691917,1784055419.974234,1,255,255,143220,230,4,0xff,70151299,-7446,47767,7507,7562,6962,1934,125,4064
382.435864,1784055420.718181,1,255,255,143230,241,2,0xff,360380744,-2221,47948,7200,7339,7061,1987,125,4064
383.135433,1784055421.417750,1,255,255,143240,246,2,0xff,2109754370,-2156,47622,6953,7339,7152,1908,119,4064
383.858211,1784055422.140527,1,255,255,143250,152,3,0xff,1049929232,-5701,47644,7421,7364,6730,1925,122,4064
384.635256,1784055422.917572,1,255,255,143260,1,2,0xff,3434924019,-2194,48127,7126,6695,3608,1732,118,4064
385.357738,1784055423.640055,1,255,255,143270,165,3,0xff,2375861700,-5696,48072,7008,7119,6911,1744,121,4064
386.057849,1784055424.340166,1,255,255,143280,170,3,0xff,4160773576,-5697,48076,7198,7162,6856,1684,117,4064
468.706024,1784055506.988341,1,255,255,143290,15,4,0xff,2615727827,-8057,47839,7194,7170,6497,1733,117,4064
469.370514,1784055507.652831,1,255,255,143300,180,3,0xff,2138601849,-6260,47997,6832,6628,3562,1656,120,4064
470.047460,1784055508.329777,1,255,255,143310,28,2,0xff,2446010320,-2706,48092,7570,7180,6045,2049,124,4064
470.747624,1784055509.029941,1,255,255,143320,34,2,0xff,4220091277,-2772,48025,7139,6908,5944,1831,117,4064
471.504955,1784055509.787271,1,255,255,143330,38,4,0xff,1080349639,-8030,48083,7566,7535,7071,1928,122,4064
472.171188,1784055510.453504,1,255,255,143340,203,3,0xff,701119309,-6173,47961,6785,6820,6323,1696,120,4064
472.904381,1784055511.186697,1,255,255,143350,48,4,0xff,314205494,-7926,47946,7758,7793,7418,2117,124,4064
473.647715,1784055511.930032,1,255,255,143360,56,2,0xff,565668505,-2620,47773,7011,7561,6586,1866,122,4064
474.348073,1784055512.630389,1,255,255,143370,62,2,0xff,2353082037,-2674,47801,7211,6717,3882,1755,118,4064
475.004161,1784055513.286478,1,255,255,143380,67,4,0xff,1332243427,-7826,47607,7061,6973,4174,1714,119,4064
475.670707,1784055513.953023,1,255,255,143390,232,3,0xff,976516496,-6049,48020,7144,7139,6816,1689,117,4064
476.370308,1784055514.652624,1,255,255,143400,237,3,0xff,2727903884,-6044,47776,6875,6785,5825,1669,118,4064
477.070842,1784055515.353159,1,255,255,143410,244,3,0xff,245343374,-6055,47778,7414,7427,6284,1951,123,4064
477.904418,1784055516.186735,1,255,255,143420,89,4,0xff,1969572063,-7765,47843,7482,7453,6328,1928,123,4064
478.604562,1784055516.886879,1,255,255,143430,95,4,0xff,3755155560,-7771,47724,6852,6837,4964,1583,117,4064
479.247522,1784055517.529838,1,255,255,143440,99,2,0xff,1891915376,-2462,47732,6774,6876,4264,1806,118,4064
479.870342,1784055518.152659,1,255,255,143450,10,3,0xff,3028375992,-5912,48060,7046,6938,3819,1696,120,4064
480.571252,1784055518.853569,1,255,255,143460,16,3,0xff,516151062,-5962,47906,7246,7244,6207,1867,118,4064
481.247156,1784055519.529472,1,255,255,143470,116,2,0xff,813397546,-2563,47662,6722,7153,4875,1806,119,4064
481.904316,1784055520.186633,1,255,255,143480,126,4,0xff,4144442789,-7651,48057,7573,7361,4244,1965,124,4064
482.703953,1784055520.986269,1,255,255,143490,132,4,0xff,3700663108,-7719,47952,6814,6804,6442,1558,118,4064
541.791354,1784055580.073671,1,255,255,143500,35,3,0xff,1649381970,-6389,47710,7265,7278,6452,1851,121,4064
542.567051,1784055580.849368,1,255,255,143510,136,2,0xff,3969661819,-2889,48007,6913,7333,6941,2097,122,4064
543.316723,1784055581.599040,1,255,255,143520,145,4,0xff,333985549,-7943,47897,7166,7142,6614,1736,121,4064
543.991205,1784055582.273522,1,255,255,143530,55,3,0xff,479996483,-6237,47687,7400,7356,7146,1821,121,4064
544.816578,1784055583.098895,1,255,255,143540,157,4,0xff,1678660153,-7904,47693,6462,7192,6689,1727,117,4064
545.866061,1784055584.148378,1,255,255,143550,0,6,0xff,20863414,-2712,48050,7313,7018,4527,1905,121,4064
546.490343,1784055584.772659,1,255,255,143560,76,3,0xff,1250196031,-6162,47683,7558,7466,7255,1958,125,4064
547.117194,1784055585.399511,1,255,255,143570,176,4,0xff,2652029089,-7922,47805,7405,7173,3914,1924,119,4064
547.817044,1784055586.099360,1,255,255,143580,181,4,0xff,118703434,-7885,47966,7426,7417,6545,1900,124,4064
548.965704,1784055587.248021,1,255,255,143590,29,6,0xff,509032991,-2753,47651,7124,7007,5572,1936,119,4064
554.963443,1784055593.245759,1,255,255,143600,39,2,0xff,1495760197,-2774,47953,7202,7057,6422,1860,120,4064
555.833927,1784055594.116244,1,255,255,143610,99,3,0xff,1278653257,-6240,47965,7206,7216,6396,1820,121,4064
612.297175,1784055650.579492,1,255,255,143620,198,4,0xff,1559996930,-8196,47638,6985,7391,6685,1788,118,4064
613.070316,1784055651.352632,1,255,255,143630,110,3,0xff,3717675568,-6335,47668,7321,7235,4461,1838,121,4064
613.852960,1784055652.135276,1,255,255,143640,65,2,0xff,2187944607,-2956,47779,7210,7080,5739,1866,119,4064
614.569917,1784055652.852233,1,255,255,143650,123,3,0xff,757692121,-6221,47845,7018,6927,5538,1785,120,4064
615.297283,1784055653.579600,1,255,255,143660,221,4,0xff,4279955869,-8039,48033,7015,6991,6189,1688,118,4064
616.253134,1784055654.535451,1,255,255,143670,81,2,0xff,933505214,-2801,47818,7136,7550,7152,2049,124,4064
616.953124,1784055655.235441,1,255,255,143680,86,2,0xff,2712332541,-2777,47873,6725,7507,6782,1930,122,4064
617.596367,1784055655.878684,1,255,255,143690,239,4,0xff,862879559,-7973,47963,7529,7559,6700,1854,121,4064
618.352996,1784055656.635312,1,255,255,143700,97,2,0xff,1967704791,-2736,47835,7168,7228,6034,1917,120,4064
619.070436,1784055657.352753,1,255,255,143710,161,3,0xff,561832843,-6170,48023,7114,7173,6676,1819,123,4064
619.769900,1784055658.052216,1,255,255,143720,168,3,0xff,2301405102,-6148,48050,7317,7198,4579,1822,120,4064
620.396287,1784055658.678604,1,255,255,143730,6,4,0xff,3676532889,-7922,47773,7631,7622,7015,1944,124,4064
621.252881,1784055659.535197,1,255,255,143740,117,2,0xff,2572783281,-2716,47797,7294,7345,4557,2118,124,4064
621.952429,1784055660.234746,1,255,255,143750,123,2,0xff,21112812,-2709,48104,6939,7101,5222,1891,118,4064
622.652603,1784055660.934920,1,255,255,143760,129,2,0xff,1805137105,-2717,47837,6857,6875,5702,1815,117,4064
623.296571,1784055661.578888,1,255,255,143770,29,4,0xff,17365795,-7821,47927,7402,7222,4328,1917,119,4064
623.952145,1784055662.234462,1,255,255,143780,141,2,0xff,3247177734,-2593,47626,7091,7361,6577,2007,125,4064
624.569120,1784055662.851437,1,255,255,143790,208,3,0xff,4016772118,-6044,47650,7183,7215,6236,1848,118,4064
625.352394,1784055663.634711,1,255,255,143800,151,2,0xff,2525639848,-2581,47796,7160,6809,4186,1715,117,4064
626.069252,1784055664.351568,1,255,255,143810,220,3,0xff,1062608782,-6042,48026,7107,7066,6349,1626,118,4064
684.332148,1784055722.614465,1,255,255,143820,59,4,0xff,2662064202,-8132,47710,7267,7249,6468,1740,118,4064
685.105483,1784055723.387800,1,255,255,143830,231,3,0xff,537868649,-6308,47981,7047,7053,4884,1772,119,4064
685.832026,1784055724.114343,1,255,255,143840,71,4,0xff,4012244016,-7994,47684,7359,7409,7144,1907,121,4064
686.581942,1784055724.864259,1,255,255,143850,180,2,0xff,379962045,-2921,47809,6755,7138,7017,1724,119,4064
687.231622,1784055725.513939,1,255,255,143860,83,4,0xff,3244116154,-8015,47822,7392,7391,7077,1819,121,4064
688.031445,1784055726.313761,1,255,255,143870,89,4,0xff,2813300700,-8017,47584,7186,7143,6631,1864,124,4064
688.804680,1784055727.086997,1,255,255,143880,5,3,0xff,684696014,-6212,48098,6979,6897,5749,1720,118,4064
689.504908,1784055727.787224,1,255,255,143890,12,3,0xff,2474254805,-6137,47585,7656,7625,6633,2107,124,4064
690.281347,1784055728.563664,1,255,255,143900,205,2,0xff,548355135,-2723,47683,6687,7448,6748,1933,122,4064
690.931854,1784055729.214171,1,255,255,143910,111,4,0xff,3454936260,-7895,47832,6686,6840,6184,1536,117,4064
691.604928,1784055729.887244,1,255,255,143920,29,3,0xff,3514868750,-6060,47650,7606,7582,6416,2033,124,4064
692.331218,1784055730.613535,1,255,255,143930,120,4,0xff,2667074441,-7904,48029,7238,7246,6404,1770,120,4064
693.081360,1784055731.363677,1,255,255,143940,227,2,0xff,3362251713,-2630,48069,7090,7298,7345,1827,124,4064
693.804843,1784055732.087160,1,255,255,143950,47,3,0xff,2348255466,-6083,47854,7482,7381,5050,1913,120,4064
694.481727,1784055732.764044,1,255,255,143960,237,2,0xff,2647660967,-2708,48043,7282,7439,5352,1961,122,4064
695.182049,1784055733.464365,1,255,255,143970,243,2,0xff,143262992,-2648,47892,7029,6945,5981,1895,121,4064
695.831038,1784055734.113355,1,255,255,143980,149,4,0xff,2963225436,-7766,47968,7453,7453,6569,1845,122,4064
696.580956,1784055734.863273,1,255,255,143990,255,2,0xff,3638889311,-2612,47971,7188,7348,5651,1959,124,4064
697.281639,1784055735.563956,1,255,255,144000,5,2,0xff,1168921575,-2605,48107,6780,7293,5210,1739,120,4064
697.981106,1784055736.263423,1,255,255,144010,10,2,0xff,2910394425,-2628,47677,7226,7371,3993,1898,122,4064
754.661160,1784055792.943477,1,255,255,144020,168,4,0xff,566266121,-8137,47901,7156,7140,6270,1691,117,4064
755.403514,1784055793.685831,1,255,255,144030,23,2,0xff,761896469,-2963,47649,7189,6754,5484,1750,118,4064
756.103958,1784055794.386275,1,255,255,144040,28,2,0xff,2563808149,-2801,48033,7614,7230,5805,1982,124,4064
756.760925,1784055795.043242,1,255,255,144050,186,4,0xff,1589962078,-8002,47970,7281,7212,6246,1816,124,4064
757.403687,1784055795.686003,1,255,255,144060,40,2,0xff,4009364824,-2804,47964,7353,7100,5780,1919,120,4064
758.061358,1784055796.343675,1,255,255,144070,198,4,0xff,3080175326,-7911,47842,7490,7437,6390,1896,123,4064
758.927104,1784055797.209421,1,255,255,144080,125,3,0xff,2562409358,-6136,48034,6778,6831,5811,1739,120,4064
759.760871,1784055798.043187,1,255,255,144090,210,4,0xff,7972735,-7894,48019,7532,7551,7027,1986,124,4064
760.503866,1784055798.786183,1,255,255,144100,62,2,0xff,238496689,-2702,48045,7184,7402,5139,1863,122,4064
761.160904,1784055799.443221,1,255,255,144110,221,4,0xff,3560501430,-7917,47826,7473,7593,6853,1951,123,4064
761.903486,1784055800.185803,1,255,255,144120,74,2,0xff,3764267664,-2723,47772,7026,6695,5384,1798,118,4064
762.527372,1784055800.809689,1,255,255,144130,156,3,0xff,681154213,-6133,47785,7502,7387,5592,2001,122,4064
763.327166,1784055801.609482,1,255,255,144140,162,3,0xff,244038725,-6094,47689,6968,6994,6805,1715,120,4064
764.203667,1784055802.485984,1,255,255,144150,93,2,0xff,414420740,-2691,47896,6790,7287,6513,1689,120,4064
764.926936,1784055803.209253,1,255,255,144160,175,3,0xff,3683234905,-6081,47717,7045,6917,5612,1841,122,4064
765.626722,1784055803.909039,1,255,255,144170,181,3,0xff,1154194445,-6092,47641,7017,6963,6364,1706,121,4064
766.302986,1784055804.585303,1,255,255,144180,109,2,0xff,1414066583,-2634,48035,7088,7364,5968,1824,123,4064
767.002966,1784055805.285283,1,255,255,144190,115,2,0xff,3191961874,-2599,47902,7060,7127,6180,1812,120,4064
767.702631,1784055805.984948,1,255,255,144200,121,2,0xff,650083421,-2536,47713,6944,6991,5846,1711,120,4064
768.326344,1784055806.608660,1,255,255,144210,205,3,0xff,1852514763,-6012,48095,7133,7067,6149,1776,120,4064
769.103243,1784055807.385560,1,255,255,144220,132,2,0xff,4245667295,-2398,48099,7210,7071,5600,1803,122,4064
769.726586,1784055808.008903,1,255,255,144230,216,3,0xff,1129118044,-5934,47968,7059,7089,6334,1869,118,4064
770.526440,1784055808.808757,1,255,255,144240,221,3,0xff,700684112,-5901,47964,7293,7322,6554,1828,121,4064
771.260227,1784055809.542544,1,255,255,144250,47,4,0xff,345050271,-7691,47787,7189,7121,5255,1867,122,4064
771.960305,1784055810.242622,1,255,255,144260,53,4,0xff,2125917461,-7762,47905,6978,6926,6058,1649,120,4064
772.625952,1784055810.908268,1,255,255,144270,240,3,0xff,1708504661,-5841,47713,6918,6964,5984,1776,119,4064
