host_elapsed_s,host_epoch_s,ver,accepted_polls,acc_len
792.859934,1784055831.142251,1,144550,4064
793.524904,1784055831.807220,1,144560,4064
794.359447,1784055832.641763,1,144570,4064
795.001868,1784055833.284185,1,144580,4064
795.801351,1784055834.083667,1,144590,4064
796.501051,1784055834.783368,1,144600,4064
797.201052,1784055835.483368,1,144610,4064
797.858049,1784055836.140366,1,144620,4064
798.658628,1784055836.940945,1,144630,4064
799.525103,1784055837.807419,1,144640,4064
800.358831,1784055838.641147,1,144650,4064
801.058630,1784055839.340947,1,144660,4064
801.701127,1784055839.983444,1,144670,4064
802.358944,1784055840.641261,1,144680,4064
803.101071,1784055841.383388,1,144690,4064
803.758638,1784055842.040954,1,144700,4064
804.523955,1784055842.806272,1,144710,4064
805.200695,1784055843.483011,1,144720,4064
805.924935,1784055844.207252,1,144730,4064
806.658603,1784055844.940920,1,144740,4064
807.357860,1784055845.640176,1,144750,4064
808.001172,1784055846.283489,1,144760,4064
808.800731,1784055847.083048,1,144770,4064
809.658930,1784055847.941247,1,144780,4064
810.458038,1784055848.740355,1,144790,4064
811.258018,1784055849.540335,1,144800,4064
811.957228,1784055850.239545,1,144810,4064
812.623924,1784055850.906241,1,144820,4064
813.299825,1784055851.582142,1,144830,4064
814.023147,1784055852.305464,1,144840,4064
814.823697,1784055853.106014,1,144850,4064
815.623371,1784055853.905688,1,144860,4064
816.300486,1784055854.582803,1,144870,4064
816.999187,1784055855.281503,1,144880,4064
817.722768,1784055856.005085,1,144890,4064
818.523168,1784055856.805485,1,144900,4064
819.423057,1784055857.705374,1,144910,4064
820.156857,1784055858.439174,1,144920,4064
820.822938,1784055859.105255,1,144930,4064
821.556267,1784055859.838583,1,144940,4064
822.256426,1784055860.538743,1,144950,4064
823.056279,1784055861.338596,1,144960,4064
823.798990,1784055862.081306,1,144970,4064
824.698611,1784055862.980928,1,144980,4064
825.356005,1784055863.638321,1,144990,4064
826.022546,1784055864.304863,1,145000,4064
826.756513,1784055865.038830,1,145010,4064
827.498782,1784055865.781099,1,145020,4064
828.222833,1784055866.505149,1,145030,4064
828.922042,1784055867.204359,1,145040,4064
829.622160,1784055867.904477,1,145050,4064
830.398829,1784055868.681145,1,145060,4064
831.156627,1784055869.438944,1,145070,4064
831.955985,1784055870.238301,1,145080,4064
832.722262,1784055871.004579,1,145090,4064
833.421850,1784055871.704167,1,145100,4064
834.098478,1784055872.380795,1,145110,4064
834.899231,1784055873.181548,1,145120,4064
835.621617,1784055873.903934,1,145130,4064
836.355949,1784055874.638266,1,145140,4064
837.055469,1784055875.337785,1,145150,4064
837.721171,1784055876.003488,1,145160,4064
838.421084,1784055876.703400,1,145170,4064
839.298539,1784055877.580855,1,145180,4064
840.098516,1784055878.380832,1,145190,4064
840.821373,1784055879.103689,1,145200,4064
841.555152,1784055879.837469,1,145210,4064
842.197870,1784055880.480187,1,145220,4064
842.954509,1784055881.236826,1,145230,4064
843.720929,1784055882.003246,1,145240,4064
844.655370,1784055882.937686,1,145250,4064
845.497924,1784055883.780240,1,145260,4064
846.220471,1784055884.502787,1,145270,4064
846.920701,1784055885.203018,1,145280,4064
847.620054,1784055885.902371,1,145290,4064
848.320654,1784055886.602971,1,145300,4064
849.097139,1784055887.379456,1,145310,4064
849.897507,1784055888.179823,1,145320,4064
850.697563,1784055888.979880,1,145330,4064
851.397544,1784055889.679861,1,145340,4064
852.020037,1784055890.302354,1,145350,4064
852.820390,1784055891.102707,1,145360,4064
853.596649,1784055891.878966,1,145370,4064
854.396602,1784055892.678919,1,145380,4064
855.154073,1784055893.436389,1,145390,4064
855.919724,1784055894.202041,1,145400,4064
856.596407,1784055894.878724,1,145410,4064
857.296440,1784055895.578756,1,145420,4064
858.096912,1784055896.379229,1,145430,4064
858.996445,1784055897.278762,1,145440,4064
859.953711,1784055898.236027,1,145450,4064
860.753680,1784055899.035997,1,145460,4064
861.519471,1784055899.801788,1,145470,4064
862.296047,1784055900.578363,1,145480,4064
862.996925,1784055901.279242,1,145490,4064
863.652970,1784055901.935287,1,145500,4064
864.396348,1784055902.678664,1,145510,4064
865.153151,1784055903.435468,1,145520,4064
865.854022,1784055904.136339,1,145530,4064
866.495622,1784055904.777939,1,145540,4064
867.253634,1784055905.535951,1,145550,4064
868.019752,1784055906.302069,1,145560,4064
868.718937,1784055907.001254,1,145570,4064
869.452976,1784055907.735292,1,145580,4064
870.218608,1784055908.500925,1,145590,4064
870.853342,1784055909.135658,1,145600,4064
871.595950,1784055909.878267,1,145610,4064
872.352730,1784055910.635046,1,145620,4064
873.052628,1784055911.334945,1,145630,4064
873.695816,1784055911.978133,1,145640,4064
874.395598,1784055912.677915,1,145650,4064
875.152113,1784055913.434430,1,145660,4064
875.895472,1784055914.177788,1,145670,4064
876.618203,1784055914.900520,1,145680,4064
877.295065,1784055915.577382,1,145690,4064
877.952250,1784055916.234567,1,145700,4064
878.695513,1784055916.977829,1,145710,4064
879.452071,1784055917.734388,1,145720,4064
880.217584,1784055918.499900,1,145730,4064
880.918170,1784055919.200487,1,145740,4064
881.651754,1784055919.934071,1,145750,4064
882.352057,1784055920.634374,1,145760,4064
883.117420,1784055921.399737,1,145770,4064
883.918387,1784055922.200704,1,145780,4064
884.717855,1784055923.000171,1,145790,4064
885.417701,1784055923.700018,1,145800,4064
886.094352,1784055924.376669,1,145810,4064
886.817931,1784055925.100247,1,145820,4064
887.617150,1784055925.899466,1,145830,4064
888.351095,1784055926.633412,1,145840,4064
889.016554,1784055927.298870,1,145850,4064
889.751484,1784055928.033801,1,145860,4064
890.517185,1784055928.799502,1,145870,4064
891.251299,1784055929.533615,1,145880,4064
892.051141,1784055930.333458,1,145890,4064
892.816819,1784055931.099135,1,145900,4064
893.516336,1784055931.798653,1,145910,4064
894.216700,1784055932.499017,1,145920,4064
895.050367,1784055933.332684,1,145930,4064
895.750921,1784055934.033238,1,145940,4064
896.593739,1784055934.876055,1,145950,4064
897.393750,1784055935.676067,1,145960,4064
898.051024,1784055936.333341,1,145970,4064
898.716204,1784055936.998521,1,145980,4064
899.450794,1784055937.733111,1,145990,4064
900.293900,1784055938.576216,1,146000,4064
901.150682,1784055939.432999,1,146010,4064
901.994063,1784055940.276380,1,146020,4064
902.693983,1784055940.976300,1,146030,4064
903.393317,1784055941.675634,1,146040,4064
904.093061,1784055942.375378,1,146050,4064
904.816001,1784055943.098318,1,146060,4064
905.593232,1784055943.875549,1,146070,4064
906.349684,1784055944.632000,1,146080,4064
907.050683,1784055945.333000,1,146090,4064
907.715879,1784055945.998195,1,146100,4064
908.449930,1784055946.732247,1,146110,4064
909.215506,1784055947.497823,1,146120,4064
910.092701,1784055948.375018,1,146130,4064
910.849017,1784055949.131334,1,146140,4064
911.592809,1784055949.875125,1,146150,4064
912.249585,1784055950.531901,1,146160,4064
912.948943,1784055951.231260,1,146170,4064
913.650565,1784055951.932882,1,146180,4064
914.392677,1784055952.674994,1,146190,4064
915.149755,1784055953.432072,1,146200,4064
915.849246,1784055954.131562,1,146210,4064
916.592759,1784055954.875075,1,146220,4064
917.314822,1784055955.597139,1,146230,4064
918.048725,1784055956.331042,1,146240,4064
918.716833,1784055956.999150,1,146250,4064
919.392081,1784055957.674397,1,146260,4064
920.214486,1784055958.496803,1,146270,4064
920.948816,1784055959.231133,1,146280,4064
921.592614,1784055959.874931,1,146290,4064
922.214037,1784055960.496354,1,146300,4064
922.991374,1784055961.273690,1,146310,4064
923.792544,1784055962.074861,1,146320,4064
924.548609,1784055962.830925,1,146330,4064
925.447982,1784055963.730298,1,146340,4064
926.248997,1784055964.531314,1,146350,4064
926.914049,1784055965.196365,1,146360,4064
927.548713,1784055965.831029,1,146370,4064
928.248337,1784055966.530653,1,146380,4064
929.113694,1784055967.396010,1,146390,4064
929.991573,1784055968.273890,1,146400,4064
930.747665,1784055969.029982,1,146410,4064
931.448723,1784055969.731040,1,146420,4064
932.148311,1784055970.430628,1,146430,4064
932.813266,1784055971.095582,1,146440,4064
933.548155,1784055971.830472,1,146450,4064
934.313623,1784055972.595939,1,146460,4064
935.113733,1784055973.396050,1,146470,4064
935.813524,1784055974.095840,1,146480,4064
936.490844,1784055974.773161,1,146490,4064
937.215976,1784055975.498293,1,146500,4064
938.012848,1784055976.295164,1,146510,4064
938.813191,1784055977.095508,1,146520,4064
939.512867,1784055977.795184,1,146530,4064
940.291182,1784055978.573499,1,146540,4064
940.990315,1784055979.272632,1,146550,4064
941.690506,1784055979.972823,1,146560,4064
942.447148,1784055980.729465,1,146570,4064
943.247268,1784055981.529584,1,146580,4064
943.912799,1784055982.195115,1,146590,4064
944.590839,1784055982.873156,1,146600,4064
945.347151,1784055983.629468,1,146610,4064
946.090585,1784055984.372902,1,146620,4064
946.790892,1784055985.073209,1,146630,4064
947.446896,1784055985.729213,1,146640,4064
948.112507,1784055986.394824,1,146650,4064
948.812506,1784055987.094822,1,146660,4064
949.546674,1784055987.828990,1,146670,4064
950.446461,1784055988.728778,1,146680,4064
951.211948,1784055989.494265,1,146690,4064
951.846693,1784055990.129009,1,146700,4064
952.511878,1784055990.794194,1,146710,4064
1041.572772,1784056079.855088,1,146720,4064
1042.289814,1784056080.572131,1,146730,4064
1042.989308,1784056081.271625,1,146740,4064
1043.673108,1784056081.955425,1,146750,4064
1044.315810,1784056082.598126,1,146760,4064
1045.089351,1784056083.371667,1,146770,4064
1045.915766,1784056084.198082,1,146780,4064
1046.672711,1784056084.955028,1,146790,4064
1047.372051,1784056085.654368,1,146800,4064
1048.089054,1784056086.371371,1,146810,4064
1048.789138,1784056087.071454,1,146820,4064
1049.489022,1784056087.771339,1,146830,4064
1050.216011,1784056088.498328,1,146840,4064
1050.972055,1784056089.254371,1,146850,4064
1051.688569,1784056089.970886,1,146860,4064
1052.388517,1784056090.670834,1,146870,4064
1053.088804,1784056091.371120,1,146880,4064
1053.815213,1784056092.097530,1,146890,4064
1054.589069,1784056092.871386,1,146900,4064
1055.272631,1784056093.554948,1,146910,4064
1113.701191,1784056151.983508,1,146920,4064
1114.418691,1784056152.701008,1,146930,4064
1115.144589,1784056153.426906,1,146940,4064
1115.944363,1784056154.226680,1,146950,4064
1116.717441,1784056154.999758,1,146960,4064
1117.417784,1784056155.700101,1,146970,4064
1118.044906,1784056156.327223,1,146980,4064
1118.800905,1784056157.083222,1,146990,4064
1119.617163,1784056157.899480,1,147000,4064
1120.317424,1784056158.599741,1,147010,4064
1120.944434,1784056159.226751,1,147020,4064
1121.617431,1784056159.899748,1,147030,4064
1122.317206,1784056160.599523,1,147040,4064
1123.099911,1784056161.382227,1,147050,4064
1123.716866,1784056161.999183,1,147060,4064
1124.344044,1784056162.626360,1,147070,4064
1125.043877,1784056163.326194,1,147080,4064
1125.843967,1784056164.126284,1,147090,4064
1126.517397,1784056164.799714,1,147100,4064
1127.200272,1784056165.482589,1,147110,4064
1127.943650,1784056166.225967,1,147120,4064
1184.490901,1784056222.773217,1,147130,4064
1185.218054,1784056223.500371,1,147140,4064
1185.918236,1784056224.200553,1,147150,4064
1186.675092,1784056224.957408,1,147160,4064
1187.418148,1784056225.700465,1,147170,4064
1188.275771,1784056226.558088,1,147180,4064
1189.075436,1784056227.357753,1,147190,4064
1189.691013,1784056227.973330,1,147200,4064
1190.390435,1784056228.672752,1,147210,4064
1191.090829,1784056229.373146,1,147220,4064
1191.874730,1784056230.157047,1,147230,4064
1192.675328,1784056230.957644,1,147240,4064
1193.517041,1784056231.799358,1,147250,4064
1194.175571,1784056232.457888,1,147260,4064
1194.890828,1784056233.173145,1,147270,4064
1195.617098,1784056233.899415,1,147280,4064
1196.375094,1784056234.657411,1,147290,4064
1197.190063,1784056235.472379,1,147300,4064
1197.917190,1784056236.199507,1,147310,4064
1254.622600,1784056292.904917,1,147320,4064
1255.363584,1784056293.645901,1,147330,4064
1256.122248,1784056294.404565,1,147340,4064
1256.798727,1784056295.081044,1,147350,4064
1257.421916,1784056295.704233,1,147360,4064
1258.122116,1784056296.404433,1,147370,4064
1258.998050,1784056297.280367,1,147380,4064
1259.763466,1784056298.045782,1,147390,4064
1260.598140,1784056298.880456,1,147400,4064
1261.221524,1784056299.503840,1,147410,4064
1261.863316,1784056300.145632,1,147420,4064
1262.664285,1784056300.946602,1,147430,4064
1263.421874,1784056301.704190,1,147440,4064
1264.197886,1784056302.480203,1,147450,4064
1264.863128,1784056303.145445,1,147460,4064
1265.520974,1784056303.803291,1,147470,4064
1266.221822,1784056304.504138,1,147480,4064
1266.962143,1784056305.244460,1,147490,4064
1267.697455,1784056305.979772,1,147500,4064
1268.421403,1784056306.703720,1,147510,4064
1324.970096,1784056363.252412,1,147520,4064
1325.704437,1784056363.986753,1,147530,4064
1326.370484,1784056364.652801,1,147540,4064
1327.039376,1784056365.321692,1,147550,4064
1327.703359,1784056365.985675,1,147560,4064
1328.339087,1784056366.621404,1,147570,4064
1329.140025,1784056367.422342,1,147580,4064
1329.803807,1784056368.086124,1,147590,4064
1330.503945,1784056368.786262,1,147600,4064
1331.269582,1784056369.551899,1,147610,4064
1331.970473,1784056370.252789,1,147620,4064
1332.703264,1784056370.985581,1,147630,4064
1333.403297,1784056371.685614,1,147640,4064
1334.303685,1784056372.586002,1,147650,4064
1335.038281,1784056373.320598,1,147660,4064
1335.703030,1784056373.985347,1,147670,4064
1336.402974,1784056374.685290,1,147680,4064
1337.103368,1784056375.385685,1,147690,4064
1337.938544,1784056376.220860,1,147700,4064
1338.702824,1784056376.985141,1,147710,4064
1339.402550,1784056377.684867,1,147720,4064
1340.069809,1784056378.352126,1,147730,4064
1340.869736,1784056379.152053,1,147740,4064
1341.569013,1784056379.851330,1,147750,4064
1342.202696,1784056380.485012,1,147760,4064
1342.968529,1784056381.250846,1,147770,4064
1343.668922,1784056381.951238,1,147780,4064
1344.502236,1784056382.784553,1,147790,4064
1345.237073,1784056383.519390,1,147800,4064
1345.968403,1784056384.250720,1,147810,4064
1346.601873,1784056384.884190,1,147820,4064
1347.268666,1784056385.550982,1,147830,4064
1348.001920,1784056386.284237,1,147840,4064
1348.836756,1784056387.119072,1,147850,4064
1349.568481,1784056387.850798,1,147860,4064
1350.301949,1784056388.584265,1,147870,4064
1351.001488,1784056389.283805,1,147880,4064
1351.701502,1784056389.983819,1,147890,4064
1352.367861,1784056390.650177,1,147900,4064
1353.067886,1784056391.350203,1,147910,4064
1353.801103,1784056392.083420,1,147920,4064
1354.601691,1784056392.884008,1,147930,4064
1355.401649,1784056393.683965,1,147940,4064
1356.137040,1784056394.419357,1,147950,4064
1356.867211,1784056395.149528,1,147960,4064
1357.637093,1784056395.919410,1,147970,4064
1358.367086,1784056396.649403,1,147980,4064
1359.067860,1784056397.350177,1,147990,4064
1359.801542,1784056398.083859,1,148000,4064
1360.568267,1784056398.850584,1,148010,4064
1361.336424,1784056399.618740,1,148020,4064
1362.067121,1784056400.349438,1,148030,4064
1362.767223,1784056401.049540,1,148040,4064
1363.436661,1784056401.718977,1,148050,4064
1364.301186,1784056402.583503,1,148060,4064
1364.967392,1784056403.249709,1,148070,4064
1365.666782,1784056403.949099,1,148080,4064
1366.436218,1784056404.718535,1,148090,4064
1367.200856,1784056405.483173,1,148100,4064
1367.900433,1784056406.182750,1,148110,4064
1368.636329,1784056406.918646,1,148120,4064
1369.435798,1784056407.718115,1,148130,4064
1370.200290,1784056408.482606,1,148140,4064
1370.866836,1784056409.149153,1,148150,4064
1371.636072,1784056409.918389,1,148160,4064
1372.335873,1784056410.618190,1,148170,4064
1373.100003,1784056411.382319,1,148180,4064
1373.800101,1784056412.082417,1,148190,4064
1374.635689,1784056412.918005,1,148200,4064
1375.335197,1784056413.617514,1,148210,4064
1376.035328,1784056414.317645,1,148220,4064
1376.735379,1784056415.017695,1,148230,4064
1377.399486,1784056415.681803,1,148240,4064
1378.099204,1784056416.381521,1,148250,4064
1378.835411,1784056417.117728,1,148260,4064
1379.599592,1784056417.881909,1,148270,4064
1380.335388,1784056418.617705,1,148280,4064
1381.069239,1784056419.351556,1,148290,4064
1381.699758,1784056419.982075,1,148300,4064
1382.465030,1784056420.747347,1,148310,4064
1383.199606,1784056421.481923,1,148320,4064
1383.935168,1784056422.217485,1,148330,4064
1384.665683,1784056422.948000,1,148340,4064
1385.465240,1784056423.747556,1,148350,4064
1386.134264,1784056424.416581,1,148360,4064
1386.899171,1784056425.181488,1,148370,4064
1387.634453,1784056425.916769,1,148380,4064
1388.265179,1784056426.547496,1,148390,4064
1389.034839,1784056427.317156,1,148400,4064
1389.798393,1784056428.080709,1,148410,4064
1390.534630,1784056428.816947,1,148420,4064
1391.198687,1784056429.481004,1,148430,4064
1392.033920,1784056430.316236,1,148440,4064
1392.764822,1784056431.047139,1,148450,4064
1393.533932,1784056431.816248,1,148460,4064
1394.197924,1784056432.480241,1,148470,4064
1394.898302,1784056433.180619,1,148480,4064
